,day,location,date,month,year,hour,min,WARRANTS
22152,2,10,10,6,2008,7,50,1
22153,2,4,10,6,2008,4,36,1
22154,2,10,10,6,2008,2,19,1
22155,2,10,10,6,2008,0,50,1
22156,2,4,10,6,2008,0,37,1
22157,1,10,9,6,2008,22,34,1
22158,1,2,9,6,2008,22,5,1
22159,1,3,9,6,2008,22,0,1
22160,1,1,9,6,2008,18,59,1
22161,1,4,9,6,2008,18,27,1
22162,1,4,9,6,2008,18,14,1
22163,1,10,9,6,2008,17,57,1
22164,1,2,9,6,2008,16,50,1
22165,1,6,9,6,2008,16,6,1
22166,1,3,9,6,2008,15,40,1
22167,1,3,9,6,2008,15,40,1
22168,1,4,9,6,2008,14,43,1
22169,1,2,9,6,2008,12,30,1
22170,1,2,9,6,2008,11,35,1
22171,1,2,9,6,2008,9,0,1
22172,1,6,9,6,2008,3,35,1
22173,7,3,1,6,2008,23,10,1
22174,7,7,1,6,2008,18,56,1
22175,7,7,1,6,2008,18,56,1
22176,7,2,1,6,2008,18,35,1
22177,7,8,1,6,2008,17,45,1
22178,7,4,1,6,2008,17,34,1
22179,7,4,1,6,2008,17,0,1
22180,7,4,1,6,2008,16,11,1
22181,7,10,1,6,2008,10,0,1
22182,7,2,1,6,2008,9,59,1
22183,7,10,1,6,2008,7,8,1
22184,7,10,1,6,2008,6,14,1
22185,7,2,1,6,2008,0,1,1
22186,6,5,31,5,2008,23,13,1
22187,6,5,31,5,2008,23,10,1
22188,6,2,31,5,2008,20,33,1
22189,6,4,31,5,2008,19,1,1
22190,6,1,31,5,2008,17,0,1
22191,6,2,31,5,2008,15,18,1
22192,6,5,31,5,2008,14,30,1
22193,6,10,31,5,2008,14,16,1
22194,6,10,31,5,2008,14,16,1
22195,6,10,31,5,2008,11,37,1
22196,6,10,31,5,2008,11,24,1
22197,6,6,31,5,2008,7,45,1
22198,5,10,30,5,2008,22,0,1
22199,5,5,30,5,2008,18,0,1
22200,5,3,30,5,2008,17,52,1
22201,5,2,30,5,2008,17,40,1
22202,5,6,30,5,2008,17,15,1
22203,5,7,30,5,2008,14,58,1
22204,5,10,30,5,2008,14,35,1
22205,5,4,30,5,2008,11,43,1
22206,5,10,30,5,2008,0,39,1
22207,4,3,29,5,2008,23,32,1
22208,4,2,29,5,2008,23,15,1
22209,4,1,29,5,2008,23,7,1
22210,4,9,29,5,2008,17,21,1
22211,4,10,29,5,2008,16,5,1
22212,4,2,29,5,2008,15,30,1
22213,4,2,29,5,2008,15,18,1
22214,4,4,29,5,2008,15,7,1
22215,4,4,29,5,2008,13,48,1
22216,4,2,29,5,2008,13,27,1
22217,4,4,29,5,2008,12,40,1
22218,4,1,29,5,2008,12,30,1
22219,4,10,29,5,2008,7,28,1
22220,4,4,29,5,2008,2,50,1
22221,4,4,29,5,2008,0,34,1
22222,4,3,29,5,2008,0,28,1
22223,3,2,28,5,2008,23,39,1
22224,3,2,28,5,2008,23,30,1
22225,3,7,28,5,2008,22,11,1
22226,3,2,28,5,2008,21,26,1
22227,3,9,28,5,2008,18,30,1
22228,3,3,28,5,2008,16,0,1
22229,3,3,28,5,2008,16,0,1
22230,3,9,28,5,2008,15,45,1
22231,3,3,28,5,2008,15,45,1
22232,3,2,28,5,2008,14,56,1
22233,3,8,28,5,2008,14,46,1
22234,3,2,28,5,2008,13,30,1
22235,3,4,28,5,2008,11,15,1
22236,2,4,27,5,2008,22,23,1
22237,2,5,27,5,2008,22,23,1
22238,2,5,27,5,2008,17,9,1
22239,2,3,27,5,2008,16,52,1
22240,2,2,27,5,2008,16,35,1
22241,2,3,27,5,2008,15,48,1
22242,2,10,27,5,2008,14,45,1
22243,2,1,27,5,2008,6,20,1
22244,1,2,26,5,2008,22,26,1
22245,1,5,26,5,2008,19,7,1
22246,1,4,26,5,2008,18,31,1
22247,1,10,26,5,2008,16,38,1
22248,1,4,26,5,2008,15,45,1
22249,1,2,26,5,2008,14,38,1
22250,1,2,26,5,2008,14,27,1
22251,1,10,26,5,2008,14,25,1
22252,1,10,26,5,2008,14,16,1
22253,1,5,26,5,2008,13,49,1
22254,1,10,26,5,2008,13,45,1
22255,1,2,26,5,2008,13,35,1
22256,1,8,26,5,2008,13,10,1
22257,1,2,26,5,2008,11,17,1
22258,1,1,26,5,2008,10,30,1
22259,1,10,26,5,2008,9,43,1
22260,1,2,26,5,2008,9,5,1
22261,7,8,18,5,2008,20,44,1
22262,7,8,18,5,2008,19,18,1
22263,7,10,18,5,2008,17,31,1
22264,7,8,18,5,2008,16,10,1
22265,7,4,18,5,2008,15,6,1
22266,7,10,18,5,2008,14,47,1
22267,7,1,18,5,2008,14,46,1
22268,7,2,18,5,2008,13,20,1
22269,7,10,18,5,2008,12,45,1
22270,7,10,18,5,2008,9,11,1
22271,7,1,18,5,2008,1,53,1
22272,6,2,17,5,2008,21,55,1
22273,6,8,17,5,2008,19,37,1
22274,6,1,17,5,2008,18,29,1
22275,6,6,17,5,2008,17,28,1
22276,6,10,17,5,2008,16,20,1
22277,6,8,17,5,2008,13,37,1
22278,6,2,17,5,2008,12,46,1
22279,6,3,17,5,2008,8,25,1
22280,6,5,17,5,2008,8,15,1
22281,6,2,17,5,2008,8,5,1
22282,6,2,17,5,2008,5,0,1
22283,6,1,17,5,2008,0,36,1
22284,5,5,16,5,2008,23,47,1
22285,5,2,16,5,2008,21,53,1
22286,5,6,16,5,2008,14,24,1
22287,5,5,16,5,2008,13,30,1
22288,5,4,16,5,2008,13,18,1
22289,5,10,16,5,2008,13,5,1
22290,5,2,16,5,2008,10,45,1
22291,5,2,16,5,2008,10,30,1
22292,5,2,16,5,2008,8,30,1
22293,5,2,16,5,2008,8,15,1
22294,5,2,16,5,2008,7,40,1
22295,5,1,16,5,2008,2,15,1
22296,5,8,16,5,2008,1,26,1
22297,5,10,16,5,2008,0,32,1
22298,4,3,15,5,2008,22,25,1
22299,4,4,15,5,2008,16,36,1
22300,4,3,15,5,2008,12,25,1
22301,4,6,15,5,2008,10,45,1
22302,4,6,15,5,2008,7,58,1
22303,4,8,15,5,2008,6,53,1
22304,4,8,15,5,2008,6,53,1
22305,4,5,15,5,2008,2,43,1
22306,4,8,15,5,2008,1,42,1
22307,3,3,14,5,2008,23,30,1
22308,3,10,14,5,2008,22,5,1
22309,3,3,14,5,2008,21,37,1
22310,3,10,14,5,2008,21,33,1
22311,3,10,14,5,2008,21,33,1
22312,3,4,14,5,2008,17,50,1
22313,3,4,14,5,2008,17,9,1
22314,3,4,14,5,2008,17,9,1
22315,3,10,14,5,2008,16,1,1
22316,3,5,14,5,2008,15,43,1
22317,3,2,14,5,2008,15,3,1
22318,3,10,14,5,2008,14,57,1
22319,3,4,14,5,2008,14,46,1
22320,3,8,14,5,2008,13,2,1
22321,3,5,14,5,2008,9,13,1
22322,3,2,14,5,2008,8,30,1
22323,3,3,14,5,2008,5,13,1
22324,2,10,13,5,2008,22,33,1
22325,2,10,13,5,2008,20,52,1
22326,2,3,13,5,2008,18,13,1
22327,2,1,13,5,2008,17,18,1
22328,2,1,13,5,2008,17,18,1
22329,2,10,13,5,2008,16,30,1
22330,2,3,13,5,2008,15,32,1
22331,2,7,13,5,2008,15,0,1
22332,2,10,13,5,2008,12,47,1
22333,2,10,13,5,2008,12,40,1
22334,2,6,13,5,2008,11,31,1
22335,2,2,13,5,2008,11,0,1
22336,2,1,13,5,2008,9,39,1
22337,2,10,13,5,2008,9,9,1
22338,2,7,13,5,2008,8,39,1
22339,2,5,13,5,2008,8,30,1
22340,2,10,13,5,2008,7,55,1
22341,2,10,13,5,2008,6,50,1
22342,2,10,13,5,2008,6,50,1
22343,2,10,13,5,2008,2,25,1
22344,1,2,12,5,2008,23,48,1
22345,1,4,12,5,2008,21,42,1
22346,1,2,12,5,2008,18,49,1
22347,1,5,12,5,2008,18,10,1
22348,1,9,12,5,2008,17,56,1
22349,1,2,12,5,2008,16,33,1
22350,1,2,12,5,2008,15,58,1
22351,1,10,12,5,2008,15,53,1
22352,1,2,12,5,2008,15,40,1
22353,1,2,12,5,2008,15,30,1
22354,1,4,12,5,2008,14,25,1
22355,1,3,12,5,2008,12,39,1
22356,1,10,12,5,2008,10,38,1
22357,1,1,12,5,2008,7,55,1
22358,1,4,12,5,2008,1,19,1
22359,1,5,12,5,2008,0,8,1
22360,7,10,4,5,2008,23,14,1
22361,7,10,4,5,2008,21,35,1
22362,7,5,4,5,2008,19,50,1
22363,7,10,4,5,2008,18,45,1
22364,7,5,4,5,2008,18,38,1
22365,7,10,4,5,2008,18,1,1
22366,7,2,4,5,2008,16,30,1
22367,7,6,4,5,2008,15,50,1
22368,7,10,4,5,2008,15,10,1
22369,7,10,4,5,2008,15,10,1
22370,7,6,4,5,2008,14,24,1
22371,7,2,4,5,2008,14,4,1
22372,7,1,4,5,2008,14,1,1
22373,7,3,4,5,2008,13,19,1
22374,7,4,4,5,2008,13,16,1
22375,7,9,4,5,2008,12,10,1
22376,7,4,4,5,2008,12,0,1
22377,7,4,4,5,2008,9,23,1
22378,7,5,4,5,2008,9,10,1
22379,6,2,3,5,2008,22,17,1
22380,6,10,3,5,2008,22,3,1
22381,6,2,3,5,2008,20,0,1
22382,6,1,3,5,2008,19,28,1
22383,6,2,3,5,2008,19,24,1
22384,6,5,3,5,2008,17,19,1
22385,6,3,3,5,2008,15,52,1
22386,6,9,3,5,2008,14,45,1
22387,6,10,3,5,2008,14,15,1
22388,6,4,3,5,2008,13,9,1
22389,6,10,3,5,2008,10,40,1
22390,6,10,3,5,2008,10,40,1
22391,6,10,3,5,2008,9,55,1
22392,6,2,3,5,2008,9,49,1
22393,6,2,3,5,2008,9,49,1
22394,6,2,3,5,2008,6,45,1
22395,6,10,3,5,2008,5,41,1
22396,6,2,3,5,2008,0,49,1
22397,6,1,3,5,2008,0,33,1
22398,5,1,2,5,2008,23,25,1
22399,5,3,2,5,2008,23,3,1
22400,5,5,2,5,2008,22,57,1
22401,5,5,2,5,2008,20,28,1
22402,5,5,2,5,2008,18,40,1
22403,5,4,2,5,2008,18,24,1
22404,5,1,2,5,2008,18,14,1
22405,5,2,2,5,2008,17,37,1
22406,5,1,2,5,2008,17,10,1
22407,5,4,2,5,2008,16,38,1
22408,5,4,2,5,2008,16,38,1
22409,5,4,2,5,2008,15,30,1
22410,5,3,2,5,2008,15,20,1
22411,5,4,2,5,2008,14,45,1
22412,5,10,2,5,2008,13,39,1
22413,5,10,2,5,2008,13,39,1
22414,5,3,2,5,2008,11,53,1
22415,5,2,2,5,2008,9,45,1
22416,5,10,2,5,2008,9,13,1
22417,5,2,2,5,2008,1,39,1
22418,5,10,2,5,2008,0,20,1
22419,4,8,1,5,2008,23,40,1
22420,4,10,1,5,2008,21,50,1
22421,4,1,1,5,2008,20,53,1
22422,4,1,1,5,2008,18,5,1
22423,4,3,1,5,2008,16,27,1
22424,4,5,1,5,2008,15,28,1
22425,4,10,1,5,2008,15,15,1
22426,4,2,1,5,2008,10,35,1
22427,4,4,1,5,2008,8,25,1
22428,4,8,1,5,2008,8,18,1
22429,4,2,1,5,2008,7,1,1
22430,3,5,30,4,2008,22,8,1
22431,3,4,30,4,2008,20,2,1
22432,3,10,30,4,2008,18,50,1
22433,3,8,30,4,2008,18,45,1
22434,3,10,30,4,2008,18,32,1
22435,3,9,30,4,2008,18,10,1
22436,3,3,30,4,2008,15,5,1
22437,3,6,30,4,2008,14,38,1
22438,3,3,30,4,2008,13,10,1
22439,3,10,30,4,2008,12,6,1
22440,3,2,30,4,2008,11,55,1
22441,3,1,30,4,2008,10,40,1
22442,3,10,30,4,2008,10,18,1
22443,3,7,30,4,2008,7,40,1
22444,3,8,30,4,2008,0,30,1
22445,2,4,29,4,2008,23,55,1
22446,2,9,29,4,2008,23,10,1
22447,2,4,29,4,2008,22,55,1
22448,2,9,29,4,2008,19,14,1
22449,2,2,29,4,2008,14,9,1
22450,2,10,29,4,2008,12,37,1
22451,2,6,29,4,2008,1,44,1
22452,1,10,28,4,2008,21,45,1
22453,1,2,28,4,2008,19,45,1
22454,1,1,28,4,2008,19,32,1
22455,1,2,28,4,2008,18,50,1
22456,1,10,28,4,2008,17,55,1
22457,1,4,28,4,2008,16,25,1
22458,1,10,28,4,2008,16,23,1
22459,1,10,28,4,2008,16,23,1
22460,1,7,28,4,2008,14,35,1
22461,1,2,28,4,2008,13,50,1
22462,1,1,28,4,2008,13,50,1
22463,1,5,28,4,2008,12,34,1
22464,1,7,28,4,2008,10,49,1
22465,1,10,28,4,2008,10,48,1
22466,7,2,20,4,2008,23,40,1
22467,7,4,20,4,2008,22,20,1
22468,7,3,20,4,2008,18,20,1
22469,7,10,20,4,2008,17,59,1
22470,7,5,20,4,2008,16,24,1
22471,7,6,20,4,2008,13,51,1
22472,7,10,20,4,2008,13,16,1
22473,7,3,20,4,2008,12,35,1
22474,7,5,20,4,2008,11,35,1
22475,7,1,20,4,2008,10,23,1
22476,7,4,20,4,2008,2,0,1
22477,7,4,20,4,2008,0,9,1
22478,6,4,19,4,2008,23,17,1
22479,6,10,19,4,2008,22,58,1
22480,6,1,19,4,2008,21,40,1
22481,6,10,19,4,2008,21,19,1
22482,6,10,19,4,2008,21,19,1
22483,6,10,19,4,2008,16,50,1
22484,6,10,19,4,2008,15,50,1
22485,6,2,19,4,2008,15,28,1
22486,6,2,19,4,2008,15,28,1
22487,6,10,19,4,2008,11,59,1
22488,6,10,19,4,2008,11,15,1
22489,6,10,19,4,2008,9,49,1
22490,5,10,18,4,2008,19,37,1
22491,5,3,18,4,2008,18,40,1
22492,5,4,18,4,2008,17,48,1
22493,5,2,18,4,2008,16,50,1
22494,5,9,18,4,2008,16,39,1
22495,5,8,18,4,2008,14,0,1
22496,5,5,18,4,2008,13,54,1
22497,5,5,18,4,2008,9,47,1
22498,5,5,18,4,2008,7,50,1
22499,5,4,18,4,2008,7,23,1
22500,4,2,17,4,2008,22,9,1
22501,4,2,17,4,2008,22,9,1
22502,4,10,17,4,2008,22,4,1
22503,4,3,17,4,2008,21,52,1
22504,4,2,17,4,2008,20,8,1
22505,4,4,17,4,2008,17,50,1
22506,4,3,17,4,2008,16,8,1
22507,4,9,17,4,2008,15,13,1
22508,4,4,17,4,2008,14,20,1
22509,4,10,17,4,2008,14,15,1
22510,4,1,17,4,2008,12,42,1
22511,4,10,17,4,2008,12,4,1
22512,4,9,17,4,2008,11,33,1
22513,4,4,17,4,2008,9,55,1
22514,4,1,17,4,2008,8,35,1
22515,4,10,17,4,2008,7,44,1
22516,4,2,17,4,2008,6,5,1
22517,4,2,17,4,2008,1,19,1
22518,4,5,17,4,2008,0,30,1
22519,3,4,16,4,2008,23,57,1
22520,3,4,16,4,2008,21,37,1
22521,3,2,16,4,2008,19,20,1
22522,3,1,16,4,2008,18,0,1
22523,3,1,16,4,2008,18,0,1
22524,3,10,16,4,2008,16,0,1
22525,3,4,16,4,2008,14,48,1
22526,3,9,16,4,2008,14,6,1
22527,3,10,16,4,2008,13,51,1
22528,3,10,16,4,2008,13,24,1
22529,3,5,16,4,2008,13,15,1
22530,3,2,16,4,2008,12,50,1
22531,3,2,16,4,2008,12,25,1
22532,3,2,16,4,2008,11,52,1
22533,3,4,16,4,2008,1,50,1
22534,2,8,15,4,2008,20,11,1
22535,2,2,15,4,2008,16,8,1
22536,2,2,15,4,2008,16,8,1
22537,2,5,15,4,2008,13,10,1
22538,2,4,15,4,2008,10,25,1
22539,2,2,15,4,2008,10,0,1
22540,2,1,15,4,2008,2,20,1
22541,2,3,15,4,2008,0,1,1
22542,1,6,14,4,2008,22,35,1
22543,1,10,14,4,2008,22,1,1
22544,1,2,14,4,2008,20,12,1
22545,1,5,14,4,2008,17,40,1
22546,1,10,14,4,2008,17,27,1
22547,1,8,14,4,2008,16,50,1
22548,1,5,14,4,2008,16,30,1
22549,1,2,14,4,2008,16,12,1
22550,1,2,14,4,2008,14,52,1
22551,1,10,14,4,2008,14,30,1
22552,1,2,14,4,2008,9,0,1
22553,1,2,14,4,2008,0,12,1
22554,1,4,14,4,2008,0,6,1
22555,7,4,6,4,2008,23,40,1
22556,7,2,6,4,2008,23,30,1
22557,7,10,6,4,2008,22,52,1
22558,7,10,6,4,2008,18,8,1
22559,7,8,6,4,2008,18,0,1
22560,7,4,6,4,2008,17,0,1
22561,7,2,6,4,2008,16,1,1
22562,7,7,6,4,2008,14,53,1
22563,7,1,6,4,2008,14,6,1
22564,7,8,6,4,2008,14,4,1
22565,7,6,6,4,2008,9,0,1
22566,7,2,6,4,2008,8,17,1
22567,7,2,6,4,2008,7,32,1
22568,7,2,6,4,2008,1,26,1
22569,6,4,5,4,2008,21,34,1
22570,6,5,5,4,2008,17,51,1
22571,6,4,5,4,2008,17,15,1
22572,6,10,5,4,2008,16,30,1
22573,6,5,5,4,2008,14,53,1
22574,6,3,5,4,2008,13,29,1
22575,6,10,5,4,2008,10,54,1
22576,6,6,5,4,2008,9,40,1
22577,6,1,5,4,2008,8,40,1
22578,6,4,5,4,2008,8,22,1
22579,6,4,5,4,2008,7,8,1
22580,5,2,4,4,2008,20,40,1
22581,5,2,4,4,2008,16,18,1
22582,5,9,4,4,2008,15,0,1
22583,5,8,4,4,2008,15,0,1
22584,5,3,4,4,2008,13,55,1
22585,5,2,4,4,2008,12,0,1
22586,5,4,4,4,2008,11,35,1
22587,5,3,4,4,2008,10,30,1
22588,5,3,4,4,2008,7,41,1
22589,5,1,4,4,2008,3,0,1
22590,5,1,4,4,2008,0,24,1
22591,4,10,3,4,2008,21,50,1
22592,4,10,3,4,2008,21,5,1
22593,4,10,3,4,2008,18,37,1
22594,4,8,3,4,2008,17,37,1
22595,4,10,3,4,2008,16,55,1
22596,4,10,3,4,2008,15,30,1
22597,4,3,3,4,2008,12,48,1
22598,4,4,3,4,2008,9,55,1
22599,4,2,3,4,2008,9,45,1
22600,4,2,3,4,2008,9,30,1
22601,3,4,2,4,2008,23,18,1
22602,3,10,2,4,2008,22,37,1
22603,3,9,2,4,2008,18,39,1
22604,3,2,2,4,2008,16,56,1
22605,3,3,2,4,2008,16,47,1
22606,3,4,2,4,2008,15,38,1
22607,3,3,2,4,2008,15,30,1
22608,3,4,2,4,2008,15,1,1
22609,3,3,2,4,2008,14,12,1
22610,3,3,2,4,2008,12,48,1
22611,3,2,2,4,2008,9,48,1
22612,3,1,2,4,2008,8,37,1
22613,3,3,2,4,2008,1,20,1
22614,3,7,2,4,2008,0,39,1
22615,2,8,1,4,2008,23,30,1
22616,2,2,1,4,2008,22,41,1
22617,2,4,1,4,2008,21,48,1
22618,2,2,1,4,2008,21,13,1
22619,2,8,1,4,2008,20,51,1
22620,2,1,1,4,2008,20,25,1
22621,2,1,1,4,2008,19,53,1
22622,2,9,1,4,2008,19,30,1
22623,2,10,1,4,2008,19,0,1
22624,2,2,1,4,2008,18,18,1
22625,2,2,1,4,2008,18,18,1
22626,2,3,1,4,2008,17,22,1
22627,2,10,1,4,2008,16,37,1
22628,2,10,1,4,2008,15,40,1
22629,2,2,1,4,2008,11,30,1
22630,2,4,1,4,2008,11,30,1
22631,2,10,1,4,2008,10,38,1
22632,2,10,1,4,2008,10,32,1
22633,2,2,1,4,2008,9,40,1
22634,2,2,1,4,2008,9,15,1
22635,2,6,1,4,2008,7,40,1
22636,2,2,1,4,2008,7,0,1
22637,2,8,1,4,2008,3,24,1
22638,2,8,1,4,2008,3,24,1
22639,2,9,1,4,2008,2,33,1
22640,2,2,1,4,2008,1,48,1
22641,2,9,1,4,2008,0,24,1
22642,1,2,31,3,2008,23,59,1
22643,1,9,31,3,2008,23,57,1
22644,1,10,31,3,2008,23,37,1
22645,1,4,31,3,2008,22,30,1
22646,1,6,31,3,2008,21,42,1
22647,1,5,31,3,2008,19,18,1
22648,1,10,31,3,2008,18,22,1
22649,1,2,31,3,2008,17,5,1
22650,1,10,31,3,2008,15,40,1
22651,1,10,31,3,2008,13,0,1
22652,1,10,31,3,2008,12,32,1
22653,1,3,31,3,2008,11,14,1
22654,1,4,31,3,2008,5,39,1
22655,1,5,31,3,2008,3,11,1
22656,7,10,23,3,2008,21,56,1
22657,7,5,23,3,2008,19,46,1
22658,7,2,23,3,2008,19,13,1
22659,7,3,23,3,2008,18,29,1
22660,7,10,23,3,2008,17,51,1
22661,7,4,23,3,2008,16,55,1
22662,7,4,23,3,2008,16,55,1
22663,7,4,23,3,2008,15,37,1
22664,7,1,23,3,2008,15,0,1
22665,7,4,23,3,2008,14,0,1
22666,7,4,23,3,2008,14,0,1
22667,7,10,23,3,2008,13,15,1
22668,7,3,23,3,2008,13,4,1
22669,7,10,23,3,2008,13,0,1
22670,7,2,23,3,2008,11,52,1
22671,7,2,23,3,2008,9,37,1
22672,7,5,23,3,2008,9,0,1
22673,7,5,23,3,2008,9,0,1
22674,7,2,23,3,2008,4,58,1
22675,7,4,23,3,2008,3,28,1
22676,7,8,23,3,2008,2,33,1
22677,7,2,23,3,2008,0,1,1
22678,6,7,22,3,2008,23,34,1
22679,6,5,22,3,2008,22,41,1
22680,6,9,22,3,2008,22,30,1
22681,6,10,22,3,2008,21,54,1
22682,6,2,22,3,2008,21,5,1
22683,6,4,22,3,2008,20,29,1
22684,6,5,22,3,2008,19,10,1
22685,6,5,22,3,2008,19,9,1
22686,6,1,22,3,2008,19,3,1
22687,6,10,22,3,2008,18,12,1
22688,6,8,22,3,2008,18,0,1
22689,6,10,22,3,2008,16,32,1
22690,6,5,22,3,2008,15,30,1
22691,6,10,22,3,2008,15,0,1
22692,6,4,22,3,2008,12,58,1
22693,6,10,22,3,2008,11,26,1
22694,6,4,22,3,2008,11,0,1
22695,6,4,22,3,2008,11,0,1
22696,6,4,22,3,2008,10,38,1
22697,6,4,22,3,2008,10,30,1
22698,6,3,22,3,2008,10,22,1
22699,6,10,22,3,2008,9,54,1
22700,6,5,22,3,2008,8,19,1
22701,6,3,22,3,2008,7,48,1
22702,5,1,21,3,2008,22,9,1
22703,5,6,21,3,2008,20,0,1
22704,5,2,21,3,2008,18,45,1
22705,5,2,21,3,2008,18,30,1
22706,5,8,21,3,2008,18,10,1
22707,5,2,21,3,2008,16,48,1
22708,5,4,21,3,2008,16,45,1
22709,5,3,21,3,2008,16,40,1
22710,5,4,21,3,2008,15,33,1
22711,5,4,21,3,2008,14,4,1
22712,5,4,21,3,2008,11,51,1
22713,5,2,21,3,2008,11,0,1
22714,5,10,21,3,2008,10,10,1
22715,5,5,21,3,2008,7,14,1
22716,5,4,21,3,2008,4,53,1
22717,5,5,21,3,2008,3,48,1
22718,5,10,21,3,2008,2,32,1
22719,4,7,20,3,2008,18,8,1
22720,4,2,20,3,2008,17,0,1
22721,4,10,20,3,2008,16,45,1
22722,4,4,20,3,2008,16,28,1
22723,4,6,20,3,2008,15,47,1
22724,4,2,20,3,2008,12,30,1
22725,4,2,20,3,2008,9,20,1
22726,4,10,20,3,2008,9,14,1
22727,4,5,20,3,2008,5,13,1
22728,4,8,20,3,2008,3,40,1
22729,4,4,20,3,2008,2,38,1
22730,4,6,20,3,2008,0,42,1
22731,4,5,20,3,2008,0,33,1
22732,4,10,20,3,2008,0,29,1
22733,4,10,20,3,2008,0,26,1
22734,4,5,20,3,2008,0,11,1
22735,3,9,19,3,2008,22,3,1
22736,3,10,19,3,2008,22,3,1
22737,3,9,19,3,2008,21,31,1
22738,3,9,19,3,2008,21,31,1
22739,3,10,19,3,2008,20,3,1
22740,3,3,19,3,2008,19,20,1
22741,3,4,19,3,2008,19,19,1
22742,3,4,19,3,2008,19,19,1
22743,3,4,19,3,2008,18,9,1
22744,3,10,19,3,2008,17,55,1
22745,3,2,19,3,2008,15,15,1
22746,3,10,19,3,2008,14,44,1
22747,3,10,19,3,2008,14,23,1
22748,3,5,19,3,2008,11,41,1
22749,3,2,19,3,2008,10,40,1
22750,3,1,19,3,2008,10,0,1
22751,3,7,19,3,2008,10,0,1
22752,3,3,19,3,2008,9,13,1
22753,3,3,19,3,2008,9,13,1
22754,3,4,19,3,2008,8,36,1
22755,3,4,19,3,2008,6,9,1
22756,3,10,19,3,2008,1,22,1
22757,3,4,19,3,2008,0,45,1
22758,2,4,18,3,2008,23,29,1
22759,2,4,18,3,2008,21,58,1
22760,2,2,18,3,2008,21,13,1
22761,2,10,18,3,2008,19,33,1
22762,2,5,18,3,2008,17,50,1
22763,2,1,18,3,2008,17,46,1
22764,2,10,18,3,2008,17,15,1
22765,2,10,18,3,2008,16,40,1
22766,2,2,18,3,2008,15,0,1
22767,2,10,18,3,2008,14,15,1
22768,2,4,18,3,2008,14,7,1
22769,2,2,18,3,2008,13,30,1
22770,2,6,18,3,2008,12,17,1
22771,2,4,18,3,2008,11,51,1
22772,2,4,18,3,2008,11,45,1
22773,2,7,18,3,2008,11,7,1
22774,2,4,18,3,2008,10,37,1
22775,2,5,18,3,2008,10,0,1
22776,2,10,18,3,2008,9,33,1
22777,2,2,18,3,2008,9,30,1
22778,2,5,18,3,2008,9,0,1
22779,2,5,18,3,2008,8,38,1
22780,2,2,18,3,2008,8,25,1
22781,2,4,18,3,2008,8,10,1
22782,2,1,18,3,2008,4,6,1
22783,1,5,17,3,2008,23,24,1
22784,1,9,17,3,2008,21,3,1
22785,1,3,17,3,2008,19,44,1
22786,1,2,17,3,2008,19,15,1
22787,1,10,17,3,2008,18,27,1
22788,1,10,17,3,2008,18,10,1
22789,1,5,17,3,2008,17,51,1
22790,1,4,17,3,2008,17,25,1
22791,1,1,17,3,2008,16,52,1
22792,1,9,17,3,2008,14,30,1
22793,1,10,17,3,2008,14,0,1
22794,1,4,17,3,2008,13,49,1
22795,1,4,17,3,2008,13,10,1
22796,1,5,17,3,2008,11,30,1
22797,1,4,17,3,2008,11,15,1
22798,1,2,17,3,2008,10,32,1
22799,1,4,17,3,2008,9,11,1
22800,1,4,17,3,2008,8,20,1
22801,1,1,17,3,2008,8,5,1
22802,1,1,17,3,2008,7,27,1
22803,1,5,17,3,2008,2,52,1
22804,1,4,17,3,2008,2,46,1
22805,1,10,17,3,2008,0,6,1
22806,7,10,9,3,2008,21,50,1
22807,7,10,9,3,2008,18,43,1
22808,7,2,9,3,2008,18,19,1
22809,7,5,9,3,2008,18,13,1
22810,7,10,9,3,2008,17,34,1
22811,7,2,9,3,2008,17,30,1
22812,7,7,9,3,2008,16,53,1
22813,7,2,9,3,2008,14,5,1
22814,7,10,9,3,2008,12,50,1
22815,7,4,9,3,2008,12,46,1
22816,7,6,9,3,2008,0,23,1
22817,7,3,9,3,2008,0,20,1
22818,7,2,9,3,2008,0,1,1
22819,6,4,8,3,2008,23,36,1
22820,6,3,8,3,2008,22,10,1
22821,6,3,8,3,2008,22,0,1
22822,6,8,8,3,2008,20,13,1
22823,6,4,8,3,2008,19,34,1
22824,6,4,8,3,2008,19,30,1
22825,6,6,8,3,2008,19,0,1
22826,6,4,8,3,2008,19,0,1
22827,6,10,8,3,2008,16,58,1
22828,6,10,8,3,2008,16,49,1
22829,6,10,8,3,2008,16,30,1
22830,6,10,8,3,2008,16,15,1
22831,6,9,8,3,2008,16,0,1
22832,6,2,8,3,2008,15,30,1
22833,6,10,8,3,2008,14,5,1
22834,6,2,8,3,2008,13,1,1
22835,6,6,8,3,2008,12,0,1
22836,6,2,8,3,2008,11,55,1
22837,6,4,8,3,2008,11,41,1
22838,6,2,8,3,2008,10,45,1
22839,6,10,8,3,2008,8,38,1
22840,6,10,8,3,2008,8,38,1
22841,6,3,8,3,2008,8,2,1
22842,6,2,8,3,2008,6,30,1
22843,6,1,8,3,2008,3,49,1
22844,5,5,7,3,2008,22,26,1
22845,5,10,7,3,2008,22,23,1
22846,5,8,7,3,2008,19,56,1
22847,5,7,7,3,2008,18,26,1
22848,5,3,7,3,2008,18,15,1
22849,5,10,7,3,2008,18,8,1
