"day","address","location","date","month","year","hour","min","STOLENPROPERTY"
6,408,2,21,10,2006,14,45,0
2,3716,3,12,7,2005,23,26,0
6,206,5,19,9,2009,21,56,0
3,1453,10,31,10,2007,6,15,0
1,1939,4,20,2,2006,6,0,0
5,2126,4,18,5,2007,1,55,0
6,238,2,4,4,2015,10,35,0
5,11608,9,29,10,2004,20,0,0
6,1896,9,24,1,2009,12,0,0
1,22007,5,15,3,2004,15,0,0
7,1252,2,13,6,2004,13,0,0
7,800,4,8,3,2009,14,0,0
2,1220,10,27,10,2009,12,45,0
7,13308,5,25,3,2012,21,57,0
7,436,5,28,12,2014,20,0,0
5,2927,2,2,10,2009,13,7,0
5,501,4,15,7,2005,12,15,0
5,125,2,3,10,2008,16,10,0
5,501,4,22,8,2014,10,30,0
7,15402,9,7,10,2012,14,4,0
6,93,7,8,5,2010,19,0,0
5,3582,5,30,11,2012,8,35,0
3,501,4,4,4,2012,16,15,0
1,2470,2,24,12,2007,17,38,0
5,3050,1,9,1,2004,21,45,0
5,408,2,26,12,2008,15,30,0
2,8245,4,27,7,2010,21,24,0
2,641,2,13,12,2011,12,30,0
1,357,4,10,7,2006,18,28,0
6,125,2,18,6,2011,7,10,0
7,18976,3,26,9,2010,7,12,0
7,339,3,22,5,2011,18,30,0
1,1100,5,3,3,2014,14,40,0
4,1656,4,10,1,2013,1,22,0
2,8615,7,23,1,2007,12,18,0
6,1135,4,11,2,2012,21,45,0
5,5319,2,5,10,2012,13,50,0
6,408,2,18,4,2009,22,0,0
6,9417,8,7,5,2011,10,45,0
3,5130,4,13,1,2010,11,30,0
1,4478,4,25,7,2005,19,30,0
7,1204,2,17,12,2006,1,0,0
2,3803,4,1,11,2005,20,30,0
5,6066,1,6,5,2011,14,0,0
4,3113,4,6,5,2010,23,31,0
6,1091,10,24,3,2007,15,57,0
3,9868,5,28,12,2005,22,0,0
1,213,4,21,2,2005,19,26,0
6,14717,6,22,9,2007,12,7,0
2,13400,6,15,10,2013,12,0,0
5,2334,5,7,3,2008,18,0,0
1,310,8,19,7,2004,22,20,0
5,6742,4,4,5,2012,12,42,0
4,504,4,16,9,2004,22,0,0
6,138,10,17,6,2006,4,52,0
6,3855,5,15,11,2008,13,30,0
6,1215,6,22,9,2012,22,30,0
5,12142,8,6,8,2004,5,30,0
2,4156,4,18,5,2010,15,55,0
2,4626,9,13,5,2003,0,1,0
4,1287,2,5,9,2013,19,30,0
2,741,2,4,10,2005,8,8,0
7,15753,7,27,1,2013,9,30,0
5,816,2,18,9,2009,1,35,0
1,9070,9,14,5,2012,7,20,0
1,11775,2,22,8,2005,11,15,0
3,3963,8,1,4,2015,17,0,0
1,22571,10,2,2,2004,1,15,0
4,12162,5,7,4,2005,6,55,0
1,2271,10,12,11,2007,14,12,0
6,10166,3,22,10,2011,8,55,0
4,1054,3,22,9,2011,7,0,0
4,14773,3,10,8,2006,0,15,0
1,3611,3,4,2,2008,21,30,0
6,10739,2,17,12,2011,0,52,0
1,772,10,18,4,2005,11,34,0
5,6387,5,6,2,2015,11,52,0
1,4942,1,30,9,2013,13,0,0
2,10084,3,16,10,2007,23,14,0
3,9823,2,29,10,2003,19,0,0
3,6313,3,16,4,2008,16,0,0
5,15372,4,23,8,2013,17,0,0
5,21132,2,4,4,2003,8,40,0
6,500,1,30,7,2005,16,15,0
6,5672,5,28,7,2007,23,27,0
3,867,1,5,4,2006,22,15,0
6,1656,4,5,5,2007,6,30,0
5,11348,7,3,4,2009,1,3,0
7,2256,8,12,8,2007,2,30,0
7,2400,10,10,10,2010,9,10,0
1,366,10,5,3,2007,21,45,0
3,2987,10,19,10,2011,15,0,0
6,4852,3,24,3,2007,12,42,0
7,125,2,17,5,2009,14,0,0
5,4917,3,25,3,2005,6,42,0
6,11094,4,1,5,2004,11,11,0
4,2635,4,1,7,2010,22,30,0
4,2005,6,9,3,2006,23,0,0
7,6931,4,25,1,2015,16,0,0
5,646,6,29,6,2007,21,15,0
5,5570,2,5,9,2014,11,0,0
6,908,10,30,11,2013,14,17,0
3,2120,3,6,8,2003,20,50,0
3,741,2,3,10,2007,14,30,0
4,8503,8,20,10,2005,11,0,0
3,52,5,6,4,2011,22,0,0
5,8162,7,10,1,2003,18,0,0
2,18027,3,7,2,2012,16,8,0
3,511,4,21,8,2013,18,22,0
4,14554,4,9,2,2012,16,30,0
1,2365,5,22,12,2003,20,0,0
7,2252,2,1,6,2014,1,0,0
7,2682,6,20,4,2014,23,59,0
2,1816,2,19,10,2010,19,0,0
4,7781,9,14,7,2005,11,41,0
5,18825,3,12,11,2004,17,0,0
3,83,2,26,6,2013,23,0,0
4,13676,7,10,8,2006,20,30,0
2,2736,5,13,5,2003,21,0,0
5,211,5,11,12,2009,22,16,0
2,4583,2,17,2,2015,1,20,0
7,14196,7,9,10,2005,16,30,0
4,9751,3,18,11,2010,19,0,0
2,64,4,14,6,2011,1,30,0
1,2739,2,17,5,2010,20,30,0
3,7896,3,14,5,2003,15,0,0
3,8884,8,9,6,2004,11,30,0
4,2302,1,30,10,2014,17,0,0
6,3072,2,19,11,2005,19,0,0
2,21304,4,18,4,2006,8,31,0
3,15081,8,18,4,2012,15,20,0
7,5611,3,29,8,2010,4,5,0
4,1119,2,7,10,2010,9,0,0
2,15830,3,7,9,2010,15,7,0
1,13308,5,29,9,2008,10,21,0
6,3414,10,7,5,2005,1,1,0
2,363,2,29,4,2014,18,39,0
6,361,2,5,4,2003,23,0,0
4,8481,4,18,11,2010,17,55,0
3,2101,1,22,8,2007,16,8,0
7,12734,9,27,2,2011,1,29,0
2,2025,1,5,4,2005,22,0,0
3,1024,10,4,4,2007,17,5,0
1,64,4,6,8,2007,19,29,0
2,4682,1,14,4,2009,11,35,0
4,1524,3,26,11,2009,9,30,0
1,1360,4,19,8,2013,12,25,0
1,392,4,24,7,2006,14,30,0
7,2341,5,11,3,2007,20,0,0
2,14881,7,21,3,2006,16,0,0
6,303,8,15,11,2014,1,0,0
3,10254,3,16,4,2008,13,15,0
1,2958,5,8,7,2013,1,0,0
1,538,8,22,6,2009,0,25,0
6,646,6,25,9,2010,10,0,0
7,11094,4,9,10,2005,12,49,0
6,2548,8,21,2,2015,23,0,0
2,468,2,12,11,2013,10,17,0
1,2382,1,19,1,2015,13,0,0
5,5140,6,1,10,2004,14,30,0
1,11418,8,20,12,2004,20,20,0
2,2292,5,21,1,2014,8,10,0
3,925,2,18,8,2004,15,5,0
1,7068,10,22,12,2003,20,10,0
3,6572,9,16,4,2003,21,0,0
4,904,5,10,8,2006,19,17,0
4,400,3,10,1,2013,8,0,0
4,38,10,6,10,2011,14,50,0
6,4577,4,24,4,2010,19,0,0
3,213,4,4,4,2012,19,22,0
5,12234,9,27,11,2009,8,30,0
5,163,7,16,12,2011,1,0,0
5,9199,3,6,2,2004,22,10,0
2,13638,7,30,5,2006,17,30,0
7,8723,1,24,3,2013,15,0,0
1,2377,1,4,4,2005,18,30,0
1,5200,5,21,7,2014,14,29,0
6,2783,4,28,1,2006,14,57,0
4,20535,5,10,1,2008,12,43,0
4,12338,9,14,7,2011,0,1,0
4,608,2,2,4,2015,8,30,0
5,4028,7,1,7,2011,1,5,0
3,2400,10,7,1,2015,23,55,0
3,908,10,21,8,2013,17,19,0
3,2330,4,20,2,2008,14,0,0
5,907,6,21,9,2007,14,55,0
6,2752,9,2,12,2006,20,8,0
3,6961,3,24,8,2005,23,40,0
7,364,2,26,9,2010,2,0,0
1,3105,9,24,11,2008,0,1,0
4,1567,5,3,11,2005,17,30,0
1,14363,5,15,4,2013,19,0,0
7,146,10,10,8,2003,14,0,0
6,1263,2,16,7,2011,23,0,0
6,2125,5,14,12,2013,17,30,0
1,12557,5,9,1,2012,8,15,0
5,2663,7,11,2,2011,19,30,0
1,9640,2,11,11,2013,10,29,0
1,39,3,27,4,2009,19,15,0
7,9411,7,6,10,2013,10,0,0
6,1757,3,12,2,2005,4,31,0
7,12226,9,5,9,2004,7,0,0
5,2894,2,14,11,2014,10,40,0
6,158,2,11,2,2012,7,45,0
4,879,8,20,10,2005,20,5,0
4,4110,2,5,5,2011,0,1,0
4,2046,2,20,9,2012,16,45,0
7,11476,1,28,12,2008,0,50,0
6,1224,1,29,1,2011,2,8,0
1,1991,10,9,11,2009,14,41,0
6,2091,2,11,2,2006,2,24,0
7,458,6,5,12,2010,23,15,0
4,8904,3,5,5,2005,10,37,0
6,9809,4,22,8,2009,18,0,0
7,1224,1,25,9,2011,1,50,0
3,713,4,20,9,2006,12,0,0
2,130,6,1,10,2013,17,0,0
4,1091,10,24,2,2005,19,22,0
4,4701,5,7,9,2006,22,45,0
4,2151,7,5,9,2013,6,30,0
4,13017,6,19,5,2005,23,0,0
3,4280,4,24,1,2007,22,0,0
3,5705,5,7,1,2009,10,50,0
6,16021,1,31,7,2010,8,15,0
1,554,10,16,9,2013,11,51,0
5,3677,2,19,3,2004,13,20,0
3,11927,4,22,9,2010,15,20,0
1,125,2,1,10,2007,0,1,0
2,7518,5,2,3,2004,1,0,0
4,10296,5,8,8,2013,0,1,0
6,11,10,11,2,2006,0,55,0
4,1056,2,28,10,2004,23,26,0
6,36,2,5,4,2014,18,6,0
3,220,4,12,6,2013,23,0,0
6,27,5,3,5,2014,14,0,0
2,2285,5,7,1,2014,23,0,0
3,5785,4,27,10,2004,13,15,0
7,21785,2,9,2,2003,2,9,0
2,9096,8,1,11,2011,0,1,0
6,8322,7,14,1,2006,14,8,0
4,13529,5,18,3,2004,11,0,0
4,2869,10,15,11,2012,20,30,0
4,6695,5,25,2,2010,3,59,0
1,1045,2,25,6,2012,19,30,0
2,28,4,31,8,2004,16,30,0
6,6285,3,8,10,2011,21,30,0
6,5415,2,17,12,2011,8,0,0
4,19088,10,7,8,2003,13,12,0
7,1091,10,30,12,2012,16,25,0
1,1752,3,16,4,2007,20,46,0
4,6314,6,4,10,2007,0,1,0
3,13214,9,22,1,2014,6,51,0
1,1974,1,28,5,2007,20,30,0
6,10036,9,26,3,2011,1,0,0
3,5607,2,10,1,2007,15,13,0
1,4335,2,15,9,2008,22,35,0
4,5852,7,16,5,2013,10,0,0
2,1472,5,28,6,2005,19,36,0
3,5011,10,5,3,2003,19,15,0
2,392,4,23,3,2010,19,18,0
2,9346,8,10,6,2014,0,1,0
2,2931,2,24,7,2012,12,0,0
4,4939,8,29,5,2008,14,0,0
3,213,4,8,8,2007,10,30,0
2,14108,9,28,4,2009,15,30,0
6,11454,7,9,8,2014,18,15,0
4,2848,2,14,11,2013,12,3,0
3,2987,10,15,4,2015,13,30,0
7,2030,6,10,2,2008,14,30,0
5,7496,6,26,8,2005,10,0,0
7,8158,6,28,12,2014,1,26,0
6,4177,6,13,12,2014,10,0,0
2,15237,9,3,10,2006,19,0,0
4,2398,2,23,3,2006,14,55,0
4,93,7,31,10,2013,12,0,0
5,3973,4,20,4,2012,21,15,0
4,3410,2,15,12,2011,17,45,0
2,6613,5,20,3,2007,9,0,0
6,501,4,25,2,2006,3,15,0
4,8036,2,8,3,2012,4,16,0
6,63,1,25,3,2006,19,22,0
1,1680,5,10,12,2007,6,40,0
6,6194,4,28,7,2007,0,12,0
3,1109,3,17,10,2012,8,50,0
4,37,2,1,12,2011,8,0,0
3,528,10,4,3,2009,16,12,0
7,451,2,29,7,2012,18,0,0
4,3275,2,17,6,2010,19,5,0
4,1809,10,6,9,2007,21,25,0
5,13431,3,5,5,2006,16,0,0
3,6270,2,25,7,2007,19,54,0
1,10472,9,12,5,2008,12,0,0
4,2095,1,24,7,2014,0,30,0
4,4111,10,16,10,2003,21,0,0
4,1404,7,12,1,2012,12,0,0
5,125,2,26,12,2014,13,45,0
4,1091,10,27,7,2006,7,24,0
6,19467,7,26,3,2005,1,40,0
3,6623,6,1,10,2008,4,26,0
7,4648,1,7,10,2007,23,20,0
4,2490,3,7,4,2011,9,38,0
4,13613,2,6,2,2014,9,40,0
1,2706,10,27,11,2006,7,11,0
7,8921,6,30,11,2014,16,0,0
6,1352,4,17,5,2014,16,14,0
3,1473,1,6,4,2011,12,0,0
2,1416,2,23,7,2013,9,28,0
5,357,4,11,3,2011,8,30,0
6,8812,4,4,10,2003,22,0,0
7,83,2,8,2,2004,9,30,0
3,5557,3,21,3,2007,23,40,0
1,1024,1,24,12,2007,16,30,0
1,2564,5,2,2,2009,4,8,0
5,7020,5,27,7,2012,21,50,0
7,18605,7,30,11,2008,22,20,0
3,1210,1,31,10,2007,9,30,0
6,1489,8,17,5,2008,11,24,0
4,125,2,15,11,2007,13,0,0
1,7722,1,17,3,2008,7,3,0
4,5897,8,21,4,2011,15,4,0
3,1804,5,18,9,2013,12,0,0
3,3329,10,9,8,2006,13,56,0
2,12537,5,28,5,2013,7,25,0
5,11113,6,8,8,2003,11,0,0
3,10533,9,1,10,2003,20,20,0
3,18691,8,23,8,2006,16,20,0
5,3326,8,23,7,2004,13,56,0
3,8835,3,12,6,2013,15,0,0
1,8835,3,25,12,2006,8,0,0
1,28,4,10,6,2013,8,32,0
6,3511,5,2,7,2005,15,40,0
5,1235,5,23,8,2013,0,26,0
5,89,1,18,9,2009,1,47,0
5,1786,8,26,6,2009,9,15,0
6,727,4,7,5,2011,16,36,0
3,501,4,21,1,2004,0,1,0
1,442,2,17,2,2003,13,4,0
7,6989,3,28,2,2010,11,50,0
3,213,4,16,4,2008,1,50,0
3,125,2,8,2,2012,10,0,0
6,15670,7,15,12,2007,8,10,0
6,11975,9,12,1,2008,4,50,0
6,772,10,14,11,2009,12,0,0
3,6874,7,21,4,2010,14,30,0
6,4661,8,13,11,2004,15,35,0
3,1405,10,27,5,2009,1,44,0
2,511,4,4,3,2008,9,57,0
1,591,9,8,11,2004,0,17,0
6,1196,2,8,9,2012,0,1,0
7,3256,1,24,8,2003,21,43,0
6,1319,2,7,5,2005,23,10,0
4,6028,6,27,6,2013,11,30,0
7,12476,4,9,10,2005,13,0,0
3,6380,9,31,10,2012,14,3,0
2,5415,2,4,5,2010,21,24,0
1,1304,5,4,8,2008,12,0,0
5,2150,3,1,11,2013,0,1,0
7,152,10,26,8,2012,16,5,0
3,3806,5,20,9,2006,9,0,0
5,2119,10,11,1,2013,3,21,0
2,1712,6,15,11,2005,21,10,0
6,3132,5,6,4,2013,16,20,0
6,6681,3,7,2,2015,9,18,0
2,2275,2,11,12,2012,22,0,0
5,2467,6,25,2,2011,11,35,0
5,4969,6,12,8,2005,11,0,0
3,10125,7,14,12,2005,17,32,0
5,83,2,10,1,2003,9,25,0
6,9786,2,11,1,2014,1,0,0
2,1567,5,14,9,2004,16,0,0
7,1944,4,31,10,2004,22,54,0
2,1859,5,28,5,2013,20,0,0
2,6742,4,10,7,2007,1,0,0
4,5014,4,29,11,2007,19,30,0
6,2439,2,19,9,2009,22,59,0
2,3892,2,16,10,2007,0,30,0
6,4015,2,5,11,2005,10,30,0
1,435,10,5,1,2004,22,50,0
4,467,1,23,8,2007,20,30,0
7,548,10,24,2,2008,21,5,0
2,7006,1,3,2,2015,13,0,0
5,9851,6,23,3,2012,16,50,0
4,2050,6,16,6,2011,22,22,0
4,263,1,1,11,2012,11,45,0
7,1515,5,29,12,2013,20,0,0
4,366,10,11,7,2013,18,5,0
7,11025,6,23,3,2014,10,30,0
4,301,2,13,6,2013,2,0,0
6,16949,5,23,4,2005,16,0,0
7,14078,8,18,11,2012,9,0,0
1,6788,8,8,6,2009,9,30,0
2,1271,2,8,6,2004,14,10,0
2,1393,10,24,7,2007,19,53,0
3,511,4,14,6,2006,17,20,0
6,230,1,2,6,2007,1,30,0
6,21998,5,18,9,2004,0,1,0
2,10630,2,24,1,2012,18,0,0
4,9411,7,10,2,2005,3,55,0
1,2400,10,6,3,2006,21,0,0
7,355,2,11,3,2007,17,10,0
1,5458,2,6,2,2012,13,20,0
2,6394,5,13,5,2014,16,0,0
4,8524,2,1,6,2006,6,10,0
5,13677,4,15,1,2010,18,0,0
1,77,10,26,11,2007,12,15,0
5,8087,9,28,7,2006,22,36,0
1,3655,4,6,12,2004,10,30,0
2,14743,3,1,5,2012,21,40,0
3,3050,1,18,5,2005,17,0,0
3,7604,4,15,11,2006,17,23,0
2,88,2,28,5,2013,12,40,0
7,534,4,17,10,2004,21,23,0
3,13835,8,19,2,2014,1,50,0
5,12901,2,27,1,2006,16,0,0
7,11008,6,15,8,2010,12,0,0
5,1351,8,6,2,2009,11,0,0
3,22074,9,1,9,2004,21,0,0
4,13627,9,27,1,2011,13,0,0
7,11,10,30,11,2008,8,30,0
1,7461,3,13,6,2005,9,29,0
2,2156,2,11,11,2008,17,0,0
4,1121,10,15,11,2012,4,0,0
2,4444,5,16,11,2010,19,0,0
4,9098,8,16,10,2003,14,5,0
3,166,10,19,4,2006,18,30,0
5,2945,3,5,9,2014,21,39,0
5,554,10,13,12,2013,23,0,0
2,408,2,24,6,2003,16,0,0
7,511,4,1,12,2013,14,12,0
7,1224,1,11,3,2012,13,43,0
7,3131,10,18,5,2008,17,31,0
5,538,8,16,4,2004,16,10,0
6,1092,9,9,8,2014,11,30,0
5,3816,2,18,9,2009,18,0,0
2,1091,10,1,4,2003,19,36,0
4,18388,4,11,1,2007,17,0,0
4,21249,8,15,6,2006,20,0,0
7,1116,2,12,7,2009,12,30,0
5,6027,8,29,1,2010,12,0,0
5,927,1,6,5,2005,8,31,0
2,771,1,19,4,2005,0,12,0
7,6760,8,29,6,2014,6,30,0
7,6449,5,7,9,2014,21,18,0
1,1351,8,24,1,2011,13,5,0
7,256,2,10,4,2011,23,15,0
6,9095,7,25,7,2009,22,0,0
1,20333,9,15,9,2008,17,0,0
7,8947,2,13,3,2005,20,20,0
5,6626,3,9,1,2004,21,0,0
6,1557,9,24,8,2013,16,50,0
3,403,7,1,5,2013,6,0,0
1,8278,4,8,2,2010,9,30,0
4,5570,2,23,8,2012,17,17,0
4,6916,4,28,1,2010,11,0,0
4,2718,6,13,12,2012,21,5,0
1,125,2,4,4,2005,10,0,0
1,77,10,3,3,2014,15,20,0
3,4413,8,20,3,2013,23,0,0
3,1150,2,24,1,2007,9,0,0
7,7524,5,10,2,2013,14,2,0
3,1790,1,30,9,2009,16,0,0
5,16691,8,23,9,2005,19,0,0
4,1572,5,30,4,2015,13,48,0
7,5856,7,22,2,2015,22,20,0
6,5412,4,28,1,2012,14,5,0
3,4156,4,25,6,2003,15,49,0
2,9420,3,21,8,2007,18,30,0
5,1974,1,10,8,2007,23,30,0
4,15039,9,27,6,2013,10,0,0
3,5944,8,13,6,2012,20,30,0
5,125,2,11,8,2006,10,59,0
7,167,5,19,4,2015,10,30,0
2,139,2,1,4,2008,11,0,0
4,957,2,3,4,2014,14,10,0
2,5557,3,6,8,2013,8,40,0
2,6504,3,4,2,2014,16,30,0
5,1673,5,31,12,2010,17,40,0
2,6394,5,17,2,2015,18,0,0
5,643,4,14,7,2006,15,0,0
7,1224,1,14,7,2013,8,50,0
6,1809,10,21,2,2004,22,0,0
7,862,5,21,4,2013,1,15,0
3,502,4,5,8,2009,9,5,0
6,13359,3,11,8,2007,17,0,0
1,40,1,11,5,2015,9,0,0
7,653,10,3,10,2004,3,6,0
4,7571,6,8,4,2010,4,55,0
7,18660,8,10,2,2008,20,40,0
5,125,2,20,4,2007,15,50,0
7,375,7,11,1,2004,23,25,0
2,4943,7,17,3,2015,13,50,0
5,16635,3,10,12,2004,7,15,0
4,21984,4,3,4,2003,14,0,0
6,5141,6,24,9,2005,13,0,0
6,1789,4,6,11,2010,16,0,0
3,2911,10,25,8,2010,7,31,0
6,13758,7,20,9,2003,16,20,0
3,3474,3,22,8,2012,10,0,0
7,21738,1,14,11,2004,23,15,0
4,6126,1,3,4,2014,23,0,0
7,3404,3,8,10,2006,18,45,0
3,11182,5,25,8,2010,13,0,0
1,538,8,12,7,2010,20,50,0
3,125,2,20,10,2010,14,0,0
6,15479,8,27,3,2010,20,45,0
2,912,10,30,4,2013,14,0,0
5,13501,8,18,6,2010,16,30,0
2,9825,2,17,3,2009,15,52,0
3,2490,3,9,1,2013,7,50,0
6,3609,5,7,8,2004,22,0,0
6,11008,6,15,12,2007,15,45,0
5,5034,3,22,2,2013,20,15,0
2,2907,4,15,11,2005,8,35,0
5,2553,6,1,7,2005,16,0,0
5,8680,4,21,2,2014,22,0,0
2,3156,1,1,5,2012,9,0,0
5,1951,2,26,12,2003,6,0,0
3,125,2,1,6,2005,4,20,0
1,7779,2,1,10,2012,11,0,0
7,4496,9,2,6,2013,18,50,0
6,259,5,10,8,2013,17,10,0
5,1653,3,22,8,2003,18,58,0
2,9766,7,16,9,2014,12,30,0
6,125,2,29,12,2012,14,25,0
1,203,2,30,5,2011,23,0,0
1,902,5,19,8,2013,21,40,0
2,2831,4,8,7,2003,21,16,0
7,414,2,19,10,2003,3,0,0
1,12565,8,13,5,2013,5,5,0
3,2703,2,2,10,2013,0,1,0
6,17386,4,19,11,2005,16,30,0
6,2982,2,7,2,2004,16,0,0
6,803,6,23,8,2003,13,5,0
3,2898,7,15,4,2015,3,15,0
4,8596,9,4,10,2007,16,4,0
1,211,5,3,9,2007,12,45,0
6,2666,3,30,10,2004,15,0,0
5,7955,4,24,8,2007,22,41,0
7,2543,5,29,8,2010,22,0,0
3,8927,1,17,9,2008,9,42,0
6,7827,4,22,5,2010,0,1,0
6,628,8,5,6,2010,19,20,0
2,4086,1,14,10,2003,13,30,0
3,9640,2,5,2,2003,1,40,0
2,666,2,27,5,2008,13,30,0
2,2423,4,28,11,2006,10,0,0
4,2868,7,18,10,2007,0,1,0
6,3329,10,17,7,2010,7,50,0
5,277,10,18,4,2003,14,0,0
1,9799,6,3,3,2003,0,30,0
3,511,4,13,10,2004,18,30,0
3,1393,10,9,8,2006,0,9,0
6,2191,1,2,12,2006,22,0,0
5,417,3,16,5,2014,17,0,0
5,7498,1,24,9,2010,19,0,0
1,534,4,22,12,2003,16,25,0
5,538,8,12,7,2013,6,42,0
7,13543,7,7,3,2004,15,0,0
7,263,1,29,1,2012,13,0,0
1,17886,9,29,10,2007,8,15,0
1,566,4,9,6,2008,21,54,0
5,6800,3,20,5,2005,21,30,0
6,2803,10,23,3,2013,15,59,0
5,290,1,6,4,2007,14,30,0
3,407,10,18,2,2009,20,0,0
5,3477,5,12,2,2010,8,0,0
7,2385,4,28,8,2005,2,57,0
3,12706,5,12,1,2005,18,0,0
2,8881,3,6,4,2010,9,0,0
3,10732,8,14,11,2012,20,0,0
3,682,10,4,2,2015,15,14,0
7,831,4,24,2,2013,23,42,0
2,2470,2,15,4,2003,12,30,0
3,1214,10,3,5,2006,18,30,0
6,8100,4,24,9,2011,11,21,0
6,11623,5,6,10,2012,10,6,0
6,4122,1,8,9,2012,19,0,0
1,14447,7,5,9,2011,17,0,0
3,408,2,15,10,2003,20,4,0
3,4713,6,22,7,2009,17,2,0
5,1002,8,30,11,2007,17,2,0
3,5082,4,27,5,2009,10,45,0
7,7042,2,24,8,2003,12,0,0
4,12212,4,17,11,2011,20,0,0
5,3290,4,20,3,2015,23,0,0
1,7051,8,19,3,2007,23,0,0
7,821,10,7,10,2012,16,56,0
2,5431,6,25,7,2006,20,45,0
3,125,2,6,8,2014,19,46,0
1,2688,10,16,2,2004,19,0,0
6,189,2,9,9,2006,22,50,0
4,125,2,26,7,2012,11,20,0
1,2680,4,22,12,2014,22,59,0
4,125,2,25,11,2004,10,0,0
5,9841,8,4,5,2012,22,19,0
6,12071,7,7,3,2009,19,0,0
7,516,4,11,3,2012,22,30,0
1,4668,1,7,7,2014,18,30,0
7,1210,1,20,10,2013,16,28,0
1,5969,5,23,6,2008,16,45,0
7,2811,1,21,3,2004,11,25,0
4,2868,7,18,3,2004,12,20,0
3,2182,8,11,7,2007,16,19,0
3,76,5,20,2,2013,17,0,0
7,3641,2,11,3,2012,3,54,0
2,821,10,17,2,2015,16,17,0
4,504,4,5,2,2015,12,43,0
4,3329,10,9,1,2014,10,1,0
5,548,10,19,4,2013,21,0,0
2,7401,5,30,9,2008,1,29,0
4,10026,7,30,4,2009,21,36,0
4,392,4,20,8,2009,14,30,0
7,8219,5,14,1,2007,3,18,0
1,16432,10,16,8,2004,21,8,0
4,15005,7,23,8,2007,9,30,0
7,8361,1,19,9,2004,19,0,0
1,510,1,23,6,2014,14,30,0
3,10318,9,22,12,2004,2,15,0
3,13666,8,29,10,2008,21,0,0
7,1396,5,5,9,2004,5,37,0
4,926,4,27,6,2013,20,40,0
7,4720,1,27,3,2005,0,2,0
5,2622,2,8,2,2013,0,5,0
1,3148,5,26,11,2007,20,30,0
5,449,8,11,7,2008,0,1,0
1,2598,2,19,4,2010,2,13,0
3,125,2,31,10,2007,22,15,0
2,3290,4,25,5,2004,12,0,0
4,1431,10,6,3,2014,10,1,0
3,118,2,22,8,2007,20,0,0
2,927,1,10,1,2006,16,0,0
6,6078,2,7,4,2012,21,0,0
3,14028,6,10,8,2005,20,30,0
3,12172,4,5,9,2007,15,30,0
6,4985,9,20,9,2014,2,0,0
2,5211,3,7,12,2004,21,0,0
4,19307,8,30,9,2004,8,20,0
4,5052,4,21,4,2005,22,0,0
7,1470,1,12,2,2012,19,0,0
6,1950,2,14,6,2003,15,30,0
1,125,2,9,7,2007,18,45,0
5,8487,7,24,12,2004,10,12,0
4,1579,1,28,5,2009,1,25,0
4,6482,3,25,3,2010,19,50,0
1,17043,2,7,3,2005,17,25,0
4,3477,5,27,12,2012,4,30,0
3,10083,9,3,10,2012,12,0,0
5,2889,10,6,10,2006,11,45,0
3,1580,10,12,1,2011,16,56,0
1,4727,7,27,4,2009,22,0,0
2,729,4,18,8,2009,21,6,0
4,7985,4,12,1,2006,20,0,0
3,13530,4,19,3,2008,18,0,0
3,125,2,21,4,2010,12,5,0
7,18326,6,11,9,2011,0,30,0
5,10735,6,19,9,2014,11,0,0
7,2783,4,26,8,2007,11,50,0
1,7481,3,27,12,2010,17,55,0
2,3470,9,7,1,2014,10,30,0
6,11355,5,12,7,2003,11,0,0
1,356,3,1,4,2013,14,11,0
6,277,10,30,10,2004,22,41,0
1,2803,10,26,6,2006,19,10,0
3,1768,10,31,10,2012,21,9,0
2,8086,9,10,11,2009,22,15,0
3,5785,4,28,6,2006,15,33,0
6,11149,7,16,12,2006,14,0,0
2,2096,8,4,8,2009,17,57,0
3,28,4,4,9,2013,22,47,0
6,1260,5,2,7,2005,15,0,0
2,4324,4,5,8,2014,13,0,0
4,693,2,22,3,2012,16,0,0
5,349,2,14,11,2014,20,0,0
1,346,1,4,8,2014,18,30,0
4,5414,2,16,6,2011,15,55,0
1,2811,1,19,1,2004,14,0,0
5,6691,6,12,1,2007,11,0,0
6,11915,8,12,7,2008,21,0,0
5,1204,2,30,4,2004,12,55,0
4,5971,4,30,10,2014,2,45,0
6,1419,2,31,10,2009,19,45,0
6,5156,4,13,1,2007,14,58,0
3,2855,1,3,10,2007,18,0,0
4,7643,3,3,10,2013,20,30,0
3,6437,6,19,2,2014,12,23,0
2,2489,1,2,10,2012,10,25,0
3,1346,4,9,12,2009,16,50,0
2,138,2,30,5,2006,20,0,0
7,1920,5,29,6,2003,19,3,0
3,3564,2,23,7,2008,20,57,0
1,3636,5,23,6,2003,23,0,0
6,176,1,9,3,2013,15,7,0
7,19180,3,15,6,2003,0,1,0
6,10620,4,23,2,2008,23,0,0
1,7722,1,23,6,2014,0,1,0
2,6662,8,21,2,2006,13,40,0
4,4101,9,12,8,2010,19,0,0
1,172,5,17,8,2009,14,15,0
3,1257,5,5,9,2007,16,31,0
2,125,2,18,9,2012,13,42,0
5,2907,4,9,7,2004,14,34,0
4,1580,10,20,8,2009,10,0,0
3,88,2,10,7,2013,10,50,0
4,417,3,13,6,2013,12,36,0
6,125,2,9,2,2008,11,30,0
2,3953,6,19,9,2006,9,7,0
7,6784,6,10,8,2014,23,0,0
