"day","address","location","date","month","year","hour","min","ARSON"
2,554,10,11,11,2008,19,8,0
6,713,4,4,5,2013,1,36,0
5,2911,10,19,9,2008,9,27,0
1,1733,1,23,6,2014,0,1,0
5,2904,2,21,2,2014,16,25,0
5,6594,3,20,8,2004,13,22,0
5,232,4,2,6,2006,17,45,0
1,3773,3,2,3,2015,17,45,0
4,20297,9,30,9,2004,14,0,0
7,14339,4,12,2,2006,14,0,0
6,2156,2,28,1,2012,14,15,0
4,4530,9,9,12,2004,15,40,0
4,3309,9,24,6,2004,20,0,0
4,4867,1,7,4,2005,21,30,0
5,3785,4,2,6,2006,21,6,0
3,98,4,30,6,2010,12,55,0
2,11352,6,1,11,2005,15,30,0
3,1982,3,18,2,2009,22,39,0
2,764,6,23,12,2014,21,22,0
2,524,9,23,7,2013,19,18,0
7,1055,2,6,5,2012,2,44,0
5,2285,5,16,12,2011,23,55,0
3,4892,4,24,7,2013,19,27,0
6,5667,6,7,9,2013,4,0,0
1,6405,1,25,6,2007,16,30,0
2,5403,5,29,10,2013,16,0,0
5,14054,1,26,1,2007,0,1,0
5,1877,1,9,1,2015,8,0,0
4,50,5,13,7,2006,15,0,0
3,7876,2,27,10,2004,11,5,0
1,13163,3,8,12,2008,18,45,0
7,1806,5,13,1,2013,0,5,0
1,105,5,17,9,2012,18,55,0
1,7546,5,31,10,2005,9,50,0
6,12385,1,25,8,2007,12,0,0
6,516,4,25,2,2012,15,0,0
7,468,2,17,7,2011,8,14,0
3,232,4,9,3,2011,0,20,0
4,670,3,6,3,2003,18,14,0
3,1393,10,9,7,2008,19,30,0
2,1510,4,8,2,2011,22,30,0
5,1044,4,26,11,2004,23,13,0
5,14071,9,23,7,2004,18,0,0
2,1760,10,19,8,2008,13,46,0
6,2270,1,18,5,2013,20,30,0
5,11317,8,10,2,2006,0,1,0
1,1291,1,21,12,2009,20,0,0
6,831,4,8,9,2012,22,33,0
2,13424,4,30,3,2004,22,0,0
4,6683,3,4,9,2014,17,48,0
4,12950,6,15,5,2003,22,0,0
2,138,2,26,1,2010,18,39,0
5,114,8,27,7,2007,0,8,0
1,870,4,1,3,2004,18,30,0
3,6272,4,9,2,2005,22,0,0
6,7031,1,21,3,2009,11,35,0
2,534,4,27,7,2010,20,0,0
1,6077,2,15,3,2004,15,1,0
5,3180,10,23,9,2011,13,0,0
5,125,2,28,1,2005,8,30,0
7,3376,10,8,2,2004,17,10,0
1,7820,3,28,4,2014,12,10,0
3,17111,9,28,4,2004,14,30,0
2,1454,5,11,7,2006,16,0,0
6,1300,6,6,9,2014,20,15,0
6,1192,9,24,1,2015,6,30,0
7,323,9,3,7,2011,17,42,0
7,272,8,13,6,2004,12,0,0
7,7646,3,11,1,2015,21,0,0
3,1781,3,12,11,2008,12,0,0
2,10315,7,4,8,2009,17,0,0
5,2228,7,26,12,2008,18,0,0
6,1012,4,7,9,2013,19,29,0
1,1284,4,5,8,2013,10,0,0
6,9152,4,12,6,2004,17,0,0
3,7401,5,14,12,2005,11,30,0
6,2274,7,17,12,2005,0,45,0
5,382,4,5,9,2014,23,0,0
3,9152,4,15,11,2006,18,30,0
2,366,10,17,3,2009,13,34,0
5,11153,5,11,1,2008,18,0,0
5,8595,1,2,4,2004,23,33,0
3,8620,9,28,6,2006,21,20,0
4,2490,3,14,12,2006,19,15,0
2,957,2,31,5,2005,4,30,0
6,166,10,19,9,2009,21,35,0
5,5331,8,15,7,2005,16,0,0
6,1255,6,22,3,2008,11,46,0
3,3131,10,19,8,2009,13,56,0
6,511,4,12,1,2013,13,20,0
7,125,2,25,1,2004,0,1,0
2,952,2,16,4,2013,0,1,0
7,93,7,8,4,2012,15,10,0
2,1606,2,26,7,2011,6,0,0
3,11640,4,27,1,2010,2,5,0
6,2811,1,21,3,2009,9,10,0
4,6459,8,25,11,2004,21,0,0
3,10832,5,2,4,2014,16,30,0
3,4584,3,6,3,2013,3,47,0
4,2041,10,24,6,2004,10,15,0
7,1287,2,26,8,2012,20,30,0
5,2869,10,19,9,2008,2,1,0
7,2027,2,19,9,2004,13,50,0
3,4004,2,5,5,2010,21,30,0
2,2909,2,22,7,2003,21,15,0
3,4147,5,7,7,2004,8,0,0
7,408,2,16,1,2011,16,33,0
6,8671,4,4,10,2008,20,35,0
5,83,2,22,2,2008,15,55,0
2,2208,9,27,12,2005,12,19,0
5,13346,8,28,1,2005,16,11,0
4,1379,1,30,4,2009,21,0,0
6,343,4,13,3,2010,20,55,0
1,4178,10,9,6,2008,8,13,0
1,7223,1,15,3,2004,14,0,0
4,1653,3,7,10,2010,23,11,0
6,241,2,18,6,2011,22,45,0
4,1345,1,2,11,2006,8,37,0
5,5600,5,22,4,2011,4,13,0
7,9787,3,15,6,2008,12,0,0
3,2381,2,31,10,2012,18,0,0
6,14328,8,25,8,2012,18,0,0
3,125,2,25,7,2012,23,50,0
6,800,4,18,6,2011,22,45,0
6,8990,2,29,11,2014,0,1,0
1,6406,2,29,10,2007,23,27,0
3,1819,9,1,4,2009,12,38,0
7,907,6,4,4,2004,11,20,0
7,11101,8,13,1,2013,19,0,0
1,9,1,19,1,2015,20,0,0
1,408,2,24,7,2006,14,40,0
1,363,2,20,9,2010,13,46,0
3,15869,8,8,1,2003,19,35,0
7,1593,2,5,6,2005,22,0,0
5,2293,9,14,6,2013,18,45,0
4,4880,2,10,3,2005,20,40,0
2,5479,5,10,6,2003,11,0,0
7,4364,1,22,3,2015,12,22,0
4,14784,8,12,6,2008,14,35,0
7,3861,8,6,11,2005,11,0,0
1,1483,8,29,9,2008,3,9,0
5,46,2,30,12,2011,21,35,0
4,408,2,1,12,2005,17,15,0
3,125,2,22,8,2012,19,45,0
5,28,4,27,6,2008,16,21,0
3,1449,1,22,1,2014,21,35,0
4,6267,6,11,7,2013,14,0,0
2,8405,9,23,12,2014,17,0,0
4,1748,6,30,11,2006,22,20,0
6,1757,3,9,4,2005,17,25,0
2,125,2,4,4,2006,16,47,0
2,57,9,2,10,2012,12,57,0
2,4083,4,2,11,2010,0,15,0
6,1948,3,1,7,2006,12,17,0
6,14889,7,23,2,2008,20,45,0
3,4530,9,27,12,2006,20,0,0
1,11487,9,26,6,2006,16,0,0
7,6826,7,23,3,2008,15,10,0
2,1091,10,8,2,2011,12,42,0
5,8006,7,21,2,2014,18,0,0
2,3388,2,27,11,2007,12,30,0
6,1871,1,1,7,2006,0,1,0
6,4715,3,25,3,2006,10,45,0
7,103,1,28,8,2011,10,5,0
2,12096,5,10,7,2007,21,14,0
3,872,2,30,5,2007,7,6,0
1,1080,8,31,8,2009,12,0,0
2,1095,5,20,4,2010,7,30,0
4,125,2,5,10,2006,18,0,0
1,9891,8,18,10,2010,12,30,0
4,2534,4,13,11,2003,17,45,0
5,4397,8,29,6,2007,23,45,0
5,154,5,15,7,2011,2,0,0
7,3419,8,5,4,2015,10,0,0
4,9473,8,6,3,2014,14,1,0
3,4841,9,11,1,2006,8,0,0
4,893,10,12,1,2012,7,17,0
5,3120,7,23,3,2007,13,55,0
2,14040,10,20,2,2007,21,10,0
5,5023,8,3,6,2011,23,0,0
6,1790,1,13,6,2009,20,30,0
5,7961,8,12,7,2013,18,0,0
1,20373,7,18,8,2008,18,0,0
4,363,2,23,7,2009,13,14,0
7,7039,5,27,3,2011,2,53,0
2,4988,4,4,10,2011,20,10,0
7,3874,1,21,4,2013,14,17,0
7,2091,2,19,11,2006,2,20,0
3,5531,9,23,1,2008,14,15,0
3,11781,1,6,2,2008,2,7,0
7,4656,8,17,6,2012,0,16,0
2,143,3,24,7,2012,13,20,0
2,6931,4,31,3,2009,9,0,0
5,125,2,25,1,2013,14,6,0
3,6441,9,29,9,2004,16,40,0
3,445,2,15,10,2008,19,2,0
4,14719,8,27,7,2006,18,30,0
6,5276,4,1,5,2004,18,30,0
2,4016,4,2,3,2004,0,1,0
6,3317,1,16,7,2005,22,0,0
2,2081,4,27,4,2004,16,50,0
2,6314,6,19,2,2013,7,0,0
2,4312,7,2,5,2006,2,0,0
6,1080,8,5,10,2013,11,45,0
6,872,2,21,4,2012,11,5,0
6,854,5,18,6,2005,23,37,0
1,1279,5,26,10,2009,22,10,0
4,3638,2,16,6,2011,12,45,0
7,1214,10,29,11,2009,8,0,0
1,4101,9,31,8,2009,15,45,0
5,202,5,30,7,2010,21,30,0
4,6376,3,29,5,2008,10,30,0
6,14338,4,21,5,2005,22,52,0
4,138,10,2,12,2010,5,38,0
2,12277,3,14,6,2005,12,50,0
5,765,3,11,7,2003,23,20,0
7,9546,5,16,5,2004,8,45,0
3,4029,3,12,11,2003,19,0,0
2,3050,1,16,3,2004,14,15,0
6,7243,1,18,12,2010,16,0,0
6,1009,2,30,6,2007,18,24,0
6,6223,2,16,7,2011,18,30,0
1,626,2,29,9,2003,11,49,0
5,363,2,15,6,2012,15,38,0
7,5192,6,1,1,2006,9,0,0
5,1534,1,6,2,2015,1,20,0
1,73,7,20,9,2010,20,45,0
6,14943,9,3,6,2006,19,0,0
1,8384,2,16,4,2007,12,15,0
7,9275,2,11,7,2004,3,25,0
2,15066,2,1,10,2013,12,20,0
3,9629,5,22,9,2010,9,30,0
6,10931,2,25,2,2012,15,46,0
1,8414,7,20,7,2009,9,0,0
7,3875,2,25,1,2004,22,7,0
3,17489,5,25,7,2012,10,45,0
5,1555,2,24,2,2006,14,45,0
5,3126,1,13,6,2003,19,0,0
5,552,4,18,6,2010,19,15,0
4,2091,2,26,8,2010,13,40,0
2,4225,1,21,9,2010,13,0,0
3,6517,5,29,6,2005,9,30,0
4,8719,3,11,12,2014,3,0,0
5,872,2,29,5,2009,17,51,0
2,54,1,18,9,2007,1,45,0
1,4879,1,6,2,2012,12,55,0
6,3525,9,4,4,2015,15,30,0
3,468,2,10,2,2010,0,14,0
3,12209,5,30,5,2012,16,0,0
3,744,10,15,6,2011,6,13,0
5,13598,2,12,11,2004,12,10,0
5,125,2,21,2,2003,23,0,0
2,7039,1,31,8,2004,23,30,0
5,8097,3,16,12,2005,18,30,0
6,1941,1,7,9,2013,0,1,0
6,1186,4,2,5,2015,10,0,0
5,213,4,4,5,2007,22,21,0
3,8867,7,4,9,2013,3,30,0
7,18941,3,23,3,2008,22,40,0
6,13321,4,12,2,2011,22,0,0
4,125,2,30,9,2004,0,1,0
1,477,3,12,7,2010,14,30,0
7,100,2,2,11,2014,22,51,0
4,653,10,30,9,2004,16,26,0
5,1074,3,26,3,2010,15,52,0
7,2904,2,31,12,2006,22,0,0
6,1615,2,14,11,2009,21,0,0
1,13560,8,25,6,2012,6,40,0
6,752,9,1,1,2011,15,0,0
2,9608,1,7,3,2006,7,30,0
6,2923,5,28,7,2012,12,0,0
1,3287,2,2,3,2009,9,0,0
2,2421,1,30,10,2012,15,35,0
4,1150,2,27,11,2003,2,52,0
1,803,6,16,5,2005,0,4,0
3,16984,8,29,10,2008,11,13,0
7,77,10,9,8,2009,15,0,0
7,2339,7,19,4,2015,11,35,0
3,4036,8,1,6,2005,19,0,0
3,3816,2,8,1,2014,16,56,0
3,407,5,23,1,2013,14,34,0
6,11920,3,15,1,2011,18,7,0
4,5773,4,17,10,2013,19,32,0
6,9101,8,15,11,2014,20,40,0
7,8104,1,10,9,2006,3,0,0
2,3567,6,21,12,2004,14,15,0
7,3,5,24,4,2011,8,30,0
6,192,1,7,9,2013,12,0,0
7,8282,8,17,11,2013,11,47,0
4,9120,7,30,5,2013,16,53,0
5,70,10,7,3,2014,6,34,0
1,11008,6,4,2,2008,12,0,0
6,8565,9,13,12,2014,22,0,0
2,2252,2,17,4,2007,17,15,0
4,8252,5,28,11,2013,15,0,0
6,7378,8,1,12,2012,7,40,0
3,7819,4,23,1,2013,11,51,0
6,8895,3,17,11,2012,1,54,0
4,5257,2,16,4,2009,12,20,0
7,3498,3,14,2,2010,18,40,0
1,15465,5,12,12,2005,19,0,0
4,1565,5,4,9,2008,14,28,0
1,1580,10,15,11,2010,13,36,0
2,7183,4,27,11,2007,2,15,0
5,3629,4,27,6,2008,12,50,0
4,21795,5,20,3,2003,16,0,0
5,1620,10,7,5,2010,18,40,0
2,7960,2,19,8,2014,14,30,0
7,2252,2,22,5,2011,19,29,0
1,1969,4,2,2,2004,2,0,0
7,9673,8,12,12,2004,20,45,0
2,2909,2,21,2,2006,15,0,0
2,18697,8,19,4,2011,8,50,0
6,3454,3,24,9,2005,21,0,0
6,12215,9,17,6,2006,2,0,0
5,7900,3,1,11,2013,9,49,0
4,2662,2,29,11,2012,20,0,0
4,22,10,9,7,2009,18,30,0
5,822,3,8,10,2010,17,58,0
1,11376,1,22,1,2007,13,50,0
5,22251,5,9,7,2004,12,52,0
5,10902,2,7,2,2003,8,30,0
1,8032,4,13,5,2013,21,0,0
5,601,9,26,8,2005,18,43,0
7,88,2,18,11,2007,16,0,0
4,20419,2,29,5,2008,12,0,0
6,10965,3,25,1,2014,8,0,0
2,2891,5,16,11,2010,9,0,0
5,10485,3,20,9,2013,22,0,0
5,3532,3,14,7,2006,19,30,0
6,16110,9,8,5,2010,13,0,0
3,12455,7,9,6,2004,0,1,0
3,17191,8,23,7,2008,10,30,0
3,182,4,29,10,2003,10,20,0
1,6727,6,23,6,2014,22,35,0
3,1539,2,30,4,2003,0,46,0
2,1170,6,3,10,2006,16,0,0
5,1235,5,8,4,2005,21,0,0
5,10484,4,20,10,2006,12,46,0
5,2911,10,23,1,2004,14,0,0
1,8714,8,2,8,2004,5,0,0
1,1744,6,25,11,2013,3,0,0
1,408,2,24,11,2008,18,0,0
4,3351,4,3,9,2009,16,0,0
7,98,4,18,7,2010,23,15,0
2,554,10,12,6,2007,0,47,0
3,456,1,26,7,2006,8,0,0
2,11334,7,19,8,2014,17,30,0
6,6002,1,22,5,2010,23,55,0
2,1328,3,16,9,2003,16,0,0
4,7142,3,16,12,2010,20,35,0
3,9778,5,21,1,2004,23,0,0
6,4088,4,1,1,2011,12,0,0
6,125,2,17,4,2004,15,0,0
5,12557,5,1,10,2004,14,0,0
1,957,2,13,11,2006,17,38,0
7,1942,2,11,3,2007,0,1,0
5,9537,5,7,3,2014,1,35,0
2,4078,1,23,8,2005,22,0,0
4,1574,2,23,1,2003,23,45,0
6,11175,9,23,8,2014,23,30,0
7,4415,5,23,8,2009,21,57,0
5,2565,4,30,10,2009,23,0,0
3,5006,6,22,9,2010,21,0,0
4,17672,3,27,1,2005,20,0,0
4,600,3,27,7,2006,19,30,0
5,11048,7,28,12,2012,21,0,0
3,501,4,23,1,2013,22,31,0
3,8077,3,20,9,2006,11,45,0
4,125,2,8,3,2007,19,8,0
2,70,10,22,2,2005,13,4,0
7,16203,5,7,4,2013,8,54,0
1,2222,1,14,4,2014,12,51,0
3,5373,5,31,5,2006,19,15,0
2,4902,4,5,3,2013,16,0,0
5,70,10,31,5,2013,19,30,0
6,5324,1,29,1,2011,18,30,0
4,9148,4,9,2,2006,1,0,0
4,15021,3,3,10,2013,14,55,0
3,695,4,16,4,2003,7,55,0
5,1435,2,27,1,2012,17,32,0
2,6834,1,19,2,2008,9,15,0
5,10130,9,4,9,2009,18,0,0
4,4441,5,7,8,2003,0,7,0
1,2911,10,12,5,2008,0,3,0
5,3396,10,24,9,2010,18,8,0
7,5734,9,10,4,2011,21,0,0
7,1456,1,5,10,2014,23,0,0
4,4574,8,12,12,2013,23,20,0
3,7990,5,6,8,2014,23,25,0
5,292,5,21,9,2012,18,0,0
2,1157,2,16,4,2013,12,0,0
7,270,2,16,11,2014,2,4,0
2,2393,8,22,12,2009,13,0,0
7,8120,3,21,3,2004,16,15,0
5,343,4,12,12,2003,23,54,0
6,419,5,25,1,2003,22,0,0
3,255,10,31,10,2007,19,0,0
5,13827,6,24,1,2014,14,4,0
3,907,6,29,6,2011,17,17,0
3,125,2,30,6,2010,13,25,0
3,125,2,23,1,2013,8,13,0
1,1220,10,19,3,2007,19,0,0
1,8399,5,22,12,2003,2,30,0
5,9702,7,31,5,2013,12,0,0
6,1091,10,29,11,2003,10,45,0
4,6184,3,12,1,2012,10,30,0
4,2832,6,22,3,2007,1,47,0
6,98,4,3,4,2004,14,0,0
3,110,7,8,8,2012,21,30,0
3,8417,6,12,6,2013,12,30,0
5,5554,2,17,10,2003,20,3,0
3,125,2,18,3,2009,17,35,0
4,5014,4,10,8,2006,11,50,0
2,7334,6,23,2,2010,12,46,0
2,10531,4,13,5,2003,19,16,0
7,1790,1,22,4,2012,21,0,0
3,4030,1,10,3,2010,3,25,0
7,104,2,24,2,2013,10,48,0
4,2775,1,16,4,2015,22,0,0
6,12450,3,21,2,2009,20,54,0
1,548,10,24,5,2004,2,0,0
1,1316,3,1,9,2014,22,0,0
4,323,9,20,10,2005,18,30,0
4,887,7,10,1,2013,17,57,0
5,630,1,26,12,2014,20,0,0
7,430,1,10,2,2008,0,2,0
5,2343,9,19,5,2006,22,20,0
3,6572,9,29,9,2004,0,30,0
1,196,5,12,12,2005,0,8,0
7,12551,3,1,6,2014,21,54,0
6,559,6,23,3,2013,20,10,0
2,3096,9,14,4,2015,19,0,0
4,512,8,16,6,2005,12,40,0
6,1071,5,15,1,2005,14,20,0
1,8812,4,18,3,2013,17,0,0
2,8355,6,15,4,2008,9,0,0
2,408,2,24,11,2009,17,0,0
5,3600,1,19,10,2012,1,0,0
4,7677,1,1,12,2011,0,1,0
6,6133,3,7,10,2006,2,0,0
5,2911,10,12,12,2008,18,0,0
2,13228,9,15,4,2014,1,37,0
5,363,2,15,1,2010,19,34,0
5,3411,8,30,6,2006,16,0,0
2,155,2,25,11,2008,20,30,0
7,502,4,1,7,2007,3,40,0
4,438,6,27,11,2014,12,10,0
7,2894,2,30,5,2004,11,0,0
4,1580,10,26,8,2010,16,10,0
3,1271,2,2,5,2007,16,15,0
3,166,10,16,5,2012,16,20,0
6,29,5,23,2,2008,23,0,0
5,2060,4,11,2,2011,18,9,0
4,15058,3,23,8,2007,6,48,0
3,3414,10,23,12,2009,18,23,0
2,1934,8,25,7,2006,18,0,0
2,1061,4,3,4,2012,9,57,0
5,2041,10,12,12,2014,13,45,0
4,1223,5,19,4,2007,15,18,0
4,5609,5,30,9,2004,21,0,0
5,8868,3,15,11,2013,4,7,0
2,18585,5,20,1,2004,13,45,0
4,83,2,27,11,2003,7,17,0
3,125,2,27,6,2012,12,16,0
3,203,2,21,1,2009,13,30,0
5,8591,3,29,6,2007,17,0,0
6,7158,9,17,11,2012,12,0,0
3,4520,6,5,2,2003,1,0,0
4,21780,3,18,3,2004,23,0,0
4,125,2,30,4,2009,9,30,0
5,11008,6,31,10,2008,14,0,0
3,15298,2,4,9,2013,3,30,0
4,5736,9,19,2,2015,2,24,0
4,7998,9,24,2,2011,6,30,0
3,12465,7,1,9,2004,20,0,0
4,159,6,5,5,2005,18,45,0
3,918,9,12,11,2003,23,22,0
3,9187,5,8,8,2012,10,44,0
1,13707,6,18,9,2006,17,0,0
2,15091,9,31,10,2006,9,30,0
2,3716,3,3,5,2011,9,30,0
4,213,4,29,4,2004,12,49,0
4,6321,8,22,4,2010,21,30,0
7,3620,2,29,7,2007,19,20,0
3,7911,5,7,3,2012,20,30,0
5,643,4,6,2,2015,6,50,0
4,8332,6,8,2,2007,22,44,0
4,2101,1,26,1,2012,6,0,0
7,9243,3,3,7,2005,16,0,0
6,3036,8,25,9,2010,14,0,0
1,12283,4,25,7,2005,0,30,0
7,125,2,1,7,2007,21,0,0
1,4524,5,5,3,2012,9,16,0
1,2346,2,13,11,2006,9,28,0
6,345,2,24,7,2004,23,0,0
6,12391,4,8,3,2008,15,50,0
3,12582,8,26,5,2004,22,0,0
6,8121,6,17,12,2005,11,30,0
4,88,2,12,1,2006,19,5,0
1,5148,9,29,10,2007,18,30,0
6,1300,6,11,1,2014,19,30,0
3,3567,6,24,2,2010,23,0,0
1,13167,4,22,12,2003,6,30,0
7,11770,8,20,9,2009,16,45,0
4,17167,7,4,10,2012,21,30,0
6,4774,8,15,12,2012,19,55,0
4,1565,5,6,3,2003,6,30,0
5,4141,4,7,8,2009,21,30,0
7,1470,1,2,11,2014,13,38,0
3,159,6,16,10,2013,12,0,0
6,16694,8,31,5,2008,12,0,0
4,4029,3,27,7,2006,15,0,0
5,125,2,22,8,2008,22,0,0
5,3332,2,10,8,2007,1,0,0
5,445,2,15,7,2005,16,10,0
2,11251,4,14,10,2003,11,31,0
3,2827,4,30,9,2009,17,30,0
5,7281,9,11,12,2009,13,45,0
1,77,10,28,6,2010,8,0,0
7,9969,3,29,7,2007,18,37,0
2,442,2,8,6,2004,19,40,0
1,27,5,17,8,2009,12,58,0
7,1221,2,25,8,2013,2,15,0
3,12351,3,1,12,2010,9,0,0
2,2931,2,14,10,2014,19,45,0
4,5242,4,11,8,2005,0,1,0
4,5876,2,7,3,2013,10,30,0
5,2987,10,23,4,2010,17,50,0
1,11651,7,4,8,2014,9,0,0
3,12066,1,27,7,2011,8,0,0
6,10801,2,2,7,2011,10,55,0
7,8154,2,28,12,2014,4,10,0
4,3988,1,8,8,2013,11,15,0
5,13892,3,9,9,2011,17,15,0
2,92,1,27,4,2004,10,20,0
1,366,10,26,11,2012,3,30,0
6,7932,9,20,10,2012,0,50,0
1,1611,3,13,10,2008,15,3,0
7,4637,3,22,2,2015,14,0,0
3,13952,9,6,9,2006,21,0,0
2,2318,4,2,9,2014,6,50,0
3,1760,10,10,1,2007,17,47,0
2,9856,1,8,7,2014,7,39,0
5,2811,1,10,9,2010,16,13,0
1,4618,5,15,5,2006,15,45,0
3,7438,3,22,7,2009,7,25,0
3,867,1,5,8,2009,18,50,0
5,5791,7,9,9,2011,22,25,0
6,13108,9,18,6,2005,12,0,0
2,125,2,5,8,2008,22,15,0
5,5189,2,7,3,2014,20,0,0
6,5372,1,16,11,2013,8,0,0
4,146,10,11,12,2003,17,0,0
5,3425,9,19,3,2004,15,0,0
6,796,2,17,12,2005,17,0,0
5,1103,5,7,3,2008,14,0,0
2,1895,3,21,1,2003,23,0,0
3,2911,10,2,9,2009,1,0,0
7,11972,5,31,5,2009,18,0,0
4,19869,4,14,7,2005,21,45,0
3,1288,3,24,2,2010,11,7,0
6,2532,9,9,8,2014,23,45,0
5,3429,1,18,6,2010,17,58,0
6,2483,1,11,9,2010,21,30,0
4,13182,9,6,9,2007,18,30,0
3,4140,10,10,8,2005,18,15,0
4,277,10,6,4,2006,15,30,0
5,14310,4,2,4,2004,11,0,0
2,4870,8,16,4,2013,13,58,0
4,4111,10,1,11,2007,19,50,0
5,8253,4,26,12,2014,14,0,0
1,356,3,18,4,2011,18,13,0
3,5571,9,27,7,2005,2,0,0
7,5151,4,25,9,2005,15,0,0
2,2862,10,3,2,2004,18,29,0
7,1041,5,1,1,2006,0,1,0
3,504,4,20,8,2003,18,47,0
7,138,10,4,12,2005,14,30,0
5,2392,3,22,10,2010,0,45,0
3,11354,8,23,7,2014,16,43,0
1,408,2,28,10,2013,19,48,0
5,7777,8,12,12,2014,15,10,0
1,1965,5,16,5,2005,19,0,0
2,13,3,21,9,2010,19,0,0
2,213,4,3,5,2011,10,55,0
4,3180,10,21,8,2008,22,0,0
3,1943,2,9,1,2008,10,35,0
1,125,2,24,7,2006,22,0,0
4,552,4,6,9,2007,9,19,0
6,3142,6,14,11,2009,8,33,0
1,19659,7,14,4,2003,22,0,0
2,9277,2,31,3,2009,0,5,0
7,5691,3,18,7,2010,9,31,0
4,1321,9,21,4,2011,20,0,0
5,8454,3,30,5,2008,18,35,0
3,6609,9,28,7,2010,22,0,0
6,5541,3,28,7,2007,1,0,0
2,933,9,20,7,2004,20,30,0
1,905,5,11,5,2009,17,50,0
6,853,2,19,10,2013,2,40,0
1,872,2,2,2,2004,20,37,0
3,12129,3,6,4,2011,13,48,0
3,517,2,23,2,2011,19,20,0
5,14284,7,13,1,2012,23,0,0
5,7054,4,4,11,2005,16,55,0
3,14947,9,28,4,2004,14,30,0
2,125,2,29,5,2007,15,0,0
4,213,4,8,3,2007,10,7,0
2,7211,4,26,10,2004,17,10,0
4,1960,4,8,1,2009,23,24,0
3,38,10,8,2,2012,8,30,0
6,21840,2,23,8,2003,9,0,0
6,16203,5,9,3,2013,12,49,0
7,3191,4,13,7,2014,22,42,0
3,141,6,30,4,2014,18,0,0
2,11183,3,6,4,2010,16,20,0
7,9302,4,10,8,2003,0,6,0
2,772,10,15,11,2011,0,38,0
1,7955,4,17,8,2009,7,33,0
2,2156,2,17,5,2005,13,49,0
3,1763,4,29,4,2015,14,4,0
2,693,2,26,5,2009,21,15,0
6,14206,9,8,5,2010,0,1,0
3,2700,3,15,11,2006,23,30,0
2,5230,2,19,9,2006,10,14,0
5,8732,4,25,6,2004,21,0,0
2,1366,10,28,10,2003,14,32,0
6,10664,7,19,5,2012,8,0,0
4,2491,9,1,6,2006,0,1,0
4,408,2,22,9,2005,15,42,0
2,9380,8,16,3,2004,12,0,0
5,451,2,29,6,2007,8,29,0
5,2971,5,30,7,2010,1,59,0
5,4961,2,21,10,2005,8,6,0
1,1590,7,14,11,2005,16,36,0
2,309,2,13,11,2007,16,26,0
4,102,10,29,10,2009,22,15,0
6,11430,1,5,5,2012,16,30,0
6,9960,1,17,12,2005,23,0,0
3,3973,4,7,2,2007,20,50,0
3,6620,3,18,10,2006,13,30,0
2,10992,6,29,5,2012,10,0,0
3,2445,2,5,4,2006,9,45,0
4,9317,3,6,9,2012,16,35,0
6,1077,4,20,10,2007,17,50,0
6,1345,1,26,1,2013,17,23,0
4,109,1,25,12,2014,16,50,0
1,2290,1,18,10,2010,17,28,0
7,3719,5,2,12,2007,22,12,0
3,830,10,5,9,2007,6,0,0
5,7206,2,14,11,2003,5,0,0
4,19858,8,23,7,2009,21,38,0
6,9356,4,3,7,2010,4,27,0
4,125,2,30,9,2004,17,30,0
4,4383,2,13,5,2004,20,34,0
6,1943,2,23,10,2010,19,23,0
4,1431,10,15,4,2004,15,25,0
2,1441,1,26,6,2007,4,15,0
6,1224,1,30,11,2013,8,53,0
5,1786,8,1,5,2009,11,0,0
1,673,10,2,4,2007,14,52,0
3,11251,4,26,11,2003,21,5,0
6,2963,3,10,7,2004,13,38,0
6,4456,1,21,3,2015,19,0,0
3,1163,4,5,3,2014,2,0,0
7,9889,5,10,8,2003,0,1,0
3,574,1,17,11,2010,17,5,0
2,1653,3,12,12,2006,18,26,0
5,21542,3,1,10,2004,20,0,0
2,359,10,2,9,2003,1,30,0
7,5130,4,15,7,2012,15,0,0
4,7561,5,27,7,2006,23,0,0
6,2944,2,20,5,2006,19,0,0
2,501,4,1,11,2011,9,12,0
2,6783,5,25,11,2003,10,0,0
6,8764,9,12,1,2008,23,45,0
2,125,2,3,2,2015,13,0,0
2,1341,7,12,11,2013,8,0,0
3,55,2,12,1,2005,18,15,0
4,3180,10,6,2,2014,11,45,0
5,8596,9,21,3,2003,10,0,0
1,1351,8,3,5,2010,17,0,0
7,10615,3,5,9,2004,16,47,0
6,945,6,19,4,2014,14,45,0
4,12001,1,10,7,2014,17,0,0
1,1353,4,28,10,2013,22,16,0
3,2382,1,31,10,2007,8,11,0
6,1490,7,8,2,2003,0,30,0
7,2356,5,8,10,2006,23,0,0
6,7723,1,24,2,2007,12,15,0
4,125,2,1,11,2012,0,4,0
6,1409,6,12,1,2013,1,0,0
7,772,10,26,12,2004,20,30,0
3,1653,3,14,7,2010,15,11,0
3,125,2,9,1,2013,4,0,0
3,11130,5,12,12,2012,16,0,0
5,232,4,9,3,2012,3,50,0
4,434,6,11,3,2010,9,38,0
1,2706,10,5,9,2011,6,6,0
3,4618,5,25,7,2007,17,30,0
7,363,2,31,12,2006,16,20,0
7,5367,5,9,10,2005,1,11,0
7,5617,9,22,3,2009,2,0,0
4,4772,5,26,1,2012,18,40,0
5,9846,8,27,11,2009,14,20,0
1,1565,5,23,7,2007,13,35,0
7,5484,4,27,2,2005,15,6,0
