"day","address","location","date","month","year","hour","min","DRIVINGUNDERTHEINFLUENCE"
1,1786,8,17,10,2005,9,0,0
7,540,5,19,9,2004,23,17,0
6,4432,2,21,3,2015,22,30,0
5,5584,6,14,5,2004,18,0,0
3,2822,1,15,10,2008,23,30,0
2,673,10,17,2,2015,23,9,0
6,2170,5,6,9,2014,21,0,0
3,64,4,21,2,2007,16,37,0
4,1351,8,1,5,2014,3,20,0
6,98,4,19,10,2013,23,0,0
5,83,2,9,9,2005,17,0,0
1,1465,7,7,3,2011,23,0,0
3,15473,9,24,2,2010,8,0,0
6,7745,4,15,5,2004,11,12,0
3,1546,8,28,5,2014,7,45,0
4,2090,1,13,11,2008,18,32,0
2,1620,10,13,7,2010,12,21,0
4,2889,10,23,2,2012,22,30,0
1,548,10,16,8,2004,6,58,0
3,1226,4,12,1,2011,21,56,0
6,1951,2,6,10,2007,6,48,0
6,3884,2,23,8,2014,15,35,0
3,355,2,24,8,2011,17,45,0
2,1538,8,14,10,2008,8,0,0
4,1414,1,3,4,2003,23,5,0
3,3135,8,2,11,2005,18,30,0
1,1054,3,5,1,2009,3,0,0
3,9936,3,1,4,2009,12,8,0
6,7422,1,15,1,2011,2,50,0
3,511,4,1,11,2006,16,0,0
2,15826,4,9,8,2011,12,0,0
6,2353,5,13,12,2003,23,0,0
6,1091,10,1,7,2006,16,54,0
7,213,4,27,7,2008,21,18,0
1,9887,9,25,12,2006,19,0,0
2,1042,3,25,11,2014,4,50,0
3,2968,3,19,9,2012,16,0,0
5,1157,2,11,7,2008,19,0,0
4,4734,8,6,5,2010,15,3,0
5,10841,4,27,8,2010,23,38,0
7,428,4,26,3,2006,15,0,0
6,4717,5,8,4,2006,8,30,0
6,2372,5,8,3,2008,3,17,0
6,6772,5,19,6,2010,18,30,0
4,1472,5,17,9,2009,21,0,0
7,5819,4,23,5,2010,23,35,0
5,2412,8,3,5,2013,16,29,0
4,11945,6,20,2,2003,0,30,0
6,213,4,20,11,2010,13,45,0
1,5907,7,3,5,2010,7,0,0
4,7165,1,21,2,2008,11,30,0
3,4674,5,11,7,2012,23,0,0
3,1223,5,8,12,2004,22,55,0
2,6218,3,8,1,2008,0,1,0
6,980,10,28,11,2009,15,25,0
6,5466,8,26,3,2011,14,19,0
4,6640,1,27,11,2008,9,28,0
2,2737,3,1,6,2010,0,1,0
7,3657,5,12,2,2012,10,0,0
6,435,10,24,1,2004,19,17,0
3,4152,5,21,1,2009,15,45,0
1,3481,6,20,7,2009,8,0,0
5,1562,9,22,10,2010,21,0,0
7,4479,5,15,6,2003,22,0,0
1,323,9,9,11,2009,19,49,0
2,3852,5,5,4,2011,13,35,0
4,2226,5,12,1,2006,20,15,0
1,203,2,16,3,2015,8,30,0
7,1635,1,9,9,2012,17,50,0
5,5937,5,21,2,2003,18,0,0
4,2256,8,6,10,2005,11,0,0
3,363,2,10,2,2010,12,56,0
2,1119,2,14,4,2009,18,0,0
2,11121,8,1,11,2005,0,1,0
5,4362,5,15,7,2005,5,0,0
4,3054,1,17,9,2009,19,0,0
4,346,1,4,4,2013,12,49,0
3,18,10,10,1,2007,20,5,0
2,6221,7,18,3,2003,17,0,0
7,13790,1,7,10,2007,8,0,0
6,3688,10,12,1,2013,9,20,0
1,7247,3,9,8,2010,21,0,0
4,15043,6,5,3,2009,7,53,0
4,7368,7,6,8,2009,19,15,0
5,2463,2,1,6,2012,13,50,0
6,16586,2,26,1,2013,21,50,0
6,582,3,7,9,2013,21,0,0
1,2911,10,13,10,2003,23,30,0
5,238,2,1,7,2005,13,40,0
2,2098,8,18,10,2005,8,0,0
5,1399,10,28,1,2011,19,0,0
3,2706,10,22,2,2012,15,10,0
6,872,2,4,10,2003,14,30,0
1,5457,4,25,6,2007,19,0,0
2,125,2,2,9,2003,12,30,0
2,6874,7,14,10,2008,10,0,0
1,8296,3,5,4,2010,17,31,0
5,125,2,19,3,2004,11,45,0
3,326,2,18,5,2011,22,26,0
6,1738,8,24,1,2009,4,19,0
6,653,10,2,7,2005,13,0,0
4,1666,6,25,8,2005,16,10,0
7,11780,8,1,11,2009,23,30,0
6,1211,3,11,2,2006,1,0,0
6,5469,1,26,6,2004,23,2,0
6,5209,10,19,4,2003,22,0,0
6,3664,4,22,8,2009,1,30,0
2,4892,4,9,2,2010,17,30,0
6,729,4,22,10,2005,22,30,0
2,15589,9,23,12,2008,16,45,0
5,3786,1,12,2,2010,23,0,0
2,9897,9,10,11,2009,15,13,0
4,22055,2,24,7,2003,18,0,0
6,3961,4,11,3,2006,1,30,0
6,8602,8,13,12,2014,8,30,0
3,1321,9,14,5,2014,12,15,0
6,402,4,1,11,2008,0,1,0
7,6246,8,14,1,2007,11,30,0
1,125,2,5,2,2007,9,28,0
4,4140,10,17,6,2010,8,0,0
5,7223,1,22,8,2003,12,0,0
5,1935,5,21,9,2007,21,50,0
5,12704,8,15,10,2004,19,40,0
2,9167,8,17,8,2004,12,10,0
3,119,6,21,9,2005,0,1,0
6,11909,3,11,9,2010,20,1,0
2,4922,3,17,3,2015,18,30,0
6,1580,10,14,11,2009,12,45,0
4,17232,9,20,9,2012,11,0,0
5,1297,1,28,1,2011,12,0,0
5,1965,5,20,4,2007,9,37,0
6,1556,5,1,12,2012,10,30,0
5,102,10,29,6,2012,12,38,0
1,141,6,18,8,2014,18,0,0
6,3961,4,22,3,2008,21,0,0
2,22221,1,25,5,2004,14,0,0
6,2140,2,16,6,2012,21,0,0
3,17462,8,24,12,2008,21,0,0
2,1462,4,1,5,2007,12,0,0
4,15607,6,27,12,2012,17,0,0
4,2024,1,3,6,2010,16,55,0
4,15,10,7,3,2013,21,3,0
7,12459,9,3,6,2012,13,40,0
7,2790,3,16,7,2006,12,0,0
2,9093,4,13,5,2014,23,0,0
1,1090,4,12,4,2004,16,50,0
7,2579,2,24,8,2003,19,58,0
4,6451,3,7,8,2014,4,35,0
6,39,3,17,11,2007,14,55,0
2,872,2,18,2,2003,1,18,0
2,7044,10,25,1,2005,11,25,0
4,3532,3,27,11,2003,14,0,0
6,670,3,10,1,2004,17,0,0
7,12226,9,5,9,2004,7,0,0
3,138,2,8,1,2014,8,48,0
4,631,2,18,9,2003,19,0,0
1,7689,3,27,9,2004,16,30,0
7,6799,5,11,1,2015,1,0,0
1,657,8,5,4,2010,10,43,0
2,125,2,25,5,2004,1,12,0
5,5584,6,14,5,2004,18,0,0
2,5426,8,19,8,2003,10,0,0
7,6379,1,3,12,2006,1,55,0
1,904,5,17,9,2012,15,30,0
2,939,5,23,12,2008,14,59,0
7,4875,2,1,1,2006,15,31,0
1,2670,2,31,3,2008,18,0,0
6,1230,5,27,8,2005,1,5,0
7,2825,6,18,5,2014,13,30,0
7,1170,6,5,5,2013,12,30,0
4,2512,1,14,6,2012,15,35,0
1,14488,3,28,6,2010,16,0,0
6,2706,10,15,11,2014,11,45,0
6,468,2,28,1,2012,0,42,0
3,3973,4,29,12,2010,23,0,0
3,15386,2,16,9,2009,20,30,0
2,455,2,25,11,2014,10,32,0
7,3393,6,31,12,2006,23,59,0
6,6017,5,20,5,2006,20,30,0
3,628,8,20,4,2005,21,2,0
4,1881,1,6,3,2014,20,30,0
5,1917,2,21,5,2010,18,0,0
6,326,2,15,5,2004,22,45,0
4,548,10,6,5,2010,16,45,0
7,8104,5,18,7,2010,12,0,0
7,205,8,27,2,2011,10,30,0
2,2560,1,28,5,2013,1,0,0
1,5444,10,8,7,2013,9,0,0
6,138,2,16,6,2007,19,20,0
3,4435,3,7,4,2010,15,0,0
1,12,5,15,11,2010,20,0,0
4,55,2,20,10,2005,11,0,0
4,408,2,21,8,2014,20,25,0
6,7141,3,26,2,2005,19,30,0
1,199,8,21,2,2011,14,36,0
2,11096,1,28,6,2005,4,0,0
2,7096,1,16,3,2004,22,5,0
3,5142,4,1,10,2008,15,54,0
6,4900,9,3,11,2007,12,49,0
1,713,4,23,7,2012,22,20,0
6,7726,2,10,1,2015,16,0,0
2,359,10,9,1,2007,18,45,0
7,158,2,18,5,2003,17,30,0
5,6016,8,23,3,2012,21,10,0
7,7211,4,10,9,2006,5,0,0
7,1975,2,23,9,2012,17,3,0
4,8400,1,20,10,2011,3,33,0
7,427,2,31,7,2005,11,10,0
6,3532,3,12,8,2006,21,40,0
3,192,1,18,4,2007,12,55,0
3,6906,5,21,9,2011,12,0,0
5,10838,4,30,6,2006,10,52,0
6,436,5,28,1,2006,5,6,0
5,272,8,12,2,2010,20,39,0
2,13379,8,21,12,2004,14,0,0
7,2140,2,30,6,2013,13,30,0
6,485,2,12,8,2006,19,41,0
1,2830,3,25,10,2004,23,0,0
6,18427,8,23,4,2005,15,54,0
6,21699,3,15,1,2005,20,51,0
6,2822,1,22,10,2011,10,2,0
3,10519,9,8,9,2010,20,0,0
3,559,6,22,1,2014,18,35,0
5,4432,2,9,1,2015,14,12,0
3,15162,9,18,9,2013,23,0,0
6,3797,3,1,5,2004,2,15,0
5,408,2,27,7,2012,15,58,0
3,6787,3,20,9,2006,22,17,0
5,479,9,1,10,2004,7,30,0
3,9936,3,7,4,2010,14,2,0
2,3454,3,5,10,2010,15,0,0
2,12772,5,8,2,2005,23,0,0
3,803,6,13,5,2009,20,19,0
2,125,2,27,6,2006,8,40,0
1,772,10,21,8,2006,9,30,0
7,2567,9,6,11,2011,15,0,0
1,274,2,16,10,2006,13,0,0
6,3544,2,18,5,2013,22,23,0
7,6214,1,18,12,2011,13,0,0
2,268,1,5,8,2003,7,13,0
6,527,4,4,5,2013,2,43,0
6,2162,5,7,2,2004,20,0,0
4,11511,4,3,10,2013,19,1,0
3,11189,1,23,7,2008,2,50,0
4,3635,1,2,5,2013,16,15,0
2,125,2,14,4,2009,19,20,0
7,6060,3,29,1,2006,16,35,0
7,1611,3,23,4,2006,10,30,0
3,6612,7,10,3,2010,19,0,0
4,6376,3,20,9,2012,18,0,0
6,3816,2,19,11,2011,16,0,0
2,10213,4,22,8,2006,17,45,0
7,7223,1,6,4,2014,12,55,0
1,7866,6,10,1,2005,17,0,0
4,16384,3,7,3,2013,19,0,0
6,11808,8,31,12,2005,20,41,0
5,6890,4,25,6,2004,17,40,0
2,548,10,28,9,2004,17,55,0
7,925,2,22,5,2011,16,35,0
3,6916,4,7,3,2012,22,0,0
6,7759,7,17,11,2007,6,30,0
5,2140,2,9,2,2007,23,59,0
3,125,2,27,5,2009,11,20,0
6,1635,1,29,12,2012,11,4,0
2,5324,1,21,8,2012,17,20,0
1,22569,7,21,7,2003,9,14,0
3,232,4,16,11,2005,12,35,0
3,511,4,16,5,2012,16,41,0
1,22369,9,7,6,2004,22,55,0
5,2318,4,25,3,2011,17,54,0
4,354,10,6,8,2009,18,5,0
3,3593,5,6,10,2010,1,43,0
3,1116,2,30,5,2012,19,30,0
4,15429,3,16,6,2011,23,30,0
4,948,1,20,3,2014,21,45,0
1,1996,2,25,11,2013,22,48,0
6,213,4,10,1,2004,10,0,0
2,17971,5,5,9,2006,18,0,0
2,13850,3,4,2,2014,16,0,0
3,753,2,3,10,2012,9,30,0
3,1293,9,13,7,2011,15,18,0
6,2124,1,5,6,2010,9,30,0
1,2330,4,8,12,2003,12,0,0
1,4185,7,19,1,2015,15,0,0
7,4587,1,3,6,2007,4,0,0
2,974,8,1,4,2003,0,11,0
1,144,4,10,7,2006,13,0,0
5,4876,3,27,6,2008,13,30,0
3,18410,8,7,9,2011,6,45,0
1,6338,6,10,1,2011,17,15,0
4,1521,9,30,4,2015,18,15,0
6,1041,5,21,5,2011,9,0,0
7,5557,3,24,2,2013,0,45,0
7,1223,5,12,12,2004,6,45,0
4,2907,4,18,9,2003,10,41,0
2,910,5,27,7,2010,23,22,0
5,18315,9,18,4,2008,2,0,0
7,211,5,3,7,2011,19,5,0
5,9277,2,22,8,2003,14,30,0
1,428,4,24,11,2003,12,40,0
1,3327,4,1,10,2012,6,15,0
5,964,3,17,12,2010,23,0,0
5,1317,9,5,10,2012,18,0,0
3,1954,10,23,7,2008,17,25,0
4,19494,8,29,11,2007,19,23,0
5,2015,8,27,8,2010,14,53,0
3,7552,2,20,8,2014,15,20,0
2,20317,8,13,12,2005,12,0,0
2,823,2,18,9,2012,22,30,0
3,7835,2,12,7,2006,12,0,0
1,125,2,13,10,2008,17,21,0
2,11108,8,2,9,2014,2,5,0
2,2796,6,9,6,2009,15,32,0
1,15972,3,31,3,2008,17,0,0
3,1153,4,22,12,2004,22,42,0
2,4834,2,17,5,2011,23,57,0
2,3824,2,8,3,2005,1,0,0
2,1679,5,3,3,2015,18,27,0
5,15823,8,11,6,2004,8,0,0
1,21515,8,22,8,2005,18,0,0
3,424,1,26,11,2014,3,12,0
6,727,4,24,3,2007,8,49,0
6,255,10,22,8,2009,10,45,0
6,907,6,8,9,2012,13,30,0
5,11689,1,10,2,2012,13,39,0
3,21744,5,29,9,2004,19,0,0
5,408,2,23,9,2005,14,20,0
2,93,7,21,12,2004,11,45,0
7,259,5,20,10,2013,23,2,0
2,3617,1,17,9,2013,8,30,0
7,1261,9,17,7,2011,21,30,0
4,3532,3,21,2,2008,17,39,0
3,2855,1,7,1,2009,10,0,0
3,1291,1,4,4,2007,12,0,0
1,957,2,14,5,2007,16,32,0
1,1618,5,11,12,2006,7,0,0
3,7335,8,19,5,2010,14,2,0
4,2706,10,14,5,2009,9,38,0
4,8507,8,17,5,2012,17,13,0
5,100,2,6,2,2015,18,45,0
4,1156,8,22,3,2007,13,10,0
4,15239,9,6,9,2012,3,26,0
4,5820,4,1,5,2003,23,38,0
4,2531,1,9,8,2012,11,25,0
1,2156,2,21,3,2011,18,10,0
7,1995,7,1,1,2006,12,0,0
2,54,1,18,9,2007,1,45,0
7,2682,6,21,5,2006,12,0,0
2,408,2,7,8,2012,12,30,0
6,981,2,20,3,2004,19,21,0
6,4323,1,31,5,2014,20,30,0
3,1083,1,2,11,2005,16,0,0
2,4057,3,27,4,2004,11,44,0
1,2191,1,7,1,2013,22,0,0
3,5669,6,14,11,2012,19,25,0
2,8501,1,20,1,2009,18,0,0
5,708,1,9,9,2011,9,0,0
6,644,1,26,7,2014,3,0,0
4,1812,3,18,5,2006,13,55,0
5,6272,4,29,11,2013,17,21,0
6,15837,8,4,10,2008,16,0,0
6,5548,4,19,5,2007,2,0,0
7,13707,6,22,5,2005,8,30,0
2,232,4,8,2,2011,9,20,0
3,5807,7,29,6,2005,22,30,0
7,501,4,12,8,2012,13,7,0
6,1007,5,22,2,2003,23,30,0
7,2016,6,20,9,2009,12,0,0
1,927,1,20,8,2012,22,10,0
7,4166,1,23,10,2011,1,36,0
5,7502,5,25,3,2011,20,0,0
4,17164,4,25,12,2003,14,27,0
4,125,2,19,9,2013,12,20,0
2,363,2,30,11,2010,12,15,0
1,417,3,2,5,2005,12,0,0
4,17051,6,12,11,2009,0,30,0
4,6895,1,24,12,2009,13,29,0
4,16525,1,3,11,2005,7,45,0
7,3034,5,11,3,2007,1,30,0
1,42,9,11,5,2015,2,30,0
7,2246,8,1,6,2008,23,4,0
3,601,9,19,4,2006,13,10,0
2,182,4,20,2,2007,12,30,0
4,15228,6,10,8,2006,23,30,0
4,1914,10,14,7,2011,2,5,0
1,872,2,1,9,2008,10,21,0
6,7441,7,5,4,2003,15,20,0
7,346,1,14,7,2013,17,38,0
5,5474,4,5,10,2012,14,55,0
6,323,9,24,3,2012,11,6,0
3,3618,2,24,11,2004,0,1,0
1,6598,3,16,2,2009,22,0,0
4,2120,3,12,1,2006,18,45,0
7,9015,9,7,9,2003,22,30,0
6,220,4,7,4,2007,21,50,0
4,6529,6,29,7,2010,13,15,0
7,2614,8,2,11,2008,19,44,0
1,2242,2,3,3,2014,21,30,0
6,1263,2,28,12,2013,22,0,0
2,756,3,13,12,2011,11,35,0
3,6214,1,26,6,2013,10,0,0
5,716,5,6,3,2015,16,0,0
7,2775,1,21,10,2012,14,48,0
1,3808,9,31,10,2011,9,0,0
1,7008,1,7,7,2003,13,0,0
7,6098,9,16,11,2014,15,30,0
6,349,2,29,11,2014,8,51,0
2,6004,6,5,9,2006,16,0,0
1,2862,10,10,5,2004,10,50,0
5,1012,4,2,11,2007,2,0,0
3,6230,5,5,4,2006,9,0,0
7,21770,1,18,4,2004,20,45,0
5,283,10,20,2,2015,8,0,0
3,1220,10,4,5,2005,11,20,0
3,125,2,2,5,2012,22,46,0
7,8281,8,16,1,2005,4,36,0
5,1524,3,14,7,2006,15,22,0
1,6035,3,3,3,2014,17,46,0
6,11345,7,6,10,2012,22,10,0
6,7944,1,9,3,2013,1,30,0
6,501,4,20,9,2008,12,0,0
2,2545,4,15,11,2005,23,5,0
7,2692,5,21,3,2004,22,0,0
1,977,1,22,8,2011,17,30,0
5,2576,5,2,4,2004,9,37,0
4,8887,5,11,1,2007,17,10,0
6,343,4,23,8,2008,18,0,0
2,2573,5,16,11,2010,0,10,0
5,3150,3,23,1,2015,2,58,0
1,19790,3,4,2,2008,18,17,0
6,435,10,8,3,2003,9,42,0
6,1419,2,25,12,2004,3,0,0
5,817,2,10,9,2010,13,30,0
5,5448,9,4,4,2003,22,57,0
2,4402,4,25,7,2006,22,0,0
7,16783,8,16,12,2012,21,50,0
4,14851,9,27,7,2006,10,30,0
6,5367,5,6,10,2007,13,19,0
1,4214,10,30,3,2015,19,0,0
1,8097,3,8,12,2003,19,0,0
6,5986,3,7,2,2009,0,16,0
1,7068,10,19,1,2004,19,22,0
7,643,4,28,8,2011,21,14,0
4,7016,1,14,12,2006,14,0,0
7,347,8,19,6,2011,0,30,0
3,2096,8,29,10,2008,7,25,0
5,2091,2,7,9,2007,19,0,0
1,1701,5,18,2,2013,14,0,0
3,8301,4,4,5,2011,13,41,0
3,21083,9,29,11,2006,19,0,0
6,9698,1,1,11,2014,1,20,0
1,6047,1,31,3,2014,10,35,0
1,20422,8,7,7,2008,15,0,0
4,442,2,5,3,2009,8,21,0
6,3177,8,3,11,2007,5,40,0
5,3800,3,5,11,2010,19,40,0
3,10084,3,14,10,2009,0,1,0
4,14437,9,1,7,2010,12,0,0
5,6991,8,27,6,2003,14,27,0
5,4156,4,9,3,2012,16,0,0
6,3638,2,28,11,2009,22,25,0
4,1453,10,7,4,2005,18,45,0
4,7100,5,3,4,2003,11,39,0
2,16869,5,23,3,2010,12,0,0
6,7299,6,14,6,2008,20,30,0
4,2214,1,22,1,2015,19,30,0
5,814,6,18,4,2014,12,10,0
4,10236,6,7,8,2014,14,18,0
3,359,10,11,7,2007,15,45,0
5,125,2,9,8,2013,12,15,0
5,2257,1,3,6,2005,5,50,0
5,23062,6,16,5,2003,14,0,0
7,7801,9,20,10,2013,8,30,0
6,11530,8,13,6,2009,19,0,0
6,5215,3,10,3,2007,19,25,0
5,2934,3,14,7,2006,11,38,0
2,3154,5,27,6,2006,18,21,0
3,408,2,4,2,2015,21,0,0
1,166,10,1,10,2007,18,20,0
5,11338,1,7,8,2009,11,30,0
6,2888,3,25,3,2006,8,45,0
1,10578,3,19,4,2010,13,15,0
1,1116,2,17,2,2003,17,30,0
6,693,2,6,3,2004,0,20,0
1,4064,8,29,9,2003,17,30,0
1,779,2,23,7,2007,14,0,0
5,1121,10,25,7,2008,17,0,0
1,4020,4,22,7,2013,23,30,0
7,9218,2,6,4,2014,22,45,0
2,15489,3,2,9,2008,22,8,0
1,6811,3,25,12,2006,2,30,0
4,20035,3,19,3,2009,9,45,0
7,323,9,7,9,2014,17,7,0
6,1673,5,1,12,2012,22,30,0
4,6061,5,20,4,2006,5,50,0
4,7953,5,19,8,2004,6,48,0
2,8721,6,3,8,2004,1,29,0
5,343,4,15,6,2007,6,26,0
4,8771,2,20,5,2010,18,52,0
5,1780,4,1,7,2011,0,1,0
6,2563,10,11,2,2006,21,3,0
3,125,2,20,2,2013,16,0,0
1,8311,5,27,5,2013,23,52,0
1,158,2,30,10,2006,16,30,0
6,365,1,24,9,2011,16,56,0
1,213,4,13,6,2005,10,0,0
1,9121,9,29,9,2014,1,0,0
7,3113,4,2,12,2007,1,40,0
7,213,4,4,5,2003,17,16,0
3,125,2,26,12,2012,10,55,0
2,7612,6,26,6,2012,22,28,0
7,10717,6,13,7,2003,22,40,0
5,242,10,4,11,2011,23,0,0
6,505,9,11,8,2012,16,30,0
3,1760,10,27,6,2012,17,19,0
6,1368,2,29,7,2006,23,30,0
1,125,2,5,8,2013,13,30,0
3,1393,10,24,7,2013,14,20,0
1,1914,10,19,9,2011,22,0,0
6,408,2,23,8,2003,17,10,0
7,192,1,19,4,2015,11,45,0
1,1760,10,12,12,2005,14,38,0
1,736,4,29,4,2013,19,25,0
6,2409,2,21,4,2012,21,30,0
1,363,2,11,12,2006,10,30,0
7,1129,4,23,9,2007,23,40,0
6,1039,5,28,12,2013,0,1,0
1,641,2,10,11,2014,18,0,0
2,4930,1,8,7,2014,22,30,0
7,39,3,31,10,2004,16,17,0
4,2270,1,23,9,2010,20,15,0
1,340,6,16,3,2015,7,30,0
6,7119,4,1,1,2011,13,15,0
4,6285,3,16,10,2003,8,0,0
2,3414,10,5,8,2003,21,5,0
7,22449,8,2,5,2004,0,30,0
3,376,2,15,10,2003,22,0,0
2,1588,9,4,3,2014,16,10,0
3,630,1,15,4,2015,2,6,0
4,2395,2,5,5,2005,12,46,0
4,20507,9,10,7,2003,16,0,0
2,10468,3,21,3,2006,14,30,0
2,8116,1,6,9,2005,8,11,0
5,8452,5,16,11,2007,23,45,0
6,10999,7,23,2,2008,3,23,0
4,9935,6,31,5,2012,23,20,0
2,88,2,17,3,2015,11,14,0
3,1808,9,3,9,2008,15,15,0
5,7822,2,26,1,2007,0,1,0
7,15994,7,18,5,2003,2,45,0
7,7659,1,11,2,2007,12,15,0
1,9137,8,12,10,2009,10,50,0
7,9858,5,15,6,2014,14,39,0
4,1494,2,30,4,2015,20,0,0
7,146,10,9,8,2009,14,50,0
6,36,2,23,9,2006,16,30,0
6,2393,8,6,9,2008,12,0,0
2,102,10,27,10,2009,12,30,0
5,2383,5,11,3,2011,18,23,0
2,9486,1,27,7,2010,22,0,0
5,1220,10,26,6,2009,21,0,0
1,17610,9,16,4,2012,12,18,0
6,511,4,25,1,2003,8,39,0
5,105,5,21,3,2003,12,30,0
4,15647,9,6,9,2012,8,0,0
6,3036,8,15,6,2013,20,0,0
4,435,10,28,7,2011,21,33,0
7,14223,7,16,1,2005,19,36,0
1,2811,1,26,12,2011,12,16,0
5,5054,2,25,1,2013,22,0,0
5,7366,2,2,6,2006,8,10,0
1,1804,5,12,11,2007,18,0,0
4,5044,9,18,11,2010,15,55,0
3,12724,5,3,9,2003,20,0,0
5,10002,6,6,5,2011,11,0,0
1,12703,3,27,9,2004,19,0,0
5,523,5,10,3,2006,21,0,0
3,3849,5,29,10,2014,20,0,0
4,5269,6,22,4,2010,16,0,0
1,9901,1,19,1,2009,3,0,0
1,280,3,11,6,2012,21,45,0
6,16022,4,20,4,2013,13,0,0
7,6574,9,7,9,2014,11,35,0
6,3753,6,14,6,2003,9,30,0
6,12558,8,13,3,2010,20,0,0
6,2353,5,4,10,2003,10,0,0
7,3396,10,17,1,2010,1,42,0
6,2622,2,31,12,2005,19,0,0
6,125,2,26,6,2004,6,30,0
6,83,2,7,4,2007,21,55,0
5,5911,8,16,12,2011,1,50,0
6,2450,3,22,9,2007,18,31,0
2,15940,3,22,3,2005,19,51,0
5,3131,10,8,8,2014,2,30,0
5,125,2,30,7,2010,10,0,0
5,1245,10,14,7,2006,16,47,0
7,11882,9,23,4,2006,20,36,0
4,4576,6,16,6,2011,11,51,0
4,10994,8,20,3,2003,8,40,0
1,11901,9,21,7,2014,7,30,0
4,15863,5,13,6,2013,17,0,0
7,2622,2,10,8,2008,2,53,0
4,16177,7,29,12,2005,12,0,0
7,6031,3,16,11,2003,19,30,0
7,125,2,23,10,2005,21,0,0
2,1808,9,11,11,2003,14,0,0
3,4676,4,21,4,2010,15,15,0
2,445,2,3,5,2005,8,58,0
2,12695,8,27,5,2014,17,0,0
1,125,2,1,10,2007,14,10,0
6,1061,4,12,3,2011,0,40,0
7,5190,1,12,7,2009,18,20,0
2,7942,5,27,11,2012,12,0,0
1,77,10,30,4,2007,23,19,0
4,6408,9,7,9,2006,9,10,0
1,9112,5,20,8,2007,12,0,0
1,14490,9,4,4,2005,15,0,0
4,1351,8,10,2,2005,9,0,0
3,7103,4,18,4,2007,11,15,0
5,568,4,8,8,2003,20,30,0
6,408,2,11,3,2006,9,30,0
5,1502,2,24,8,2007,21,30,0
3,3063,5,10,7,2013,8,0,0
4,9194,3,9,1,2014,15,30,0
4,213,4,29,4,2004,20,13,0
6,1135,4,4,4,2015,1,45,0
5,359,10,13,11,2009,16,19,0
1,4354,7,10,12,2012,20,57,0
7,1877,1,25,1,2015,10,30,0
4,8181,4,5,4,2007,1,55,0
2,11404,6,22,3,2005,19,30,0
1,1682,8,18,8,2014,5,35,0
6,8101,4,17,12,2011,0,1,0
5,3893,8,13,12,2013,10,13,0
7,11995,9,18,6,2006,21,0,0
1,6083,2,27,6,2005,13,30,0
2,1924,1,28,4,2015,18,0,0
3,4109,7,19,3,2014,19,45,0
7,2563,10,21,9,2014,8,0,0
6,5198,3,21,5,2011,13,30,0
2,2283,5,5,8,2008,21,0,0
1,1254,2,20,7,2009,10,0,0
1,6193,2,1,4,2013,18,0,0
5,361,2,1,5,2009,2,15,0
2,3120,7,6,3,2012,12,0,0
1,11114,7,1,9,2014,23,0,0
4,2678,8,30,12,2010,5,41,0
6,5107,10,9,8,2008,8,0,0
2,9851,6,13,5,2014,13,2,0
7,1453,10,21,3,2004,0,1,0
7,10424,3,4,5,2014,7,56,0
1,10565,9,21,3,2005,12,0,0
1,10252,6,3,5,2010,13,5,0
6,128,8,16,6,2007,20,2,0
6,125,2,17,5,2014,10,30,0
7,6575,8,8,2,2015,14,0,0
3,14253,7,4,9,2013,17,0,0
5,802,4,13,6,2014,9,0,0
3,8735,1,19,9,2012,0,1,0
7,1585,8,1,6,2003,21,30,0
4,105,5,11,1,2007,14,30,0
2,15098,1,2,10,2012,15,30,0
6,1296,2,7,4,2012,22,45,0
5,8493,6,7,5,2010,0,24,0
2,1792,2,15,9,2009,23,5,0
4,1695,3,9,8,2007,2,0,0
1,15925,8,16,10,2006,16,30,0
2,125,2,30,4,2013,16,39,0
4,3376,10,28,11,2013,19,4,0
6,322,5,15,6,2013,20,0,0
3,2436,5,26,1,2005,18,0,0
2,1777,5,31,5,2005,12,17,0
6,1954,10,15,11,2014,22,8,0
2,1192,9,1,4,2014,20,30,0
2,554,10,14,11,2006,9,47,0
2,3647,1,22,1,2013,10,30,0
5,3586,1,21,3,2014,15,0,0
5,9734,5,4,4,2003,16,25,0
5,4195,1,25,6,2004,15,5,0
2,9950,4,29,10,2013,15,39,0
5,3785,4,30,6,2006,16,0,0
6,4798,3,6,4,2013,0,1,0
7,5178,9,2,12,2007,1,22,0
4,772,10,5,3,2015,18,0,0
3,1780,4,29,4,2015,12,15,0
5,21943,8,19,3,2004,10,31,0
4,554,10,17,9,2009,14,30,0
1,8278,4,18,10,2010,20,20,0
2,3713,8,21,8,2012,11,0,0
1,70,10,18,8,2008,17,30,0
7,8472,5,31,10,2004,13,30,0
1,538,8,11,10,2004,13,28,0
4,3654,8,22,2,2007,12,0,0
5,2840,2,23,8,2013,19,0,0
5,490,2,3,10,2008,8,30,0
5,434,6,9,1,2009,14,0,0
7,10286,4,27,7,2008,0,46,0
5,98,4,22,8,2003,14,53,0
1,964,3,24,11,2003,0,30,0
1,278,8,29,9,2003,21,47,0
7,2182,8,22,3,2015,10,0,0
7,1091,10,28,2,2010,23,0,0
1,1666,6,20,12,2004,17,0,0
4,2101,1,15,11,2007,8,58,0
3,5697,9,25,6,2003,0,30,0
5,14039,3,23,3,2012,10,15,0
7,2342,5,19,4,2015,11,0,0
