"day","address","location","date","month","year","hour","min","LIQUORLAWS"
6,853,2,10,1,2015,15,8,0
6,1583,4,22,10,2011,23,0,0
5,3900,5,2,5,2008,18,0,0
1,744,10,20,12,2004,14,35,0
7,2424,2,15,12,2013,5,35,0
1,5111,4,1,9,2003,12,0,0
5,11693,1,6,10,2006,12,30,0
1,125,2,22,11,2004,15,0,0
5,5430,8,16,5,2008,17,0,0
7,157,5,27,6,2004,16,15,0
2,2490,3,20,8,2013,15,45,0
2,8228,9,10,6,2003,0,1,0
6,5306,7,7,2,2009,23,0,0
6,8104,5,5,9,2009,22,10,0
5,125,2,15,1,2010,17,0,0
6,821,10,7,5,2011,13,45,0
1,2732,2,28,11,2011,11,20,0
7,5900,7,28,11,2004,12,0,0
2,2821,2,7,3,2006,14,30,0
2,2887,2,5,8,2008,6,55,0
3,392,4,21,1,2004,18,0,0
5,6287,4,7,5,2010,1,22,0
4,1585,8,8,1,2015,21,9,0
2,2479,8,22,7,2003,9,0,0
2,2178,6,16,4,2013,21,30,0
4,4178,10,14,12,2006,16,38,0
4,125,2,11,1,2007,0,1,0
6,2467,6,11,1,2014,14,13,0
7,6086,1,21,3,2004,3,50,0
6,3567,6,10,9,2005,23,33,0
3,1536,6,8,9,2010,16,30,0
6,2620,5,22,3,2008,20,35,0
6,2593,2,15,1,2011,3,45,0
5,9205,8,20,4,2007,12,20,0
4,6249,8,25,1,2007,17,0,0
5,1351,8,24,1,2014,9,0,0
5,872,2,3,9,2004,13,45,0
2,468,2,14,10,2008,9,56,0
2,2765,5,24,11,2009,21,0,0
4,2868,7,2,10,2014,9,45,0
2,303,8,27,5,2008,5,0,0
2,9488,8,31,8,2004,22,0,0
2,1091,10,1,5,2007,15,43,0
6,4807,5,29,11,2008,23,30,0
3,6986,7,10,7,2013,15,55,0
2,11070,5,5,8,2014,13,24,0
2,15180,3,17,9,2013,22,30,0
2,1056,2,20,2,2007,18,30,0
7,1203,2,24,2,2008,17,0,0
7,1526,7,14,2,2010,7,0,0
7,10606,8,28,3,2010,12,0,0
6,13560,8,28,7,2007,12,25,0
7,14985,8,20,11,2005,12,20,0
6,5971,4,6,10,2012,8,43,0
3,15,10,20,8,2003,22,46,0
1,6355,5,27,6,2005,1,0,0
1,7352,8,1,10,2007,10,0,0
2,125,2,24,8,2010,18,0,0
7,5985,3,17,6,2012,12,35,0
3,652,2,24,1,2007,8,45,0
4,2680,4,22,9,2011,11,46,0
2,5413,6,14,10,2014,19,30,0
2,7179,1,8,2,2011,8,25,0
2,12650,2,20,2,2007,18,36,0
2,4388,10,6,1,2004,12,10,0
4,83,2,12,1,2012,11,29,0
7,21792,3,12,1,2003,14,17,0
7,3396,10,2,6,2013,7,45,0
6,1413,3,18,10,2014,13,20,0
4,408,2,21,4,2011,20,24,0
4,10839,9,8,9,2011,2,58,0
5,15225,8,6,3,2009,12,14,0
4,125,2,11,7,2013,8,0,0
2,511,4,5,4,2011,5,30,0
4,125,2,19,9,2013,12,20,0
5,2954,8,16,12,2005,9,0,0
3,1304,5,7,1,2015,19,9,0
6,2718,6,24,8,2013,15,58,0
7,847,5,17,7,2005,12,0,0
4,3329,10,16,12,2010,9,30,0
4,125,2,26,7,2007,9,40,0
6,957,2,31,5,2008,15,0,0
6,3902,5,6,4,2013,12,0,0
7,3288,8,2,6,2013,18,31,0
4,5671,8,18,9,2014,17,50,0
3,22162,5,20,8,2003,2,15,0
3,2041,10,4,3,2015,14,30,0
5,1654,8,13,7,2007,2,56,0
4,501,4,19,2,2009,13,20,0
7,8223,2,3,11,2013,22,7,0
7,15445,6,11,8,2013,14,52,0
5,918,9,8,2,2013,21,30,0
7,6273,2,23,4,2006,10,25,0
1,2439,2,18,8,2008,11,0,0
7,2058,1,8,2,2009,16,35,0
2,19694,4,9,8,2005,23,0,0
3,268,1,13,6,2012,1,0,0
7,4815,3,25,8,2013,19,5,0
1,5374,7,10,11,2014,1,57,0
3,7747,7,7,8,2013,14,40,0
7,15845,4,30,12,2007,19,0,0
2,772,10,17,3,2009,8,45,0
3,16183,7,4,4,2012,21,12,0
4,3668,2,20,3,2014,18,0,0
4,9902,8,13,1,2005,14,0,0
2,752,9,1,5,2012,12,0,0
3,2236,4,11,11,2009,14,46,0
3,13105,9,7,2,2007,23,17,0
2,6167,5,13,5,2008,15,22,0
1,403,7,10,11,2014,12,37,0
2,957,2,5,4,2011,10,0,0
7,14480,7,16,12,2012,23,0,0
4,64,4,19,3,2015,17,30,0
5,13,3,11,3,2011,14,30,0
4,7332,5,16,6,2005,1,30,0
4,583,4,20,10,2005,14,0,0
5,9221,9,1,6,2007,16,19,0
1,7331,2,31,3,2003,8,5,0
3,7866,6,7,1,2009,10,30,0
7,144,4,6,11,2011,18,18,0
5,9302,4,4,4,2008,23,30,0
3,125,2,18,2,2004,13,30,0
5,1090,4,9,1,2015,15,45,0
2,944,1,14,10,2008,1,6,0
6,3796,3,5,4,2003,19,43,0
6,1630,7,11,1,2014,11,30,0
3,15021,3,30,11,2005,7,0,0
5,3041,7,23,1,2015,13,0,0
6,6913,3,8,8,2009,15,24,0
7,13122,4,26,2,2012,18,0,0
3,9889,5,4,4,2007,6,51,0
3,3973,4,18,8,2004,20,0,0
1,7820,3,4,8,2014,21,25,0
5,10148,9,31,5,2013,9,15,0
7,2420,8,12,9,2010,11,0,0
3,4991,4,16,5,2012,10,5,0
6,6009,3,21,2,2004,12,45,0
3,147,5,7,4,2010,12,0,0
7,3548,3,23,10,2005,21,0,0
3,400,3,5,9,2012,9,20,0
1,3504,2,11,11,2013,17,0,0
5,408,2,19,4,2013,13,5,0
4,16380,8,7,3,2013,22,44,0
1,14677,3,7,3,2011,15,0,0
6,3719,5,15,12,2007,7,45,0
2,653,10,26,12,2006,21,50,0
2,6104,6,18,2,2003,17,0,0
1,114,8,17,9,2007,22,19,0
6,4298,10,26,1,2008,2,46,0
7,744,10,8,5,2005,0,9,0
1,408,2,18,3,2013,12,22,0
2,1052,4,18,3,2014,8,17,0
4,1899,5,1,11,2007,1,0,0
1,7599,6,12,11,2012,23,30,0
1,501,4,21,12,2009,9,28,0
4,1620,10,26,6,2014,17,18,0
5,25,9,7,5,2010,12,5,0
1,229,5,4,4,2005,21,5,0
2,3374,7,6,9,2011,20,21,0
3,2586,2,17,10,2007,14,0,0
4,4815,3,7,4,2005,9,33,0
3,5245,10,12,11,2008,9,0,0
3,7946,8,19,3,2008,9,0,0
7,772,10,13,8,2006,19,19,0
5,12576,3,7,3,2008,17,32,0
5,15940,3,30,4,2004,15,0,0
5,5956,8,21,8,2009,0,1,0
1,3893,8,14,5,2007,21,7,0
1,14314,5,27,5,2013,2,7,0
6,4547,5,21,4,2012,13,0,0
5,4804,5,22,9,2006,19,51,0
2,2609,2,18,2,2003,14,30,0
2,1553,4,26,5,2009,11,9,0
6,554,10,11,8,2012,18,19,0
5,8313,2,7,3,2003,20,39,0
3,125,2,4,5,2005,8,0,0
4,125,2,27,12,2007,19,45,0
5,3808,9,15,1,2010,7,10,0
6,3677,2,23,9,2006,15,30,0
3,93,7,16,11,2005,6,15,0
6,4161,2,31,12,2011,14,0,0
7,10917,5,7,9,2014,2,42,0
6,1510,4,16,6,2007,8,0,0
4,6471,6,24,3,2011,19,35,0
2,1510,4,22,12,2009,0,30,0
5,3389,5,2,6,2006,19,30,0
6,6236,4,28,6,2008,23,28,0
3,14556,9,8,8,2012,19,0,0
3,1429,10,1,6,2011,4,0,0
2,83,2,5,4,2011,14,20,0
5,125,2,26,8,2011,12,45,0
5,10347,9,27,6,2008,21,50,0
2,729,4,26,10,2004,1,0,0
3,5692,3,11,6,2014,9,1,0
3,22082,9,22,1,2003,8,0,0
6,3330,7,9,4,2011,17,7,0
7,500,1,28,8,2005,19,30,0
5,2811,1,11,3,2011,11,37,0
7,1428,3,1,1,2006,1,5,0
7,6680,7,4,5,2008,19,0,0
5,847,5,3,4,2009,16,51,0
4,281,4,9,8,2012,4,2,0
1,3406,1,20,2,2006,1,12,0
5,2883,5,24,2,2012,19,50,0
3,6921,5,14,4,2004,23,0,0
1,125,2,24,6,2013,17,0,0
3,2951,8,14,11,2007,11,0,0
1,4050,8,5,2,2007,17,52,0
1,10089,9,21,6,2004,12,15,0
5,6767,7,8,2,2013,12,10,0
3,14671,9,25,7,2012,18,0,0
2,1161,4,22,6,2004,22,15,0
6,8531,8,11,9,2010,22,28,0
7,1656,4,26,1,2014,22,16,0
2,5054,2,1,9,2009,9,20,0
3,6251,9,19,2,2003,22,30,0
2,1324,8,18,3,2003,11,0,0
3,88,2,16,11,2005,10,20,0
4,13,3,28,10,2004,21,0,0
2,5107,10,27,7,2010,12,56,0
3,4155,8,25,6,2014,11,39,0
1,2484,10,16,2,2015,14,28,0
6,772,10,18,10,2003,10,40,0
4,2617,1,8,1,2004,17,25,0
2,125,2,10,1,2006,16,30,0
5,7716,1,19,4,2013,9,20,0
5,7515,1,2,5,2003,18,38,0
7,408,2,4,5,2014,0,1,0
4,1700,2,16,4,2015,22,0,0
7,21332,9,31,7,2005,6,41,0
6,125,2,17,5,2014,20,30,0
5,538,8,16,7,2010,23,50,0
1,1780,4,1,5,2006,3,30,0
4,125,2,1,11,2012,21,6,0
6,7848,3,16,7,2011,21,53,0
7,83,2,6,5,2012,10,42,0
3,2251,5,28,7,2010,3,23,0
2,468,2,16,9,2014,11,56,0
1,1752,3,27,11,2006,21,0,0
2,125,2,4,2,2014,15,0,0
2,3376,10,7,9,2010,19,33,0
5,7026,9,31,12,2010,17,30,0
4,427,2,1,5,2008,1,0,0
6,1800,1,12,3,2011,12,0,0
2,354,10,4,9,2007,17,55,0
6,125,2,26,6,2004,21,0,0
5,501,4,16,10,2009,13,44,0
5,1912,1,19,9,2014,10,0,0
5,3636,5,15,7,2005,15,15,0
2,3152,3,7,7,2009,6,0,0
3,232,4,13,5,2015,8,10,0
1,1220,10,22,11,2004,15,20,0
6,999,1,11,2,2006,12,40,0
1,9729,7,12,4,2004,13,31,0
2,13196,5,28,6,2011,8,0,0
4,716,5,26,6,2014,16,30,0
5,90,5,26,12,2014,11,0,0
2,3078,9,10,11,2009,10,0,0
5,4892,4,1,7,2011,0,1,0
3,3688,10,15,10,2014,10,50,0
3,2916,1,21,1,2004,20,30,0
2,1164,1,23,12,2014,12,0,0
1,4494,3,1,5,2006,17,35,0
2,3991,8,13,5,2003,21,46,0
2,3855,5,10,6,2014,10,30,0
3,2655,1,18,9,2013,11,56,0
1,19522,7,26,5,2008,23,0,0
1,6787,3,22,1,2007,15,30,0
5,539,1,12,7,2013,23,10,0
7,1139,1,6,5,2007,18,0,0
4,13796,3,13,1,2011,12,15,0
5,359,10,20,5,2011,12,40,0
3,138,10,18,9,2013,14,14,0
2,213,4,31,5,2011,14,30,0
2,2050,6,1,5,2007,0,1,0
1,3516,10,9,11,2009,20,0,0
5,12380,9,27,6,2003,23,0,0
3,8252,5,20,4,2005,12,0,0
7,927,1,1,1,2006,17,20,0
2,3056,8,14,4,2015,23,30,0
3,3402,8,4,5,2005,9,0,0
4,2270,1,28,10,2004,14,0,0
2,13968,6,12,1,2010,21,30,0
5,872,2,16,4,2004,7,55,0
2,125,2,29,10,2013,18,6,0
3,559,6,20,8,2003,12,11,0
5,9062,6,24,2,2012,21,0,0
2,501,4,5,2,2008,21,48,0
3,1717,2,23,1,2013,21,50,0
7,14241,8,5,6,2011,0,59,0
5,1042,3,7,2,2003,7,30,0
7,4817,3,17,1,2010,5,0,0
7,3459,2,11,8,2013,13,21,0
3,1095,5,20,8,2003,9,0,0
6,2241,4,7,10,2006,0,30,0
4,1115,1,11,12,2008,12,0,0
7,166,10,27,2,2011,18,0,0
1,366,10,5,3,2007,6,30,0
7,1428,3,27,1,2008,9,45,0
3,12992,3,3,10,2012,22,0,0
6,927,1,28,7,2012,1,0,0
3,2670,2,28,10,2009,11,0,0
5,8839,4,8,3,2013,19,30,0
4,641,2,6,4,2006,14,50,0
1,11301,6,13,5,2013,21,0,0
6,5757,6,29,7,2006,20,0,0
3,8714,8,6,2,2013,12,30,0
7,4806,9,29,1,2006,20,44,0
2,1381,6,4,10,2005,1,0,0
5,3259,1,7,2,2014,17,59,0
3,5893,9,26,1,2011,23,0,0
4,435,10,20,10,2005,15,0,0
5,4784,8,27,6,2008,13,0,0
6,957,2,12,12,2009,10,14,0
3,363,2,7,4,2010,13,13,0
3,19663,3,17,9,2008,0,1,0
2,458,6,25,7,2006,18,14,0
3,5590,4,4,3,2015,17,14,0
4,835,7,20,3,2014,11,0,0
5,182,4,9,2,2007,1,39,0
7,1615,2,21,9,2008,0,30,0
1,821,10,9,12,2013,20,11,0
1,458,6,26,5,2003,19,3,0
1,4228,8,30,3,2015,18,0,0
1,518,10,26,12,2005,11,43,0
7,599,9,30,1,2005,18,50,0
6,13484,2,16,5,2009,12,30,0
5,2251,5,2,4,2004,3,42,0
5,125,2,28,1,2005,8,50,0
2,421,1,18,3,2014,22,0,0
4,8909,5,5,5,2005,18,59,0
3,1817,9,8,8,2012,8,0,0
1,2622,2,12,11,2007,23,50,0
5,13942,1,7,2,2014,10,0,0
2,125,2,5,10,2010,12,45,0
3,3115,9,21,8,2013,0,25,0
6,16573,7,8,3,2003,14,0,0
4,3301,2,5,2,2004,11,0,0
3,7777,8,6,2,2008,19,30,0
6,6798,4,10,3,2012,8,1,0
3,9534,4,17,10,2007,8,16,0
1,21765,9,3,3,2003,18,0,0
1,39,3,11,11,2013,12,28,0
3,10657,3,26,5,2004,12,0,0
5,11786,4,16,7,2010,1,45,0
4,7774,7,2,10,2008,21,0,0
3,4031,3,3,9,2008,9,36,0
7,8867,7,5,10,2014,15,0,0
1,1303,2,22,7,2013,7,8,0
5,3172,5,27,11,2009,0,1,0
6,2411,9,18,4,2015,22,35,0
5,755,4,22,4,2005,8,30,0
1,408,2,5,1,2004,13,30,0
2,1792,2,17,2,2009,19,0,0
6,2955,3,12,1,2013,11,0,0
4,7304,9,12,1,2012,18,0,0
1,408,2,8,12,2008,19,20,0
1,4733,8,15,9,2008,11,36,0
5,3351,4,16,4,2004,17,0,0
6,11570,6,14,1,2012,18,20,0
1,744,10,6,7,2009,7,9,0
3,1431,10,11,7,2007,13,24,0
4,18,10,27,5,2004,19,0,0
7,11,10,21,9,2008,16,49,0
5,1150,2,13,1,2006,13,59,0
2,11943,1,29,11,2005,15,0,0
4,7885,1,21,3,2013,17,20,0
2,5907,7,11,12,2007,17,30,0
6,9327,8,29,1,2005,0,5,0
1,2340,3,16,3,2009,21,8,0
5,3081,2,6,3,2015,21,0,0
2,22449,8,29,4,2003,0,1,0
4,1154,9,19,2,2004,16,0,0
4,511,4,9,9,2010,5,40,0
4,125,2,5,9,2013,10,0,0
3,3794,3,6,8,2014,12,23,0
5,2561,2,29,5,2009,8,30,0
4,2842,10,16,4,2009,17,22,0
7,7040,8,22,4,2012,9,56,0
3,2842,10,24,6,2009,18,33,0
4,5616,2,12,12,2013,19,0,0
4,8736,8,8,3,2007,10,0,0
7,83,2,28,2,2010,12,9,0
4,9545,6,8,3,2007,23,36,0
6,2715,6,4,11,2006,13,0,0
5,2144,5,25,7,2008,16,47,0
6,2714,2,21,8,2004,11,30,0
1,2720,10,31,10,2011,5,51,0
6,1095,5,17,4,2004,1,38,0
2,146,10,3,3,2015,0,42,0
7,10579,9,4,5,2003,22,0,0
6,27,5,18,5,2013,13,20,0
1,1429,10,12,7,2010,21,55,0
3,1062,5,2,5,2007,13,0,0
2,349,2,3,9,2013,16,25,0
3,5829,3,1,6,2005,9,0,0
2,4474,1,26,7,2005,1,0,0
5,2186,8,27,8,2010,20,30,0
2,548,10,16,9,2008,13,8,0
2,9627,7,28,12,2010,22,0,0
2,511,4,16,10,2012,13,0,0
4,872,2,20,3,2003,13,0,0
5,5154,3,28,5,2004,19,0,0
5,6166,2,28,1,2011,3,30,0
7,9111,4,4,4,2004,14,0,0
2,2214,1,1,4,2008,20,25,0
1,1358,6,11,6,2007,21,45,0
6,12552,6,10,4,2010,16,0,0
6,9494,2,26,1,2008,15,30,0
2,2868,7,26,10,2004,14,50,0
3,5206,5,3,9,2014,13,30,0
7,408,2,21,5,2006,10,10,0
5,7172,1,3,6,2011,16,0,0
6,1192,9,29,5,2004,17,40,0
4,777,3,18,9,2003,8,30,0
1,4024,8,27,6,2011,23,0,0
3,18758,1,20,8,2003,0,50,0
6,6650,9,26,1,2008,8,0,0
2,22,10,27,6,2006,7,40,0
1,1525,4,23,6,2003,12,48,0
4,8709,5,28,6,2007,13,20,0
1,17318,7,3,9,2012,8,0,0
5,5077,9,24,2,2012,16,0,0
6,2077,4,7,2,2004,17,57,0
2,947,2,7,1,2014,10,15,0
3,927,1,18,2,2009,18,33,0
2,67,4,2,9,2008,21,0,0
6,1826,7,20,11,2010,18,14,0
5,78,9,13,6,2008,12,32,0
4,451,2,29,5,2003,23,1,0
7,2829,8,23,9,2007,18,0,0
6,4340,1,15,11,2008,10,0,0
5,2074,5,2,11,2012,2,0,0
3,6222,9,24,11,2004,12,50,0
1,6671,4,16,2,2004,19,53,0
6,9161,2,3,5,2008,22,0,0
7,1330,6,7,4,2013,8,39,0
6,3987,9,21,2,2004,23,24,0
7,4981,9,22,4,2007,23,0,0
1,2330,4,16,3,2015,3,55,0
1,1515,5,19,4,2010,7,55,0
2,757,3,24,1,2012,8,47,0
3,213,4,15,5,2013,20,21,0
2,9376,4,27,5,2008,6,0,0
2,6811,3,11,7,2006,8,47,0
6,600,3,17,11,2012,22,0,0
2,7415,4,8,8,2006,12,0,0
4,1760,10,14,7,2005,22,51,0
3,2414,3,5,4,2006,14,29,0
4,4497,5,2,4,2009,21,47,0
1,17247,1,6,1,2003,8,0,0
6,2221,9,24,1,2009,17,0,0
4,10220,9,28,1,2010,16,0,0
4,870,4,19,9,2013,18,53,0
1,3774,2,5,3,2012,8,5,0
7,392,4,21,4,2013,2,4,0
7,3629,4,23,4,2006,4,12,0
6,12830,4,8,9,2012,9,45,0
5,682,10,27,11,2009,14,3,0
7,10971,6,3,5,2009,7,42,0
3,213,4,6,4,2011,13,0,0
5,1447,9,21,9,2012,21,0,0
7,3991,8,21,11,2010,14,45,0
7,282,6,22,3,2015,16,30,0
7,907,6,20,4,2014,14,0,0
5,3334,5,21,2,2014,11,23,0
6,12348,8,21,2,2004,5,30,0
5,1224,1,24,1,2014,20,34,0
6,665,3,17,7,2010,17,47,0
4,2127,5,8,4,2010,23,30,0
1,3376,10,10,12,2012,16,45,0
6,213,4,25,2,2006,10,15,0
4,5825,9,5,8,2004,11,0,0
5,8633,9,6,5,2005,17,0,0
7,5090,3,13,12,2009,21,20,0
7,7529,4,24,10,2010,2,1,0
3,1091,10,18,5,2005,16,55,0
3,3976,4,16,11,2011,7,0,0
6,771,1,10,9,2011,0,1,0
5,8027,8,3,11,2006,18,0,0
4,131,1,8,8,2013,13,32,0
3,93,7,13,1,2010,12,51,0
2,2904,2,28,5,2013,10,15,0
3,323,9,26,6,2013,17,45,0
2,18615,3,5,2,2008,23,58,0
3,22465,8,28,4,2004,16,15,0
6,9863,5,23,4,2011,23,0,0
1,10522,2,8,8,2005,8,25,0
5,8633,9,6,5,2005,17,0,0
7,16353,3,22,5,2005,16,45,0
7,461,9,26,9,2010,9,0,0
2,2968,3,4,3,2008,23,0,0
6,18244,6,1,11,2008,18,55,0
6,3990,3,17,10,2009,19,30,0
3,14446,2,7,3,2012,13,50,0
7,11505,6,9,9,2012,23,0,0
7,21763,7,5,10,2003,16,30,0
2,7351,4,10,7,2007,10,45,0
6,9151,4,29,12,2007,18,23,0
2,15165,3,1,11,2011,20,55,0
4,1927,1,9,12,2004,16,0,0
5,223,10,16,6,2006,12,0,0
6,779,2,11,3,2006,10,0,0
4,2325,5,15,11,2007,18,30,0
5,52,5,29,10,2004,10,0,0
7,2372,5,28,12,2003,22,35,0
6,2314,1,26,7,2003,14,30,0
5,15704,8,7,4,2006,10,14,0
5,1920,5,20,2,2009,16,30,0
7,10291,1,30,1,2005,19,35,0
1,408,2,16,10,2006,20,45,0
4,10085,3,30,6,2005,23,30,0
5,2236,4,12,7,2013,20,15,0
7,1121,10,10,2,2008,12,10,0
3,4415,5,15,6,2005,20,15,0
1,467,1,15,10,2007,0,1,0
4,5727,9,11,8,2005,19,0,0
4,821,10,25,8,2011,10,0,0
1,2189,8,19,9,2011,10,55,0
3,779,2,14,6,2006,12,0,0
3,12388,3,10,3,2010,6,40,0
4,1757,3,17,11,2011,22,50,0
2,8266,7,1,6,2010,12,0,0
7,6271,7,18,5,2008,19,0,0
7,7478,3,9,3,2008,17,16,0
6,939,5,25,8,2012,12,54,0
6,3898,2,19,6,2010,23,30,0
2,6437,6,6,1,2015,16,45,0
5,1113,4,23,9,2011,23,0,0
6,407,5,21,4,2012,21,49,0
3,39,3,29,9,2004,18,43,0
3,939,5,12,11,2008,12,57,0
2,1076,5,22,8,2006,13,30,0
3,788,2,13,1,2010,20,30,0
1,13,3,2,2,2015,0,1,0
4,1099,2,20,9,2012,19,0,0
5,18719,9,8,4,2011,12,0,0
1,4140,10,15,9,2003,15,0,0
2,2246,8,27,6,2006,7,0,0
1,21765,9,29,9,2003,9,0,0
4,3353,6,2,5,2013,9,28,0
6,125,2,10,1,2009,19,0,0
7,14067,7,8,5,2005,22,30,0
7,7039,5,4,4,2004,22,11,0
7,1095,5,19,6,2005,21,30,0
4,6146,6,25,8,2005,16,0,0
3,3792,3,16,10,2013,20,38,0
2,3563,8,6,2,2007,20,0,0
7,12297,9,13,8,2006,6,30,0
4,2534,4,23,1,2003,21,30,0
6,5339,4,18,12,2010,21,39,0
4,16923,7,13,11,2008,12,30,0
1,2612,2,1,5,2006,18,30,0
3,9244,3,1,6,2005,0,1,0
6,1215,6,2,5,2015,2,30,0
5,2341,5,17,6,2005,17,0,0
7,8636,2,14,7,2013,9,48,0
6,17077,2,27,2,2010,14,0,0
2,813,6,4,3,2014,23,0,0
4,3172,5,29,11,2012,19,0,0
1,9977,2,4,4,2005,9,30,0
6,765,3,15,12,2012,1,2,0
2,456,1,26,12,2006,11,53,0
5,301,2,29,6,2007,9,51,0
2,733,4,20,8,2013,2,0,0
5,9022,9,20,4,2012,14,55,0
5,643,4,11,3,2011,12,0,0
7,4250,3,16,11,2014,0,1,0
1,7702,5,10,11,2014,12,0,0
1,435,10,14,4,2003,17,25,0
5,5617,9,25,1,2013,14,24,0
1,653,10,30,9,2013,12,0,0
4,13557,3,13,11,2008,21,0,0
6,5658,5,13,12,2014,17,0,0
7,29,5,5,4,2015,1,5,0
2,1950,2,12,7,2011,19,55,0
3,8511,1,9,7,2008,5,10,0
7,771,1,6,5,2012,1,40,0
1,4777,4,31,3,2008,21,0,0
3,559,6,27,12,2006,17,40,0
7,3340,4,25,2,2007,22,26,0
5,5189,2,30,12,2005,9,45,0
1,346,1,12,5,2003,13,59,0
7,10608,4,13,7,2003,12,30,0
3,14851,9,12,11,2003,8,30,0
5,9719,4,2,5,2003,8,30,0
3,93,7,25,7,2007,14,35,0
4,12415,4,31,10,2013,23,34,0
4,259,5,27,12,2012,6,50,0
2,2570,3,10,7,2012,19,55,0
4,1121,10,21,3,2013,5,30,0
6,11667,3,14,11,2009,23,45,0
2,12927,1,1,5,2007,14,7,0
6,1460,3,11,8,2012,15,55,0
3,22172,4,4,8,2004,20,30,0
1,2393,8,8,12,2008,17,2,0
7,81,3,20,4,2003,2,0,0
2,16715,7,19,2,2008,11,16,0
7,386,2,27,8,2006,22,0,0
5,2899,8,13,7,2012,6,0,0
4,4548,7,10,3,2005,2,8,0
4,538,8,22,9,2011,17,0,0
6,4994,4,14,12,2013,19,30,0
6,125,2,24,1,2015,2,29,0
6,6815,6,20,9,2003,18,30,0
3,2069,4,19,10,2011,8,0,0
7,27,5,7,9,2008,13,44,0
7,9414,6,26,7,2009,20,0,0
1,646,6,28,5,2007,8,30,0
5,7116,6,19,3,2004,17,20,0
2,7452,9,10,6,2003,14,30,0
7,4649,7,15,6,2008,0,55,0
4,5545,5,15,4,2004,7,0,0
2,323,9,20,9,2005,10,0,0
6,328,10,2,11,2013,17,1,0
5,870,4,5,4,2013,19,8,0
1,7389,2,13,10,2014,17,0,0
4,2534,4,12,7,2007,20,10,0
4,333,4,11,7,2013,4,18,0
3,4031,3,7,1,2004,14,0,0
7,466,6,22,3,2009,18,0,0
4,125,2,8,7,2004,0,1,0
4,83,2,8,1,2004,19,0,0
3,1704,2,1,6,2005,8,55,0
5,6990,7,18,9,2009,21,30,0
7,2717,5,3,6,2012,3,0,0
4,1073,5,26,1,2012,11,0,0
4,1161,4,4,10,2012,2,28,0
4,1160,1,4,11,2010,19,30,0
5,5398,1,10,8,2007,11,30,0
3,497,8,9,3,2011,14,51,0
5,510,1,1,7,2005,11,30,0
5,9775,9,25,6,2004,22,30,0
5,2329,1,2,7,2010,20,0,0
6,1231,5,24,9,2011,1,15,0
1,3665,4,22,8,2005,22,30,0
2,12501,7,15,9,2009,9,0,0
1,70,10,16,9,2013,15,45,0
4,14017,8,6,2,2003,21,15,0
1,1406,4,3,4,2006,17,5,0
7,213,4,30,11,2008,14,47,0
2,5213,1,1,5,2007,8,0,0
7,6244,6,20,4,2008,14,0,0
4,5616,2,7,10,2010,7,8,0
1,9485,4,7,8,2006,16,0,0
1,2045,6,30,9,2013,9,7,0
7,7787,3,6,9,2009,19,21,0
3,2046,2,22,9,2010,11,0,0
4,511,4,15,6,2006,9,25,0
1,2134,1,17,10,2011,14,0,0
4,223,10,7,2,2008,23,42,0
5,1162,1,29,7,2005,8,0,0
7,644,1,1,12,2013,1,40,0
1,1431,10,15,11,2010,16,15,0
2,11927,4,5,2,2013,21,0,0
6,3845,7,5,4,2008,1,30,0
6,4298,10,11,7,2009,8,25,0
1,765,3,9,6,2008,12,14,0
1,1808,9,14,11,2011,15,3,0
2,4646,8,9,12,2003,7,55,0
7,2265,4,15,6,2014,15,47,0
2,52,5,27,6,2006,23,59,0
2,5464,5,10,7,2012,15,47,0
2,3139,5,26,11,2013,22,45,0
6,4692,3,13,8,2005,14,15,0
3,3172,5,21,1,2004,19,0,0
2,789,10,26,11,2013,12,50,0
3,36,2,27,7,2011,19,15,0
4,957,2,3,4,2014,14,0,0
1,77,10,3,3,2014,5,55,0
2,2251,5,13,10,2009,23,56,0
4,14341,6,26,12,2013,10,30,0
4,9317,3,12,7,2012,16,59,0
7,1220,10,4,5,2014,20,0,0
7,5339,4,11,4,2010,15,0,0
4,2854,8,14,1,2010,18,40,0
1,1095,5,31,10,2005,18,30,0
2,8664,8,24,6,2008,12,0,0
7,2878,1,15,12,2013,18,45,0
3,2911,10,19,4,2006,23,59,0
3,538,8,28,10,2009,11,0,0
7,3875,2,18,6,2006,14,18,0
6,2944,2,12,7,2014,3,8,0
7,13351,7,20,4,2008,10,0,0
5,8838,1,18,5,2007,10,0,0
6,125,2,14,1,2012,13,0,0
1,18011,5,2,3,2009,9,30,0
5,5926,6,9,4,2010,18,0,0
2,821,10,29,5,2012,17,12,0
4,5462,9,17,4,2008,18,0,0
3,4152,5,24,12,2008,21,0,0
7,16117,9,9,9,2007,7,20,0
7,12044,9,6,4,2014,8,30,0
4,872,2,16,10,2003,14,27,0
4,189,2,9,2,2006,21,0,0
6,5527,5,3,11,2007,20,30,0
1,83,2,15,9,2008,9,55,0
3,28,4,11,1,2006,12,10,0
2,8596,9,29,4,2008,14,0,0
2,6813,4,8,6,2004,20,11,0
5,4954,1,25,3,2005,10,25,0
1,8304,8,29,10,2012,0,34,0
5,2781,5,16,4,2004,18,15,0
6,4712,7,21,4,2007,11,25,0
4,977,1,4,11,2010,18,0,0
2,1119,2,1,4,2008,16,40,0
2,323,9,17,9,2013,16,15,0
5,408,2,20,4,2007,12,45,0
