"day","address","location","date","month","year","hour","min","SUICIDE"
6,6191,8,29,1,2011,2,30,0
3,13629,7,23,2,2011,18,0,0
6,6917,4,15,11,2008,22,52,0
2,8247,7,20,3,2007,10,5,0
1,1839,5,31,3,2014,10,30,0
6,3317,1,6,11,2010,11,10,0
1,705,5,18,10,2010,0,1,0
3,529,3,1,9,2004,18,46,0
3,28,4,1,12,2010,8,30,0
7,7109,1,15,12,2013,21,15,0
5,2732,2,3,11,2006,22,55,0
3,548,10,22,9,2010,20,18,0
6,6374,9,19,4,2008,18,35,0
4,7243,1,23,9,2010,20,20,0
2,1920,5,28,10,2003,9,0,0
3,1620,10,6,8,2008,18,9,0
3,125,2,10,8,2011,14,0,0
4,4256,2,20,9,2007,2,14,0
5,19624,7,13,11,2009,15,0,0
1,13058,4,7,1,2008,4,0,0
5,4741,5,2,7,2010,15,15,0
6,4813,7,27,12,2008,11,0,0
4,1722,2,27,12,2012,19,20,0
1,12656,4,7,3,2005,19,0,0
1,3141,6,28,11,2005,8,30,0
5,3329,10,7,5,2010,6,30,0
7,3621,3,11,1,2004,12,0,0
5,15940,3,24,12,2004,1,8,0
3,77,10,7,1,2009,7,50,0
6,798,5,13,1,2007,10,0,0
3,957,2,28,10,2009,7,47,0
3,1780,4,13,11,2013,14,11,0
5,3165,6,5,3,2004,7,10,0
2,390,5,15,4,2014,1,0,0
7,16786,2,16,12,2012,17,38,0
5,8030,4,20,4,2012,17,25,0
2,14586,9,19,8,2003,17,0,0
7,4912,2,15,6,2014,0,1,0
2,2191,1,17,5,2005,1,0,0
7,1506,7,22,2,2004,8,53,0
6,8775,6,17,11,2007,14,50,0
1,501,4,19,1,2004,0,5,0
6,451,2,1,1,2011,19,34,0
2,125,2,24,1,2006,9,0,0
5,468,2,11,2,2011,9,44,0
5,2091,2,2,5,2014,18,58,0
1,2192,10,14,5,2007,17,19,0
1,9361,5,4,9,2006,8,44,0
4,323,9,27,1,2011,14,5,0
3,3274,8,4,5,2011,14,30,0
6,8851,4,19,4,2003,23,30,0
1,232,4,31,10,2005,23,45,0
5,283,10,19,4,2013,0,15,0
4,1284,4,12,8,2010,6,40,0
6,125,2,25,2,2006,1,26,0
7,8954,4,25,2,2007,17,54,0
4,22541,9,1,4,2004,11,6,0
6,2443,8,30,12,2006,21,0,0
5,2200,4,14,12,2007,17,59,0
5,1080,8,12,7,2013,20,0,0
3,3515,3,23,2,2011,9,0,0
4,12212,4,25,8,2005,7,30,0
5,2836,4,24,9,2010,0,10,0
2,14152,9,25,11,2003,13,0,0
5,2192,10,16,12,2011,17,57,0
3,1690,2,5,2,2014,15,35,0
3,1003,9,26,7,2006,11,16,0
6,10451,9,13,6,2009,16,11,0
1,8012,1,29,5,2006,19,30,0
6,6986,7,21,5,2011,1,18,0
4,17701,3,24,1,2008,22,45,0
6,6504,3,19,6,2010,11,51,0
2,144,4,29,4,2014,2,15,0
5,3530,5,5,5,2006,15,43,0
2,1091,10,13,4,2004,11,28,0
7,5156,4,16,11,2008,2,0,0
7,5121,5,21,11,2010,19,0,0
7,800,4,1,11,2009,2,12,0
2,435,10,28,10,2008,19,20,0
7,1878,1,19,6,2011,14,30,0
2,2613,4,15,4,2003,11,30,0
4,14268,5,29,6,2006,23,47,0
1,7320,2,20,12,2004,8,30,0
7,331,2,25,1,2015,17,0,0
4,18135,4,8,3,2007,10,50,0
7,36,2,27,7,2003,16,30,0
2,2045,6,16,3,2004,17,20,0
5,2156,2,28,7,2006,13,30,0
6,125,2,19,4,2008,10,30,0
6,2000,7,2,6,2007,1,52,0
3,7397,4,4,4,2012,3,57,0
6,11256,4,31,12,2005,13,58,0
5,6488,8,24,9,2010,20,30,0
5,408,2,14,1,2005,15,49,0
2,717,2,27,5,2014,16,0,0
7,1330,6,22,2,2015,16,17,0
4,1679,5,2,10,2008,8,0,0
3,5634,5,27,5,2009,22,53,0
4,36,2,14,11,2013,13,8,0
2,1300,6,1,11,2011,13,40,0
4,16272,3,19,2,2009,12,37,0
7,6437,6,9,2,2003,18,0,0
2,10542,4,9,11,2004,22,0,0
4,5524,5,5,5,2011,22,0,0
6,4383,2,10,7,2004,3,25,0
3,13443,6,23,7,2008,22,0,0
7,7636,7,30,7,2006,19,21,0
4,3695,8,19,9,2013,15,0,0
2,17450,8,18,9,2007,0,1,0
5,4682,1,6,9,2013,18,20,0
1,102,10,3,2,2003,12,30,0
6,11184,8,27,6,2009,3,0,0
3,1500,4,30,4,2003,13,45,0
4,3929,9,16,12,2010,14,16,0
6,7064,4,15,1,2005,18,0,0
3,3849,5,6,8,2003,21,10,0
2,958,4,12,11,2013,19,40,0
7,2862,10,5,10,2008,17,0,0
2,9103,9,26,7,2011,2,0,0
7,5276,4,7,4,2013,0,22,0
3,3918,4,6,2,2008,21,46,0
5,9244,3,9,1,2009,7,43,0
4,323,9,16,10,2014,12,20,0
6,5744,8,24,9,2011,22,30,0
2,435,10,3,8,2004,0,22,0
6,5200,5,22,2,2014,12,0,0
4,4496,9,22,1,2009,20,12,0
3,1676,2,19,9,2012,19,0,0
4,27,5,7,2,2013,20,3,0
6,343,4,14,12,2013,2,34,0
1,4298,10,22,11,2004,17,30,0
4,8223,2,6,9,2007,11,26,0
1,105,5,10,1,2005,12,0,0
5,2025,1,30,5,2003,15,30,0
6,4058,4,14,12,2013,22,0,0
5,125,2,10,1,2003,8,31,0
7,1331,4,27,8,2006,17,0,0
2,4642,8,22,8,2006,16,30,0
2,772,10,23,6,2009,6,58,0
4,10529,5,1,5,2008,0,24,0
5,648,2,12,3,2010,17,0,0
1,624,5,11,5,2015,17,0,0
5,93,7,4,9,2009,15,50,0
1,9608,1,27,6,2011,19,0,0
2,14468,4,18,10,2005,15,25,0
7,1090,4,3,12,2006,1,0,0
2,7281,9,25,5,2004,10,0,0
5,355,2,15,11,2013,8,54,0
2,5409,9,21,9,2010,1,30,0
1,55,2,21,1,2013,17,0,0
4,5419,5,17,4,2003,12,0,0
5,6609,9,20,2,2004,17,40,0
3,1755,10,18,2,2015,8,26,0
4,2400,10,30,10,2008,20,30,0
7,10509,5,19,6,2005,23,15,0
2,784,2,16,9,2014,20,0,0
4,8223,2,5,2,2004,23,43,0
1,6474,5,10,1,2011,20,53,0
3,957,2,2,5,2007,19,47,0
1,10791,9,6,8,2012,9,50,0
2,12729,7,13,12,2005,10,30,0
3,343,4,8,8,2012,18,35,0
6,3132,5,21,3,2015,20,15,0
2,957,2,8,3,2011,17,0,0
3,27,5,29,10,2003,6,30,0
1,138,2,4,4,2005,11,20,0
1,3252,9,29,9,2003,0,1,0
1,232,4,8,1,2007,8,35,0
1,3337,4,15,9,2014,12,0,0
4,27,5,28,6,2007,20,32,0
4,5024,8,4,9,2008,14,50,0
7,2016,6,11,9,2005,2,5,0
1,2693,1,31,8,2009,19,0,0
5,125,2,6,9,2013,15,39,0
5,3180,10,14,11,2003,16,24,0
6,1429,10,24,7,2004,19,42,0
4,2140,2,23,1,2014,14,40,0
2,7134,2,4,8,2009,23,19,0
5,2944,2,6,2,2004,11,19,0
1,277,10,29,9,2008,19,0,0
7,6662,8,24,8,2014,16,0,0
3,11659,3,7,3,2012,16,0,0
1,2400,10,15,11,2010,17,50,0
6,326,2,5,4,2014,6,10,0
4,1066,10,6,5,2010,19,50,0
2,6866,1,14,6,2011,15,0,0
1,7949,9,19,1,2004,22,38,0
6,1485,5,31,5,2008,19,0,0
6,4624,9,23,2,2008,19,30,0
3,2869,10,27,7,2011,17,0,0
1,7608,1,28,9,2009,13,0,0
5,2253,1,17,10,2014,18,5,0
3,1351,8,8,12,2004,12,30,0
4,528,10,25,2,2010,13,45,0
2,7218,8,21,12,2004,10,0,0
2,1781,3,18,3,2003,18,8,0
2,704,2,20,4,2010,12,59,0
6,10590,7,22,5,2010,13,40,0
5,1417,5,9,8,2013,20,30,0
5,2535,4,27,1,2006,13,0,0
7,8596,9,6,4,2003,21,50,0
5,511,4,14,7,2006,16,0,0
2,12333,3,18,4,2006,5,0,0
2,8242,5,19,8,2014,11,20,0
4,5566,8,23,2,2006,8,49,0
5,3290,4,4,11,2011,15,30,0
7,851,3,2,12,2007,15,30,0
7,1958,3,9,2,2014,15,44,0
1,4268,1,10,7,2006,13,13,0
1,3329,10,26,5,2014,16,53,0
3,125,2,1,12,2010,12,0,0
4,5773,4,14,6,2012,19,30,0
2,3440,4,13,12,2005,22,0,0
2,1722,2,23,8,2011,13,0,0
2,96,10,23,2,2010,16,14,0
4,14010,3,4,9,2008,1,15,0
4,9121,9,23,2,2012,17,0,0
4,9077,4,3,10,2013,9,23,0
3,1917,2,29,9,2004,20,5,0
3,80,1,29,4,2009,12,10,0
5,4034,4,8,9,2006,4,30,0
2,125,2,15,9,2009,12,0,0
7,1410,9,11,2,2007,10,25,0
7,408,2,1,7,2012,15,50,0
6,6858,5,16,5,2009,22,30,0
5,269,1,7,10,2011,18,0,0
1,2483,1,2,2,2009,17,30,0
7,1331,4,14,8,2005,3,30,0
5,14811,3,17,6,2005,20,39,0
6,3290,4,11,1,2014,12,20,0
4,4355,4,25,1,2007,15,45,0
6,77,10,31,12,2011,3,0,0
2,670,3,16,10,2007,14,40,0
2,11945,6,6,8,2013,11,0,0
5,1219,2,5,9,2008,3,33,0
2,14644,2,23,8,2011,21,0,0
5,125,2,12,7,2013,12,0,0
2,1620,10,30,9,2008,7,11,0
6,269,1,17,10,2009,14,0,0
1,1233,4,30,5,2011,2,1,0
2,12135,1,25,11,2003,20,0,0
3,125,2,5,9,2012,23,0,0
7,156,2,29,6,2008,6,45,0
6,1030,2,9,4,2005,23,0,0
1,1017,3,26,5,2014,9,56,0
1,5092,4,3,9,2007,11,30,0
5,731,2,20,3,2009,17,50,0
3,19289,8,4,10,2006,19,30,0
6,2763,5,26,3,2011,3,3,0
6,1220,10,14,6,2003,5,15,0
4,16347,8,2,11,2006,11,35,0
7,442,2,11,2,2007,22,30,0
5,504,4,18,4,2008,7,23,0
1,358,6,11,6,2007,14,30,0
5,957,2,22,4,2011,11,30,0
4,2209,4,20,2,2003,12,36,0
7,2388,2,11,4,2010,0,42,0
3,359,10,26,11,2014,17,22,0
7,16146,8,12,8,2007,15,50,0
2,16163,9,28,6,2005,20,0,0
4,6738,4,11,7,2013,20,0,0
4,6443,8,13,1,2005,14,0,0
5,11478,7,29,12,2006,8,40,0
7,4684,5,19,6,2005,23,59,0
3,979,4,6,8,2003,22,0,0
2,10919,5,25,7,2006,13,7,0
3,5064,3,9,3,2005,18,25,0
7,736,4,17,12,2006,22,14,0
6,213,4,13,3,2010,9,35,0
4,1351,8,3,9,2009,13,50,0
3,125,2,6,2,2013,11,45,0
1,548,10,30,8,2004,10,40,0
1,3340,4,18,2,2008,9,10,0
1,2104,9,11,6,2007,10,50,0
4,125,2,8,1,2004,11,0,0
5,19520,2,15,1,2010,13,11,0
2,6454,7,11,1,2005,14,0,0
5,3981,7,25,2,2005,1,0,0
1,125,2,4,4,2005,19,15,0
7,3395,8,21,9,2014,15,35,0
4,3930,4,26,6,2008,18,30,0
6,2140,2,22,2,2003,23,47,0
6,1679,5,27,1,2007,21,0,0
2,3396,10,5,2,2008,14,11,0
1,5422,10,11,12,2006,13,15,0
6,531,8,1,5,2004,22,0,0
5,7731,9,20,3,2009,8,17,0
4,13944,9,5,2,2004,19,15,0
3,1742,1,5,3,2008,23,0,0
6,3826,2,8,2,2014,14,0,0
4,83,2,26,7,2012,16,50,0
4,10228,2,18,3,2004,14,20,0
5,657,8,11,6,2004,20,30,0
3,4676,4,15,9,2004,14,10,0
3,1016,4,26,5,2004,17,0,0
1,841,2,20,2,2012,10,30,0
3,7142,3,21,3,2007,0,5,0
6,603,4,22,3,2008,12,58,0
4,2076,6,24,3,2005,23,30,0
2,1712,6,7,2,2012,8,2,0
1,13054,7,7,12,2009,23,0,0
6,77,10,31,5,2014,3,40,0
5,5220,5,4,11,2011,18,0,0
4,9543,4,19,4,2012,18,16,0
4,3594,2,19,3,2015,18,0,0
5,5851,3,4,5,2007,19,30,0
5,4473,5,11,7,2008,13,52,0
7,343,4,27,2,2011,1,20,0
3,206,5,2,4,2003,23,20,0
1,5700,8,21,2,2011,21,0,0
4,144,4,1,5,2014,9,53,0
3,2838,2,1,5,2013,10,3,0
6,1019,5,11,2,2006,0,30,0
4,2575,9,6,2,2003,12,0,0
6,343,4,16,7,2005,4,14,0
5,3376,10,13,8,2010,9,0,0
5,14361,2,6,4,2012,15,0,0
3,13278,1,7,1,2004,10,0,0
5,585,6,14,7,2006,23,15,0
3,7621,5,3,9,2003,10,0,0
3,1585,8,1,10,2014,13,0,0
3,467,1,29,5,2013,20,0,0
3,263,1,19,4,2006,7,0,0
5,9814,5,18,9,2009,17,55,0
3,6021,4,29,12,2010,19,30,0
7,1674,8,4,10,2009,2,40,0
3,2236,4,7,3,2012,18,45,0
2,501,4,25,1,2005,12,30,0
5,4140,10,9,8,2013,19,25,0
7,1806,5,22,3,2015,20,46,0
6,7047,1,18,12,2010,12,30,0
7,2730,9,16,11,2003,18,0,0
3,408,2,29,12,2010,14,45,0
2,7795,1,10,6,2014,9,30,0
7,13122,4,26,2,2012,19,0,0
4,15858,4,23,12,2004,0,1,0
4,6819,2,20,3,2003,23,30,0
4,5773,4,14,1,2010,17,45,0
7,2348,1,3,12,2006,10,15,0
5,3717,6,10,2,2006,10,27,0
5,4845,4,11,7,2008,18,0,0
4,2091,2,21,3,2013,14,0,0
7,2041,10,28,8,2011,14,30,0
6,318,6,16,10,2004,12,0,0
7,10101,9,7,9,2014,19,45,0
7,1214,10,20,4,2008,13,16,0
1,2960,4,15,4,2013,18,30,0
6,5324,1,10,2,2007,14,0,0
3,2869,10,1,6,2005,1,30,0
7,8609,5,20,4,2014,4,55,0
2,4317,4,1,11,2005,8,0,0
1,552,4,19,1,2015,0,15,0
4,13975,9,19,2,2009,22,19,0
1,622,6,5,9,2005,20,55,0
3,4716,5,30,10,2013,7,5,0
6,753,2,8,2,2014,8,30,0
2,2192,10,30,10,2012,18,30,0
5,355,2,22,3,2013,14,0,0
2,4012,6,20,1,2015,9,15,0
1,2533,5,17,10,2005,16,0,0
7,2069,4,10,8,2008,2,45,0
7,13777,4,13,7,2008,19,0,0
4,5215,3,9,3,2006,7,19,0
7,4178,10,23,3,2014,19,45,0
2,501,4,6,1,2015,12,20,0
2,4874,3,26,7,2011,14,0,0
6,3875,2,4,4,2009,0,40,0
1,2252,2,4,8,2008,21,0,0
7,957,2,9,5,2010,20,0,0
1,4037,4,24,11,2008,19,19,0
2,9571,8,23,2,2010,10,20,0
2,20045,9,17,3,2009,11,48,0
7,6053,1,9,4,2006,22,0,0
6,12011,8,26,1,2008,9,13,0
4,213,4,5,9,2013,22,46,0
3,12449,8,12,6,2013,10,0,0
6,21974,8,20,9,2003,22,30,0
6,8233,1,21,2,2004,4,20,0
2,2241,4,4,5,2010,13,20,0
3,2255,5,21,1,2004,18,0,0
5,144,4,30,6,2006,18,25,0
7,1431,10,5,12,2010,18,35,0
2,468,2,11,11,2003,9,6,0
3,4571,10,4,2,2004,15,50,0
1,83,2,5,8,2013,15,20,0
1,2397,6,21,12,2009,11,30,0
4,8037,2,24,3,2005,22,30,0
3,538,8,13,6,2007,12,22,0
1,11781,1,18,9,2006,16,25,0
7,528,10,11,4,2010,5,11,0
5,12225,9,3,12,2010,22,0,0
2,363,2,13,5,2003,18,46,0
3,2929,2,12,11,2008,19,30,0
1,1752,3,17,9,2012,4,0,0
6,20188,3,29,11,2008,9,0,0
7,9054,7,22,2,2009,3,30,0
2,1135,4,15,4,2003,21,0,0
6,713,4,2,11,2013,1,40,0
7,323,9,5,5,2013,12,12,0
6,1791,2,26,2,2011,13,13,0
4,7350,3,16,12,2010,9,38,0
5,925,2,27,6,2003,18,30,0
3,2016,6,26,11,2008,0,5,0
3,2783,4,8,3,2006,15,11,0
6,11471,7,18,5,2013,1,0,0
4,6016,8,13,5,2004,12,11,0
4,125,2,28,5,2009,14,0,0
2,528,10,15,4,2014,15,0,0
5,4167,6,17,5,2013,14,0,0
3,7218,3,21,3,2012,12,9,0
7,3567,6,13,8,2006,16,0,0
5,3636,5,3,4,2015,21,0,0
7,2442,8,10,9,2006,11,30,0
1,2290,1,16,2,2015,20,46,0
3,166,10,13,6,2012,16,35,0
2,19174,8,21,2,2006,13,20,0
1,14812,6,28,10,2013,8,40,0
6,3568,3,17,10,2009,21,3,0
2,2564,5,3,5,2011,2,44,0
2,1347,8,20,1,2009,19,23,0
2,1150,2,14,10,2014,12,10,0
7,13492,7,1,6,2008,11,45,0
6,21885,4,26,6,2004,17,30,0
4,817,2,12,7,2007,12,0,0
6,125,2,19,6,2010,13,45,0
1,6397,7,1,9,2014,18,0,0
3,6676,8,29,11,2006,17,20,0
4,1334,3,15,5,2008,22,53,0
1,3399,5,6,2,2006,14,3,0
3,990,1,11,1,2006,19,5,0
1,11535,9,23,7,2012,10,0,0
6,2393,8,13,7,2013,21,28,0
6,3664,4,16,1,2010,3,0,0
4,213,4,8,1,2009,0,43,0
5,1119,2,30,5,2003,18,30,0
5,6095,4,20,2,2015,20,50,0
2,12280,4,15,4,2003,8,53,0
5,7184,9,15,5,2009,16,12,0
1,630,1,20,3,2006,10,0,0
5,1284,4,4,11,2011,3,35,0
2,14040,10,5,8,2008,14,0,0
5,5416,5,9,1,2004,22,0,0
5,17378,7,15,12,2006,0,1,0
1,14527,7,13,12,2010,17,30,0
3,501,4,13,11,2013,2,17,0
4,408,2,21,4,2011,20,24,0
1,203,2,15,4,2013,2,30,0
2,550,3,21,8,2012,16,30,0
1,1841,8,29,9,2003,2,11,0
6,3776,5,12,3,2011,16,21,0
7,14875,4,19,5,2013,20,30,0
4,17561,2,3,4,2003,9,14,0
6,2911,10,17,12,2011,0,42,0
3,2945,3,19,9,2007,14,15,0
7,155,2,9,2,2014,18,30,0
3,125,2,1,11,2006,0,1,0
2,83,2,23,3,2010,0,20,0
1,77,10,21,2,2011,0,1,0
4,137,8,20,4,2006,22,6,0
4,5256,2,21,2,2013,15,0,0
1,7503,5,20,3,2006,19,19,0
3,97,2,1,6,2011,18,20,0
3,6517,5,9,7,2014,17,0,0
6,125,2,30,1,2010,0,1,0
3,15347,9,19,3,2008,16,10,0
3,52,5,19,9,2012,21,0,0
3,11794,5,12,5,2004,10,11,0
2,12272,4,13,6,2006,19,0,0
2,17527,8,13,7,2010,0,1,0
5,15089,8,17,12,2010,7,50,0
3,682,10,11,8,2010,17,0,0
5,8008,7,25,1,2013,23,30,0
7,784,2,20,10,2013,19,7,0
3,14182,8,11,6,2008,16,0,0
3,9510,9,17,9,2008,17,43,0
1,16582,7,5,9,2005,23,30,0
7,908,10,26,8,2007,17,6,0
3,9848,6,29,10,2014,14,0,0
1,16564,8,4,2,2013,11,10,0
5,3653,9,27,12,2013,1,30,0
5,1764,1,16,10,2009,14,30,0
2,3844,5,18,4,2006,19,40,0
2,4140,10,8,7,2014,7,5,0
4,5107,10,26,11,2009,12,9,0
4,1894,6,7,8,2003,18,15,0
6,5757,7,4,10,2003,10,20,0
6,408,2,21,3,2015,10,50,0
3,2286,8,10,2,2010,22,30,0
4,4093,2,30,11,2006,20,30,0
1,2016,6,31,3,2003,17,32,0
7,2409,2,2,11,2008,16,10,0
2,644,1,29,4,2014,20,0,0
6,2380,2,29,6,2013,2,0,0
1,3408,4,6,2,2006,15,55,0
7,14412,3,2,11,2003,8,47,0
4,11680,6,30,10,2003,12,0,0
2,2251,5,9,12,2008,0,57,0
3,125,2,5,10,2005,12,15,0
6,223,10,24,3,2007,22,19,0
1,5525,1,7,2,2011,1,0,0
6,125,2,7,5,2011,14,30,0
6,5539,9,10,2,2007,23,0,0
7,626,2,5,10,2014,2,0,0
7,981,2,14,8,2011,0,5,0
2,9441,1,28,9,2004,0,1,0
2,2494,4,21,3,2006,7,0,0
4,21226,3,30,9,2004,14,0,0
3,233,8,11,1,2006,0,6,0
7,1212,1,7,9,2008,21,0,0
7,4643,9,6,9,2009,18,39,0
2,5168,8,20,1,2009,18,24,0
1,3133,5,7,6,2004,20,45,0
3,1933,5,5,8,2009,6,7,0
2,22089,2,22,6,2004,19,15,0
1,263,1,31,3,2008,11,40,0
7,200,2,27,2,2011,15,10,0
5,213,4,30,5,2008,13,18,0
3,1730,10,24,3,2010,7,25,0
3,3488,4,13,6,2007,3,0,0
3,2374,1,6,3,2013,22,40,0
2,1841,8,28,5,2013,16,50,0
1,2887,2,5,9,2005,0,33,0
6,17795,9,24,9,2011,11,0,0
4,3604,4,7,10,2010,21,0,0
1,2870,7,1,10,2012,21,52,0
3,7442,4,29,11,2006,15,50,0
5,125,2,17,10,2014,9,15,0
5,3376,10,9,7,2004,16,40,0
5,6409,5,6,2,2015,23,45,0
6,13517,9,1,7,2006,12,0,0
5,1960,4,24,1,2003,0,34,0
2,8036,2,18,9,2012,13,0,0
4,125,2,6,9,2012,13,40,0
7,1210,1,11,1,2015,11,20,0
1,1368,2,26,12,2011,12,0,0
3,3126,1,1,10,2008,15,53,0
1,14930,3,13,12,2010,20,50,0
3,744,10,12,11,2008,22,2,0
7,468,2,25,8,2013,16,40,0
5,2697,3,20,2,2009,19,30,0
1,1280,4,22,1,2007,17,20,0
5,580,3,17,6,2011,19,30,0
1,5200,5,31,10,2005,1,0,0
7,10638,7,21,9,2014,16,21,0
1,4801,5,21,1,2013,2,25,0
4,1119,2,10,7,2008,4,45,0
5,213,4,13,6,2008,6,46,0
7,2567,9,3,7,2011,1,4,0
1,800,4,20,7,2009,22,35,0
6,1977,9,17,11,2012,12,0,0
5,6396,5,5,9,2014,13,30,0
1,2755,2,9,7,2007,23,59,0
6,644,1,23,8,2014,2,30,0
5,1769,3,3,10,2003,15,0,0
1,2235,4,16,2,2015,19,0,0
7,643,4,21,11,2010,19,50,0
5,3824,2,7,3,2014,18,0,0
1,2271,10,3,9,2007,21,31,0
5,925,2,7,4,2006,22,30,0
7,21,5,3,12,2006,18,19,0
1,10798,2,13,6,2005,17,0,0
3,1237,5,9,8,2006,15,30,0
3,2483,1,30,4,2014,0,45,0
7,15495,3,22,2,2009,22,31,0
4,2046,2,21,8,2008,8,0,0
3,714,2,18,4,2007,16,50,0
7,6972,2,22,5,2005,21,0,0
3,125,2,12,1,2005,16,30,0
5,213,4,29,7,2011,8,15,0
1,2958,5,6,2,2012,17,39,0
5,15894,3,9,3,2012,10,23,0
2,872,2,24,1,2006,10,0,0
4,263,1,22,7,2004,10,56,0
5,15063,4,23,4,2010,18,30,0
4,534,4,2,4,2009,14,45,0
2,83,2,25,11,2008,12,0,0
7,125,2,15,1,2012,1,30,0
1,979,4,14,10,2013,1,15,0
5,36,2,23,2,2007,15,5,0
3,4576,6,24,12,2003,16,0,0
3,12104,5,27,7,2011,16,33,0
1,7396,8,22,6,2009,0,1,0
1,517,2,25,10,2004,14,50,0
1,9851,6,3,10,2011,19,30,0
2,1974,1,4,3,2003,16,0,0
4,8494,1,24,8,2006,11,0,0
3,1016,4,8,2,2012,14,50,0
4,15787,7,27,6,2013,14,15,0
3,1786,8,8,3,2006,16,10,0
6,5699,9,2,7,2011,23,30,0
4,9093,4,10,6,2004,16,11,0
2,1091,10,8,2,2005,9,0,0
6,36,2,20,9,2014,16,32,0
1,2462,2,21,8,2006,19,45,0
1,10989,7,9,7,2012,21,0,0
1,13358,8,30,9,2013,9,40,0
6,1284,4,3,11,2012,0,7,0
1,14010,3,31,5,2010,11,46,0
3,3376,10,26,11,2008,0,36,0
5,2610,8,3,6,2005,14,15,0
7,501,4,17,11,2013,23,26,0
7,7783,4,5,6,2011,6,30,0
7,14020,7,6,11,2005,23,22,0
4,64,4,17,5,2007,13,0,0
2,3961,4,20,1,2009,10,0,0
3,2868,7,6,4,2005,10,10,0
3,18943,7,29,12,2010,12,0,0
4,2442,8,13,1,2011,23,16,0
6,1949,6,17,6,2006,23,4,0
5,238,2,7,10,2011,19,30,0
5,17591,3,30,4,2004,10,5,0
1,14040,10,5,1,2004,0,25,0
5,331,2,11,2,2011,13,15,0
7,2803,10,25,9,2005,17,0,0
6,6051,6,23,4,2005,21,39,0
1,444,5,27,11,2006,15,30,0
3,4501,5,31,3,2004,14,30,0
1,772,10,16,5,2011,6,0,0
6,4318,8,5,6,2010,21,0,0
6,979,4,25,1,2014,19,21,0
4,12823,9,9,2,2012,19,0,0
3,10919,5,18,3,2009,16,23,0
2,15892,9,4,9,2007,17,30,0
7,548,10,7,10,2007,13,37,0
5,8472,5,17,9,2004,13,5,0
6,4273,4,29,12,2007,17,53,0
2,5750,5,14,10,2014,7,0,0
5,1428,3,3,9,2004,21,45,0
3,157,5,5,3,2003,2,15,0
1,176,1,13,12,2010,7,0,0
7,1653,3,16,7,2006,23,13,0
7,2420,8,9,2,2014,16,45,0
3,2222,1,9,7,2003,15,58,0
6,2856,8,4,4,2009,12,0,0
5,97,2,2,11,2007,7,20,0
2,8223,2,23,12,2008,23,0,0
7,213,4,9,3,2008,13,15,0
3,6021,4,12,7,2006,2,0,0
5,3647,1,9,4,2010,14,0,0
6,408,2,26,7,2014,19,12,0
6,3154,5,26,12,2009,7,48,0
5,10194,4,27,11,2009,0,30,0
2,4317,4,14,11,2006,13,55,0
2,379,1,16,4,2013,5,0,0
5,4593,2,12,1,2007,11,0,0
5,374,8,20,5,2011,19,43,0
3,2926,4,4,5,2011,19,7,0
2,2371,10,8,12,2009,12,0,0
2,2393,8,18,8,2009,12,33,0
6,232,4,24,1,2004,12,0,0
2,3580,8,25,11,2003,15,0,0
7,15249,9,12,3,2006,15,16,0
3,268,1,29,4,2015,23,35,0
7,6153,2,17,6,2007,13,0,0
4,8271,5,2,5,2013,18,49,0
7,2078,9,27,3,2011,4,0,0
1,11834,5,22,8,2005,16,30,0
4,11,10,27,1,2005,9,4,0
2,174,8,2,9,2003,20,0,0
4,2439,2,7,8,2014,12,0,0
1,125,2,23,6,2003,18,0,0
5,9486,1,26,8,2005,12,0,0
4,4966,7,31,10,2013,18,15,0
1,6921,5,21,3,2011,13,0,0
6,213,4,4,12,2010,22,54,0
2,263,1,17,3,2015,21,20,0
5,7622,2,10,2,2012,11,45,0
3,9570,3,22,7,2009,8,30,0
7,1314,2,24,2,2013,16,20,0
1,1431,10,17,3,2008,18,0,0
7,3256,1,18,5,2014,16,15,0
7,4498,5,23,8,2009,2,40,0
7,1516,4,23,4,2006,8,20,0
5,5121,5,17,9,2004,22,0,0
5,2517,6,3,4,2015,19,0,0
1,2170,5,10,11,2008,20,5,0
4,821,10,17,5,2012,18,35,0
5,12183,7,12,2,2010,10,0,0
5,1055,2,4,11,2005,8,0,0
2,2706,10,17,8,2004,15,6,0
7,599,9,27,8,2006,13,30,0
6,2624,1,5,5,2007,16,0,0
4,7993,2,19,2,2004,19,0,0
5,1406,4,23,7,2004,17,17,0
1,4609,9,8,12,2014,0,14,0
5,1405,10,16,4,2004,22,30,0
5,46,2,20,3,2009,15,39,0
1,2730,9,5,1,2009,20,30,0
5,2599,7,16,6,2006,18,44,0
7,125,2,5,10,2008,17,0,0
1,1760,10,1,10,2012,6,48,0
6,518,10,18,10,2008,18,45,0
5,468,2,3,12,2010,22,12,0
4,4240,1,26,6,2014,4,30,0
7,125,2,3,7,2005,12,0,0
4,2046,2,25,1,2007,8,0,0
1,2622,2,27,5,2013,20,0,0
4,1525,4,13,7,2006,19,30,0
5,14875,4,10,9,2010,10,30,0
3,9679,4,4,4,2012,23,45,0
1,242,10,28,11,2011,16,35,0
3,3618,2,7,1,2004,10,25,0
4,125,2,17,11,2005,11,52,0
4,784,2,25,12,2003,12,0,0
5,146,10,6,5,2005,16,0,0
5,6879,3,21,3,2014,14,0,0
5,2301,5,7,3,2008,18,0,0
2,3802,5,21,7,2009,15,25,0
