"day","address","location","date","month","year","hour","min","EMBEZZLEMENT"
4,1790,1,29,11,2007,14,0,0
4,1519,1,2,5,2013,8,44,0
1,3418,4,28,5,2007,2,0,0
6,737,5,8,4,2006,1,45,0
3,9153,9,21,9,2011,8,0,0
5,7843,7,4,9,2009,15,30,0
1,3252,9,29,9,2003,0,1,0
1,21888,7,1,3,2004,22,25,0
5,4281,9,7,3,2008,19,30,0
4,872,2,5,10,2006,19,27,0
4,2143,8,2,10,2003,17,30,0
4,232,4,30,10,2003,14,23,0
4,6451,3,19,2,2009,8,50,0
6,2755,2,1,11,2003,1,5,0
5,7243,1,14,5,2004,22,47,0
2,8927,1,13,10,2009,0,23,0
3,125,2,4,4,2007,14,45,0
4,3337,4,21,4,2011,18,15,0
5,125,2,31,5,2013,17,55,0
3,3694,8,7,1,2004,12,0,0
1,8024,8,21,2,2005,19,0,0
7,2806,3,12,8,2007,19,0,0
4,1399,10,15,12,2005,14,38,0
1,213,4,3,3,2008,19,27,0
4,83,2,3,9,2009,9,47,0
6,1224,1,8,9,2007,1,30,0
3,14325,9,10,11,2004,17,30,0
6,2915,4,23,8,2008,16,35,0
3,13956,1,7,7,2004,16,12,0
1,821,10,4,2,2008,14,55,0
2,1463,5,3,3,2015,23,55,0
1,4935,7,9,6,2014,19,0,0
2,4778,8,3,3,2015,17,0,0
1,1163,4,19,1,2009,22,50,0
2,1305,1,22,12,2009,16,30,0
7,22001,8,7,3,2004,17,40,0
4,366,10,28,11,2013,19,43,0
4,1004,1,8,3,2007,20,0,0
3,88,2,10,11,2004,7,41,0
7,2101,1,9,4,2006,23,21,0
4,4735,8,30,4,2009,14,35,0
1,138,10,31,8,2009,17,0,0
4,5828,6,17,11,2005,19,15,0
2,8813,3,19,8,2014,20,30,0
7,1571,7,9,10,2005,15,32,0
7,3973,4,12,1,2014,20,28,0
3,1662,4,8,1,2003,20,45,0
7,2977,4,30,1,2011,17,0,0
1,6184,3,15,10,2012,12,30,0
4,176,1,15,12,2011,16,15,0
3,504,4,27,5,2009,13,40,0
7,14152,9,6,4,2008,12,0,0
7,4006,9,24,9,2006,18,51,0
5,591,9,22,9,2006,12,37,0
7,2257,1,11,1,2004,0,1,0
2,7079,4,30,9,2014,11,28,0
5,899,4,24,3,2006,10,0,0
4,8404,7,15,11,2012,12,15,0
6,7146,9,8,10,2005,23,50,0
6,4004,2,11,8,2007,20,30,0
4,138,2,27,1,2005,13,45,0
6,12265,7,19,6,2010,22,50,0
2,1963,7,28,4,2015,14,0,0
3,2401,3,24,12,2008,12,0,0
5,310,8,5,10,2012,18,45,0
2,8136,2,8,2,2005,12,40,0
5,22888,3,19,9,2003,12,6,0
5,7367,5,25,3,2005,13,0,0
7,3605,8,7,9,2003,15,0,0
3,489,2,21,7,2004,18,0,0
5,3962,6,26,12,2008,11,0,0
1,340,6,19,4,2010,0,1,0
2,9830,8,27,4,2004,18,0,0
5,125,2,16,6,2006,23,0,0
2,2982,2,17,8,2004,21,30,0
1,138,10,2,3,2009,18,40,0
3,10358,1,10,1,2007,19,15,0
6,979,4,30,1,2010,14,45,0
7,15179,7,9,10,2005,13,0,0
6,2391,2,27,3,2010,1,45,0
7,7697,2,1,1,2006,10,0,0
7,232,4,1,6,2003,16,0,0
1,105,5,8,11,2004,12,0,0
4,3735,2,17,10,2013,1,0,0
2,3532,3,17,3,2009,21,13,0
5,212,1,21,5,2010,15,30,0
3,1761,1,26,11,2014,14,17,0
4,9644,8,25,3,2010,19,19,0
1,3300,4,9,8,2010,22,0,0
2,1279,5,18,3,2014,16,20,0
4,597,1,11,8,2011,14,30,0
7,348,10,8,5,2005,1,12,0
7,12131,2,29,6,2014,18,0,0
6,10191,5,5,5,2012,0,1,0
3,379,1,6,9,2006,8,0,0
5,3816,2,22,4,2011,0,1,0
7,731,2,2,11,2003,11,0,0
7,601,9,7,9,2003,15,53,0
6,912,10,27,6,2009,15,40,0
1,6861,4,25,5,2009,15,11,0
3,5493,2,13,6,2007,1,34,0
1,559,6,31,10,2005,10,40,0
4,772,10,24,2,2011,17,45,0
7,5206,5,23,8,2009,15,20,0
4,363,2,4,9,2008,18,56,0
4,125,2,1,12,2005,7,0,0
4,6338,6,8,8,2013,14,45,0
1,1941,1,9,12,2013,5,19,0
6,6686,3,7,2,2015,7,0,0
7,4156,4,27,3,2005,10,20,0
3,323,9,18,2,2004,13,0,0
6,1056,2,7,10,2006,0,1,0
5,2655,1,29,7,2011,15,40,0
2,2803,10,21,2,2012,16,12,0
3,2880,3,30,5,2012,15,42,0
3,1597,8,10,11,2004,13,0,0
3,268,1,22,1,2003,18,0,0
5,1865,5,7,2,2003,18,42,0
4,1580,10,20,8,2009,9,18,0
5,14717,6,11,8,2006,16,8,0
2,2987,10,11,6,2013,12,28,0
3,908,10,18,3,2009,20,30,0
5,21780,3,1,10,2004,23,0,0
3,12015,3,5,2,2014,3,1,0
3,126,8,16,4,2014,23,5,0
1,3300,4,20,2,2012,9,0,0
3,15722,2,18,8,2004,19,55,0
3,7285,7,20,8,2014,10,47,0
7,158,2,9,5,2010,12,36,0
1,5557,3,26,11,2012,9,5,0
4,2332,2,26,1,2012,10,30,0
7,374,8,16,1,2011,17,10,0
4,6436,7,2,5,2013,23,0,0
3,4692,3,2,4,2003,13,53,0
4,3177,8,5,9,2013,0,50,0
6,148,5,28,8,2010,15,0,0
3,1692,6,20,4,2011,12,46,0
3,1816,2,18,2,2015,17,0,0
6,501,4,9,2,2013,19,0,0
5,3438,9,17,6,2011,17,0,0
4,5057,5,5,9,2013,10,0,0
6,5415,2,2,5,2009,12,0,0
5,9502,3,22,8,2003,17,0,0
4,18031,10,22,1,2009,6,3,0
6,9153,9,22,2,2003,18,30,0
3,6433,9,18,5,2005,21,30,0
5,7450,4,12,12,2003,17,40,0
2,1260,5,18,3,2014,12,35,0
6,2857,5,8,8,2009,23,0,0
5,7129,8,19,3,2004,22,10,0
4,2428,5,25,12,2003,19,0,0
4,4879,1,7,4,2011,9,0,0
4,36,2,9,1,2014,10,15,0
5,501,4,14,6,2013,9,0,0
6,1224,1,10,1,2015,23,25,0
6,3063,5,28,12,2013,13,10,0
4,939,5,30,4,2015,23,55,0
4,2889,10,3,4,2008,18,37,0
2,4105,4,7,1,2003,10,30,0
3,658,6,12,1,2005,16,0,0
1,1913,5,10,5,2004,18,15,0
5,232,4,11,3,2011,8,4,0
3,19422,3,24,3,2010,18,0,0
3,2255,5,6,8,2014,13,2,0
5,6447,7,26,12,2008,0,1,0
2,125,2,27,5,2008,12,55,0
4,11593,9,3,11,2005,23,0,0
6,10695,8,25,8,2007,9,20,0
6,2844,9,10,9,2005,15,20,0
5,125,2,12,11,2004,17,0,0
4,1070,2,10,1,2013,6,6,0
3,3553,6,16,11,2011,13,48,0
7,1682,8,18,7,2010,23,11,0
3,1880,2,18,3,2009,17,15,0
5,2909,2,25,3,2011,6,53,0
3,3154,5,18,4,2007,14,54,0
1,435,10,8,8,2005,16,40,0
1,10531,4,4,8,2008,12,24,0
7,125,2,5,4,2015,21,30,0
2,7812,7,11,7,2006,16,0,0
3,619,8,17,10,2012,6,45,0
2,10203,3,30,10,2007,21,36,0
4,2909,2,26,6,2003,18,30,0
1,5493,2,17,5,2010,7,0,0
4,2005,6,27,7,2006,21,29,0
2,6667,8,8,3,2005,16,50,0
3,1943,2,3,11,2010,23,17,0
5,15980,9,28,7,2006,3,42,0
4,8851,4,9,3,2006,7,32,0
4,1841,8,29,5,2014,0,3,0
6,263,1,13,2,2010,18,0,0
7,6490,5,23,2,2014,22,30,0
3,1091,10,10,1,2007,0,3,0
1,1511,3,29,4,2013,10,25,0
1,220,4,26,5,2014,22,33,0
3,11246,9,20,9,2006,21,0,0
6,100,2,15,12,2007,23,0,0
6,2096,8,9,3,2013,13,39,0
6,5194,8,28,6,2014,7,30,0
6,5386,2,22,2,2014,21,55,0
5,4037,4,15,11,2013,19,30,0
6,6114,3,1,6,2013,17,37,0
4,977,1,7,10,2010,12,30,0
4,10101,9,29,5,2014,16,30,0
2,1075,4,31,3,2009,18,11,0
1,907,6,6,8,2012,18,23,0
7,4696,1,25,3,2007,1,40,0
2,1004,1,4,3,2014,2,43,0
2,9417,8,1,10,2013,7,15,0
1,1520,5,21,7,2003,14,0,0
2,829,1,6,3,2012,2,0,0
3,772,10,11,7,2007,14,30,0
4,6745,5,15,11,2012,15,26,0
3,1935,5,28,12,2005,10,30,0
5,4763,5,17,6,2011,0,25,0
7,2251,5,10,2,2008,1,45,0
3,14542,8,28,11,2012,8,0,0
6,8306,9,29,12,2007,21,0,0
7,485,2,28,6,2009,8,0,0
6,2318,4,29,1,2011,20,41,0
1,5838,6,2,3,2015,7,30,0
4,17341,3,1,5,2008,19,0,0
3,14415,8,13,10,2004,20,0,0
7,1263,2,11,3,2007,3,25,0
4,4272,7,5,8,2004,15,30,0
7,1393,10,9,4,2006,12,14,0
5,2862,10,9,4,2010,16,47,0
3,8596,9,28,11,2007,8,0,0
7,8453,4,7,10,2012,1,0,0
2,3106,9,30,9,2003,22,0,0
6,9326,5,3,12,2005,1,25,0
5,4225,1,8,10,2010,13,43,0
4,14519,6,15,12,2005,20,0,0
6,1156,8,21,2,2004,18,30,0
5,2179,3,31,5,2013,16,55,0
6,1588,9,19,10,2013,17,45,0
4,3404,3,29,5,2014,18,29,0
1,1775,4,16,2,2009,10,20,0
6,21781,2,18,10,2003,2,50,0
4,1460,3,29,11,2007,19,0,0
3,3936,8,18,3,2015,17,45,0
7,223,10,11,3,2007,23,5,0
3,5616,2,4,3,2015,12,15,0
3,2341,5,15,12,2010,21,45,0
3,57,9,14,5,2008,13,30,0
3,256,2,20,2,2013,20,45,0
2,21809,3,28,10,2003,7,30,0
7,2189,8,12,7,2009,5,41,0
5,2395,2,11,1,2013,0,26,0
4,1694,1,13,11,2014,23,37,0
4,8143,5,10,3,2005,0,56,0
6,11668,9,26,3,2005,20,0,0
3,125,2,22,1,2014,9,0,0
4,22208,5,13,5,2004,20,46,0
5,4156,4,28,5,2004,20,10,0
5,323,9,9,8,2013,12,54,0
6,2821,2,25,1,2014,14,0,0
3,125,2,9,3,2011,16,52,0
1,5491,3,12,5,2003,22,4,0
7,2571,1,19,6,2005,19,50,0
5,1671,2,9,8,2013,18,0,0
2,11128,8,13,10,2009,18,0,0
2,1154,9,25,5,2004,14,0,0
2,548,10,22,12,2009,6,0,0
4,8294,9,14,10,2004,20,50,0
4,8847,6,4,10,2012,13,0,0
4,3529,9,8,4,2010,22,0,0
4,125,2,11,3,2010,10,15,0
2,6434,2,17,2,2015,11,0,0
6,779,2,29,12,2012,0,10,0
7,737,5,30,1,2011,19,0,0
2,2563,10,5,8,2014,18,0,0
7,4951,6,5,10,2008,12,0,0
7,4437,5,21,9,2014,21,37,0
1,511,4,9,6,2008,14,43,0
3,3487,9,21,1,2004,15,10,0
6,10236,6,5,11,2011,10,14,0
3,125,2,10,12,2003,21,0,0
4,17566,4,28,6,2012,15,0,0
5,125,2,1,7,2005,0,1,0
7,2622,2,9,2,2003,2,45,0
5,4053,9,4,6,2010,16,0,0
7,1588,9,20,4,2014,11,35,0
3,907,6,22,1,2014,15,58,0
4,46,2,7,8,2008,18,30,0
1,12115,2,7,7,2014,8,8,0
6,2803,10,9,10,2010,12,0,0
6,1076,5,13,8,2005,17,0,0
1,784,2,23,1,2012,21,0,0
1,9947,5,27,10,2014,11,45,0
7,83,2,23,8,2009,11,55,0
5,1935,5,28,12,2007,16,30,0
3,11804,1,1,6,2005,8,0,0
4,366,10,18,4,2013,16,54,0
7,16579,2,27,1,2013,11,0,0
5,233,8,3,5,2013,20,0,0
4,9327,8,26,1,2012,17,30,0
2,1010,9,30,10,2007,5,0,0
3,5454,8,11,7,2007,15,15,0
4,959,10,1,5,2008,7,0,0
7,3961,4,7,9,2003,23,0,0
5,13241,3,16,12,2005,8,30,0
4,4703,1,7,4,2005,21,55,0
2,9813,5,23,3,2010,0,17,0
1,125,2,11,5,2009,12,45,0
5,14851,9,3,11,2006,8,0,0
7,4931,9,5,10,2008,22,20,0
1,6504,3,2,3,2009,14,0,0
7,6931,4,3,6,2007,8,50,0
1,1284,4,28,11,2011,9,24,0
5,2911,10,22,2,2013,19,27,0
1,14581,4,8,8,2005,9,0,0
6,283,10,16,7,2011,23,50,0
2,2030,6,13,7,2010,22,30,0
7,2388,2,1,11,2009,0,56,0
2,1567,5,24,7,2012,16,39,0
1,13470,7,27,10,2003,20,0,0
6,5148,9,2,7,2011,14,0,0
6,908,10,13,1,2007,18,55,0
7,387,2,24,8,2008,14,45,0
7,98,4,13,1,2013,19,52,0
7,1661,7,27,3,2005,1,55,0
7,981,2,29,1,2006,17,10,0
1,5483,10,15,9,2003,14,58,0
6,2622,2,12,12,2009,23,49,0
5,1558,1,13,6,2008,7,0,0
1,1919,8,24,5,2004,20,0,0
5,6904,3,11,7,2003,8,0,0
3,5323,4,24,12,2003,0,55,0
6,538,8,27,11,2004,19,55,0
5,957,2,3,9,2004,8,30,0
6,1525,4,3,11,2007,11,51,0
4,9417,8,15,11,2007,19,0,0
4,70,10,12,6,2008,18,0,0
2,489,2,22,2,2005,8,0,0
1,1991,10,27,10,2008,13,50,0
3,2589,4,28,10,2009,15,58,0
6,2016,6,9,8,2003,19,15,0
4,83,2,22,7,2004,9,30,0
1,430,1,18,8,2003,19,0,0
5,2719,4,23,1,2009,0,1,0
4,5603,5,4,9,2008,23,0,0
2,10331,8,27,12,2011,4,0,0
5,7951,7,29,11,2013,11,30,0
6,363,2,24,1,2004,16,0,0
7,5811,4,17,11,2013,1,30,0
5,649,9,27,6,2014,20,30,0
5,17851,3,8,4,2005,13,0,0
2,3038,1,27,12,2005,13,0,0
5,16552,9,31,10,2008,22,0,0
4,1080,8,13,12,2012,20,34,0
5,2016,6,19,10,2012,0,1,0
7,3900,5,4,11,2007,23,30,0
1,4511,3,2,3,2015,18,0,0
7,4941,1,22,5,2005,18,0,0
2,893,10,30,9,2003,12,10,0
3,7217,2,14,12,2011,19,0,0
6,41,8,3,11,2012,6,32,0
7,5722,8,9,9,2007,8,40,0
4,4603,5,8,4,2010,10,0,0
2,10654,7,5,4,2005,0,30,0
5,21883,5,17,9,2004,6,30,0
7,4102,6,24,9,2006,1,0,0
6,4762,5,11,8,2007,0,35,0
2,20573,9,1,5,2007,16,15,0
1,5647,8,5,4,2010,6,0,0
1,1760,10,16,10,2006,18,20,0
1,16122,3,29,11,2010,21,40,0
3,2692,5,24,8,2005,0,15,0
5,2391,2,30,5,2008,14,50,0
6,125,2,25,2,2006,0,1,0
6,1345,1,9,10,2010,2,48,0
3,70,10,2,4,2014,15,20,0
3,6912,8,25,1,2006,15,0,0
7,3538,1,24,3,2013,12,0,0
2,2869,10,4,10,2005,20,0,0
2,6357,5,17,2,2009,17,6,0
2,1129,4,13,7,2010,5,0,0
4,3454,3,16,6,2005,19,30,0
7,1095,5,23,10,2011,21,0,0
1,77,10,28,4,2008,12,0,0
4,15851,2,20,3,2003,18,45,0
2,517,2,29,11,2005,18,9,0
6,1347,8,21,10,2006,7,0,0
6,501,4,6,3,2004,3,30,0
5,150,10,24,3,2006,12,53,0
3,511,4,30,4,2003,19,47,0
1,213,4,8,3,2010,1,10,0
1,141,6,28,10,2013,21,0,0
2,2744,6,22,2,2011,8,27,0
6,1012,4,12,2,2011,6,0,0
6,2409,2,7,2,2015,22,15,0
2,4906,5,3,8,2004,1,40,0
5,3163,8,15,5,2009,6,30,0
3,9719,4,28,12,2011,11,0,0
3,408,2,27,5,2009,17,42,0
6,4305,2,21,2,2009,13,10,0
1,8930,5,7,8,2006,0,7,0
2,1951,2,23,11,2004,8,3,0
1,13521,8,5,3,2012,22,30,0
7,2125,5,23,9,2012,16,30,0
6,1347,8,23,10,2010,20,30,0
7,208,1,31,7,2011,5,0,0
7,20664,3,13,1,2008,19,0,0
5,7821,7,25,7,2003,0,1,0
4,3721,8,17,4,2003,15,0,0
6,365,1,24,4,2010,15,35,0
7,2332,2,3,5,2009,15,45,0
3,2252,2,19,10,2005,10,0,0
6,2436,5,21,2,2004,2,0,0
5,2348,1,13,6,2014,10,0,0
4,2206,3,21,10,2010,16,3,0
5,1284,4,26,12,2014,22,25,0
2,6986,7,3,2,2015,18,0,0
3,12621,8,7,2,2007,14,0,0
6,77,10,17,7,2010,18,50,0
4,13156,9,1,11,2012,22,0,0
5,6972,2,19,9,2003,14,45,0
2,4156,4,2,11,2010,22,0,0
6,11707,5,30,7,2005,15,0,0
5,8695,1,13,11,2009,1,54,0
6,3276,8,28,12,2013,22,0,0
3,18177,7,14,11,2007,11,45,0
7,102,10,6,4,2008,10,0,0
7,125,2,15,6,2014,17,4,0
7,83,2,23,8,2009,11,55,0
2,21278,4,16,5,2006,8,30,0
2,13495,9,18,10,2005,6,30,0
1,165,9,4,3,2013,18,0,0
4,3140,3,23,2,2006,23,0,0
6,2826,2,10,9,2005,2,30,0
5,1091,10,9,8,2013,0,1,0
1,18370,3,7,12,2009,19,0,0
2,1299,5,17,4,2012,3,15,0
2,10479,7,15,4,2003,13,0,0
2,277,10,1,4,2003,13,0,0
7,8767,4,28,1,2007,14,35,0
6,959,10,14,1,2012,22,26,0
4,125,2,10,7,2008,14,0,0
3,2512,1,27,6,2012,19,0,0
7,259,5,20,11,2005,23,14,0
6,779,2,17,11,2007,21,0,0
5,5485,5,23,9,2011,18,0,0
1,440,4,24,11,2008,20,0,0
1,213,4,30,3,2015,8,12,0
6,2490,3,22,2,2003,12,0,0
4,3396,10,26,7,2012,18,16,0
3,2490,3,8,2,2006,7,30,0
1,1204,2,24,11,2014,17,30,0
4,7827,4,7,9,2006,1,30,0
4,11505,6,4,10,2012,19,0,0
3,1869,8,29,10,2014,4,44,0
3,1904,4,23,12,2009,13,20,0
4,1965,5,12,6,2008,13,0,0
6,13832,8,17,5,2003,13,0,0
2,895,2,31,5,2011,17,12,0
4,13333,7,24,1,2013,8,30,0
7,3891,7,14,12,2003,13,0,0
3,852,8,17,9,2003,20,45,0
5,10254,3,27,6,2003,18,9,0
1,5124,10,8,12,2008,15,55,0
7,83,2,12,3,2006,20,16,0
6,3564,2,16,1,2010,10,30,0
2,408,2,5,8,2014,17,7,0
4,4643,9,26,8,2010,22,54,0
5,2041,10,10,3,2006,17,20,0
4,486,3,21,8,2014,11,0,0
7,5489,6,21,4,2013,18,0,0
3,22331,5,9,7,2003,8,56,0
5,5570,2,30,5,2008,12,30,0
3,213,4,13,5,2009,17,29,0
4,890,5,29,12,2005,1,31,0
1,2023,5,10,5,2004,23,25,0
2,1271,2,27,4,2004,14,0,0
4,3182,1,11,1,2007,12,15,0
2,5532,3,13,7,2010,16,10,0
6,4257,5,4,5,2013,10,20,0
1,2400,10,12,11,2007,9,30,0
4,357,4,8,1,2004,12,50,0
3,697,8,11,6,2008,7,30,0
4,1939,4,22,3,2007,18,0,0
2,8242,5,21,1,2014,16,24,0
7,15976,6,16,12,2012,5,55,0
3,9825,2,18,5,2005,21,18,0
4,7461,3,11,6,2009,13,15,0
1,21121,8,30,10,2006,22,0,0
6,1810,1,13,8,2011,0,30,0
2,2165,9,19,10,2010,18,30,0
7,7068,10,6,9,2009,1,30,0
3,9543,4,13,12,2006,15,50,0
5,20456,9,21,4,2006,15,0,0
4,7887,4,15,6,2006,11,12,0
5,6661,3,4,4,2008,7,30,0
2,12867,3,13,5,2014,0,1,0
6,10962,7,6,9,2014,0,11,0
1,1291,1,20,2,2012,15,30,0
7,7745,4,12,2,2006,20,8,0
7,403,7,12,8,2012,11,48,0
1,1352,4,17,10,2005,23,30,0
7,3801,1,24,2,2008,11,0,0
5,13182,9,24,8,2012,8,30,0
1,8318,1,5,7,2004,0,30,0
3,2544,4,24,8,2005,14,17,0
3,17500,7,10,2,2010,12,0,0
1,50,5,30,9,2013,23,2,0
6,1966,7,21,4,2012,0,30,0
7,384,9,23,9,2012,12,0,0
3,823,2,13,6,2007,13,0,0
2,7481,3,22,2,2005,10,40,0
4,5354,9,11,12,2014,17,50,0
6,2155,4,1,11,2014,3,0,0
7,1235,5,27,2,2005,8,35,0
3,4741,5,11,11,2009,15,0,0
1,1202,6,14,4,2003,16,0,0
7,1760,10,15,8,2010,22,30,0
5,5189,2,4,4,2014,21,47,0
4,125,2,20,5,2010,0,1,0
1,1593,2,24,7,2006,21,0,0
7,11499,6,14,11,2004,12,42,0
6,1080,8,24,9,2005,20,23,0
6,3323,3,2,6,2012,18,45,0
3,1711,3,28,10,2009,4,9,0
3,12515,3,21,3,2007,7,55,0
1,1431,10,9,6,2008,22,34,0
7,16255,3,30,7,2006,15,0,0
4,1137,6,22,8,2013,11,0,0
2,59,2,7,1,2014,0,1,0
3,13819,4,6,9,2006,18,9,0
5,2911,10,1,12,2006,8,40,0
3,2064,2,16,11,2005,2,30,0
6,15004,9,30,6,2007,23,30,0
3,1977,9,3,10,2007,23,30,0
5,4058,4,1,11,2013,21,30,0
4,517,2,20,3,2003,11,0,0
6,12182,9,7,2,2004,18,0,0
1,6549,9,4,3,2013,3,0,0
2,1787,7,23,6,2009,23,0,0
3,9703,8,29,12,2010,10,27,0
1,64,4,4,3,2013,21,59,0
5,5781,1,22,4,2011,12,38,0
7,4061,1,8,5,2011,19,40,0
4,468,2,19,2,2009,13,24,0
3,6504,3,6,3,2013,7,58,0
1,1618,5,29,9,2014,7,30,0
3,9476,3,12,11,2014,17,41,0
5,3882,4,8,8,2008,16,0,0
5,579,1,7,3,2014,22,30,0
4,3808,9,19,8,2004,21,25,0
4,1220,10,17,5,2012,4,40,0
6,3723,8,26,1,2013,22,44,0
3,3012,4,20,3,2013,11,10,0
2,11488,7,2,9,2008,2,0,0
5,545,3,25,1,2013,22,50,0
3,2748,1,22,2,2012,10,3,0
5,1316,3,14,12,2012,10,0,0
5,551,5,15,7,2011,21,10,0
4,7291,6,15,10,2009,15,45,0
3,1129,4,25,7,2007,9,50,0
3,2490,3,3,3,2004,1,0,0
7,10143,9,30,1,2011,19,0,0
2,21635,9,5,4,2005,1,0,0
4,1306,2,24,1,2013,18,16,0
1,21763,7,22,12,2003,9,44,0
1,741,2,30,9,2013,8,19,0
1,1786,8,10,5,2004,15,35,0
7,6077,2,23,3,2008,11,38,0
3,2274,7,11,6,2014,8,50,0
6,5189,2,6,11,2010,13,5,0
7,408,2,24,10,2010,10,18,0
3,892,7,15,6,2005,0,1,0
6,4479,5,12,2,2011,11,15,0
4,507,5,4,5,2006,14,15,0
3,13273,9,15,9,2004,9,0,0
1,4298,10,31,3,2003,8,49,0
1,7031,1,10,6,2013,23,5,0
6,5751,8,4,6,2011,20,20,0
1,1912,1,5,1,2004,17,30,0
4,4317,4,30,4,2009,15,30,0
3,898,2,9,2,2011,14,30,0
2,1360,4,7,8,2012,7,27,0
5,90,5,5,9,2008,13,0,0
5,8302,7,9,9,2011,19,30,0
5,2398,2,30,5,2003,19,52,0
4,2269,2,2,9,2004,17,0,0
4,9535,7,1,11,2012,16,30,0
5,10175,8,28,12,2007,15,35,0
3,1162,1,22,3,2006,12,0,0
3,3323,3,8,2,2006,10,45,0
1,343,4,30,5,2011,9,23,0
3,559,6,19,10,2005,21,30,0
2,10732,8,18,3,2003,20,30,0
6,15417,4,18,6,2005,21,40,0
3,138,2,25,7,2007,19,0,0
4,10137,8,11,2,2010,21,15,0
5,1142,7,14,5,2004,8,0,0
6,559,6,9,8,2014,14,0,0
3,3752,5,21,1,2004,20,56,0
7,8063,4,19,9,2004,15,0,0
4,20789,7,20,9,2007,19,26,0
1,3762,1,19,7,2004,17,45,0
4,2831,4,29,12,2011,10,30,0
7,2393,8,1,6,2003,13,15,0
3,16543,3,6,2,2013,20,14,0
5,3934,2,9,1,2009,22,43,0
4,13,3,1,5,2008,20,35,0
5,3717,6,30,5,2003,16,30,0
2,1431,10,3,2,2004,23,12,0
4,125,2,15,4,2004,14,40,0
5,2420,8,12,12,2003,14,15,0
6,2678,8,6,10,2012,6,45,0
1,7068,10,4,8,2003,22,40,0
4,4321,3,25,1,2007,10,0,0
2,15,10,19,2,2008,6,20,0
4,4710,2,19,3,2015,17,45,0
2,12662,8,9,11,2004,20,30,0
4,363,2,7,4,2005,7,46,0
1,2341,5,21,8,2006,22,30,0
2,2382,1,27,11,2012,15,0,0
7,14982,5,19,10,2008,14,50,0
2,125,2,20,8,2013,20,0,0
5,6811,3,27,7,2007,23,17,0
3,4703,1,19,8,2009,12,0,0
5,1596,4,2,5,2003,1,45,0
5,1705,2,11,1,2008,2,6,0
6,5549,3,20,9,2008,13,30,0
4,539,1,6,5,2010,8,45,0
7,7801,9,20,10,2013,8,30,0
4,1798,9,16,6,2011,19,45,0
3,904,5,22,8,2007,14,5,0
2,5073,3,3,2,2009,12,0,0
3,829,1,7,4,2010,19,40,0
2,248,7,18,8,2009,17,0,0
3,3926,2,23,7,2008,2,50,0
1,872,2,24,5,2004,16,52,0
2,13694,4,4,3,2014,21,0,0
7,2413,8,5,10,2008,11,47,0
2,5368,5,22,8,2006,10,0,0
7,2623,5,19,11,2006,10,0,0
5,125,2,26,12,2008,17,30,0
2,626,2,22,7,2014,14,14,0
7,6279,9,6,5,2007,21,9,0
6,1263,2,4,9,2004,16,0,0
2,713,4,3,5,2005,0,51,0
4,3113,4,22,3,2007,10,49,0
3,7069,5,3,10,2007,19,0,0
4,3007,8,7,4,2011,14,30,0
6,5090,3,30,7,2005,10,30,0
2,15965,7,21,3,2006,15,0,0
4,821,10,19,9,2013,5,9,0
6,1565,5,21,2,2015,16,0,0
5,909,4,17,10,2003,21,30,0
5,6205,7,30,4,2004,12,0,0
1,1760,10,21,8,2006,14,27,0
2,2811,1,18,3,2014,3,30,0
1,11789,7,16,8,2004,16,0,0
7,914,1,23,3,2008,17,50,0
7,1455,1,14,11,2004,3,0,0
5,8471,4,30,4,2004,14,30,0
3,1345,1,1,10,2008,0,1,0
4,890,5,29,12,2005,1,31,0
1,637,1,11,5,2015,15,45,0
3,256,2,3,4,2013,19,49,0
4,1992,6,9,2,2012,21,30,0
3,4304,1,9,2,2011,12,45,0
3,146,10,23,12,2009,16,0,0
6,11263,3,25,7,2009,18,51,0
1,784,2,27,6,2005,14,19,0
6,7921,9,23,3,2013,17,0,0
4,577,2,13,12,2007,16,30,0
7,1220,10,4,11,2007,16,0,0
7,990,1,8,2,2015,15,0,0
2,7313,5,14,11,2006,2,30,0
5,451,2,7,4,2006,14,0,0
4,4528,5,10,1,2008,2,20,0
3,13085,8,10,1,2007,13,25,0
6,1791,2,27,7,2013,19,2,0
4,6191,8,19,2,2015,3,0,0
2,1943,2,17,3,2009,8,55,0
1,1441,1,18,4,2005,6,55,0
4,9520,1,15,10,2009,14,0,0
7,12208,2,11,7,2004,0,1,0
6,20611,9,10,9,2005,15,30,0
5,1469,3,20,4,2012,22,16,0
2,3180,10,24,7,2012,11,26,0
5,7915,2,6,4,2012,21,30,0
2,3103,2,17,3,2015,17,50,0
3,7068,10,25,6,2008,7,19,0
7,23,5,20,11,2005,21,30,0
2,12251,6,28,11,2006,22,10,0
1,807,2,31,5,2010,0,1,0
7,5469,1,11,1,2009,1,35,0
6,1279,5,3,6,2006,23,0,0
1,2108,2,13,4,2009,1,22,0
7,278,8,14,3,2010,14,30,0
6,7190,8,27,1,2007,14,45,0
3,3752,5,6,9,2006,21,0,0
5,176,1,27,7,2007,19,0,0
4,15631,9,18,10,2007,23,0,0
4,277,10,2,6,2005,22,6,0
1,435,10,25,5,2009,15,51,0
2,14820,3,21,12,2004,14,58,0
7,1459,5,12,8,2012,14,0,0
2,2586,2,1,9,2009,0,1,0
7,2842,10,9,3,2003,14,45,0
5,6899,2,20,10,2006,18,15,0
5,2472,8,20,4,2012,18,52,0
5,7025,5,29,7,2005,13,10,0
