"day","address","location","date","month","year","hour","min","FORGERYCOUNTERFEITING"
5,4492,1,4,11,2005,14,30,0
3,1862,5,18,5,2011,15,10,0
4,9401,7,12,7,2012,0,14,0
2,5837,4,8,8,2006,13,4,0
4,359,10,13,1,2011,18,50,0
3,3961,4,16,4,2003,13,30,0
6,125,2,14,1,2012,19,0,0
3,9412,6,3,9,2003,1,30,0
1,1003,9,10,5,2004,20,30,0
5,1597,8,3,6,2011,6,0,0
4,2706,10,25,2,2010,11,0,0
6,15841,3,15,6,2013,5,20,0
2,1287,2,23,2,2010,21,30,0
6,1630,7,26,7,2014,10,40,0
1,2072,8,27,4,2015,21,0,0
5,3917,5,17,10,2003,5,0,0
3,1351,8,31,3,2004,22,0,0
7,104,2,7,5,2006,0,50,0
7,9862,8,13,3,2005,18,30,0
5,1804,5,15,5,2009,16,10,0
7,88,2,22,4,2012,21,20,0
5,21378,8,13,1,2006,10,25,0
5,2743,1,17,4,2015,4,1,0
6,1086,8,6,10,2012,15,0,0
3,21785,10,30,4,2003,13,50,0
4,1936,2,10,2,2011,19,0,0
5,7957,6,8,9,2006,19,0,0
2,3554,9,19,4,2011,21,30,0
7,4325,4,29,1,2006,11,45,0
4,435,10,9,7,2009,22,5,0
3,4543,3,6,4,2005,17,11,0
6,83,2,29,5,2004,14,24,0
2,571,2,3,8,2004,23,30,0
3,6611,5,19,2,2014,10,0,0
6,10595,9,3,10,2009,16,30,0
5,125,2,2,11,2012,15,0,0
1,1643,5,21,6,2004,15,12,0
4,4140,10,28,1,2010,8,30,0
4,16431,8,10,8,2006,13,11,0
1,1975,2,21,3,2011,9,30,0
5,190,9,4,4,2014,7,25,0
7,4087,4,14,6,2009,3,0,0
4,11232,7,21,2,2008,2,11,0
4,1567,5,5,2,2015,12,0,0
1,1640,8,16,5,2005,16,20,0
1,802,4,6,9,2010,10,2,0
5,1820,7,24,8,2007,11,36,0
5,2945,3,28,11,2003,22,15,0
3,1431,10,17,3,2004,10,0,0
5,741,2,24,1,2003,6,10,0
7,1954,10,4,5,2014,12,13,0
7,911,10,6,11,2005,0,45,0
4,13182,9,5,10,2006,8,0,0
6,872,2,5,4,2003,14,10,0
2,5491,3,11,1,2011,2,0,0
6,2068,9,11,7,2009,17,42,0
1,12291,4,21,12,2009,8,0,0
4,3466,1,3,5,2007,21,0,0
1,400,3,15,10,2012,19,34,0
5,1094,2,22,9,2006,18,0,0
2,1271,2,8,6,2004,7,30,0
6,907,6,10,8,2013,11,5,0
6,176,1,20,5,2006,20,25,0
6,1039,5,26,1,2013,23,30,0
7,392,4,10,2,2013,19,8,0
7,823,2,11,9,2011,0,1,0
5,14328,8,27,12,2013,11,32,0
6,829,1,29,12,2012,2,0,0
2,672,1,22,2,2005,11,51,0
4,125,2,25,8,2005,19,30,0
4,6191,8,19,2,2015,22,45,0
5,3054,1,21,10,2011,23,30,0
4,5907,7,21,4,2011,0,50,0
7,15736,9,30,6,2013,23,0,0
7,93,7,24,9,2006,13,0,0
4,8572,5,13,7,2006,20,0,0
5,15796,6,9,2,2007,14,30,0
2,1895,3,28,6,2011,16,0,0
3,6420,2,25,6,2008,8,4,0
3,2911,10,25,8,2010,7,31,0
1,369,5,22,8,2005,16,44,0
2,11147,3,16,9,2003,17,50,0
3,7769,8,1,5,2013,16,45,0
6,16891,9,19,11,2005,13,15,0
3,4875,2,5,9,2007,18,0,0
6,8282,8,19,6,2010,14,0,0
6,360,4,7,2,2004,18,56,0
6,646,6,8,3,2014,13,0,0
2,1254,2,17,2,2004,14,40,0
1,764,6,28,5,2012,4,30,0
1,1951,2,11,12,2006,15,30,0
6,2229,5,22,8,2009,0,30,0
1,15435,7,10,6,2013,19,0,0
1,5030,3,16,3,2015,19,30,0
4,47,2,11,6,2009,22,0,0
7,9420,3,29,12,2013,21,0,0
5,138,2,13,12,2013,9,9,0
5,18817,4,24,7,2009,20,30,0
3,1220,10,8,1,2003,9,30,0
4,12623,7,14,6,2007,21,0,0
6,7535,4,20,5,2006,22,30,0
1,2563,10,25,1,2010,1,0,0
7,1942,2,1,7,2007,14,19,0
6,648,2,25,1,2003,12,0,0
1,7047,1,2,4,2007,9,20,0
6,5234,2,21,9,2013,23,0,0
2,27,5,28,6,2005,6,0,0
1,1449,1,23,1,2012,8,0,0
4,2110,5,18,9,2014,17,45,0
3,3329,10,18,9,2013,15,45,0
4,9757,7,2,5,2013,18,0,0
4,4719,1,11,1,2007,16,0,0
4,1490,7,1,12,2005,13,45,0
4,2118,5,29,6,2006,20,0,0
3,4022,5,18,2,2009,15,0,0
3,232,4,25,11,2009,19,55,0
3,16454,9,7,9,2005,21,53,0
2,4510,5,29,11,2011,20,0,0
4,146,10,29,11,2012,6,28,0
3,18720,8,22,2,2006,8,35,0
7,3116,1,15,12,2013,14,45,0
5,730,3,6,3,2015,23,53,0
7,7165,1,25,1,2015,16,15,0
6,8104,1,5,9,2009,23,0,0
2,354,10,16,9,2003,18,20,0
2,38,10,14,12,2010,13,30,0
6,3929,9,7,8,2004,3,29,0
7,7100,2,16,12,2012,17,30,0
3,3846,10,14,5,2008,11,19,0
1,1399,10,17,2,2003,6,48,0
2,2016,6,30,9,2014,9,18,0
5,925,2,9,9,2005,19,40,0
3,1351,8,5,3,2003,12,49,0
4,1790,1,25,6,2009,15,7,0
3,11251,4,7,1,2004,20,0,0
7,2398,2,1,6,2014,0,25,0
5,4807,5,27,6,2008,7,45,0
5,1478,6,30,11,2007,20,0,0
4,6520,1,17,4,2014,3,10,0
4,9051,7,27,11,2014,18,30,0
2,7668,4,8,6,2004,17,40,0
5,5339,4,24,2,2012,23,15,0
7,10546,2,14,8,2005,14,30,0
6,7287,2,8,8,2009,1,23,0
7,548,10,13,1,2008,16,36,0
1,2869,10,30,3,2009,23,0,0
7,810,7,7,10,2012,10,50,0
5,4435,3,9,3,2012,22,15,0
2,5628,3,19,9,2006,5,40,0
6,2400,10,9,8,2008,21,58,0
5,1431,10,15,10,2004,21,30,0
2,1516,4,3,8,2004,20,0,0
1,232,4,16,5,2011,18,42,0
6,644,1,24,3,2012,1,33,0
5,4676,4,30,10,2009,13,30,0
5,125,2,22,8,2008,12,25,0
3,14444,8,16,6,2010,9,0,0
3,11065,8,16,4,2014,17,50,0
3,475,9,16,11,2011,3,0,0
7,15,10,19,10,2008,15,0,0
5,1406,4,31,10,2014,19,16,0
6,10929,9,15,6,2013,12,0,0
5,554,10,18,11,2005,22,30,0
5,853,2,28,7,2006,22,0,0
5,1595,9,19,10,2012,23,0,0
4,208,1,2,9,2004,8,28,0
1,8503,8,15,10,2007,8,15,0
6,3704,1,16,10,2004,19,15,0
7,22595,2,7,3,2004,1,45,0
6,2539,8,11,2,2012,16,54,0
1,2233,6,2,3,2015,23,25,0
2,6287,4,15,10,2013,16,0,0
4,1692,6,17,11,2011,15,39,0
5,1263,2,23,1,2015,22,30,0
6,8030,4,27,8,2011,19,22,0
1,2868,7,17,10,2011,10,0,0
5,14444,8,24,8,2012,21,30,0
2,821,10,17,9,2013,9,55,0
3,3684,4,30,5,2012,19,0,0
7,1783,4,2,11,2003,1,0,0
1,872,2,29,10,2007,17,40,0
2,11999,9,27,7,2010,12,30,0
1,189,2,30,5,2005,15,30,0
3,16236,1,3,11,2010,9,59,0
6,2395,2,11,3,2006,11,26,0
7,530,8,22,3,2009,17,12,0
4,511,4,17,11,2011,17,40,0
3,2077,4,18,2,2004,19,15,0
7,20186,9,9,3,2008,23,0,0
3,6929,2,4,2,2015,10,30,0
1,4712,7,18,8,2014,16,6,0
1,301,2,16,10,2006,3,38,0
5,8901,5,28,11,2014,21,30,0
6,3329,10,26,2,2011,16,20,0
4,146,10,29,12,2005,15,30,0
2,6572,9,20,3,2012,20,30,0
4,7415,4,1,7,2010,18,15,0
7,907,6,16,1,2005,12,41,0
2,823,2,27,4,2004,2,0,0
1,979,4,6,7,2009,18,33,0
1,823,2,6,1,2014,3,10,0
6,13443,6,18,11,2006,10,30,0
2,6223,2,8,2,2005,20,0,0
6,1393,10,8,4,2006,20,20,0
4,287,9,17,11,2011,16,0,0
3,12858,2,30,11,2011,23,5,0
3,4487,3,20,2,2008,10,24,0
1,5532,3,16,9,2013,12,27,0
2,356,3,12,5,2015,17,45,0
2,916,1,13,12,2011,20,0,0
2,1593,2,4,10,2005,13,6,0
5,5536,4,6,3,2009,13,0,0
5,39,3,17,4,2015,15,0,0
3,403,7,6,3,2013,14,0,0
3,4448,3,15,6,2005,19,33,0
6,77,10,13,7,2013,15,15,0
4,1469,3,12,7,2012,13,0,0
4,1041,5,22,8,2013,0,30,0
6,17575,3,14,1,2012,10,15,0
5,6674,8,18,11,2011,12,30,0
7,653,10,28,11,2004,21,30,0
2,9417,8,20,7,2004,11,0,0
3,435,10,26,5,2004,7,40,0
5,8710,4,31,12,2010,22,23,0
3,9988,7,22,8,2012,19,0,0
1,872,2,3,2,2014,20,0,0
4,1186,4,25,12,2003,12,30,0
2,1722,2,29,10,2013,20,50,0
4,3256,1,29,6,2006,15,1,0
6,363,2,4,10,2008,20,40,0
1,4988,4,13,11,2006,1,0,0
3,1780,4,23,8,2006,15,0,0
1,3131,10,6,2,2012,5,41,0
3,8522,5,14,12,2011,16,15,0
4,203,2,15,12,2011,9,10,0
5,6667,8,17,11,2006,17,4,0
6,20460,6,27,1,2007,0,55,0
7,9834,5,5,12,2010,17,30,0
1,203,2,12,7,2010,10,55,0
6,28,4,30,11,2013,19,21,0
2,8040,8,25,12,2007,17,15,0
2,22393,5,4,3,2003,1,20,0
5,1406,4,18,5,2007,18,40,0
4,6971,6,28,6,2012,7,20,0
6,359,10,18,4,2009,12,29,0
5,8947,2,29,6,2007,0,1,0
4,4571,5,10,7,2008,21,15,0
7,125,2,30,11,2003,10,0,0
6,3351,4,31,10,2009,3,50,0
1,5702,8,16,5,2005,0,30,0
1,2156,2,21,1,2013,22,30,0
5,1996,2,8,8,2008,14,0,0
1,15002,9,22,1,2007,13,0,0
6,7017,8,24,3,2007,16,50,0
5,3575,3,16,6,2006,12,5,0
5,19274,9,5,9,2008,11,30,0
1,11247,3,1,11,2010,8,0,0
6,13,3,21,3,2015,22,0,0
6,2332,2,3,7,2010,7,0,0
5,13779,3,21,2,2014,17,27,0
2,213,4,4,8,2009,2,10,0
2,1162,1,31,10,2006,17,0,0
1,1501,5,19,7,2004,7,55,0
3,7294,2,21,4,2010,9,0,0
5,2007,9,15,10,2004,10,30,0
1,4676,4,28,4,2014,17,50,0
7,379,1,8,9,2013,12,0,0
3,1973,9,14,11,2012,14,0,0
4,2332,2,12,6,2003,18,25,0
7,16701,9,17,7,2005,1,30,0
7,189,2,17,6,2007,17,30,0
7,1116,2,18,4,2004,21,0,0
2,36,2,30,10,2007,19,30,0
1,4867,1,13,11,2006,0,1,0
2,36,2,22,1,2008,13,20,0
7,10801,2,16,5,2004,12,30,0
2,8752,9,10,11,2009,18,38,0
6,956,10,21,10,2006,1,54,0
1,1615,2,25,11,2013,23,0,0
4,21839,6,5,8,2004,21,30,0
6,11844,8,5,6,2010,13,35,0
2,125,2,13,7,2010,9,28,0
1,8794,5,14,4,2014,12,0,0
2,138,2,23,8,2005,14,24,0
5,8596,9,13,11,2009,16,15,0
2,2270,1,12,6,2012,0,43,0
1,4929,3,5,8,2013,8,21,0
6,3638,2,26,7,2008,10,0,0
4,323,9,14,11,2013,19,30,0
5,12655,5,8,2,2013,18,0,0
2,3718,3,7,2,2012,20,33,0
1,7074,4,26,12,2011,11,6,0
6,8828,7,15,11,2003,13,25,0
5,1504,4,5,10,2007,13,10,0
5,189,2,27,12,2013,20,29,0
6,7910,7,21,5,2005,0,30,0
1,1255,6,3,2,2014,18,11,0
6,259,5,28,6,2003,0,30,0
3,2024,1,6,4,2005,13,25,0
1,11387,3,25,1,2010,19,40,0
6,428,4,1,11,2014,0,10,0
7,7109,1,30,11,2008,22,55,0
7,5269,6,24,10,2010,12,45,0
6,20430,8,28,6,2008,17,10,0
6,11862,3,7,3,2009,8,41,0
5,14422,8,1,11,2013,20,0,0
3,12126,9,2,11,2005,23,30,0
1,13715,4,16,10,2006,22,30,0
2,1236,4,7,8,2012,21,0,0
5,133,3,16,12,2011,9,0,0
5,594,8,29,1,2010,0,21,0
2,2340,3,22,3,2005,21,43,0
1,1809,10,24,11,2008,19,55,0
5,7138,9,12,6,2009,17,0,0
7,242,10,29,6,2003,15,40,0
2,19208,4,10,8,2010,5,0,0
3,4258,6,14,5,2003,20,0,0
7,485,2,4,11,2012,23,0,0
4,14887,6,4,10,2007,12,0,0
3,20043,8,19,2,2003,23,32,0
6,14433,9,29,1,2005,18,6,0
2,230,1,7,12,2004,22,35,0
7,984,2,18,12,2005,15,30,0
3,13194,9,16,4,2014,18,0,0
3,2123,5,5,10,2011,15,6,0
1,5762,5,28,6,2010,2,20,0
5,2719,4,18,11,2011,23,15,0
4,4875,2,8,9,2005,11,30,0
1,138,2,20,2,2012,10,27,0
3,504,4,12,11,2014,13,1,0
2,11158,8,13,11,2012,16,40,0
3,2719,4,15,12,2010,23,13,0
2,1435,2,18,4,2006,18,0,0
7,5318,5,15,6,2014,13,25,0
2,21159,9,7,12,2004,9,0,0
2,3670,7,20,7,2004,13,35,0
6,2811,1,27,12,2008,15,23,0
6,8184,3,19,9,2009,11,30,0
4,20603,7,5,10,2006,13,59,0
2,511,4,28,10,2003,3,0,0
2,12325,6,6,7,2004,19,0,0
4,1057,8,1,5,2008,20,25,0
2,7079,4,13,12,2005,0,1,0
7,21781,2,30,5,2004,22,26,0
1,3774,2,10,6,2013,9,56,0
2,29,5,1,5,2012,7,45,0
5,1757,3,27,6,2003,17,11,0
2,18475,4,22,3,2005,19,0,0
7,4501,5,5,6,2005,9,0,0
2,2720,10,30,10,2007,1,4,0
6,2017,4,15,1,2011,21,42,0
4,21890,5,19,2,2004,10,0,0
5,13164,9,22,4,2005,16,0,0
4,1273,10,17,4,2014,15,55,0
7,872,2,31,7,2005,1,24,0
1,7896,3,10,7,2006,14,9,0
2,14488,3,28,9,2004,17,0,0
3,361,2,5,8,2009,21,25,0
2,9748,3,18,8,2009,20,15,0
7,20026,9,22,3,2009,15,0,0
7,107,8,12,12,2004,22,30,0
5,14342,6,24,7,2009,15,0,0
1,8869,8,2,3,2009,18,0,0
6,359,10,5,11,2005,16,0,0
6,11375,1,3,7,2010,11,51,0
3,5211,3,29,11,2006,18,5,0
3,18605,7,25,1,2006,8,45,0
5,1429,10,28,5,2004,8,45,0
5,14501,9,21,4,2006,19,9,0
5,872,2,27,1,2006,12,48,0
3,3919,7,1,4,2015,21,30,0
3,1182,5,5,3,2008,17,0,0
7,15601,7,27,3,2005,11,0,0
5,1393,10,4,11,2005,20,51,0
6,744,10,28,6,2008,18,45,0
4,6857,8,5,2,2015,3,6,0
5,213,4,2,11,2007,21,36,0
7,7225,9,20,9,2009,8,46,0
2,9315,3,27,5,2014,3,5,0
4,69,5,1,6,2006,11,6,0
3,125,2,22,12,2004,13,0,0
4,7853,1,8,1,2015,19,25,0
6,126,8,26,8,2006,0,1,0
3,2156,2,6,9,2006,13,20,0
3,355,2,14,10,2009,13,58,0
1,14682,6,29,9,2003,19,45,0
6,511,4,7,5,2011,1,37,0
5,1393,10,4,11,2005,20,51,0
7,12550,7,1,6,2014,22,30,0
1,7959,3,6,8,2007,15,30,0
7,11645,8,29,7,2012,0,10,0
1,282,6,18,4,2011,23,50,0
7,4353,6,22,3,2015,14,0,0
2,3976,4,30,9,2008,15,0,0
1,4317,4,1,9,2008,0,1,0
5,366,10,22,9,2006,14,50,0
5,4037,4,11,7,2008,23,11,0
2,5726,8,20,7,2004,21,30,0
3,1778,9,15,5,2013,14,0,0
6,6644,5,25,1,2014,22,0,0
7,213,4,21,10,2007,6,1,0
6,7007,8,14,7,2007,1,45,0
6,3043,8,30,10,2004,15,49,0
7,3185,7,14,11,2004,2,35,0
2,4268,1,13,7,2010,0,58,0
1,1611,3,29,9,2014,11,45,0
4,5499,4,21,10,2010,6,48,0
3,14967,3,29,9,2004,14,0,0
2,6474,5,16,5,2006,13,50,0
3,10214,1,3,9,2008,15,30,0
4,20,8,1,11,2007,11,16,0
5,3281,2,14,7,2006,21,30,0
3,8101,4,8,1,2014,22,54,0
1,435,10,31,10,2005,19,27,0
3,385,3,30,6,2010,20,1,0
6,8810,4,10,9,2005,13,0,0
4,13922,8,28,6,2012,0,1,0
1,125,2,1,9,2003,15,0,0
7,303,8,6,11,2005,0,32,0
2,11750,8,7,1,2014,13,0,0
2,2041,10,27,5,2014,21,8,0
3,1224,1,15,9,2004,2,14,0
3,164,4,20,8,2014,16,0,0
2,2981,8,26,1,2010,10,30,0
1,1091,10,9,6,2008,13,23,0
5,408,2,6,3,2009,18,15,0
7,594,8,28,12,2008,4,38,0
6,2259,2,8,8,2009,11,20,0
4,8687,4,6,5,2010,20,0,0
1,2016,6,13,10,2014,17,26,0
2,6003,6,21,1,2003,11,0,0
7,125,2,12,9,2010,16,0,0
2,7321,5,18,9,2007,14,35,0
7,18724,9,2,1,2011,1,0,0
5,14488,3,27,1,2012,11,38,0
7,1056,2,13,8,2006,5,1,0
6,46,2,19,4,2008,22,19,0
6,125,2,21,2,2009,9,0,0
4,9949,8,19,8,2004,23,20,0
6,7415,4,10,3,2007,8,26,0
1,18995,6,29,11,2010,22,31,0
5,1885,2,22,3,2013,21,0,0
2,14513,8,23,7,2013,13,0,0
5,1420,1,21,2,2014,16,0,0
3,14681,3,23,3,2005,22,20,0
7,4291,8,19,10,2003,21,0,0
6,896,2,19,4,2008,11,30,0
6,6633,1,26,3,2011,22,0,0
2,699,1,23,12,2014,17,1,0
2,102,10,29,10,2013,15,34,0
5,17074,3,14,1,2011,16,0,0
3,3432,1,10,8,2005,20,0,0
6,2194,3,24,3,2012,11,0,0
7,8655,7,1,6,2003,7,0,0
4,10960,3,4,3,2004,17,55,0
1,21979,2,27,9,2004,13,0,0
6,322,5,15,6,2013,20,0,0
4,366,10,19,3,2009,22,2,0
4,1144,6,31,10,2013,23,0,0
2,803,6,29,4,2003,0,1,0
7,198,1,9,5,2010,0,1,0
4,8339,8,20,2,2003,17,40,0
4,533,2,25,8,2011,21,0,0
2,2422,6,12,11,2013,0,30,0
5,10997,8,25,3,2011,18,30,0
4,8298,1,25,12,2014,12,45,0
7,14389,6,15,12,2013,0,3,0
7,862,5,12,1,2014,20,0,0
5,2737,3,10,7,2009,8,50,0
3,3180,10,25,8,2010,13,30,0
7,1407,1,6,10,2013,10,44,0
2,1393,10,17,2,2004,23,32,0
7,125,2,10,8,2003,6,0,0
7,7510,3,24,8,2003,18,30,0
6,189,2,22,3,2003,20,36,0
2,4141,4,24,8,2010,9,39,0
4,8782,4,2,5,2013,20,0,0
7,1991,10,31,1,2010,15,55,0
5,11968,4,11,7,2014,21,0,0
4,11186,4,25,2,2010,14,0,0
3,19748,9,4,10,2006,15,45,0
7,125,2,9,3,2008,21,20,0
4,2816,9,16,4,2009,15,0,0
2,9233,8,22,1,2008,18,43,0
7,1057,8,5,10,2014,21,25,0
4,12203,8,24,1,2013,7,30,0
7,5444,10,10,9,2006,23,45,0
3,408,2,21,1,2009,10,55,0
6,17700,1,19,5,2012,0,45,0
5,2777,2,12,11,2004,8,36,0
6,13101,6,19,4,2014,23,7,0
2,1790,1,24,8,2010,15,30,0
2,13813,7,20,7,2004,9,0,0
6,4583,2,24,9,2011,21,30,0
2,1730,10,15,5,2012,1,30,0
1,10330,8,20,8,2012,23,0,0
6,3414,10,31,12,2005,16,13,0
1,6654,9,13,9,2004,14,0,0
4,5084,1,23,2,2006,22,9,0
5,1808,9,9,4,2010,8,15,0
3,4645,5,27,6,2012,15,25,0
7,4648,1,4,12,2011,2,50,0
5,4295,3,24,8,2012,11,40,0
7,3987,9,27,7,2014,9,5,0
1,5429,4,30,10,2006,22,0,0
1,528,10,5,7,2004,3,0,0
1,3376,10,28,5,2007,15,50,0
6,213,4,2,7,2011,10,11,0
3,4906,5,22,1,2014,12,20,0
5,9402,3,19,9,2003,12,30,0
7,3059,8,27,7,2014,23,0,0
6,1181,2,9,8,2003,2,10,0
2,6190,4,6,1,2004,15,0,0
4,3875,2,26,1,2006,21,0,0
1,601,9,28,5,2007,16,59,0
7,2104,9,23,9,2012,18,0,0
3,1790,1,19,4,2006,19,30,0
2,3553,6,9,12,2008,10,0,0
2,14574,8,24,7,2012,18,10,0
6,464,8,8,2,2014,20,19,0
2,98,4,25,11,2014,17,0,0
1,11027,7,30,8,2004,20,30,0
4,20124,9,21,2,2008,0,3,0
6,125,2,16,6,2007,0,1,0
7,2931,2,4,7,2010,20,30,0
1,2563,10,25,5,2009,0,50,0
5,737,5,20,4,2012,21,0,0
3,8021,3,7,3,2012,17,10,0
6,229,5,25,8,2007,22,30,0
3,1954,10,4,3,2009,7,30,0
4,4560,4,14,10,2004,23,0,0
3,872,2,18,2,2004,14,0,0
6,2099,5,27,6,2009,20,30,0
1,5190,1,13,5,2013,14,0,0
7,1247,5,1,7,2012,22,0,0
1,37,2,12,10,2009,21,20,0
6,4744,3,27,8,2005,14,30,0
6,16871,3,29,1,2011,5,30,0
5,4071,4,22,8,2008,11,36,0
5,2534,4,13,1,2006,11,54,0
7,12,5,30,12,2007,16,50,0
7,4923,2,1,8,2010,0,14,0
3,6505,4,7,8,2013,19,0,0
5,158,2,30,11,2012,18,45,0
7,1190,3,26,1,2003,22,16,0
7,5312,1,8,9,2013,14,0,0
1,744,10,17,8,2009,6,39,0
5,948,1,12,7,2013,18,30,0
3,36,2,9,7,2003,13,30,0
3,7501,3,30,4,2014,11,14,0
4,272,8,30,11,2006,22,0,0
3,1996,2,16,11,2011,17,15,0
5,2175,3,4,4,2003,10,9,0
7,1346,4,27,8,2006,19,30,0
5,934,1,6,9,2013,14,0,0
1,10005,5,29,9,2014,10,45,0
4,3113,4,31,5,2007,12,0,0
2,4979,7,17,3,2015,8,40,0
6,283,10,16,11,2013,23,0,0
1,1760,10,3,8,2009,10,52,0
5,125,2,23,1,2009,23,40,0
7,158,2,22,4,2007,2,0,0
2,15879,8,17,10,2006,11,0,0
1,9165,6,3,10,2005,21,45,0
2,408,2,31,10,2006,14,22,0
3,7446,3,12,11,2008,22,0,0
3,4861,9,14,12,2005,17,0,0
6,4609,9,12,6,2004,20,30,0
4,1042,3,10,3,2005,1,20,0
2,6415,5,12,5,2009,20,0,0
6,2374,1,15,5,2004,13,40,0
6,11459,7,9,8,2014,13,0,0
1,198,1,2,9,2013,21,30,0
5,640,9,15,5,2009,18,0,0
2,1517,3,29,11,2011,0,5,0
2,2119,10,22,1,2008,18,56,0
3,2143,8,28,11,2007,12,0,0
5,125,2,30,6,2006,0,1,0
5,16684,3,19,11,2010,18,0,0
5,4875,2,6,5,2005,23,30,0
6,2604,8,7,9,2013,22,10,0
2,1743,1,6,2,2007,21,0,0
2,5353,2,14,12,2010,18,15,0
2,213,4,27,4,2004,19,55,0
1,5679,2,13,6,2011,10,0,0
6,7395,4,12,12,2009,4,40,0
1,1809,10,4,8,2014,8,0,0
4,15075,8,9,12,2004,23,0,0
4,105,5,25,12,2014,14,15,0
5,1216,4,7,3,2003,12,0,0
5,1172,4,7,10,2011,4,45,0
6,13291,8,2,10,2004,19,0,0
3,1041,5,19,3,2008,21,3,0
3,105,5,6,3,2013,17,10,0
3,102,10,4,2,2015,15,20,0
5,14754,4,3,10,2003,23,2,0
6,601,9,22,3,2003,18,30,0
3,164,4,4,5,2011,12,30,0
1,976,4,21,7,2003,1,30,0
7,2453,5,27,7,2014,15,30,0
2,18915,3,11,1,2011,23,33,0
7,13206,4,8,10,2006,16,0,0
7,7183,4,11,4,2010,18,0,0
3,2041,10,23,3,2011,19,7,0
5,125,2,13,7,2007,17,9,0
7,3329,10,5,4,2009,8,43,0
6,3898,2,14,12,2013,0,30,0
1,158,2,29,9,2003,19,40,0
3,1776,5,17,3,2004,20,35,0
1,4741,5,11,7,2011,22,0,0
2,408,2,23,12,2014,17,43,0
2,777,3,24,6,2008,14,55,0
7,215,4,30,5,2004,23,55,0
7,5971,4,21,11,2010,16,40,0
2,1273,10,10,6,2014,15,4,0
7,19326,7,20,4,2008,9,0,0
7,2542,1,18,5,2003,12,0,0
2,8918,8,30,3,2004,18,0,0
2,13633,9,15,9,2009,9,45,0
1,2786,6,23,1,2006,7,0,0
2,10638,7,14,12,2010,1,26,0
7,7168,5,25,1,2015,15,0,0
3,1676,2,5,9,2012,21,0,0
2,3244,1,29,10,2013,13,0,0
7,9789,9,16,5,2004,12,45,0
1,1559,4,4,8,2003,16,35,0
5,55,2,22,9,2006,17,30,0
1,12111,10,27,4,2009,3,0,0
6,3168,7,31,5,2008,23,40,0
5,1882,4,4,4,2008,15,30,0
4,83,2,24,2,2011,13,41,0
2,14588,2,1,6,2010,0,1,0
4,125,2,24,2,2005,7,30,0
3,1351,8,4,5,2011,16,0,0
2,222,5,23,6,2009,23,30,0
6,9316,9,1,5,2004,0,1,0
1,867,1,17,10,2011,22,10,0
6,2571,1,27,7,2013,0,30,0
2,3937,4,15,4,2008,13,0,0
6,13346,8,7,9,2013,19,0,0
7,11108,8,4,11,2012,15,30,0
7,191,3,12,2,2012,15,12,0
3,7387,3,1,10,2003,21,8,0
4,269,1,20,3,2014,20,0,0
7,5207,8,19,5,2013,4,0,0
4,359,10,16,10,2003,10,0,0
7,359,10,14,11,2004,12,10,0
1,7663,8,14,4,2008,17,13,0
4,1581,6,3,4,2003,16,10,0
2,8245,4,16,4,2013,18,13,0
6,1428,3,22,8,2009,19,20,0
4,1808,9,9,1,2003,11,34,0
3,7812,7,19,3,2014,21,20,0
5,5348,1,21,10,2011,7,35,0
7,8033,5,1,7,2007,0,1,0
5,3796,3,21,2,2003,23,1,0
4,2781,5,16,9,2004,15,30,0
1,259,5,11,7,2005,10,45,0
5,14856,6,10,2,2012,19,0,0
3,13133,6,22,1,2014,11,33,0
1,392,4,21,7,2008,11,25,0
7,7338,2,29,1,2006,7,8,0
2,1550,1,3,10,2006,8,0,0
1,11874,8,21,7,2014,22,30,0
5,1397,3,17,12,2010,12,20,0
3,19089,3,6,10,2010,10,25,0
1,19022,4,15,11,2010,16,0,0
6,323,9,4,4,2009,16,0,0
5,6920,3,26,6,2009,22,0,0
3,1041,5,27,7,2011,23,30,0
4,5215,3,9,3,2006,7,19,0
2,741,2,26,12,2006,16,0,0
7,2638,2,15,6,2014,0,19,0
5,1623,9,20,8,2004,16,20,0
6,7243,1,25,1,2003,21,42,0
6,478,1,23,4,2005,1,20,0
4,14834,5,17,11,2005,23,0,0
1,870,4,29,9,2008,22,48,0
5,7304,9,23,1,2015,18,0,0
3,744,10,5,10,2005,5,59,0
7,11788,4,12,7,2009,4,30,0
5,6302,4,3,12,2010,20,40,0
6,5498,5,25,3,2006,11,45,0
1,744,10,27,4,2009,6,27,0
7,1300,6,5,12,2010,4,0,0
3,3132,5,28,12,2011,18,39,0
3,14542,8,14,6,2006,11,0,0
6,5782,5,22,4,2006,2,29,0
4,3956,1,16,4,2009,15,30,0
5,125,2,15,11,2013,15,0,0
3,1091,10,29,10,2014,21,28,0
4,13350,8,3,4,2014,18,30,0
4,6072,3,12,7,2007,10,30,0
7,8064,6,17,11,2013,5,5,0
4,456,1,26,6,2003,10,0,0
3,1403,4,3,4,2013,18,20,0
1,6471,6,23,6,2014,13,20,0
7,70,10,17,7,2011,20,50,0
4,2041,10,1,12,2011,19,50,0
7,6234,3,12,8,2012,14,0,0
1,1986,2,1,3,2004,17,0,0
7,1091,10,17,7,2005,22,0,0
2,6488,8,1,4,2008,23,10,0
5,18,10,28,7,2006,20,0,0
6,11156,8,12,7,2003,8,0,0
6,5365,3,1,5,2004,14,35,0
5,7345,3,25,7,2014,18,25,0
