"day","address","location","date","month","year","hour","min","DISORDERLYCONDUCT"
6,7494,9,1,12,2012,19,10,0
1,359,10,4,8,2003,19,15,0
4,15593,3,25,7,2013,15,30,0
1,3268,8,14,11,2005,22,0,0
3,10718,4,16,5,2012,19,30,0
5,511,4,19,11,2010,16,0,0
2,1466,3,25,7,2006,22,0,0
3,15225,8,20,9,2006,8,40,0
6,14356,8,25,1,2003,22,9,0
6,4410,4,15,1,2005,18,15,0
1,408,2,9,6,2014,18,24,0
1,88,2,28,11,2011,16,30,0
3,125,2,1,5,2013,13,0,0
6,2165,9,12,7,2014,10,20,0
1,1220,10,26,10,2009,19,0,0
5,139,2,30,12,2011,17,28,0
6,16828,9,28,7,2007,14,23,0
5,957,2,7,5,2010,21,39,0
3,6764,3,8,1,2003,13,17,0
6,501,4,4,10,2008,20,52,0
4,648,2,10,7,2014,13,45,0
7,2535,4,20,11,2005,19,57,0
1,1209,1,16,9,2013,20,0,0
6,1007,5,24,8,2013,1,0,0
4,5416,5,4,11,2010,20,10,0
2,13036,3,29,4,2014,23,35,0
4,711,6,10,3,2011,0,30,0
1,2576,5,21,6,2004,12,45,0
3,349,2,17,4,2013,7,10,0
7,12573,5,11,2,2007,17,0,0
4,323,9,13,11,2014,19,4,0
3,908,10,3,10,2012,7,3,0
5,15887,5,8,9,2006,22,0,0
1,14606,2,14,6,2010,20,0,0
1,77,10,4,4,2011,19,30,0
7,3836,6,3,10,2004,12,0,0
5,5348,1,21,10,2011,7,35,0
7,9962,2,19,5,2013,19,0,0
1,992,1,6,2,2006,21,0,0
6,9650,7,1,11,2014,22,21,0
1,2616,1,29,11,2010,13,0,0
1,1927,1,24,12,2012,14,45,0
4,9231,1,11,11,2004,7,25,0
6,37,2,7,2,2015,12,6,0
5,4954,1,8,8,2008,10,14,0
4,213,4,3,4,2003,21,9,0
5,2357,4,3,10,2003,21,8,0
3,4448,3,5,9,2012,18,0,0
2,39,3,4,2,2014,14,12,0
1,213,4,7,1,2013,19,8,0
6,4345,2,21,2,2009,19,0,0
1,1606,2,8,6,2009,17,11,0
5,4716,5,24,8,2007,18,24,0
6,8089,1,30,5,2009,23,30,0
7,1392,4,19,5,2013,23,30,0
7,4891,4,12,2,2012,7,45,0
4,374,8,11,8,2011,9,0,0
4,4156,4,13,5,2004,10,30,0
4,10757,8,18,9,2014,19,0,0
3,1077,4,18,10,2006,19,0,0
1,2398,2,26,11,2007,14,35,0
1,4164,8,22,12,2008,10,0,0
7,3623,4,13,2,2011,13,1,0
6,2318,4,31,5,2003,10,6,0
1,3611,3,5,9,2011,17,58,0
1,55,2,26,12,2011,15,10,0
4,1257,5,15,5,2008,18,56,0
1,872,2,11,6,2007,6,38,0
2,2601,3,2,11,2010,8,0,0
7,1729,5,15,6,2003,3,30,0
2,1908,2,6,7,2004,8,30,0
4,1305,1,5,3,2015,20,29,0
7,9453,5,13,7,2003,17,15,0
6,967,4,6,10,2012,13,0,0
6,5971,4,2,5,2009,16,30,0
5,2841,1,6,2,2015,15,17,0
2,83,2,17,3,2009,10,45,0
5,392,4,6,4,2007,18,0,0
7,9251,5,29,7,2012,23,0,0
4,2781,5,13,1,2011,21,0,0
2,55,2,17,2,2015,17,0,0
6,512,8,11,8,2012,12,15,0
3,125,2,20,8,2003,4,48,0
6,2652,6,22,10,2011,0,1,0
2,5797,4,24,7,2007,16,40,0
5,442,2,27,6,2003,16,0,0
1,4645,5,26,5,2008,8,5,0
2,11859,3,7,9,2010,21,30,0
6,577,2,11,8,2012,9,30,0
7,211,5,3,6,2012,14,0,0
6,4799,5,21,2,2015,22,0,0
4,1712,6,30,6,2011,17,0,0
3,268,1,19,2,2003,14,51,0
4,3567,6,19,3,2015,13,34,0
2,528,10,25,1,2005,21,0,0
6,2046,2,22,4,2006,1,30,0
1,88,2,7,8,2006,16,30,0
2,6446,7,23,12,2008,16,45,0
6,408,2,30,5,2009,16,0,0
4,5598,3,9,2,2012,18,11,0
3,713,4,5,9,2007,21,4,0
2,125,2,21,8,2007,19,0,0
2,1351,8,6,9,2011,21,20,0
4,4062,4,30,11,2006,22,11,0
7,9126,3,21,4,2013,18,45,0
4,2763,5,14,6,2012,23,20,0
5,3725,10,5,9,2014,21,5,0
5,710,8,9,4,2010,13,5,0
2,2345,3,27,4,2004,21,32,0
6,4441,5,21,2,2015,23,0,0
2,2498,5,19,9,2006,12,15,0
5,2574,5,8,2,2013,9,0,0
3,13518,1,19,3,2014,19,8,0
4,676,8,16,10,2008,8,44,0
3,3414,10,18,3,2009,2,15,0
5,2393,8,26,1,2007,11,7,0
7,5439,3,15,1,2006,11,50,0
6,8808,7,5,11,2011,15,59,0
2,2372,5,27,5,2008,2,50,0
4,7794,1,21,8,2008,16,18,0
7,979,4,16,11,2003,11,55,0
1,4031,3,11,11,2013,17,30,0
7,12259,8,22,8,2004,3,30,0
4,1882,4,15,12,2005,14,55,0
2,101,4,17,10,2006,14,0,0
5,5238,1,11,1,2013,13,10,0
5,14155,7,16,6,2006,23,15,0
3,1619,3,25,6,2008,15,0,0
1,3154,5,8,8,2011,12,55,0
2,7599,6,7,8,2007,10,45,0
7,1236,4,12,2,2006,16,30,0
3,2675,4,11,1,2012,23,0,0
7,118,2,23,2,2003,19,15,0
2,10687,4,14,9,2004,18,0,0
6,5397,8,5,5,2012,10,0,0
2,125,2,5,8,2008,10,0,0
2,1512,4,28,6,2011,21,0,0
5,984,2,31,12,2010,17,0,0
6,349,2,17,12,2005,22,34,0
4,2045,6,27,12,2012,7,8,0
7,125,2,12,8,2012,0,30,0
5,12035,8,15,7,2005,12,0,0
3,14474,5,14,11,2007,11,6,0
7,501,4,13,8,2006,20,30,0
5,485,2,17,11,2006,20,0,0
1,1429,10,3,3,2014,19,38,0
6,12205,4,9,8,2008,0,1,0
7,5898,1,27,8,2006,13,0,0
6,9684,2,1,11,2014,12,53,0
1,3468,9,5,3,2007,22,23,0
4,2117,6,10,7,2003,21,0,0
1,468,2,30,10,2006,7,0,0
6,999,1,26,3,2011,4,0,0
5,2023,5,26,7,2013,16,0,0
4,1016,4,3,5,2007,14,30,0
6,189,2,26,2,2005,18,30,0
7,18205,2,4,5,2003,1,21,0
6,345,2,31,12,2005,13,0,0
1,2638,2,22,12,2014,16,13,0
4,3850,5,2,10,2008,22,0,0
5,7776,1,17,10,2014,15,45,0
4,1791,2,16,10,2008,7,57,0
6,17401,8,13,11,2004,1,45,0
7,6323,5,7,11,2010,17,50,0
7,2752,9,8,2,2009,11,0,0
6,2567,9,14,7,2007,4,0,0
1,11600,9,23,6,2014,16,5,0
1,4777,4,31,3,2014,11,15,0
2,14055,9,21,1,2003,8,0,0
4,11624,5,27,5,2004,1,0,0
1,12058,3,3,9,2012,12,0,0
5,4815,3,18,11,2011,0,1,0
3,8607,9,1,6,2011,19,0,0
2,114,8,25,11,2008,16,48,0
7,329,4,6,9,2009,9,30,0
1,8337,5,7,8,2006,19,0,0
6,14183,9,11,1,2014,7,26,0
3,511,4,21,1,2004,7,47,0
1,6585,1,31,3,2014,8,0,0
3,1818,5,14,5,2003,9,0,0
3,328,10,5,10,2005,3,43,0
6,3196,9,19,11,2011,18,30,0
7,10199,9,23,2,2003,19,0,0
2,543,1,26,6,2012,15,40,0
1,2118,5,18,4,2011,11,0,0
3,359,10,5,2,2014,10,10,0
3,5356,2,13,7,2005,11,55,0
3,1300,6,15,10,2008,13,20,0
7,8090,1,21,10,2012,17,2,0
4,14542,8,28,1,2010,21,0,0
3,677,2,28,12,2011,18,0,0
4,7316,9,20,4,2006,6,0,0
2,223,10,17,2,2004,14,45,0
3,211,5,18,10,2006,19,30,0
4,2590,8,23,3,2006,17,0,0
7,3951,6,21,3,2004,2,0,0
3,2156,2,18,5,2011,0,15,0
1,357,4,22,8,2005,11,47,0
6,1162,1,1,12,2012,0,16,0
1,10721,4,20,8,2012,15,15,0
1,1224,1,24,5,2004,13,0,0
4,1433,10,23,8,2012,8,48,0
5,22800,3,4,4,2003,14,0,0
3,139,2,25,11,2009,9,15,0
3,606,1,14,12,2011,23,30,0
5,6785,5,27,1,2006,17,30,0
6,1806,5,18,5,2013,22,0,0
4,2121,9,6,8,2009,9,0,0
4,1942,2,19,3,2015,15,49,0
1,528,10,6,1,2014,6,40,0
6,1076,4,27,11,2004,13,0,0
7,83,2,16,12,2012,19,55,0
3,1593,2,2,4,2014,19,0,0
1,11008,6,11,5,2009,8,0,0
7,125,2,5,10,2014,9,0,0
3,10602,1,3,10,2007,17,0,0
2,73,7,2,11,2010,13,35,0
5,16523,3,2,12,2011,20,30,0
7,2033,3,13,2,2011,21,0,0
4,93,7,16,4,2009,11,10,0
4,212,1,26,8,2010,21,0,0
2,3034,5,3,5,2005,15,30,0
7,125,2,4,6,2006,0,1,0
1,15206,3,16,9,2013,1,20,0
6,232,4,26,3,2011,4,6,0
3,1760,10,9,12,2009,18,50,0
1,3273,1,13,4,2015,12,0,0
5,1470,1,29,12,2006,17,48,0
7,1804,5,1,1,2012,15,0,0
5,13662,4,18,4,2003,11,35,0
1,14001,9,3,2,2014,17,0,0
7,2195,5,2,5,2004,1,45,0
3,2290,1,19,10,2005,11,45,0
3,6916,4,1,10,2003,15,5,0
1,125,2,13,11,2006,10,0,0
6,3725,10,26,3,2005,20,15,0
2,5164,4,10,6,2008,5,38,0
1,10128,7,13,10,2003,20,45,0
2,4998,4,13,6,2006,12,49,0
5,594,8,21,10,2005,8,42,0
4,2159,10,23,1,2014,10,16,0
6,22104,5,21,8,2004,0,1,0
2,9762,7,21,7,2009,18,0,0
3,5802,5,25,6,2014,0,1,0
2,1399,10,20,9,2011,9,50,0
4,7519,1,9,1,2003,13,0,0
7,6114,3,27,12,2009,9,39,0
6,1234,3,11,2,2012,12,0,0
5,7074,4,23,3,2007,17,45,0
6,5317,8,12,2,2011,13,0,0
1,2340,3,16,3,2009,21,8,0
2,11,10,17,4,2007,19,59,0
4,4969,6,4,4,2013,17,0,0
3,5625,8,4,10,2006,1,43,0
4,4603,5,18,10,2007,0,1,0
1,451,2,30,5,2005,19,0,0
4,125,2,12,7,2012,18,49,0
2,5949,6,31,10,2006,9,0,0
1,2822,1,3,9,2012,10,30,0
2,387,2,13,4,2004,9,23,0
6,3362,5,11,2,2006,16,0,0
6,6021,4,27,8,2011,6,28,0
4,15410,7,27,1,2005,15,0,0
6,957,2,12,1,2013,8,4,0
3,125,2,14,5,2014,6,27,0
6,1608,3,1,12,2007,0,1,0
4,6406,2,10,8,2006,18,45,0
6,3315,2,10,1,2015,12,55,0
7,8609,5,24,8,2014,23,34,0
2,3247,1,29,4,2014,0,30,0
2,2831,4,29,6,2010,9,10,0
2,15316,8,10,1,2012,22,30,0
1,862,5,12,5,2014,21,15,0
7,3904,3,19,5,2013,13,48,0
1,1416,2,3,2,2014,8,0,0
6,4558,2,13,12,2008,4,14,0
1,27,5,12,12,2011,18,0,0
5,5437,2,9,7,2004,7,45,0
1,5719,7,17,10,2005,12,0,0
7,14932,1,9,4,2006,12,50,0
6,167,5,19,11,2011,12,30,0
4,7975,2,4,10,2012,12,54,0
6,1520,5,18,4,2015,12,0,0
7,1080,8,20,11,2005,16,23,0
7,2420,8,29,7,2012,10,38,0
5,8136,2,22,8,2014,19,10,0
4,12251,6,13,12,2007,6,47,0
7,97,2,24,8,2008,1,30,0
6,7749,3,17,11,2007,14,21,0
2,14647,7,7,2,2012,12,50,0
4,125,2,3,5,2012,16,15,0
2,2490,3,24,1,2006,16,0,0
1,550,3,9,1,2006,20,30,0
3,8707,9,29,12,2010,17,30,0
1,5793,6,15,10,2007,10,30,0
3,390,5,8,7,2009,17,30,0
3,13910,7,2,4,2003,18,0,0
5,2252,2,20,2,2009,3,2,0
4,5526,3,17,11,2011,20,5,0
4,213,4,26,7,2012,12,8,0
5,1801,8,3,4,2015,22,19,0
2,6706,9,12,11,2013,13,0,0
5,4381,8,1,7,2011,0,11,0
5,1792,2,28,5,2004,11,54,0
5,713,4,1,6,2007,6,55,0
7,1996,2,23,2,2014,9,37,0
6,2381,2,10,9,2005,12,45,0
2,4140,10,27,11,2012,19,40,0
3,71,8,4,2,2015,20,0,0
2,7033,8,1,11,2011,8,30,0
6,4384,3,24,9,2011,0,1,0
1,840,5,8,8,2005,15,0,0
1,5772,8,2,3,2015,20,0,0
6,4252,5,3,4,2004,0,30,0
5,349,2,20,4,2012,8,0,0
6,1055,2,6,3,2004,2,0,0
5,11474,4,1,11,2013,16,10,0
4,2468,1,17,5,2007,16,57,0
2,3281,2,15,5,2007,2,40,0
2,125,2,28,4,2009,23,30,0
7,6023,5,17,1,2010,8,0,0
2,13581,8,1,5,2007,13,55,0
4,323,9,30,10,2008,11,20,0
7,1393,10,23,5,2010,14,18,0
2,4445,9,7,2,2012,17,0,0
6,12140,1,15,1,2005,23,0,0
1,14073,4,28,10,2013,15,57,0
7,1433,10,13,7,2003,11,24,0
6,6645,6,7,2,2015,17,30,0
6,7535,4,1,5,2004,8,0,0
4,6805,3,6,3,2014,0,34,0
1,2159,10,8,12,2014,22,21,0
4,2855,1,17,5,2012,16,20,0
2,7073,9,9,12,2008,23,30,0
4,9067,5,6,8,2009,3,30,0
1,16384,3,14,6,2010,15,0,0
3,2328,5,27,10,2004,8,45,0
6,21770,1,17,5,2003,16,45,0
7,14816,4,26,2,2006,18,45,0
6,2733,4,20,11,2010,13,0,0
1,83,2,27,4,2015,21,50,0
5,3965,3,24,12,2004,23,40,0
3,3334,5,8,9,2010,0,1,0
1,70,10,7,1,2013,19,6,0
4,11915,8,11,8,2005,18,29,0
3,2612,2,23,8,2006,11,0,0
1,13,3,11,5,2015,12,0,0
2,17995,9,21,2,2012,10,0,0
2,548,10,6,2,2007,17,9,0
4,1199,5,16,4,2015,18,30,0
2,216,6,10,8,2010,18,0,0
2,4362,5,2,9,2014,6,45,0
7,3242,3,28,1,2007,16,43,0
1,821,10,8,12,2008,13,17,0
2,15660,9,17,8,2004,21,0,0
5,125,2,7,10,2011,12,0,0
4,1653,3,17,6,2010,17,15,0
3,1889,3,19,2,2014,18,0,0
4,6330,7,30,10,2008,20,0,0
7,182,4,22,10,2006,0,30,0
2,1520,5,21,1,2014,1,35,0
4,280,3,4,5,2006,17,4,0
5,1647,5,10,9,2010,17,10,0
4,2831,4,26,1,2006,10,50,0
4,6464,9,2,6,2011,12,59,0
4,213,4,2,10,2008,2,20,0
1,673,10,29,10,2012,16,0,0
6,9327,8,31,12,2011,6,39,0
3,37,2,2,5,2012,12,40,0
3,8296,3,8,1,2014,20,30,0
3,18772,9,21,3,2007,1,0,0
2,291,4,13,10,2009,21,30,0
3,4876,3,18,3,2015,2,28,0
7,5206,5,8,4,2007,18,0,0
7,2365,5,19,10,2008,14,8,0
2,2725,4,31,10,2006,21,45,0
1,277,10,30,9,2013,20,5,0
6,10650,3,26,7,2003,21,35,0
6,7046,1,22,2,2014,12,0,0
5,8809,4,25,2,2011,14,4,0
3,2490,3,18,4,2007,7,45,0
6,6223,2,26,7,2008,12,0,0
2,1223,5,20,8,2013,16,5,0
1,927,1,9,8,2010,4,40,0
3,2271,10,14,11,2007,21,22,0
6,125,2,11,9,2010,10,0,0
2,4956,1,17,4,2012,11,57,0
2,125,2,20,8,2013,18,0,0
2,9608,1,25,12,2012,19,30,0
6,657,8,2,12,2006,15,0,0
4,125,2,11,7,2013,19,47,0
7,2439,2,20,5,2012,22,27,0
2,745,1,3,4,2012,9,42,0
3,7331,2,3,10,2007,22,30,0
6,14280,7,4,12,2010,18,35,0
3,125,2,27,6,2012,12,16,0
6,2718,6,24,8,2013,15,58,0
3,8077,3,3,10,2012,10,35,0
4,1470,1,20,3,2008,14,35,0
1,2971,5,5,1,2015,2,19,0
1,3849,5,16,5,2005,22,0,0
5,6184,3,12,8,2011,14,0,0
7,5412,4,12,8,2012,23,30,0
2,1224,1,18,8,2009,21,40,0
3,3329,10,10,12,2008,19,16,0
3,4209,2,6,2,2013,13,14,0
4,11008,6,10,1,2008,8,30,0
3,6031,3,2,10,2013,20,18,0
1,8073,8,25,10,2004,4,21,0
3,1757,3,21,8,2013,8,20,0
3,6549,9,8,8,2007,21,56,0
3,1222,9,21,9,2011,15,20,0
3,800,4,22,3,2006,16,17,0
5,138,10,6,9,2013,20,55,0
3,16271,5,11,6,2008,20,40,0
5,8423,8,1,5,2009,9,30,0
3,2452,1,30,5,2012,21,40,0
6,5416,5,13,2,2010,3,0,0
2,8105,4,5,4,2005,19,0,0
7,12213,3,3,12,2006,18,0,0
2,606,1,16,9,2014,23,0,0
7,980,10,5,6,2011,15,6,0
5,43,1,29,7,2011,13,30,0
4,355,2,16,4,2015,22,9,0
3,1791,2,3,9,2003,10,30,0
2,2693,1,13,4,2004,21,12,0
3,9457,8,12,11,2014,23,55,0
5,1790,1,2,6,2006,11,15,0
5,11114,7,13,1,2006,0,30,0
6,6890,4,22,5,2010,0,30,0
6,1967,3,18,4,2009,18,45,0
7,11306,4,1,1,2006,12,0,0
3,6101,5,15,10,2008,18,30,0
4,16025,8,23,2,2012,18,10,0
6,729,4,26,2,2011,2,0,0
1,3262,4,5,9,2005,10,0,0
3,2894,5,3,9,2003,10,15,0
3,408,2,9,1,2013,19,0,0
4,2335,9,15,5,2008,15,47,0
7,10079,4,7,10,2012,12,45,0
1,1927,1,7,1,2013,8,0,0
2,2311,5,29,9,2009,3,0,0
5,497,8,20,2,2015,19,5,0
2,13725,9,29,11,2011,10,15,0
3,1458,8,22,7,2009,12,0,0
7,3080,7,3,6,2007,5,0,0
4,8343,8,6,5,2010,17,6,0
1,1075,4,2,2,2009,11,0,0
3,5696,2,18,4,2007,20,54,0
7,4969,4,15,11,2009,7,5,0
5,9146,8,11,1,2013,18,7,0
3,19088,10,19,10,2005,11,15,0
7,4706,5,16,7,2006,21,21,0
2,7180,5,27,5,2014,22,20,0
1,1464,3,2,3,2009,9,15,0
3,895,2,24,3,2010,12,45,0
6,5932,5,29,11,2014,12,0,0
4,753,2,20,3,2014,22,0,0
4,2345,3,22,4,2010,9,5,0
1,11257,9,16,3,2009,11,0,0
7,6786,7,3,10,2004,9,0,0
2,442,2,17,2,2004,16,30,0
7,5287,9,25,9,2005,18,0,0
3,400,3,5,4,2006,21,30,0
2,146,10,10,11,2009,21,20,0
2,2439,2,23,12,2003,9,30,0
1,213,4,16,4,2007,17,58,0
2,7485,5,2,9,2014,20,45,0
7,1428,3,21,11,2010,12,40,0
3,1836,4,27,7,2005,16,0,0
5,5444,10,22,10,2010,9,15,0
4,772,10,26,6,2008,17,10,0
2,125,2,3,5,2005,10,0,0
4,71,8,10,7,2014,7,0,0
2,1055,2,18,8,2009,21,0,0
4,47,2,12,7,2012,1,10,0
5,2741,4,12,11,2004,11,16,0
6,6815,6,20,9,2003,18,30,0
4,952,2,19,5,2011,13,30,0
7,2662,2,17,11,2013,11,31,0
1,2143,8,15,10,2012,23,0,0
2,1220,10,5,8,2014,8,20,0
4,6349,7,1,5,2014,9,0,0
6,125,2,7,5,2005,8,59,0
3,1185,5,26,7,2006,18,26,0
7,1144,6,1,12,2013,11,40,0
5,4289,5,2,12,2005,16,30,0
4,2274,7,12,12,2013,14,30,0
5,3463,5,16,5,2014,10,30,0
1,2484,10,7,6,2004,20,0,0
2,159,6,27,11,2012,19,44,0
6,1738,8,11,2,2012,12,0,0
4,916,1,30,12,2010,17,30,0
4,408,2,4,10,2012,20,0,0
1,209,4,8,12,2008,12,10,0
1,7552,2,31,3,2014,13,35,0
1,10424,3,18,8,2003,8,0,0
1,4135,1,30,10,2006,11,15,0
7,13466,5,26,8,2007,16,0,0
3,9056,7,24,2,2010,13,0,0
1,6266,4,12,6,2006,0,35,0
3,1791,2,9,7,2003,16,15,0
7,4167,6,1,6,2014,10,0,0
4,7104,6,8,9,2005,1,1,0
5,3653,9,3,4,2015,20,0,0
5,10328,9,3,5,2013,21,0,0
7,21764,2,30,5,2004,0,6,0
1,9205,8,16,2,2004,19,0,0
6,3396,10,10,1,2009,22,45,0
6,4140,10,21,2,2015,1,0,0
7,9543,4,22,4,2007,6,47,0
7,7172,1,14,1,2007,15,25,0
5,18336,7,7,10,2011,15,0,0
6,800,4,4,4,2009,0,54,0
7,5769,7,8,2,2009,21,30,0
1,10220,9,10,12,2012,10,30,0
6,8252,5,31,5,2003,7,0,0
6,203,2,25,1,2003,23,30,0
5,511,4,9,1,2015,12,0,0
7,2835,10,1,11,2009,21,48,0
1,8867,7,29,9,2014,22,5,0
5,14954,9,21,9,2012,0,1,0
2,297,8,12,5,2015,22,0,0
3,18940,9,29,12,2010,20,0,0
1,7503,5,20,3,2006,19,19,0
7,4951,6,2,5,2004,4,7,0
5,685,5,23,9,2011,0,1,0
5,647,5,22,10,2010,22,42,0
1,3688,10,29,9,2003,14,11,0
1,15503,4,7,2,2005,16,30,0
1,1914,10,6,2,2012,18,15,0
7,1445,1,15,11,2009,19,0,0
5,8039,4,25,12,2009,22,38,0
7,288,2,8,3,2009,7,0,0
3,5615,3,15,12,2010,17,3,0
7,12400,4,7,11,2010,10,30,0
1,10877,4,15,9,2014,0,52,0
5,59,2,17,10,2008,13,35,0
4,5464,5,13,11,2014,13,0,0
1,263,1,2,9,2013,14,0,0
5,6817,7,16,12,2011,22,0,0
3,522,2,18,9,2013,22,55,0
5,10228,2,16,12,2005,4,0,0
5,132,7,18,9,2009,18,0,0
3,8223,2,25,11,2009,10,0,0
5,964,3,30,6,2006,17,45,0
7,1876,8,2,12,2012,21,0,0
2,11046,3,14,4,2009,12,30,0
7,93,7,14,12,2014,11,0,0
3,8829,9,15,10,2008,18,0,0
5,3232,7,16,11,2012,17,0,0
1,13046,8,7,1,2008,2,30,0
1,125,2,24,11,2003,8,15,0
1,4337,2,14,4,2014,19,25,0
1,8423,8,5,2,2007,10,0,0
2,3900,5,30,9,2014,0,1,0
1,6357,5,2,2,2009,2,51,0
4,4388,10,20,2,2014,15,44,0
3,2842,10,1,4,2009,18,58,0
6,7735,2,10,1,2004,22,30,0
7,6855,8,20,4,2014,17,52,0
5,9017,5,18,4,2003,22,10,0
6,14091,3,12,3,2005,23,46,0
3,5779,8,13,7,2005,21,30,0
3,2869,10,19,9,2007,15,37,0
6,2050,6,27,6,2009,23,30,0
5,8747,8,25,7,2003,21,9,0
1,3604,4,23,12,2013,1,53,0
5,3250,1,26,1,2007,21,30,0
2,15879,8,13,12,2005,19,0,0
5,13970,3,16,11,2012,0,25,0
1,8301,4,1,10,2012,23,30,0
5,1162,1,21,4,2006,2,50,0
5,13248,9,6,8,2004,21,0,0
5,12228,9,18,4,2003,0,1,0
4,6266,4,30,5,2013,9,0,0
1,408,2,1,3,2004,17,14,0
1,8790,2,20,1,2014,21,54,0
4,844,5,1,11,2007,5,13,0
4,4909,1,5,3,2009,16,15,0
4,8596,9,9,8,2007,17,30,0
7,125,2,28,8,2005,3,0,0
6,51,2,13,12,2003,1,0,0
6,4727,7,15,7,2006,16,0,0
1,6790,7,26,4,2004,12,30,0
4,2727,7,24,8,2006,12,0,0
5,788,2,15,5,2009,13,15,0
3,8450,5,10,2,2010,8,0,0
7,3738,8,28,11,2004,0,37,0
5,5409,9,26,8,2011,14,45,0
4,2863,2,12,11,2009,15,50,0
1,872,2,16,4,2007,12,38,0
2,5004,5,6,9,2005,2,46,0
5,5550,8,1,10,2004,14,45,0
1,4844,8,1,9,2014,20,0,0
3,2340,3,9,7,2008,15,30,0
6,3400,5,9,8,2008,13,30,0
3,4710,2,24,12,2014,19,25,0
5,10053,7,2,11,2007,15,0,0
3,1841,8,29,4,2015,4,13,0
2,1056,2,6,1,2009,13,20,0
1,1090,4,3,10,2005,19,15,0
6,16074,3,18,9,2004,9,10,0
6,5744,8,8,8,2009,17,49,0
4,1895,3,3,11,2011,13,0,0
1,935,1,16,2,2009,8,30,0
7,3922,5,23,9,2012,16,0,0
1,19136,9,12,5,2003,13,30,0
6,511,4,21,3,2009,14,35,0
7,11920,3,7,10,2012,16,30,0
7,3379,3,31,1,2010,20,22,0
2,232,4,25,11,2008,6,20,0
5,2534,4,14,5,2004,18,10,0
7,1744,6,19,9,2004,11,31,0
2,3709,6,12,7,2005,2,0,0
6,4256,2,22,3,2003,1,25,0
5,13122,4,23,1,2004,14,0,0
5,12152,5,25,12,2009,15,30,0
5,5419,5,22,2,2008,2,12,0
7,263,1,18,11,2012,12,39,0
2,1757,3,3,3,2009,18,48,0
6,408,2,28,11,2009,14,55,0
4,1026,5,27,1,2011,0,30,0
5,6408,9,16,12,2005,0,29,0
7,15987,5,27,1,2013,1,55,0
4,1090,4,6,3,2008,6,49,0
1,1161,4,24,12,2007,21,11,0
2,3396,10,19,2,2008,13,20,0
1,3308,4,12,5,2003,17,5,0
6,617,9,29,6,2013,7,47,0
6,7503,5,21,10,2006,10,49,0
7,309,2,30,6,2013,19,30,0
6,7878,6,6,4,2013,4,0,0
7,1255,6,2,7,2006,11,25,0
3,2301,5,5,2,2003,19,30,0
2,1567,5,18,10,2005,12,30,0
2,7801,9,25,7,2006,18,0,0
4,359,10,6,2,2014,16,0,0
1,4874,3,15,10,2007,5,41,0
1,13438,2,31,3,2014,10,8,0
6,125,2,27,2,2010,12,0,0
2,7861,6,25,1,2005,14,0,0
2,985,4,23,8,2005,14,6,0
3,7796,9,15,10,2003,14,0,0
5,2622,2,22,3,2013,18,0,0
7,6850,4,9,3,2014,17,12,0
2,1792,2,14,4,2015,14,27,0
2,213,4,9,12,2003,23,5,0
4,13807,8,12,6,2003,14,0,0
4,6137,4,12,6,2003,10,0,0
4,64,4,29,12,2005,19,33,0
4,1091,10,11,8,2011,12,50,0
1,779,2,3,10,2005,3,40,0
4,6386,4,1,11,2012,19,30,0
5,6796,5,10,8,2007,23,40,0
2,295,7,14,4,2015,22,55,0
3,10095,9,4,5,2011,23,55,0
4,930,8,5,8,2004,21,30,0
2,17783,6,23,6,2009,19,30,0
4,14028,6,27,11,2003,10,0,0
5,3676,2,2,11,2012,14,39,0
3,1644,1,11,1,2006,14,15,0
3,2889,10,30,4,2008,16,0,0
7,3674,2,8,4,2012,5,50,0
7,10997,8,11,1,2004,1,57,0
6,11083,8,1,11,2008,6,30,0
4,2506,9,19,3,2015,12,0,0
7,517,2,25,3,2007,10,30,0
5,3144,5,11,1,2008,16,21,0
3,6518,7,23,3,2005,18,21,0
3,9159,7,14,5,2003,20,50,0
7,408,2,11,1,2015,14,30,0
5,143,3,19,9,2014,15,0,0
7,1757,3,27,7,2014,0,1,0
5,6409,5,3,5,2013,18,59,0
7,14548,9,2,11,2008,17,48,0
5,9678,6,15,5,2009,14,0,0
1,731,2,19,9,2011,22,9,0
3,3164,9,21,1,2009,12,20,0
6,3725,10,12,7,2003,19,35,0
7,2622,2,2,11,2014,2,0,0
1,5773,4,17,9,2007,6,53,0
5,159,6,11,3,2011,13,39,0
6,177,10,22,8,2009,3,0,0
1,576,8,10,12,2007,0,1,0
5,7150,1,1,11,2013,16,5,0
2,2911,10,7,2,2006,17,34,0
1,530,8,30,3,2015,0,59,0
2,83,2,14,9,2004,10,50,0
3,22748,3,14,5,2003,15,0,0
5,8091,8,1,7,2005,19,35,0
5,8809,4,13,8,2010,19,30,0
4,13082,5,22,9,2005,10,30,0
7,13168,1,6,11,2011,1,26,0
1,2265,4,15,10,2007,0,36,0
1,4576,6,8,7,2013,0,52,0
3,2706,10,26,11,2008,13,22,0
6,8610,5,7,5,2011,20,22,0
4,8824,4,22,3,2007,9,7,0
7,5821,4,21,3,2004,12,53,0
2,13663,7,15,4,2003,11,0,0
3,258,9,9,8,2006,11,0,0
5,5813,8,1,5,2009,12,0,0
4,9889,5,21,2,2008,23,30,0
5,3386,1,20,3,2015,23,0,0
1,11109,9,13,5,2013,22,0,0
7,983,2,10,10,2010,2,39,0
