"day","address","location","date","month","year","hour","min","FRAUD"
6,125,2,20,10,2012,0,1,1
6,8805,7,20,10,2012,0,1,1
5,7223,1,19,10,2012,21,56,1
5,7371,9,19,10,2012,20,55,1
5,2821,2,19,10,2012,19,30,1
5,132,7,19,10,2012,16,30,1
5,7887,4,19,10,2012,16,0,1
5,4443,1,19,10,2012,13,45,1
5,2396,10,19,10,2012,13,40,1
5,17091,9,19,10,2012,12,0,1
5,797,4,19,10,2012,2,23,1
5,4256,2,19,10,2012,1,30,1
5,9110,9,19,10,2012,0,1,1
4,6503,3,18,10,2012,19,44,1
4,9469,3,18,10,2012,18,25,1
4,139,2,18,10,2012,18,0,1
4,157,5,18,10,2012,17,30,1
4,11793,9,18,10,2012,13,50,1
4,1305,1,18,10,2012,12,0,1
4,238,2,18,10,2012,11,0,1
4,213,4,18,10,2012,6,20,1
4,1220,10,18,10,2012,0,1,1
3,720,5,17,10,2012,22,30,1
3,6891,4,17,10,2012,14,30,1
3,17111,9,17,10,2012,13,30,1
3,8120,3,17,10,2012,12,0,1
3,9450,5,17,10,2012,12,0,1
3,451,2,17,10,2012,12,0,1
3,15561,8,17,10,2012,8,0,1
3,11579,4,17,10,2012,0,1,1
2,263,1,16,10,2012,14,40,1
2,717,2,16,10,2012,14,1,1
2,15442,9,16,10,2012,13,25,1
2,2455,1,16,10,2012,12,34,1
2,2455,1,16,10,2012,12,34,1
2,716,5,16,10,2012,7,0,1
2,6237,6,16,10,2012,0,12,1
2,2320,9,16,10,2012,0,1,1
2,1100,5,16,10,2012,0,1,1
2,1263,2,16,10,2012,0,1,1
1,2058,1,15,10,2012,19,30,1
1,139,2,15,10,2012,19,30,1
1,9468,3,15,10,2012,15,41,1
1,1263,2,15,10,2012,12,34,1
1,1860,2,15,10,2012,9,30,1
1,4805,8,15,10,2012,7,0,1
1,1054,3,15,10,2012,0,1,1
1,745,1,15,10,2012,0,1,1
1,3049,5,15,10,2012,0,1,1
7,4411,2,7,10,2012,23,19,1
7,1428,3,7,10,2012,17,48,1
7,3570,1,7,10,2012,17,30,1
7,76,5,7,10,2012,16,35,1
7,4969,4,7,10,2012,16,10,1
7,5753,7,7,10,2012,12,0,1
7,4419,6,7,10,2012,12,0,1
7,8453,4,7,10,2012,1,0,1
7,17144,9,7,10,2012,0,1,1
6,2568,8,6,10,2012,23,0,1
6,2380,2,6,10,2012,22,30,1
6,301,2,6,10,2012,21,28,1
6,301,2,6,10,2012,21,28,1
6,3388,2,6,10,2012,0,1,1
5,83,2,5,10,2012,17,53,1
5,694,6,5,10,2012,12,0,1
5,5190,1,5,10,2012,12,0,1
5,3619,2,5,10,2012,2,0,1
5,504,4,5,10,2012,1,30,1
5,12,5,5,10,2012,1,0,1
5,10823,1,5,10,2012,0,1,1
5,13793,5,5,10,2012,0,1,1
5,146,10,5,10,2012,0,1,1
5,8018,4,5,10,2012,0,1,1
4,1954,10,4,10,2012,20,5,1
4,1996,2,4,10,2012,15,0,1
4,288,2,4,10,2012,9,0,1
4,16123,9,4,10,2012,0,1,1
4,146,10,4,10,2012,0,1,1
3,2260,4,3,10,2012,20,40,1
3,146,10,3,10,2012,19,25,1
3,3312,1,3,10,2012,17,24,1
3,2236,4,3,10,2012,13,30,1
2,6706,9,2,10,2012,15,0,1
2,146,10,2,10,2012,14,30,1
2,462,6,2,10,2012,12,0,1
2,11860,7,2,10,2012,12,0,1
2,608,2,2,10,2012,11,37,1
2,238,2,2,10,2012,8,40,1
2,238,2,2,10,2012,8,3,1
1,1220,10,1,10,2012,22,0,1
1,2870,7,1,10,2012,21,52,1
1,8223,2,1,10,2012,18,30,1
1,13102,6,1,10,2012,18,0,1
1,13102,6,1,10,2012,18,0,1
1,1305,1,1,10,2012,15,0,1
1,2893,3,1,10,2012,12,0,1
1,121,1,1,10,2012,5,15,1
1,628,8,1,10,2012,1,45,1
1,3716,3,1,10,2012,0,1,1
7,451,2,23,9,2012,22,0,1
7,5483,10,23,9,2012,18,30,1
7,4093,2,23,9,2012,14,30,1
7,13544,9,23,9,2012,3,0,1
7,1620,10,23,9,2012,0,1,1
6,1901,9,22,9,2012,15,0,1
6,2575,9,22,9,2012,13,0,1
6,654,1,22,9,2012,11,20,1
6,4851,9,22,9,2012,10,0,1
6,721,5,22,9,2012,9,0,1
6,1721,2,22,9,2012,0,1,1
6,9420,3,22,9,2012,0,1,1
5,1024,1,21,9,2012,20,40,1
5,10101,9,21,9,2012,14,0,1
5,11748,5,21,9,2012,12,0,1
5,7274,2,21,9,2012,11,40,1
5,307,3,21,9,2012,10,47,1
5,14240,9,21,9,2012,10,0,1
5,3386,1,21,9,2012,9,0,1
5,125,2,21,9,2012,0,1,1
4,1039,5,20,9,2012,23,0,1
4,1588,9,20,9,2012,17,50,1
4,3712,6,20,9,2012,17,45,1
4,349,2,20,9,2012,16,39,1
4,14795,9,20,9,2012,12,30,1
4,1305,1,20,9,2012,12,0,1
3,1237,5,19,9,2012,17,0,1
3,425,5,19,9,2012,12,0,1
3,2068,9,19,9,2012,12,0,1
2,4495,7,18,9,2012,22,55,1
2,7599,6,18,9,2012,12,0,1
2,125,2,18,9,2012,0,1,1
1,213,4,17,9,2012,22,30,1
1,125,2,17,9,2012,16,20,1
1,182,4,17,9,2012,14,14,1
1,2593,2,17,9,2012,0,1,1
1,2818,4,17,9,2012,0,1,1
7,1156,8,9,9,2012,20,16,1
7,3125,8,9,9,2012,19,25,1
7,6603,3,9,9,2012,13,6,1
7,1925,1,9,9,2012,1,50,1
7,4886,6,9,9,2012,1,0,1
6,1975,2,8,9,2012,23,30,1
6,8272,3,8,9,2012,0,1,1
5,7180,5,7,9,2012,18,30,1
5,213,4,7,9,2012,18,20,1
5,318,6,7,9,2012,15,0,1
5,7180,5,7,9,2012,12,30,1
5,14407,9,7,9,2012,11,0,1
5,7461,3,7,9,2012,11,0,1
5,83,2,7,9,2012,10,0,1
5,11064,8,7,9,2012,9,0,1
5,146,10,7,9,2012,6,40,1
5,644,1,7,9,2012,2,0,1
5,2009,5,7,9,2012,0,1,1
4,4350,5,6,9,2012,22,0,1
4,3129,1,6,9,2012,17,20,1
4,290,1,6,9,2012,17,0,1
4,5191,8,6,9,2012,17,0,1
4,363,2,6,9,2012,14,37,1
4,17291,6,6,9,2012,9,0,1
4,3112,1,6,9,2012,0,1,1
3,6557,6,5,9,2012,20,0,1
3,2370,1,5,9,2012,16,50,1
3,2916,1,5,9,2012,14,30,1
3,1654,8,5,9,2012,13,0,1
3,3515,3,5,9,2012,0,1,1
3,7139,3,5,9,2012,0,1,1
2,17299,4,4,9,2012,22,38,1
2,714,2,4,9,2012,20,30,1
2,2416,1,4,9,2012,19,30,1
2,907,6,4,9,2012,19,0,1
2,3477,5,4,9,2012,18,0,1
2,8887,5,4,9,2012,16,0,1
2,3788,4,4,9,2012,15,30,1
2,4279,6,4,9,2012,9,0,1
2,3049,5,4,9,2012,8,0,1
2,1903,9,4,9,2012,0,1,1
2,77,10,4,9,2012,0,1,1
1,392,4,3,9,2012,16,25,1
1,896,2,3,9,2012,9,0,1
1,326,2,3,9,2012,8,15,1
1,4295,3,3,9,2012,1,15,1
7,643,4,26,8,2012,0,5,1
6,115,8,25,8,2012,22,0,1
6,2891,5,25,8,2012,15,20,1
6,125,2,25,8,2012,12,12,1
6,3892,2,25,8,2012,12,10,1
6,7844,7,25,8,2012,12,0,1
6,1329,9,25,8,2012,0,1,1
6,5873,1,25,8,2012,0,1,1
5,772,10,24,8,2012,22,0,1
5,1204,2,24,8,2012,21,0,1
5,1586,5,24,8,2012,17,30,1
5,10462,9,24,8,2012,15,40,1
5,2878,1,24,8,2012,13,41,1
5,4601,1,24,8,2012,13,0,1
5,12258,7,24,8,2012,8,0,1
4,17355,9,23,8,2012,20,0,1
4,247,2,23,8,2012,16,30,1
4,1433,10,23,8,2012,8,48,1
3,3015,6,22,8,2012,23,8,1
3,1154,9,22,8,2012,22,6,1
3,644,1,22,8,2012,22,0,1
3,1095,5,22,8,2012,19,40,1
3,1806,5,22,8,2012,18,40,1
3,2398,2,22,8,2012,8,30,1
3,1783,4,22,8,2012,0,2,1
3,2891,5,22,8,2012,0,1,1
2,471,9,21,8,2012,23,53,1
2,1806,5,21,8,2012,19,0,1
2,6020,2,21,8,2012,18,0,1
2,15360,8,21,8,2012,18,0,1
2,13383,8,21,8,2012,12,15,1
1,1592,1,20,8,2012,19,26,1
1,4528,5,20,8,2012,18,0,1
1,4136,1,20,8,2012,17,30,1
1,1631,9,20,8,2012,10,45,1
1,12972,9,20,8,2012,7,0,1
1,823,2,20,8,2012,3,0,1
1,704,2,20,8,2012,0,1,1
1,4088,4,20,8,2012,0,1,1
7,5412,4,12,8,2012,23,30,1
7,5785,4,12,8,2012,19,8,1
7,591,9,12,8,2012,13,30,1
7,7687,3,12,8,2012,11,0,1
7,1224,1,12,8,2012,0,1,1
6,9655,9,11,8,2012,20,0,1
6,6040,9,11,8,2012,15,30,1
6,88,2,11,8,2012,8,0,1
6,12152,5,11,8,2012,1,30,1
5,125,2,10,8,2012,21,38,1
5,1162,1,10,8,2012,13,20,1
5,1254,2,10,8,2012,13,0,1
5,6549,9,10,8,2012,13,0,1
5,2567,9,10,8,2012,12,0,1
5,146,10,10,8,2012,9,0,1
5,4767,3,10,8,2012,0,1,1
5,5764,5,10,8,2012,0,1,1
4,872,2,9,8,2012,19,0,1
4,1762,9,9,8,2012,15,30,1
4,1473,1,9,8,2012,15,3,1
4,10609,9,9,8,2012,15,0,1
3,349,2,8,8,2012,18,0,1
3,2803,10,8,8,2012,17,7,1
3,2803,10,8,8,2012,17,7,1
3,5138,4,8,8,2012,17,0,1
3,5545,5,8,8,2012,16,30,1
3,181,5,8,8,2012,13,0,1
3,1291,1,8,8,2012,11,0,1
3,242,10,8,8,2012,10,30,1
3,6809,4,8,8,2012,3,0,1
2,8223,2,7,8,2012,19,10,1
2,408,2,7,8,2012,16,10,1
2,419,5,7,8,2012,14,50,1
2,4660,8,7,8,2012,12,0,1
2,403,7,7,8,2012,11,45,1
2,357,4,7,8,2012,11,30,1
2,442,2,7,8,2012,10,30,1
2,6157,9,7,8,2012,9,0,1
1,6861,4,6,8,2012,23,0,1
1,17444,9,6,8,2012,9,0,1
1,518,10,6,8,2012,9,0,1
1,17444,9,6,8,2012,9,0,1
1,909,4,6,8,2012,7,4,1
1,6269,4,6,8,2012,4,51,1
1,1760,10,6,8,2012,0,1,1
1,16295,5,6,8,2012,0,1,1
7,146,10,29,7,2012,18,15,1
7,176,1,29,7,2012,17,20,1
7,3131,10,29,7,2012,16,24,1
7,125,2,29,7,2012,11,30,1
7,12,5,29,7,2012,11,30,1
7,8679,4,29,7,2012,1,0,1
7,11645,8,29,7,2012,0,10,1
6,1449,1,28,7,2012,22,0,1
6,11592,6,28,7,2012,20,30,1
6,1116,2,28,7,2012,17,30,1
6,2750,2,28,7,2012,15,7,1
6,9824,7,28,7,2012,9,0,1
6,17468,9,28,7,2012,9,0,1
6,3093,5,28,7,2012,2,0,1
6,2274,7,28,7,2012,0,1,1
6,1876,8,28,7,2012,0,1,1
6,4116,7,28,7,2012,0,1,1
5,571,2,27,7,2012,22,30,1
5,125,2,27,7,2012,20,0,1
5,455,2,27,7,2012,18,0,1
5,3550,4,27,7,2012,17,51,1
5,3550,4,27,7,2012,17,51,1
5,9006,5,27,7,2012,15,0,1
5,500,1,27,7,2012,13,11,1
5,15937,2,27,7,2012,12,30,1
5,196,5,27,7,2012,1,30,1
5,4326,3,27,7,2012,0,1,1
5,3174,7,27,7,2012,0,1,1
4,2803,10,26,7,2012,14,3,1
4,467,1,26,7,2012,13,35,1
4,4334,9,26,7,2012,12,0,1
4,784,2,26,7,2012,10,0,1
4,5696,2,26,7,2012,7,5,1
4,3973,4,26,7,2012,0,1,1
3,268,1,25,7,2012,23,0,1
3,548,10,25,7,2012,19,46,1
3,94,1,25,7,2012,19,45,1
3,13098,6,25,7,2012,12,0,1
3,211,5,25,7,2012,9,26,1
3,7008,1,25,7,2012,9,3,1
3,16053,3,25,7,2012,0,1,1
2,9105,5,24,7,2012,12,0,1
1,2948,4,23,7,2012,19,30,1
1,3973,4,23,7,2012,18,0,1
1,16692,6,23,7,2012,17,0,1
1,644,1,23,7,2012,14,0,1
1,13757,9,23,7,2012,13,0,1
1,442,2,23,7,2012,12,5,1
1,8086,9,23,7,2012,10,0,1
1,15626,9,23,7,2012,8,0,1
7,12,5,15,7,2012,15,45,1
7,64,4,15,7,2012,15,22,1
7,9257,8,15,7,2012,14,30,1
7,2838,2,15,7,2012,14,0,1
7,1674,8,15,7,2012,12,0,1
7,644,1,15,7,2012,3,0,1
7,644,1,15,7,2012,3,0,1
7,9437,4,15,7,2012,0,1,1
6,12095,8,14,7,2012,20,0,1
6,346,1,14,7,2012,18,43,1
6,4712,7,14,7,2012,16,30,1
6,3196,9,14,7,2012,16,23,1
6,1160,1,14,7,2012,15,15,1
6,125,2,14,7,2012,10,15,1
6,3507,5,14,7,2012,9,0,1
5,6214,1,13,7,2012,0,1,1
4,12222,5,12,7,2012,23,52,1
4,28,4,12,7,2012,21,0,1
4,1624,1,12,7,2012,19,15,1
4,17522,9,12,7,2012,6,30,1
4,5344,9,12,7,2012,0,1,1
4,408,2,12,7,2012,0,1,1
3,358,6,11,7,2012,21,57,1
3,102,10,11,7,2012,21,30,1
3,990,1,11,7,2012,18,0,1
3,125,2,11,7,2012,17,50,1
2,501,4,10,7,2012,23,26,1
2,7732,4,10,7,2012,20,0,1
2,5971,4,10,7,2012,17,30,1
2,537,5,10,7,2012,16,20,1
2,10699,9,10,7,2012,12,30,1
2,887,7,10,7,2012,10,0,1
2,15675,3,10,7,2012,0,1,1
2,17319,9,10,7,2012,0,1,1
1,28,4,9,7,2012,23,45,1
1,9543,4,9,7,2012,18,40,1
1,3598,8,9,7,2012,18,30,1
1,1473,1,9,7,2012,15,30,1
1,7860,1,9,7,2012,12,0,1
1,146,10,9,7,2012,12,0,1
1,1882,4,9,7,2012,9,20,1
1,643,4,9,7,2012,2,56,1
7,12079,9,1,7,2012,15,0,1
7,4076,4,1,7,2012,15,0,1
7,4746,6,1,7,2012,13,0,1
7,4746,6,1,7,2012,13,0,1
7,6589,6,1,7,2012,10,0,1
7,94,1,1,7,2012,9,17,1
7,1957,8,1,7,2012,8,0,1
7,8743,3,1,7,2012,0,1,1
7,374,8,1,7,2012,0,1,1
6,2311,5,30,6,2012,22,30,1
6,301,2,30,6,2012,19,0,1
6,17173,1,30,6,2012,16,0,1
6,3936,8,30,6,2012,14,0,1
6,3441,1,30,6,2012,13,0,1
6,9514,4,30,6,2012,2,40,1
6,511,4,30,6,2012,0,1,1
5,693,2,29,6,2012,23,50,1
5,1007,5,29,6,2012,22,0,1
5,4871,1,29,6,2012,16,30,1
5,11099,1,29,6,2012,14,45,1
5,2717,5,29,6,2012,10,0,1
5,3153,6,29,6,2012,0,1,1
5,4228,8,29,6,2012,0,1,1
5,7064,4,29,6,2012,0,1,1
4,213,4,28,6,2012,18,9,1
4,9277,2,28,6,2012,17,41,1
4,3561,3,28,6,2012,14,0,1
4,6704,8,28,6,2012,12,0,1
4,2693,1,28,6,2012,12,0,1
4,6148,4,28,6,2012,11,30,1
4,10979,9,28,6,2012,11,0,1
4,872,2,28,6,2012,8,0,1
3,3624,1,27,6,2012,19,0,1
3,12104,5,27,6,2012,18,0,1
3,8161,4,27,6,2012,17,0,1
3,196,5,27,6,2012,17,0,1
3,1233,4,27,6,2012,15,30,1
3,1162,1,27,6,2012,14,15,1
3,912,10,27,6,2012,13,6,1
3,2842,10,27,6,2012,13,0,1
3,2046,2,27,6,2012,11,0,1
3,2755,2,27,6,2012,5,55,1
3,125,2,27,6,2012,0,1,1
3,2755,2,27,6,2012,0,1,1
3,2404,2,27,6,2012,0,1,1
2,17582,8,26,6,2012,21,0,1
2,419,5,26,6,2012,16,20,1
2,12194,1,26,6,2012,10,0,1
2,10355,8,26,6,2012,6,0,1
2,17587,9,26,6,2012,0,23,1
1,925,2,25,6,2012,20,45,1
1,13257,3,25,6,2012,19,0,1
1,5344,9,25,6,2012,14,30,1
1,1255,6,25,6,2012,12,57,1
1,14981,7,25,6,2012,12,0,1
1,13933,8,25,6,2012,10,30,1
1,1255,6,25,6,2012,10,24,1
1,5485,5,25,6,2012,0,1,1
1,1004,1,25,6,2012,0,1,1
7,581,9,17,6,2012,9,27,1
7,3536,9,17,6,2012,9,0,1
7,5017,2,17,6,2012,0,1,1
7,1046,9,17,6,2012,0,1,1
6,13017,6,16,6,2012,17,0,1
6,146,10,16,6,2012,16,52,1
6,2382,1,16,6,2012,13,30,1
6,7705,7,16,6,2012,13,0,1
6,8226,9,16,6,2012,12,0,1
6,177,10,16,6,2012,10,0,1
6,1241,5,16,6,2012,0,1,1
5,1073,5,15,6,2012,13,3,1
5,9649,9,15,6,2012,12,0,1
5,1153,4,15,6,2012,12,0,1
5,4353,6,15,6,2012,12,0,1
5,1162,1,15,6,2012,2,0,1
5,1450,3,15,6,2012,0,1,1
4,8849,4,14,6,2012,17,15,1
4,16173,4,14,6,2012,16,28,1
4,1073,5,14,6,2012,16,14,1
4,17625,9,14,6,2012,12,0,1
4,285,9,14,6,2012,1,0,1
3,927,1,13,6,2012,22,0,1
3,7331,2,13,6,2012,21,0,1
3,1343,4,13,6,2012,17,0,1
3,622,6,13,6,2012,16,0,1
3,2811,1,13,6,2012,13,0,1
3,1975,2,13,6,2012,9,30,1
3,5323,4,13,6,2012,2,45,1
3,3396,10,13,6,2012,0,1,1
2,882,3,12,6,2012,14,0,1
2,1979,4,12,6,2012,12,0,1
2,2170,5,12,6,2012,11,0,1
2,8255,7,12,6,2012,0,1,1
2,17636,7,12,6,2012,0,1,1
1,2564,5,11,6,2012,22,36,1
1,2564,5,11,6,2012,22,36,1
1,408,2,11,6,2012,13,0,1
1,5000,5,11,6,2012,12,0,1
1,13277,3,11,6,2012,9,0,1
7,146,10,3,6,2012,22,45,1
7,2101,1,3,6,2012,21,0,1
7,2855,1,3,6,2012,15,30,1
7,102,10,3,6,2012,14,42,1
7,2033,3,3,6,2012,9,0,1
7,8529,4,3,6,2012,0,40,1
6,7064,4,2,6,2012,23,25,1
6,1742,1,2,6,2012,22,20,1
6,1220,10,2,6,2012,22,0,1
6,4834,2,2,6,2012,16,35,1
6,9273,9,2,6,2012,16,0,1
6,366,10,2,6,2012,4,30,1
5,7590,4,1,6,2012,20,0,1
5,1116,2,1,6,2012,19,0,1
5,7136,8,1,6,2012,16,0,1
5,12331,3,1,6,2012,15,0,1
5,748,5,1,6,2012,13,0,1
5,5310,8,1,6,2012,12,0,1
5,10264,8,1,6,2012,12,0,1
5,94,1,1,6,2012,11,15,1
5,511,4,1,6,2012,11,10,1
5,8004,5,1,6,2012,9,0,1
5,1263,2,1,6,2012,8,0,1
5,9095,7,1,6,2012,0,20,1
5,8789,5,1,6,2012,0,1,1
5,14409,8,1,6,2012,0,1,1
5,14409,8,1,6,2012,0,1,1
5,3580,8,1,6,2012,0,1,1
4,356,3,31,5,2012,22,0,1
4,13834,3,31,5,2012,20,28,1
4,118,2,31,5,2012,17,45,1
4,2803,10,31,5,2012,12,7,1
4,56,2,31,5,2012,9,0,1
4,1323,4,31,5,2012,5,0,1
4,17073,8,31,5,2012,0,1,1
3,511,4,30,5,2012,18,2,1
3,2311,5,30,5,2012,15,50,1
3,2311,5,30,5,2012,15,50,1
3,2041,10,30,5,2012,15,3,1
3,2223,6,30,5,2012,15,0,1
3,2567,9,30,5,2012,14,30,1
3,10406,7,30,5,2012,12,0,1
3,1350,3,30,5,2012,8,0,1
2,8056,5,29,5,2012,20,19,1
2,3647,1,29,5,2012,16,45,1
2,12917,6,29,5,2012,14,0,1
2,346,1,29,5,2012,12,0,1
2,16297,9,29,5,2012,9,0,1
1,8710,4,28,5,2012,0,1,1
7,146,10,20,5,2012,23,13,1
7,2381,2,20,5,2012,17,0,1
7,2857,5,20,5,2012,15,0,1
7,1192,9,20,5,2012,14,0,1
7,31,2,20,5,2012,14,0,1
7,6667,8,20,5,2012,14,0,1
7,1473,1,20,5,2012,12,0,1
7,3553,6,20,5,2012,12,0,1
7,1317,9,20,5,2012,10,0,1
7,2270,1,20,5,2012,7,30,1
7,449,8,20,5,2012,0,1,1
6,146,10,19,5,2012,22,0,1
6,5193,3,19,5,2012,17,0,1
6,408,2,19,5,2012,16,10,1
6,408,2,19,5,2012,16,10,1
6,4104,6,19,5,2012,11,0,1
6,7667,9,19,5,2012,10,0,1
6,2659,6,19,5,2012,9,30,1
6,2004,6,19,5,2012,9,0,1
6,2159,10,19,5,2012,7,58,1
5,12467,1,18,5,2012,23,30,1
5,105,5,18,5,2012,17,30,1
5,408,2,18,5,2012,15,55,1
5,468,2,18,5,2012,13,30,1
5,5479,5,18,5,2012,12,50,1
5,125,2,18,5,2012,12,0,1
5,1704,2,18,5,2012,11,0,1
5,5206,5,18,5,2012,9,0,1
5,2976,1,18,5,2012,0,10,1
5,3975,7,18,5,2012,0,1,1
4,16369,9,17,5,2012,21,15,1
4,83,2,17,5,2012,18,58,1
4,2821,2,17,5,2012,17,0,1
4,13941,8,17,5,2012,16,0,1
4,2432,5,17,5,2012,15,40,1
4,1083,1,17,5,2012,15,30,1
4,5672,5,17,5,2012,15,30,1
4,3791,7,17,5,2012,12,0,1
4,13419,9,17,5,2012,12,0,1
3,1790,1,16,5,2012,22,32,1
3,9952,9,16,5,2012,20,0,1
3,1816,2,16,5,2012,17,45,1
3,1567,5,16,5,2012,15,30,1
3,14012,9,16,5,2012,0,1,1
3,125,2,16,5,2012,0,1,1
3,4272,7,16,5,2012,0,1,1
2,1954,10,15,5,2012,22,30,1
2,346,1,15,5,2012,18,40,1
2,166,10,15,5,2012,16,48,1
2,4484,2,15,5,2012,3,51,1
2,447,3,15,5,2012,0,1,1
1,8212,8,14,5,2012,23,30,1
1,974,8,14,5,2012,16,20,1
1,643,4,14,5,2012,15,52,1
1,9759,8,14,5,2012,12,0,1
1,11376,1,14,5,2012,0,1,1
7,12015,3,6,5,2012,15,20,1
6,1007,5,5,5,2012,22,0,1
6,755,4,5,5,2012,18,0,1
6,10762,6,5,5,2012,15,0,1
6,9323,8,5,5,2012,12,0,1
6,1076,5,5,5,2012,11,0,1
6,7994,7,5,5,2012,0,1,1
5,872,2,4,5,2012,19,50,1
5,5292,3,4,5,2012,18,0,1
5,3477,5,4,5,2012,17,0,1
5,944,1,4,5,2012,16,0,1
5,5699,9,4,5,2012,15,0,1
5,125,2,4,5,2012,15,0,1
5,9030,4,4,5,2012,3,2,1
4,643,4,3,5,2012,23,30,1
4,608,2,3,5,2012,16,45,1
4,1869,8,3,5,2012,16,0,1
4,13486,9,3,5,2012,13,0,1
4,6635,9,3,5,2012,9,0,1
4,11267,7,3,5,2012,0,1,1
3,6110,1,2,5,2012,22,55,1
3,232,4,2,5,2012,17,0,1
3,5481,4,2,5,2012,15,0,1
3,6939,8,2,5,2012,12,30,1
3,4269,7,2,5,2012,9,0,1
3,17052,9,2,5,2012,8,0,1
3,10242,9,2,5,2012,8,0,1
2,755,4,1,5,2012,16,0,1
2,12262,8,1,5,2012,15,15,1
2,800,4,1,5,2012,13,0,1
2,17772,9,1,5,2012,9,0,1
2,4800,1,1,5,2012,3,46,1
2,772,10,1,5,2012,0,1,1
2,259,5,1,5,2012,0,1,1
2,5241,5,1,5,2012,0,1,1
1,146,10,30,4,2012,19,29,1
1,5631,9,30,4,2012,15,0,1
1,14073,4,30,4,2012,14,9,1
1,4580,1,30,4,2012,12,0,1
1,102,10,30,4,2012,0,1,1
1,157,10,30,4,2012,0,1,1
7,7989,1,22,4,2012,23,58,1
7,643,4,22,4,2012,18,0,1
7,156,2,22,4,2012,15,0,1
7,242,10,22,4,2012,14,0,1
7,868,5,22,4,2012,12,0,1
7,823,2,22,4,2012,1,30,1
6,2236,4,21,4,2012,22,30,1
6,268,1,21,4,2012,21,45,1
6,511,4,21,4,2012,19,0,1
6,146,10,21,4,2012,18,40,1
6,3777,9,21,4,2012,14,30,1
6,1317,9,21,4,2012,14,0,1
6,1651,2,21,4,2012,12,0,1
6,3461,2,21,4,2012,0,30,1
6,4545,8,21,4,2012,0,1,1
6,125,2,21,4,2012,0,1,1
6,10364,5,21,4,2012,0,1,1
5,3416,9,20,4,2012,23,0,1
5,8482,6,20,4,2012,18,30,1
5,591,9,20,4,2012,14,16,1
5,1947,9,20,4,2012,8,0,1
5,4603,5,20,4,2012,3,18,1
5,10715,6,20,4,2012,3,3,1
5,125,2,20,4,2012,0,1,1
5,14817,3,20,4,2012,0,1,1
4,390,5,19,4,2012,19,2,1
4,408,2,19,4,2012,18,0,1
4,1157,2,19,4,2012,16,30,1
4,63,1,19,4,2012,16,20,1
4,1979,4,19,4,2012,9,30,1
4,1378,6,19,4,2012,9,0,1
4,5134,6,19,4,2012,8,0,1
4,893,10,19,4,2012,1,30,1
4,1181,2,19,4,2012,1,20,1
4,3142,6,19,4,2012,0,54,1
3,2275,2,18,4,2012,18,30,1
3,2275,2,18,4,2012,18,30,1
3,872,2,18,4,2012,17,30,1
3,1076,5,18,4,2012,16,15,1
3,2671,5,18,4,2012,15,0,1
3,946,1,18,4,2012,15,0,1
3,27,5,18,4,2012,14,34,1
3,37,2,18,4,2012,12,0,1
3,138,2,18,4,2012,2,20,1
3,268,1,18,4,2012,1,0,1
3,268,1,18,4,2012,0,1,1
2,9158,1,17,4,2012,19,0,1
2,452,5,17,4,2012,17,18,1
2,1055,2,17,4,2012,16,0,1
2,12030,7,17,4,2012,12,0,1
2,370,7,17,4,2012,12,0,1
2,4956,1,17,4,2012,11,57,1
2,8483,1,17,4,2012,11,0,1
2,2382,1,17,4,2012,9,0,1
2,11976,4,17,4,2012,5,0,1
1,10992,6,16,4,2012,23,30,1
1,6075,8,16,4,2012,18,0,1
1,3393,6,16,4,2012,15,0,1
1,9070,9,16,4,2012,15,0,1
1,1195,9,16,4,2012,14,0,1
1,5238,1,16,4,2012,12,45,1
1,3259,1,16,4,2012,12,35,1
1,5607,2,16,4,2012,12,0,1
1,232,4,16,4,2012,11,0,1
1,232,4,16,4,2012,11,0,1
7,1790,1,8,4,2012,15,24,1
7,1790,1,8,4,2012,15,15,1
7,4341,2,8,4,2012,14,0,1
7,6761,7,8,4,2012,12,46,1
7,449,8,8,4,2012,11,0,1
7,8298,1,8,4,2012,0,1,1
6,12152,5,7,4,2012,23,30,1
6,1622,5,7,4,2012,23,15,1
6,9323,8,7,4,2012,18,19,1
6,125,2,7,4,2012,16,30,1
6,4431,5,7,4,2012,13,30,1
6,713,4,7,4,2012,11,41,1
6,713,4,7,4,2012,11,41,1
6,713,4,7,4,2012,11,41,1
6,22,10,7,4,2012,4,47,1
6,177,10,7,4,2012,3,0,1
6,2622,2,7,4,2012,0,10,1
6,3762,1,7,4,2012,0,1,1
6,1306,2,7,4,2012,0,1,1
5,323,9,6,4,2012,12,56,1
5,1042,3,6,4,2012,12,44,1
5,13224,5,6,4,2012,0,1,1
4,840,5,5,4,2012,20,15,1
4,3691,6,5,4,2012,18,0,1
4,1076,5,5,4,2012,18,0,1
4,232,4,5,4,2012,16,37,1
4,1790,1,5,4,2012,15,0,1
4,3693,3,5,4,2012,11,17,1
4,9277,2,5,4,2012,2,30,1
3,4984,1,4,4,2012,22,30,1
3,16183,7,4,4,2012,21,12,1
3,6248,1,4,4,2012,18,30,1
3,666,2,4,4,2012,12,0,1
3,10064,3,4,4,2012,0,1,1
3,1860,2,4,4,2012,0,1,1
3,13493,1,4,4,2012,0,1,1
2,125,2,3,4,2012,15,30,1
2,2904,2,3,4,2012,14,0,1
1,2760,5,2,4,2012,20,0,1
1,939,5,2,4,2012,19,0,1
