"day","address","location","date","month","year","hour","min","EXTORTION"
3,1352,4,5,8,2009,16,0,0
7,2941,1,6,6,2010,18,0,0
5,5145,8,17,9,2004,21,0,0
3,19663,3,28,10,2009,14,30,0
3,3169,3,10,3,2010,21,0,0
7,9894,6,9,10,2011,3,0,0
5,1162,10,20,3,2009,8,15,0
6,125,2,6,4,2013,15,46,0
7,20607,9,24,2,2008,4,0,0
6,984,2,16,5,2009,10,30,0
3,4243,3,19,2,2014,5,36,0
5,11942,3,7,9,2007,23,20,0
6,13979,6,2,12,2006,12,0,0
1,2931,2,2,5,2005,10,10,0
1,2229,5,3,10,2005,22,40,0
2,1351,8,18,3,2008,15,29,0
3,125,2,28,7,2010,14,25,0
1,1297,1,12,5,2003,21,30,0
5,21839,6,14,5,2004,10,0,0
2,1986,2,3,5,2005,0,20,0
1,7629,5,19,1,2015,1,50,0
5,2490,3,17,6,2011,11,30,0
2,5010,5,7,1,2014,0,18,0
6,13571,5,8,2,2003,9,30,0
4,5044,9,21,2,2013,16,53,0
4,15029,6,21,4,2005,4,13,0
2,125,2,27,5,2008,10,0,0
1,1940,7,1,9,2008,11,30,0
2,4439,7,5,2,2008,3,5,0
6,427,2,20,10,2007,10,0,0
1,501,4,25,6,2007,19,3,0
3,9719,4,22,2,2006,23,45,0
6,4032,3,7,9,2013,23,33,0
4,14322,9,21,2,2008,19,0,0
5,1017,3,18,9,2009,15,3,0
3,2749,9,24,8,2005,4,0,0
7,10001,2,10,8,2014,20,0,0
2,713,4,9,1,2007,17,0,0
3,451,2,18,2,2015,17,0,0
6,18727,8,21,8,2004,20,15,0
6,282,6,5,10,2013,22,0,0
7,6461,8,1,12,2013,0,1,0
3,125,2,30,6,2010,10,30,0
4,1903,9,4,9,2003,22,0,0
5,1975,2,30,11,2012,19,0,0
7,28,4,15,12,2013,17,39,0
3,20116,3,21,1,2009,15,30,0
1,561,6,11,5,2015,20,0,0
2,2343,9,19,8,2003,7,45,0
5,3131,10,22,4,2011,15,28,0
7,10134,6,1,7,2012,2,0,0
4,4220,1,24,1,2013,13,0,0
4,2398,2,22,8,2013,19,13,0
5,4952,5,22,2,2013,22,15,0
6,1977,9,12,3,2005,3,30,0
5,1083,1,2,5,2014,15,58,0
3,9632,6,27,7,2005,21,30,0
5,105,5,1,10,2004,9,0,0
3,8930,5,25,7,2007,8,30,0
6,2422,6,1,11,2003,16,0,0
2,39,3,28,5,2013,14,0,0
1,17730,7,14,5,2012,8,0,0
5,10156,4,23,1,2009,13,0,0
1,125,2,1,9,2008,8,0,0
2,328,10,4,5,2010,23,13,0
7,1331,4,29,1,2012,5,30,0
7,151,5,13,1,2013,11,30,0
5,8449,7,10,3,2006,19,0,0
5,4527,5,22,2,2008,22,30,0
2,7416,3,16,9,2003,21,21,0
2,3946,6,16,3,2004,8,0,0
3,4287,6,25,8,2010,22,25,0
5,2732,2,1,6,2007,10,53,0
1,15442,9,24,1,2011,1,15,0
4,7039,5,15,5,2014,9,0,0
5,12488,5,27,7,2007,11,25,0
7,4896,6,25,3,2012,20,15,0
4,5995,6,29,10,2009,18,15,0
7,5745,5,9,2,2003,15,40,0
2,1554,1,17,2,2009,20,40,0
2,12655,5,23,7,2013,19,0,0
3,5454,8,29,6,2011,11,5,0
5,125,2,22,10,2010,16,30,0
7,1428,3,5,10,2003,14,55,0
2,213,4,27,5,2008,16,50,0
1,2576,5,1,5,2006,12,0,0
6,755,4,1,11,2014,21,0,0
1,7225,9,18,8,2014,8,23,0
2,408,2,17,10,2006,15,30,0
5,5160,7,8,8,2003,0,1,0
6,10826,4,4,5,2013,21,30,0
7,4866,9,25,3,2007,21,0,0
3,14993,9,15,12,2010,21,0,0
3,125,2,8,3,2006,22,30,0
6,10229,4,23,4,2011,7,20,0
4,18540,5,30,9,2004,23,19,0
7,1245,10,18,12,2011,17,30,0
7,511,4,18,11,2007,23,53,0
5,22,10,11,2,2005,18,15,0
1,12405,5,6,2,2006,11,48,0
5,213,4,26,11,2004,13,53,0
4,13952,9,1,4,2004,0,1,0
5,8231,1,26,12,2014,20,10,0
6,2879,5,13,8,2011,20,29,0
4,10725,2,2,5,2013,10,7,0
1,11675,4,25,1,2010,13,15,0
5,15111,1,6,4,2007,19,0,0
6,13101,6,5,11,2005,15,50,0
5,2374,1,17,4,2009,1,7,0
1,357,4,17,4,2006,18,32,0
3,195,8,13,5,2015,12,21,0
2,4754,5,28,5,2013,11,0,0
3,193,9,13,5,2015,12,30,0
7,9719,4,31,1,2010,0,21,0
3,898,2,18,5,2011,10,30,0
2,3786,1,21,8,2012,10,32,0
4,1117,4,22,1,2015,9,47,0
5,3389,5,29,1,2010,18,23,0
6,125,2,22,9,2012,23,15,0
5,10736,5,28,5,2004,22,9,0
1,4528,5,9,11,2009,19,0,0
2,677,2,19,9,2006,21,15,0
3,7601,5,7,1,2015,3,19,0
7,1428,3,6,10,2013,20,0,0
5,4112,2,27,7,2012,13,0,0
1,8228,9,21,1,2008,13,30,0
2,3808,9,24,6,2014,18,0,0
2,1427,1,4,3,2003,2,0,0
2,693,2,5,9,2006,10,45,0
1,1341,7,20,1,2003,17,20,0
4,746,4,15,4,2004,8,0,0
3,5134,6,14,6,2006,4,30,0
7,872,2,25,9,2005,20,53,0
4,6376,3,22,1,2015,6,20,0
2,6879,3,12,11,2013,17,30,0
6,15,10,3,4,2004,17,28,0
6,2652,6,27,12,2008,11,20,0
1,710,8,17,9,2007,2,3,0
1,8596,9,7,7,2008,22,0,0
2,1040,1,4,10,2011,8,0,0
6,964,3,17,6,2006,19,18,0
2,16645,9,27,11,2007,19,0,0
5,14301,5,17,9,2004,12,15,0
1,16026,3,12,12,2011,23,0,0
6,7461,3,18,5,2013,17,30,0
6,21519,1,13,8,2005,12,55,0
5,550,3,13,6,2014,19,38,0
7,15796,6,12,3,2006,14,30,0
7,1776,5,15,6,2008,0,20,0
3,7039,5,29,4,2009,11,0,0
5,3899,5,20,8,2004,19,0,0
7,964,3,2,5,2004,9,20,0
7,5158,7,16,12,2012,17,0,0
3,1085,5,9,6,2004,11,0,0
6,2987,10,27,1,2007,22,38,0
4,979,4,18,10,2012,18,49,0
2,2729,8,27,4,2004,21,0,0
3,1352,4,26,12,2012,6,0,0
3,830,10,13,7,2005,20,5,0
3,83,2,10,12,2003,10,50,0
7,1726,5,6,10,2013,21,0,0
3,5623,6,23,1,2008,22,0,0
6,10405,4,26,3,2011,17,0,0
7,9330,1,21,9,2014,15,27,0
1,408,2,13,4,2009,12,25,0
5,359,10,9,3,2007,20,11,0
2,4927,2,27,6,2006,12,0,0
7,369,5,28,8,2005,22,38,0
7,907,6,13,3,2005,10,12,0
7,4326,3,11,9,2011,21,10,0
2,73,7,10,7,2007,19,45,0
3,6382,6,31,10,2007,23,45,0
2,13183,9,18,3,2014,18,15,0
3,18742,4,16,9,2009,18,30,0
5,1690,2,3,10,2008,21,30,0
6,753,2,20,5,2006,8,0,0
1,3950,2,8,8,2005,16,45,0
6,6021,4,26,8,2006,17,0,0
4,1445,1,7,8,2014,0,1,0
7,7275,9,29,6,2014,14,0,0
4,979,4,17,4,2003,6,20,0
2,64,4,22,3,2011,1,19,0
3,3015,6,22,8,2012,23,8,0
7,1615,2,9,10,2005,22,36,0
7,504,4,13,2,2011,17,40,0
7,2010,5,17,1,2010,23,0,0
5,11373,4,4,4,2003,5,0,0
3,8596,9,22,8,2007,14,30,0
6,22,10,17,11,2007,3,32,0
7,408,2,24,8,2014,12,51,0
4,12581,8,20,2,2003,5,27,0
4,6923,7,28,7,2011,15,0,0
6,11453,3,5,5,2007,19,29,0
5,3318,9,29,10,2004,0,30,0
7,504,4,12,7,2009,15,39,0
1,4892,4,16,3,2009,22,36,0
7,3104,9,8,4,2012,17,0,0
2,408,2,30,9,2003,17,55,0
2,5215,3,18,2,2014,13,30,0
4,5986,3,20,10,2011,21,50,0
6,116,5,16,1,2010,10,41,0
4,10717,6,19,5,2005,20,30,0
6,504,4,25,8,2007,0,1,0
4,1095,5,29,5,2014,12,0,0
5,1886,9,22,3,2013,17,1,0
3,1375,2,30,11,2011,21,29,0
6,3238,3,8,4,2006,7,0,0
1,504,4,8,2,2010,23,0,0
6,1068,1,3,11,2007,12,0,0
6,4126,8,1,7,2006,9,0,0
6,13183,9,21,4,2012,7,30,0
3,4979,7,2,4,2003,19,0,0
1,7556,4,6,9,2010,21,20,0
7,21771,5,2,11,2003,10,50,0
3,957,2,18,8,2004,0,1,0
5,3374,7,13,7,2012,17,0,0
2,5894,3,23,1,2007,10,45,0
4,7013,1,6,9,2007,17,30,0
2,22033,3,11,11,2003,22,25,0
7,7289,8,1,1,2012,0,1,0
3,17565,6,7,7,2004,8,20,0
2,7042,2,29,9,2009,18,0,0
4,1150,2,27,1,2005,3,2,0
2,11764,1,21,8,2007,20,0,0
1,125,2,31,3,2008,22,0,0
4,11256,4,21,8,2014,19,52,0
1,1943,2,10,11,2003,15,0,0
5,1986,2,2,5,2008,8,0,0
4,1808,9,23,8,2012,9,17,0
6,744,10,17,5,2003,14,51,0
1,5841,9,17,10,2011,20,20,0
3,3250,1,2,5,2007,20,50,0
3,1654,8,7,1,2009,16,44,0
5,4908,2,16,10,2009,16,40,0
5,1091,10,18,11,2005,19,0,0
4,2147,7,26,7,2012,7,16,0
3,36,2,19,9,2012,11,45,0
6,1663,3,7,2,2004,18,16,0
2,1786,8,9,1,2007,12,15,0
7,6740,2,19,12,2010,13,53,0
1,779,2,5,3,2012,14,0,0
6,6382,6,17,4,2004,23,0,0
1,2385,4,15,9,2014,23,0,0
7,2351,6,5,11,2006,15,5,0
4,3180,10,2,6,2005,9,24,0
5,548,10,11,8,2006,0,10,0
3,19494,8,3,10,2007,7,20,0
5,22771,8,28,11,2003,15,55,0
5,1300,6,8,8,2003,6,0,0
3,1708,8,12,11,2014,8,0,0
6,125,2,29,5,2004,0,1,0
2,10145,3,6,2,2007,23,48,0
7,1606,2,25,2,2007,23,45,0
3,11939,7,18,4,2007,14,15,0
2,435,10,10,7,2007,0,20,0
1,7762,7,22,7,2013,14,45,0
6,12727,5,16,1,2010,1,7,0
3,8233,1,18,9,2013,23,30,0
1,1409,6,24,6,2013,19,0,0
6,5851,3,12,7,2003,21,45,0
1,7415,4,1,5,2006,22,0,0
3,4705,5,22,2,2006,10,15,0
5,70,10,21,3,2014,9,30,0
5,7601,5,6,5,2011,2,18,0
5,7452,9,11,2,2005,16,14,0
3,7771,8,20,2,2013,19,30,0
7,4140,10,18,4,2004,12,44,0
5,8104,1,3,6,2005,5,30,0
6,200,2,11,12,2004,11,0,0
4,501,4,20,2,2014,16,35,0
2,13382,1,26,7,2011,8,0,0
7,2373,2,12,8,2007,1,59,0
3,16496,6,9,7,2003,10,35,0
5,14389,6,3,4,2009,18,35,0
5,4323,1,14,1,2005,17,24,0
6,7174,6,16,1,2010,0,1,0
6,4063,5,23,4,2011,21,41,0
2,18366,8,3,8,2004,13,45,0
1,8745,1,28,9,2009,16,0,0
3,504,4,7,4,2010,7,30,0
5,4824,4,1,12,2006,23,40,0
7,3183,2,6,11,2005,18,14,0
4,5280,4,25,1,2007,18,0,0
5,1754,6,21,3,2014,23,0,0
2,1676,2,18,3,2008,16,0,0
1,1281,2,8,12,2014,20,20,0
2,1245,10,27,12,2011,11,0,0
6,1352,4,10,9,2011,20,0,0
5,1673,5,25,3,2005,13,0,0
1,435,10,25,5,2009,15,51,0
1,511,4,14,4,2008,8,30,0
3,166,10,18,3,2015,16,19,0
1,403,7,29,10,2012,16,20,0
2,146,10,13,6,2006,19,10,0
3,10376,5,26,1,2005,18,0,0
3,468,2,21,1,2004,19,7,0
7,9337,3,19,10,2003,22,30,0
6,1415,4,21,2,2009,23,45,0
4,3204,8,8,3,2012,13,30,0
4,359,10,24,1,2013,19,30,0
6,4136,1,28,1,2012,21,30,0
3,8105,4,31,3,2004,17,5,0
4,2252,2,28,7,2011,0,41,0
4,88,2,17,5,2012,14,50,0
3,7235,3,3,3,2004,4,45,0
1,3485,9,6,2,2006,15,53,0
6,9619,1,7,4,2007,13,30,0
4,9080,9,22,7,2004,19,33,0
2,6084,3,4,5,2010,21,16,0
5,3852,5,26,1,2007,11,0,0
4,3255,5,15,11,2007,22,0,0
4,3629,4,6,9,2012,12,15,0
5,9748,3,23,8,2013,23,0,0
1,1631,9,27,4,2015,11,25,0
4,665,3,25,8,2005,13,20,0
4,3144,5,15,5,2003,16,37,0
6,1156,8,1,12,2007,19,10,0
2,1379,1,15,4,2008,14,16,0
5,8602,8,21,3,2003,8,15,0
7,19360,7,22,2,2009,1,58,0
7,324,1,20,11,2011,16,30,0
3,1615,2,14,6,2006,21,49,0
2,125,2,15,9,2009,20,55,0
5,3396,10,23,3,2012,19,50,0
2,7519,1,4,8,2009,16,40,0
6,6704,8,27,12,2014,9,30,0
1,2156,2,1,3,2004,12,56,0
5,4998,4,26,2,2010,14,30,0
4,7953,5,20,2,2014,13,14,0
7,52,5,7,5,2006,4,0,0
7,3391,5,1,6,2008,10,0,0
1,1209,1,26,5,2008,13,0,0
6,213,4,30,7,2005,11,50,0
6,7313,5,16,7,2005,20,41,0
3,3904,3,17,4,2013,23,0,0
7,1002,8,3,6,2007,21,25,0
7,5365,3,16,7,2006,16,3,0
2,485,2,22,7,2003,7,30,0
3,4372,8,19,2,2003,21,0,0
2,1433,10,16,9,2008,13,34,0
1,232,4,12,11,2012,12,4,0
2,13885,5,19,3,2013,7,16,0
5,1041,5,20,5,2011,18,30,0
1,1951,2,7,2,2005,22,20,0
3,985,4,8,7,2009,20,30,0
2,15496,1,5,10,2010,5,40,0
6,1656,4,25,2,2012,23,40,0
1,3131,10,25,1,2010,13,0,0
1,1399,10,24,11,2003,19,22,0
1,125,2,26,5,2008,12,30,0
2,3886,6,14,10,2014,9,17,0
2,14121,9,21,1,2014,13,40,0
7,5527,5,11,1,2009,12,34,0
2,3400,5,23,12,2014,19,51,0
6,21909,9,3,5,2003,4,0,0
5,1915,5,23,9,2005,23,36,0
1,1287,2,9,7,2007,12,0,0
6,9573,9,14,6,2003,14,25,0
1,13677,4,5,9,2005,18,30,0
1,5305,7,18,10,2010,12,35,0
6,12408,9,25,1,2014,17,15,0
6,17461,8,8,10,2005,5,30,0
4,601,9,7,2,2013,17,4,0
1,1995,7,5,1,2009,8,0,0
1,501,4,19,4,2010,15,20,0
1,125,2,18,4,2005,9,35,0
4,6684,7,31,5,2007,7,30,0
5,6565,3,14,12,2007,12,10,0
3,19204,3,1,9,2004,5,34,0
2,14434,4,17,8,2004,9,23,0
5,17517,3,1,6,2007,15,0,0
3,4495,7,3,5,2006,8,0,0
4,408,2,4,10,2007,19,2,0
7,1576,4,11,8,2013,7,40,0
6,1599,6,17,10,2009,0,1,0
7,912,10,22,5,2011,11,30,0
5,4627,8,14,7,2006,17,38,0
6,571,2,29,6,2013,21,31,0
2,2046,2,29,6,2010,20,0,0
4,3657,5,21,2,2008,20,38,0
7,2267,2,27,8,2006,10,55,0
5,2601,3,14,11,2003,10,48,0
1,12116,7,14,4,2014,20,59,0
3,4867,1,10,12,2003,21,30,0
3,403,7,8,1,2014,14,47,0
4,5491,3,10,8,2006,18,16,0
3,10331,8,6,8,2008,10,20,0
7,1041,5,16,12,2012,10,30,0
1,6506,3,11,6,2007,17,25,0
1,294,1,19,9,2011,5,50,0
5,1792,2,9,7,2004,20,20,0
7,9473,8,26,8,2012,7,30,0
1,8221,4,16,2,2004,11,30,0
5,10408,9,3,10,2014,23,30,0
2,2139,5,14,5,2013,19,20,0
2,13330,8,12,1,2010,2,5,0
6,125,2,3,7,2010,20,40,0
2,3802,5,31,3,2009,20,30,0
6,1115,1,22,10,2011,8,0,0
5,2369,4,23,3,2007,15,0,0
2,4298,10,8,7,2008,21,0,0
5,1853,8,18,11,2011,13,15,0
7,1542,7,15,1,2006,14,27,0
4,3532,3,28,7,2011,20,50,0
1,551,5,5,2,2007,21,20,0
3,2183,9,3,10,2007,23,30,0
5,1428,3,26,8,2005,17,54,0
2,102,10,20,1,2015,9,0,0
3,2891,5,8,8,2012,11,38,0
2,18323,9,17,2,2004,15,15,0
5,2741,4,20,3,2009,0,20,0
2,6711,5,2,10,2007,17,30,0
2,8909,5,24,1,2006,8,0,0
2,1580,10,21,7,2009,14,15,0
6,3525,9,15,1,2005,13,0,0
2,1214,10,24,8,2010,12,30,0
6,12763,3,17,5,2014,16,30,0
2,1351,8,19,4,2011,13,0,0
7,2869,10,8,10,2006,9,10,0
2,203,2,5,3,2013,11,0,0
5,125,2,11,12,2009,11,15,0
5,2911,10,30,5,2008,13,45,0
2,9169,9,25,11,2014,19,0,0
6,1233,4,4,10,2008,17,55,0
7,3511,5,26,9,2010,10,38,0
2,11351,3,25,5,2004,17,25,0
4,8437,2,13,11,2003,8,30,0
3,8387,2,26,1,2005,19,0,0
5,4062,4,25,3,2005,20,30,0
4,6956,9,20,8,2009,20,32,0
2,23069,1,13,5,2003,18,10,0
3,3974,5,14,12,2005,12,40,0
5,7400,5,18,10,2013,7,0,0
7,1405,10,30,6,2013,14,0,0
4,7578,4,8,7,2004,5,30,0
3,227,1,12,1,2005,1,2,0
4,408,2,17,5,2012,15,5,0
4,408,2,28,12,2006,17,0,0
6,8353,2,24,3,2012,22,30,0
7,144,4,12,8,2012,19,50,0
4,1969,4,7,8,2014,14,0,0
5,8075,3,25,3,2005,18,0,0
3,213,4,21,4,2010,0,38,0
6,817,2,20,9,2014,1,36,0
4,11182,5,5,3,2009,21,24,0
1,14291,9,8,1,2007,7,0,0
2,2241,4,4,5,2010,13,20,0
4,7622,2,7,8,2014,7,30,0
6,6629,5,3,11,2007,17,45,0
2,9524,3,13,11,2007,10,10,0
5,5121,5,21,10,2005,18,30,0
5,400,3,3,5,2013,18,3,0
6,2873,8,17,12,2011,17,30,0
6,501,4,6,3,2004,22,23,0
6,9684,2,13,12,2003,9,0,0
3,6835,7,31,10,2007,18,15,0
2,452,5,17,4,2012,17,18,0
7,13758,7,7,3,2004,1,18,0
4,1653,3,25,8,2005,21,19,0
2,16381,5,4,9,2012,18,29,0
5,5549,3,14,6,2013,19,12,0
6,7071,6,21,4,2012,17,0,0
6,3362,5,11,2,2006,16,0,0
5,16560,9,4,9,2009,3,50,0
4,1590,7,30,6,2011,12,15,0
6,178,2,11,12,2004,21,0,0
7,191,3,10,8,2003,12,38,0
5,3922,5,14,5,2004,16,0,0
5,6888,3,7,3,2003,18,30,0
7,4161,2,19,6,2005,9,30,0
1,2090,1,19,4,2010,15,0,0
2,6783,5,8,1,2013,9,40,0
4,8432,6,30,6,2011,15,25,0
7,4178,10,30,6,2013,20,27,0
3,15408,8,21,8,2013,8,0,0
1,235,4,23,1,2006,15,10,0
1,4831,2,11,6,2012,17,30,0
2,3619,2,26,7,2011,3,2,0
2,551,5,11,1,2011,21,0,0
7,755,4,27,12,2009,14,30,0
6,4323,1,26,1,2013,11,0,0
3,3301,2,6,2,2008,2,7,0
3,16821,9,7,3,2007,3,45,0
1,102,10,2,5,2005,13,15,0
4,4528,5,11,6,2009,22,0,0
5,12870,7,30,11,2012,14,10,0
2,6184,3,8,3,2011,23,18,0
6,1150,2,9,3,2013,1,46,0
3,13402,2,24,8,2011,17,37,0
2,5714,1,15,5,2007,10,22,0
1,27,5,27,9,2004,13,7,0
4,10004,3,5,2,2009,11,45,0
4,10641,4,26,6,2008,13,30,0
6,1095,5,4,11,2006,9,0,0
4,538,8,17,11,2011,7,35,0
7,5670,1,8,10,2006,11,0,0
5,64,4,5,5,2006,18,10,0
2,10073,9,4,9,2007,0,1,0
3,1598,5,1,10,2003,14,45,0
1,19272,9,28,6,2010,22,30,0
3,21917,5,11,6,2003,20,29,0
1,8136,2,24,1,2005,9,50,0
5,2821,2,15,12,2006,16,0,0
5,21821,5,2,4,2004,9,40,0
4,1676,2,18,10,2012,7,43,0
5,501,4,11,2,2005,6,0,0
5,713,4,1,10,2004,13,47,0
7,2881,5,13,8,2006,2,30,0
2,17758,1,1,9,2009,16,30,0
4,17421,6,9,2,2006,13,0,0
6,125,2,29,7,2006,5,0,0
6,9247,8,5,5,2012,21,30,0
3,2422,6,21,4,2010,19,15,0
5,39,3,13,7,2007,13,0,0
2,19514,9,4,3,2003,17,0,0
5,1341,7,9,1,2009,13,30,0
4,823,2,8,3,2012,10,0,0
7,10605,3,25,9,2005,22,50,0
7,9186,7,1,6,2003,12,0,0
2,19801,7,18,8,2009,16,15,0
7,9337,3,14,6,2009,15,35,0
4,5575,1,8,9,2011,17,54,0
6,36,2,23,4,2005,13,46,0
3,704,2,12,11,2014,10,45,0
5,1982,3,19,5,2006,11,10,0
5,7299,6,11,12,2009,6,0,0
6,2889,10,13,11,2004,8,0,0
4,83,2,20,3,2008,17,15,0
3,1066,10,1,4,2015,12,53,0
1,9071,7,23,8,2010,19,10,0
5,282,6,1,12,2006,10,0,0
6,7503,5,21,10,2006,10,49,0
2,4807,5,29,5,2007,13,0,0
4,927,1,23,8,2007,3,30,0
5,10021,6,12,11,2004,16,9,0
2,98,4,8,8,2006,12,39,0
6,1335,6,2,10,2004,23,59,0
3,12451,9,14,11,2012,21,36,0
5,5103,8,5,10,2012,0,1,0
2,1692,6,17,4,2012,9,30,0
6,1220,10,4,10,2008,3,15,0
5,710,8,26,2,2010,2,37,0
3,1917,2,31,10,2012,14,0,0
7,2945,3,29,11,2009,18,15,0
5,4703,1,6,9,2013,18,0,0
2,7228,2,2,11,2010,22,20,0
4,21587,2,19,5,2005,19,0,0
1,1353,4,26,11,2007,8,0,0
3,9038,9,15,5,2013,22,0,0
1,5493,2,3,3,2014,20,0,0
4,3274,8,20,3,2003,23,45,0
2,7858,8,4,9,2007,15,0,0
6,1654,8,30,11,2013,12,37,0
6,13394,8,3,7,2010,9,0,0
1,9856,1,30,5,2011,18,5,0
6,146,10,12,1,2013,16,30,0
7,1877,1,20,5,2012,13,0,0
4,111,10,5,10,2006,23,48,0
6,2821,2,21,9,2013,16,27,0
3,6662,8,30,9,2009,12,15,0
4,11103,6,5,10,2006,1,0,0
3,1091,10,17,4,2013,13,52,0
4,213,4,24,7,2003,23,12,0
1,2861,5,13,11,2006,12,57,0
7,9742,4,14,8,2011,14,15,0
5,1796,3,4,9,2009,22,40,0
3,8823,3,31,3,2004,17,58,0
3,2405,5,14,12,2005,23,20,0
4,4157,7,16,12,2010,13,45,0
2,4726,10,6,1,2015,0,1,0
5,1597,8,22,4,2005,11,40,0
4,358,6,17,6,2010,9,45,0
4,125,2,17,11,2011,14,40,0
6,11350,6,1,5,2004,13,15,0
3,232,4,7,3,2012,16,25,0
4,3550,4,5,4,2007,11,46,0
1,21378,8,1,3,2004,16,0,0
4,716,5,24,3,2011,22,35,0
5,11,10,19,9,2014,9,0,0
1,978,1,12,12,2005,1,39,0
5,357,4,18,6,2010,20,35,0
4,6386,4,13,12,2007,11,56,0
5,442,2,14,7,2006,19,5,0
7,1399,10,18,6,2006,22,30,0
5,18,10,15,12,2006,6,0,0
2,13861,7,8,2,2011,7,30,0
2,2365,5,18,3,2014,19,20,0
4,13516,5,8,7,2004,14,3,0
6,15081,8,24,9,2011,19,6,0
1,13314,7,7,3,2005,17,30,0
1,2987,10,17,2,2014,16,47,0
4,11884,9,6,2,2014,10,40,0
4,5851,3,24,1,2013,12,53,0
6,5454,8,13,8,2005,18,15,0
6,7442,4,5,4,2008,2,0,0
2,697,8,25,6,2013,8,15,0
6,542,2,2,7,2005,17,0,0
4,7075,7,23,9,2010,2,30,0
6,7068,10,21,9,2013,15,34,0
7,63,1,29,7,2007,15,45,0
1,3715,9,8,12,2003,12,55,0
3,6027,8,12,12,2007,23,14,0
5,282,6,3,4,2015,8,0,0
3,4020,4,26,1,2005,13,3,0
4,1745,8,12,6,2008,12,15,0
5,36,2,3,6,2011,12,30,0
3,2166,6,5,3,2014,8,10,0
2,2944,2,3,10,2006,4,0,0
1,2371,10,14,9,2009,22,35,0
5,4981,9,6,3,2009,22,0,0
4,19079,3,10,2,2005,9,0,0
5,27,5,17,10,2014,15,57,0
5,3496,5,12,8,2005,9,0,0
4,12453,3,1,4,2004,19,15,0
1,435,10,11,6,2012,14,33,0
7,4366,7,22,3,2015,12,15,0
2,468,2,24,11,2009,10,0,0
5,125,2,4,4,2003,22,30,0
7,9083,9,9,9,2007,17,58,0
3,4702,6,22,8,2012,3,35,0
2,13004,7,19,2,2013,23,0,0
7,15632,5,19,6,2011,19,6,0
2,1645,9,9,11,2004,16,0,0
3,2396,1,25,1,2006,22,57,0
1,2266,1,28,5,2012,20,46,0
2,595,7,19,3,2013,23,32,0
5,8103,3,20,9,2013,7,50,0
1,12162,5,10,11,2008,19,30,0
1,125,2,1,5,2006,3,25,0
1,3211,3,19,2,2007,21,0,0
7,18562,8,18,12,2005,18,30,0
3,1379,1,6,4,2011,5,40,0
4,10140,3,23,12,2004,4,0,0
4,16824,8,6,9,2007,21,4,0
1,2968,3,16,8,2004,15,30,0
5,5773,4,1,7,2011,20,25,0
5,772,10,6,8,2004,22,6,0
4,16318,9,16,9,2004,20,0,0
5,12661,9,2,11,2012,19,20,0
6,4419,6,11,12,2004,21,0,0
4,2091,2,24,1,2013,20,40,0
2,518,10,12,7,2011,13,50,0
2,8959,8,4,10,2005,17,30,0
6,3133,5,14,12,2013,15,39,0
3,13188,2,22,8,2007,23,0,0
2,8953,1,25,7,2006,2,0,0
2,3367,5,31,8,2004,18,0,0
6,8090,1,21,9,2013,22,0,0
3,15717,7,10,1,2007,17,0,0
2,2262,2,31,8,2004,22,0,0
2,1939,4,29,11,2011,11,18,0
5,12703,3,7,9,2007,20,30,0
4,817,2,4,11,2010,6,55,0
7,979,4,23,3,2014,0,1,0
5,9890,5,7,2,2003,12,0,0
4,11308,6,30,11,2006,19,29,0
6,4047,3,22,9,2007,17,13,0
7,2113,9,13,7,2003,16,10,0
6,945,6,8,9,2007,0,30,0
5,10830,9,14,11,2008,0,30,0
4,511,4,2,4,2015,19,0,0
7,11994,9,26,9,2010,10,9,0
2,359,10,27,5,2003,12,0,0
6,5889,8,28,12,2013,9,34,0
6,5995,6,17,11,2007,18,19,0
7,1121,10,7,5,2006,16,20,0
3,4202,1,4,5,2005,23,15,0
4,10968,8,17,9,2009,18,4,0
5,840,5,16,11,2012,0,46,0
6,2536,3,29,11,2008,8,0,0
2,4848,3,23,8,2005,12,17,0
2,19586,8,8,12,2009,13,10,0
6,2490,3,15,11,2008,9,30,0
1,277,10,30,9,2013,20,5,0
7,10555,9,27,6,2004,1,30,0
6,638,4,27,6,2009,16,0,0
1,8337,5,17,3,2008,21,25,0
6,2156,2,8,2,2014,7,47,0
4,6863,5,1,5,2008,21,0,0
1,235,4,8,12,2003,13,30,0
4,111,10,5,10,2006,23,48,0
7,1026,5,1,7,2012,11,25,0
1,665,3,25,6,2012,9,20,0
1,6854,4,17,10,2005,15,0,0
2,408,2,17,4,2007,21,30,0
5,152,10,29,1,2010,14,55,0
4,10794,9,19,3,2009,5,30,0
2,8054,3,27,5,2003,8,40,0
6,2443,8,30,12,2006,21,0,0
1,5569,5,26,6,2006,0,1,0
3,213,4,11,6,2003,13,30,0
7,1305,1,21,9,2008,0,15,0
2,125,2,10,1,2006,16,46,0
3,7452,9,21,1,2015,15,50,0
3,2144,5,21,9,2005,7,10,0
3,1089,2,15,4,2015,20,15,0
5,2340,3,24,9,2010,18,39,0
6,125,2,20,4,2013,19,30,0
7,20985,3,10,8,2003,12,55,0
4,2737,3,1,4,2004,9,58,0
7,1228,4,6,4,2008,20,0,0
6,2539,8,2,5,2009,18,0,0
3,6739,4,26,11,2003,13,30,0
5,1405,10,25,7,2008,14,25,0
7,583,4,24,8,2014,20,30,0
7,13933,8,13,2,2011,20,0,0
3,5530,8,27,11,2013,18,0,0
