"day","address","location","date","month","year","hour","min","SECONDARYCODES"
5,14761,8,18,6,2010,16,32,0
6,2814,4,29,12,2012,3,48,0
3,10520,9,1,10,2014,11,55,0
7,1991,10,27,3,2005,6,0,0
3,67,4,18,2,2009,8,15,0
1,200,2,12,12,2011,0,1,0
2,5070,9,24,7,2007,7,15,0
1,543,1,28,4,2008,13,20,0
6,351,7,27,7,2013,22,59,0
6,9276,3,28,7,2012,5,55,0
7,10882,5,16,1,2011,12,30,0
6,2579,2,11,7,2009,16,3,0
5,15894,3,27,6,2003,20,0,0
7,11946,3,17,6,2012,20,0,0
5,14792,8,9,2,2007,12,0,0
4,4140,10,25,2,2010,23,22,0
7,4020,4,15,1,2012,4,58,0
2,139,2,27,5,2008,17,24,0
3,2046,2,10,8,2005,14,0,0
3,3049,5,14,5,2003,9,0,0
7,6164,1,10,2,2008,23,30,0
4,7347,7,24,3,2005,22,18,0
5,125,2,25,7,2014,23,45,0
3,408,2,23,8,2006,19,45,0
4,11402,5,30,11,2006,20,0,0
1,4936,6,7,1,2013,18,45,0
2,4510,5,3,9,2013,9,0,0
2,1653,3,18,10,2011,13,44,0
2,2299,8,7,2,2006,19,0,0
3,859,10,14,10,2009,3,10,0
5,361,2,30,12,2005,19,29,0
6,3391,5,4,6,2005,17,30,0
3,1093,6,5,2,2014,12,0,0
5,2889,10,4,9,2009,5,0,0
2,945,6,8,8,2006,15,45,0
6,1615,2,19,11,2005,19,4,0
2,6083,2,15,5,2012,23,40,0
5,125,2,5,9,2003,6,0,0
6,17216,9,20,11,2010,0,1,0
2,6157,9,30,9,2014,8,0,0
1,4388,10,18,2,2008,13,30,0
4,213,4,9,2,2006,22,13,0
6,15520,3,13,8,2011,23,14,0
7,1611,3,2,11,2008,8,38,0
2,11700,1,16,4,2013,19,30,0
4,10088,7,11,2,2010,17,40,0
5,2708,5,30,11,2007,20,23,0
2,1218,2,12,6,2012,16,54,0
1,1026,5,2,2,2015,16,15,0
5,504,4,21,2,2003,10,36,0
3,232,4,29,6,2005,16,0,0
1,14365,8,23,12,2013,9,10,0
4,12573,5,10,12,2009,8,45,0
1,772,10,1,11,2010,17,35,0
5,2905,5,28,12,2012,21,0,0
6,11053,9,9,3,2013,0,1,0
3,504,4,24,12,2003,0,30,0
2,1943,2,9,7,2013,0,1,0
5,1918,1,23,9,2011,22,0,0
3,9484,8,12,11,2014,15,40,0
3,2472,8,28,12,2011,22,40,0
1,3719,5,13,4,2009,22,30,0
1,5107,10,22,1,2007,2,7,0
4,652,2,9,2,2006,22,0,0
1,974,8,6,9,2010,17,0,0
1,2611,2,8,8,2005,20,15,0
7,1446,6,1,7,2007,12,0,0
6,133,3,27,6,2009,22,0,0
4,277,10,9,3,2006,18,30,0
3,9437,4,13,7,2011,21,30,0
7,3396,10,7,3,2004,15,0,0
5,3015,6,11,2,2005,10,30,0
6,528,10,10,7,2004,2,0,0
4,16174,2,4,9,2003,19,0,0
6,7039,1,23,8,2008,21,35,0
4,1810,1,7,2,2013,12,0,0
4,12162,5,12,7,2012,10,6,0
4,6184,3,26,6,2008,7,23,0
6,8475,8,3,6,2006,1,0,0
7,10213,4,23,4,2006,17,15,0
4,5124,10,2,6,2005,18,30,0
6,1042,3,10,1,2009,15,48,0
4,779,2,8,1,2009,18,25,0
3,70,10,10,12,2014,20,0,0
4,366,10,10,1,2008,2,58,0
4,6971,6,8,7,2004,8,0,0
1,8233,1,13,11,2006,17,21,0
5,7473,9,27,7,2012,11,45,0
5,5324,1,15,1,2010,4,9,0
4,427,2,29,5,2008,18,24,0
4,15272,9,5,9,2013,12,25,0
6,927,1,14,7,2012,23,0,0
3,223,10,30,4,2008,10,18,0
4,13277,3,13,5,2004,19,0,0
2,3764,2,11,6,2013,17,30,0
3,125,2,17,9,2014,16,19,0
1,4876,3,3,8,2009,6,58,0
7,1424,2,6,4,2014,14,25,0
1,1241,5,28,4,2014,12,29,0
3,16237,9,3,4,2013,18,0,0
6,5164,4,31,5,2014,11,30,0
4,7687,3,8,8,2013,18,0,0
3,538,8,20,2,2008,7,0,0
6,138,10,27,12,2008,14,52,0
4,125,2,21,8,2003,15,0,0
5,4330,3,25,8,2006,8,56,0
3,1765,6,11,6,2003,11,40,0
2,1216,4,16,9,2008,7,45,0
3,3673,3,22,2,2006,13,20,0
3,213,4,7,1,2009,3,49,0
5,369,5,15,7,2005,19,45,0
5,467,1,22,4,2011,15,30,0
7,2386,2,13,7,2014,19,43,0
4,5001,4,24,7,2003,11,3,0
5,6209,4,23,3,2012,9,15,0
6,870,4,26,3,2011,0,31,0
3,8318,1,31,5,2006,12,0,0
3,691,5,29,6,2005,20,30,0
1,11927,4,13,4,2009,8,53,0
4,501,4,21,2,2013,10,0,0
4,8747,8,7,3,2013,10,0,0
2,357,4,12,7,2011,12,0,0
2,744,10,21,3,2006,20,0,0
4,3516,5,14,6,2012,0,34,0
3,2534,4,6,8,2003,21,20,0
7,927,1,25,1,2015,16,0,0
4,538,8,17,11,2011,7,35,0
7,408,2,28,7,2013,15,20,0
5,235,4,8,4,2011,19,0,0
4,166,10,22,3,2007,16,0,0
3,2567,9,18,10,2006,9,15,0
7,10959,1,4,6,2006,22,15,0
2,458,6,26,7,2011,22,7,0
1,1291,1,10,7,2006,13,0,0
4,18051,6,13,11,2008,23,59,0
3,8809,4,1,10,2008,0,1,0
4,3389,5,4,9,2014,9,0,0
5,203,2,23,9,2011,20,10,0
1,2601,3,31,10,2011,10,6,0
6,501,4,16,1,2010,8,0,0
1,22284,5,4,8,2003,1,24,0
6,8409,8,19,4,2008,19,34,0
4,4364,1,21,4,2005,9,0,0
2,3353,6,30,9,2008,18,45,0
2,606,1,11,6,2013,19,30,0
3,2498,5,15,10,2003,18,45,0
5,16715,7,26,2,2010,2,0,0
6,1119,2,25,1,2014,19,30,0
5,582,3,28,11,2008,23,0,0
1,2911,10,26,6,2006,12,18,0
3,1379,1,21,1,2004,14,30,0
1,16376,3,4,2,2013,21,42,0
7,1944,4,29,12,2013,23,22,0
1,191,3,3,5,2010,7,20,0
4,83,2,9,3,2006,17,55,0
4,5941,4,8,1,2009,11,32,0
5,125,2,3,10,2003,22,30,0
3,784,2,29,9,2004,19,40,0
2,4136,1,16,10,2012,15,10,0
4,4435,3,8,7,2004,5,0,0
7,8498,5,7,11,2010,0,43,0
7,673,10,22,5,2005,1,4,0
1,1951,2,13,10,2003,8,24,0
6,8122,5,31,12,2005,12,0,0
5,366,10,25,12,2009,18,29,0
7,8970,4,4,5,2008,1,30,0
2,11312,1,26,6,2012,14,45,0
6,376,2,24,3,2012,4,30,0
4,1943,2,4,11,2010,1,30,0
6,3313,5,29,12,2012,21,45,0
5,213,4,21,2,2014,18,30,0
1,3669,1,2,2,2015,21,0,0
7,1090,4,11,1,2004,2,0,0
1,125,2,27,11,2006,9,29,0
1,803,6,30,5,2005,17,0,0
3,12150,5,9,3,2005,23,30,0
1,4451,3,14,6,2010,9,53,0
7,8596,9,17,5,2009,9,35,0
1,1116,2,26,5,2014,17,55,0
1,21977,6,24,11,2003,17,0,0
6,1567,5,30,1,2010,12,0,0
6,9039,1,27,2,2010,3,30,0
2,20347,5,26,12,2006,11,17,0
5,17421,6,9,9,2005,22,30,0
4,2911,10,15,12,2005,9,0,0
5,2741,4,2,10,2009,18,0,0
2,8467,3,22,2,2005,18,0,0
5,77,10,7,3,2008,12,0,0
1,5001,4,23,6,2003,15,55,0
3,125,2,29,4,2015,12,0,0
4,2869,10,23,9,2010,22,24,0
1,1224,1,6,2,2012,1,0,0
2,251,5,23,8,2005,20,0,0
1,20095,3,16,2,2004,22,15,0
2,341,2,12,5,2015,18,30,0
1,10451,9,27,11,2006,11,20,0
2,22902,3,16,9,2003,2,2,0
2,5583,9,30,11,2010,19,25,0
1,3024,7,13,9,2004,18,0,0
7,1224,1,8,3,2015,21,40,0
3,1524,3,13,11,2013,12,50,0
5,1431,10,8,8,2003,23,7,0
3,5142,4,30,9,2009,16,15,0
7,208,1,24,2,2013,7,0,0
5,2868,7,28,1,2005,14,24,0
4,10260,7,11,1,2007,0,1,0
2,7838,4,11,12,2007,12,50,0
6,6113,5,1,11,2003,12,0,0
7,356,3,2,5,2004,8,0,0
4,577,2,1,4,2004,0,1,0
5,1711,3,12,12,2003,21,10,0
7,9395,2,6,5,2012,0,1,0
5,15417,4,19,9,2003,8,0,0
5,2311,5,21,9,2012,11,0,0
3,1996,2,21,9,2011,17,20,0
1,54,1,13,10,2008,22,0,0
1,2965,5,21,2,2011,2,30,0
5,5169,2,12,12,2003,17,30,0
1,594,8,29,10,2012,19,10,0
5,11256,4,23,3,2007,9,52,0
5,8101,4,16,6,2006,9,0,0
6,1553,4,7,2,2015,15,8,0
2,3802,5,16,3,2004,1,58,0
3,6893,9,2,5,2007,21,20,0
7,7397,4,23,2,2003,13,0,0
3,9784,8,12,5,2004,21,20,0
5,338,1,15,5,2009,0,22,0
2,1345,1,19,2,2013,8,15,0
2,2866,9,29,5,2007,19,35,0
1,979,4,21,7,2008,4,58,0
2,468,2,8,3,2005,6,35,0
3,979,4,11,1,2012,6,15,0
4,13405,3,14,6,2012,8,20,0
5,8511,1,12,8,2005,5,45,0
1,19964,8,10,7,2006,12,0,0
3,3064,2,15,9,2004,22,30,0
6,1950,2,30,11,2013,23,0,0
1,17594,8,1,10,2007,15,0,0
5,1729,5,19,9,2003,11,45,0
7,7647,8,3,10,2004,0,1,0
3,22261,7,7,7,2004,20,0,0
6,387,2,29,11,2014,11,52,0
3,7236,6,17,10,2012,1,21,0
4,2379,3,11,11,2004,23,30,0
4,4524,5,28,1,2010,20,25,0
5,1625,2,16,11,2012,17,0,0
3,612,3,11,1,2006,8,0,0
4,213,4,21,10,2010,10,50,0
3,1814,5,29,4,2015,9,0,0
5,11308,6,12,11,2004,14,10,0
6,1287,2,13,1,2007,1,10,0
6,3,5,30,1,2010,22,16,0
1,511,4,8,2,2010,15,30,0
7,83,2,14,8,2011,22,20,0
5,3860,3,20,4,2012,19,38,0
1,5422,10,24,12,2007,11,45,0
7,213,4,5,4,2015,16,55,0
4,3225,2,2,10,2014,11,10,0
6,1692,6,16,12,2006,15,0,0
5,12565,8,7,9,2007,12,0,0
6,3854,4,21,4,2012,3,55,0
5,4676,4,7,3,2003,15,30,0
3,2318,4,5,10,2011,19,44,0
7,2045,6,31,7,2011,22,26,0
4,7503,5,10,3,2005,23,24,0
2,9326,5,20,9,2005,10,0,0
1,317,4,22,7,2013,10,0,0
4,7499,8,27,11,2014,13,0,0
6,10911,8,14,1,2012,14,41,0
2,9634,1,4,3,2014,19,0,0
1,213,4,13,11,2006,15,34,0
7,9752,8,13,1,2013,15,0,0
2,22449,8,29,4,2003,0,1,0
4,3285,1,10,2,2005,18,0,0
7,3722,1,24,8,2014,23,45,0
6,7398,9,19,9,2009,22,0,0
2,3728,4,8,12,2009,23,19,0
3,594,8,17,10,2012,10,0,0
4,977,1,28,11,2013,17,0,0
2,808,4,10,6,2003,13,0,0
5,1401,1,9,3,2007,8,56,0
5,16509,3,15,6,2012,0,1,0
3,1449,1,19,3,2008,10,0,0
5,22926,1,22,8,2003,19,45,0
5,14754,4,5,10,2012,19,30,0
2,2986,3,14,11,2006,20,0,0
1,12145,6,26,10,2009,21,0,0
3,2911,10,11,1,2006,14,10,0
6,1416,2,11,12,2004,18,0,0
2,10994,8,3,3,2009,11,0,0
1,4235,2,7,3,2005,12,0,0
4,1284,4,19,2,2015,19,14,0
7,5082,4,31,7,2011,22,15,0
1,3199,4,22,3,2010,17,0,0
7,2140,2,5,4,2009,0,58,0
1,157,10,24,1,2011,10,10,0
3,851,3,1,4,2015,12,0,0
3,3604,4,4,2,2015,22,30,0
4,666,2,13,12,2007,15,50,0
1,270,2,7,1,2013,11,20,0
5,16939,3,21,10,2011,22,30,0
5,5067,4,27,6,2008,20,0,0
3,1850,4,29,4,2015,1,18,0
1,7395,4,7,7,2003,7,0,0
4,144,4,22,7,2004,18,0,0
2,419,5,28,11,2006,2,0,0
5,75,1,27,7,2012,3,13,0
5,4528,5,27,6,2008,6,30,0
2,6832,3,26,1,2010,6,45,0
7,1075,4,14,12,2003,21,0,0
7,2236,4,8,2,2009,22,0,0
3,455,2,15,4,2009,13,0,0
1,203,2,16,9,2013,21,47,0
2,2534,4,8,7,2008,3,25,0
7,925,2,29,6,2003,10,45,0
5,2869,10,30,11,2007,14,30,0
4,1405,10,23,2,2012,15,35,0
7,3676,2,15,1,2006,12,0,0
7,4832,4,28,7,2013,15,30,0
2,11008,6,5,2,2008,11,30,0
3,6540,4,1,6,2005,2,30,0
6,1760,10,8,3,2008,21,37,0
4,4806,9,3,5,2012,15,0,0
2,6566,3,2,4,2013,9,22,0
6,1094,2,24,2,2007,8,9,0
3,7309,7,4,5,2005,23,0,0
5,1460,3,9,8,2013,22,55,0
3,7637,3,28,10,2009,17,0,0
1,14765,3,7,2,2011,23,44,0
5,6418,4,24,1,2014,16,30,0
6,5669,6,28,7,2012,0,43,0
4,795,3,31,5,2012,23,0,0
2,12280,4,15,4,2003,8,53,0
1,800,4,29,9,2008,18,30,0
7,2573,5,16,1,2011,18,45,0
5,13,3,12,1,2007,12,25,0
6,167,5,5,5,2007,12,30,0
7,992,1,7,5,2006,0,30,0
6,1174,1,18,4,2015,12,0,0
6,5083,3,9,8,2008,1,46,0
4,367,9,15,5,2003,23,30,0
1,3153,6,21,7,2008,22,15,0
5,1518,4,9,4,2010,6,0,0
2,19536,8,12,1,2010,11,25,0
2,6020,2,16,11,2010,19,34,0
7,105,5,30,7,2006,15,1,0
3,11495,8,13,12,2006,13,15,0
2,4609,9,7,12,2004,12,0,0
1,103,1,8,11,2004,18,50,0
3,7180,5,7,9,2005,20,0,0
2,1950,2,10,6,2008,9,0,0
1,8767,4,24,6,2013,16,12,0
1,1595,9,21,7,2014,21,0,0
5,3884,2,12,2,2010,14,17,0
1,8727,2,13,9,2004,14,0,0
3,3117,9,23,7,2003,9,0,0
3,1474,4,12,1,2011,18,0,0
3,1091,10,5,10,2005,11,15,0
4,323,9,16,12,2010,13,40,0
1,1216,4,13,10,2014,12,30,0
6,9468,3,4,10,2008,2,0,0
1,2490,3,20,1,2003,20,0,0
5,2855,1,24,3,2006,0,1,0
3,1818,5,29,6,2011,15,30,0
7,408,2,21,11,2010,13,0,0
2,1915,5,10,6,2014,17,6,0
6,1790,1,7,2,2015,16,30,0
3,501,4,15,5,2013,12,54,0
2,8931,9,26,11,2013,19,0,0
4,2616,1,31,5,2007,19,30,0
1,6683,3,25,1,2010,21,30,0
2,7921,9,6,9,2011,15,10,0
7,41,8,24,8,2014,19,0,0
4,1786,8,7,2,2013,11,22,0
5,11850,3,30,10,2009,3,30,0
7,125,2,5,4,2015,11,0,0
6,6525,2,23,10,2010,13,29,0
2,1957,8,14,4,2015,23,40,0
4,232,4,29,11,2012,18,1,0
3,10793,6,6,4,2005,8,30,0
4,6452,4,5,2,2015,7,30,0
3,775,5,10,1,2007,18,30,0
6,10508,6,30,12,2006,14,0,0
7,6313,3,9,2,2014,6,53,0
3,6158,6,3,5,2006,21,41,0
6,6422,1,8,2,2003,16,0,0
7,3856,4,3,11,2013,18,43,0
4,5407,8,13,11,2014,17,0,0
6,3126,1,3,12,2011,23,0,0
7,5557,3,15,7,2012,14,10,0
4,2147,7,26,7,2012,7,16,0
5,1942,2,29,10,2004,16,30,0
4,1520,5,17,5,2012,23,30,0
3,6121,1,27,7,2011,23,54,0
3,7288,6,17,5,2006,8,30,0
7,5893,9,22,2,2015,17,0,0
5,744,10,20,5,2005,13,40,0
5,1974,1,20,4,2012,12,30,0
2,559,6,22,1,2008,17,50,0
4,63,1,18,9,2003,16,0,0
4,5015,1,10,3,2011,23,13,0
4,7356,7,29,10,2009,16,33,0
5,1590,7,26,8,2011,7,0,0
6,8352,3,7,2,2004,22,45,0
3,125,2,1,6,2011,12,1,0
4,872,2,18,10,2012,23,50,0
7,3752,5,17,12,2006,3,23,0
6,232,4,10,7,2004,0,25,0
6,176,1,20,9,2014,18,0,0
5,2836,4,20,10,2006,16,20,0
7,1951,2,21,9,2008,19,4,0
1,14283,8,8,8,2011,9,0,0
4,15466,5,9,8,2007,15,30,0
6,1943,2,17,6,2006,11,4,0
4,1757,3,11,11,2004,18,28,0
7,3471,2,26,12,2004,22,6,0
6,15972,3,16,12,2006,16,50,0
5,7956,6,17,11,2006,16,40,0
4,5941,4,7,4,2005,6,45,0
6,1954,10,21,2,2009,12,18,0
6,1285,5,7,2,2009,18,58,0
2,7401,5,22,8,2006,4,0,0
1,20050,3,3,3,2008,15,51,0
7,8927,1,4,5,2014,21,4,0
3,907,6,8,1,2014,12,27,0
5,2490,3,11,1,2008,11,40,0
2,511,4,27,12,2011,12,0,0
5,213,4,23,9,2005,11,38,0
2,511,4,9,1,2007,11,10,0
2,9081,6,5,2,2008,22,24,0
4,593,8,21,8,2003,9,35,0
6,7938,9,17,12,2005,22,0,0
2,125,2,5,8,2008,17,30,0
3,21809,3,3,9,2003,15,10,0
3,1005,5,14,12,2005,21,0,0
6,278,8,5,10,2013,8,0,0
4,872,2,24,2,2005,11,39,0
4,1525,4,13,7,2006,19,30,0
6,1991,10,7,4,2007,11,13,0
2,3356,3,22,7,2014,10,0,0
5,1260,5,11,2,2005,15,30,0
5,12477,8,10,3,2006,15,0,0
4,290,1,11,12,2008,23,8,0
3,8445,2,7,9,2011,19,9,0
2,6478,9,21,8,2012,20,25,0
7,731,2,2,11,2003,11,0,0
3,16697,6,9,1,2013,14,0,0
7,4275,6,19,5,2013,12,0,0
4,5611,3,5,10,2006,22,0,0
4,3629,4,9,3,2006,23,45,0
3,779,2,31,10,2007,19,30,0
2,2264,3,2,4,2013,9,30,0
3,13561,2,11,11,2009,16,11,0
6,14042,9,25,1,2014,13,0,0
4,392,4,3,5,2007,16,30,0
1,7983,7,11,11,2013,0,1,0
6,14130,3,4,5,2013,15,20,0
1,6086,1,9,7,2012,23,24,0
1,7850,3,4,2,2013,10,0,0
1,7065,5,31,3,2003,12,0,0
7,22638,1,7,9,2003,11,30,0
2,3668,2,16,10,2012,22,35,0
5,693,2,23,1,2015,22,48,0
6,1157,2,1,11,2008,12,30,0
2,6553,4,15,4,2003,13,50,0
3,1722,2,14,5,2014,10,0,0
7,501,4,5,10,2014,23,45,0
1,2945,3,6,1,2014,0,1,0
7,10628,2,21,9,2014,19,45,0
6,83,2,13,8,2005,2,14,0
4,887,7,21,9,2006,19,0,0
3,10656,6,25,12,2013,15,10,0
6,1156,8,3,5,2014,0,25,0
6,1287,2,7,2,2009,18,0,0
3,9867,4,29,10,2014,0,1,0
4,252,5,25,8,2011,16,0,0
7,1847,5,28,7,2013,2,30,0
4,6741,8,26,1,2006,21,0,0
2,105,5,6,1,2004,20,0,0
4,10873,9,4,5,2006,8,45,0
7,1580,10,27,7,2008,11,55,0
4,15077,5,23,9,2010,23,40,0
6,1858,6,14,11,2009,17,0,0
5,2314,1,12,7,2013,0,30,0
3,6588,1,4,2,2009,13,45,0
3,28,4,20,8,2003,8,31,0
1,9996,5,22,8,2011,22,33,0
3,6930,5,4,2,2015,10,0,0
6,1615,2,31,5,2014,1,2,0
2,1393,10,8,8,2006,23,5,0
6,2556,1,21,3,2015,17,0,0
1,19076,9,18,10,2010,20,0,0
5,1776,5,20,2,2004,17,55,0
7,1635,1,5,4,2015,4,11,0
5,2467,6,17,5,2013,8,40,0
1,390,5,16,2,2015,20,0,0
6,3654,8,13,8,2011,1,0,0
2,8252,5,14,6,2005,21,30,0
1,935,1,8,8,2011,18,30,0
5,6545,5,5,9,2003,23,30,0
3,15754,10,8,2,2006,15,50,0
1,11403,6,24,6,2013,17,0,0
6,2266,1,15,12,2012,21,40,0
6,9205,8,24,3,2007,11,0,0
2,673,10,17,2,2009,7,37,0
3,1847,5,29,4,2015,2,0,0
2,2119,10,1,11,2005,7,30,0
3,12905,8,6,4,2005,19,14,0
2,1485,5,15,4,2003,12,0,0
4,355,2,2,4,2015,18,46,0
4,6008,9,29,6,2006,9,0,0
6,17485,4,3,11,2007,22,0,0
7,14328,8,22,5,2011,12,0,0
7,44,6,1,12,2013,15,30,0
3,125,2,27,5,2009,13,0,0
1,511,4,28,4,2003,1,39,0
5,16219,8,15,7,2011,0,1,0
7,1204,2,1,12,2013,23,4,0
1,13774,9,7,8,2006,18,36,0
4,5782,5,23,3,2006,0,57,0
7,9475,4,27,2,2011,2,0,0
1,2223,6,26,7,2010,13,0,0
5,343,4,18,9,2009,5,44,0
1,14320,6,24,1,2011,17,15,0
7,5681,8,29,1,2012,14,15,0
2,15492,3,21,2,2012,9,45,0
4,952,2,13,12,2007,16,4,0
1,5337,8,4,3,2013,8,0,0
1,3493,5,8,12,2014,18,40,0
6,1202,6,4,11,2006,17,58,0
4,4167,6,5,2,2009,20,37,0
5,9187,5,27,6,2014,2,0,0
3,4777,4,8,3,2006,15,0,0
1,5783,2,9,6,2008,16,51,0
2,83,2,24,6,2003,9,35,0
3,7151,7,26,5,2004,21,45,0
6,233,8,7,5,2005,13,0,0
5,3120,7,9,2,2007,8,25,0
3,3236,4,14,4,2004,14,40,0
1,22759,8,8,12,2003,14,55,0
2,13905,4,27,4,2004,15,56,0
6,1728,2,9,10,2010,21,10,0
7,288,2,15,1,2012,0,15,0
5,2050,6,30,5,2008,2,15,0
7,22785,3,1,6,2003,11,59,0
4,387,2,18,9,2008,22,0,0
2,9538,4,11,11,2014,13,50,0
7,10354,5,19,10,2003,23,0,0
5,11340,9,10,7,2009,7,0,0
5,10531,4,12,11,2004,10,4,0
3,11337,4,1,9,2004,7,55,0
4,2910,1,1,11,2012,0,1,0
6,7915,2,28,7,2012,1,38,0
7,14622,9,2,7,2006,2,15,0
2,2382,1,29,11,2005,9,0,0
1,6184,3,10,1,2011,16,35,0
6,7476,4,2,7,2005,1,0,0
7,7276,2,6,4,2008,19,8,0
1,9805,2,11,6,2007,19,45,0
1,1701,5,19,4,2010,9,0,0
6,360,4,7,2,2004,18,56,0
3,17985,9,24,11,2004,9,0,0
3,4834,2,29,10,2008,18,10,0
4,189,2,13,11,2014,22,0,0
5,468,2,9,4,2010,16,29,0
2,3725,10,27,11,2007,16,20,0
4,11807,2,25,11,2004,4,22,0
7,15791,7,4,11,2007,19,15,0
5,36,2,3,6,2011,12,30,0
3,11912,4,25,11,2009,0,30,0
4,12096,5,29,12,2005,17,15,0
2,5541,3,26,12,2006,0,1,0
3,2127,5,14,10,2009,0,10,0
1,4338,2,2,2,2015,22,34,0
4,7884,4,3,10,2013,0,55,0
6,10230,8,27,1,2007,19,41,0
7,6175,5,28,12,2014,22,15,0
5,12658,6,25,3,2011,23,0,0
2,4741,5,18,3,2003,16,0,0
1,10840,5,31,3,2003,16,15,0
6,125,2,14,7,2007,18,57,0
5,3235,1,4,10,2013,23,30,0
7,2534,4,16,1,2011,21,5,0
3,4779,5,7,3,2007,20,0,0
4,990,1,11,12,2003,16,0,0
4,643,4,3,4,2014,23,0,0
1,270,2,4,8,2014,16,35,0
2,840,5,12,11,2013,18,40,0
6,1071,5,27,12,2003,1,0,0
5,93,7,6,9,2013,11,0,0
2,957,2,22,7,2014,5,14,0
4,58,10,20,8,2009,23,15,0
4,7044,10,18,3,2004,1,5,0
7,379,1,26,1,2014,14,45,0
3,717,2,24,7,2013,15,45,0
6,631,2,4,6,2011,0,1,0
7,323,9,17,5,2009,16,0,0
6,13283,5,12,8,2006,12,0,0
4,830,10,25,2,2010,6,46,0
6,1334,3,4,11,2006,13,36,0
3,5379,8,12,5,2004,8,30,0
4,427,2,12,7,2012,9,58,0
7,1626,1,22,10,2006,2,0,0
6,998,5,27,12,2014,8,30,0
3,1255,6,3,9,2008,14,20,0
2,3786,1,21,8,2012,10,32,0
7,1091,10,11,3,2012,10,12,0
7,125,2,18,5,2003,19,45,0
1,1300,6,11,7,2005,21,31,0
5,6193,2,25,3,2005,19,0,0
4,7079,4,25,12,2003,19,40,0
4,1895,3,5,10,2006,15,7,0
7,10080,1,4,12,2005,5,0,0
4,4097,2,21,3,2013,9,23,0
3,646,6,17,10,2012,6,30,0
2,17051,6,16,11,2010,23,15,0
5,16803,8,26,8,2005,14,10,0
5,2563,10,20,5,2005,3,35,0
4,9499,4,2,10,2014,9,46,0
6,133,3,16,1,2010,19,46,0
1,1620,10,15,9,2008,0,40,0
3,5842,4,14,6,2006,7,0,0
6,2041,10,4,6,2011,19,20,0
6,926,4,26,6,2004,9,0,0
2,8954,4,11,12,2007,4,0,0
2,925,2,17,5,2011,15,5,0
5,6530,5,17,12,2010,1,28,0
4,5531,9,19,10,2006,21,0,0
7,13348,7,30,11,2008,7,0,0
2,631,2,13,5,2014,14,0,0
4,125,2,19,4,2012,19,32,0
5,16370,9,8,3,2013,14,0,0
7,1246,2,2,11,2008,0,32,0
7,979,4,23,3,2014,3,14,0
4,3676,2,22,8,2013,19,0,0
6,17617,5,13,6,2009,17,0,0
3,3600,1,18,3,2009,22,15,0
3,9884,7,12,6,2013,12,57,0
4,21763,7,27,5,2004,17,30,0
7,11405,8,27,3,2005,16,0,0
6,1796,3,1,5,2004,16,0,0
2,89,1,6,9,2005,21,0,0
1,14440,6,27,11,2006,18,9,0
3,125,2,20,8,2014,21,15,0
5,179,1,1,7,2005,15,15,0
4,1463,5,25,3,2010,20,30,0
3,1470,1,27,5,2009,17,39,0
6,5211,3,21,4,2012,8,4,0
3,211,5,12,5,2004,15,29,0
4,3226,6,10,1,2013,15,30,0
3,2267,2,3,10,2007,6,45,0
4,2708,5,28,6,2012,8,0,0
6,802,4,5,4,2003,13,50,0
1,2691,4,18,10,2010,22,41,0
3,232,4,27,7,2011,17,35,0
7,444,5,16,11,2008,4,15,0
2,11848,7,30,3,2004,3,0,0
1,392,4,21,2,2011,23,35,0
5,744,10,5,10,2012,15,38,0
3,1094,2,1,4,2015,10,0,0
2,22063,3,22,7,2003,18,0,0
5,1329,9,26,12,2008,16,0,0
6,3431,1,3,5,2008,0,33,0
5,22427,1,28,11,2003,0,1,0
1,4418,2,4,4,2011,4,20,0
4,2626,1,29,11,2012,7,45,0
3,1816,2,16,9,2009,13,40,0
3,2706,10,22,12,2004,15,10,0
4,12436,8,1,6,2006,11,13,0
3,177,10,22,9,2010,20,0,0
6,125,2,9,3,2013,12,30,0
3,272,8,1,9,2004,6,0,0
2,1581,6,9,7,2013,13,30,0
3,3931,6,26,11,2008,2,0,0
6,12650,2,26,3,2005,1,30,0
4,15019,6,18,9,2003,17,30,0
3,4858,1,16,5,2007,17,15,0
1,780,6,30,5,2011,22,30,0
4,3574,7,27,5,2004,21,0,0
5,3564,2,4,10,2013,12,20,0
1,1606,2,1,3,2004,0,30,0
5,4594,3,26,1,2007,9,30,0
6,2504,3,11,2,2006,22,0,0
7,3195,5,28,6,2009,2,41,0
5,8976,5,5,9,2014,18,0,0
1,6468,9,21,7,2003,23,30,0
3,9809,4,18,3,2009,17,30,0
5,3407,5,26,8,2011,16,28,0
4,10296,5,23,1,2003,10,0,0
6,8067,5,9,10,2010,9,0,0
6,8258,3,4,5,2013,1,55,0
4,144,4,6,3,2014,10,32,0
3,4487,3,2,11,2011,6,0,0
4,3358,9,5,2,2009,16,0,0
6,125,2,22,5,2010,23,48,0
7,77,10,23,5,2010,9,0,0
1,5123,9,24,7,2006,14,30,0
6,259,5,6,3,2004,11,30,0
3,22777,9,26,11,2003,16,30,0
6,376,2,7,4,2012,18,19,0
4,435,10,30,5,2013,19,30,0
1,6074,2,24,6,2013,15,30,0
6,1260,5,23,2,2008,19,53,0
4,14292,4,27,5,2004,20,35,0
3,1556,5,22,8,2007,14,19,0
2,10331,8,15,5,2007,21,35,0
3,468,2,8,2,2006,15,38,0
2,761,6,7,1,2003,22,1,0
