"day","address","location","date","month","year","hour","min","FAMILYOFFENSES"
6,12708,7,25,8,2012,16,30,0
1,4289,5,2,2,2015,0,1,0
2,283,10,6,3,2007,10,0,0
5,12102,2,28,11,2008,20,55,0
2,13905,4,27,4,2004,15,56,0
1,3754,6,4,2,2013,18,8,0
5,8954,4,24,3,2006,23,50,0
2,1012,4,22,6,2004,20,45,0
4,2706,10,10,2,2005,14,39,0
4,8223,2,12,1,2012,7,45,0
6,14532,5,4,4,2009,0,1,0
1,403,7,13,5,2013,12,30,0
1,2182,8,3,8,2009,12,0,0
4,1002,8,5,5,2005,10,30,0
3,5805,6,13,1,2010,1,45,0
4,1671,2,23,8,2012,20,0,0
1,13312,3,19,9,2005,11,0,0
3,6899,2,3,11,2010,10,0,0
4,1581,6,11,8,2011,15,50,0
7,2544,4,3,6,2012,21,10,0
7,8200,6,27,3,2005,19,0,0
3,14782,3,16,4,2008,20,46,0
5,125,2,26,1,2007,21,30,0
6,4761,9,30,5,2009,18,45,0
3,16887,9,28,11,2012,18,0,0
2,1367,1,24,12,2013,13,2,0
2,4915,3,17,3,2015,19,30,0
2,1004,1,10,1,2012,14,5,0
5,4052,4,6,10,2006,21,0,0
2,10327,5,28,4,2009,9,24,0
1,5004,5,16,3,2015,23,40,0
1,3256,1,13,4,2015,15,35,0
2,5211,3,20,9,2011,19,55,0
1,355,2,11,5,2015,14,30,0
6,8153,3,18,11,2006,9,25,0
1,12773,8,22,8,2005,0,15,0
6,9126,3,7,9,2013,12,30,0
7,1163,4,7,9,2003,18,44,0
3,6644,5,4,2,2004,11,54,0
4,11698,7,24,8,2006,13,30,0
6,551,5,4,12,2010,23,20,0
1,16144,9,7,8,2006,21,30,0
3,1379,1,19,3,2003,9,22,0
6,136,5,10,3,2012,10,36,0
7,5054,2,27,7,2008,10,20,0
7,2236,4,14,2,2010,0,5,0
6,323,9,22,4,2006,14,30,0
6,213,4,15,1,2005,21,0,0
6,1829,10,21,8,2004,18,0,0
4,1653,3,23,12,2004,2,21,0
2,12300,7,18,9,2007,22,56,0
4,3125,8,17,11,2005,23,39,0
2,125,2,1,5,2007,15,35,0
5,2096,8,10,1,2003,19,43,0
4,2221,9,6,9,2012,22,44,0
3,7004,1,19,3,2003,17,14,0
6,1219,2,22,2,2003,5,30,0
3,17760,9,13,10,2004,17,15,0
6,3844,5,15,5,2004,20,30,0
5,1856,4,7,3,2003,10,30,0
7,9374,9,22,4,2012,23,0,0
2,870,4,5,9,2006,16,39,0
3,9596,6,5,5,2010,14,7,0
1,4601,1,4,4,2011,8,39,0
4,125,2,4,9,2014,11,0,0
5,5279,3,14,6,2013,22,0,0
4,830,10,27,11,2014,20,50,0
5,5527,5,21,10,2011,13,49,0
2,10203,3,30,10,2007,21,36,0
1,3340,4,27,6,2011,21,30,0
6,6838,9,3,4,2004,23,43,0
4,12022,7,10,7,2014,1,5,0
1,1157,2,23,1,2006,16,40,0
6,6309,1,12,7,2003,0,50,0
3,5380,1,2,6,2010,22,30,0
4,1933,5,27,6,2013,17,15,0
1,1080,8,7,7,2008,14,45,0
2,36,2,9,1,2007,18,25,0
7,2227,3,19,4,2015,22,0,0
3,3149,1,20,4,2011,12,0,0
1,11305,1,28,4,2003,6,41,0
3,12829,6,14,5,2014,22,30,0
7,10437,9,3,6,2007,22,15,0
6,16786,2,20,5,2006,9,0,0
4,2318,4,12,6,2003,12,58,0
5,8701,1,30,7,2010,12,0,0
3,125,2,4,4,2007,23,20,0
1,2409,2,7,7,2008,0,5,0
4,22299,8,27,5,2004,11,15,0
7,3694,8,21,3,2004,20,0,0
6,8422,7,2,5,2009,13,10,0
1,3371,5,11,6,2007,11,45,0
3,4831,2,7,3,2012,15,0,0
3,3677,2,12,12,2012,16,0,0
5,1573,2,14,6,2013,0,45,0
3,1204,2,23,3,2005,17,25,0
7,374,8,23,4,2006,16,0,0
1,4343,3,8,12,2008,11,48,0
6,772,10,23,3,2013,15,35,0
3,4257,5,19,8,2009,14,38,0
6,213,4,8,3,2008,20,20,0
2,2069,4,3,8,2004,21,45,0
5,1462,4,25,7,2014,16,18,0
4,17059,3,12,7,2012,12,58,0
5,346,1,30,6,2006,18,20,0
4,8982,3,29,11,2007,9,50,0
3,3253,7,19,9,2007,3,30,0
5,292,5,27,1,2012,17,30,0
2,125,2,23,8,2005,12,30,0
5,2155,2,16,4,2004,20,30,0
3,9791,8,26,1,2011,20,32,0
7,6446,7,27,1,2013,18,0,0
1,8086,9,20,7,2009,12,0,0
2,2988,3,6,1,2009,14,30,0
5,572,4,27,7,2012,13,0,0
1,5783,2,30,4,2007,22,42,0
7,10715,6,6,5,2012,12,30,0
2,125,2,30,5,2006,5,11,0
1,21918,9,14,4,2003,20,0,0
7,2270,1,7,10,2007,13,15,0
3,1220,10,22,12,2004,9,55,0
5,3498,3,7,3,2014,20,30,0
4,7435,1,25,8,2005,23,30,0
1,7346,3,12,5,2008,21,5,0
6,3113,4,14,1,2006,2,15,0
1,5605,8,25,5,2009,13,30,0
5,5671,8,22,8,2014,7,35,0
1,435,10,26,10,2009,23,49,0
6,2101,1,23,8,2014,13,45,0
3,1255,6,4,8,2004,3,40,0
2,548,10,25,5,2004,21,30,0
4,2110,1,22,9,2011,17,48,0
7,9077,4,14,12,2008,18,0,0
2,11517,3,1,5,2007,9,0,0
6,22295,7,26,6,2004,13,0,0
1,8554,2,31,10,2005,22,30,0
6,6002,1,14,6,2008,14,0,0
7,11345,7,13,3,2011,23,0,0
4,3396,10,20,9,2007,18,25,0
1,423,6,6,12,2004,22,51,0
4,20808,9,19,8,2004,10,0,0
7,7139,3,22,5,2005,11,0,0
2,5661,6,12,12,2006,18,50,0
2,3734,1,18,10,2011,15,30,0
3,925,2,12,5,2004,20,20,0
3,1351,8,17,10,2007,9,11,0
5,5656,4,1,10,2004,20,30,0
5,3153,6,2,10,2009,17,40,0
5,232,4,17,10,2014,15,10,0
3,408,2,13,1,2010,15,12,0
6,5562,9,18,10,2003,8,0,0
2,694,6,21,2,2012,22,45,0
6,1368,2,14,1,2012,20,10,0
4,11830,4,11,8,2011,0,57,0
3,83,2,8,9,2010,19,15,0
3,10125,7,23,3,2005,7,30,0
6,13645,3,10,9,2011,4,30,0
2,6991,8,6,1,2015,18,14,0
4,2390,9,4,5,2006,7,45,0
3,93,7,16,11,2005,21,0,0
5,1202,6,26,7,2013,14,3,0
4,11608,9,1,5,2014,18,0,0
7,870,4,23,2,2003,2,14,0
2,125,2,7,8,2012,16,0,0
5,6453,7,7,4,2006,19,10,0
1,8511,1,14,11,2005,3,0,0
7,594,8,26,7,2009,9,25,0
2,1351,8,8,7,2014,0,1,0
2,3961,4,24,1,2006,15,18,0
1,232,4,13,12,2010,15,16,0
4,8503,8,3,11,2011,22,0,0
7,772,10,20,4,2008,23,29,0
6,3991,8,31,5,2014,12,0,0
4,12529,6,17,10,2013,7,18,0
2,1882,4,18,8,2009,18,9,0
1,1154,9,12,11,2007,17,0,0
5,6916,4,19,9,2003,17,11,0
1,6598,3,20,8,2007,18,20,0
6,11371,1,5,5,2012,9,10,0
2,18,10,29,11,2005,19,49,0
5,18922,8,20,3,2009,16,0,0
4,1204,2,24,2,2005,6,56,0
3,28,4,31,5,2006,10,15,0
7,2091,2,5,6,2005,12,0,0
2,370,7,6,7,2004,20,53,0
5,138,10,6,2,2009,8,0,0
6,7246,8,24,9,2011,18,30,0
3,7767,9,3,9,2014,22,50,0
5,2121,9,21,5,2010,19,30,0
2,290,1,8,7,2003,13,0,0
6,408,2,29,12,2012,16,50,0
5,4885,6,26,12,2014,12,0,0
5,998,5,30,5,2008,12,38,0
6,1225,1,26,1,2013,15,0,0
5,10712,1,20,5,2011,23,30,0
2,9629,5,6,3,2007,17,14,0
4,645,3,10,3,2005,2,0,0
7,15917,1,23,3,2008,0,15,0
6,5957,8,30,1,2010,6,40,0
3,4994,4,2,5,2012,0,1,0
2,1741,6,5,4,2011,19,0,0
4,2420,8,14,1,2010,14,45,0
5,3611,3,16,6,2006,19,52,0
2,3612,4,29,4,2008,17,30,0
7,2529,4,25,3,2007,17,30,0
7,11718,9,24,4,2005,12,35,0
4,10599,2,10,3,2011,9,50,0
6,559,6,13,1,2007,13,0,0
1,12452,8,1,10,2007,12,20,0
1,3015,6,14,4,2003,16,30,0
5,5968,5,30,4,2004,0,38,0
6,18667,5,7,3,2009,7,0,0
2,1035,3,6,1,2015,18,20,0
3,1214,10,8,8,2007,18,45,0
6,1583,4,15,6,2013,14,0,0
5,7181,3,21,5,2010,10,17,0
2,12222,5,27,5,2003,23,28,0
2,3022,2,28,6,2005,22,30,0
4,1416,2,10,7,2003,9,0,0
1,18342,9,2,3,2009,19,0,0
3,872,2,4,3,2015,16,17,0
6,5969,5,13,1,2007,21,29,0
2,3624,1,14,10,2014,16,0,0
3,17265,9,17,5,2006,18,22,0
2,3120,7,11,5,2004,13,53,0
2,20257,3,13,4,2004,8,54,0
4,11945,6,16,6,2011,12,0,0
6,1291,1,24,9,2011,22,29,0
1,11349,1,18,8,2014,23,0,0
4,1300,6,27,6,2013,22,0,0
7,5444,10,12,12,2004,12,0,0
3,1091,10,12,1,2005,17,27,0
4,7928,4,6,10,2011,18,15,0
4,15916,9,7,2,2013,19,40,0
3,2963,3,23,12,2009,14,47,0
7,511,4,27,1,2008,13,53,0
5,83,2,28,11,2003,20,15,0
3,4320,1,25,1,2006,19,0,0
4,1254,2,4,9,2008,11,0,0
1,6409,5,7,7,2014,15,39,0
1,3725,10,6,8,2007,12,20,0
3,282,6,15,12,2010,15,40,0
6,125,2,25,7,2009,0,1,0
3,14113,9,22,1,2014,4,54,0
4,3259,1,25,3,2010,16,45,0
4,8037,2,7,9,2006,17,45,0
1,5063,9,31,3,2003,12,0,0
1,657,8,2,4,2007,10,30,0
5,269,1,13,8,2010,21,0,0
5,125,2,8,2,2013,23,0,0
2,392,4,14,6,2005,12,0,0
6,2968,3,15,12,2012,9,0,0
4,144,4,6,3,2014,10,32,0
7,7789,6,17,12,2006,20,46,0
2,20702,8,11,12,2007,13,0,0
4,138,2,29,6,2006,8,43,0
3,12473,3,8,3,2006,19,30,0
5,8452,5,11,1,2013,18,0,0
1,125,2,1,9,2003,9,2,0
1,1269,8,6,9,2010,19,20,0
7,435,10,5,10,2008,18,10,0
7,2345,3,1,11,2009,9,0,0
4,36,2,20,4,2006,13,49,0
1,4260,1,30,3,2015,13,0,0
3,6513,5,5,4,2006,16,30,0
5,5237,9,14,1,2005,12,0,0
2,3334,5,7,7,2009,16,11,0
2,870,4,22,7,2003,23,17,0
6,125,2,12,3,2011,3,40,0
4,5783,2,8,3,2007,18,30,0
4,22971,1,24,7,2003,13,0,0
1,5370,2,9,6,2003,13,0,0
2,1507,10,13,10,2009,17,35,0
3,3653,9,15,10,2008,17,30,0
6,11034,2,17,5,2003,23,0,0
7,534,4,21,11,2010,20,21,0
1,1653,3,7,7,2003,17,0,0
3,1580,10,1,11,2006,13,40,0
2,9633,8,1,4,2003,12,0,0
7,5800,8,28,12,2003,16,30,0
2,4815,3,5,8,2003,16,0,0
5,3591,5,24,2,2006,20,30,0
2,1079,5,17,4,2007,19,10,0
6,2671,5,11,2,2012,16,0,0
6,16363,3,31,5,2008,17,0,0
5,7432,5,2,6,2006,0,1,0
2,1204,2,12,10,2004,11,36,0
7,2365,5,6,4,2008,11,30,0
2,5133,7,29,11,2005,16,0,0
7,16054,5,29,1,2006,2,45,0
1,559,6,22,11,2004,20,8,0
2,10210,6,3,4,2012,10,29,0
6,125,2,9,3,2013,12,30,0
7,13967,3,7,9,2003,21,45,0
4,2218,3,5,9,2013,18,56,0
7,2907,4,4,12,2005,11,0,0
2,4557,5,23,11,2004,12,39,0
7,9098,8,14,2,2010,21,32,0
5,2891,5,30,5,2008,16,34,0
6,428,4,3,5,2003,1,26,0
7,19474,1,14,2,2010,21,27,0
7,12387,8,28,8,2005,10,45,0
3,7599,6,26,11,2003,18,19,0
3,3906,5,17,4,2013,3,0,0
7,7000,1,24,8,2014,12,0,0
1,2841,1,27,10,2014,9,0,0
3,105,5,17,4,2013,21,39,0
7,14291,9,4,4,2004,9,0,0
6,5604,2,22,5,2010,21,18,0
7,198,1,25,1,2004,1,15,0
5,8609,5,26,12,2003,18,45,0
1,6287,4,11,7,2005,18,25,0
4,765,3,5,5,2005,13,40,0
7,2016,6,10,2,2008,14,5,0
7,3990,3,27,1,2008,11,5,0
2,10052,10,19,8,2003,11,58,0
2,8953,1,28,9,2004,22,0,0
5,18021,8,4,6,2010,10,5,0
2,2386,2,9,7,2013,19,30,0
1,1666,6,1,10,2007,11,50,0
3,28,4,14,11,2012,22,18,0
2,7825,4,30,10,2012,22,0,0
1,408,2,30,9,2013,17,52,0
6,395,6,20,4,2013,16,10,0
6,1547,3,5,5,2007,12,0,0
1,12953,7,11,1,2010,8,14,0
3,644,1,4,3,2009,7,31,0
5,357,4,4,4,2008,8,0,0
4,8035,6,26,8,2010,17,10,0
1,8267,3,20,12,2004,21,10,0
6,11332,5,25,7,2009,21,30,0
3,1284,4,19,9,2012,19,0,0
7,644,1,26,2,2012,1,47,0
5,3829,2,21,10,2005,11,0,0
6,11138,5,21,4,2007,18,0,0
3,19407,8,12,11,2003,17,45,0
5,8788,7,12,3,2010,18,30,0
4,7065,5,10,7,2003,4,57,0
2,200,2,12,5,2015,7,30,0
4,8154,2,24,6,2004,19,0,0
7,7054,4,20,5,2012,3,25,0
2,8771,2,27,6,2006,0,1,0
4,17888,9,24,3,2011,18,30,0
3,2862,10,20,2,2008,12,0,0
5,58,10,12,11,2004,16,28,0
6,554,10,11,9,2010,2,0,0
5,6783,5,11,1,2013,22,51,0
1,28,4,17,3,2008,10,0,0
1,829,1,19,8,2013,15,32,0
1,1182,5,23,6,2003,14,0,0
2,1648,3,29,4,2008,0,23,0
2,2869,10,13,5,2008,21,35,0
6,4169,3,7,3,2015,21,10,0
4,8035,6,2,5,2013,7,0,0
7,376,2,9,5,2010,21,55,0
7,1752,3,4,5,2008,14,10,0
2,5449,1,4,10,2011,9,0,0
5,7065,5,19,10,2007,7,31,0
3,5481,4,7,3,2012,11,4,0
2,213,4,3,3,2015,22,10,0
5,12321,9,15,11,2013,20,0,0
2,4654,2,13,10,2009,21,0,0
2,12400,4,1,11,2011,23,6,0
4,11189,1,10,8,2006,2,30,0
3,3210,3,1,4,2015,18,0,0
2,1620,10,4,2,2003,20,30,0
7,11743,4,6,5,2012,12,54,0
3,1284,4,9,2,2005,12,35,0
7,4345,2,27,6,2004,15,0,0
1,1160,1,16,3,2009,12,39,0
3,1154,9,14,6,2006,12,50,0
7,5938,5,25,7,2004,11,0,0
1,3676,2,17,9,2012,18,45,0
6,896,2,16,1,2010,22,5,0
1,2986,3,21,7,2014,18,0,0
4,7596,4,9,9,2010,0,20,0
2,2534,4,1,11,2005,19,30,0
6,501,4,24,7,2004,21,50,0
1,1176,8,28,4,2008,20,0,0
3,10629,1,5,10,2005,18,0,0
1,259,5,24,7,2006,19,7,0
2,305,9,18,2,2014,22,50,0
5,747,2,20,4,2012,15,27,0
2,4364,1,10,7,2012,15,35,0
6,6017,5,2,11,2013,20,15,0
1,1012,4,17,10,2005,23,10,0
4,601,9,20,10,2005,17,27,0
1,907,6,18,8,2008,17,58,0
6,7178,3,17,5,2014,13,0,0
6,5011,10,15,11,2008,2,11,0
7,1103,5,16,11,2014,0,1,0
6,4860,5,10,3,2012,19,45,0
5,2791,8,27,7,2012,15,30,0
3,1102,1,1,4,2009,20,30,0
1,7072,3,2,2,2015,19,0,0
7,3022,2,17,10,2004,3,0,0
6,1164,1,7,2,2009,16,30,0
1,1017,3,26,5,2014,9,56,0
4,4366,7,8,7,2004,20,0,0
6,803,6,20,5,2006,15,0,0
2,5421,3,22,1,2008,16,30,0
5,11138,5,10,8,2007,12,50,0
4,5610,3,5,5,2005,13,46,0
4,125,2,12,1,2006,14,0,0
7,407,10,28,3,2010,17,20,0
3,21475,9,5,10,2005,19,0,0
3,18209,9,30,11,2011,3,15,0
3,125,2,19,10,2005,17,30,0
2,203,2,22,12,2009,0,30,0
2,3769,5,28,4,2009,3,24,0
4,16995,9,31,5,2007,12,0,0
5,2161,5,21,2,2003,23,54,0
3,1695,3,20,4,2005,8,0,0
1,677,2,29,9,2008,9,30,0
2,8409,8,15,11,2011,21,48,0
6,3332,2,30,11,2013,15,25,0
1,1024,1,29,10,2007,21,0,0
2,125,2,14,10,2008,14,50,0
5,1164,1,18,11,2011,15,45,0
7,5108,4,28,11,2004,22,20,0
6,548,10,27,1,2007,21,30,0
1,3646,7,24,11,2003,10,0,0
5,36,2,5,11,2010,17,20,0
1,1722,2,8,12,2014,19,30,0
6,192,1,24,8,2013,7,7,0
7,2484,10,16,11,2014,9,12,0
2,1004,1,19,3,2013,1,48,0
4,51,2,5,2,2015,16,0,0
5,5508,1,9,1,2015,22,0,0
2,1257,5,10,12,2013,10,21,0
5,1996,2,1,11,2013,1,20,0
5,653,10,10,3,2006,12,45,0
4,4715,8,24,12,2009,19,10,0
6,6095,4,26,3,2011,5,57,0
1,959,10,19,9,2011,19,55,0
6,3014,9,29,11,2008,20,30,0
3,44,6,18,5,2011,16,44,0
1,11786,4,16,9,2013,14,18,0
7,14773,3,9,2,2003,7,30,0
7,125,2,10,8,2003,13,0,0
6,4848,3,28,6,2003,0,25,0
1,7068,10,13,12,2010,14,50,0
3,6811,3,9,8,2006,5,27,0
6,10038,3,1,12,2007,4,0,0
5,1429,10,1,12,2006,23,0,0
7,125,2,22,5,2005,1,30,0
5,12415,4,11,7,2003,7,34,0
3,6123,5,8,12,2004,0,1,0
1,138,2,30,5,2005,2,41,0
2,12969,3,13,11,2007,18,15,0
6,2373,2,11,1,2014,22,30,0
6,1790,1,6,4,2013,20,0,0
1,11862,3,29,10,2007,21,41,0
5,858,8,12,3,2010,19,11,0
5,10710,9,11,2,2011,10,30,0
3,511,4,15,11,2006,15,0,0
4,3477,5,27,6,2013,0,1,0
7,995,2,24,3,2013,0,32,0
1,3211,3,22,12,2003,8,30,0
3,9545,6,31,10,2007,16,35,0
5,213,4,2,12,2005,13,40,0
5,7603,3,18,6,2010,14,0,0
4,2862,10,12,11,2009,17,48,0
4,5511,4,5,3,2015,13,0,0
2,14789,7,12,5,2009,17,0,0
5,7270,5,28,5,2004,19,3,0
4,18024,3,26,6,2003,16,0,0
2,2880,3,16,4,2013,11,33,0
3,363,2,8,2,2012,16,0,0
1,1406,4,7,2,2005,18,10,0
6,4121,9,1,6,2013,12,0,0
5,2314,1,27,7,2012,12,55,0
5,356,3,20,4,2012,13,48,0
2,2844,9,30,10,2012,0,45,0
4,13112,8,19,2,2009,14,36,0
2,1091,10,4,10,2005,14,52,0
5,646,6,1,5,2009,12,51,0
2,1057,8,30,5,2006,20,0,0
5,2671,5,26,12,2014,15,0,0
4,2830,3,10,6,2004,18,0,0
3,5431,6,23,6,2004,9,40,0
2,2534,4,13,6,2006,5,30,0
7,3604,4,9,3,2014,0,45,0
7,3844,5,5,10,2003,21,6,0
1,3152,3,5,3,2012,2,7,0
6,105,5,14,6,2014,15,30,0
3,1791,2,26,7,2006,3,30,0
4,435,10,27,1,2005,22,52,0
1,2911,10,2,3,2009,16,0,0
7,4186,1,11,8,2013,18,0,0
6,4268,1,15,1,2011,12,0,0
4,5744,8,18,9,2003,20,28,0
2,8298,1,28,10,2014,0,43,0
3,8982,3,20,2,2008,12,26,0
6,5590,4,3,11,2012,15,0,0
4,1664,1,17,4,2014,12,15,0
7,6447,7,2,11,2003,11,0,0
5,108,5,15,5,2009,7,25,0
6,125,2,12,7,2008,9,0,0
7,166,10,27,1,2013,14,46,0
3,551,5,27,6,2012,4,51,0
2,2706,10,11,5,2004,9,14,0
1,9992,7,26,5,2008,22,0,0
6,100,2,3,6,2006,21,30,0
3,12557,5,28,11,2007,17,1,0
5,2783,4,21,3,2008,18,30,0
4,5374,7,17,5,2012,18,1,0
7,5831,5,4,10,2009,3,30,0
3,211,5,14,6,2006,19,0,0
2,1780,4,25,6,2013,23,15,0
2,6077,2,30,5,2006,15,58,0
5,434,6,15,10,2004,10,30,0
6,4535,1,30,12,2006,19,30,0
2,13743,8,29,10,2013,18,0,0
1,125,2,13,11,2006,12,30,0
2,600,3,1,4,2003,12,0,0
2,5208,1,17,3,2009,21,40,0
3,6371,9,5,3,2003,1,36,0
1,485,2,16,4,2012,11,0,0
5,1920,5,2,12,2011,7,39,0
2,1220,10,20,8,2013,15,30,0
3,14428,5,10,3,2010,12,0,0
2,4767,3,18,4,2006,22,0,0
1,22,10,13,10,2008,9,50,0
7,8924,9,27,2,2005,15,35,0
3,847,5,9,1,2013,20,30,0
6,4200,1,21,3,2015,19,0,0
2,7622,2,19,2,2008,14,54,0
6,2426,4,28,11,2009,14,30,0
7,7039,1,4,11,2007,22,50,0
4,2632,5,5,3,2015,9,0,0
2,2706,10,17,8,2004,15,6,0
7,11,10,4,7,2010,23,22,0
5,9851,6,12,7,2013,20,0,0
6,2210,5,10,1,2015,12,0,0
4,421,1,18,4,2013,19,0,0
4,2772,9,16,4,2015,22,30,0
3,6645,6,28,5,2003,14,20,0
3,1553,4,18,3,2015,13,47,0
2,2131,4,5,8,2008,19,0,0
3,5246,7,18,4,2007,23,50,0
6,2101,1,2,10,2004,21,23,0
2,9751,3,19,8,2003,0,1,0
6,5453,1,26,2,2011,2,10,0
6,323,9,19,5,2007,19,30,0
2,76,5,11,1,2005,17,42,0
5,9629,5,22,9,2006,18,4,0
4,643,4,9,2,2012,20,0,0
2,912,10,1,11,2005,9,14,0
3,2581,9,12,11,2014,4,20,0
1,8849,4,16,5,2011,9,51,0
5,427,2,15,7,2011,0,5,0
1,12330,9,22,12,2003,22,0,0
3,3285,1,20,3,2013,22,49,0
3,9634,1,20,8,2014,13,0,0
3,3777,9,31,10,2007,18,0,0
1,2332,2,29,10,2007,1,5,0
2,626,2,23,1,2007,18,35,0
6,18087,3,14,1,2012,16,0,0
5,4957,4,3,9,2004,20,0,0
3,125,2,16,11,2011,23,45,0
6,2894,2,4,11,2006,2,0,0
6,8726,9,28,1,2012,22,20,0
1,125,2,16,4,2007,15,0,0
6,2270,1,23,9,2006,19,30,0
7,641,2,4,6,2006,13,20,0
1,125,2,20,12,2004,20,0,0
7,3281,2,19,11,2006,3,15,0
7,1943,2,16,6,2013,2,10,0
3,4082,8,9,2,2005,11,0,0
2,2944,2,1,5,2012,12,41,0
4,3180,10,17,10,2013,16,47,0
2,2929,2,3,10,2006,9,15,0
1,6623,6,19,3,2007,12,56,0
7,435,10,15,8,2010,23,52,0
7,4683,8,18,11,2007,12,0,0
3,1369,7,19,2,2003,19,0,0
5,11281,7,10,2,2006,18,0,0
5,2727,7,13,1,2012,18,45,0
7,125,2,1,11,2009,19,20,0
5,352,4,30,11,2007,13,45,0
5,125,2,26,1,2007,20,5,0
5,408,2,15,10,2004,16,0,0
6,213,4,11,2,2006,10,4,0
1,10571,4,29,9,2014,22,43,0
5,3629,4,8,8,2008,15,40,0
3,4083,4,4,2,2015,14,51,0
2,3016,9,20,2,2007,12,45,0
2,3655,4,25,5,2004,22,10,0
4,7172,1,2,10,2014,16,55,0
7,1954,10,15,7,2012,17,25,0
5,1194,5,22,9,2006,9,0,0
6,1027,1,2,5,2015,23,59,0
2,213,4,18,10,2011,17,39,0
6,8039,4,4,11,2006,1,30,0
5,125,2,13,6,2003,11,25,0
4,11533,1,3,11,2005,2,5,0
1,1606,2,21,7,2003,10,17,0
7,232,4,28,12,2008,8,35,0
2,964,3,14,9,2004,11,0,0
4,784,2,21,9,2006,15,0,0
2,6426,9,17,2,2015,12,30,0
2,9702,7,1,9,2009,12,0,0
4,4815,3,14,1,2010,12,0,0
2,1198,6,18,2,2014,7,50,0
6,1056,2,30,10,2004,22,38,0
4,8907,5,28,1,2010,13,30,0
6,102,10,16,1,2010,22,10,0
7,9302,4,29,12,2013,21,50,0
2,213,4,8,2,2011,16,54,0
4,1312,7,7,8,2008,12,50,0
7,125,2,19,10,2014,15,0,0
7,3425,9,29,7,2012,23,0,0
2,13747,5,18,3,2008,0,1,0
1,1585,8,4,8,2008,0,1,0
4,1943,2,10,1,2013,19,42,0
7,14450,3,27,6,2004,14,45,0
6,21780,3,21,8,2004,1,49,0
3,125,2,23,3,2011,14,19,0
2,1941,1,28,4,2015,16,0,0
2,125,2,18,3,2014,11,0,0
7,1767,4,22,9,2013,2,0,0
7,2126,4,10,8,2003,13,30,0
3,893,10,30,10,2013,20,37,0
4,8839,4,4,10,2012,9,38,0
2,204,1,16,9,2014,14,54,0
1,5267,3,1,9,2003,9,0,0
3,16216,9,15,6,2005,18,0,0
6,1220,10,18,6,2005,6,0,0
7,501,4,24,10,2010,1,0,0
5,268,1,8,4,2011,0,24,0
3,2286,8,10,2,2010,22,30,0
1,14148,1,20,1,2014,11,43,0
5,4531,4,9,7,2004,8,41,0
3,6463,1,16,9,2009,16,52,0
4,6088,3,15,12,2011,17,0,0
1,10344,9,26,5,2014,22,0,0
6,242,10,18,10,2003,0,1,0
1,4838,8,27,6,2005,15,21,0
1,3595,1,23,6,2008,17,0,0
7,2365,5,7,4,2013,17,30,0
4,27,5,23,12,2004,14,10,0
2,21787,1,21,1,2003,16,45,0
4,9425,1,13,11,2014,19,0,0
2,4006,9,17,3,2009,18,40,0
2,5726,8,16,3,2004,17,0,0
7,11312,1,13,7,2008,22,30,0
5,7837,3,10,8,2012,14,30,0
7,2904,2,7,9,2008,0,1,0
5,146,10,2,4,2004,10,30,0
1,6812,8,21,8,2006,18,50,0
2,3419,8,23,12,2014,14,0,0
7,76,5,24,8,2008,23,35,0
2,554,10,27,12,2005,23,26,0
7,3844,5,12,2,2006,20,45,0
3,1214,10,14,7,2010,16,0,0
3,2844,9,12,6,2013,13,15,0
6,2498,5,18,4,2009,19,11,0
4,2803,10,10,12,2009,15,10,0
2,10751,4,8,8,2006,0,40,0
6,366,10,3,11,2007,7,27,0
6,1833,2,12,1,2013,15,0,0
5,16542,8,14,12,2012,17,24,0
1,376,2,18,8,2014,22,20,0
7,3953,6,14,8,2005,23,45,0
4,10641,4,24,7,2008,13,59,0
4,55,2,11,12,2008,2,0,0
4,9470,3,8,4,2010,19,0,0
7,528,10,10,3,2013,21,50,0
5,125,2,29,6,2012,8,15,0
1,16138,9,23,6,2008,12,5,0
3,363,2,8,8,2007,21,0,0
4,7566,8,5,5,2011,18,0,0
7,455,2,25,8,2013,3,0,0
7,125,2,9,8,2009,12,0,0
2,6236,4,4,2,2003,14,15,0
7,3775,5,7,4,2013,22,30,0
1,6225,9,12,10,2009,22,30,0
5,817,2,27,6,2014,8,0,0
1,19400,8,13,10,2003,20,55,0
3,3426,5,17,3,2004,12,45,0
3,118,2,21,2,2007,12,30,0
5,1533,5,21,10,2011,22,0,0
7,3180,10,30,7,2006,20,0,0
1,16733,3,26,6,2006,8,18,0
6,21785,10,4,10,2003,16,15,0
4,12260,3,11,1,2007,12,15,0
4,1790,1,29,11,2007,14,0,0
1,5525,1,8,8,2011,12,30,0
5,428,4,13,12,2013,18,0,0
4,3542,3,22,8,2013,10,0,0
5,594,8,17,5,2013,13,40,0
3,1208,10,31,5,2006,9,22,0
5,12759,6,5,4,2013,18,37,0
6,1136,4,19,5,2007,1,55,0
5,36,2,20,3,2009,19,39,0
1,4140,10,17,2,2003,1,30,0
5,10188,3,26,11,2004,23,32,0
3,964,3,13,5,2009,4,58,0
6,159,6,19,4,2014,13,6,0
2,4125,4,9,11,2004,8,0,0
2,125,2,14,6,2011,14,15,0
3,2241,4,6,4,2011,21,5,0
1,2869,10,11,5,2009,23,58,0
6,14695,2,17,11,2012,23,0,0
2,7628,6,1,10,2013,7,0,0
1,1230,5,17,2,2014,20,0,0
