"day","address","location","date","month","year","hour","min","PROSTITUTION"
5,92,1,23,8,2013,16,43,0
3,21763,7,5,2,2003,12,13,0
6,548,10,14,6,2008,8,18,0
3,14026,4,14,11,2012,14,0,0
4,7779,2,14,11,2013,17,30,0
5,290,1,29,7,2011,13,34,0
5,13035,3,21,3,2008,22,0,0
7,11324,8,17,6,2012,20,40,0
7,1752,3,13,12,2009,8,30,0
7,2321,3,20,6,2010,13,30,0
5,5471,5,28,11,2003,11,0,0
7,17456,9,29,7,2012,10,0,0
2,912,10,10,1,2006,20,16,0
5,2879,5,24,1,2014,13,39,0
1,125,2,3,5,2010,12,0,0
5,18395,9,9,9,2011,20,0,0
6,1692,6,28,8,2010,0,1,0
4,6997,6,6,3,2008,19,0,0
7,5324,1,12,2,2006,22,0,0
1,4291,8,6,8,2007,2,18,0
7,1869,8,27,7,2003,21,0,0
7,668,5,22,5,2005,14,39,0
5,11624,5,10,2,2006,8,5,0
6,11443,3,9,8,2014,23,15,0
5,936,4,5,9,2014,8,56,0
6,826,4,10,1,2009,14,1,0
7,3693,3,11,8,2013,13,0,0
7,5124,10,14,12,2014,13,0,0
1,2418,2,21,7,2014,13,4,0
1,2354,6,9,7,2007,18,0,0
7,1918,1,9,2,2014,1,45,0
5,19899,5,26,6,2009,23,22,0
7,3600,1,10,4,2005,2,53,0
7,2403,3,16,1,2011,19,15,0
5,7722,1,17,10,2008,7,10,0
2,12096,5,11,6,2013,21,0,0
3,12348,8,27,11,2013,12,0,0
3,2346,2,15,10,2008,8,45,0
6,631,2,12,2,2011,23,0,0
1,4674,5,1,3,2004,12,0,0
1,14274,3,6,1,2014,5,0,0
6,3655,4,28,1,2012,21,35,0
3,9865,7,29,10,2014,0,50,0
6,22493,3,17,4,2004,16,13,0
1,1944,4,10,11,2014,16,30,0
3,14615,8,1,9,2004,9,0,0
4,16210,7,24,8,2006,13,47,0
1,11338,1,26,5,2014,14,30,0
2,8809,4,23,6,2009,23,30,0
1,6595,3,24,12,2012,11,59,0
4,15570,4,19,3,2009,8,30,0
2,3362,5,17,2,2004,2,0,0
7,125,2,4,6,2006,2,30,0
3,3258,6,12,12,2012,11,29,0
6,6548,4,8,9,2007,12,0,0
1,501,4,28,11,2011,1,50,0
6,15759,8,29,6,2013,12,0,0
1,2166,6,29,11,2010,15,0,0
3,3627,5,9,7,2008,8,48,0
1,772,10,24,11,2003,12,5,0
2,1770,3,13,4,2004,17,30,0
2,2391,2,31,10,2006,18,0,0
6,1233,4,6,10,2007,19,0,0
7,4557,5,10,4,2011,1,38,0
1,1631,9,27,4,2015,11,25,0
6,357,4,29,12,2012,18,15,0
6,2622,2,5,4,2003,0,30,0
4,10356,9,5,10,2006,21,45,0
2,7075,7,30,9,2014,8,20,0
4,413,1,18,9,2014,15,0,0
4,1882,4,22,1,2004,21,0,0
5,855,4,14,12,2012,9,0,0
1,3131,10,20,7,2009,10,4,0
7,213,4,19,5,2013,0,42,0
6,9103,9,12,3,2005,16,10,0
2,1091,10,28,5,2013,18,1,0
5,13,3,8,8,2014,21,5,0
2,3026,5,15,5,2007,0,20,0
5,9132,8,6,2,2009,15,56,0
7,664,8,29,6,2003,3,45,0
3,4908,2,18,5,2005,9,35,0
5,125,2,18,11,2011,14,0,0
3,1351,8,3,9,2003,7,0,0
2,7829,8,15,11,2011,16,53,0
3,1224,1,9,8,2006,19,30,0
5,5826,1,5,9,2008,18,0,0
7,6115,3,8,3,2009,13,52,0
6,248,7,27,8,2005,19,49,0
3,3120,7,5,8,2009,15,0,0
1,22017,5,2,2,2004,13,30,0
5,3570,1,22,10,2010,8,56,0
4,6875,6,6,2,2003,22,30,0
1,203,2,28,9,2009,22,16,0
7,5577,8,4,12,2005,22,32,0
6,16574,8,2,7,2005,10,0,0
1,15083,9,19,3,2012,16,15,0
3,6970,5,15,10,2014,18,0,0
3,17929,1,30,11,2005,0,1,0
3,15,10,18,3,2009,2,0,0
6,2752,9,2,12,2006,20,8,0
7,11960,7,8,3,2009,2,0,0
5,2433,3,24,1,2003,8,0,0
7,1567,5,13,7,2003,14,45,0
1,5812,9,21,7,2003,16,30,0
6,1760,10,8,2,2003,13,22,0
4,1590,7,25,7,2013,18,40,0
3,9681,7,3,10,2012,1,2,0
5,49,2,9,1,2009,23,1,0
3,3315,2,26,1,2005,1,15,0
6,2391,2,8,3,2014,12,40,0
2,8131,5,19,4,2005,17,33,0
5,1404,7,30,5,2014,22,55,0
5,7569,9,7,9,2007,7,37,0
1,10201,3,28,11,2011,17,0,0
7,10565,9,5,6,2005,14,0,0
1,7943,1,20,8,2012,13,15,0
1,2241,4,13,12,2010,22,5,0
1,1525,4,7,8,2006,15,15,0
7,1345,1,24,10,2010,14,45,0
7,208,1,21,5,2006,15,30,0
7,213,4,7,4,2013,14,22,0
1,408,2,16,2,2015,16,0,0
5,1505,7,27,7,2007,12,0,0
5,22055,2,20,8,2004,9,10,0
6,38,10,8,8,2009,12,30,0
3,1284,4,11,1,2012,19,0,0
5,4584,3,6,10,2006,1,0,0
1,1214,10,1,9,2014,8,45,0
6,3154,5,26,6,2004,22,50,0
3,9252,7,6,2,2013,12,0,0
6,4927,2,8,10,2011,16,49,0
1,13108,9,11,7,2011,22,20,0
6,8596,9,16,5,2009,15,40,0
7,4272,7,31,7,2011,3,45,0
6,13095,9,26,2,2005,16,0,0
4,3278,3,10,2,2005,16,45,0
2,1181,2,9,1,2007,14,31,0
2,6727,6,21,2,2012,0,1,0
4,125,2,14,5,2009,15,30,0
6,6522,8,23,3,2013,13,11,0
4,11673,5,24,7,2003,10,0,0
4,176,1,18,11,2010,17,0,0
3,435,10,29,10,2003,16,59,0
6,979,4,28,11,2009,23,4,0
3,3142,6,24,3,2010,22,6,0
4,8895,3,20,3,2008,21,59,0
6,9164,1,10,2,2007,15,19,0
4,125,2,7,4,2005,18,10,0
2,912,10,3,9,2013,8,48,0
6,3071,1,21,9,2013,0,58,0
3,821,10,12,1,2005,15,52,0
1,9571,8,30,4,2007,3,52,0
1,12104,5,7,7,2014,15,0,0
7,600,3,10,9,2006,22,0,0
1,213,4,7,1,2013,12,41,0
4,6079,4,26,6,2014,9,45,0
4,402,4,15,4,2004,17,0,0
4,5052,4,21,4,2005,22,0,0
5,1943,2,21,4,2006,8,32,0
1,12255,5,10,11,2008,7,0,0
2,631,2,22,7,2014,10,30,0
5,12714,2,6,9,2013,16,50,0
1,4343,3,24,7,2006,0,1,0
1,6388,8,19,3,2012,17,30,0
5,1202,6,27,8,2010,15,10,0
3,511,4,11,6,2003,13,30,0
4,366,10,13,11,2008,11,11,0
4,4183,8,30,10,2008,12,0,0
3,4875,2,10,12,2003,7,30,0
3,216,6,13,5,2009,9,36,0
4,2716,1,15,5,2014,16,0,0
5,2356,5,2,11,2007,3,30,0
7,2454,2,1,12,2013,0,1,0
7,213,4,14,12,2014,22,31,0
2,1895,3,7,7,2009,6,45,0
4,138,2,4,9,2014,8,20,0
3,13662,4,2,11,2005,21,30,0
2,19398,4,7,7,2009,23,0,0
4,830,10,20,2,2003,14,20,0
6,125,2,3,4,2004,16,34,0
2,408,2,6,1,2015,15,17,0
1,2170,5,16,9,2013,15,0,0
3,1558,1,8,2,2006,9,0,0
3,2783,4,22,3,2006,11,22,0
2,1445,1,24,6,2008,11,26,0
4,125,2,9,8,2007,5,50,0
6,9058,5,6,10,2007,19,33,0
3,2099,5,18,3,2009,11,45,0
4,2706,10,23,3,2006,16,2,0
4,7322,5,8,2,2007,11,0,0
1,3844,5,18,2,2008,12,4,0
1,665,3,25,6,2012,9,20,0
6,213,4,18,6,2005,7,0,0
4,97,2,10,2,2011,7,50,0
4,19602,2,27,11,2003,23,12,0
6,366,10,10,2,2007,0,35,0
1,408,2,16,3,2015,19,38,0
7,440,4,23,9,2007,15,39,0
1,428,4,28,11,2005,10,14,0
3,3678,4,19,10,2005,3,0,0
3,3396,10,24,3,2010,13,40,0
3,323,9,21,9,2011,18,3,0
3,3713,8,8,8,2012,0,1,0
3,93,7,24,12,2014,13,0,0
4,10271,9,21,8,2008,16,15,0
1,125,2,21,7,2008,9,54,0
2,1116,2,2,11,2010,21,8,0
6,16659,2,26,1,2008,18,45,0
3,1245,10,24,8,2011,6,3,0
7,1790,1,30,12,2007,16,30,0
6,125,2,17,5,2014,11,0,0
1,18774,4,21,3,2011,16,26,0
3,2455,1,30,5,2012,16,35,0
5,7754,4,19,10,2012,12,0,0
4,957,2,26,8,2010,18,49,0
2,2420,8,19,4,2005,18,30,0
3,114,8,28,12,2011,17,30,0
4,6406,2,22,1,2004,14,19,0
7,191,3,30,5,2004,15,0,0
2,6511,3,14,6,2011,22,40,0
1,17935,8,14,11,2005,21,30,0
6,4898,5,9,8,2014,21,0,0
7,4587,1,1,11,2009,1,41,0
4,1179,5,22,4,2010,17,30,0
2,125,2,7,12,2004,13,20,0
2,967,4,2,5,2006,18,30,0
4,98,4,26,6,2014,15,56,0
5,821,10,11,6,2004,21,5,0
2,8432,6,7,12,2004,13,0,0
4,7873,1,8,1,2015,14,30,0
4,3530,5,12,6,2003,2,0,0
6,8243,4,14,6,2008,16,30,0
1,658,6,16,4,2012,1,10,0
5,8223,2,11,1,2013,0,30,0
4,656,9,2,11,2006,7,15,0
6,10928,6,6,9,2014,22,0,0
4,451,2,29,5,2008,2,22,0
3,3532,3,5,5,2010,18,44,0
7,11312,1,13,7,2008,22,30,0
5,8097,3,25,7,2008,10,0,0
3,16932,3,20,9,2006,19,0,0
1,926,4,30,3,2015,13,50,0
6,6920,3,19,10,2013,23,0,0
6,4323,1,3,12,2005,10,0,0
7,6994,5,29,6,2003,8,0,0
7,13891,3,9,2,2014,22,39,0
1,259,5,8,8,2005,11,20,0
3,11204,2,9,3,2005,17,45,0
3,6637,6,16,10,2013,2,49,0
2,12880,6,30,3,2004,16,30,0
3,4187,3,8,1,2014,13,26,0
6,5744,8,1,12,2012,13,0,0
3,1259,8,4,2,2009,16,0,0
5,363,2,25,3,2011,15,13,0
4,3213,8,31,5,2012,14,45,0
2,1876,8,31,5,2005,17,42,0
3,125,2,3,10,2012,19,0,0
5,277,10,3,4,2009,13,57,0
1,18772,9,21,3,2011,19,0,0
4,11337,4,9,3,2006,1,1,0
4,2267,2,20,3,2003,0,5,0
3,893,10,1,6,2011,20,15,0
4,138,2,4,10,2012,23,27,0
4,5757,7,17,10,2013,14,38,0
4,137,8,26,6,2003,0,1,0
6,13825,4,20,9,2003,0,1,0
2,779,2,4,10,2005,19,50,0
2,213,4,17,2,2015,15,39,0
5,125,2,26,12,2014,9,30,0
2,408,2,15,4,2014,12,40,0
1,22,10,26,4,2004,9,53,0
4,4016,4,4,10,2012,11,0,0
3,11316,6,11,8,2010,1,15,0
4,8188,5,27,11,2003,23,3,0
7,2046,2,20,5,2007,7,0,0
4,1565,5,23,9,2010,17,0,0
3,693,2,1,4,2009,1,0,0
6,8181,4,24,1,2004,17,37,0
2,10907,5,13,5,2008,15,31,0
7,6783,5,4,5,2014,0,35,0
7,2468,1,16,1,2011,10,0,0
7,139,2,14,1,2007,17,0,0
1,144,4,4,8,2014,16,30,0
5,1291,1,1,6,2012,9,0,0
3,568,4,19,9,2012,21,45,0
4,1520,5,5,10,2006,19,45,0
5,4591,3,24,9,2010,14,28,0
1,501,4,6,3,2006,12,0,0
1,232,4,13,10,2008,15,20,0
1,96,10,13,10,2003,17,45,0
3,862,5,11,6,2003,1,30,0
6,15764,8,27,3,2010,13,45,0
3,3833,2,3,9,2014,21,45,0
1,1185,5,16,3,2015,8,23,0
3,3426,5,27,10,2004,16,0,0
2,18168,4,3,8,2004,21,30,0
1,2792,4,22,1,2007,14,45,0
3,2945,3,2,5,2007,0,1,0
5,268,1,7,4,2006,20,0,0
3,1954,10,22,1,2003,9,35,0
2,6660,3,19,10,2010,8,0,0
5,243,3,31,10,2003,16,55,0
5,7660,7,1,10,2004,20,0,0
7,9825,2,18,6,2006,16,30,0
7,979,4,28,11,2004,5,0,0
2,10526,3,24,6,2014,13,7,0
6,435,10,7,5,2005,12,59,0
7,983,2,15,6,2003,8,15,0
2,10024,5,23,12,2003,15,15,0
5,3600,1,24,7,2009,1,1,0
3,4425,8,9,3,2011,13,38,0
3,6147,7,13,7,2005,17,0,0
4,2400,10,4,5,2006,8,25,0
4,2795,1,12,6,2008,18,5,0
2,8050,3,3,2,2009,17,4,0
4,16022,4,3,11,2005,16,43,0
2,2982,2,22,1,2013,16,32,0
2,70,10,6,8,2013,9,0,0
6,9226,8,9,9,2006,18,30,0
2,19431,8,23,3,2010,2,32,0
7,2127,5,11,3,2012,13,25,0
5,6577,5,5,9,2014,3,53,0
2,17897,6,20,3,2012,23,13,0
1,137,8,12,7,2010,19,45,0
6,974,8,20,3,2004,13,5,0
4,957,2,12,8,2010,4,45,0
6,6986,7,8,3,2008,18,55,0
7,2483,1,22,8,2004,11,6,0
2,907,6,15,6,2010,13,45,0
3,819,5,8,7,2009,16,15,0
4,13167,4,15,4,2004,19,51,0
7,12578,3,4,11,2007,18,0,0
2,125,2,7,3,2006,12,0,0
1,1191,10,8,3,2010,16,30,0
3,408,2,14,5,2014,15,9,0
5,1977,9,9,8,2013,14,0,0
6,1136,4,21,5,2011,23,0,0
1,10459,8,14,6,2010,18,28,0
7,8119,8,20,5,2007,2,0,0
2,1489,8,5,2,2008,23,30,0
3,1080,8,13,6,2012,8,0,0
6,746,4,15,5,2004,10,15,0
5,2428,5,18,4,2014,23,0,0
6,1615,2,23,2,2013,14,55,0
3,5679,2,30,11,2005,10,0,0
7,7401,5,27,6,2004,9,0,0
3,156,2,5,5,2010,20,30,0
2,138,10,24,6,2014,15,10,0
2,1681,9,14,10,2014,2,0,0
1,496,6,18,8,2008,15,30,0
5,4981,9,6,10,2006,23,0,0
7,9555,3,21,3,2004,18,56,0
7,1224,1,6,5,2012,1,37,0
7,499,2,10,8,2014,20,15,0
6,4083,4,25,9,2010,18,0,0
7,4540,8,3,11,2013,22,0,0
4,8223,2,23,7,2009,15,15,0
3,3594,2,28,5,2003,19,0,0
1,2862,10,11,6,2007,21,59,0
4,2260,4,11,7,2013,8,0,0
4,2172,5,12,1,2012,21,20,0
7,1395,6,9,4,2006,18,30,0
6,1012,4,25,2,2006,8,30,0
7,4035,6,15,6,2003,3,17,0
6,14382,3,19,6,2010,23,0,0
2,10174,9,3,5,2011,15,0,0
1,16079,9,2,2,2009,23,50,0
6,2504,3,4,6,2005,23,0,0
5,7169,4,28,11,2008,18,0,0
1,22517,1,12,4,2004,12,0,0
4,4311,9,10,8,2006,12,0,0
4,713,4,30,6,2011,4,0,0
3,17216,9,13,7,2005,17,0,0
6,1026,5,10,9,2005,19,15,0
1,4032,3,26,6,2006,11,0,0
7,4111,10,6,11,2005,10,2,0
2,125,2,14,10,2008,8,0,0
4,2262,2,6,3,2003,18,30,0
1,6978,7,13,10,2008,15,45,0
2,3072,2,14,4,2015,21,35,0
4,9627,7,29,4,2004,13,30,0
4,1435,2,9,1,2014,16,0,0
5,816,2,6,5,2005,8,15,0
5,3828,2,6,3,2015,1,21,0
5,1470,1,10,3,2006,15,30,0
1,8379,3,2,2,2009,2,30,0
4,2045,6,15,11,2012,15,15,0
6,1520,5,27,12,2008,3,50,0
2,177,10,27,5,2014,18,6,0
5,753,2,6,2,2004,19,30,0
3,408,2,10,12,2014,15,18,0
4,2438,5,18,5,2006,16,48,0
3,1352,4,22,7,2009,2,0,0
5,1385,2,11,2,2011,19,13,0
1,16329,7,18,3,2013,18,0,0
3,13458,3,26,1,2005,0,1,0
7,1429,10,7,11,2010,2,12,0
6,1149,5,24,3,2007,1,0,0
4,2911,10,15,12,2005,17,45,0
3,26,9,26,6,2013,2,0,0
5,4460,1,23,1,2015,19,15,0
6,1039,5,14,1,2012,23,59,0
7,7400,5,1,6,2003,0,1,0
7,7552,2,8,2,2009,1,0,0
3,1012,4,11,7,2007,1,9,0
1,7075,7,21,2,2005,18,34,0
3,28,4,11,1,2006,12,10,0
7,357,4,1,11,2009,14,39,0
1,125,2,14,4,2008,17,0,0
3,1351,8,9,1,2013,18,26,0
6,950,3,18,6,2005,14,40,0
7,3396,10,30,1,2005,22,15,0
7,4741,5,14,3,2010,13,45,0
1,22365,3,29,9,2003,13,30,0
7,13895,9,23,10,2005,11,50,0
4,4154,5,18,9,2014,10,19,0
2,3406,1,15,5,2007,20,45,0
6,442,2,10,1,2009,15,45,0
4,45,3,19,3,2009,7,20,0
4,1443,5,13,5,2004,23,0,0
3,1397,3,8,3,2006,12,35,0
3,359,10,15,6,2005,0,1,0
5,9205,8,4,9,2009,15,45,0
6,1485,5,3,12,2011,14,0,0
4,21813,5,4,9,2003,0,30,0
5,3967,8,27,11,2009,1,0,0
3,925,2,2,5,2012,0,1,0
4,8673,6,24,3,2005,8,0,0
5,11635,3,26,12,2008,3,35,0
6,620,9,26,3,2005,11,45,0
3,9052,8,8,2,2012,21,0,0
1,27,5,13,10,2003,17,0,0
3,779,2,15,4,2015,21,59,0
5,63,1,5,9,2008,16,30,0
2,1661,7,26,10,2004,15,23,0
1,11122,3,1,9,2014,19,30,0
4,12204,5,13,5,2004,0,1,0
7,333,4,20,9,2009,4,35,0
2,12325,6,1,5,2007,14,0,0
2,1944,4,16,9,2014,22,44,0
1,5887,7,15,10,2012,20,0,0
2,366,10,15,4,2008,22,0,0
2,1113,4,21,1,2003,19,55,0
4,252,5,6,4,2006,19,30,0
1,4510,5,7,7,2003,10,30,0
2,1977,9,28,4,2015,12,0,0
5,3285,1,23,1,2015,16,45,0
4,1765,6,6,3,2003,3,0,0
2,15053,8,16,3,2004,7,45,0
4,14573,8,10,7,2008,23,0,0
7,331,2,31,7,2011,1,0,0
4,105,5,24,7,2014,13,0,0
7,534,4,14,12,2014,17,45,0
6,901,9,18,5,2013,9,0,0
7,2945,3,3,10,2004,21,20,0
7,958,4,3,5,2015,9,19,0
5,11855,4,11,2,2011,3,0,0
2,643,4,21,7,2009,15,49,0
7,11960,7,8,3,2009,2,0,0
1,190,9,23,7,2012,16,25,0
3,1335,6,5,3,2008,19,0,0
4,6642,6,3,11,2005,22,10,0
5,102,10,21,3,2008,9,46,0
5,2178,6,21,3,2008,20,0,0
5,8318,1,24,2,2006,17,0,0
4,559,6,22,1,2015,17,0,0
4,13675,9,6,3,2014,0,1,0
6,435,10,25,1,2003,1,26,0
4,3757,4,21,4,2005,19,0,0
7,1039,5,19,5,2013,1,0,0
1,6983,5,24,6,2013,17,0,0
5,8167,8,26,6,2009,19,35,0
3,6811,3,11,7,2007,14,39,0
3,1042,3,11,11,2009,9,13,0
5,125,2,6,9,2013,18,3,0
1,10212,3,4,8,2003,14,5,0
1,9097,4,16,2,2004,12,0,0
1,2052,4,14,11,2011,11,0,0
4,15929,8,9,1,2003,18,30,0
6,176,1,2,11,2013,8,0,0
4,979,4,9,3,2006,22,5,0
4,1777,5,29,11,2007,20,31,0
1,7762,7,22,7,2013,14,45,0
3,133,3,17,9,2003,0,15,0
6,3923,3,9,8,2003,17,56,0
7,6070,8,6,11,2005,22,0,0
1,1827,2,16,3,2009,10,19,0
1,2244,7,21,7,2003,9,4,0
7,14252,3,17,7,2005,18,30,0
1,501,4,17,3,2008,0,1,0
3,16764,8,14,4,2004,0,1,0
7,6194,4,6,10,2013,6,56,0
7,12117,3,24,9,2006,10,38,0
5,13403,1,12,1,2007,19,0,0
7,18951,5,19,12,2010,8,15,0
2,4941,1,25,1,2011,15,30,0
4,713,4,11,8,2011,16,30,0
3,772,10,15,9,2004,21,55,0
1,1518,4,19,8,2013,21,30,0
4,5040,4,10,1,2008,12,0,0
4,7245,5,27,11,2003,20,0,0
4,21999,5,4,3,2004,18,0,0
4,4785,1,10,7,2008,17,0,0
3,7118,8,30,9,2009,6,0,0
5,17186,8,31,10,2008,17,28,0
2,361,2,15,9,2009,4,55,0
4,9441,1,27,5,2004,8,15,0
5,12613,9,29,5,2009,15,1,0
1,1905,9,25,10,2004,22,0,0
5,621,3,23,9,2011,7,59,0
5,435,10,1,11,2013,23,48,0
5,3538,1,24,1,2003,10,30,0
4,5201,8,28,12,2006,14,55,0
7,5092,4,19,12,2010,21,38,0
2,4471,3,9,2,2010,17,15,0
3,11251,4,26,1,2005,20,45,0
2,1885,2,18,8,2009,17,30,0
1,12201,8,27,11,2006,20,15,0
7,28,4,17,7,2005,23,0,0
2,7901,9,7,7,2009,12,0,0
2,1547,3,3,2,2004,2,3,0
6,1003,9,22,2,2003,19,45,0
7,13076,1,31,12,2006,22,15,0
2,1287,2,25,1,2011,19,35,0
6,146,10,23,8,2014,12,25,0
4,1431,10,3,10,2013,18,59,0
5,2620,5,17,4,2015,8,8,0
6,870,4,21,5,2005,17,15,0
1,10546,2,10,1,2005,8,0,0
5,2062,5,19,9,2014,8,15,0
6,13663,7,17,7,2010,11,45,0
5,779,2,23,2,2007,9,30,0
3,14804,3,11,7,2007,14,30,0
7,2218,3,9,3,2003,19,0,0
5,3924,8,9,1,2009,21,0,0
7,1258,6,17,10,2004,22,45,0
3,4487,3,9,8,2006,12,49,0
5,974,8,14,11,2014,7,30,0
4,408,2,29,5,2003,19,45,0
4,486,3,26,6,2014,19,9,0
3,1781,3,16,10,2013,23,9,0
6,3390,4,4,9,2004,3,0,0
7,6659,5,7,4,2013,16,0,0
7,1790,1,27,12,2009,12,0,0
5,138,10,26,1,2007,18,35,0
3,925,2,15,10,2014,19,0,0
7,3932,3,28,8,2005,19,0,0
6,213,4,4,4,2009,13,0,0
7,5716,5,5,12,2010,0,15,0
6,63,1,19,11,2011,10,0,0
3,1230,5,18,2,2004,7,30,0
6,18344,9,14,1,2006,16,0,0
5,125,2,1,10,2004,14,0,0
2,2682,6,11,6,2013,14,30,0
4,1166,8,8,3,2012,21,0,0
2,9456,9,10,1,2012,8,0,0
5,3000,9,10,9,2010,16,26,0
7,29,5,20,11,2005,12,20,0
5,64,4,9,9,2011,19,0,0
7,3064,2,29,6,2003,12,45,0
6,408,2,15,11,2014,16,40,0
2,2891,5,22,3,2011,4,30,0
3,2670,2,2,6,2010,22,39,0
3,2622,2,13,10,2004,18,30,0
3,1379,1,23,3,2005,23,45,0
1,9194,3,28,5,2012,9,0,0
4,6764,3,15,5,2008,2,40,0
6,408,2,9,3,2013,14,15,0
2,9812,7,22,1,2008,21,0,0
5,359,10,11,1,2013,15,45,0
5,4966,7,11,3,2011,23,50,0
5,323,9,17,4,2015,12,40,0
6,146,10,25,3,2006,7,25,0
2,3172,5,8,3,2005,19,0,0
3,1292,2,11,12,2013,5,25,0
2,491,3,22,3,2011,22,30,0
7,1116,2,9,3,2014,15,37,0
6,12977,8,24,9,2005,0,55,0
7,2576,5,30,1,2011,0,15,0
5,36,2,26,12,2014,4,22,0
2,1119,2,5,8,2014,1,50,0
6,786,1,8,10,2005,10,0,0
3,6224,8,29,4,2009,12,0,0
3,1393,10,24,7,2013,14,20,0
6,1012,4,22,10,2011,22,0,0
1,408,2,26,5,2014,10,26,0
5,3926,2,24,2,2006,21,57,0
4,13444,1,30,10,2003,15,30,0
7,21785,2,9,3,2003,7,13,0
3,13420,7,23,8,2006,12,53,0
2,20949,1,15,5,2007,8,39,0
5,4711,8,28,1,2005,8,25,0
5,8750,4,16,12,2005,13,25,0
7,11650,7,13,3,2011,22,50,0
5,14673,1,31,12,2010,19,0,0
5,1975,2,22,8,2014,12,0,0
1,5927,4,19,7,2004,12,15,0
5,3515,3,23,9,2005,12,34,0
1,5493,2,18,2,2013,3,4,0
2,10437,9,17,8,2004,21,0,0
6,528,10,18,4,2009,8,17,0
7,11625,8,27,7,2003,2,0,0
4,2512,1,6,9,2007,2,44,0
6,102,10,1,6,2013,7,10,0
6,250,4,7,5,2011,17,30,0
3,9279,7,7,7,2004,12,25,0
3,890,5,23,1,2008,20,0,0
6,1791,2,1,12,2007,15,38,0
3,9247,8,4,4,2012,13,50,0
1,125,2,28,5,2007,18,40,0
3,4111,10,4,3,2009,3,9,0
5,4397,8,28,1,2005,19,48,0
2,739,9,29,9,2009,19,0,0
1,15426,8,18,2,2008,18,48,0
5,1009,2,2,11,2007,23,25,0
7,2911,10,23,9,2007,18,35,0
5,7129,8,19,3,2004,22,10,0
1,2096,8,12,6,2006,15,2,0
6,5261,8,5,4,2008,19,0,0
7,64,4,29,7,2007,11,20,0
6,3396,10,14,6,2003,22,30,0
4,1860,2,22,1,2009,16,20,0
3,957,2,9,7,2003,20,30,0
3,6047,1,22,8,2007,12,0,0
4,501,4,12,6,2008,13,0,0
2,12336,8,13,7,2010,16,0,0
4,7945,5,1,10,2009,5,41,0
6,7077,1,1,1,2011,0,1,0
2,10847,6,18,5,2010,10,35,0
6,3722,1,21,9,2013,8,0,0
5,20269,6,17,10,2008,14,30,0
5,721,5,3,4,2009,19,45,0
1,2454,2,3,10,2005,15,18,0
6,771,1,3,12,2005,23,44,0
3,2639,5,11,6,2008,12,18,0
1,5493,2,17,4,2006,14,31,0
3,825,2,22,8,2007,7,15,0
4,20477,8,29,5,2008,21,4,0
1,468,2,5,9,2005,13,0,0
6,1224,1,3,5,2003,1,58,0
4,859,1,28,6,2012,20,25,0
2,5622,3,10,8,2010,8,35,0
3,2763,5,17,4,2013,22,0,0
4,8036,2,29,4,2004,16,30,0
1,2378,5,20,1,2014,15,0,0
5,2975,5,9,1,2004,18,0,0
4,3654,8,19,5,2011,8,0,0
3,8571,5,10,2,2010,1,25,0
4,3211,3,25,3,2010,14,18,0
7,2862,10,7,9,2003,13,30,0
4,643,4,6,3,2008,1,12,0
2,2620,5,25,1,2011,19,0,0
5,2855,1,7,3,2003,18,25,0
5,2911,10,6,3,2009,8,42,0
4,1808,9,21,3,2013,14,30,0
4,656,9,12,7,2012,12,30,0
7,2275,2,18,11,2012,19,0,0
4,892,7,11,12,2003,16,33,0
6,3494,9,11,3,2006,14,30,0
4,11554,3,21,8,2003,21,0,0
2,2869,10,21,2,2006,22,2,0
4,77,10,4,4,2013,19,10,0
2,5462,9,4,10,2011,21,0,0
2,1590,7,25,5,2004,15,30,0
1,6667,9,13,10,2003,13,0,0
4,10318,9,22,9,2005,16,0,0
7,12059,1,16,11,2008,9,55,0
6,3757,4,8,2,2003,3,0,0
7,10997,8,23,3,2014,19,55,0
1,1217,1,4,8,2008,9,0,0
2,139,2,20,1,2009,23,5,0
6,2490,3,8,3,2008,22,35,0
6,97,2,22,9,2012,9,40,0
2,518,10,1,11,2011,14,0,0
6,3181,10,24,9,2011,14,43,0
6,9021,7,31,5,2003,13,16,0
6,8459,1,18,9,2004,15,0,0
4,1562,9,20,3,2003,10,0,0
5,125,2,27,8,2010,20,30,0
5,27,5,3,10,2003,12,30,0
2,4295,3,1,4,2014,14,0,0
1,3474,3,19,1,2015,18,45,0
4,346,1,24,3,2005,16,30,0
2,897,2,6,9,2011,11,0,0
6,772,10,14,8,2010,18,2,0
5,3301,2,23,8,2013,15,10,0
5,501,4,20,2,2004,21,30,0
6,4587,1,21,5,2011,13,0,0
6,1571,7,15,5,2004,22,50,0
3,5359,9,10,8,2005,9,36,0
5,215,4,4,9,2009,19,40,0
3,468,2,12,11,2003,14,55,0
4,11331,3,8,7,2004,3,30,0
3,36,2,28,5,2003,19,30,0
2,14069,1,13,11,2007,23,37,0
4,2442,8,24,2,2005,8,0,0
7,11313,3,23,3,2014,10,34,0
7,125,2,4,12,2005,16,0,0
3,15695,7,10,8,2005,10,0,0
3,6227,4,11,8,2010,1,50,0
6,8865,7,15,12,2007,11,0,0
2,3517,5,5,10,2010,19,44,0
5,4107,6,7,4,2006,0,59,0
3,6790,7,29,6,2005,18,0,0
6,5477,8,30,5,2009,17,50,0
6,5525,1,2,7,2005,3,25,0
5,14221,2,4,9,2009,18,0,0
5,7071,6,15,10,2004,22,45,0
