"day","address","location","date","month","year","hour","min","RUNAWAY"
1,10337,9,7,8,2006,8,0,0
7,5491,3,26,1,2003,1,49,0
4,57,9,23,9,2010,14,45,0
2,6503,3,31,10,2006,21,11,0
6,4969,4,13,2,2010,13,0,0
5,3629,4,8,8,2008,15,40,0
2,411,3,15,9,2009,11,3,0
4,1209,1,10,1,2013,20,0,0
6,318,6,9,2,2008,14,0,0
2,2182,8,24,1,2012,16,50,0
3,1620,10,22,2,2012,20,30,0
6,708,1,1,11,2003,12,0,0
2,5745,5,8,7,2014,2,45,0
4,1589,1,27,1,2005,15,40,0
3,13526,9,19,3,2014,13,20,0
1,2610,8,6,1,2014,12,0,0
7,125,2,20,5,2007,16,0,0
3,1009,2,11,12,2013,19,30,0
5,2099,5,24,2,2012,10,22,0
6,8246,1,15,12,2012,22,3,0
2,16974,7,9,8,2011,14,0,0
7,1154,9,15,8,2010,21,30,0
2,11876,5,8,8,2006,22,0,0
1,915,7,11,5,2009,8,30,0
5,5125,9,18,4,2003,2,5,0
5,1185,5,3,4,2015,15,48,0
4,5300,1,9,8,2012,14,0,0
3,8728,1,26,1,2011,9,6,0
5,8923,2,1,11,2013,6,11,0
1,1406,4,1,9,2008,12,0,0
2,1209,1,5,8,2003,21,3,0
3,4231,9,23,12,2009,12,0,0
6,3112,1,8,8,2009,16,30,0
2,3900,5,30,9,2014,0,1,0
4,8686,6,1,11,2007,1,30,0
5,3630,10,3,10,2003,23,53,0
5,310,8,9,9,2005,17,43,0
5,538,8,10,7,2009,1,35,0
4,1497,6,25,8,2005,22,25,0
5,779,2,19,11,2010,14,45,0
2,2080,2,19,4,2005,22,15,0
2,88,2,9,2,2010,11,25,0
3,14300,1,10,8,2005,10,52,0
7,1399,10,26,2,2012,6,25,0
6,1734,1,7,3,2015,14,30,0
5,2842,10,25,7,2008,10,51,0
6,12768,3,1,7,2006,11,0,0
5,3673,3,30,12,2011,2,0,0
1,1352,4,9,7,2007,14,30,0
4,1790,1,9,7,2009,22,5,0
6,125,2,28,6,2014,14,30,0
6,1409,6,14,6,2003,21,0,0
7,3292,6,4,12,2011,17,0,0
7,8917,6,15,6,2003,22,42,0
2,7467,4,2,3,2004,18,29,0
4,2665,5,29,11,2012,13,10,0
6,12842,5,22,8,2009,17,34,0
5,125,2,14,11,2014,18,0,0
4,2502,7,6,4,2006,19,25,0
1,12453,3,13,6,2011,19,0,0
3,3156,1,16,4,2003,19,0,0
7,3034,5,10,2,2013,11,34,0
7,7161,8,15,7,2012,20,0,0
2,438,6,20,2,2007,0,1,0
5,3629,4,30,6,2006,15,15,0
5,93,7,22,9,2006,14,0,0
4,1207,6,27,12,2007,17,30,0
3,232,4,22,1,2003,13,20,0
2,16210,7,22,3,2011,15,0,0
6,2113,9,22,5,2010,13,30,0
3,4111,10,9,1,2008,21,0,0
7,7783,4,28,6,2009,19,40,0
6,232,4,31,5,2003,12,14,0
2,125,2,2,9,2003,12,30,0
4,22713,8,8,1,2004,14,48,0
6,3535,3,22,3,2003,22,0,0
1,22723,9,5,1,2004,21,35,0
3,9532,7,15,4,2009,21,0,0
3,83,2,17,11,2010,8,30,0
6,549,4,6,9,2008,19,30,0
7,427,2,11,9,2005,16,55,0
2,840,5,26,11,2013,20,40,0
6,9881,4,9,8,2014,16,0,0
7,1214,10,11,8,2013,17,27,0
1,323,9,31,3,2003,14,9,0
5,1297,1,8,8,2014,16,50,0
1,3474,3,23,8,2010,10,0,0
5,10424,3,21,4,2006,18,46,0
2,125,2,8,7,2008,0,1,0
1,9352,6,24,1,2005,7,30,0
3,1083,1,18,10,2006,13,0,0
5,10656,6,16,11,2007,22,0,0
6,4673,4,23,2,2008,3,30,0
5,9549,8,11,2,2011,7,45,0
6,6655,7,14,7,2007,3,50,0
2,1202,6,26,6,2007,23,58,0
1,1089,2,19,8,2013,18,45,0
1,4400,1,5,1,2015,6,30,0
6,390,5,23,10,2010,8,50,0
5,37,2,9,7,2004,1,43,0
2,2855,1,2,9,2008,18,30,0
6,3011,1,4,11,2006,0,39,0
4,1472,5,30,4,2015,21,5,0
1,13419,9,6,8,2007,21,20,0
7,772,10,24,8,2008,9,16,0
7,13975,9,11,7,2004,19,10,0
4,7535,4,25,12,2003,15,44,0
1,826,4,21,2,2011,17,0,0
6,12947,8,3,5,2014,0,30,0
3,125,2,7,4,2010,7,53,0
6,8109,5,18,12,2010,16,30,0
6,742,3,25,8,2007,13,0,0
3,5483,10,5,9,2012,7,19,0
3,88,2,27,5,2009,20,0,0
5,5290,7,30,5,2014,17,0,0
6,1943,2,12,3,2005,18,0,0
5,2641,4,1,7,2011,9,31,0
3,323,9,23,3,2011,13,30,0
6,67,4,30,1,2010,14,50,0
4,5479,5,5,3,2015,21,58,0
4,14891,8,17,10,2013,17,36,0
4,5471,5,17,5,2007,20,55,0
4,3129,1,20,2,2003,14,0,0
2,1952,9,20,3,2012,11,30,0
4,3736,3,15,11,2012,9,45,0
3,4119,3,30,5,2007,0,30,0
1,2092,7,16,9,2013,16,0,0
1,2408,8,7,3,2011,20,30,0
7,14008,3,26,1,2014,23,15,0
4,4628,9,22,9,2011,13,52,0
4,1395,6,16,6,2005,4,9,0
5,13926,7,21,3,2003,23,59,0
2,5948,3,16,4,2013,9,4,0
7,15740,9,2,6,2013,21,15,0
4,5444,10,19,2,2009,15,38,0
3,548,10,11,7,2007,20,12,0
4,1520,5,20,8,2009,4,10,0
6,15348,3,24,8,2013,23,0,0
1,3391,5,24,1,2005,15,0,0
3,824,1,14,5,2003,20,30,0
1,3508,4,21,1,2013,8,20,0
6,977,1,25,8,2012,15,10,0
5,2911,10,18,11,2005,17,44,0
7,1588,9,26,1,2014,10,50,0
7,182,4,13,12,2009,6,31,0
6,9347,3,15,11,2014,3,20,0
5,158,2,25,2,2011,13,15,0
4,5665,2,16,9,2004,0,1,0
5,1573,2,14,1,2011,17,0,0
5,3131,10,23,1,2015,11,0,0
1,2924,5,24,12,2012,21,45,0
3,912,10,19,5,2010,6,27,0
6,4437,5,18,4,2009,18,0,0
3,37,2,5,10,2005,18,50,0
4,14478,9,17,9,2009,15,1,0
1,5994,5,12,5,2003,22,21,0
7,6299,9,27,1,2013,18,0,0
5,6930,5,16,4,2004,1,0,0
1,3716,3,6,2,2012,18,30,0
3,108,5,17,10,2007,10,0,0
6,4344,1,5,5,2007,19,35,0
2,11422,9,10,11,2009,18,0,0
1,1154,9,24,7,2006,21,45,0
6,10234,8,19,4,2014,20,30,0
3,2943,6,15,4,2015,18,10,0
7,693,2,15,7,2012,16,26,0
5,1119,2,3,6,2011,7,3,0
1,27,5,27,9,2004,12,25,0
7,1091,10,31,10,2004,14,0,0
4,1776,5,30,10,2003,22,10,0
3,3047,8,15,4,2015,0,1,0
5,9834,5,16,11,2012,14,10,0
3,4004,2,26,6,2013,16,30,0
2,10054,7,8,3,2005,13,0,0
4,1090,4,27,11,2003,11,38,0
1,772,10,8,3,2010,12,39,0
1,8428,8,8,8,2005,2,9,0
2,1233,4,28,10,2008,18,30,0
2,4692,3,4,3,2003,23,0,0
4,14763,3,24,7,2008,19,0,0
4,1017,3,1,12,2011,0,1,0
7,3445,7,5,4,2015,0,20,0
1,10896,4,28,6,2010,10,0,0
1,5257,2,7,3,2005,16,50,0
6,13847,9,22,3,2008,15,0,0
1,5851,3,27,6,2011,0,1,0
4,3787,5,2,4,2015,22,0,0
7,12453,3,23,10,2005,15,0,0
5,4470,9,19,9,2008,22,0,0
1,3396,10,30,5,2011,5,50,0
3,2270,1,3,9,2008,21,0,0
1,2385,4,13,12,2010,0,10,0
1,2045,6,1,9,2003,12,0,0
2,4897,7,17,3,2015,22,0,0
5,548,10,17,12,2010,6,40,0
4,1862,5,23,1,2014,12,10,0
1,904,5,23,7,2007,13,36,0
1,2377,1,23,6,2008,19,20,0
2,1673,5,21,9,2010,18,21,0
7,8970,4,30,1,2005,21,0,0
5,2041,10,17,5,2013,21,20,0
2,574,1,8,7,2008,14,55,0
7,15,10,29,8,2010,18,0,0
2,7578,4,24,1,2006,14,40,0
7,10084,3,4,5,2003,17,0,0
3,14295,6,7,8,2013,2,50,0
1,17321,8,3,9,2012,2,0,0
6,2622,2,27,8,2005,18,0,0
3,8278,4,25,6,2003,23,45,0
7,1080,8,5,4,2015,9,0,0
6,786,1,27,11,2004,13,0,0
7,1091,10,20,10,2013,2,2,0
4,7735,2,26,8,2010,17,17,0
6,5570,2,30,10,2004,0,1,0
3,5739,4,18,10,2006,15,0,0
7,2252,2,2,11,2003,2,0,0
5,392,4,24,12,2004,17,10,0
7,125,2,7,5,2006,9,0,0
6,10612,5,4,9,2004,10,30,0
5,125,2,8,4,2011,5,10,0
2,13794,4,28,11,2006,19,30,0
6,10025,7,18,10,2014,15,30,0
7,309,2,24,9,2006,18,45,0
2,11055,9,7,2,2006,15,48,0
3,9453,5,17,5,2006,13,35,0
2,19184,8,10,1,2006,13,35,0
4,6983,5,24,7,2008,10,15,0
5,3013,6,19,9,2008,12,0,0
2,1572,5,27,6,2006,9,35,0
2,6858,5,20,2,2007,16,45,0
1,11845,8,23,8,2010,10,44,0
6,10666,3,20,9,2014,23,0,0
4,1084,2,26,7,2007,23,30,0
1,1767,4,7,3,2005,11,15,0
4,22156,5,22,1,2004,5,0,0
3,3593,1,18,4,2007,22,24,0
3,1951,2,16,10,2013,18,25,0
6,15761,9,29,6,2013,11,30,0
4,926,4,27,11,2014,19,19,0
1,1235,5,4,4,2005,0,30,0
3,504,4,5,4,2006,11,20,0
5,985,4,10,8,2012,19,25,0
2,6314,6,4,9,2012,8,15,0
5,7761,8,28,12,2007,22,52,0
5,2891,5,20,2,2009,12,0,0
4,780,6,15,6,2006,16,20,0
4,16347,8,29,10,2009,10,0,0
7,896,2,21,10,2012,20,41,0
6,7074,4,26,1,2013,0,31,0
2,2869,10,30,9,2003,15,30,0
4,1162,1,2,6,2005,1,0,0
4,713,4,19,4,2012,2,28,0
7,10912,8,5,12,2010,18,30,0
3,14737,7,20,10,2010,12,48,0
6,657,8,21,2,2009,12,22,0
6,1080,8,29,11,2003,11,49,0
7,13330,8,1,1,2006,0,1,0
4,870,4,15,10,2009,0,1,0
7,10953,9,29,6,2014,23,59,0
2,4626,9,26,7,2011,1,30,0
5,3828,2,22,8,2014,3,52,0
1,2821,2,13,6,2011,12,20,0
4,8660,5,27,1,2005,18,0,0
4,803,6,5,2,2015,21,30,0
7,22,10,8,4,2012,8,20,0
4,9808,7,3,4,2003,1,10,0
6,27,5,11,9,2010,4,0,0
6,1439,6,22,4,2006,11,40,0
5,2448,1,21,3,2014,19,30,0
4,501,4,19,2,2009,13,20,0
1,867,1,5,4,2010,16,33,0
1,7267,5,10,1,2005,22,45,0
3,1975,2,9,7,2003,18,34,0
7,573,7,13,12,2009,14,5,0
1,234,6,21,7,2008,10,30,0
1,1255,6,10,6,2013,17,0,0
3,5139,2,26,12,2007,8,19,0
7,9283,3,22,4,2007,2,23,0
4,11351,3,31,10,2013,9,1,0
5,3337,4,5,4,2013,11,30,0
6,619,8,12,2,2011,16,42,0
7,3442,6,16,6,2013,8,30,0
3,13295,6,5,3,2008,12,30,0
7,9679,4,11,3,2012,22,0,0
7,15632,5,27,7,2003,19,0,0
4,9859,6,2,10,2003,17,0,0
6,2499,9,14,6,2014,18,0,0
3,159,6,5,3,2003,20,11,0
3,16061,8,6,2,2008,15,0,0
3,8771,2,10,12,2014,9,41,0
1,282,6,11,12,2006,20,0,0
2,11804,1,14,10,2008,20,0,0
4,435,10,9,3,2006,13,10,0
7,906,4,6,10,2013,23,16,0
7,985,4,29,6,2008,22,0,0
3,21205,9,26,7,2006,0,1,0
5,2582,4,14,1,2005,9,1,0
2,1630,7,4,8,2009,2,12,0
4,1926,2,25,6,2009,5,11,0
7,38,10,9,9,2007,12,0,0
7,125,2,7,9,2014,10,0,0
5,3653,9,17,10,2014,23,20,0
3,423,6,10,2,2010,12,0,0
5,105,5,14,11,2008,9,54,0
1,10712,1,9,8,2010,18,30,0
6,4453,3,28,6,2008,23,30,0
6,522,2,20,4,2013,12,35,0
1,4141,4,29,9,2014,1,15,0
5,101,4,8,8,2014,8,0,0
7,6661,3,21,5,2006,10,30,0
4,4410,4,10,8,2006,1,35,0
7,3034,5,22,4,2012,13,0,0
1,11189,1,13,12,2010,18,45,0
6,403,7,9,2,2008,15,0,0
3,4834,2,5,8,2009,15,0,0
6,403,7,29,5,2004,9,50,0
7,8381,9,24,8,2014,17,0,0
5,7086,1,25,2,2005,12,30,0
1,1233,4,3,2,2014,21,54,0
3,4535,1,8,1,2003,5,22,0
5,15116,9,25,1,2008,16,0,0
7,159,6,3,6,2007,12,0,0
6,14130,3,4,5,2013,15,20,0
4,1255,6,15,12,2011,20,1,0
4,340,6,30,6,2011,21,0,0
7,2314,1,22,5,2011,1,50,0
1,2214,1,8,12,2014,18,42,0
7,548,10,14,3,2010,18,30,0
3,1863,3,13,7,2011,17,45,0
5,676,8,30,5,2008,12,0,0
7,13775,8,4,11,2012,14,9,0
4,8074,2,7,4,2011,21,31,0
1,9463,3,29,10,2007,15,45,0
6,6588,1,22,3,2008,13,45,0
1,13746,8,4,4,2005,13,50,0
4,12141,7,13,11,2008,15,0,0
5,7710,8,22,8,2003,9,0,0
5,13366,1,9,8,2013,6,30,0
5,125,2,19,10,2007,11,0,0
2,1804,5,28,10,2008,16,0,0
5,4603,5,11,12,2009,18,30,0
2,10811,3,7,8,2012,8,39,0
7,779,2,17,11,2013,16,15,0
3,13632,9,4,2,2004,17,30,0
6,1133,7,13,11,2004,1,0,0
6,1535,7,2,6,2012,20,30,0
5,8515,5,25,6,2004,17,0,0
4,657,8,11,12,2008,18,30,0
6,1286,1,9,10,2010,0,45,0
4,831,4,10,7,2014,0,15,0
2,102,10,14,5,2013,19,30,0
2,13300,3,24,6,2008,22,13,0
7,1519,1,19,6,2005,23,55,0
1,1091,10,21,1,2013,19,41,0
4,20221,6,13,11,2008,6,30,0
1,10649,8,2,4,2012,19,45,0
1,5138,4,17,9,2007,19,31,0
2,8596,9,31,10,2006,18,40,0
5,8040,8,1,6,2012,0,1,0
6,2543,5,4,4,2015,21,0,0
2,114,8,15,4,2003,20,34,0
3,2101,1,21,8,2013,13,0,0
5,320,1,19,9,2003,21,21,0
4,5067,4,14,11,2013,13,47,0
7,7339,3,22,4,2007,14,31,0
3,4492,1,24,12,2014,10,30,0
4,8154,2,11,2,2010,20,0,0
5,1091,10,18,11,2005,18,35,0
1,408,2,12,11,2007,17,45,0
6,5282,8,7,3,2015,17,0,0
4,4584,3,9,2,2012,1,33,0
4,7064,4,14,11,2013,9,0,0
5,2249,6,27,7,2012,19,0,0
3,125,2,11,8,2010,23,22,0
2,15149,7,17,4,2012,9,0,0
2,11909,3,15,4,2008,9,0,0
1,125,2,20,2,2012,17,10,0
5,821,10,16,11,2007,15,50,0
1,3762,1,5,4,2010,9,50,0
3,3595,1,20,4,2011,11,0,0
5,7352,8,11,6,2004,21,30,0
4,15175,8,1,11,2012,21,0,0
3,21087,3,12,1,2005,23,33,0
1,5130,4,19,7,2004,16,55,0
5,5408,5,29,1,2010,23,15,0
7,10999,7,6,11,2005,18,0,0
2,1777,5,18,8,2009,2,4,0
7,4012,6,30,11,2014,18,0,0
4,4280,4,23,12,2004,17,30,0
1,9799,6,29,11,2010,6,43,0
4,3762,1,21,3,2013,15,9,0
4,14831,9,28,12,2006,22,20,0
4,3750,3,10,2,2011,20,30,0
7,6023,5,17,1,2010,8,0,0
5,13452,6,5,5,2006,15,15,0
5,1587,2,27,7,2012,18,30,0
3,6110,1,1,6,2011,0,1,0
2,823,2,7,3,2006,17,19,0
5,1368,2,9,9,2005,20,0,0
7,643,4,6,4,2014,12,50,0
1,14480,7,17,2,2003,23,0,0
6,501,4,26,2,2011,6,10,0
6,1338,4,22,10,2005,11,0,0
4,643,4,6,3,2008,1,12,0
2,21087,3,30,3,2004,2,40,0
7,5821,4,2,1,2011,0,1,0
6,1039,5,10,8,2013,23,0,0
2,213,4,8,1,2013,19,37,0
3,280,3,29,6,2011,10,3,0
3,254,5,3,9,2003,9,0,0
7,4815,3,25,2,2007,12,45,0
4,7067,5,29,5,2003,16,20,0
4,18523,7,6,3,2008,16,30,0
6,17361,9,28,7,2007,22,26,0
4,719,3,5,2,2004,14,11,0
6,1331,4,27,12,2003,7,30,0
1,213,4,15,9,2008,8,47,0
2,554,10,11,11,2008,12,55,0
2,346,1,15,11,2005,11,0,0
2,3619,2,2,9,2008,14,0,0
1,22390,5,14,4,2003,23,0,0
1,7561,5,19,1,2015,22,0,0
7,15701,5,14,3,2010,16,0,0
7,654,1,5,9,2004,2,0,0
7,548,10,22,3,2009,2,0,0
1,36,2,4,8,2003,12,40,0
5,6371,9,26,12,2003,11,30,0
6,15938,1,5,11,2011,20,30,0
7,83,2,15,7,2007,21,59,0
7,17138,3,16,5,2004,18,55,0
6,232,4,15,7,2006,11,25,0
5,1534,1,7,2,2014,23,0,0
5,2749,9,24,2,2012,18,45,0
2,6706,9,22,2,2005,17,0,0
3,70,10,7,9,2011,18,11,0
4,3611,3,28,10,2004,8,0,0
6,408,2,22,10,2011,17,35,0
6,548,10,6,9,2008,14,30,0
6,18381,9,26,1,2008,17,30,0
6,2261,4,20,9,2008,22,29,0
6,657,8,6,4,2013,14,0,0
2,538,8,24,8,2010,12,9,0
1,8217,1,9,12,2013,0,1,0
5,148,5,11,8,2006,16,30,0
3,3965,3,16,11,2005,18,11,0
2,14853,8,27,7,2010,10,0,0
5,3429,1,17,10,2003,1,30,0
7,6977,3,31,10,2004,0,35,0
2,5073,3,12,6,2007,12,0,0
7,1764,1,14,1,2007,12,15,0
6,3844,5,16,12,2006,23,40,0
4,372,5,15,11,2012,11,30,0
2,9995,9,3,3,2009,22,40,0
1,6226,6,9,7,2007,15,0,0
5,8493,6,30,10,2009,23,21,0
2,17138,3,21,2,2012,17,40,0
6,2999,6,5,9,2009,22,38,0
7,583,4,12,1,2003,18,0,0
7,7523,9,27,2,2005,21,0,0
5,158,2,4,5,2007,18,19,0
1,2575,9,17,10,2011,23,20,0
5,8094,9,7,4,2006,15,30,0
2,10431,4,25,7,2006,9,23,0
4,6588,1,2,12,2010,15,30,0
7,4263,8,3,6,2012,17,56,0
6,7488,3,24,1,2009,14,29,0
1,1829,10,3,9,2007,0,5,0
3,83,2,31,5,2006,0,1,0
5,1379,1,2,12,2005,18,0,0
5,7345,3,25,7,2014,18,25,0
7,12820,9,21,9,2003,4,0,0
5,666,2,16,11,2012,9,41,0
4,501,4,17,11,2005,12,0,0
4,11742,3,2,10,2008,20,0,0
2,1116,2,6,2,2007,18,44,0
1,11980,4,2,2,2009,12,15,0
7,12152,5,27,3,2005,0,35,0
4,15357,3,7,4,2005,20,40,0
1,6292,2,25,7,2005,12,15,0
6,2529,4,19,5,2012,12,18,0
5,2678,8,23,3,2012,16,41,0
1,425,5,16,2,2015,12,10,0
4,2126,4,6,8,2009,23,0,0
3,677,2,20,2,2008,12,48,0
7,1191,10,17,7,2005,22,38,0
7,619,8,23,3,2008,18,0,0
6,408,2,6,4,2013,17,57,0
5,600,3,9,1,2004,20,10,0
1,3050,1,7,7,2003,0,30,0
4,9514,4,14,12,2006,15,30,0
4,5279,3,20,2,2014,15,0,0
7,2058,1,30,1,2005,23,0,0
3,3766,9,30,4,2003,19,0,0
3,7881,3,23,8,2006,12,40,0
7,144,4,27,7,2014,14,25,0
2,10230,8,28,5,2013,10,30,0
5,8944,6,24,12,2004,17,0,0
7,3152,3,5,4,2015,6,53,0
6,2811,1,14,1,2006,20,0,0
2,2391,2,14,6,2011,1,24,0
5,385,3,8,3,2013,23,0,0
7,6184,3,20,9,2009,1,33,0
5,10994,8,5,9,2014,12,25,0
4,11755,9,24,7,2014,22,0,0
7,2354,6,19,4,2015,9,43,0
6,2265,4,18,5,2013,22,44,0
2,8608,8,5,10,2010,17,0,0
7,1764,1,9,9,2007,14,30,0
5,2111,5,17,10,2008,23,44,0
1,4848,3,9,6,2008,9,0,0
6,3771,5,4,10,2008,22,30,0
5,125,2,13,8,2010,21,0,0
1,6660,3,22,12,2008,22,15,0
1,8102,8,3,8,2009,10,0,0
4,756,3,23,8,2007,11,46,0
5,9158,1,12,1,2007,14,0,0
6,4295,3,10,7,2004,14,0,0
4,4410,4,4,10,2012,8,31,0
2,4535,1,30,4,2013,12,40,0
7,5527,5,25,4,2010,22,30,0
2,19021,3,14,9,2004,23,47,0
6,125,2,24,1,2015,19,0,0
6,4777,4,12,3,2005,18,7,0
3,4692,3,12,1,2005,15,10,0
2,1207,6,2,11,2010,13,50,0
3,2778,1,20,9,2006,22,38,0
2,2564,5,16,4,2013,3,24,0
2,4258,6,20,3,2007,20,0,0
5,765,3,16,5,2014,15,5,0
3,6933,2,21,7,2004,20,3,0
6,10236,6,31,5,2008,7,45,0
2,10145,3,6,2,2007,23,48,0
4,8735,1,28,11,2013,11,51,0
2,4528,5,4,8,2009,8,33,0
4,7871,3,13,7,2006,11,0,0
4,9425,1,13,11,2014,19,0,0
6,22744,1,25,1,2003,8,0,0
1,5746,3,9,8,2010,11,0,0
1,12456,8,26,7,2010,21,30,0
2,198,1,8,3,2011,15,30,0
6,3637,9,19,9,2009,19,0,0
2,15225,8,15,11,2005,5,5,0
3,10940,4,7,7,2004,3,1,0
1,666,2,6,2,2012,10,28,0
7,2862,10,5,4,2015,10,0,0
3,1089,2,23,3,2011,18,30,0
7,12148,6,15,6,2003,23,37,0
7,125,2,1,8,2010,0,1,0
4,9533,3,19,5,2005,8,15,0
4,548,10,18,10,2007,15,50,0
4,12557,5,29,5,2014,13,0,0
7,4530,9,28,11,2004,5,40,0
7,430,1,23,9,2007,23,20,0
6,9259,3,10,4,2010,2,40,0
2,125,2,24,1,2006,10,45,0
3,220,4,6,3,2013,20,5,0
1,8939,4,4,8,2008,23,0,0
1,550,3,17,10,2005,13,45,0
7,998,5,2,6,2013,23,0,0
2,19043,3,20,7,2004,14,36,0
1,12431,4,17,9,2007,0,5,0
4,11543,5,24,7,2014,6,40,0
1,7136,8,27,10,2003,18,0,0
6,235,4,8,5,2010,0,38,0
6,517,2,15,11,2014,8,30,0
4,15869,8,19,4,2012,0,1,0
4,16440,2,24,8,2006,18,36,0
1,5379,8,17,3,2008,16,30,0
2,20000,7,29,4,2003,14,30,0
2,9557,7,1,11,2005,8,45,0
5,211,5,24,2,2012,15,0,0
5,2739,2,17,4,2015,6,0,0
5,619,8,22,2,2013,20,15,0
5,4095,7,25,1,2008,15,0,0
6,2847,9,2,12,2006,20,22,0
7,9602,3,31,5,2009,20,0,0
1,13775,8,12,7,2010,7,0,0
3,12037,4,21,7,2004,23,0,0
6,259,5,21,5,2011,8,5,0
6,3732,1,3,5,2014,14,47,0
6,5221,3,8,8,2009,15,22,0
4,22613,1,12,6,2003,10,30,0
1,213,4,14,11,2011,23,9,0
1,4140,10,14,5,2007,12,25,0
7,19127,8,2,11,2003,0,20,0
2,3125,8,30,10,2007,16,14,0
7,3112,1,1,12,2013,21,33,0
5,1255,6,22,9,2006,9,33,0
6,2811,1,6,9,2008,7,0,0
3,510,1,9,2,2005,11,35,0
1,2341,5,31,3,2003,10,0,0
7,1087,3,10,2,2013,9,55,0
4,5165,2,20,10,2005,19,0,0
6,15415,4,19,11,2005,17,30,0
1,2567,9,12,5,2003,22,30,0
7,20868,5,15,7,2007,20,0,0
1,2148,9,8,12,2014,15,30,0
5,213,4,19,3,2004,21,45,0
4,987,4,27,7,2006,10,45,0
6,1790,1,11,9,2010,18,30,0
6,10188,3,7,4,2007,14,41,0
7,4373,3,27,7,2014,22,0,0
7,1435,2,20,10,2013,13,15,0
1,15493,3,20,2,2012,8,15,0
6,1300,6,6,9,2014,20,15,0
3,125,2,13,10,2004,19,30,0
6,21795,5,22,3,2003,15,0,0
3,4926,2,30,4,2008,18,0,0
2,2099,5,22,6,2004,1,5,0
4,4960,7,30,10,2008,14,5,0
2,3405,5,3,2,2009,21,0,0
1,5601,6,2,4,2012,5,40,0
2,8012,1,28,6,2011,2,18,0
7,10919,5,15,6,2008,0,1,0
6,4135,1,16,6,2012,0,1,0
5,16746,3,28,12,2012,12,48,0
6,5606,4,5,9,2009,13,0,0
4,13,3,1,5,2008,20,35,0
1,21775,2,13,9,2004,13,45,0
5,2421,1,25,2,2005,7,0,0
6,21936,7,12,7,2003,15,30,0
3,359,10,5,5,2010,15,10,0
5,840,5,28,11,2014,10,30,0
7,6681,3,17,7,2011,1,30,0
6,3953,6,7,2,2004,23,0,0
3,4028,7,1,4,2015,0,1,0
6,6595,3,6,4,2013,0,49,0
3,2862,10,23,2,2005,21,40,0
6,4622,4,20,3,2004,10,0,0
5,549,4,2,4,2004,16,45,0
3,2579,2,14,5,2008,10,38,0
2,6907,9,18,10,2011,9,0,0
2,1809,10,4,2,2014,10,0,0
2,1913,5,28,10,2008,19,51,0
6,15733,8,1,12,2012,12,0,0
7,4121,9,24,3,2013,16,10,0
2,427,2,2,11,2010,17,0,0
3,9224,6,28,10,2009,2,30,0
5,6683,3,23,3,2007,14,7,0
6,413,1,16,11,2013,13,28,0
5,2373,2,22,4,2011,20,0,0
2,839,6,21,8,2012,18,7,0
5,83,2,14,1,2011,1,45,0
1,11397,5,4,8,2003,21,57,0
1,8432,6,5,2,2007,9,0,0
2,10229,4,19,9,2006,1,30,0
1,10760,8,7,6,2004,15,0,0
7,125,2,1,12,2013,12,55,0
1,1943,2,20,2,2006,20,0,0
1,821,10,4,10,2010,17,59,0
6,355,2,9,8,2014,14,4,0
6,13182,9,4,11,2006,18,30,0
5,4988,4,4,5,2007,13,24,0
2,6471,6,28,10,2003,8,30,0
1,19565,8,21,12,2009,12,0,0
1,5479,5,13,10,2014,4,17,0
2,3810,7,23,12,2008,16,0,0
5,5209,1,12,11,2004,15,30,0
7,17203,9,20,5,2012,13,0,0
6,2688,10,10,7,2004,4,20,0
5,511,4,9,1,2015,1,0,0
5,10633,5,29,6,2007,21,0,0
2,1162,1,20,4,2010,0,30,0
3,282,6,3,9,2003,22,49,0
4,7059,6,12,7,2007,7,30,0
5,1885,2,6,2,2015,12,30,0
3,3426,5,5,2,2003,10,0,0
5,1954,10,22,2,2008,21,0,0
3,1237,5,1,4,2015,16,30,0
6,8595,1,12,6,2004,17,0,0
4,926,4,16,4,2015,17,0,0
1,658,6,26,5,2014,16,0,0
3,631,2,2,11,2011,19,0,0
4,78,9,1,6,2006,0,53,0
6,4047,3,14,11,2009,19,5,0
2,9194,3,23,3,2010,12,45,0
4,213,4,25,2,2010,4,10,0
2,2811,1,29,4,2014,14,46,0
7,1588,9,20,11,2005,2,30,0
4,210,1,26,1,2012,11,50,0
3,4823,1,11,12,2013,6,0,0
6,209,4,26,3,2011,16,0,0
3,144,4,9,7,2008,11,50,0
5,568,4,17,6,2005,0,45,0
5,2046,2,21,3,2014,15,5,0
1,1202,6,12,5,2003,12,0,0
2,15436,9,31,5,2005,22,0,0
3,7850,3,9,6,2004,19,0,0
2,3291,6,29,11,2005,16,0,0
2,5379,8,5,4,2011,9,0,0
1,2706,10,2,8,2004,16,40,0
2,7056,5,2,9,2003,22,0,0
1,4146,4,5,8,2013,16,0,0
2,5744,8,8,3,2011,9,6,0
2,14149,3,10,12,2013,9,30,0
2,1286,1,1,10,2013,21,30,0
4,15984,4,25,8,2011,23,38,0
1,6903,1,18,8,2014,0,1,0
6,643,4,10,3,2012,18,0,0
4,3396,10,9,2,2006,11,10,0
7,3532,3,23,4,2006,14,12,0
2,10657,3,12,5,2009,18,23,0
7,11461,4,14,3,2010,20,18,0
4,6920,3,14,5,2009,3,15,0
7,1243,5,22,2,2004,3,3,0
4,5011,10,6,2,2014,19,51,0
3,98,4,26,11,2014,23,0,0
