"day","address","location","date","month","year","hour","min","TRESPASS"
4,125,2,3,5,2007,11,32,1
4,102,10,3,5,2007,7,50,1
4,138,2,3,5,2007,7,3,1
4,1606,2,3,5,2007,6,23,1
4,501,4,3,5,2007,5,19,1
4,310,8,3,5,2007,3,17,1
4,2473,2,3,5,2007,2,40,1
3,125,2,2,5,2007,22,0,1
3,1584,5,2,5,2007,20,30,1
3,1245,10,2,5,2007,18,35,1
3,8406,7,2,5,2007,17,0,1
3,8379,3,2,5,2007,16,0,1
3,2945,3,2,5,2007,12,40,1
3,1606,2,2,5,2007,9,54,1
2,2601,3,1,5,2007,18,30,1
2,3487,9,1,5,2007,17,0,1
2,125,2,1,5,2007,15,9,1
2,408,2,1,5,2007,13,55,1
1,6691,6,30,4,2007,15,0,1
7,707,1,22,4,2007,21,30,1
7,925,2,22,4,2007,15,30,1
7,979,4,22,4,2007,14,50,1
7,310,8,22,4,2007,13,0,1
7,5206,5,22,4,2007,11,11,1
7,125,2,22,4,2007,10,47,1
7,8503,8,22,4,2007,9,31,1
6,3873,1,21,4,2007,19,21,1
6,594,8,21,4,2007,2,0,1
5,5491,3,20,4,2007,18,32,1
5,6738,4,20,4,2007,14,45,1
5,8379,3,20,4,2007,14,0,1
5,5491,3,20,4,2007,14,0,1
5,408,2,20,4,2007,13,20,1
4,125,2,19,4,2007,19,16,1
4,723,8,19,4,2007,19,0,1
4,1449,1,19,4,2007,18,22,1
4,125,2,19,4,2007,13,27,1
4,6745,5,19,4,2007,11,20,1
4,6313,3,19,4,2007,8,45,1
3,925,2,18,4,2007,23,10,1
3,1347,8,18,4,2007,17,4,1
3,1786,8,18,4,2007,12,30,1
3,851,3,18,4,2007,11,35,1
2,1347,8,17,4,2007,18,0,1
2,1304,5,17,4,2007,2,30,1
1,2617,1,16,4,2007,14,33,1
1,652,2,16,4,2007,6,42,1
7,501,4,8,4,2007,17,57,1
7,3567,6,8,4,2007,17,0,1
7,8075,3,8,4,2007,12,11,1
7,6409,5,8,4,2007,11,17,1
7,6832,3,8,4,2007,7,46,1
6,1790,1,7,4,2007,22,15,1
6,798,5,7,4,2007,17,20,1
6,8379,3,7,4,2007,13,5,1
6,3337,4,7,4,2007,12,0,1
6,7243,1,7,4,2007,2,32,1
5,8087,9,6,4,2007,18,28,1
4,10693,7,5,4,2007,23,34,1
4,9629,5,5,4,2007,15,14,1
4,3877,3,5,4,2007,15,9,1
4,6409,5,5,4,2007,15,0,1
4,2383,5,5,4,2007,10,48,1
4,6409,5,5,4,2007,10,37,1
4,8379,3,5,4,2007,10,34,1
4,713,4,5,4,2007,6,45,1
3,125,2,4,4,2007,14,57,1
3,6101,5,4,4,2007,13,26,1
2,13182,9,3,4,2007,16,35,1
2,12418,9,3,4,2007,12,30,1
2,15476,8,3,4,2007,10,0,1
1,7745,4,2,4,2007,8,25,1
7,11182,5,25,3,2007,18,6,1
7,2398,2,25,3,2007,12,0,1
7,2393,8,25,3,2007,10,40,1
7,259,5,25,3,2007,3,8,1
7,979,4,25,3,2007,2,25,1
6,1091,10,24,3,2007,14,45,1
6,1920,5,24,3,2007,14,33,1
6,195,8,24,3,2007,8,6,1
6,601,9,24,3,2007,8,1,1
5,1347,8,23,3,2007,16,55,1
4,1615,2,22,3,2007,22,53,1
4,1469,3,22,3,2007,16,57,1
4,2101,1,22,3,2007,16,48,1
4,125,2,22,3,2007,14,39,1
4,3570,1,22,3,2007,9,30,1
4,2894,2,22,3,2007,7,8,1
3,1347,8,21,3,2007,16,40,1
3,1331,4,21,3,2007,15,45,1
3,8379,3,21,3,2007,13,20,1
3,737,5,21,3,2007,7,45,1
3,9702,7,21,3,2007,2,10,1
2,2601,3,20,3,2007,19,46,1
2,5464,5,20,3,2007,10,10,1
1,1895,3,19,3,2007,16,15,1
1,3532,3,19,3,2007,14,37,1
1,3532,3,19,3,2007,12,46,1
1,8379,3,19,3,2007,11,38,1
7,1920,5,11,3,2007,14,30,1
7,280,3,11,3,2007,3,29,1
6,18,10,10,3,2007,23,0,1
6,6409,5,10,3,2007,22,45,1
6,1899,5,10,3,2007,19,20,1
6,1042,3,10,3,2007,13,38,1
6,9236,7,10,3,2007,8,50,1
6,125,2,10,3,2007,8,23,1
6,213,4,10,3,2007,7,50,1
6,5206,5,10,3,2007,0,15,1
5,125,2,9,3,2007,22,23,1
5,125,2,9,3,2007,21,50,1
5,538,8,9,3,2007,17,10,1
5,1347,8,9,3,2007,15,12,1
5,13037,3,9,3,2007,13,46,1
4,5083,3,8,3,2007,17,30,1
4,125,2,8,3,2007,13,1,1
4,8379,3,8,3,2007,12,40,1
3,501,4,7,3,2007,19,30,1
3,324,1,7,3,2007,19,0,1
3,3369,3,7,3,2007,17,35,1
3,5491,3,7,3,2007,16,54,1
3,5491,3,7,3,2007,14,37,1
3,356,3,7,3,2007,14,4,1
3,3532,3,7,3,2007,12,27,1
3,305,9,7,3,2007,9,38,1
3,1351,8,7,3,2007,9,0,1
3,511,4,7,3,2007,2,10,1
2,93,7,6,3,2007,23,53,1
2,9629,5,6,3,2007,17,14,1
2,369,5,6,3,2007,15,11,1
2,17230,3,6,3,2007,15,7,1
2,10902,4,6,3,2007,9,29,1
2,1752,3,6,3,2007,9,29,1
2,8923,3,6,3,2007,9,24,1
1,1733,1,5,3,2007,20,0,1
1,280,3,5,3,2007,13,53,1
7,326,2,25,2,2007,14,29,1
7,2340,3,25,2,2007,11,40,1
7,1520,5,25,2,2007,11,30,1
7,11593,9,25,2,2007,9,50,1
7,3619,2,25,2,2007,7,26,1
6,5472,3,24,2,2007,18,55,1
6,501,4,24,2,2007,15,46,1
6,2125,5,24,2,2007,11,26,1
6,7849,4,24,2,2007,10,0,1
6,7849,4,24,2,2007,10,0,1
6,15943,5,24,2,2007,7,4,1
5,7849,4,23,2,2007,10,34,1
5,2241,4,23,2,2007,8,1,1
5,1996,2,23,2,2007,6,42,1
4,501,4,22,2,2007,17,8,1
4,366,10,22,2,2007,9,59,1
3,3619,2,21,2,2007,18,55,1
3,4815,3,21,2,2007,15,22,1
3,2341,5,21,2,2007,14,35,1
3,10602,1,21,2,2007,9,15,1
3,1722,2,21,2,2007,9,1,1
3,1917,2,21,2,2007,7,21,1
2,36,2,20,2,2007,20,25,1
2,7176,7,20,2,2007,6,0,1
1,4848,3,19,2,2007,16,52,1
1,1155,2,19,2,2007,13,0,1
1,3139,5,19,2,2007,9,45,1
1,5164,4,19,2,2007,8,30,1
1,46,2,19,2,2007,6,52,1
7,5917,9,11,2,2007,16,23,1
7,1485,5,11,2,2007,15,16,1
7,146,10,11,2,2007,12,45,1
7,1712,6,11,2,2007,11,0,1
7,1525,4,11,2,2007,8,27,1
6,2165,9,10,2,2007,14,7,1
6,459,8,10,2,2007,7,30,1
6,501,4,10,2,2007,4,45,1
6,1431,10,10,2,2007,3,22,1
5,2630,5,9,2,2007,16,41,1
5,290,1,9,2,2007,13,16,1
5,10902,2,9,2,2007,10,0,1
5,77,10,9,2,2007,9,0,1
3,8544,5,7,2,2007,16,40,1
3,1790,1,7,2,2007,14,45,1
2,326,2,6,2,2007,18,11,1
2,7260,7,6,2,2007,11,40,1
1,1041,5,5,2,2007,20,0,1
1,356,3,5,2,2007,16,35,1
1,12823,9,5,2,2007,6,37,1
1,501,4,5,2,2007,5,20,1
7,501,4,28,1,2007,21,38,1
7,501,4,28,1,2007,16,0,1
7,8640,3,28,1,2007,15,45,1
7,992,1,28,1,2007,9,30,1
7,3142,6,28,1,2007,0,1,1
6,741,2,27,1,2007,11,40,1
6,501,4,27,1,2007,10,0,1
5,2101,1,26,1,2007,17,55,1
5,435,10,26,1,2007,17,18,1
5,1401,1,26,1,2007,16,50,1
5,346,1,26,1,2007,16,0,1
5,5121,5,26,1,2007,9,17,1
4,5121,5,25,1,2007,18,40,1
4,10196,8,25,1,2007,11,55,1
4,10902,4,25,1,2007,11,0,1
4,176,1,25,1,2007,10,0,1
4,14003,3,25,1,2007,9,45,1
4,5055,2,25,1,2007,7,20,1
3,174,8,24,1,2007,11,13,1
2,3105,9,23,1,2007,6,25,1
1,2987,10,22,1,2007,18,25,1
1,4323,1,22,1,2007,6,36,1
7,530,8,14,1,2007,18,28,1
7,408,2,14,1,2007,12,15,1
6,8877,7,13,1,2007,22,30,1
6,7957,6,13,1,2007,20,0,1
6,1996,2,13,1,2007,18,42,1
6,11682,5,13,1,2007,8,20,1
6,1615,2,13,1,2007,0,1,1
5,518,10,12,1,2007,19,10,1
5,9661,8,12,1,2007,11,30,1
5,501,4,12,1,2007,5,45,1
4,3181,10,11,1,2007,18,10,1
4,6132,8,11,1,2007,10,25,1
4,2945,3,11,1,2007,9,47,1
4,10383,2,11,1,2007,6,38,1
4,841,2,11,1,2007,6,26,1
3,359,10,10,1,2007,13,40,1
3,2945,3,10,1,2007,10,41,1
3,501,4,10,1,2007,5,15,1
2,15916,9,9,1,2007,19,40,1
2,359,10,9,1,2007,18,45,1
2,1449,1,9,1,2007,14,0,1
2,5518,4,9,1,2007,13,27,1
2,1162,1,9,1,2007,3,22,1
1,3787,5,8,1,2007,13,30,1
1,492,6,8,1,2007,8,39,1
7,6483,1,31,12,2006,21,30,1
7,468,2,31,12,2006,15,35,1
7,501,4,31,12,2006,0,50,1
6,501,4,30,12,2006,14,35,1
6,3567,6,30,12,2006,9,0,1
5,501,4,29,12,2006,21,0,1
5,2101,1,29,12,2006,19,43,1
5,5518,4,29,12,2006,18,24,1
5,3611,3,29,12,2006,18,0,1
4,501,4,28,12,2006,22,55,1
4,468,2,28,12,2006,18,5,1
4,2575,9,28,12,2006,14,30,1
4,772,10,28,12,2006,13,30,1
4,1209,1,28,12,2006,6,20,1
3,772,10,27,12,2006,21,25,1
3,925,2,27,12,2006,19,30,1
3,408,2,27,12,2006,16,17,1
3,5934,4,27,12,2006,10,18,1
3,10733,6,27,12,2006,8,26,1
2,1809,10,26,12,2006,20,55,1
2,2101,1,26,12,2006,20,7,1
2,157,5,26,12,2006,8,6,1
2,1722,2,26,12,2006,6,45,1
1,772,10,25,12,2006,20,55,1
1,1345,1,25,12,2006,5,55,1
1,125,2,25,12,2006,0,30,1
7,36,2,17,12,2006,14,17,1
7,501,4,17,12,2006,8,50,1
6,6427,9,16,12,2006,20,55,1
5,1606,2,15,12,2006,19,56,1
5,1154,9,15,12,2006,15,19,1
5,9117,1,15,12,2006,0,30,1
4,1460,3,14,12,2006,15,10,1
4,1975,2,14,12,2006,10,0,1
4,125,2,14,12,2006,9,53,1
4,1732,3,14,12,2006,8,30,1
4,644,1,14,12,2006,6,20,1
4,1632,2,14,12,2006,0,28,1
2,4371,3,12,12,2006,16,0,1
2,2101,1,12,12,2006,12,8,1
7,363,2,3,12,2006,23,25,1
7,36,2,3,12,2006,14,50,1
7,5847,5,3,12,2006,6,37,1
6,3403,8,2,12,2006,12,10,1
6,2498,5,2,12,2006,6,41,1
6,1284,4,2,12,2006,0,47,1
5,1284,4,1,12,2006,22,21,1
5,4866,9,1,12,2006,0,1,1
4,2192,10,30,11,2006,17,41,1
4,83,2,30,11,2006,16,42,1
3,8973,1,29,11,2006,13,0,1
3,3259,1,29,11,2006,12,0,1
2,501,4,28,11,2006,18,14,1
2,1615,2,28,11,2006,18,13,1
2,1615,2,28,11,2006,17,45,1
2,2400,10,28,11,2006,17,5,1
2,22,10,28,11,2006,15,36,1
2,1233,4,28,11,2006,13,41,1
2,356,3,28,11,2006,12,21,1
1,2945,3,27,11,2006,13,55,1
1,14127,2,27,11,2006,6,0,1
6,8087,9,18,11,2006,14,15,1
6,392,4,18,11,2006,9,0,1
6,192,1,18,11,2006,0,5,1
5,435,10,17,11,2006,19,20,1
5,12041,8,17,11,2006,18,27,1
5,7586,4,17,11,2006,18,0,1
4,501,4,16,11,2006,17,45,1
4,5625,8,16,11,2006,16,20,1
4,2739,2,16,11,2006,8,0,1
3,2483,1,15,11,2006,23,0,1
3,3793,4,15,11,2006,7,33,1
3,1637,2,15,11,2006,5,40,1
2,356,3,14,11,2006,12,31,1
2,3217,6,14,11,2006,11,58,1
2,1150,2,14,11,2006,10,34,1
2,9499,4,14,11,2006,4,40,1
1,5727,9,13,11,2006,23,2,1
1,1042,3,13,11,2006,13,55,1
1,7303,3,13,11,2006,12,20,1
1,2904,2,13,11,2006,9,0,1
7,8405,9,5,11,2006,4,54,1
6,501,4,4,11,2006,23,10,1
6,501,4,4,11,2006,19,26,1
6,125,2,4,11,2006,17,30,1
5,1996,2,3,11,2006,22,0,1
5,36,2,3,11,2006,13,42,1
5,9519,6,3,11,2006,11,55,1
5,4676,4,3,11,2006,9,0,1
5,369,5,3,11,2006,7,30,1
5,501,4,3,11,2006,5,7,1
4,1150,2,2,11,2006,21,40,1
4,1116,2,2,11,2006,10,10,1
4,8636,2,2,11,2006,10,0,1
3,3532,3,1,11,2006,12,7,1
3,2398,2,1,11,2006,9,25,1
2,1567,5,31,10,2006,18,0,1
2,359,10,31,10,2006,17,35,1
2,1918,1,31,10,2006,16,0,1
2,5979,5,31,10,2006,11,15,1
2,2345,3,31,10,2006,9,51,1
2,13082,5,31,10,2006,8,0,1
2,3376,10,31,10,2006,1,31,1
1,242,10,30,10,2006,20,50,1
1,2041,10,30,10,2006,18,20,1
1,2233,6,30,10,2006,16,25,1
1,13774,9,30,10,2006,15,35,1
1,501,4,30,10,2006,12,55,1
1,2170,5,30,10,2006,11,21,1
1,501,4,30,10,2006,4,24,1
1,7181,3,30,10,2006,0,15,1
1,9148,4,30,10,2006,0,3,1
6,1287,2,21,10,2006,21,45,1
6,15667,9,21,10,2006,17,0,1
5,2192,10,20,10,2006,21,15,1
5,3619,2,20,10,2006,21,5,1
5,3965,3,20,10,2006,13,30,1
5,729,4,20,10,2006,10,40,1
4,704,2,19,10,2006,10,34,1
3,5664,7,18,10,2006,18,0,1
3,10304,3,18,10,2006,11,0,1
3,2424,2,18,10,2006,9,40,1
3,501,4,18,10,2006,8,43,1
2,232,4,17,10,2006,13,15,1
2,232,4,17,10,2006,8,30,1
2,16021,1,17,10,2006,6,40,1
1,1752,3,16,10,2006,16,20,1
1,11742,3,16,10,2006,16,12,1
1,21132,2,16,10,2006,11,25,1
1,21132,2,16,10,2006,10,50,1
1,13030,4,16,10,2006,10,10,1
7,501,4,8,10,2006,0,10,1
6,908,10,7,10,2006,23,55,1
5,716,5,6,10,2006,14,4,1
5,4037,4,6,10,2006,11,8,1
5,2617,1,6,10,2006,10,58,1
4,10816,9,5,10,2006,13,30,1
3,4703,1,4,10,2006,20,0,1
3,8087,9,4,10,2006,12,54,1
3,125,2,4,10,2006,7,40,1
3,1615,2,4,10,2006,7,9,1
3,1395,6,4,10,2006,0,51,1
2,10687,4,3,10,2006,15,35,1
2,4071,4,3,10,2006,12,15,1
2,15184,2,3,10,2006,11,15,1
2,97,2,3,10,2006,11,2,1
1,2191,1,2,10,2006,22,10,1
1,4350,5,2,10,2006,21,31,1
1,6913,3,2,10,2006,16,8,1
1,22,10,2,10,2006,15,0,1
1,16173,4,2,10,2006,13,50,1
1,939,5,2,10,2006,12,18,1
1,1470,1,2,10,2006,11,0,1
5,2812,8,22,9,2006,14,54,1
5,2030,6,22,9,2006,14,30,1
5,566,4,22,9,2006,8,35,1
5,1822,4,22,9,2006,8,30,1
4,1951,2,21,9,2006,22,0,1
4,1287,2,21,9,2006,16,0,1
4,4298,10,21,9,2006,8,56,1
3,239,6,20,9,2006,20,0,1
3,1895,3,20,9,2006,18,36,1
3,2739,2,20,9,2006,3,20,1
3,501,4,20,9,2006,0,30,1
2,4177,6,19,9,2006,14,30,1
2,8889,3,19,9,2006,11,54,1
2,8847,6,19,9,2006,6,30,1
2,501,4,19,9,2006,2,30,1
1,1287,2,18,9,2006,20,50,1
1,9244,3,18,9,2006,0,1,1
7,8087,9,10,9,2006,13,28,1
7,713,4,10,9,2006,6,36,1
6,6077,2,9,9,2006,20,45,1
6,12631,8,9,9,2006,16,50,1
6,501,4,9,9,2006,15,20,1
6,7578,4,9,9,2006,11,2,1
6,5454,8,9,9,2006,8,5,1
5,1274,2,8,9,2006,18,30,1
5,242,10,8,9,2006,10,20,1
5,13030,4,8,9,2006,9,44,1
5,1214,10,8,9,2006,7,45,1
5,1214,10,8,9,2006,7,32,1
5,853,2,8,9,2006,0,27,1
4,36,2,7,9,2006,14,50,1
4,715,5,7,9,2006,14,49,1
4,8075,3,7,9,2006,11,19,1
4,210,1,7,9,2006,11,0,1
3,1615,2,6,9,2006,19,24,1
3,18719,9,6,9,2006,15,21,1
2,6313,3,5,9,2006,15,20,1
7,15976,6,27,8,2006,16,30,1
7,3532,3,27,8,2006,14,0,1
6,9235,9,26,8,2006,22,40,1
6,10732,8,26,8,2006,20,10,1
6,22,10,26,8,2006,19,35,1
6,36,2,26,8,2006,14,30,1
6,14513,8,26,8,2006,13,48,1
6,356,3,26,8,2006,13,6,1
6,14023,5,26,8,2006,3,40,1
6,5805,6,26,8,2006,3,40,1
5,14623,3,25,8,2006,10,0,1
5,17115,7,25,8,2006,10,0,1
5,4477,4,25,8,2006,9,30,1
5,2472,8,25,8,2006,9,15,1
5,4998,4,25,8,2006,3,30,1
4,232,4,24,8,2006,22,0,1
4,552,4,24,8,2006,2,28,1
3,1895,3,23,8,2006,14,37,1
3,2401,3,23,8,2006,14,12,1
3,648,2,23,8,2006,14,0,1
3,125,2,23,8,2006,9,54,1
2,816,2,22,8,2006,11,52,1
2,105,5,22,8,2006,8,40,1
7,5206,5,13,8,2006,23,30,1
7,501,4,13,8,2006,16,30,1
7,1469,3,13,8,2006,8,20,1
7,2793,4,13,8,2006,0,37,1
6,2680,4,12,8,2006,21,1,1
6,13758,7,12,8,2006,16,49,1
6,840,5,12,8,2006,5,20,1
5,12048,7,11,8,2006,20,31,1
5,1920,5,11,8,2006,20,15,1
5,3786,1,11,8,2006,19,50,1
5,1615,2,11,8,2006,19,25,1
5,1525,4,11,8,2006,16,10,1
5,14603,3,11,8,2006,12,0,1
5,2046,2,11,8,2006,5,0,1
5,13102,6,11,8,2006,2,17,1
4,713,4,10,8,2006,8,6,1
3,323,9,9,8,2006,20,45,1
3,4736,3,9,8,2006,17,0,1
3,6193,2,9,8,2006,12,50,1
3,6198,2,9,8,2006,12,30,1
2,356,3,8,8,2006,23,25,1
2,1615,2,8,8,2006,17,40,1
2,242,10,8,8,2006,10,45,1
2,3619,2,8,8,2006,5,45,1
1,2657,6,7,8,2006,21,5,1
1,8752,9,7,8,2006,19,30,1
1,1345,1,7,8,2006,16,45,1
1,21087,3,7,8,2006,11,50,1
1,501,4,7,8,2006,10,0,1
1,12159,1,7,8,2006,0,30,1
1,2565,4,7,8,2006,0,2,1
7,105,5,30,7,2006,15,1,1
6,8188,5,29,7,2006,22,56,1
6,349,2,29,7,2006,15,25,1
6,713,4,29,7,2006,5,10,1
5,1790,1,28,7,2006,22,57,1
5,3861,8,28,7,2006,15,30,1
5,11917,3,28,7,2006,14,0,1
5,36,2,28,7,2006,13,40,1
4,3702,5,27,7,2006,23,30,1
4,10065,5,27,7,2006,19,17,1
4,4140,10,27,7,2006,14,59,1
4,8063,4,27,7,2006,2,35,1
3,9193,1,26,7,2006,22,0,1
3,8411,5,26,7,2006,18,0,1
3,1273,10,26,7,2006,16,4,1
3,277,10,26,7,2006,13,40,1
3,978,1,26,7,2006,11,55,1
3,1274,2,26,7,2006,6,30,1
2,4053,9,25,7,2006,18,10,1
2,4510,5,25,7,2006,18,1,1
2,2737,3,25,7,2006,11,41,1
2,4805,8,25,7,2006,2,16,1
1,408,2,24,7,2006,21,17,1
1,3550,4,24,7,2006,4,54,1
7,2725,4,16,7,2006,17,32,1
7,2812,8,16,7,2006,6,18,1
7,748,5,16,7,2006,5,6,1
6,11979,3,15,7,2006,23,20,1
6,138,10,15,7,2006,10,24,1
6,13060,1,15,7,2006,3,25,1
5,1615,2,14,7,2006,18,25,1
5,1951,2,14,7,2006,12,56,1
4,8379,3,13,7,2006,20,44,1
3,501,4,12,7,2006,20,47,1
3,36,2,12,7,2006,17,30,1
3,10602,1,12,7,2006,15,0,1
3,4435,3,12,7,2006,14,28,1
3,326,2,12,7,2006,11,40,1
2,1181,2,11,7,2006,16,40,1
2,737,5,11,7,2006,9,43,1
2,1703,5,11,7,2006,9,0,1
2,501,4,11,7,2006,2,40,1
1,4497,5,10,7,2006,15,25,1
1,5814,1,10,7,2006,13,30,1
1,501,4,10,7,2006,11,8,1
1,15357,3,10,7,2006,11,0,1
1,4937,9,10,7,2006,10,30,1
1,11409,8,10,7,2006,9,0,1
7,3619,2,2,7,2006,12,45,1
6,501,4,1,7,2006,16,0,1
6,11383,7,1,7,2006,5,10,1
5,922,9,30,6,2006,14,45,1
4,2848,2,29,6,2006,9,30,1
3,8620,9,28,6,2006,21,20,1
3,2855,1,28,6,2006,18,15,1
3,2904,2,28,6,2006,13,14,1
3,1273,10,28,6,2006,12,20,1
3,21087,3,28,6,2006,10,0,1
2,2848,2,27,6,2006,14,25,1
2,8117,5,27,6,2006,13,32,1
2,20774,1,27,6,2006,10,12,1
2,2046,2,27,6,2006,7,52,1
2,1328,3,27,6,2006,7,0,1
2,3747,1,27,6,2006,0,30,1
1,36,2,26,6,2006,22,30,1
1,872,2,26,6,2006,15,1,1
1,16098,8,26,6,2006,14,0,1
1,8318,1,26,6,2006,10,10,1
1,77,10,26,6,2006,1,45,1
1,8815,9,26,6,2006,0,18,1
7,2563,10,18,6,2006,2,13,1
6,4166,1,17,6,2006,22,15,1
6,103,1,17,6,2006,11,45,1
5,3619,2,16,6,2006,14,37,1
5,8087,9,16,6,2006,14,15,1
5,779,2,16,6,2006,13,0,1
5,16323,9,16,6,2006,13,0,1
5,772,10,16,6,2006,8,40,1
5,1899,5,16,6,2006,1,6,1
5,3747,1,16,6,2006,0,45,1
4,1206,7,15,6,2006,15,0,1
4,349,2,15,6,2006,12,0,1
4,9189,7,15,6,2006,9,45,1
4,242,10,15,6,2006,7,25,1
3,36,2,14,6,2006,15,40,1
3,1770,3,14,6,2006,14,5,1
3,2848,2,14,6,2006,11,12,1
3,4561,3,14,6,2006,9,30,1
2,5134,6,13,6,2006,18,30,1
2,203,2,13,6,2006,18,0,1
2,4613,2,13,6,2006,17,20,1
2,2332,2,13,6,2006,12,30,1
2,8889,3,13,6,2006,10,15,1
2,3012,4,13,6,2006,9,22,1
1,1615,2,12,6,2006,21,15,1
7,3165,6,4,6,2006,21,57,1
7,259,5,4,6,2006,21,11,1
7,8552,5,4,6,2006,20,35,1
7,158,2,4,6,2006,11,1,1
7,1284,4,4,6,2006,8,20,1
7,27,5,4,6,2006,6,0,1
7,13875,5,4,6,2006,3,30,1
6,1372,5,3,6,2006,22,30,1
6,1345,1,3,6,2006,21,45,1
6,15519,8,3,6,2006,16,22,1
6,1513,6,3,6,2006,14,0,1
6,2904,2,3,6,2006,12,7,1
6,2563,10,3,6,2006,9,40,1
6,16276,9,3,6,2006,2,30,1
5,6601,1,2,6,2006,21,0,1
5,1119,2,2,6,2006,4,34,1
4,11021,4,1,6,2006,1,17,1
3,451,2,31,5,2006,11,1,1
1,6677,5,29,5,2006,23,0,1
1,2155,4,29,5,2006,8,7,1
1,2155,4,29,5,2006,8,7,1
7,5015,1,21,5,2006,23,24,1
7,427,2,21,5,2006,18,25,1
7,4693,8,21,5,2006,18,3,1
7,3164,9,21,5,2006,15,25,1
7,11206,9,21,5,2006,12,40,1
6,10732,8,20,5,2006,0,15,1
5,88,2,19,5,2006,16,43,1
5,6882,3,19,5,2006,14,30,1
5,4136,1,19,5,2006,11,0,1
5,208,1,19,5,2006,7,55,1
4,4141,4,18,5,2006,18,45,1
4,13630,9,18,5,2006,17,25,1
4,1345,1,18,5,2006,11,0,1
4,9878,9,18,5,2006,9,0,1
3,1975,2,17,5,2006,16,41,1
2,125,2,16,5,2006,19,0,1
2,2214,1,16,5,2006,14,35,1
2,125,2,16,5,2006,12,0,1
2,7379,2,16,5,2006,9,6,1
1,105,5,15,5,2006,20,30,1
1,1182,5,15,5,2006,17,0,1
1,1566,5,15,5,2006,6,0,1
7,9893,3,7,5,2006,18,23,1
7,2765,5,7,5,2006,14,18,1
7,125,2,7,5,2006,13,15,1
7,992,1,7,5,2006,0,30,1
4,125,2,4,5,2006,19,3,1
4,280,3,4,5,2006,17,4,1
4,1305,1,4,5,2006,15,49,1
4,5801,1,4,5,2006,10,50,1
4,349,2,4,5,2006,6,30,1
3,714,2,3,5,2006,14,7,1
3,460,5,3,5,2006,12,0,1
3,6045,8,3,5,2006,8,7,1
3,1224,1,3,5,2006,3,36,1
2,1041,5,2,5,2006,18,40,1
2,14074,5,2,5,2006,12,42,1
2,501,4,2,5,2006,4,0,1
1,4281,9,1,5,2006,19,45,1
1,1694,1,1,5,2006,5,41,1
1,2945,3,1,5,2006,0,23,1
7,11470,1,23,4,2006,19,0,1
6,817,2,22,4,2006,21,47,1
5,203,2,21,4,2006,19,25,1
5,10383,2,21,4,2006,10,12,1
3,1615,2,19,4,2006,18,45,1
2,5621,4,18,4,2006,20,20,1
2,14021,3,18,4,2006,18,57,1
2,1449,1,18,4,2006,13,30,1
2,7182,3,18,4,2006,2,15,1
1,6867,2,17,4,2006,9,30,1
7,2891,5,9,4,2006,13,27,1
6,772,10,8,4,2006,16,0,1
6,1447,9,8,4,2006,15,45,1
5,8521,8,7,4,2006,23,32,1
5,38,10,7,4,2006,17,25,1
5,11554,3,7,4,2006,14,2,1
5,673,10,7,4,2006,8,29,1
4,1615,2,6,4,2006,18,35,1
4,203,2,6,4,2006,1,15,1
3,357,4,5,4,2006,14,38,1
3,2414,3,5,4,2006,14,29,1
3,2445,2,5,4,2006,9,45,1
2,3619,2,4,4,2006,22,10,1
2,15721,8,4,4,2006,20,15,1
2,2876,4,4,4,2006,10,45,1
7,468,2,26,3,2006,14,15,1
7,5493,2,26,3,2006,10,18,1
6,1287,2,25,3,2006,19,30,1
6,232,4,25,3,2006,12,50,1
6,3158,4,25,3,2006,8,0,1
5,242,10,24,3,2006,22,0,1
5,259,5,24,3,2006,20,21,1
5,1615,2,24,3,2006,16,24,1
5,15747,3,24,3,2006,12,45,1
5,232,4,24,3,2006,11,30,1
5,8809,4,24,3,2006,8,38,1
4,2904,2,23,3,2006,19,39,1
4,701,9,23,3,2006,19,9,1
4,501,4,23,3,2006,12,25,1
4,29,5,23,3,2006,10,50,1
3,1615,2,22,3,2006,18,37,1
3,1615,2,22,3,2006,18,30,1
3,1567,5,22,3,2006,16,10,1
1,798,5,20,3,2006,14,45,1
6,2891,5,11,3,2006,23,10,1
6,2285,5,11,3,2006,22,30,1
6,2143,8,11,3,2006,14,2,1
5,1615,2,10,3,2006,18,55,1
5,280,3,10,3,2006,17,44,1
4,2393,8,9,3,2006,22,29,1
4,242,10,9,3,2006,20,0,1
4,22,10,9,3,2006,17,32,1
4,125,2,9,3,2006,10,0,1
4,1162,1,9,3,2006,8,45,1
4,269,1,9,3,2006,7,30,1
4,14644,2,9,3,2006,2,5,1
3,3396,10,8,3,2006,17,53,1
3,430,1,8,3,2006,17,31,1
3,1192,9,8,3,2006,14,25,1
3,269,1,8,3,2006,11,23,1
3,501,4,8,3,2006,6,31,1
1,19363,3,6,3,2006,10,52,1
7,1942,2,26,2,2006,11,10,1
7,1469,3,26,2,2006,9,33,1
7,501,4,26,2,2006,4,44,1
6,39,3,25,2,2006,17,10,1
6,6079,2,25,2,2006,9,41,1
6,6524,8,25,2,2006,1,0,1
5,612,3,24,2,2006,22,57,1
5,36,2,24,2,2006,16,55,1
5,18296,3,24,2,2006,12,53,1
5,3853,7,24,2,2006,10,34,1
5,2483,1,24,2,2006,9,51,1
4,4064,8,23,2,2006,22,0,1
4,3120,7,23,2,2006,15,22,1
4,507,5,23,2,2006,13,7,1
