"day","address","location","date","month","year","hour","min","KIDNAPPING"
2,7565,3,3,4,2007,1,0,0
2,2811,1,19,4,2005,13,20,0
6,927,1,18,5,2013,7,35,0
2,13335,4,21,8,2007,6,50,0
5,12792,9,16,5,2014,14,55,0
2,1790,1,26,7,2011,21,30,0
3,10450,2,20,4,2011,17,14,0
5,8195,9,14,11,2003,19,50,0
2,8223,2,6,9,2011,18,30,0
3,740,5,10,3,2010,17,8,0
5,2387,2,20,4,2007,20,0,0
6,4140,10,9,4,2011,16,5,0
7,5877,5,27,7,2014,13,0,0
5,1345,1,5,9,2008,12,0,0
4,16453,2,21,2,2013,23,27,0
6,13069,6,15,5,2004,12,30,0
6,1090,4,19,5,2012,16,45,0
3,511,4,29,4,2015,20,23,0
1,1960,4,1,9,2014,2,59,0
3,5667,6,25,1,2012,12,15,0
5,2489,1,21,10,2005,10,30,0
1,125,2,21,7,2014,13,10,0
1,4125,4,24,6,2013,1,43,0
7,1525,4,8,2,2004,22,0,0
1,6446,7,19,4,2010,14,35,0
2,554,10,2,9,2003,9,10,0
4,3898,2,24,6,2004,13,58,0
7,5054,2,27,7,2008,10,20,0
4,7872,3,12,12,2013,9,51,0
5,20926,3,15,12,2006,16,30,0
7,2297,5,19,4,2015,16,30,0
7,125,2,19,10,2014,2,14,0
5,21178,9,25,8,2006,15,0,0
7,6916,4,27,8,2006,17,30,0
2,3396,10,22,1,2013,3,30,0
5,14470,8,24,7,2009,2,35,0
4,6626,3,22,1,2009,18,35,0
5,8141,5,31,10,2003,15,52,0
3,2706,10,22,7,2009,13,0,0
1,1891,5,13,10,2008,18,0,0
5,2793,4,20,10,2006,7,15,0
7,4657,4,13,3,2005,10,10,0
6,300,5,27,11,2004,4,40,0
2,4205,7,8,7,2008,11,14,0
3,1315,1,20,4,2005,17,30,0
5,56,2,22,8,2008,19,30,0
2,147,5,20,1,2009,23,59,0
3,2571,1,11,7,2012,15,45,0
1,104,2,6,3,2006,7,33,0
3,3405,5,26,12,2007,12,0,0
5,4096,3,15,12,2006,17,0,0
1,125,2,21,2,2005,10,0,0
7,9784,8,23,2,2003,19,0,0
3,3969,5,11,6,2008,16,0,0
2,6140,9,31,5,2005,0,48,0
5,8651,4,26,11,2004,20,15,0
3,6379,1,18,5,2011,21,44,0
2,7340,5,3,5,2005,20,30,0
6,2174,6,25,7,2009,21,0,0
1,8100,4,5,1,2015,6,53,0
1,926,4,1,9,2014,16,30,0
2,1951,2,3,2,2004,8,25,0
1,2564,5,27,6,2005,0,35,0
3,18729,8,6,4,2011,20,30,0
6,5656,4,3,6,2006,18,0,0
1,9877,1,9,11,2009,7,0,0
1,3802,5,18,4,2005,18,12,0
1,821,10,8,12,2008,13,17,0
5,10266,2,10,1,2003,14,30,0
4,1786,8,17,10,2013,13,16,0
2,10711,4,15,5,2007,15,15,0
5,924,5,2,12,2011,0,1,0
3,644,1,29,4,2015,13,40,0
7,1303,2,1,6,2008,13,0,0
7,10154,7,8,4,2007,19,5,0
3,138,10,20,8,2008,9,45,0
1,13182,9,2,4,2007,8,0,0
2,10254,3,31,5,2011,17,0,0
5,268,1,4,5,2012,23,44,0
6,3054,1,15,11,2014,19,42,0
6,5124,10,23,2,2008,2,30,0
2,927,1,5,8,2008,19,28,0
6,6826,7,17,10,2009,4,13,0
5,1285,5,21,8,2009,10,38,0
3,4870,8,18,3,2015,6,20,0
1,215,4,2,4,2012,1,30,0
1,1017,3,21,7,2003,16,32,0
6,7838,4,27,1,2007,2,0,0
3,11662,3,14,5,2008,23,16,0
1,408,2,5,3,2012,11,0,0
3,1220,10,20,10,2010,19,0,0
7,4565,6,20,5,2007,11,0,0
5,6478,9,20,2,2009,10,0,0
7,12145,6,29,6,2014,9,0,0
5,8687,4,9,3,2012,16,45,0
1,146,10,18,2,2013,18,54,0
6,5527,5,29,5,2004,7,36,0
3,763,7,26,12,2007,21,30,0
1,907,6,20,2,2012,14,35,0
2,8318,1,28,5,2013,11,8,0
1,50,5,9,12,2013,23,30,0
3,2737,3,4,3,2015,17,23,0
3,5509,2,8,2,2006,19,45,0
6,11182,5,13,7,2013,15,40,0
2,504,4,15,4,2008,7,30,0
6,7784,2,28,7,2012,21,0,0
2,2799,5,5,4,2011,16,30,0
3,2170,5,8,8,2012,19,25,0
5,644,1,7,3,2014,21,45,0
4,3396,10,19,5,2005,18,5,0
7,146,10,22,5,2011,19,10,0
4,1461,3,24,6,2004,23,30,0
4,125,2,26,12,2013,21,17,0
5,3183,2,19,4,2013,14,9,0
3,12890,3,20,3,2013,0,1,0
6,1790,1,30,7,2011,6,55,0
1,12087,5,20,8,2007,16,42,0
7,2752,9,28,6,2009,23,10,0
3,3388,2,19,3,2008,12,45,0
7,9843,4,22,2,2004,20,30,0
4,125,2,22,9,2005,18,0,0
1,1299,5,29,9,2008,18,0,0
1,9215,5,24,11,2014,17,40,0
3,2285,5,9,7,2003,8,0,0
3,232,4,2,4,2003,10,48,0
7,4126,8,2,11,2003,13,21,0
5,501,4,20,5,2011,0,45,0
2,631,2,21,7,2009,21,23,0
1,9813,5,1,9,2003,21,30,0
1,12826,9,12,4,2004,0,1,0
3,2666,3,2,11,2011,5,30,0
3,10763,10,30,11,2005,11,50,0
3,2419,8,26,6,2013,18,0,0
5,1841,8,2,5,2008,2,35,0
6,3142,6,19,11,2011,23,0,0
3,4879,1,15,6,2011,11,0,0
7,7111,4,13,3,2005,21,45,0
2,1757,3,18,8,2009,5,0,0
6,4337,2,22,8,2009,21,53,0
1,2696,4,27,6,2011,0,1,0
5,1130,2,8,4,2011,23,30,0
7,144,4,3,12,2006,13,50,0
5,11973,4,28,6,2013,22,1,0
6,1387,5,13,12,2014,15,25,0
4,14485,4,24,7,2003,20,5,0
1,1254,2,16,4,2012,18,0,0
7,177,10,28,6,2009,18,40,0
1,8771,2,25,6,2012,22,30,0
5,7770,8,21,9,2007,23,0,0
5,1098,2,9,9,2011,14,10,0
3,511,4,19,3,2014,3,45,0
1,8074,2,28,11,2005,23,16,0
2,5828,6,24,6,2003,15,0,0
1,3290,4,27,12,2010,16,54,0
3,4676,4,16,10,2013,12,52,0
4,5428,4,18,9,2003,17,30,0
2,8698,8,31,5,2011,21,0,0
2,13442,5,22,6,2004,11,0,0
5,9030,4,8,9,2006,23,0,0
4,4869,3,4,9,2014,10,0,0
7,5797,4,22,10,2006,12,0,0
1,4618,5,21,1,2008,11,24,0
1,9977,2,6,12,2004,2,30,0
5,8613,6,29,5,2009,22,5,0
2,5742,2,20,9,2005,8,20,0
6,376,2,14,11,2009,18,30,0
5,4032,3,1,12,2006,15,39,0
6,408,2,1,11,2014,17,0,0
3,2351,6,15,6,2011,20,20,0
2,357,4,6,3,2007,21,30,0
4,5633,8,21,3,2013,8,30,0
5,21584,8,20,5,2005,19,0,0
2,125,2,31,3,2009,17,0,0
1,105,5,11,12,2006,13,0,0
4,3331,2,18,11,2010,13,0,0
2,1352,4,12,12,2006,11,11,0
7,1390,5,9,2,2003,16,49,0
7,825,2,20,11,2005,18,20,0
2,166,10,2,9,2008,21,39,0
4,7214,7,17,11,2005,16,0,0
7,272,8,2,11,2014,2,0,0
2,4370,2,1,10,2013,20,0,0
4,125,2,8,7,2004,12,0,0
4,1943,2,26,7,2012,16,32,0
6,2393,8,13,8,2005,0,2,0
7,11169,5,19,4,2009,18,0,0
6,2391,2,30,10,2004,1,0,0
2,3101,1,28,6,2011,9,0,0
7,7983,7,2,11,2014,15,0,0
2,6016,8,14,12,2010,15,0,0
3,5004,5,1,10,2008,13,19,0
6,5341,9,7,3,2015,0,30,0
3,2835,10,18,3,2009,23,0,0
6,9475,4,27,8,2011,12,15,0
6,14952,6,26,7,2003,21,0,0
6,468,2,21,3,2009,13,0,0
2,16820,5,11,12,2012,15,15,0
1,8503,8,21,2,2011,21,0,0
4,21951,5,16,10,2003,16,28,0
3,7504,5,14,10,2009,23,30,0
5,1091,10,19,5,2006,21,5,0
3,3024,7,24,12,2014,15,30,0
7,21827,7,17,10,2004,22,0,0
3,11354,8,23,7,2014,16,43,0
5,7942,5,14,11,2008,7,30,0
4,1285,10,24,12,2009,7,0,0
5,3762,1,21,2,2014,14,30,0
1,2723,5,26,12,2005,22,0,0
5,14982,5,21,3,2003,11,45,0
5,427,2,30,7,2010,4,30,0
6,144,4,25,1,2014,9,40,0
5,9882,7,28,6,2013,18,42,0
6,564,10,6,10,2007,19,35,0
5,3532,3,17,12,2010,3,0,0
1,7597,8,16,4,2012,19,30,0
7,3898,2,30,1,2005,17,0,0
5,213,4,11,7,2003,19,39,0
6,4533,2,3,12,2011,3,22,0
7,15021,3,25,7,2004,9,0,0
4,3647,1,25,12,2014,14,0,0
1,4648,1,22,6,2009,1,4,0
3,2290,1,2,4,2014,14,5,0
3,5446,8,5,10,2005,22,30,0
5,10889,4,22,8,2014,12,14,0
1,744,10,19,3,2007,19,2,0
4,1904,4,24,3,2005,14,30,0
2,1117,4,6,1,2009,19,48,0
5,10923,4,24,2,2012,23,45,0
7,10565,9,22,10,2006,18,0,0
5,3414,10,20,4,2007,13,25,0
5,4977,1,16,5,2003,10,0,0
1,764,6,28,5,2012,4,30,0
1,11461,4,22,12,2008,22,59,0
4,138,2,12,6,2008,13,44,0
3,6738,4,2,10,2013,21,30,0
6,1090,4,25,2,2006,22,59,0
7,804,8,3,5,2015,21,0,0
6,1435,2,25,1,2014,14,10,0
4,1792,2,26,1,2012,19,0,0
1,9915,9,21,7,2014,9,0,0
4,10144,3,16,10,2014,12,0,0
7,22316,1,15,6,2003,23,45,0
2,4911,1,17,3,2015,20,9,0
1,15503,4,13,9,2004,17,20,0
5,6504,3,21,2,2014,1,45,0
2,9962,2,22,6,2004,19,30,0
3,4813,7,19,10,2005,0,42,0
6,8477,5,24,7,2004,13,0,0
7,2824,4,2,12,2007,6,17,0
4,125,2,8,7,2004,8,50,0
1,1667,3,3,2,2014,18,38,0
6,11008,6,7,5,2011,19,0,0
1,17241,9,6,2,2006,7,30,0
6,363,2,18,9,2004,5,30,0
1,13401,3,28,6,2010,22,0,0
4,21899,3,19,2,2004,14,26,0
7,5,8,26,1,2014,18,0,0
4,4093,2,26,6,2003,23,0,0
1,1760,10,10,1,2005,16,5,0
1,267,8,22,12,2008,14,25,0
4,2383,5,12,1,2006,2,15,0
5,5825,7,28,1,2011,20,0,0
7,435,10,28,8,2011,15,0,0
5,5955,8,27,6,2014,8,17,0
1,272,8,7,3,2005,22,30,0
2,5117,3,21,8,2007,17,30,0
4,2246,8,30,5,2013,8,0,0
1,13173,4,24,1,2011,19,8,0
4,1557,9,20,3,2014,15,0,0
6,8880,2,8,4,2006,13,0,0
5,1502,2,3,12,2010,23,30,0
4,191,3,18,4,2013,17,5,0
1,2618,3,22,2,2010,16,26,0
1,4701,5,10,6,2013,15,15,0
2,3386,1,1,4,2008,2,30,0
6,93,7,5,4,2008,18,50,0
2,403,7,15,10,2013,6,17,0
3,8351,1,23,7,2014,15,14,0
5,1619,3,27,11,2009,22,15,0
7,419,5,1,1,2006,5,15,0
3,223,10,16,11,2005,0,10,0
3,1091,10,10,8,2011,19,58,0
5,11243,6,22,8,2014,9,57,0
1,2622,2,2,5,2005,2,0,0
6,2393,8,24,2,2007,20,45,0
3,9625,7,28,4,2004,22,30,0
4,2061,2,26,6,2014,20,0,0
3,10236,6,14,11,2007,4,0,0
2,15837,8,3,2,2009,21,45,0
2,7243,1,14,10,2008,7,0,0
2,7955,4,20,8,2013,7,30,0
5,646,6,29,11,2013,17,53,0
2,216,6,3,2,2009,16,39,0
2,3898,2,20,1,2015,18,30,0
5,9604,5,1,5,2009,2,55,0
7,5408,5,11,9,2005,19,15,0
1,2370,1,14,10,2013,16,53,0
5,3109,4,10,8,2007,20,30,0
3,1016,4,28,5,2008,18,30,0
3,5807,7,30,9,2009,18,30,0
1,132,7,16,9,2013,18,5,0
7,125,2,15,1,2012,13,30,0
2,10139,3,18,9,2007,9,29,0
4,18446,5,13,11,2008,11,44,0
3,232,4,25,8,2010,12,45,0
6,929,7,4,10,2003,22,0,0
2,1353,4,16,11,2010,8,21,0
2,8223,2,3,9,2013,8,39,0
3,2016,6,13,7,2005,23,30,0
4,7636,7,2,4,2009,18,0,0
5,1876,8,22,8,2003,19,0,0
7,10156,4,2,1,2011,17,34,0
2,22,10,1,5,2007,8,0,0
1,600,3,24,12,2012,1,45,0
1,7064,4,15,10,2012,5,25,0
2,1553,4,3,2,2009,18,8,0
2,1956,7,21,3,2006,2,0,0
7,4341,2,6,9,2009,7,30,0
5,1431,10,1,5,2015,0,1,0
1,9645,3,21,8,2006,11,47,0
5,840,5,26,8,2011,1,4,0
3,9805,2,13,10,2004,11,47,0
7,43,1,27,1,2013,22,30,0
5,1220,10,13,7,2007,20,0,0
5,3179,5,12,11,2004,13,0,0
5,10339,3,5,11,2010,17,30,0
4,4086,1,27,1,2005,9,0,0
5,125,2,15,12,2006,9,0,0
4,1017,3,26,1,2012,17,15,0
5,1251,2,18,9,2009,23,0,0
7,2563,10,13,8,2006,13,0,0
5,2392,3,21,9,2012,18,15,0
7,220,4,21,5,2006,21,31,0
2,18266,2,5,4,2005,17,55,0
4,8963,1,2,6,2011,20,0,0
7,9022,9,17,7,2011,17,30,0
6,435,10,19,10,2013,13,41,0
7,1192,9,20,9,2009,13,0,0
6,808,4,29,6,2013,22,0,0
1,2040,9,27,4,2015,23,45,0
7,4902,4,24,2,2013,13,39,0
3,14697,3,10,3,2010,17,15,0
2,2619,5,27,10,2009,21,22,0
5,1157,2,14,12,2007,12,38,0
6,15689,4,28,7,2012,21,25,0
4,11748,5,9,1,2014,12,45,0
3,8500,4,7,1,2009,20,45,0
2,232,4,7,2,2012,3,40,0
2,8248,4,14,6,2005,23,59,0
5,138,10,16,5,2008,0,32,0
2,11036,8,21,1,2003,19,0,0
2,2601,3,26,1,2010,18,0,0
2,648,2,12,7,2011,8,0,0
2,3481,6,11,7,2006,11,0,0
2,501,4,20,1,2009,0,1,0
1,58,10,22,12,2008,10,30,0
3,4848,3,15,10,2014,17,20,0
4,979,4,20,9,2012,22,32,0
2,9572,9,4,10,2005,19,29,0
1,552,4,29,10,2012,6,0,0
3,10040,4,1,5,2013,18,0,0
5,326,2,23,3,2007,11,0,0
5,3881,4,3,10,2008,22,50,0
3,1352,4,8,3,2006,15,45,0
1,10492,8,16,4,2007,7,0,0
1,3397,1,17,3,2003,12,25,0
6,7243,1,19,4,2008,21,40,0
6,771,1,12,7,2014,23,30,0
5,5257,2,20,3,2009,14,15,0
4,872,2,15,5,2008,18,59,0
6,6388,8,24,1,2009,23,50,0
5,2891,5,27,1,2012,13,36,0
5,182,4,4,10,2013,21,30,0
4,2868,7,3,5,2007,13,50,0
3,1017,3,18,2,2004,8,40,0
7,823,2,3,10,2004,14,0,0
7,5107,10,9,3,2008,22,27,0
3,5941,4,11,7,2007,1,0,0
3,8609,5,29,10,2003,19,50,0
6,2539,8,18,4,2015,7,45,0
7,3718,3,25,2,2007,15,30,0
5,1351,8,15,6,2007,3,45,0
3,1214,10,8,3,2006,8,44,0
5,12998,1,9,2,2007,23,55,0
5,704,2,15,10,2004,12,30,0
6,408,2,6,4,2013,17,57,0
5,1339,2,10,8,2012,10,30,0
7,1965,5,14,11,2004,6,0,0
3,125,2,5,10,2011,18,0,0
2,363,2,30,3,2004,14,29,0
4,4335,2,8,1,2009,4,30,0
7,1920,5,22,10,2006,20,20,0
2,3688,10,21,2,2012,17,32,0
4,9551,5,25,2,2010,16,43,0
7,125,2,31,5,2009,10,0,0
6,83,2,25,1,2003,15,50,0
3,11316,6,11,6,2003,9,0,0
3,3568,3,22,12,2004,11,30,0
4,1829,10,9,2,2006,22,28,0
3,1786,8,7,3,2007,13,0,0
4,2118,5,24,3,2005,9,0,0
3,355,2,7,1,2015,9,47,0
3,6163,9,26,1,2011,6,50,0
3,157,10,1,6,2011,5,41,0
4,185,2,16,4,2015,10,1,0
4,4859,3,19,9,2013,21,15,0
7,125,2,11,3,2007,0,1,0
4,6867,2,22,1,2009,8,36,0
1,9977,2,18,2,2013,0,1,0
1,392,4,2,8,2004,15,52,0
3,18062,8,25,1,2012,0,1,0
4,3259,1,14,5,2009,15,0,0
6,3388,2,12,12,2009,16,43,0
6,6462,7,12,2,2005,20,0,0
2,208,1,23,12,2003,14,30,0
3,3784,8,7,1,2015,19,10,0
7,435,10,1,7,2012,0,59,0
1,5719,7,14,5,2007,0,1,0
6,7942,5,5,4,2008,20,0,0
6,2108,2,9,4,2005,20,0,0
7,4004,2,15,6,2008,9,45,0
7,538,8,26,7,2009,12,20,0
1,4746,6,5,9,2011,1,30,0
7,22601,1,10,8,2003,8,30,0
7,1244,5,23,4,2006,15,30,0
4,1531,6,15,5,2014,9,0,0
5,17517,3,1,6,2007,15,0,0
5,3937,4,3,6,2011,19,0,0
2,366,10,3,2,2004,9,0,0
3,4252,5,1,10,2008,13,41,0
4,18587,7,12,7,2007,22,15,0
4,957,2,12,7,2012,17,18,0
6,408,2,2,11,2013,20,23,0
4,6187,8,19,2,2015,23,19,0
1,656,9,2,5,2011,7,51,0
6,10687,4,31,5,2014,22,10,0
3,713,4,16,11,2005,16,30,0
7,12244,8,7,11,2010,7,0,0
1,2511,4,5,3,2012,17,0,0
5,1055,2,25,3,2005,17,5,0
4,3665,4,12,11,2009,6,30,0
2,125,2,14,6,2005,8,3,0
2,366,10,4,9,2012,7,27,0
1,2236,4,25,6,2012,16,38,0
7,4502,1,1,6,2008,14,0,0
2,2242,2,4,5,2010,0,1,0
2,1920,5,20,1,2015,14,58,0
5,6465,4,8,4,2005,9,10,0
3,2706,10,8,8,2007,10,40,0
6,10366,1,4,10,2014,18,0,0
7,15968,4,25,3,2012,7,30,0
3,16588,8,12,5,2004,8,0,0
6,2270,1,19,9,2009,2,30,0
4,4557,5,28,6,2012,4,10,0
7,1091,10,21,10,2007,8,54,0
2,198,1,9,12,2014,13,45,0
3,133,3,19,2,2003,21,0,0
4,7253,1,16,12,2010,22,10,0
7,125,2,1,1,2006,15,0,0
1,125,2,23,11,2009,0,1,0
5,4918,7,4,10,2013,9,0,0
7,8727,2,11,3,2012,0,1,0
4,2270,1,21,2,2008,9,30,0
5,1441,1,16,12,2005,18,0,0
2,12201,8,13,12,2011,14,55,0
2,8839,4,23,1,2007,8,20,0
5,8838,1,25,7,2008,11,0,0
4,772,10,25,11,2004,13,0,0
6,511,4,29,12,2007,4,30,0
6,981,2,22,9,2012,4,0,0
3,9287,3,4,4,2012,16,0,0
7,4441,5,5,10,2003,20,35,0
2,5794,9,21,1,2014,22,0,0
1,3044,4,22,11,2004,13,30,0
7,1368,2,1,6,2003,2,0,0
3,7842,9,5,2,2003,17,45,0
1,8179,5,29,9,2008,22,0,0
3,11,10,7,1,2015,12,0,0
5,2989,5,16,12,2005,16,30,0
4,390,5,22,4,2010,13,22,0
6,3744,6,27,8,2011,18,0,0
4,5386,2,24,7,2014,19,0,0
5,44,6,5,9,2008,10,38,0
4,232,4,3,11,2011,14,50,0
7,1728,2,29,12,2013,17,0,0
5,3341,9,7,5,2010,12,40,0
6,36,2,19,4,2008,13,30,0
1,125,2,29,11,2010,18,0,0
6,1090,4,30,6,2007,19,45,0
3,1854,3,12,11,2003,10,0,0
4,872,2,3,5,2007,12,41,0
1,12934,6,8,6,2009,2,0,0
3,2045,6,11,11,2009,23,0,0
2,13108,9,12,11,2013,8,0,0
5,4726,10,8,4,2005,0,1,0
4,7467,4,21,4,2005,17,44,0
2,6594,3,2,3,2004,16,30,0
6,5279,3,15,11,2003,1,10,0
6,10351,3,8,2,2014,21,0,0
4,11064,8,10,7,2003,11,0,0
6,4622,4,13,8,2011,15,30,0
2,4370,2,15,4,2014,10,45,0
6,1913,5,20,10,2012,9,0,0
4,13173,4,21,8,2003,22,54,0
6,835,7,15,12,2012,4,50,0
2,10069,3,30,11,2010,7,39,0
4,16929,8,1,4,2004,18,0,0
2,13910,7,17,4,2007,23,0,0
1,5621,4,3,3,2003,22,0,0
2,7013,1,13,7,2010,17,0,0
7,4256,2,2,12,2007,0,15,0
2,673,10,17,2,2015,6,0,0
2,5024,8,16,9,2008,8,0,0
3,11561,2,14,6,2006,15,30,0
4,10920,8,29,7,2010,21,0,0
1,212,1,17,2,2014,19,0,0
6,6811,3,3,5,2014,5,30,0
4,4066,8,26,6,2014,21,25,0
5,11795,8,7,5,2010,20,30,0
3,213,4,25,6,2003,2,25,0
2,9148,4,27,11,2007,17,0,0
1,2828,8,28,5,2012,23,59,0
6,12841,9,18,10,2008,20,9,0
4,2266,1,3,10,2013,12,45,0
4,4142,6,18,9,2008,3,0,0
3,559,6,19,3,2008,15,48,0
5,292,5,3,4,2015,21,0,0
3,5419,5,27,11,2013,8,30,0
2,6395,3,21,7,2009,1,28,0
4,5977,3,26,6,2003,12,0,0
5,19057,3,5,10,2007,22,23,0
2,6504,3,28,10,2014,22,0,0
6,125,2,29,12,2007,19,0,0
6,21325,1,25,3,2006,16,30,0
2,2749,9,9,12,2014,10,45,0
2,1220,10,5,2,2008,14,0,0
7,2312,3,18,12,2011,2,20,0
4,10270,5,23,1,2003,18,0,0
1,5000,5,11,6,2012,12,0,0
7,11345,7,13,3,2011,23,0,0
2,11501,4,12,7,2005,17,0,0
4,7783,4,11,12,2008,12,10,0
1,22555,1,29,3,2004,15,49,0
5,11927,4,16,5,2014,14,33,0
2,969,2,17,5,2005,23,0,0
4,6341,5,24,3,2005,7,45,0
7,8223,2,9,9,2007,21,0,0
2,12844,9,8,8,2006,20,40,0
7,6975,9,21,10,2012,2,39,0
3,313,8,13,1,2010,15,12,0
4,1191,10,3,5,2012,18,50,0
5,16949,5,24,12,2004,23,0,0
3,7218,3,1,10,2014,23,0,0
6,11242,7,31,5,2008,23,43,0
6,1407,1,14,7,2007,23,0,0
1,4442,3,19,7,2004,8,57,0
7,22,10,1,6,2008,6,14,0
2,834,4,1,4,2014,0,1,0
1,5851,3,7,1,2008,9,8,0
6,7296,4,17,6,2006,10,30,0
7,741,2,10,2,2013,0,1,0
1,359,10,24,11,2014,14,18,0
4,2807,5,20,10,2005,12,6,0
3,5572,9,4,3,2009,0,15,0
4,7340,5,3,11,2011,9,0,0
2,1091,10,23,6,2009,14,0,0
1,83,2,13,6,2011,17,44,0
6,16260,9,27,12,2003,21,30,0
5,5491,3,27,7,2007,11,45,0
2,1275,10,11,12,2007,1,0,0
1,872,2,28,10,2013,17,37,0
7,918,9,13,7,2003,13,0,0
5,4257,5,10,12,2004,19,0,0
5,6722,1,21,10,2005,12,30,0
3,2945,3,29,4,2009,19,0,0
7,11589,6,1,6,2008,16,42,0
7,1942,2,11,9,2005,22,0,0
1,772,10,13,4,2009,22,31,0
4,2798,6,27,1,2011,13,45,0
5,344,7,5,3,2004,22,0,0
1,303,8,29,9,2008,21,25,0
1,2609,2,8,12,2008,1,11,0
2,657,8,26,5,2009,22,0,0
5,17741,1,16,11,2007,2,0,0
4,4631,9,15,12,2011,7,52,0
1,211,5,20,2,2012,21,40,0
7,2223,6,8,9,2013,10,0,0
5,13979,6,24,2,2012,23,54,0
2,4994,4,6,1,2015,16,25,0
2,5668,9,27,10,2009,2,0,0
4,15530,1,26,6,2008,8,0,0
6,408,2,22,10,2011,16,0,0
1,1753,7,20,8,2007,21,0,0
7,14389,6,15,12,2013,0,3,0
3,13673,8,27,5,2009,17,5,0
7,4284,1,21,5,2006,15,45,0
1,2357,4,24,11,2003,18,15,0
6,125,2,27,8,2011,18,0,0
4,2265,4,31,10,2013,18,0,0
7,514,5,6,5,2012,2,0,0
5,5428,4,20,8,2004,18,0,0
6,12127,4,21,10,2006,21,40,0
3,1954,10,2,4,2008,18,30,0
3,15165,3,18,9,2013,20,0,0
2,4006,9,11,1,2011,6,0,0
5,1406,4,29,6,2012,1,15,0
6,4981,9,2,6,2007,23,0,0
1,492,6,1,9,2008,13,25,0
7,5783,2,26,8,2007,18,20,0
3,772,10,9,7,2008,15,7,0
6,784,2,9,2,2008,18,59,0
5,2545,4,8,4,2005,20,30,0
3,4858,1,26,11,2014,14,13,0
4,719,3,5,2,2004,14,11,0
3,2911,10,29,5,2013,23,5,0
7,22050,4,11,1,2004,5,50,0
5,11341,3,2,6,2006,18,0,0
1,2215,8,16,5,2005,18,0,0
4,8291,8,29,12,2005,18,30,0
3,7677,1,11,6,2008,18,0,0
6,7599,6,18,9,2004,8,30,0
6,102,10,13,3,2010,7,15,0
5,2944,2,27,8,2010,13,25,0
3,14515,5,20,8,2008,23,40,0
2,9208,5,4,9,2007,18,10,0
7,27,5,10,8,2003,15,50,0
4,756,3,25,6,2009,10,33,0
5,772,10,30,11,2007,13,33,0
7,504,4,16,6,2013,18,56,0
4,13571,5,14,11,2013,20,0,0
5,12056,4,5,3,2004,10,30,0
5,14624,2,23,9,2011,20,0,0
5,435,10,14,5,2004,23,50,0
5,5907,7,1,7,2011,22,21,0
3,5520,3,7,4,2010,20,35,0
7,11122,3,2,6,2013,23,17,0
5,5502,7,27,7,2012,23,0,0
2,125,2,22,1,2013,11,0,0
5,3727,10,3,4,2015,11,44,0
4,1507,10,21,2,2008,8,0,0
3,408,2,23,3,2011,10,50,0
4,13981,3,15,5,2003,21,45,0
4,977,1,12,6,2003,22,50,0
5,6760,8,27,7,2007,10,30,0
7,643,4,28,11,2004,19,50,0
1,10589,3,3,4,2006,17,20,0
2,408,2,20,8,2013,18,26,0
2,8031,9,6,1,2015,9,20,0
4,4732,8,19,3,2015,14,45,0
5,5439,3,9,4,2010,12,0,0
6,1914,10,21,2,2015,21,18,0
3,7966,6,11,1,2012,0,1,0
5,268,1,11,7,2003,2,0,0
6,1429,10,29,5,2004,9,30,0
6,551,5,28,7,2012,1,0,0
5,211,5,7,10,2005,16,0,0
5,2190,6,10,9,2010,18,3,0
5,3174,7,27,7,2012,0,1,0
6,989,9,18,4,2009,10,0,0
3,2638,2,17,9,2003,21,29,0
3,10201,3,15,5,2013,21,28,0
5,13775,8,21,2,2014,21,0,0
3,3238,3,12,12,2007,18,30,0
1,18703,8,18,4,2011,14,35,0
3,115,8,1,11,2006,1,40,0
1,10302,8,7,7,2003,18,55,0
5,1879,3,17,5,2013,13,45,0
7,9422,5,7,10,2007,16,36,0
6,3788,4,10,9,2005,22,0,0
7,213,4,23,2,2003,9,50,0
3,4155,8,23,1,2013,7,58,0
6,6445,6,29,5,2004,13,1,0
1,6920,3,11,1,2010,8,5,0
4,4020,4,27,5,2004,11,48,0
5,10429,3,28,7,2006,13,15,0
1,16132,4,12,12,2005,21,0,0
6,125,2,31,12,2011,19,0,0
7,2621,1,1,6,2003,4,20,0
3,5919,5,23,7,2003,13,15,0
1,1360,4,1,4,2013,16,14,0
6,1144,6,1,1,2011,3,0,0
6,359,10,25,2,2012,17,0,0
3,3756,5,22,7,2009,14,0,0
3,1393,10,11,1,2012,15,44,0
2,3558,2,5,2,2008,10,45,0
5,657,8,7,2,2003,20,45,0
3,1085,5,29,10,2014,19,0,0
6,368,9,10,3,2012,10,45,0
7,3180,10,20,11,2011,12,0,0
5,1653,3,12,8,2011,16,0,0
3,2153,2,17,4,2013,10,23,0
1,1001,9,21,7,2008,17,30,0
6,83,2,1,1,2011,22,0,0
7,203,2,15,7,2012,16,51,0
4,8223,2,17,4,2008,7,45,0
3,13619,7,25,6,2008,23,0,0
6,7348,4,12,1,2013,4,0,0
3,6428,8,9,12,2009,16,0,0
3,157,5,20,3,2013,8,15,0
3,1803,8,8,2,2006,13,15,0
6,8298,1,26,2,2011,20,45,0
1,2263,9,1,4,2013,0,1,0
5,2909,2,22,2,2013,16,40,0
6,6446,7,9,8,2003,18,45,0
3,3598,8,23,3,2011,0,1,0
1,28,4,26,10,2009,1,55,0
2,5370,2,2,5,2006,23,0,0
