"day","address","location","date","month","year","hour","min","SEXOFFENSESNONFORCIBLE"
6,6408,9,28,1,2006,22,30,0
4,4416,3,22,3,2012,20,0,0
4,1351,8,16,11,2006,4,21,0
5,232,4,25,7,2008,8,30,0
3,4380,5,7,1,2009,8,30,0
6,4935,7,1,12,2012,20,46,0
3,125,2,19,9,2012,4,30,0
3,10829,7,13,5,2009,22,50,0
1,125,2,4,8,2003,22,11,0
6,1615,2,13,1,2007,0,1,0
7,4161,2,19,6,2005,9,30,0
7,8362,6,31,7,2005,22,0,0
6,2269,2,24,3,2012,20,57,0
6,6930,5,13,11,2004,2,23,0
3,3308,4,27,1,2010,7,0,0
1,2388,2,2,3,2009,11,0,0
5,6576,6,21,10,2011,14,30,0
4,1214,10,4,11,2010,20,45,0
6,21918,9,12,6,2004,0,40,0
1,643,4,6,12,2004,18,45,0
6,20084,1,7,2,2009,14,15,0
1,1297,1,14,4,2008,14,48,0
5,9030,4,21,2,2014,17,0,0
1,8439,6,25,1,2010,19,0,0
2,277,10,17,4,2012,22,50,0
4,7387,3,24,1,2008,19,30,0
6,8323,3,16,6,2007,19,40,0
3,2598,2,31,3,2004,19,8,0
1,70,10,11,5,2009,17,10,0
1,1620,10,15,9,2008,0,40,0
7,4645,5,27,7,2003,18,30,0
2,4832,4,25,11,2014,17,15,0
4,478,1,11,11,2004,13,15,0
4,3394,5,21,2,2013,6,3,0
6,2718,6,12,8,2006,13,30,0
7,12,5,15,12,2013,22,40,0
5,6267,6,23,1,2009,2,23,0
5,2345,3,7,9,2012,19,58,0
7,3477,5,20,11,2011,10,0,0
2,2579,2,1,4,2008,10,8,0
1,3153,6,18,10,2010,16,0,0
5,6184,3,10,2,2012,9,0,0
2,4975,3,16,9,2008,10,46,0
4,1208,10,18,10,2007,13,42,0
7,1235,5,24,4,2005,0,6,0
6,554,10,3,6,2006,8,30,0
5,10405,4,20,8,2004,16,56,0
4,20686,7,27,12,2007,19,0,0
4,1416,2,30,12,2010,18,45,0
6,1101,7,18,9,2004,14,0,0
6,1074,3,11,2,2006,13,35,0
1,4744,4,27,5,2013,16,30,0
5,4957,4,14,1,2011,0,1,0
1,2490,3,24,7,2006,21,0,0
4,3752,5,10,6,2004,12,0,0
3,21537,7,22,12,2004,14,0,0
5,8278,4,15,6,2012,22,45,0
7,2845,1,24,3,2013,11,30,0
7,1116,2,29,7,2007,5,0,0
3,893,10,14,12,2011,13,45,0
3,166,10,14,12,2005,9,30,0
7,1431,10,22,3,2015,9,8,0
3,6530,5,19,10,2011,22,0,0
7,1862,5,2,5,2004,1,0,0
2,125,2,12,12,2006,12,30,0
2,4993,5,6,2,2007,10,21,0
6,5550,8,14,6,2008,21,15,0
6,5107,10,3,11,2007,9,5,0
4,4825,7,17,6,2010,17,0,0
5,18982,8,27,6,2003,2,0,0
1,374,8,21,7,2014,11,30,0
6,8131,5,5,4,2003,14,35,0
6,713,4,25,2,2012,20,11,0
6,764,6,23,4,2011,22,30,0
3,4062,4,11,7,2007,0,30,0
5,7251,1,18,11,2005,18,0,0
3,1749,2,17,3,2004,9,20,0
4,2057,9,20,3,2003,21,15,0
4,18761,9,20,2,2003,6,15,0
4,2678,8,8,1,2015,3,9,0
3,352,4,19,2,2003,22,57,0
3,744,10,27,11,2013,18,0,0
5,16021,1,26,12,2008,0,1,0
5,5153,1,27,1,2006,4,15,0
2,11997,3,15,10,2013,19,0,0
5,524,9,28,5,2004,19,5,0
5,8087,9,30,12,2005,13,0,0
1,6145,4,23,7,2007,23,45,0
7,3638,2,17,1,2010,9,0,0
6,1620,10,14,7,2012,4,6,0
4,4712,7,30,10,2008,22,5,0
6,3312,1,23,8,2003,7,30,0
3,70,10,30,6,2010,6,50,0
7,213,4,20,10,2013,2,18,0
3,7276,2,18,2,2004,6,45,0
1,5451,5,5,9,2011,12,55,0
7,717,2,24,2,2013,10,0,0
4,15,10,1,5,2003,23,50,0
1,2118,5,21,1,2008,23,8,0
5,8694,1,20,10,2006,19,0,0
7,1039,5,21,9,2014,0,15,0
3,468,2,11,1,2012,15,16,0
7,682,10,25,3,2007,23,4,0
1,3431,1,28,5,2012,9,0,0
5,468,2,30,5,2003,12,20,0
6,1236,4,18,5,2013,2,0,0
2,16060,3,3,4,2012,12,0,0
3,177,10,19,9,2007,18,33,0
5,3180,10,26,8,2011,13,58,0
4,7850,3,1,7,2010,10,30,0
6,17300,3,19,11,2005,15,30,0
3,10035,4,21,7,2004,23,30,0
3,3630,10,29,9,2004,12,3,0
5,21763,7,17,10,2003,8,58,0
4,3785,4,16,10,2003,2,24,0
5,2601,3,28,5,2004,10,24,0
3,4284,1,24,12,2014,12,55,0
5,22455,5,30,4,2004,21,30,0
2,8247,7,14,4,2009,18,0,0
7,11738,9,14,12,2003,15,0,0
1,2490,3,30,5,2011,18,0,0
1,125,2,20,2,2006,7,45,0
5,10420,1,30,12,2005,12,0,0
5,2091,2,21,9,2012,12,0,0
3,4717,5,16,10,2013,10,11,0
6,7031,1,14,6,2003,23,0,0
3,1054,3,17,10,2007,9,30,0
1,1090,4,21,2,2011,2,10,0
7,18526,2,9,9,2007,14,55,0
2,230,1,7,12,2004,22,35,0
6,1224,1,4,5,2013,3,0,0
2,499,2,30,9,2003,15,50,0
6,817,2,24,1,2015,8,0,0
3,926,4,6,8,2014,18,25,0
1,1379,1,9,8,2010,4,30,0
2,744,10,27,6,2006,21,50,0
3,2091,2,26,11,2014,12,31,0
7,5044,9,28,3,2010,4,0,0
1,6691,6,30,4,2007,15,0,0
3,648,2,20,3,2013,12,0,0
1,103,1,22,6,2009,2,44,0
2,4435,3,22,12,2009,12,53,0
2,1160,1,21,3,2006,18,30,0
5,15724,9,6,2,2004,22,0,0
6,213,4,25,2,2012,18,25,0
5,376,2,31,10,2003,14,30,0
2,698,2,19,8,2008,10,0,0
3,10947,3,2,4,2014,22,2,0
4,435,10,6,5,2010,7,48,0
4,166,10,30,10,2003,19,0,0
1,780,6,10,11,2008,15,30,0
1,782,5,28,4,2003,17,30,0
2,7833,7,1,4,2014,19,15,0
5,2257,5,18,9,2009,2,0,0
1,3240,7,29,5,2006,17,0,0
2,20,8,31,5,2005,18,0,0
3,223,10,13,5,2009,14,15,0
4,6145,4,22,1,2004,12,45,0
6,657,8,9,10,2010,2,0,0
4,359,10,10,2,2011,21,50,0
1,50,5,30,9,2013,23,2,0
3,22,10,29,12,2010,21,36,0
1,1210,1,19,9,2005,18,0,0
5,2536,3,19,3,2004,0,48,0
2,4804,5,11,11,2014,10,40,0
3,1220,10,24,6,2009,15,0,0
5,125,2,28,6,2013,14,26,0
1,1823,1,24,6,2013,14,45,0
2,5276,4,26,7,2011,11,47,0
3,11320,9,9,2,2005,13,0,0
2,847,5,4,2,2003,21,30,0
4,2311,5,27,1,2011,17,0,0
5,2257,1,9,2,2007,11,30,0
3,2608,6,29,10,2014,22,0,0
2,5466,8,10,6,2003,22,55,0
3,14354,8,9,2,2011,22,0,0
3,15966,3,1,5,2013,22,25,0
4,2967,2,31,10,2013,2,0,0
4,7159,5,20,3,2014,10,15,0
1,2946,6,10,12,2012,0,1,0
7,4900,9,13,2,2005,20,50,0
7,4598,4,10,9,2006,19,0,0
3,6692,9,19,2,2014,11,19,0
3,927,1,18,2,2015,19,52,0
4,2118,5,15,12,2005,19,30,0
5,9511,9,19,9,2014,23,48,0
1,6634,1,18,3,2013,1,0,0
6,9672,9,12,6,2004,22,0,0
1,6460,8,22,1,2007,19,0,0
6,1627,9,20,5,2006,17,0,0
7,4958,8,14,7,2013,18,15,0
1,3034,5,6,2,2006,1,35,0
2,356,3,27,5,2003,22,45,0
2,9110,9,3,2,2009,17,10,0
3,1901,9,19,3,2014,21,40,0
1,772,10,26,5,2003,18,5,0
4,13553,8,11,8,2011,20,0,0
4,2140,2,12,12,2013,14,30,0
3,1220,10,19,5,2010,10,25,0
7,3729,5,24,4,2005,22,25,0
3,13,3,20,8,2014,21,25,0
7,4891,4,14,7,2013,23,0,0
4,8223,2,10,1,2008,22,0,0
7,12699,6,30,6,2013,8,38,0
4,1748,6,15,5,2014,18,0,0
7,3532,3,7,5,2006,7,0,0
6,6657,5,29,1,2005,3,0,0
6,1918,1,14,1,2006,1,30,0
5,9214,1,17,9,2004,15,0,0
7,2862,10,13,3,2005,18,44,0
2,4120,7,29,4,2008,6,50,0
3,1638,1,6,2,2008,1,0,0
2,5314,1,17,2,2015,7,50,0
2,5454,8,21,9,2010,22,5,0
3,3396,10,30,5,2007,14,30,0
5,11972,5,14,11,2008,20,30,0
4,3308,4,28,10,2004,12,55,0
4,1287,2,20,9,2012,11,23,0
3,4848,3,25,8,2010,13,2,0
1,21792,3,16,8,2004,20,15,0
3,330,5,15,12,2010,21,0,0
1,21777,3,12,4,2004,19,40,0
2,932,5,3,9,2013,22,15,0
6,208,1,4,12,2010,22,45,0
6,601,9,27,1,2007,15,10,0
1,7347,7,16,2,2009,13,0,0
5,2897,5,26,8,2005,14,0,0
5,323,9,9,1,2004,18,3,0
7,4406,6,20,9,2009,17,30,0
2,3116,1,8,7,2008,14,58,0
5,714,2,6,5,2011,10,45,0
2,1392,4,3,2,2015,21,0,0
3,1913,5,16,4,2003,18,30,0
2,7000,1,14,12,2010,15,0,0
6,21989,1,1,11,2003,0,1,0
5,511,4,12,7,2013,17,50,0
4,7509,8,11,7,2013,12,23,0
2,408,2,14,12,2010,14,15,0
5,3669,1,31,5,2013,10,33,0
1,9341,9,12,12,2005,0,1,0
3,772,10,11,6,2014,17,11,0
2,548,10,18,8,2009,22,20,0
7,88,2,8,5,2011,1,10,0
1,125,2,25,10,2004,12,48,0
5,1507,10,6,2,2015,5,58,0
6,46,2,29,7,2006,10,0,0
2,5702,8,3,2,2009,10,7,0
1,2842,10,6,9,2010,1,53,0
2,15856,9,25,1,2011,6,30,0
6,8161,4,26,1,2013,14,0,0
2,5489,6,11,12,2007,21,8,0
2,7206,2,21,2,2006,17,30,0
7,2462,2,29,6,2014,11,0,0
5,7622,2,2,11,2012,11,30,0
2,2286,8,29,4,2003,20,30,0
3,11062,7,3,9,2014,13,2,0
1,288,2,18,2,2013,15,20,0
2,1135,4,11,11,2014,14,15,0
3,4489,5,21,1,2004,7,40,0
5,213,4,23,4,2010,9,0,0
4,9524,3,29,11,2012,22,0,0
5,18270,3,1,7,2005,23,40,0
7,2734,8,2,6,2013,9,35,0
1,19988,9,18,2,2008,20,48,0
2,1578,1,17,5,2005,15,40,0
4,4106,9,4,3,2004,23,0,0
5,8254,8,26,12,2014,14,0,0
1,238,2,21,2,2005,6,10,0
7,125,2,31,7,2011,12,0,0
2,4368,5,31,10,2006,21,0,0
4,1431,10,6,10,2005,18,0,0
5,1654,8,27,1,2012,22,25,0
1,4548,7,7,12,2009,13,50,0
4,16770,8,19,2,2004,14,0,0
4,528,10,16,10,2008,2,30,0
2,1080,8,18,5,2010,7,45,0
6,601,9,1,6,2013,15,30,0
6,1255,6,14,6,2014,10,0,0
6,11624,5,16,7,2005,12,0,0
7,3959,7,4,5,2003,9,12,0
1,3716,3,2,10,2006,21,30,0
5,4037,4,19,10,2007,0,1,0
1,1429,10,4,10,2010,20,13,0
1,5810,4,3,10,2011,9,0,0
5,20596,9,7,3,2008,10,45,0
2,2143,8,13,5,2003,12,0,0
1,3038,1,11,6,2007,22,0,0
4,1579,1,30,4,2015,13,10,0
5,268,1,25,7,2008,15,50,0
1,2851,1,12,12,2011,10,0,0
4,2783,4,16,4,2015,20,52,0
3,1431,10,9,3,2005,15,33,0
1,8610,5,23,8,2010,22,9,0
6,717,2,11,3,2006,0,1,0
6,2985,5,17,12,2005,5,45,0
7,4019,4,18,4,2004,2,0,0
4,1214,10,25,7,2013,10,22,0
7,631,2,15,1,2012,0,1,0
4,3015,6,28,10,2004,19,0,0
7,21763,7,6,4,2003,17,0,0
5,290,1,11,7,2008,18,0,0
2,1809,10,3,4,2012,6,0,0
7,203,2,9,3,2014,1,45,0
5,146,10,7,10,2011,16,35,0
4,232,4,17,11,2011,11,0,0
3,13905,4,5,3,2003,9,0,0
2,2899,8,21,2,2012,5,0,0
5,3808,9,30,5,2014,8,0,0
5,9708,8,13,7,2012,16,45,0
5,5422,5,7,8,2009,0,30,0
2,20600,7,4,3,2008,20,45,0
5,11027,7,2,5,2014,11,0,0
6,1,5,18,5,2013,14,23,0
5,3022,2,7,10,2005,11,25,0
3,18949,5,14,4,2004,15,3,0
2,4623,2,4,3,2003,13,46,0
1,15832,3,8,2,2010,23,40,0
1,2944,2,2,3,2009,17,6,0
2,4963,1,17,3,2015,11,0,0
1,863,1,16,2,2009,11,0,0
4,14043,2,17,9,2009,7,50,0
1,31,2,9,7,2007,13,30,0
2,4627,8,6,7,2004,9,30,0
5,70,10,27,8,2010,11,19,0
3,15252,4,20,8,2008,15,0,0
4,10489,8,14,6,2007,17,23,0
5,698,2,11,3,2011,12,45,0
6,319,3,18,5,2013,2,30,0
3,9805,2,29,5,2013,23,10,0
1,744,10,1,9,2014,21,47,0
2,445,2,2,3,2004,16,28,0
3,12067,7,8,7,2009,11,0,0
7,366,10,27,1,2008,22,45,0
2,125,2,30,9,2014,20,50,0
2,413,1,25,11,2014,22,30,0
3,4720,1,6,3,2013,17,15,0
1,2330,4,20,8,2012,22,45,0
4,1091,10,14,11,2013,13,48,0
5,14856,6,19,10,2007,23,0,0
5,1460,3,12,3,2010,7,0,0
3,5140,6,13,11,2013,22,0,0
5,2869,10,25,2,2011,17,48,0
7,213,4,12,1,2003,23,27,0
2,5534,9,14,5,2013,22,0,0
7,21737,4,25,1,2004,20,35,0
1,8257,6,21,7,2003,10,0,0
7,2041,10,9,10,2005,12,10,0
6,893,10,4,10,2008,20,30,0
2,5537,7,3,5,2005,22,15,0
3,125,2,24,12,2008,23,50,0
5,3498,3,11,12,2009,20,30,0
6,435,10,24,1,2004,13,39,0
7,164,4,22,9,2013,10,0,0
2,1862,5,1,6,2010,11,2,0
3,10599,2,9,12,2009,15,16,0
5,1942,2,20,5,2005,19,45,0
7,17594,8,5,10,2008,4,0,0
4,11763,1,12,6,2014,23,13,0
4,729,4,17,5,2007,11,52,0
3,2275,2,18,3,2009,17,40,0
6,6913,3,7,2,2004,17,5,0
7,785,8,4,12,2005,8,0,0
5,4741,5,5,9,2014,11,55,0
6,8989,3,6,4,2013,18,58,0
6,631,2,3,5,2014,0,54,0
7,2881,5,8,9,2013,1,30,0
6,511,4,15,11,2003,7,52,0
5,11844,8,9,9,2005,12,19,0
1,2548,8,23,6,2014,22,0,0
2,2887,2,13,6,2006,20,50,0
3,5782,10,14,5,2008,5,30,0
2,1345,1,30,9,2003,11,45,0
6,6858,5,22,2,2003,15,15,0
1,1653,3,2,4,2007,15,55,0
7,4673,4,27,7,2003,10,0,0
2,8498,5,1,11,2005,0,30,0
2,20,8,17,2,2015,20,0,0
5,1331,4,11,8,2006,22,30,0
6,1245,10,28,11,2009,0,41,0
3,1786,8,5,10,2011,12,35,0
2,359,10,6,3,2007,15,0,0
4,1642,1,20,9,2012,19,45,0
1,2737,3,23,1,2012,14,5,0
6,282,6,22,2,2014,12,0,0
7,8618,9,16,11,2003,17,40,0
1,19339,9,12,6,2006,17,0,0
7,5475,8,19,11,2006,2,30,0
1,132,7,22,12,2014,18,30,0
1,12013,4,1,4,2013,1,30,0
3,7308,6,21,7,2004,14,0,0
7,1653,3,29,6,2003,16,0,0
4,17829,6,24,6,2004,15,0,0
6,11300,9,25,2,2006,22,0,0
3,7040,8,4,4,2012,17,40,0
3,2772,9,30,11,2005,21,30,0
1,602,2,7,1,2008,12,30,0
1,3975,7,16,5,2005,0,45,0
6,12927,1,4,9,2004,9,30,0
4,8183,3,11,12,2008,12,0,0
4,1954,10,4,10,2012,20,5,0
3,8926,3,4,4,2012,15,30,0
7,10641,4,21,9,2008,7,55,0
5,13481,5,17,11,2006,16,30,0
4,359,10,23,2,2006,17,30,0
6,125,2,13,8,2011,8,0,0
6,7389,2,15,1,2011,2,4,0
2,3196,9,17,5,2005,21,0,0
7,2534,4,8,5,2005,20,0,0
7,159,6,24,3,2013,18,18,0
2,22667,6,3,2,2004,20,0,0
3,7080,6,11,7,2007,4,45,0
4,9988,7,2,5,2013,22,0,0
5,2736,5,17,4,2015,7,27,0
4,7764,4,1,7,2010,23,0,0
5,125,2,15,12,2006,21,43,0
3,8281,8,3,9,2008,13,32,0
2,13852,9,18,2,2014,15,0,0
2,1091,10,12,11,2013,17,55,0
4,146,10,19,8,2004,17,0,0
5,6939,8,3,10,2014,14,41,0
5,3339,5,2,12,2005,13,18,0
7,5572,9,17,12,2006,17,29,0
7,608,2,16,1,2005,6,30,0
7,396,1,9,3,2003,10,0,0
6,7225,9,23,10,2010,20,0,0
4,501,4,20,3,2014,12,0,0
5,46,2,27,8,2010,20,0,0
6,3997,5,28,8,2010,17,0,0
1,11761,8,18,9,2006,12,46,0
5,15408,8,2,10,2009,8,40,0
2,166,10,29,10,2013,10,31,0
7,5439,3,31,12,2006,16,39,0
1,125,2,15,9,2003,23,55,0
5,2046,2,2,12,2005,17,0,0
6,8206,5,26,8,2006,23,29,0
1,6437,6,5,3,2007,11,29,0
1,3961,4,17,3,2008,20,2,0
6,22451,7,1,5,2004,16,8,0
2,1335,6,4,2,2003,15,0,0
4,10360,3,10,7,2008,15,0,0
4,538,8,11,6,2009,17,42,0
2,2861,5,7,8,2007,13,50,0
2,349,2,8,3,2011,17,50,0
2,676,8,20,7,2004,22,30,0
2,4184,8,12,10,2004,22,49,0
5,7215,4,2,7,2010,14,45,0
5,5838,6,26,12,2014,10,58,0
1,338,1,14,5,2007,12,50,0
2,5865,9,6,1,2004,15,34,0
1,17749,8,7,1,2008,8,44,0
2,1606,2,16,4,2013,22,0,0
2,3880,5,6,2,2007,21,45,0
6,5657,9,27,8,2011,19,0,0
3,511,4,6,8,2014,18,15,0
4,1257,5,24,7,2003,18,15,0
2,428,4,14,6,2005,13,30,0
6,2391,2,9,2,2013,23,25,0
2,511,4,18,2,2003,15,38,0
4,4411,2,20,2,2003,20,0,0
1,1431,10,8,12,2014,15,33,0
3,12934,6,3,10,2007,8,30,0
6,114,8,5,9,2009,13,0,0
4,11008,6,9,8,2012,18,20,0
4,2249,6,21,8,2003,20,30,0
5,4643,9,22,10,2010,23,24,0
4,1791,2,11,1,2007,17,10,0
4,3364,5,30,10,2014,20,30,0
2,291,4,7,1,2003,11,30,0
1,18437,4,11,1,2010,22,25,0
5,10115,9,7,5,2010,16,50,0
1,1350,3,26,7,2010,12,0,0
3,1879,3,16,4,2003,18,0,0
4,2094,2,22,4,2010,21,30,0
5,12802,3,16,12,2011,16,20,0
3,6818,5,12,11,2014,10,52,0
6,2490,3,7,5,2011,17,0,0
5,2156,2,20,9,2013,22,3,0
2,1550,1,5,2,2013,13,16,0
3,6166,2,14,4,2004,8,0,0
