"day","address","location","date","month","year","hour","min","RECOVEREDVEHICLE"
7,554,10,2,5,2004,14,6,0
5,115,8,7,3,2008,13,55,0
3,20012,8,29,10,2003,19,0,0
3,2131,4,9,7,2008,1,30,0
1,821,10,5,1,2004,14,50,0
4,15771,8,2,10,2003,8,0,0
5,8954,4,6,2,2009,22,45,0
7,4121,9,21,10,2012,20,0,0
5,6786,7,24,2,2012,6,30,0
2,1157,2,27,11,2012,10,15,0
3,15262,5,8,2,2012,20,13,0
3,639,9,19,9,2007,21,0,0
4,7348,4,22,1,2015,23,30,0
3,625,5,4,4,2012,20,0,0
1,451,2,22,7,2013,9,55,0
3,5971,4,8,3,2006,1,53,0
5,21979,2,9,1,2004,15,0,0
5,125,2,8,4,2011,20,50,0
3,3722,1,25,7,2012,11,0,0
2,3206,1,24,8,2010,17,0,0
3,4062,4,8,9,2010,1,18,0
7,6557,6,9,10,2011,10,25,0
3,4052,4,7,9,2011,10,0,0
3,5319,1,17,9,2008,19,11,0
1,13071,6,14,9,2009,22,30,0
6,17837,8,7,4,2012,17,40,0
1,15043,6,4,8,2003,17,0,0
4,7294,2,8,9,2011,19,0,0
6,591,9,20,10,2007,3,59,0
1,206,5,2,3,2015,10,57,0
2,10740,6,22,3,2005,8,30,0
2,7383,7,15,5,2012,0,15,0
1,125,2,23,1,2012,18,0,0
4,20150,3,15,5,2008,18,0,0
3,8223,2,18,5,2005,9,0,0
7,13566,9,25,1,2004,13,0,0
4,7572,6,18,9,2003,0,30,0
6,10264,8,29,12,2007,21,50,0
5,676,8,8,8,2014,18,30,0
4,19957,8,15,5,2003,2,0,0
5,2391,2,13,7,2007,15,15,0
5,15344,5,9,9,2005,19,0,0
7,3926,2,25,1,2004,21,18,0
7,83,2,28,12,2008,12,26,0
5,4305,2,2,4,2004,0,1,0
2,2281,2,1,5,2007,6,22,0
7,3131,10,4,4,2004,20,25,0
3,1516,4,2,9,2009,23,0,0
5,2219,3,26,12,2014,17,50,0
7,14935,7,17,6,2012,16,0,0
2,2496,3,28,10,2003,16,35,0
5,2835,10,10,9,2010,12,0,0
3,2124,1,26,12,2012,4,40,0
3,784,2,27,7,2005,12,30,0
7,641,2,22,2,2015,21,30,0
1,538,8,10,1,2011,1,30,0
5,6755,1,29,5,2009,20,18,0
5,5086,3,5,4,2013,8,45,0
5,14067,7,16,5,2003,6,30,0
1,2911,10,2,3,2009,16,0,0
1,98,4,12,5,2014,17,0,0
6,8503,8,15,5,2004,0,1,0
7,11253,1,21,9,2008,15,50,0
1,525,9,11,5,2015,23,0,0
7,323,9,14,1,2007,14,0,0
7,8640,3,29,11,2009,21,50,0
3,979,4,17,4,2013,23,31,0
3,1903,9,8,12,2004,18,0,0
1,125,2,22,7,2013,10,0,0
3,1297,1,29,10,2014,0,25,0
5,3132,10,10,12,2004,10,45,0
7,6114,3,10,8,2014,11,30,0
2,9977,2,21,7,2009,6,30,0
6,7244,9,8,10,2011,12,30,0
7,3674,2,5,12,2010,14,35,0
6,2869,10,16,7,2011,23,48,0
2,772,10,23,6,2009,6,58,0
1,213,4,27,10,2008,17,44,0
7,12678,9,11,2,2007,14,30,0
7,9608,1,22,4,2012,13,38,0
7,70,10,20,5,2007,0,30,0
5,1041,5,20,2,2015,22,35,0
5,5253,6,11,7,2003,2,0,0
1,736,4,10,7,2006,10,27,0
7,13107,9,29,11,2009,13,20,0
4,5941,4,28,6,2007,6,50,0
5,3254,7,3,6,2005,8,30,0
6,2097,3,27,12,2014,1,48,0
2,125,2,20,9,2011,6,33,0
3,1549,9,16,5,2007,22,0,0
7,2987,10,31,10,2004,10,0,0
6,14142,8,10,8,2013,8,20,0
5,9259,3,27,11,2009,4,0,0
6,17251,9,26,7,2003,13,40,0
7,4186,1,11,8,2013,18,0,0
6,7421,8,27,8,2005,10,30,0
7,8087,9,1,1,2012,0,1,0
4,5122,4,9,1,2014,22,0,0
1,5853,1,30,5,2011,18,0,0
3,9892,4,27,6,2007,17,30,0
4,1823,1,15,5,2003,8,30,0
1,1399,10,19,9,2011,21,30,0
1,9925,5,24,11,2003,8,0,0
7,358,6,2,1,2011,20,13,0
5,4594,3,19,5,2006,15,40,0
7,1440,1,12,8,2012,23,45,0
6,3873,1,21,4,2007,19,21,0
2,37,2,31,3,2009,14,0,0
5,5432,3,5,9,2014,8,50,0
4,9967,4,1,12,2011,8,30,0
1,1079,5,20,12,2004,19,0,0
6,232,4,17,11,2012,16,45,0
1,216,6,3,9,2012,12,0,0
6,1966,7,1,1,2011,2,1,0
2,3853,7,14,10,2008,22,15,0
1,14127,2,21,8,2006,7,30,0
5,1162,1,21,4,2006,2,50,0
5,1472,5,5,10,2007,6,0,0
5,3875,2,24,2,2006,22,0,0
5,5123,9,3,9,2004,16,0,0
7,125,2,21,9,2008,12,10,0
7,15,10,8,2,2015,7,21,0
7,139,2,3,6,2007,17,19,0
1,2315,1,27,4,2009,19,44,0
5,532,2,4,10,2013,3,0,0
5,16004,6,2,12,2005,19,35,0
2,18535,6,28,6,2011,21,0,0
4,2144,5,25,6,2009,22,5,0
5,17275,9,7,3,2008,13,50,0
1,5235,1,10,1,2011,17,0,0
6,2041,10,4,6,2011,19,20,0
6,3492,4,14,11,2009,23,45,0
2,2311,5,4,9,2007,0,1,0
6,22380,2,3,5,2003,12,30,0
5,2869,10,29,10,2004,16,40,0
1,9787,3,1,11,2010,12,10,0
6,2685,8,12,7,2003,23,30,0
1,784,2,17,4,2006,19,40,0
7,7131,3,7,10,2007,12,10,0
1,742,3,4,8,2014,0,1,0
3,9775,9,17,5,2006,11,45,0
3,2343,9,23,3,2005,0,1,0
5,1116,2,3,4,2015,1,25,0
2,12919,8,13,4,2004,0,30,0
2,9629,5,16,9,2014,3,55,0
3,2209,4,7,1,2009,18,10,0
4,13338,8,11,8,2005,22,30,0
4,210,1,7,9,2006,11,0,0
3,7345,3,23,12,2009,18,26,0
1,13194,9,3,8,2009,0,30,0
3,125,2,15,6,2011,12,0,0
1,9549,8,30,10,2006,0,1,0
1,2811,1,12,11,2007,10,55,0
3,372,5,1,6,2005,20,30,0
1,3953,6,4,8,2014,20,0,0
5,1409,6,21,8,2009,7,21,0
1,88,2,23,8,2010,15,0,0
7,326,2,1,8,2010,8,0,0
3,2427,5,11,1,2006,0,30,0
7,233,8,18,5,2014,21,50,0
2,7400,5,9,7,2013,16,29,0
4,2534,4,6,2,2003,21,40,0
3,9701,6,30,9,2009,16,0,0
2,2424,2,30,4,2013,19,40,0
3,2490,3,9,1,2008,16,45,0
3,3433,8,27,7,2005,10,0,0
1,9209,6,27,5,2013,17,20,0
4,11,10,28,5,2009,23,57,0
5,408,2,17,12,2010,16,20,0
6,8379,3,15,12,2007,19,11,0
2,22063,3,22,7,2003,18,0,0
2,5464,5,10,7,2012,15,47,0
2,4648,1,13,5,2008,0,2,0
6,3315,2,4,10,2008,11,30,0
6,11187,4,24,1,2009,17,0,0
3,1583,4,17,9,2008,21,19,0
1,5247,1,8,6,2009,21,30,0
2,6493,7,16,9,2008,15,40,0
2,2490,3,11,12,2007,16,30,0
1,14349,1,11,1,2010,13,0,0
4,6114,3,10,3,2005,17,15,0
6,6184,3,7,5,2011,2,0,0
2,349,2,2,10,2012,22,30,0
2,682,10,24,7,2012,18,32,0
4,1893,6,11,12,2003,22,55,0
3,7918,9,11,6,2014,8,0,0
1,7401,5,29,9,2014,0,1,0
7,96,10,4,11,2007,1,30,0
7,771,1,15,1,2006,0,42,0
5,893,10,1,7,2011,7,17,0
1,366,10,22,8,2011,12,10,0
1,20523,9,30,10,2006,8,0,0
2,4601,1,11,1,2005,18,0,0
2,1351,8,20,2,2007,10,0,0
6,216,6,7,3,2009,18,24,0
5,7686,3,21,3,2014,16,55,0
1,810,7,8,8,2011,22,30,0
4,6160,7,7,4,2011,8,20,0
3,213,4,16,9,2009,19,0,0
5,512,8,13,6,2003,15,30,0
4,1223,5,7,9,2006,1,44,0
2,22056,8,13,5,2003,21,0,0
4,12153,8,10,2,2005,0,1,0
6,621,3,25,8,2012,4,0,0
3,1010,9,4,2,2015,23,19,0
5,14327,6,9,9,2005,9,0,0
3,1233,4,30,11,2011,12,9,0
7,2855,1,3,11,2013,11,30,0
6,19107,3,25,9,2010,14,45,0
7,2775,1,12,2,2012,1,46,0
5,10562,8,12,12,2003,10,0,0
6,363,2,11,1,2003,17,0,0
3,11590,8,10,2,2010,0,1,0
7,125,2,30,12,2012,11,20,0
2,259,5,28,9,2004,17,46,0
4,125,2,26,6,2014,14,0,0
5,6753,1,15,10,2004,22,2,0
7,548,10,4,10,2009,16,0,0
1,3329,10,8,1,2007,8,4,0
5,1091,10,3,5,2013,15,51,0
7,1255,6,22,5,2011,15,16,0
7,12553,1,3,5,2009,2,0,0
2,6571,6,23,12,2008,17,0,0
5,4071,4,4,6,2010,9,7,0
4,38,10,4,4,2013,15,40,0
5,6016,8,14,6,2013,0,1,0
6,656,9,4,11,2006,8,0,0
3,12345,1,15,4,2009,7,0,0
1,52,5,22,12,2014,18,20,0
7,5444,10,22,2,2004,1,11,0
5,1950,2,22,8,2003,12,0,0
7,6027,8,2,12,2012,0,5,0
1,2633,4,17,10,2005,20,0,0
5,4927,2,18,9,2009,15,23,0
2,125,2,25,7,2006,18,52,0
2,14478,9,2,10,2007,20,30,0
7,741,2,17,10,2004,12,35,0
4,12802,3,6,2,2003,10,0,0
2,644,1,25,11,2014,16,30,0
5,4668,1,15,11,2013,8,5,0
5,2445,2,3,11,2006,22,0,0
5,7056,5,22,8,2003,23,40,0
4,1399,10,31,5,2007,12,22,0
4,3677,2,28,7,2005,17,30,0
1,8879,1,8,12,2014,10,25,0
5,6915,7,7,5,2010,23,30,0
1,554,10,4,10,2010,16,0,0
1,10310,7,22,8,2005,13,5,0
4,2340,3,20,2,2003,0,29,0
4,15592,6,25,7,2013,18,0,0
1,9547,5,12,11,2012,23,0,0
3,9846,8,6,10,2010,22,0,0
1,8727,2,13,9,2004,14,0,0
1,125,2,21,2,2011,11,30,0
4,4466,9,15,10,2009,7,24,0
5,8844,3,6,2,2004,13,45,0
2,1066,10,16,10,2007,16,25,0
3,5672,5,19,8,2009,12,15,0
1,6367,7,29,9,2014,8,30,0
2,4629,5,3,8,2004,18,30,0
6,6727,6,8,5,2010,1,0,0
4,5554,2,8,7,2004,3,52,0
7,1954,10,9,2,2003,3,12,0
6,4705,5,29,11,2003,12,0,0
4,3803,4,17,4,2003,22,0,0
5,427,2,2,4,2004,19,58,0
4,9470,3,8,4,2010,19,0,0
5,1214,10,4,4,2003,10,43,0
1,2045,6,27,6,2005,18,0,0
2,18038,9,29,11,2005,7,30,0
2,348,10,12,5,2015,18,2,0
1,10218,8,3,2,2003,0,5,0
5,4312,7,21,10,2011,12,0,0
4,176,1,16,4,2009,19,45,0
4,3291,6,24,3,2011,17,0,0
3,366,10,18,4,2007,21,45,0
7,21899,3,21,9,2003,18,13,0
1,6855,8,17,9,2012,19,0,0
3,10557,8,26,6,2013,23,30,0
3,15900,5,16,11,2011,21,58,0
6,2985,5,13,3,2010,16,0,0
7,1525,4,24,2,2013,21,8,0
1,908,10,23,7,2012,5,44,0
4,789,10,28,7,2005,0,42,0
3,6075,8,6,8,2003,12,45,0
6,9463,3,19,4,2003,11,59,0
1,9453,5,31,3,2003,0,45,0
6,2274,7,13,8,2005,3,10,0
6,36,2,19,4,2014,20,9,0
1,4801,5,12,11,2012,19,45,0
5,1160,1,31,10,2008,12,0,0
3,12319,1,12,7,2006,18,0,0
4,3573,5,25,8,2005,4,0,0
2,259,5,28,12,2010,0,1,0
6,1073,5,25,2,2012,1,0,0
6,1768,10,22,8,2009,22,41,0
6,14748,9,9,4,2005,0,1,0
5,3112,1,9,8,2013,17,30,0
1,11988,4,17,9,2007,6,50,0
4,630,1,6,8,2009,23,0,0
4,3047,8,20,5,2010,19,47,0
6,3989,1,27,7,2013,15,0,0
2,13854,3,19,4,2005,9,15,0
3,125,2,16,11,2011,9,57,0
1,9537,5,3,9,2007,14,0,0
7,1667,3,23,3,2014,12,0,0
6,211,5,26,6,2004,18,0,0
5,2269,2,7,9,2012,1,56,0
1,2016,6,9,6,2003,14,50,0
4,4612,6,8,9,2005,16,0,0
5,11008,6,22,10,2010,17,0,0
7,307,3,1,6,2014,22,34,0
6,13192,1,9,4,2005,19,0,0
4,2609,2,14,12,2006,3,0,0
5,5794,9,9,9,2005,8,40,0
1,821,10,20,8,2012,16,20,0
1,115,8,30,9,2013,15,19,0
5,7008,1,14,11,2003,2,0,0
7,18,10,23,9,2007,16,0,0
3,157,10,2,5,2012,5,49,0
4,10879,9,30,6,2005,23,30,0
5,150,10,17,12,2010,0,1,0
4,5709,1,17,9,2009,17,0,0
2,5968,5,27,4,2004,0,28,0
6,1220,10,16,5,2009,15,5,0
4,13386,4,15,11,2007,16,59,0
4,10516,4,19,2,2009,13,20,0
3,12713,5,14,12,2005,17,30,0
1,3751,3,7,1,2013,22,16,0
6,3180,10,31,7,2010,8,0,0
3,7476,4,21,1,2015,8,50,0
5,829,1,10,1,2014,13,38,0
5,6160,7,24,2,2006,8,0,0
1,11562,4,7,12,2009,10,48,0
5,392,4,18,4,2003,15,10,0
6,3376,10,15,12,2012,16,25,0
6,125,2,23,3,2013,1,0,0
2,81,3,25,5,2004,1,0,0
3,4196,3,26,11,2014,18,30,0
1,10918,4,8,6,2009,18,5,0
4,7660,7,9,12,2004,20,0,0
7,17037,8,23,10,2005,3,25,0
3,893,10,9,2,2011,18,30,0
2,2128,8,1,6,2010,19,0,0
5,323,9,13,8,2010,13,25,0
5,927,1,11,7,2014,23,30,0
1,6742,4,29,10,2012,0,39,0
2,468,2,9,2,2010,19,32,0
7,2490,3,28,6,2009,21,30,0
2,7591,9,19,10,2010,19,45,0
1,15579,3,21,8,2006,18,45,0
7,125,2,29,6,2008,12,30,0
6,10092,8,1,12,2007,10,30,0
1,4156,4,5,2,2007,16,31,0
2,908,10,3,10,2006,4,56,0
3,2811,1,24,8,2005,18,30,0
4,2911,10,14,7,2005,23,10,0
3,1790,1,23,7,2008,16,0,0
3,4024,8,28,5,2008,17,30,0
3,1287,2,3,3,2004,21,20,0
1,18257,4,9,6,2008,18,0,0
7,2448,1,8,4,2012,12,40,0
1,3654,8,17,3,2008,18,0,0
4,2909,2,30,6,2005,23,16,0
3,6102,1,10,1,2007,0,1,0
1,125,2,8,12,2014,16,0,0
1,813,6,9,1,2012,21,0,0
2,6355,5,20,3,2012,14,0,0
6,3396,10,10,1,2009,7,23,0
1,5156,4,14,4,2008,20,0,0
1,3425,9,20,1,2003,6,0,0
4,924,5,19,3,2015,21,20,0
7,704,2,23,9,2012,19,30,0
4,3352,3,7,8,2003,11,45,0
4,772,10,1,4,2004,10,49,0
2,232,4,4,3,2008,4,10,0
3,2182,8,11,7,2007,16,19,0
2,21785,10,3,8,2004,8,40,0
6,1841,8,7,4,2012,13,35,0
6,8895,3,17,12,2011,17,13,0
7,363,2,6,10,2013,18,30,0
1,357,4,19,3,2007,8,45,0
2,2534,4,28,9,2004,23,45,0
1,364,2,10,11,2003,20,0,0
3,11614,5,3,5,2006,20,30,0
1,10052,10,29,4,2013,23,7,0
4,2454,2,10,7,2014,19,0,0
1,1588,9,20,1,2014,19,0,0
5,572,4,29,10,2004,4,30,0
1,3089,5,11,1,2010,12,0,0
5,7421,8,31,12,2010,21,36,0
3,807,2,18,3,2015,20,50,0
2,882,3,3,2,2004,9,40,0
6,125,2,6,10,2007,21,0,0
6,2852,6,20,3,2004,15,30,0
4,8928,9,7,8,2003,13,49,0
3,358,6,12,12,2012,14,50,0
2,125,2,6,3,2007,13,30,0
1,6100,8,27,10,2014,7,45,0
3,374,8,10,11,2004,6,15,0
5,13058,4,27,1,2012,8,0,0
2,20419,4,29,11,2005,9,0,0
3,9850,9,29,10,2014,12,0,0
5,4260,1,4,5,2012,17,30,0
1,6031,3,11,5,2009,9,0,0
5,983,2,8,4,2011,2,45,0
1,5670,1,21,1,2008,1,30,0
6,323,9,27,2,2010,15,50,0
4,19482,8,13,11,2003,18,30,0
7,5195,2,30,7,2006,4,0,0
2,2252,2,11,1,2011,21,17,0
7,17615,3,25,3,2007,13,41,0
4,1914,10,7,10,2010,2,18,0
2,501,4,19,4,2011,15,20,0
7,2972,5,15,7,2012,2,20,0
7,14387,7,15,12,2013,0,27,0
5,13070,9,1,5,2009,12,30,0
1,945,6,29,9,2008,18,5,0
6,16207,1,25,8,2012,3,15,0
7,3564,2,27,1,2008,18,0,0
5,1676,2,13,8,2010,13,5,0
2,19041,4,10,11,2009,11,0,0
4,138,2,22,9,2005,15,57,0
5,1562,9,22,10,2010,21,0,0
5,1116,2,14,11,2003,15,13,0
5,2332,2,9,1,2004,19,10,0
4,126,8,27,1,2011,18,0,0
7,729,4,17,6,2012,2,45,0
1,223,10,29,3,2004,18,0,0
2,1954,10,10,11,2009,15,45,0
6,1351,8,11,2,2006,10,0,0
2,1510,4,28,10,2003,8,25,0
4,5557,3,8,1,2009,8,0,0
7,125,2,28,1,2007,20,0,0
2,704,2,1,9,2009,10,42,0
5,5362,6,31,12,2010,19,45,0
5,727,4,24,8,2012,17,30,0
3,1537,4,16,4,2008,11,19,0
7,848,1,28,12,2014,0,1,0
4,2564,5,6,3,2003,12,42,0
3,731,2,14,6,2006,22,0,0
1,6926,4,4,8,2008,23,5,0
1,2706,10,3,2,2003,17,42,0
1,552,4,9,1,2012,0,1,0
6,3570,1,3,5,2014,12,40,0
4,6505,4,27,1,2005,0,40,0
5,2907,4,8,3,2013,13,34,0
2,501,4,30,10,2012,16,30,0
6,510,1,12,12,2009,15,0,0
1,468,2,22,11,2004,12,25,0
4,612,3,22,9,2005,10,0,0
7,15964,4,17,6,2012,1,30,0
4,1019,5,19,2,2009,12,0,0
3,11927,4,9,8,2006,18,18,0
5,20781,8,19,3,2004,20,27,0
1,3180,10,7,7,2014,17,45,0
2,2855,1,3,2,2009,10,0,0
6,8120,3,9,8,2014,9,50,0
2,2639,5,3,2,2015,10,50,0
3,6785,5,22,2,2006,14,0,0
5,7198,1,8,8,2014,2,10,0
6,3826,2,13,12,2003,23,23,0
6,17539,8,22,3,2008,20,30,0
6,10939,9,14,6,2008,17,20,0
2,2541,3,27,10,2009,14,5,0
7,2706,10,17,7,2005,19,55,0
5,125,2,30,7,2010,21,30,0
6,56,2,31,5,2003,14,0,0
6,12136,4,21,3,2009,2,4,0
7,3414,10,12,1,2003,20,20,0
4,4263,8,18,9,2003,15,0,0
6,125,2,26,2,2005,16,55,0
4,1351,8,19,9,2013,18,30,0
5,3657,5,23,1,2009,17,30,0
2,338,1,1,11,2005,0,1,0
5,936,4,20,3,2015,21,38,0
4,511,4,16,10,2003,0,16,0
1,3498,3,6,2,2012,16,0,0
1,9016,1,27,4,2009,20,40,0
7,6968,3,18,12,2005,7,5,0
7,157,10,29,12,2013,10,30,0
1,213,4,11,12,2006,20,53,0
7,198,1,29,6,2014,5,35,0
2,141,6,2,9,2014,4,40,0
2,1786,8,11,5,2004,12,15,0
5,5843,5,27,7,2007,13,0,0
5,15013,5,29,10,2004,12,0,0
2,17904,7,20,3,2012,9,0,0
2,1947,9,7,7,2009,14,0,0
4,548,10,27,6,2013,17,20,0
4,14312,8,19,2,2004,1,0,0
3,501,4,7,1,2009,13,45,0
2,5450,4,3,8,2004,19,5,0
2,772,10,2,10,2007,14,10,0
3,1761,1,20,4,2005,13,0,0
1,5851,3,21,2,2005,17,15,0
3,125,2,27,6,2012,0,1,0
6,2255,5,24,3,2012,11,0,0
7,9501,3,11,3,2007,16,0,0
7,283,10,2,1,2011,1,50,0
1,5018,3,24,11,2003,0,1,0
5,433,8,25,1,2013,17,2,0
3,7757,4,10,2,2010,15,35,0
2,8462,9,10,1,2006,10,0,0
6,5491,3,7,8,2004,18,15,0
6,10374,7,9,8,2014,20,15,0
6,8575,5,13,12,2014,18,0,0
4,10051,3,26,7,2007,8,40,0
2,1558,1,9,12,2008,16,0,0
4,4705,5,16,10,2014,23,30,0
7,414,2,3,5,2015,22,0,0
3,5267,3,26,11,2003,0,1,0
1,18044,4,21,6,2004,18,40,0
1,13160,5,7,7,2003,0,27,0
1,980,10,5,7,2004,17,0,0
6,2314,1,13,3,2010,6,30,0
2,1103,5,11,12,2007,20,25,0
5,95,8,29,10,2004,17,0,0
6,6068,1,12,3,2011,22,17,0
5,1589,1,18,4,2003,0,37,0
7,4993,5,6,4,2014,10,40,0
2,6483,1,4,3,2008,6,30,0
4,6282,1,12,6,2003,11,30,0
5,12857,9,19,10,2007,22,20,0
2,13092,3,9,12,2008,16,23,0
5,1399,10,6,2,2004,18,30,0
7,9372,5,22,9,2013,16,45,0
2,6102,1,29,5,2007,10,0,0
1,746,4,9,6,2008,19,30,0
3,1822,4,23,1,2008,18,35,0
2,185,2,10,7,2007,14,18,0
1,538,8,27,6,2011,15,55,0
7,97,2,9,3,2008,1,50,0
7,3624,1,10,8,2014,21,30,0
6,125,2,9,10,2010,3,29,0
3,15879,8,12,6,2013,10,15,0
3,501,4,30,5,2012,11,42,0
6,847,5,31,10,2009,20,0,0
1,722,8,11,5,2015,8,52,0
4,8715,9,11,12,2014,6,0,0
4,3256,1,26,7,2007,10,20,0
4,9143,2,3,9,2009,17,5,0
7,904,5,24,8,2003,14,0,0
6,1291,1,19,10,2013,14,10,0
5,800,4,19,10,2007,11,16,0
5,977,1,4,5,2007,15,15,0
3,830,10,1,4,2009,8,56,0
7,2534,4,7,9,2008,18,0,0
6,912,10,8,8,2009,18,50,0
5,755,4,24,12,2004,11,30,0
3,10971,6,23,7,2003,17,30,0
7,133,3,18,5,2014,3,0,0
7,125,2,12,9,2010,7,46,0
7,2400,10,5,5,2013,17,33,0
5,8570,3,8,4,2005,12,0,0
7,1373,1,13,3,2005,18,0,0
5,501,4,12,1,2007,5,45,0
7,2985,5,24,9,2006,16,20,0
6,11370,4,18,6,2005,1,30,0
7,4571,10,23,8,2009,11,0,0
2,4804,5,26,5,2009,19,30,0
2,4403,7,1,11,2011,12,0,0
3,6149,5,14,10,2009,14,0,0
7,125,2,8,2,2015,9,30,0
3,5735,7,14,7,2010,14,0,0
7,1031,2,1,7,2007,23,30,0
2,356,3,23,12,2008,14,0,0
2,559,6,4,10,2005,11,20,0
6,125,2,9,4,2011,2,47,0
4,10461,3,7,10,2010,8,0,0
7,383,6,31,1,2010,17,0,0
2,1301,1,12,6,2012,23,21,0
4,11928,3,29,5,2014,12,0,0
7,7388,1,3,7,2011,23,0,0
5,10266,2,16,6,2006,17,30,0
3,21762,4,16,4,2003,12,0,0
6,125,2,22,8,2009,14,0,0
5,1372,5,9,9,2005,0,30,0
2,13046,8,17,5,2011,22,0,0
2,16021,1,20,9,2011,22,10,0
2,3120,7,14,4,2015,15,20,0
1,13232,8,26,7,2010,19,34,0
1,9164,1,22,6,2009,2,30,0
6,3752,5,12,3,2005,0,18,0
2,4210,5,16,4,2013,14,10,0
7,1816,2,30,11,2014,22,26,0
2,18,10,9,2,2010,14,0,0
3,9496,1,12,11,2014,11,30,0
1,21763,7,14,4,2003,0,1,0
3,468,2,24,7,2013,2,32,0
6,549,4,27,7,2013,2,0,0
2,6482,3,20,7,2004,9,0,0
6,125,2,2,10,2004,3,14,0
1,2182,8,3,8,2009,3,55,0
3,9629,5,12,7,2006,16,5,0
7,125,2,23,3,2008,9,37,0
3,4260,1,20,2,2013,0,1,0
3,7596,4,9,3,2005,13,29,0
1,2862,10,5,7,2004,2,5,0
4,12692,7,3,4,2008,8,30,0
4,18,10,20,10,2011,15,30,0
2,125,2,11,6,2013,13,0,0
6,598,6,5,4,2014,21,30,0
2,1661,7,23,8,2005,19,50,0
5,2964,8,18,6,2010,22,15,0
7,2781,5,24,2,2013,23,30,0
7,5925,4,21,9,2003,12,0,0
3,13643,8,3,10,2007,19,30,0
4,1588,9,9,1,2014,12,0,0
2,125,2,11,1,2011,18,0,0
6,323,9,18,12,2010,13,45,0
2,9057,4,13,5,2008,15,54,0
1,545,3,22,8,2011,15,0,0
2,7231,3,27,5,2003,8,37,0
4,5557,3,18,9,2008,8,30,0
4,686,6,30,4,2015,20,20,0
2,1347,8,20,9,2011,16,0,0
7,12415,6,13,2,2011,13,35,0
5,2215,8,13,12,2013,3,30,0
4,10526,3,8,4,2010,21,50,0
4,1275,10,7,8,2014,23,0,0
5,2646,5,17,4,2015,18,0,0
6,1445,1,18,11,2006,21,56,0
1,1762,9,3,9,2012,12,0,0
4,18,10,6,10,2005,20,30,0
4,2148,9,5,3,2009,8,0,0
6,209,4,19,10,2013,17,45,0
1,538,8,27,4,2015,12,45,0
5,259,5,28,6,2013,4,0,0
5,7116,6,27,12,2013,5,50,0
1,1973,9,8,12,2003,9,0,0
1,435,10,3,9,2012,13,20,0
7,1429,10,12,1,2003,20,0,0
6,1970,5,11,7,2009,18,1,0
5,18025,9,22,8,2003,22,33,0
3,779,2,25,7,2007,19,30,0
3,2252,2,7,3,2007,11,30,0
7,10444,9,5,4,2009,16,0,0
7,203,2,8,2,2015,7,0,0
2,538,8,21,2,2006,13,59,0
4,4364,1,4,10,2007,12,0,0
2,102,10,5,4,2005,1,10,0
5,408,2,5,9,2008,17,55,0
2,522,2,22,7,2003,19,2,0
3,1299,5,31,10,2007,20,17,0
7,1154,9,22,10,2006,14,0,0
2,5786,4,22,7,2008,18,19,0
3,281,4,25,7,2012,12,0,0
7,4537,1,27,3,2005,0,30,0
3,657,8,25,7,2012,15,28,0
2,11980,4,1,4,2014,0,1,0
5,256,2,6,5,2011,0,1,0
4,346,1,27,11,2014,23,20,0
6,10174,9,12,3,2011,13,0,0
3,1925,1,26,6,2013,11,30,0
5,199,8,18,4,2014,13,0,0
4,14335,3,21,10,2010,12,0,0
3,1776,5,15,10,2003,20,50,0
3,736,4,1,4,2009,13,48,0
4,7503,5,6,4,2006,15,5,0
5,3727,10,3,4,2009,14,55,0
6,6765,4,4,9,2004,16,45,0
4,3872,3,29,12,2011,15,0,0
1,16335,6,18,3,2013,11,30,0
7,125,2,14,8,2011,9,15,0
4,3177,8,11,7,2013,8,50,0
5,13565,3,23,3,2012,18,25,0
2,8109,5,13,10,2009,17,15,0
2,17960,8,5,2,2008,9,10,0
2,2035,10,14,10,2008,0,49,0
1,8372,3,24,12,2007,14,12,0
5,12389,6,9,7,2004,16,0,0
1,357,4,8,12,2014,15,30,0
5,3749,9,31,12,2010,20,30,0
1,303,8,3,3,2014,18,0,0
6,6504,3,27,2,2010,16,0,0
1,12148,6,20,1,2003,12,1,0
6,44,6,11,1,2014,12,25,0
3,125,2,27,5,2009,13,0,0
5,969,2,13,8,2010,19,0,0
2,3320,4,1,10,2013,22,0,0
4,4155,8,7,10,2010,8,11,0
4,5011,10,17,9,2009,9,45,0
3,198,1,9,7,2008,11,23,0
2,3378,3,19,3,2013,21,30,0
7,13645,3,1,11,2009,0,1,0
1,1765,6,23,1,2006,23,30,0
5,585,6,28,12,2007,20,0,0
4,223,10,21,9,2006,0,1,0
2,1221,2,21,2,2006,18,0,0
5,9332,7,29,6,2007,16,15,0
2,5014,4,6,1,2009,3,50,0
3,8495,7,2,11,2011,7,57,0
4,3582,5,19,2,2009,14,0,0
7,4062,4,23,5,2010,19,57,0
7,1884,3,21,5,2006,0,30,0
3,3704,1,18,4,2012,9,0,0
3,55,2,5,9,2012,18,30,0
3,1352,4,12,1,2005,0,1,0
2,608,2,22,3,2005,12,0,0
4,6935,7,17,11,2005,9,30,0
2,10099,3,23,6,2009,20,0,0
7,1091,10,13,1,2008,14,30,0
7,2842,10,6,5,2007,20,7,0
7,12692,7,7,10,2012,16,0,0
2,9236,7,23,8,2011,18,0,0
1,201,6,26,12,2011,0,5,0
7,11182,5,23,10,2011,21,20,0
