"day","address","location","date","month","year","hour","min","WEAPONLAWS"
7,7821,7,17,6,2012,19,0,0
1,6133,3,31,10,2011,9,30,0
6,1642,1,22,2,2014,21,0,0
4,6805,3,6,3,2014,0,34,0
6,2490,3,16,6,2012,20,35,0
4,2469,1,4,9,2014,17,0,0
6,154,5,15,11,2014,22,50,0
1,17436,2,23,7,2007,9,10,0
2,93,7,19,9,2006,4,34,0
5,511,4,11,7,2003,10,10,0
6,504,4,17,10,2009,9,19,0
5,83,2,21,8,2009,8,27,0
6,4370,2,27,6,2009,17,30,0
3,9167,8,2,10,2013,19,0,0
3,764,6,18,9,2013,15,40,0
4,628,8,20,10,2005,16,57,0
2,2910,1,29,11,2011,21,0,0
4,1157,2,3,10,2013,20,30,0
5,1409,6,4,4,2014,15,15,0
4,3509,1,17,6,2010,19,0,0
6,2140,2,21,10,2006,13,0,0
3,11523,3,28,11,2012,16,0,0
3,5247,1,6,3,2013,18,12,0
7,125,2,11,7,2004,18,0,0
1,1760,10,11,6,2007,21,57,0
5,1107,2,5,10,2012,12,50,0
3,7668,4,4,2,2009,7,10,0
3,1525,4,29,10,2014,16,5,0
3,10131,9,16,4,2014,19,0,0
2,1518,4,23,12,2014,6,36,0
1,223,10,2,2,2004,1,45,0
5,435,10,23,4,2010,19,49,0
2,21320,8,4,4,2006,18,50,0
2,4046,4,10,1,2006,8,30,0
4,21626,7,18,9,2003,7,30,0
1,1434,8,8,1,2007,18,26,0
3,522,2,24,11,2004,6,40,0
5,504,4,12,3,2010,10,35,0
2,2720,10,15,11,2011,10,56,0
4,1216,4,3,11,2005,11,45,0
6,468,2,20,10,2007,16,40,0
3,5557,3,7,7,2004,4,44,0
4,4782,9,25,12,2003,18,0,0
4,5606,4,27,1,2005,21,0,0
1,8343,8,28,6,2010,2,10,0
1,8094,9,15,9,2008,14,40,0
5,16121,9,16,6,2006,23,10,0
4,1406,4,14,5,2009,23,23,0
4,323,9,28,1,2010,17,50,0
5,4843,4,24,7,2009,0,1,0
3,7819,4,9,1,2013,11,22,0
1,1351,8,16,5,2011,14,33,0
1,15366,3,9,1,2006,14,20,0
5,10749,8,19,9,2014,0,15,0
1,2706,10,20,12,2004,13,5,0
4,2140,2,12,12,2013,14,30,0
3,924,5,1,11,2006,1,25,0
4,14010,3,4,9,2008,1,15,0
7,2620,5,18,10,2009,12,27,0
6,772,10,9,10,2010,7,26,0
1,3664,4,30,5,2011,13,28,0
4,4140,10,30,11,2006,11,44,0
4,817,2,8,2,2007,5,8,0
6,1427,1,18,10,2003,23,55,0
7,939,5,30,1,2005,0,17,0
1,268,1,7,8,2006,2,40,0
6,499,2,10,1,2004,23,26,0
7,721,5,1,1,2006,2,26,0
3,528,10,25,6,2008,3,44,0
3,1546,8,24,7,2013,21,0,0
1,2361,9,5,9,2011,11,30,0
7,7944,1,17,1,2010,16,0,0
6,1083,1,28,8,2010,13,0,0
2,15812,7,10,7,2007,13,30,0
4,6269,4,3,6,2010,0,1,0
2,2091,2,21,8,2007,18,15,0
6,1597,8,25,1,2014,11,37,0
5,144,4,15,11,2013,14,15,0
7,7946,8,22,8,2004,4,0,0
5,4435,3,17,4,2009,20,40,0
6,366,10,2,5,2009,0,1,0
5,896,2,19,11,2010,21,50,0
3,2080,2,10,8,2011,10,50,0
3,13283,5,18,5,2011,9,10,0
1,1346,4,5,1,2004,11,38,0
2,381,3,9,7,2013,13,0,0
4,7503,5,10,2,2011,13,0,0
7,2266,1,6,5,2007,18,30,0
4,8771,2,9,12,2004,9,30,0
6,2811,1,25,8,2007,18,30,0
4,451,2,10,2,2005,2,0,0
3,1783,4,22,8,2012,0,2,0
2,1470,1,25,1,2005,19,45,0
5,2620,5,30,12,2011,10,37,0
2,2814,4,15,5,2007,15,30,0
4,6123,5,15,4,2004,8,45,0
7,7570,1,2,6,2013,1,30,0
7,10019,9,1,7,2007,0,1,0
2,2398,2,6,8,2013,10,38,0
1,1157,2,7,12,2009,14,4,0
2,6761,7,25,12,2007,15,0,0
4,3725,10,29,5,2003,9,1,0
5,1057,8,3,6,2011,16,0,0
2,772,10,2,10,2012,20,30,0
4,2806,3,22,1,2009,13,19,0
6,1162,1,31,12,2005,14,40,0
4,10633,5,20,8,2009,21,15,0
7,2614,8,17,10,2004,17,50,0
5,5773,4,21,3,2014,22,44,0
1,1509,5,8,12,2003,22,0,0
3,277,10,27,7,2005,22,20,0
1,138,2,22,1,2007,13,0,0
6,323,9,23,10,2010,16,0,0
5,3400,5,10,9,2010,0,32,0
1,1182,5,28,4,2008,14,1,0
2,9199,3,20,1,2009,0,1,0
5,6625,2,24,8,2007,14,0,0
3,559,6,19,4,2006,16,48,0
3,731,2,22,12,2004,10,0,0
5,11748,5,4,5,2007,22,0,0
6,710,8,20,10,2007,13,10,0
7,213,4,20,11,2005,18,6,0
4,5942,5,15,10,2009,22,58,0
2,6469,5,7,8,2012,4,0,0
5,612,3,14,11,2008,20,0,0
6,7636,7,28,6,2008,14,0,0
7,5469,1,12,2,2006,21,0,0
4,4912,2,6,10,2005,21,32,0
1,4583,2,6,8,2012,15,55,0
3,4922,3,9,7,2003,19,0,0
7,16827,4,24,8,2008,18,0,0
3,5092,4,9,8,2006,12,0,0
2,16638,5,22,1,2013,14,0,0
5,6778,6,6,2,2015,4,40,0
5,11475,4,17,10,2003,16,0,0
6,1012,4,23,2,2008,18,30,0
2,2739,2,29,4,2008,18,0,0
2,7486,1,11,11,2014,13,43,0
1,1245,10,3,10,2011,6,50,0
2,1233,4,9,8,2005,13,1,0
2,971,7,19,3,2013,11,30,0
7,2246,8,15,8,2010,12,0,0
1,5238,1,2,4,2012,11,20,0
2,27,5,1,11,2005,16,30,0
1,2724,4,16,8,2004,9,30,0
7,3183,2,11,3,2012,8,7,0
5,805,4,1,6,2012,12,0,0
1,551,5,2,8,2004,17,57,0
5,349,2,9,7,2004,17,20,0
7,192,1,19,10,2014,23,0,0
5,999,1,7,5,2010,23,30,0
3,4648,1,1,10,2014,1,20,0
2,3428,3,28,6,2005,17,59,0
6,3647,1,21,4,2012,7,55,0
5,7772,1,14,7,2006,18,0,0
3,7282,5,9,3,2011,8,45,0
3,2332,2,3,9,2003,21,47,0
5,511,4,23,9,2005,7,32,0
1,5022,5,16,3,2015,20,0,0
4,125,2,18,9,2014,19,0,0
6,936,4,3,11,2012,4,0,0
2,1440,1,25,7,2006,4,37,0
4,223,10,18,9,2008,19,54,0
3,653,10,10,2,2010,9,40,0
2,3002,6,26,1,2010,7,0,0
3,501,4,12,7,2006,20,47,0
6,559,6,23,4,2005,16,16,0
5,17276,9,22,4,2011,18,0,0
1,11771,1,22,12,2008,6,30,0
5,6761,7,29,6,2007,16,20,0
3,19284,9,16,6,2010,18,44,0
6,9607,2,22,3,2003,1,15,0
6,2231,4,7,2,2009,1,0,0
7,10403,1,1,6,2014,0,1,0
6,1043,1,24,7,2004,1,15,0
6,652,2,26,7,2003,1,0,0
2,923,1,4,2,2014,15,0,0
2,704,2,2,11,2010,1,30,0
6,2904,2,11,9,2010,6,33,0
5,6722,1,21,10,2005,12,30,0
7,5581,9,5,10,2003,3,15,0
3,12591,9,23,1,2008,0,45,0
5,4834,2,10,2,2006,9,35,0
4,7596,4,5,9,2013,20,0,0
1,125,2,6,12,2004,17,30,0
3,15741,9,11,7,2012,14,0,0
2,10529,5,6,3,2007,15,26,0
1,4691,5,19,7,2004,9,26,0
2,18135,4,26,12,2006,11,30,0
4,772,10,27,1,2011,8,46,0
2,1622,5,18,4,2006,11,30,0
1,27,5,15,9,2014,15,0,0
4,6381,5,29,5,2014,8,29,0
1,673,10,25,5,2009,19,15,0
7,2785,1,6,6,2010,20,0,0
6,7518,5,3,7,2010,12,0,0
7,5368,5,6,11,2005,16,0,0
7,8072,2,27,8,2006,23,55,0
3,11256,4,8,2,2006,11,7,0
4,2699,6,18,10,2012,1,5,0
5,3725,10,8,9,2006,1,15,0
2,435,10,24,1,2006,20,3,0
4,14615,8,11,8,2011,9,9,0
3,37,2,21,4,2010,14,0,0
7,7631,7,10,2,2008,21,35,0
6,258,9,15,11,2008,19,45,0
2,247,2,22,1,2013,5,50,0
4,2289,1,27,12,2012,23,6,0
3,1429,10,22,8,2007,16,31,0
6,387,2,21,2,2009,1,27,0
1,3542,3,4,8,2008,11,48,0
5,10435,6,17,12,2010,14,20,0
2,10608,4,31,10,2006,18,0,0
6,796,2,31,12,2005,22,30,0
7,105,5,15,11,2009,8,0,0
3,2276,5,16,4,2014,15,0,0
6,2616,1,23,8,2003,21,51,0
3,821,10,13,1,2010,17,30,0
5,6449,5,23,1,2009,16,45,0
5,8857,3,24,8,2012,17,0,0
6,2289,1,3,11,2007,19,15,0
6,10578,3,9,8,2014,11,12,0
6,18310,4,15,11,2003,20,0,0
1,185,2,16,3,2015,18,0,0
7,9244,3,26,12,2004,1,45,0
6,22,10,16,6,2012,20,30,0
4,9164,1,15,11,2007,9,30,0
3,408,2,14,5,2014,12,0,0
5,468,2,20,8,2004,14,7,0
4,1220,10,26,11,2009,7,50,0
2,125,2,22,2,2011,10,47,0
5,125,2,16,7,2010,9,45,0
3,10239,9,11,6,2008,18,30,0
2,12385,1,5,4,2005,16,0,0
1,4875,2,2,2,2004,15,4,0
4,608,2,5,2,2015,11,0,0
6,2453,5,26,12,2009,23,0,0
2,336,1,12,10,2004,19,30,0
7,5204,5,11,1,2009,11,15,0
5,2490,3,11,7,2008,18,0,0
7,253,6,22,2,2015,22,30,0
5,10938,5,7,2,2014,20,35,0
5,5067,4,7,2,2003,8,7,0
3,8554,2,24,1,2007,6,30,0
2,562,9,3,5,2011,8,30,0
7,146,10,12,8,2007,16,17,0
7,6622,4,29,11,2009,12,30,0
4,1760,10,24,7,2014,15,38,0
7,9432,8,11,3,2007,14,0,0
6,12786,8,12,3,2005,9,0,0
1,856,9,3,10,2011,19,0,0
4,4542,5,13,12,2012,23,43,0
1,1790,1,3,8,2009,0,1,0
7,7215,4,23,3,2003,14,30,0
3,63,1,13,5,2009,16,35,0
1,5084,1,24,1,2011,13,0,0
1,7008,1,4,10,2010,18,21,0
5,3197,1,30,6,2006,21,0,0
4,2783,4,25,2,2010,10,0,0
4,4880,2,14,11,2013,6,45,0
3,10502,9,1,10,2014,18,27,0
7,408,2,15,7,2012,14,45,0
6,387,2,8,2,2014,12,42,0
6,93,7,27,11,2004,16,0,0
2,9749,9,27,5,2003,20,30,0
5,1653,3,24,3,2006,22,45,0
1,656,9,11,5,2015,14,9,0
1,534,4,29,3,2004,20,23,0
6,349,2,17,12,2005,22,34,0
6,244,7,13,8,2005,16,0,0
7,4644,9,19,5,2013,18,0,0
2,125,2,29,10,2013,18,6,0
2,355,2,8,2,2005,19,19,0
3,392,4,7,4,2010,23,45,0
7,13504,8,8,5,2011,20,0,0
2,3180,10,24,1,2006,12,0,0
2,2512,1,18,5,2010,0,1,0
3,8036,2,8,8,2012,19,5,0
5,176,1,13,7,2012,14,0,0
5,2108,2,16,4,2004,23,19,0
4,5190,1,7,4,2011,21,5,0
4,13454,4,5,8,2004,17,0,0
4,38,10,26,8,2010,14,13,0
6,6615,8,26,7,2014,12,0,0
5,4528,5,18,9,2009,9,0,0
6,20836,3,11,8,2007,6,29,0
7,2554,4,19,4,2009,0,1,0
7,408,2,6,10,2013,9,30,0
5,4034,4,8,9,2006,4,30,0
7,203,2,2,12,2012,17,49,0
7,3429,1,30,11,2014,1,12,0
3,21977,6,11,6,2003,1,15,0
6,3601,3,25,1,2003,16,44,0
1,18,10,15,9,2003,3,0,0
3,282,6,11,6,2008,8,25,0
7,3595,1,22,2,2009,10,0,0
3,6641,9,12,11,2003,9,30,0
1,2110,5,20,9,2010,4,19,0
7,560,8,8,2,2015,1,20,0
2,6787,3,19,4,2005,17,36,0
5,3367,5,19,10,2012,2,0,0
6,9316,9,15,11,2014,19,56,0
2,21785,10,13,5,2003,14,51,0
6,125,2,25,9,2010,16,36,0
7,548,10,23,10,2011,19,30,0
2,10326,7,18,2,2014,12,50,0
2,16841,7,9,12,2003,18,10,0
4,2980,5,12,7,2007,10,0,0
1,20382,7,27,6,2005,22,0,0
5,8242,5,12,12,2008,0,22,0
1,14937,7,26,11,2012,22,30,0
7,501,4,29,7,2007,15,25,0
2,8397,9,15,10,2013,14,40,0
2,1955,9,26,5,2009,12,41,0
1,18542,4,27,6,2011,13,9,0
6,408,2,22,9,2007,14,39,0
4,8596,9,10,1,2008,17,11,0
3,20370,8,20,8,2008,21,12,0
5,2806,3,24,1,2014,0,1,0
7,11669,4,21,10,2012,23,0,0
2,1004,1,10,11,2009,16,33,0
3,12820,9,1,9,2004,10,30,0
1,372,5,19,3,2012,15,30,0
6,6867,2,28,8,2010,7,35,0
3,1193,4,15,10,2003,18,30,0
7,10311,6,5,10,2014,16,5,0
6,125,2,28,8,2010,17,0,0
7,2622,2,16,11,2008,9,30,0
4,16146,8,10,6,2004,20,0,0
3,9199,3,11,6,2008,17,14,0
5,3474,3,1,7,2011,8,0,0
3,2046,2,30,10,2013,19,30,0
3,5496,1,6,10,2010,9,57,0
6,4125,4,16,7,2005,23,19,0
4,11750,8,19,3,2009,0,1,0
2,12142,8,22,8,2006,17,0,0
3,7291,6,7,8,2013,0,47,0
2,6303,5,17,8,2004,16,0,0
4,969,2,5,2,2015,17,40,0
1,10656,6,12,5,2003,17,0,0
6,643,4,28,7,2007,18,0,0
3,8139,5,31,5,2006,10,0,0
7,4166,1,1,12,2013,0,34,0
6,6108,4,4,10,2014,18,0,0
4,96,10,29,12,2011,14,51,0
6,3516,10,18,6,2005,13,14,0
6,2064,2,26,1,2013,17,0,0
5,6994,5,7,2,2014,12,0,0
3,1436,1,22,1,2014,8,0,0
1,1433,10,3,8,2009,7,25,0
5,3383,5,1,7,2011,23,15,0
1,3711,1,26,11,2012,22,0,0
3,7769,8,8,1,2003,0,43,0
3,323,9,14,5,2003,16,0,0
2,125,2,12,10,2004,10,30,0
7,2490,3,26,3,2006,23,45,0
2,213,4,18,10,2011,17,39,0
5,841,2,7,2,2003,8,0,0
2,8923,2,6,1,2009,18,41,0
4,8685,1,30,10,2014,11,44,0
1,213,4,7,1,2013,19,8,0
2,408,2,9,12,2008,15,40,0
2,875,3,14,6,2011,23,0,0
6,2948,4,21,5,2011,17,55,0
7,4760,2,15,6,2003,19,0,0
4,1555,2,15,11,2007,22,3,0
4,349,2,11,12,2014,20,55,0
2,4876,3,21,2,2006,8,30,0
5,6420,2,9,7,2004,12,13,0
4,125,2,21,2,2013,20,11,0
2,125,2,23,8,2011,6,22,0
1,872,2,13,11,2006,9,35,0
6,2382,1,4,10,2014,1,30,0
7,6110,1,11,3,2007,0,25,0
6,1860,2,8,4,2006,17,5,0
6,10310,7,12,7,2003,2,46,0
1,2089,3,29,9,2014,10,50,0
6,20317,8,20,9,2008,17,0,0
4,6525,2,29,11,2012,19,0,0
2,11246,9,9,6,2009,21,0,0
7,3667,2,14,7,2013,19,30,0
1,13447,4,2,9,2013,20,0,0
2,9405,4,11,5,2004,16,54,0
4,12917,6,3,11,2005,23,30,0
1,10338,4,24,7,2006,21,0,0
2,125,2,1,6,2010,16,55,0
4,11497,7,8,9,2005,15,15,0
1,3725,10,28,10,2013,16,14,0
5,146,10,27,8,2010,16,30,0
7,5239,1,16,11,2008,2,30,0
6,3875,2,4,4,2009,0,40,0
2,2321,3,5,10,2010,19,0,0
6,3131,10,21,5,2011,23,30,0
2,115,8,2,10,2012,15,23,0
6,7353,1,3,5,2014,12,0,0
7,468,2,30,6,2013,19,0,0
7,803,6,25,3,2007,18,40,0
1,18864,3,4,9,2006,18,30,0
7,2911,10,16,11,2008,15,36,0
1,656,9,28,11,2005,17,30,0
3,92,1,14,7,2010,2,30,0
5,408,2,23,1,2015,10,32,0
3,2452,1,30,5,2012,21,40,0
4,2987,10,24,7,2014,0,45,0
6,845,5,12,7,2014,10,0,0
4,2271,10,26,6,2008,13,25,0
2,1004,1,21,2,2012,13,40,0
6,11019,4,8,10,2005,12,40,0
1,5971,4,27,5,2013,22,45,0
5,1588,9,12,1,2007,22,30,0
5,6951,7,10,8,2012,22,50,0
3,575,5,13,6,2012,7,30,0
3,552,4,11,8,2010,14,15,0
3,6302,4,10,1,2007,17,31,0
3,14230,8,8,1,2014,0,30,0
4,704,2,15,7,2010,9,0,0
6,2155,4,3,4,2004,15,56,0
3,12699,6,9,7,2008,12,24,0
6,1686,9,4,11,2006,1,23,0
2,93,7,5,10,2010,14,15,0
3,1399,10,7,7,2004,13,30,0
5,7429,4,24,12,2004,12,5,0
2,316,3,28,10,2008,22,30,0
1,3735,2,3,3,2003,23,0,0
6,4241,5,13,6,2009,22,29,0
5,443,6,9,3,2012,12,51,0
2,349,2,29,6,2010,22,39,0
2,6925,8,21,9,2010,18,0,0
3,601,9,24,12,2008,14,15,0
7,8667,5,24,3,2013,14,0,0
2,2763,5,4,4,2006,12,26,0
2,1929,4,2,10,2007,23,0,0
4,1912,1,19,9,2013,21,40,0
3,11781,1,6,3,2013,6,55,0
4,11177,4,13,7,2006,1,0,0
2,20782,3,24,7,2007,10,0,0
1,363,2,11,11,2013,18,0,0
2,125,2,7,3,2006,17,13,0
1,14544,4,30,8,2004,17,25,0
4,1497,6,29,5,2003,15,30,0
7,9547,5,14,1,2007,14,30,0
5,5548,4,12,12,2008,17,15,0
7,731,2,28,11,2004,5,44,0
3,21764,2,1,10,2003,14,0,0
4,2763,5,16,4,2015,23,30,0
2,435,10,5,8,2008,18,31,0
1,102,10,3,8,2009,15,30,0
2,28,4,27,11,2012,12,46,0
1,1982,3,9,6,2014,23,0,0
4,3419,8,1,11,2007,2,50,0
6,5031,4,10,2,2007,23,30,0
6,6686,3,31,5,2008,1,0,0
7,914,1,24,2,2008,13,0,0
4,4166,1,20,9,2007,9,0,0
3,1235,5,12,12,2012,18,0,0
2,5544,4,20,9,2005,22,40,0
3,13777,4,9,7,2008,14,10,0
6,10132,9,30,5,2009,15,10,0
1,2902,5,20,8,2012,1,0,0
7,20590,8,9,3,2008,10,0,0
5,2855,1,6,5,2011,21,0,0
3,11297,8,5,2,2014,23,12,0
3,893,10,21,9,2011,0,34,0
3,4498,5,17,5,2006,22,9,0
2,5318,5,30,10,2012,5,15,0
5,5240,3,24,1,2014,16,27,0
5,326,2,10,8,2007,19,15,0
4,5015,1,1,11,2007,17,0,0
4,1193,4,1,5,2014,19,27,0
6,2965,5,4,6,2005,16,0,0
1,18613,9,11,1,2010,9,0,0
3,359,10,28,12,2011,16,30,0
6,1157,2,29,6,2013,20,45,0
3,2466,7,20,8,2003,18,0,0
4,232,4,11,8,2005,8,0,0
5,132,7,11,1,2008,20,30,0
6,6495,3,7,10,2006,22,43,0
7,7481,3,26,2,2012,8,0,0
1,12927,1,12,10,2009,18,0,0
5,11059,1,29,6,2007,12,30,0
6,4016,4,20,9,2014,2,30,0
7,13907,7,9,2,2014,1,0,0
6,501,4,23,10,2010,20,45,0
1,907,6,6,8,2012,18,23,0
7,36,2,8,9,2013,13,35,0
2,15762,5,23,6,2009,9,0,0
3,4106,9,31,5,2006,22,0,0
5,2289,1,12,8,2011,16,2,0
3,2706,10,22,7,2009,13,0,0
3,1518,4,27,6,2012,18,40,0
5,196,5,23,3,2012,12,0,0
5,408,2,19,10,2007,16,5,0
5,3266,5,20,3,2015,10,30,0
2,4058,4,17,10,2006,22,45,0
3,2872,1,2,10,2013,8,30,0
5,528,10,1,6,2007,19,0,0
2,10457,8,20,8,2013,0,17,0
7,2544,4,3,6,2012,21,10,0
4,15466,5,9,8,2007,15,30,0
5,6616,8,2,7,2010,23,33,0
4,2835,10,23,8,2012,12,0,0
4,1263,2,24,12,2009,0,40,0
4,1276,4,5,2,2009,0,3,0
3,125,2,7,1,2009,8,20,0
5,1072,2,11,2,2011,21,50,0
4,14685,5,21,2,2008,19,0,0
1,13777,4,17,3,2008,21,35,0
7,4203,6,9,9,2012,17,49,0
2,14258,3,6,7,2004,22,0,0
5,363,2,10,12,2004,13,57,0
2,1532,7,1,10,2013,22,0,0
3,1223,5,21,3,2007,2,55,0
4,5399,3,27,7,2006,10,0,0
7,3542,3,23,2,2014,21,45,0
2,6504,3,7,1,2014,11,22,0
6,3567,6,17,5,2003,20,30,0
2,16289,4,28,6,2011,17,0,0
5,4878,2,21,3,2008,14,25,0
5,2376,3,16,4,2004,18,0,0
1,863,1,1,9,2014,13,0,0
1,355,2,20,1,2014,15,39,0
1,11933,3,28,5,2007,6,0,0
5,283,10,9,4,2010,23,11,0
7,2165,9,12,8,2007,17,0,0
5,363,2,18,9,2009,17,22,0
4,6686,3,1,4,2004,14,50,0
7,408,2,22,8,2004,16,45,0
7,36,2,23,2,2014,14,45,0
6,653,10,3,5,2008,2,0,0
6,2832,6,11,8,2012,19,0,0
3,1090,4,22,1,2014,16,56,0
4,19,8,8,1,2015,10,45,0
5,428,4,21,8,2009,13,1,0
1,18432,6,26,4,2004,20,0,0
3,1299,5,8,2,2012,12,0,0
7,3114,9,13,1,2013,13,20,0
1,1300,6,20,12,2004,23,0,0
5,7516,1,12,1,2007,13,30,0
5,125,2,23,1,2004,16,0,0
7,17141,3,21,9,2008,18,5,0
3,1296,2,4,2,2015,19,30,0
1,2989,5,14,5,2007,22,0,0
5,1790,1,18,11,2005,12,0,0
4,9661,8,27,7,2006,8,19,0
7,8012,1,9,8,2009,14,0,0
2,769,5,4,3,2008,8,0,0
3,15030,8,2,10,2013,22,0,0
5,6190,4,19,10,2012,17,0,0
5,125,2,9,8,2013,12,15,0
4,20897,1,28,6,2007,11,45,0
7,16960,8,10,10,2010,18,0,0
6,1379,1,9,4,2011,0,35,0
4,9082,6,21,4,2005,19,0,0
4,14773,3,10,8,2006,0,15,0
3,4288,1,18,3,2015,14,33,0
2,1469,3,17,2,2009,0,1,0
5,1951,2,9,1,2004,8,34,0
3,2669,1,4,2,2015,16,0,0
5,5882,2,2,5,2014,12,0,0
5,1441,1,17,5,2013,12,0,0
1,7210,9,30,10,2006,20,20,0
6,13373,8,25,1,2003,0,15,0
1,2453,5,26,11,2012,8,0,0
1,15372,4,12,5,2003,17,30,0
1,4626,9,29,9,2014,21,18,0
7,9159,7,26,8,2007,20,0,0
5,282,6,25,2,2011,9,0,0
4,14766,5,31,10,2013,0,5,0
6,1713,9,4,4,2015,14,50,0
3,111,10,30,10,2013,17,44,0
1,4594,3,21,1,2008,19,0,0
3,28,4,23,7,2014,18,44,0
1,746,4,18,3,2013,12,0,0
7,13627,9,25,7,2004,14,0,0
3,1331,4,21,1,2009,16,23,0
6,4903,7,11,12,2004,21,0,0
4,2456,1,8,4,2010,19,0,0
1,52,5,6,12,2004,15,45,0
4,3497,8,3,5,2012,22,0,0
4,2855,1,18,10,2012,11,3,0
2,2166,6,11,7,2006,8,10,0
4,1886,9,23,2,2012,1,15,0
5,9122,3,9,4,2010,17,0,0
7,8223,2,13,8,2006,13,30,0
1,4682,1,22,12,2008,16,38,0
7,5543,9,9,4,2006,20,24,0
3,872,2,12,1,2005,16,16,0
7,3693,3,2,5,2004,16,25,0
3,468,2,11,1,2012,9,0,0
2,9160,7,19,4,2011,21,0,0
4,19276,5,5,10,2006,20,0,0
1,4878,2,25,11,2013,1,2,0
4,11830,4,3,9,2009,17,0,0
3,3969,5,11,6,2008,16,0,0
5,4156,4,12,8,2005,20,34,0
1,5894,3,15,3,2004,14,15,0
3,2589,4,26,6,2013,18,29,0
3,2747,5,20,4,2005,20,27,0
5,2267,2,2,7,2010,8,0,0
2,9341,9,23,12,2008,18,30,0
3,945,6,22,1,2003,22,21,0
3,18509,9,14,5,2008,18,35,0
3,2616,1,18,10,2006,20,25,0
2,16895,7,27,11,2012,9,30,0
2,554,10,31,3,2009,23,15,0
6,469,9,5,5,2012,18,15,0
6,356,3,24,8,2013,21,54,0
7,2904,2,7,9,2008,0,1,0
3,133,3,25,1,2006,18,25,0
6,5828,6,1,12,2012,21,0,0
3,4676,4,26,1,2011,12,15,0
7,38,10,6,4,2008,14,0,0
3,8596,9,7,3,2007,12,25,0
5,1975,2,27,7,2007,14,15,0
3,16244,9,6,3,2013,21,0,0
1,1191,10,8,3,2010,16,30,0
3,1470,1,24,12,2003,11,0,0
4,1695,3,13,1,2005,8,45,0
3,355,2,21,1,2015,16,45,0
5,6478,9,9,8,2013,10,55,0
3,13557,3,21,9,2011,23,0,0
6,1091,10,29,12,2007,9,45,0
5,4806,9,17,5,2013,17,5,0
1,9199,3,25,11,2013,11,18,0
4,1375,2,5,5,2005,10,56,0
2,363,2,18,8,2009,13,57,0
3,2746,8,8,12,2004,19,30,0
6,8922,4,1,7,2006,14,30,0
3,478,1,8,8,2012,15,0,0
1,6235,9,22,2,2010,9,30,0
3,3619,2,19,8,2009,16,30,0
6,16235,1,2,6,2012,18,0,0
4,2706,10,26,1,2012,17,11,0
5,4305,2,23,9,2011,10,0,0
5,6288,4,16,5,2008,1,25,0
7,1135,4,14,12,2014,22,50,0
1,213,4,26,5,2014,22,30,0
7,7723,1,7,9,2014,18,0,0
4,392,4,9,2,2012,14,36,0
2,4020,4,19,10,2010,0,1,0
7,577,2,25,1,2015,13,10,0
5,1066,10,17,4,2015,1,15,0
1,472,5,2,3,2009,15,45,0
2,8493,6,31,3,2009,20,11,0
1,2391,2,30,9,2013,12,0,0
4,16276,9,1,11,2007,12,2,0
6,2270,1,12,8,2006,15,30,0
5,412,9,14,6,2013,14,0,0
3,19822,9,26,11,2008,12,0,0
4,323,9,10,6,2004,16,54,0
4,4058,4,8,7,2004,20,15,0
1,6121,1,2,10,2006,16,30,0
3,213,4,16,4,2008,15,14,0
2,1016,4,21,2,2012,15,40,0
4,4369,5,24,2,2011,1,0,0
2,5409,9,9,6,2009,15,0,0
4,7276,2,21,10,2010,1,50,0
3,1245,10,30,9,2009,18,0,0
7,2621,1,20,4,2003,5,3,0
2,232,4,30,4,2013,18,25,0
2,28,4,14,10,2014,19,48,0
7,13728,1,23,9,2007,4,0,0
2,16786,2,14,10,2003,21,58,0
7,438,6,1,12,2013,0,1,0
4,1220,10,11,8,2011,8,0,0
6,138,10,25,12,2004,11,15,0
6,4110,2,21,8,2004,16,10,0
5,5722,8,10,8,2012,17,0,0
5,10936,9,25,8,2006,1,0,0
5,289,4,12,11,2004,18,16,0
5,18721,8,8,4,2011,7,39,0
4,7491,5,9,1,2003,19,30,0
4,11762,9,24,7,2014,16,45,0
7,13636,8,11,3,2012,16,46,0
4,4645,5,1,5,2003,2,10,0
2,5164,4,10,8,2010,1,5,0
4,9797,7,19,8,2004,2,0,0
2,2835,10,20,9,2005,16,11,0
7,4928,9,28,7,2013,5,24,0
4,408,2,27,6,2013,18,0,0
2,359,10,18,3,2014,10,50,0
3,9570,3,14,6,2006,3,0,0
2,5211,3,3,2,2004,19,0,0
7,17047,3,24,4,2005,2,34,0
5,1752,3,5,4,2013,23,13,0
2,2077,4,3,4,2012,0,1,0
2,741,2,17,4,2007,12,15,0
7,2822,1,16,11,2014,15,45,0
3,238,2,19,5,2010,12,35,0
2,15460,3,14,5,2013,19,0,0
5,1407,1,3,11,2006,22,20,0
5,1056,2,3,10,2003,22,10,0
1,588,4,5,2,2007,15,3,0
2,7008,1,7,12,2004,17,45,0
4,745,1,24,3,2005,13,50,0
4,4727,7,15,4,2004,23,27,0
7,7491,5,4,10,2009,18,2,0
4,13525,8,14,10,2004,10,15,0
7,15066,2,14,2,2010,23,0,0
6,11471,7,18,5,2013,1,0,0
7,2643,9,24,3,2013,8,0,0
6,1473,1,22,9,2007,22,30,0
2,2101,1,3,5,2005,21,25,0
2,1791,2,4,5,2010,6,28,0
3,7357,7,24,11,2004,6,50,0
3,504,4,24,3,2010,11,5,0
5,583,4,23,3,2012,13,30,0
4,10998,9,1,6,2006,12,0,0
