"day","address","location","date","month","year","hour","min","SEXOFFENSESFORCIBLE"
7,3664,4,16,6,2013,3,0,0
6,5994,5,11,3,2006,4,38,0
6,213,4,27,12,2014,13,43,0
4,1711,3,10,2,2005,15,0,0
6,872,2,28,6,2003,15,10,0
5,11770,8,13,7,2012,10,0,0
3,369,5,4,5,2005,2,50,0
2,784,2,29,6,2010,12,18,0
4,4548,7,18,9,2014,14,40,0
2,21506,3,6,9,2005,14,0,0
2,213,4,13,12,2005,11,9,0
4,2994,6,27,5,2004,16,15,0
6,4520,6,5,6,2010,20,0,0
4,7345,3,29,12,2005,16,30,0
1,111,10,25,5,2009,22,42,0
7,2254,4,10,4,2011,20,50,0
7,14167,3,26,8,2012,3,0,0
2,1510,4,8,2,2011,22,30,0
2,70,10,20,9,2005,1,42,0
4,2214,1,22,1,2015,19,30,0
4,527,4,14,1,2010,0,40,0
5,2383,5,29,5,2009,10,2,0
3,5387,3,16,5,2012,8,30,0
3,9454,1,15,10,2003,23,32,0
5,4280,4,22,4,2005,14,0,0
3,7319,4,13,7,2005,2,0,0
6,907,6,21,4,2007,17,0,0
1,6447,7,23,1,2012,3,20,0
5,125,2,3,6,2011,12,50,0
5,9361,5,25,6,2004,23,16,0
6,1584,5,31,5,2003,23,25,0
7,9677,5,20,9,2009,22,5,0
4,3334,5,2,12,2010,15,10,0
4,9445,8,13,11,2014,9,0,0
5,2263,9,7,9,2012,15,0,0
5,1604,2,22,3,2013,7,0,0
7,2174,6,10,4,2005,20,0,0
2,534,4,8,3,2005,19,35,0
4,7427,5,25,12,2003,20,0,0
6,1780,4,28,7,2012,18,13,0
3,4305,2,10,12,2003,16,49,0
2,531,8,6,2,2007,20,25,0
1,764,6,8,12,2008,20,38,0
7,13373,3,15,1,2012,0,40,0
7,27,5,28,6,2009,17,9,0
4,10531,4,16,10,2008,21,10,0
6,7299,6,25,7,2009,23,45,0
3,5424,7,12,6,2013,13,30,0
7,3724,5,1,8,2010,16,55,0
7,7107,6,18,11,2007,18,50,0
3,11160,4,3,10,2012,8,30,0
1,14434,4,15,10,2012,1,0,0
6,21831,5,18,9,2004,6,50,0
3,6682,3,23,3,2005,0,1,0
2,1760,10,11,6,2013,17,50,0
6,538,8,9,8,2003,18,4,0
3,2764,6,11,7,2012,20,0,0
5,12698,8,12,11,2004,22,1,0
4,753,2,27,11,2008,19,0,0
4,1419,2,14,7,2011,1,0,0
5,1220,10,11,1,2013,2,15,0
6,2889,10,24,1,2009,21,45,0
3,9454,1,15,10,2003,23,32,0
4,6184,3,30,12,2010,22,30,0
1,125,2,19,2,2007,15,55,0
7,14717,6,4,11,2007,8,28,0
3,3716,3,22,9,2010,19,43,0
1,356,3,26,5,2003,23,8,0
1,125,2,18,2,2013,23,53,0
4,3694,8,7,9,2006,15,0,0
1,1721,2,14,10,2013,19,30,0
7,366,10,29,8,2010,1,35,0
5,146,10,5,9,2014,10,37,0
7,5774,6,18,5,2008,20,10,0
6,21862,5,17,5,2003,4,30,0
3,6606,5,14,5,2003,18,10,0
4,1882,4,15,12,2005,14,55,0
3,2855,1,9,8,2006,18,0,0
5,2581,9,17,4,2015,23,50,0
3,1091,10,1,6,2005,21,49,0
4,2330,4,24,3,2011,19,0,0
3,12,5,23,3,2005,10,0,0
7,125,2,5,10,2003,12,0,0
4,125,2,20,3,2008,12,0,0
7,12879,8,9,2,2014,18,51,0
4,9415,4,27,1,2005,21,40,0
7,20784,9,23,9,2007,19,0,0
2,125,2,14,10,2003,17,0,0
5,326,2,2,11,2012,13,43,0
4,895,2,17,4,2003,12,16,0
4,9137,8,26,12,2013,0,1,0
7,706,8,8,3,2009,23,31,0
4,305,9,8,9,2011,0,18,0
7,301,2,5,12,2010,18,21,0
1,1157,2,4,2,2013,13,30,0
5,8930,5,2,6,2006,2,10,0
5,468,2,1,11,2013,11,7,0
4,1731,5,24,12,2009,19,0,0
3,5271,5,28,5,2008,18,30,0
6,2538,9,5,11,2005,0,1,0
1,52,5,17,2,2014,21,0,0
5,8771,2,26,8,2011,8,20,0
4,1746,6,3,4,2014,5,30,0
7,146,10,22,5,2011,19,35,0
6,268,1,30,6,2012,12,0,0
5,2331,8,5,3,2004,20,20,0
3,976,4,17,3,2004,19,5,0
3,2090,1,5,3,2008,14,45,0
5,1406,4,29,6,2012,23,0,0
5,3537,4,10,8,2012,14,20,0
4,4241,5,10,2,2005,0,10,0
5,7401,5,3,5,2013,0,30,0
1,37,2,2,5,2005,15,0,0
6,4588,10,18,9,2004,6,25,0
2,1252,2,30,9,2003,16,0,0
1,914,1,14,4,2008,13,20,0
6,1760,10,3,10,2009,14,36,0
3,408,2,15,12,2010,12,4,0
6,5061,1,3,6,2006,15,45,0
1,5948,3,29,3,2004,13,0,0
7,6014,8,13,2,2005,14,30,0
5,13552,5,7,10,2005,0,54,0
6,5476,1,15,11,2003,21,37,0
4,6899,2,11,8,2011,17,20,0
4,4742,5,1,7,2010,20,0,0
6,6956,9,20,5,2006,21,35,0
7,8076,8,24,9,2006,1,30,0
6,27,5,16,7,2011,18,30,0
2,435,10,24,11,2009,0,4,0
5,3112,1,17,11,2006,20,0,0
1,7076,8,6,1,2003,10,15,0
5,10602,1,24,2,2012,12,10,0
6,2041,10,9,4,2011,7,30,0
4,4039,3,1,5,2008,10,0,0
3,7275,9,9,1,2013,10,8,0
4,5107,10,20,10,2005,14,54,0
5,13629,7,7,4,2006,15,27,0
2,3010,1,27,5,2014,16,33,0
4,571,2,2,4,2015,22,30,0
4,13672,1,6,3,2014,6,0,0
2,1528,2,14,9,2004,11,5,0
4,1507,10,1,6,2006,1,0,0
2,8525,9,1,5,2012,0,1,0
1,125,2,7,1,2008,23,0,0
1,166,10,6,2,2012,12,5,0
3,125,2,10,12,2008,0,1,0
4,8223,2,22,2,2007,19,30,0
4,5952,9,23,1,2014,18,0,0
2,1441,1,10,7,2012,19,0,0
2,20389,3,5,8,2008,9,46,0
7,3353,6,19,5,2013,16,0,0
3,4830,5,18,3,2015,15,34,0
5,172,5,25,3,2011,10,0,0
2,4601,1,27,5,2008,15,30,0
4,753,2,19,9,2013,19,21,0
5,9759,8,14,11,2008,18,0,0
6,2252,2,18,6,2011,20,0,0
2,2490,3,4,3,2008,7,30,0
7,831,4,27,2,2011,22,15,0
3,16108,5,5,3,2008,13,15,0
2,1235,5,17,9,2013,18,40,0
6,8771,2,13,3,2010,18,18,0
6,157,10,25,2,2012,9,41,0
4,211,5,11,1,2007,18,15,0
4,823,2,1,7,2010,21,52,0
1,3275,2,3,9,2012,22,39,0
6,3191,4,22,4,2006,20,0,0
5,6703,3,6,3,2009,15,28,0
4,9277,2,17,4,2003,20,8,0
2,9889,5,20,3,2007,8,25,0
1,328,10,18,3,2013,0,22,0
3,9777,6,15,4,2009,19,15,0
7,5493,2,8,5,2005,2,47,0
5,1863,3,26,12,2014,18,7,0
4,8580,8,17,11,2011,2,0,0
1,1599,6,1,10,2007,12,30,0
2,12499,3,1,4,2008,9,30,0
4,2091,2,24,1,2013,20,40,0
5,1345,1,21,5,2010,22,40,0
1,6447,7,23,6,2003,15,0,0
1,14073,4,28,10,2013,15,57,0
7,6583,8,7,10,2012,21,30,0
5,3721,8,4,4,2014,16,15,0
4,2420,8,15,6,2006,14,54,0
5,125,2,28,6,2013,21,0,0
5,263,1,18,11,2005,9,0,0
5,7570,1,27,1,2006,22,13,0
1,925,2,22,8,2005,19,0,0
1,907,6,19,2,2007,14,30,0
6,807,2,23,10,2010,16,0,0
1,5483,10,17,9,2012,5,50,0
2,16248,8,2,4,2013,5,51,0
2,2214,1,29,9,2009,9,10,0
3,594,8,27,1,2010,9,55,0
3,9269,1,8,12,2004,16,10,0
6,55,2,24,9,2011,14,30,0
2,883,9,1,4,2014,18,30,0
2,5948,3,16,4,2013,9,4,0
2,11358,8,6,1,2009,9,45,0
4,428,4,2,6,2011,0,37,0
7,2101,1,21,10,2007,23,2,0
3,125,2,6,4,2005,15,0,0
6,2265,4,21,4,2012,13,33,0
2,14690,8,22,7,2003,11,41,0
6,468,2,17,7,2010,14,56,0
5,7306,7,23,1,2015,18,0,0
5,1939,4,25,7,2014,11,32,0
2,6595,3,3,8,2004,13,13,0
1,1091,10,20,12,2004,19,25,0
2,7074,4,22,8,2006,21,36,0
4,1091,10,26,8,2010,16,30,0
6,729,4,8,3,2014,23,30,0
4,7145,2,11,7,2013,2,30,0
2,4298,10,6,3,2007,0,57,0
6,2428,5,7,2,2004,0,30,0
5,5774,6,11,1,2013,8,21,0
6,2439,2,30,6,2012,19,30,0
1,9166,4,1,10,2007,19,20,0
6,1659,4,29,11,2008,23,0,0
5,1553,4,1,6,2012,11,30,0
3,357,4,17,4,2013,21,10,0
5,13758,7,22,4,2005,18,55,0
6,7404,4,7,5,2005,20,0,0
5,3548,3,28,11,2014,17,40,0
3,12375,4,16,9,2009,9,0,0
3,649,9,23,1,2008,10,0,0
7,5133,7,8,3,2015,21,39,0
2,807,2,23,12,2003,19,30,0
3,3015,6,16,6,2010,11,37,0
1,610,2,19,8,2013,14,5,0
6,7170,1,18,6,2011,16,0,0
6,8017,7,6,9,2008,4,14,0
1,8887,5,27,4,2009,12,0,0
2,714,2,2,11,2010,19,46,0
6,22180,8,14,6,2003,20,0,0
7,1353,4,14,7,2013,13,27,0
4,9499,4,2,10,2014,9,46,0
2,3949,7,6,3,2007,16,40,0
1,2689,3,10,11,2014,16,0,0
2,3676,2,27,11,2007,0,1,0
4,2077,4,3,11,2005,11,15,0
5,2929,2,16,5,2008,17,0,0
7,6707,6,13,12,2009,9,45,0
5,18706,3,19,9,2003,2,39,0
3,5986,3,19,4,2006,19,24,0
3,1823,1,2,5,2012,9,37,0
5,2211,3,8,8,2003,22,0,0
7,2393,8,24,8,2008,19,30,0
3,1882,4,6,4,2005,15,0,0
6,1571,7,12,6,2004,18,0,0
5,4645,5,21,9,2012,13,57,0
4,125,2,15,12,2005,8,45,0
2,408,2,15,6,2010,7,42,0
5,1594,3,26,8,2011,17,0,0
4,1305,1,15,10,2009,13,15,0
6,6174,5,13,8,2005,6,24,0
2,2878,1,22,7,2003,11,30,0
4,4830,5,30,12,2010,16,52,0
7,4615,9,21,10,2012,16,0,0
3,2016,6,14,12,2011,17,0,0
4,2706,10,11,3,2010,20,5,0
2,292,5,3,2,2015,21,30,0
7,10166,3,15,7,2012,14,30,0
3,1752,3,28,12,2005,17,0,0
6,735,4,26,7,2014,0,11,0
1,146,10,30,4,2012,19,29,0
5,6939,8,3,10,2014,14,41,0
2,4682,1,26,6,2012,11,25,0
4,1224,1,27,12,2012,1,15,0
3,1466,3,10,11,2004,16,2,0
5,464,8,17,12,2010,23,30,0
2,17230,3,6,3,2007,15,7,0
7,713,4,23,3,2014,7,36,0
4,2889,10,23,2,2012,22,30,0
1,2678,8,3,3,2014,7,30,0
7,349,2,17,10,2004,9,30,0
4,3419,8,8,4,2010,12,14,0
5,22007,5,27,6,2003,17,0,0
6,495,7,12,3,2011,10,35,0
6,11826,7,3,10,2009,7,0,0
1,220,4,13,6,2011,18,24,0
1,13098,6,3,2,2003,16,30,0
2,756,3,31,5,2005,10,10,0
3,359,10,27,10,2004,18,28,0
2,548,10,27,5,2003,7,20,0
5,7005,8,23,1,2015,23,0,0
2,6294,1,15,4,2008,2,20,0
4,282,6,8,9,2011,10,0,0
5,2439,2,24,8,2007,23,15,0
5,132,7,26,12,2008,9,0,0
1,2945,3,20,7,2009,19,57,0
4,3989,1,17,11,2005,0,1,0
5,979,4,18,10,2013,6,15,0
1,55,2,3,2,2003,10,30,0
1,4573,9,7,12,2009,17,45,0
6,1943,2,28,11,2009,23,0,0
1,22104,5,1,3,2004,22,0,0
1,118,2,29,10,2007,15,30,0
7,1850,4,1,7,2012,23,0,0
3,2400,10,19,3,2008,12,33,0
3,1090,2,3,5,2006,15,30,0
4,2463,2,13,12,2012,17,0,0
1,6162,7,19,7,2004,9,0,0
6,7848,3,27,2,2010,10,45,0
6,1943,2,2,7,2011,17,43,0
4,2396,1,9,1,2014,4,7,0
3,213,4,29,6,2011,9,34,0
2,863,1,4,5,2010,20,15,0
2,248,7,6,7,2004,19,0,0
5,7599,6,5,9,2014,13,33,0
4,2783,4,28,7,2011,16,0,0
3,6613,5,14,10,2009,21,30,0
2,1635,1,13,4,2004,1,10,0
4,2245,4,3,4,2014,8,0,0
4,18304,7,28,12,2006,10,0,0
1,22630,8,15,9,2003,21,30,0
6,1224,1,26,3,2005,1,1,0
4,9985,3,18,9,2008,23,20,0
1,2703,2,15,10,2007,11,28,0
2,6805,3,1,9,2009,8,0,0
3,177,10,5,3,2008,21,6,0
6,77,10,20,4,2013,8,15,0
4,1748,6,30,11,2006,22,20,0
4,7209,5,20,2,2003,1,15,0
1,1185,5,19,2,2007,17,48,0
1,1780,4,7,8,2006,19,50,0
7,11999,9,13,8,2006,8,0,0
7,11672,9,27,7,2014,15,0,0
6,17909,8,27,2,2010,19,35,0
3,2646,5,17,5,2006,9,25,0
7,3856,4,9,5,2010,1,50,0
5,2891,5,27,11,2009,22,39,0
1,8956,1,27,11,2006,13,30,0
2,2439,2,21,2,2006,19,30,0
5,3340,4,25,8,2006,23,0,0
5,4405,5,14,1,2005,20,0,0
1,13466,5,4,2,2013,6,20,0
5,10346,3,27,6,2008,9,0,0
1,21900,3,11,10,2004,19,35,0
1,14809,8,28,10,2013,12,51,0
3,355,2,15,5,2013,8,53,0
2,6842,4,17,5,2005,12,0,0
1,744,10,23,8,2010,6,56,0
5,7172,1,7,3,2014,12,0,0
3,2563,10,11,6,2014,14,15,0
4,125,2,3,11,2005,0,1,0
7,2184,7,17,10,2004,20,47,0
5,2470,2,21,4,2006,23,42,0
2,4435,3,30,5,2006,9,37,0
4,77,10,8,7,2004,21,4,0
3,8039,4,10,3,2010,22,5,0
2,5141,6,20,1,2009,4,44,0
6,10714,2,4,6,2011,18,39,0
2,5262,10,20,2,2007,12,0,0
6,3032,4,23,2,2008,8,0,0
2,1141,10,28,10,2014,14,43,0
6,1376,8,2,6,2007,19,45,0
6,435,10,30,6,2007,8,40,0
7,15340,6,25,8,2013,11,24,0
2,3095,9,4,3,2003,7,0,0
2,9253,3,10,6,2008,15,0,0
3,70,10,6,3,2013,5,45,0
3,20071,3,19,3,2008,10,0,0
4,3443,1,1,6,2006,8,0,0
5,13375,8,23,1,2009,12,10,0
2,1554,2,29,6,2010,16,0,0
4,19196,9,12,8,2010,13,0,0
4,6947,5,6,3,2003,17,0,0
1,1341,7,3,2,2014,13,30,0
4,4879,1,9,8,2007,7,0,0
5,12075,9,15,1,2010,14,5,0
5,2489,1,20,4,2007,17,0,0
2,1752,3,30,3,2004,10,30,0
1,358,6,16,4,2012,12,30,0
4,259,5,3,4,2014,0,27,0
7,546,5,17,1,2010,1,20,0
4,77,10,22,9,2011,6,55,0
5,1562,9,18,4,2014,23,41,0
5,2445,2,26,12,2014,16,0,0
6,408,2,30,5,2009,15,39,0
7,12747,6,18,5,2014,10,30,0
3,1090,4,10,8,2005,9,0,0
4,2225,5,1,6,2006,19,0,0
5,6958,4,18,10,2013,11,19,0
6,11714,1,30,5,2009,14,30,0
2,426,8,31,3,2009,13,50,0
3,9508,8,7,4,2010,23,9,0
1,363,2,28,11,2011,8,0,0
4,10053,7,17,4,2014,10,57,0
2,10657,3,29,11,2005,15,30,0
6,19682,8,4,6,2005,2,40,0
6,9230,3,14,6,2014,14,20,0
6,4648,1,14,11,2009,2,45,0
2,1284,4,20,1,2015,21,28,0
3,10840,5,14,4,2004,19,3,0
4,158,2,17,9,2009,22,4,0
7,5165,2,22,2,2015,4,30,0
2,6742,4,16,10,2007,15,0,0
1,3332,2,14,5,2007,1,0,0
7,2993,1,3,7,2011,9,16,0
5,9030,4,4,5,2012,3,2,0
5,12123,9,12,1,2007,20,48,0
4,359,10,5,5,2011,18,15,0
7,340,6,28,11,2004,0,1,0
6,998,5,27,12,2008,8,52,0
7,5017,2,17,6,2012,0,1,0
1,1979,4,3,4,2006,18,30,0
3,9453,5,26,1,2005,11,1,0
3,125,2,22,8,2012,0,1,0
2,102,10,27,7,2010,18,20,0
3,125,2,24,3,2010,23,43,0
5,1407,1,18,5,2007,16,0,0
2,12617,8,7,1,2014,12,42,0
4,1133,7,6,5,2010,4,0,0
7,12743,4,18,5,2014,16,50,0
1,13482,9,14,9,2009,11,0,0
5,4888,3,25,8,2006,13,44,0
7,10823,1,17,7,2011,12,0,0
4,144,4,26,11,2009,17,50,0
1,2328,5,6,2,2006,9,30,0
2,17848,8,27,5,2008,19,50,0
1,1267,5,17,3,2003,18,43,0
6,1030,2,27,8,2011,4,18,0
6,2288,3,9,8,2008,12,15,0
3,1583,4,14,5,2014,15,0,0
6,3664,4,29,6,2013,21,45,0
4,1285,10,23,1,2003,23,0,0
7,2835,10,13,2,2011,13,0,0
5,8223,2,5,9,2008,12,0,0
2,2862,10,10,8,2010,17,0,0
2,7064,4,17,10,2006,17,30,0
7,12259,8,22,8,2004,3,30,0
7,5630,3,22,10,2006,6,29,0
6,5259,5,22,10,2011,1,35,0
4,435,10,23,3,2006,23,54,0
6,1224,1,22,3,2008,1,41,0
5,4454,4,13,6,2014,20,30,0
1,14998,1,23,7,2012,10,0,0
2,19816,3,18,8,2009,13,40,0
6,7519,1,8,8,2009,15,50,0
1,9417,8,15,10,2012,16,7,0
3,13617,3,11,6,2003,12,33,0
7,3,5,13,7,2008,3,10,0
3,8970,4,23,1,2008,12,1,0
2,2003,8,28,4,2015,8,0,0
3,2954,8,17,5,2006,15,30,0
5,7225,9,10,7,2009,11,0,0
6,2944,2,12,7,2014,3,8,0
7,3881,4,3,7,2011,21,18,0
1,10724,3,26,12,2005,2,53,0
2,6313,3,22,2,2011,19,37,0
2,1723,9,4,3,2003,17,50,0
7,2335,9,2,12,2012,22,33,0
3,957,2,18,5,2011,4,12,0
7,1764,1,14,1,2007,12,15,0
4,11130,5,13,12,2012,15,15,0
7,2688,10,5,6,2005,21,0,0
1,4855,3,26,10,2009,10,0,0
6,356,3,25,1,2014,10,26,0
2,3884,2,22,8,2006,23,30,0
4,807,2,3,11,2005,17,50,0
2,1019,5,7,7,2009,23,28,0
6,122,4,22,5,2010,11,0,0
6,138,2,30,10,2004,17,18,0
5,1394,6,1,5,2015,8,0,0
1,93,7,27,5,2013,15,0,0
1,7146,9,19,4,2010,17,54,0
3,2534,4,17,9,2003,17,30,0
3,303,8,28,10,2009,2,0,0
6,5512,6,4,5,2013,23,19,0
5,2989,5,21,5,2010,11,30,0
5,6691,6,1,7,2005,12,0,0
7,1790,1,12,8,2007,10,5,0
7,807,2,27,6,2004,15,0,0
2,1520,5,15,4,2003,19,5,0
2,1574,2,26,11,2013,21,21,0
4,125,2,22,2,2007,12,45,0
4,637,1,24,7,2008,9,0,0
6,511,4,13,12,2003,0,1,0
7,4324,4,21,4,2013,21,30,0
5,1235,5,10,2,2006,0,22,0
1,2483,1,10,12,2012,12,0,0
4,5164,4,22,1,2015,23,0,0
6,125,2,29,7,2006,14,0,0
4,5426,8,22,1,2009,0,15,0
4,11251,4,24,3,2005,22,0,0
1,11652,3,4,8,2014,9,0,0
2,6460,8,20,1,2015,10,15,0
6,10744,6,21,10,2006,20,0,0
3,11057,3,3,9,2014,16,27,0
6,303,8,20,9,2003,10,53,0
5,3951,7,4,5,2012,16,45,0
1,15682,5,22,12,2008,20,0,0
1,36,2,19,3,2007,9,10,0
6,772,10,24,1,2009,18,3,0
2,13694,4,26,5,2009,18,15,0
1,2384,5,10,12,2012,13,40,0
5,501,4,30,7,2010,0,1,0
7,5900,7,11,8,2013,15,0,0
5,2439,2,25,8,2006,23,30,0
1,1235,5,3,5,2010,14,10,0
7,6963,2,5,6,2011,20,40,0
5,9247,8,6,8,2004,22,0,0
7,3942,6,18,5,2003,22,0,0
7,1792,2,5,12,2010,2,0,0
7,5994,5,3,6,2012,0,15,0
7,5001,4,2,11,2008,17,35,0
4,853,2,9,12,2004,13,50,0
6,1224,1,1,11,2014,1,13,0
4,1436,1,27,1,2011,14,0,0
1,1331,4,16,5,2011,3,45,0
2,1884,3,19,3,2013,17,18,0
1,8954,4,13,12,2010,19,46,0
7,138,2,9,9,2007,23,15,0
3,7465,9,12,1,2011,15,8,0
6,363,2,16,6,2007,9,27,0
5,4140,10,13,12,2013,17,30,0
4,1710,6,27,11,2014,5,30,0
5,4998,4,12,8,2005,21,18,0
1,3072,2,5,3,2007,23,0,0
2,363,2,24,6,2008,11,44,0
4,1927,1,30,10,2008,19,0,0
6,5107,10,2,5,2009,22,10,0
1,10714,2,21,3,2005,9,31,0
6,6236,4,16,7,2005,2,0,0
3,1588,9,8,2,2012,15,0,0
6,3225,2,7,3,2015,10,25,0
7,6982,7,23,4,2006,16,40,0
5,125,2,14,11,2003,12,0,0
1,10770,6,16,10,2006,16,30,0
3,17768,5,5,9,2007,23,27,0
4,13165,3,9,9,2010,19,30,0
6,125,2,4,4,2009,13,0,0
5,7131,3,20,3,2009,23,22,0
4,501,4,4,11,2010,15,0,0
1,1429,10,28,11,2011,5,20,0
3,6787,3,20,9,2006,22,17,0
6,10801,2,9,8,2003,20,0,0
3,3112,1,18,2,2009,23,0,0
3,13868,6,30,5,2007,0,1,0
7,4140,10,10,2,2008,13,15,0
4,328,10,18,9,2008,22,43,0
3,1654,8,17,10,2007,16,6,0
5,22284,5,8,8,2003,4,18,0
1,13428,9,28,5,2007,0,4,0
7,11204,2,28,3,2010,12,15,0
4,12694,3,5,4,2007,11,57,0
1,9208,5,11,11,2013,13,30,0
6,12870,7,26,7,2008,15,30,0
1,7781,9,1,10,2012,8,0,0
2,3142,6,19,4,2005,21,15,0
4,125,2,19,2,2015,10,50,0
2,2172,5,13,4,2004,18,15,0
6,4651,2,30,5,2009,23,0,0
1,2164,8,12,4,2004,8,14,0
3,7516,1,25,6,2014,23,50,0
4,22444,7,22,1,2004,2,0,0
5,15197,8,28,1,2011,12,0,0
3,1615,2,26,1,2005,14,43,0
7,13029,3,4,5,2003,9,25,0
7,2734,8,2,6,2013,9,35,0
3,1091,10,21,4,2010,22,12,0
5,13351,7,4,5,2012,10,0,0
4,7144,1,23,2,2006,0,49,0
1,1220,10,18,3,2013,16,20,0
2,502,5,7,1,2003,16,30,0
5,12784,8,9,9,2011,19,20,0
7,283,10,7,10,2012,1,0,0
3,1121,10,28,10,2009,22,53,0
2,4793,7,26,12,2006,9,30,0
1,402,4,18,8,2014,7,0,0
4,682,10,8,2,2007,9,20,0
4,4284,1,22,9,2011,19,0,0
4,1255,6,3,4,2008,17,30,0
6,22,10,10,2,2007,2,30,0
5,5032,5,11,2,2005,12,31,0
3,1156,8,17,10,2012,13,55,0
4,821,10,16,4,2015,7,49,0
1,3906,5,17,9,2012,11,45,0
3,1865,5,7,4,2010,20,41,0
1,4984,1,16,2,2004,0,1,0
6,5146,8,24,4,2010,9,55,0
3,2683,1,1,4,2015,12,40,0
7,1100,5,20,4,2003,1,50,0
3,1790,1,21,1,2015,13,19,0
7,10115,9,11,7,2004,2,0,0
4,12616,9,5,8,2004,20,50,0
1,5027,1,16,3,2015,19,30,0
7,10296,5,15,1,2006,20,0,0
1,213,4,30,8,2004,14,30,0
5,935,1,14,11,2003,9,30,0
3,11249,2,30,4,2003,19,0,0
2,4442,3,24,7,2007,9,0,0
1,7967,3,27,10,2008,17,0,0
4,22881,8,12,6,2003,3,30,0
6,8966,2,29,11,2014,16,32,0
5,1620,10,27,7,2007,18,0,0
4,784,2,28,1,2010,17,32,0
6,654,1,8,3,2014,21,47,0
4,657,8,6,4,2006,16,40,0
2,1085,5,24,1,2006,20,15,0
1,6148,4,24,12,2007,9,30,0
4,125,2,10,3,2011,14,0,0
3,11565,4,6,8,2014,20,45,0
6,704,2,14,1,2006,20,30,0
5,5544,4,14,1,2011,7,5,0
2,14186,4,26,7,2005,23,0,0
4,2911,10,12,6,2008,23,40,0
6,872,2,12,2,2005,13,5,0
7,11678,8,21,11,2010,11,15,0
6,1580,10,3,5,2008,14,15,0
7,6695,1,22,3,2009,2,0,0
4,4512,6,4,4,2013,11,7,0
6,3107,3,14,7,2012,20,0,0
5,5220,5,9,1,2009,15,20,0
5,1555,2,18,10,2013,12,0,0
5,6409,5,3,5,2013,14,10,0
5,872,2,16,5,2008,18,35,0
6,366,10,26,8,2006,14,1,0
5,325,8,29,5,2009,19,30,0
7,595,7,2,11,2014,8,10,0
2,3728,4,8,2,2005,23,45,0
1,2341,5,9,12,2013,17,0,0
1,601,9,16,5,2005,10,44,0
7,12969,3,27,6,2004,1,30,0
3,9905,9,2,9,2009,11,8,0
2,6706,9,5,9,2006,12,55,0
6,6116,3,27,12,2008,23,0,0
4,232,4,7,4,2011,20,0,0
6,8911,1,11,8,2012,9,18,0
2,3396,10,17,5,2005,17,30,0
6,4941,1,30,10,2004,14,45,0
5,324,1,6,9,2013,9,30,0
2,3783,4,19,4,2011,0,2,0
6,2985,5,22,2,2014,8,23,0
5,2862,10,3,5,2013,8,14,0
2,5098,5,16,10,2007,17,10,0
2,9039,5,30,9,2008,12,0,0
3,13477,2,29,6,2005,13,45,0
5,541,9,6,4,2012,23,0,0
3,158,2,21,4,2010,18,50,0
3,4576,6,1,10,2014,9,0,0
5,4073,3,20,2,2015,15,11,0
5,4559,4,20,4,2012,10,39,0
4,2041,10,9,7,2009,14,59,0
4,125,2,2,12,2010,16,40,0
5,2125,5,27,1,2006,17,0,0
1,12873,7,12,5,2014,19,30,0
6,5297,7,9,8,2014,17,0,0
5,672,1,14,7,2006,13,0,0
6,138,10,7,5,2005,21,18,0
4,2951,8,24,8,2006,12,45,0
1,3834,2,3,4,2006,8,0,0
7,5444,10,10,8,2008,20,55,0
6,6688,8,8,10,2011,1,40,0
2,4575,3,15,11,2005,23,0,0
6,438,6,11,12,2004,23,35,0
6,242,10,5,10,2013,15,45,0
2,125,2,4,9,2012,14,0,0
3,1304,5,18,9,2013,11,10,0
3,7387,3,7,9,2005,20,22,0
3,11825,1,28,7,2010,0,1,0
2,1808,9,29,10,2013,9,35,0
3,643,4,25,1,2012,13,1,0
5,4418,2,24,1,2014,13,0,0
2,125,2,12,5,2009,15,33,0
6,4701,5,23,8,2008,21,0,0
7,2340,3,23,10,2005,0,1,0
4,10149,7,11,8,2005,2,30,0
1,150,10,13,10,2008,0,1,0
4,16428,7,6,8,2009,22,30,0
7,158,2,18,11,2012,1,20,0
1,1150,2,3,9,2012,11,6,0
5,7073,9,26,12,2008,22,20,0
5,324,1,11,1,2013,18,0,0
4,8056,5,6,4,2006,1,20,0
1,1524,3,15,9,2014,21,50,0
3,2579,2,8,9,2010,15,40,0
4,93,7,4,9,2014,15,50,0
1,1525,4,2,9,2013,21,0,0
5,14793,5,25,3,2005,9,0,0
7,4156,4,6,9,2009,14,0,0
6,6819,2,7,2,2009,22,0,0
4,9303,8,16,4,2009,16,20,0
2,441,9,11,5,2004,9,0,0
6,125,2,29,7,2006,1,30,0
2,221,8,6,3,2007,13,56,0
7,3720,9,12,9,2010,7,35,0
7,4657,4,12,2,2012,0,57,0
2,15695,7,10,1,2006,4,12,0
2,7056,5,24,7,2007,7,15,0
4,17753,3,3,5,2012,23,8,0
2,77,10,23,2,2010,11,0,0
2,534,4,8,3,2005,14,5,0
3,17309,8,28,12,2011,2,15,0
4,501,4,3,11,2005,13,51,0
5,6958,4,18,10,2013,11,19,0
5,672,1,30,12,2011,11,12,0
6,419,5,20,10,2007,13,12,0
7,602,2,7,4,2013,21,28,0
7,13695,4,3,6,2012,8,30,0
5,2118,5,18,5,2012,21,30,0
1,12228,9,2,3,2009,8,0,0
4,5764,5,30,4,2009,15,19,0
7,2593,2,29,8,2010,17,23,0
2,10551,7,30,9,2014,15,0,0
2,36,2,22,8,2006,16,45,0
