"day","address","location","date","month","year","hour","min","DRUNKENNESS"
7,8876,9,20,5,2007,21,30,1
7,4107,6,20,5,2007,12,5,1
6,735,4,19,5,2007,19,52,1
6,9405,4,19,5,2007,0,30,1
5,1772,2,18,5,2007,9,44,1
4,501,4,17,5,2007,23,45,1
3,1790,1,16,5,2007,20,25,1
3,369,5,16,5,2007,19,0,1
3,1284,4,16,5,2007,2,4,1
2,1791,2,15,5,2007,17,52,1
2,8298,1,15,5,2007,12,8,1
1,7767,9,14,5,2007,19,10,1
1,361,2,14,5,2007,17,49,1
7,16908,8,6,5,2007,16,50,1
7,1547,3,6,5,2007,16,22,1
7,6917,4,6,5,2007,15,45,1
7,15589,9,6,5,2007,5,0,1
7,6475,2,6,5,2007,2,43,1
7,17602,2,6,5,2007,0,45,1
6,1777,5,5,5,2007,17,48,1
6,5245,10,5,5,2007,17,2,1
6,1656,4,5,5,2007,6,30,1
6,3471,2,5,5,2007,2,13,1
5,1107,2,4,5,2007,19,45,1
5,501,4,4,5,2007,16,40,1
5,442,2,4,5,2007,10,6,1
3,5527,5,2,5,2007,19,58,1
3,957,2,2,5,2007,17,30,1
1,44,6,30,4,2007,23,32,1
1,6204,5,30,4,2007,23,18,1
1,8493,6,30,4,2007,22,2,1
7,455,2,22,4,2007,22,30,1
7,979,4,22,4,2007,14,50,1
7,4062,4,22,4,2007,0,28,1
6,2318,4,21,4,2007,19,53,1
6,154,5,21,4,2007,1,0,1
5,125,2,20,4,2007,20,5,1
4,9799,6,19,4,2007,15,40,1
3,36,2,18,4,2007,23,40,1
3,5586,4,18,4,2007,15,30,1
3,2118,5,18,4,2007,0,20,1
2,1950,2,17,4,2007,17,45,1
2,2701,9,17,4,2007,17,44,1
2,19416,9,17,4,2007,4,52,1
2,1606,2,17,4,2007,1,11,1
1,6349,7,16,4,2007,10,15,1
1,1117,4,16,4,2007,1,12,1
7,8281,8,8,4,2007,23,26,1
7,501,4,8,4,2007,16,30,1
7,1565,5,8,4,2007,2,5,1
6,6374,9,7,4,2007,20,33,1
6,2535,4,7,4,2007,0,40,1
5,7262,2,6,4,2007,19,19,1
4,125,2,5,4,2007,7,15,1
1,392,4,2,4,2007,14,55,1
7,2101,1,25,3,2007,1,30,1
6,1118,4,24,3,2007,23,14,1
5,2706,10,23,3,2007,16,55,1
4,1498,5,22,3,2007,19,20,1
4,504,4,22,3,2007,1,39,1
3,241,2,21,3,2007,23,57,1
3,13101,6,21,3,2007,17,16,1
3,83,2,21,3,2007,1,49,1
2,1791,2,20,3,2007,23,5,1
1,8298,1,19,3,2007,23,45,1
1,4062,4,19,3,2007,22,25,1
1,538,8,19,3,2007,19,38,1
7,976,4,11,3,2007,18,24,1
7,21004,9,11,3,2007,1,15,1
7,6110,1,11,3,2007,0,25,1
6,4034,4,10,3,2007,6,6,1
5,7030,6,9,3,2007,22,55,1
5,5377,4,9,3,2007,18,49,1
4,9545,6,8,3,2007,23,36,1
4,501,4,8,3,2007,16,43,1
4,2208,9,8,3,2007,11,0,1
2,4023,10,6,3,2007,18,11,1
1,504,4,5,3,2007,18,35,1
1,907,6,5,3,2007,17,20,1
1,2409,2,5,3,2007,3,46,1
7,2269,2,25,2,2007,22,40,1
6,19166,9,24,2,2007,1,49,1
5,501,4,23,2,2007,18,23,1
3,8298,1,21,2,2007,23,48,1
2,980,10,20,2,2007,0,35,1
1,2383,5,19,2,2007,21,8,1
7,15742,5,11,2,2007,2,39,1
7,1263,2,11,2,2007,0,1,1
6,4547,5,10,2,2007,22,31,1
6,10321,9,10,2,2007,6,7,1
6,1224,1,10,2,2007,0,57,1
5,6659,5,9,2,2007,19,56,1
5,816,2,9,2,2007,0,11,1
4,1224,1,8,2,2007,2,8,1
4,164,4,8,2,2007,0,5,1
3,4156,4,7,2,2007,18,45,1
3,1565,5,7,2,2007,15,55,1
3,6596,2,7,2,2007,11,38,1
3,15984,4,7,2,2007,0,43,1
2,11536,4,6,2,2007,19,10,1
2,9543,4,6,2,2007,3,56,1
1,468,2,5,2,2007,10,59,1
1,772,10,5,2,2007,4,45,1
1,8933,9,5,2,2007,1,25,1
7,501,4,28,1,2007,16,29,1
7,4865,4,28,1,2007,0,45,1
7,501,4,28,1,2007,0,1,1
6,925,2,27,1,2007,21,0,1
6,925,2,27,1,2007,20,30,1
6,125,2,27,1,2007,16,15,1
6,1202,6,27,1,2007,12,15,1
5,2581,9,26,1,2007,19,55,1
4,9456,9,25,1,2007,20,30,1
4,2106,6,25,1,2007,1,30,1
3,6958,4,24,1,2007,22,0,1
2,872,2,23,1,2007,22,23,1
2,7307,1,23,1,2007,12,11,1
1,9596,6,22,1,2007,16,25,1
6,59,2,13,1,2007,1,34,1
6,1555,2,13,1,2007,0,48,1
5,1588,9,12,1,2007,22,30,1
5,1886,9,12,1,2007,21,41,1
1,5082,4,8,1,2007,18,32,1
7,4257,5,31,12,2006,12,20,1
7,895,2,31,12,2006,2,12,1
6,501,4,30,12,2006,22,15,1
5,501,4,29,12,2006,21,0,1
5,198,1,29,12,2006,19,25,1
5,501,4,29,12,2006,15,55,1
5,28,4,29,12,2006,0,1,1
4,3153,6,28,12,2006,18,40,1
3,925,2,27,12,2006,19,30,1
3,1185,5,27,12,2006,17,20,1
2,3719,5,26,12,2006,20,20,1
2,3081,2,26,12,2006,0,1,1
1,1202,6,25,12,2006,8,55,1
1,7704,1,25,12,2006,0,1,1
7,8227,1,17,12,2006,4,44,1
7,1224,1,17,12,2006,1,15,1
6,772,10,16,12,2006,6,15,1
5,1202,6,15,12,2006,14,47,1
4,1202,6,14,12,2006,20,2,1
4,7704,1,14,12,2006,16,15,1
3,1654,8,13,12,2006,13,30,1
2,2926,4,12,12,2006,21,51,1
2,14561,9,12,12,2006,8,40,1
7,1565,5,3,12,2006,22,28,1
7,591,9,3,12,2006,2,19,1
7,5700,8,3,12,2006,0,56,1
6,2236,4,2,12,2006,23,52,1
6,13817,3,2,12,2006,22,12,1
6,764,6,2,12,2006,10,12,1
6,1263,2,2,12,2006,1,51,1
5,1224,1,1,12,2006,23,25,1
5,125,2,1,12,2006,22,4,1
5,3604,4,1,12,2006,18,40,1
5,1021,4,1,12,2006,3,3,1
4,870,4,30,11,2006,20,36,1
2,2439,2,28,11,2006,22,48,1
1,1009,2,27,11,2006,23,2,1
1,1007,5,27,11,2006,21,45,1
1,961,6,27,11,2006,16,51,1
1,538,8,27,11,2006,1,22,1
7,19001,3,19,11,2006,15,50,1
6,10497,9,18,11,2006,23,31,1
6,125,2,18,11,2006,9,36,1
6,3774,2,18,11,2006,2,1,1
4,14593,2,16,11,2006,23,5,1
2,283,10,14,11,2006,17,49,1
2,872,2,14,11,2006,7,20,1
1,3153,6,13,11,2006,0,1,1
7,1416,2,5,11,2006,19,22,1
7,10154,7,5,11,2006,18,40,1
7,1428,3,5,11,2006,14,0,1
7,2718,6,5,11,2006,1,2,1
4,7180,5,2,11,2006,15,13,1
3,165,9,1,11,2006,9,2,1
3,5618,2,1,11,2006,8,52,1
3,924,5,1,11,2006,1,25,1
3,9813,5,1,11,2006,1,2,1
1,5598,3,30,10,2006,14,40,1
7,3600,1,22,10,2006,2,4,1
7,9164,1,22,10,2006,0,23,1
6,1351,8,21,10,2006,22,0,1
6,2391,2,21,10,2006,0,57,1
5,992,1,20,10,2006,23,51,1
5,2836,4,20,10,2006,16,20,1
4,2836,4,19,10,2006,17,45,1
4,2911,10,19,10,2006,15,42,1
4,1973,9,19,10,2006,12,45,1
4,14880,2,19,10,2006,12,43,1
2,1267,5,17,10,2006,18,48,1
1,3494,9,16,10,2006,23,36,1
7,2009,5,8,10,2006,2,1,1
6,908,10,7,10,2006,23,55,1
6,2639,5,7,10,2006,17,34,1
6,1212,1,7,10,2006,16,0,1
5,338,1,6,10,2006,23,0,1
5,6184,3,6,10,2006,19,41,1
5,1996,2,6,10,2006,1,15,1
5,5562,9,6,10,2006,1,10,1
4,4064,8,5,10,2006,20,0,1
4,256,2,5,10,2006,17,22,1
3,872,2,4,10,2006,13,14,1
1,957,2,2,10,2006,20,55,1
1,17268,7,2,10,2006,20,11,1
1,408,2,2,10,2006,15,0,1
1,9463,3,2,10,2006,0,1,1
7,125,2,24,9,2006,13,44,1
6,157,5,23,9,2006,22,30,1
6,591,9,23,9,2006,2,50,1
6,771,1,23,9,2006,1,52,1
6,1224,1,23,9,2006,1,0,1
5,5469,1,22,9,2006,23,50,1
5,2118,5,22,9,2006,23,28,1
4,5927,4,21,9,2006,20,0,1
4,2909,2,21,9,2006,0,50,1
3,7068,10,20,9,2006,21,27,1
3,3881,4,20,9,2006,19,49,1
2,8371,1,19,9,2006,17,0,1
1,3803,4,18,9,2006,14,0,1
1,2706,10,18,9,2006,2,50,1
7,5444,10,10,9,2006,23,45,1
7,3044,4,10,9,2006,20,5,1
7,2862,10,10,9,2006,2,40,1
7,1224,1,10,9,2006,1,20,1
6,4648,1,9,9,2006,7,46,1
5,5561,1,8,9,2006,22,4,1
3,28,4,6,9,2006,0,50,1
2,125,2,5,9,2006,16,45,1
2,10066,4,5,9,2006,16,35,1
2,1816,2,5,9,2006,11,12,1
1,1216,4,4,9,2006,15,42,1
1,14043,2,4,9,2006,4,51,1
7,1107,2,27,8,2006,13,26,1
6,3664,4,26,8,2006,23,40,1
6,7450,4,26,8,2006,22,40,1
6,741,2,26,8,2006,11,0,1
5,1525,4,25,8,2006,21,30,1
5,1789,4,25,8,2006,11,1,1
4,1303,2,24,8,2006,17,27,1
3,12,5,23,8,2006,18,21,1
7,18110,4,13,8,2006,16,46,1
7,8444,9,13,8,2006,11,20,1
7,9742,4,13,8,2006,8,17,1
7,5015,1,13,8,2006,1,58,1
6,5276,4,12,8,2006,21,26,1
6,3873,1,12,8,2006,20,1,1
6,1186,4,12,8,2006,17,23,1
6,2718,6,12,8,2006,13,30,1
6,906,4,12,8,2006,4,34,1
5,12048,7,11,8,2006,20,31,1
5,3738,8,11,8,2006,19,52,1
5,13102,6,11,8,2006,2,17,1
4,3114,9,10,8,2006,19,23,1
4,17294,9,10,8,2006,19,0,1
4,172,5,10,8,2006,17,32,1
4,5454,8,10,8,2006,7,17,1
3,5216,1,9,8,2006,18,35,1
2,507,5,8,8,2006,22,15,1
1,1606,2,7,8,2006,15,24,1
7,1263,2,30,7,2006,1,24,1
5,15670,7,28,7,2006,22,9,1
4,5805,6,27,7,2006,7,12,1
2,568,4,25,7,2006,22,42,1
1,3491,4,24,7,2006,20,21,1
1,2515,9,24,7,2006,13,38,1
1,1678,9,24,7,2006,1,28,1
7,13677,4,16,7,2006,18,5,1
7,2725,4,16,7,2006,17,32,1
7,2755,2,16,7,2006,2,20,1
7,2826,2,16,7,2006,2,20,1
6,11979,3,15,7,2006,23,20,1
6,870,4,15,7,2006,21,50,1
6,1185,5,15,7,2006,15,40,1
5,29,5,14,7,2006,22,0,1
5,4627,8,14,7,2006,17,38,1
5,6224,8,14,7,2006,0,24,1
5,3943,4,14,7,2006,0,20,1
3,1086,8,12,7,2006,19,29,1
2,1703,5,11,7,2006,9,0,1
1,18311,9,10,7,2006,23,43,1
1,357,4,10,7,2006,18,28,1
1,6651,2,10,7,2006,15,41,1
1,630,1,10,7,2006,0,47,1
7,1257,5,2,7,2006,2,43,1
6,704,2,1,7,2006,22,19,1
6,3712,6,1,7,2006,21,2,1
6,548,10,1,7,2006,20,0,1
6,501,4,1,7,2006,16,0,1
6,2976,1,1,7,2006,12,30,1
6,17594,8,1,7,2006,9,34,1
5,870,4,30,6,2006,22,4,1
4,1757,3,29,6,2006,21,30,1
4,9577,8,29,6,2006,12,25,1
3,2265,4,28,6,2006,18,10,1
2,1671,2,27,6,2006,2,35,1
1,741,2,26,6,2006,17,50,1
1,501,4,26,6,2006,11,9,1
7,1399,10,18,6,2006,22,30,1
7,12256,9,18,6,2006,3,0,1
7,18552,2,18,6,2006,1,30,1
7,9841,8,18,6,2006,1,5,1
6,2755,2,17,6,2006,22,4,1
6,8291,8,17,6,2006,19,28,1
6,10139,3,17,6,2006,19,1,1
6,138,2,17,6,2006,12,4,1
6,14454,3,17,6,2006,1,4,1
5,1119,2,16,6,2006,21,28,1
5,13812,3,16,6,2006,12,35,1
4,221,8,15,6,2006,0,45,1
3,7163,5,14,6,2006,23,20,1
3,2185,4,14,6,2006,22,33,1
3,259,5,14,6,2006,0,15,1
2,4613,2,13,6,2006,17,20,1
1,12634,9,12,6,2006,15,58,1
7,259,5,4,6,2006,21,11,1
7,27,5,4,6,2006,6,0,1
7,13875,5,4,6,2006,3,30,1
7,1485,5,4,6,2006,1,40,1
6,979,4,3,6,2006,23,50,1
6,13416,7,3,6,2006,22,50,1
6,2985,5,3,6,2006,22,22,1
6,538,8,3,6,2006,12,45,1
6,4762,5,3,6,2006,11,0,1
6,6133,3,3,6,2006,0,25,1
5,285,9,2,6,2006,23,30,1
4,8524,2,1,6,2006,6,10,1
3,2372,5,31,5,2006,12,30,1
2,9363,9,30,5,2006,13,13,1
1,6639,4,29,5,2006,21,44,1
1,303,8,29,5,2006,0,23,1
7,158,2,21,5,2006,21,56,1
7,501,4,21,5,2006,18,0,1
7,2896,4,21,5,2006,14,50,1
7,11308,6,21,5,2006,14,25,1
7,2118,5,21,5,2006,12,49,1
7,337,3,21,5,2006,0,1,1
6,7259,5,20,5,2006,3,48,1
5,88,2,19,5,2006,16,43,1
4,4969,6,18,5,2006,19,27,1
3,3148,5,17,5,2006,21,16,1
2,6372,9,16,5,2006,15,55,1
2,2214,1,16,5,2006,14,35,1
1,20582,9,15,5,2006,23,24,1
7,3331,2,7,5,2006,22,14,1
7,6667,8,7,5,2006,19,2,1
7,3883,2,7,5,2006,17,29,1
6,3905,6,6,5,2006,22,46,1
6,8895,3,6,5,2006,13,0,1
6,2398,2,6,5,2006,0,16,1
3,15772,8,3,5,2006,9,40,1
2,3662,4,2,5,2006,11,30,1
1,139,2,1,5,2006,19,10,1
1,17946,8,1,5,2006,1,42,1
7,2752,9,23,4,2006,23,2,1
7,28,4,23,4,2006,21,48,1
7,305,9,23,4,2006,2,58,1
7,1224,1,23,4,2006,0,41,1
6,5782,5,22,4,2006,2,29,1
6,704,2,22,4,2006,0,12,1
4,2161,5,20,4,2006,1,27,1
3,438,6,19,4,2006,21,30,1
3,7516,1,19,4,2006,15,30,1
2,77,10,18,4,2006,21,4,1
2,2317,1,18,4,2006,19,0,1
1,5398,1,17,4,2006,21,0,1
1,3180,10,17,4,2006,19,39,1
7,5215,3,9,4,2006,22,56,1
7,6158,6,9,4,2006,11,0,1
7,14041,9,9,4,2006,1,49,1
6,1255,6,8,4,2006,19,20,1
6,1860,2,8,4,2006,17,5,1
6,17690,1,8,4,2006,1,46,1
6,15830,3,8,4,2006,1,45,1
5,1592,1,7,4,2006,21,57,1
5,2909,2,7,4,2006,20,53,1
5,10155,8,7,4,2006,7,0,1
5,575,5,7,4,2006,2,38,1
4,2933,8,6,4,2006,20,30,1
3,867,1,5,4,2006,22,15,1
3,872,2,5,4,2006,20,49,1
2,3619,2,4,4,2006,22,10,1
2,517,2,4,4,2006,14,12,1
2,5480,7,4,4,2006,1,13,1
1,764,6,3,4,2006,15,0,1
1,2891,5,3,4,2006,7,58,1
1,2706,10,3,4,2006,0,13,1
7,960,9,26,3,2006,22,38,1
7,11575,6,26,3,2006,16,15,1
7,1588,9,26,3,2006,0,30,1
7,501,4,26,3,2006,0,5,1
6,1224,1,25,3,2006,23,58,1
6,5579,1,25,3,2006,23,5,1
6,44,6,25,3,2006,19,40,1
6,65,4,25,3,2006,11,50,1
5,764,6,24,3,2006,19,40,1
5,70,10,24,3,2006,17,42,1
5,1118,4,24,3,2006,17,36,1
5,736,4,24,3,2006,17,30,1
4,115,8,23,3,2006,17,36,1
4,213,4,23,3,2006,11,46,1
3,1645,9,22,3,2006,15,30,1
3,485,2,22,3,2006,3,15,1
3,2016,6,22,3,2006,1,55,1
2,11760,3,21,3,2006,18,23,1
1,1224,1,20,3,2006,19,0,1
1,1255,6,20,3,2006,13,34,1
7,8954,4,12,3,2006,20,35,1
7,6884,9,12,3,2006,13,0,1
7,771,1,12,3,2006,2,0,1
7,4166,1,12,3,2006,1,14,1
7,3008,9,12,3,2006,0,30,1
6,13223,3,11,3,2006,15,10,1
4,494,4,9,3,2006,15,58,1
4,764,6,9,3,2006,15,30,1
4,1003,9,9,3,2006,11,59,1
3,14289,9,8,3,2006,20,33,1
3,125,2,8,3,2006,16,30,1
3,829,1,8,3,2006,0,40,1
1,1041,5,6,3,2006,22,10,1
1,156,2,6,3,2006,5,20,1
7,3300,4,26,2,2006,16,32,1
7,552,4,26,2,2006,13,41,1
7,3503,4,26,2,2006,13,30,1
7,198,1,26,2,2006,5,0,1
6,2911,10,25,2,2006,21,36,1
6,157,5,25,2,2006,17,39,1
5,764,6,24,2,2006,22,50,1
5,2907,4,24,2,2006,20,33,1
3,7408,5,22,2,2006,22,30,1
3,11350,6,22,2,2006,16,25,1
2,15382,8,21,2,2006,22,35,1
2,2356,5,21,2,2006,10,3,1
1,957,2,20,2,2006,22,13,1
1,1335,6,20,2,2006,17,0,1
1,9629,5,20,2,2006,13,49,1
7,392,4,12,2,2006,17,14,1
7,237,4,12,2,2006,9,26,1
6,501,4,11,2,2006,19,26,1
6,198,1,11,2,2006,2,50,1
6,2391,2,11,2,2006,1,5,1
5,1682,8,10,2,2006,21,10,1
5,4212,9,10,2,2006,17,47,1
5,7481,3,10,2,2006,12,10,1
4,2708,5,9,2,2006,10,26,1
3,10356,9,8,2,2006,23,0,1
1,9420,3,6,2,2006,19,11,1
6,44,6,28,1,2006,19,0,1
6,1330,6,28,1,2006,16,0,1
6,1224,1,28,1,2006,3,0,1
5,1224,1,27,1,2006,20,35,1
5,15442,9,27,1,2006,2,25,1
5,5975,7,27,1,2006,1,10,1
4,1301,1,26,1,2006,22,14,1
4,2332,2,26,1,2006,18,9,1
2,1615,2,24,1,2006,13,50,1
1,872,2,23,1,2006,17,8,1
1,1224,1,23,1,2006,2,14,1
7,8017,7,15,1,2006,2,50,1
7,7804,8,15,1,2006,1,29,1
7,771,1,15,1,2006,0,42,1
7,1224,1,15,1,2006,0,30,1
6,13570,9,14,1,2006,22,40,1
6,764,6,14,1,2006,18,15,1
5,3688,10,13,1,2006,23,40,1
5,2300,3,13,1,2006,2,14,1
5,55,2,13,1,2006,1,24,1
5,829,1,13,1,2006,0,23,1
4,2909,2,12,1,2006,8,0,1
4,2891,5,12,1,2006,1,16,1
2,1161,4,10,1,2006,18,17,1
1,3242,3,9,1,2006,17,52,1
1,764,6,9,1,2006,17,20,1
7,5827,3,1,1,2006,22,24,1
7,9412,6,1,1,2006,14,0,1
7,3181,10,1,1,2006,4,4,1
7,277,10,1,1,2006,1,26,1
7,2855,1,1,1,2006,0,15,1
6,548,10,31,12,2005,13,45,1
6,3113,4,31,12,2005,4,20,1
5,829,1,30,12,2005,21,12,1
4,5206,5,29,12,2005,22,15,1
3,870,4,28,12,2005,18,0,1
1,11808,8,26,12,2005,19,46,1
6,1914,10,17,12,2005,22,35,1
6,478,1,17,12,2005,1,55,1
5,1579,1,16,12,2005,23,26,1
5,451,2,16,12,2005,23,18,1
5,14951,3,16,12,2005,23,0,1
4,83,2,15,12,2005,23,47,1
1,3076,5,12,12,2005,13,53,1
7,20129,9,4,12,2005,1,19,1
6,6364,8,3,12,2005,20,51,1
6,4798,3,3,12,2005,13,24,1
6,7590,4,3,12,2005,9,30,1
6,744,10,3,12,2005,7,15,1
6,2293,9,3,12,2005,3,2,1
5,5946,9,2,12,2005,16,30,1
5,1003,9,2,12,2005,9,5,1
5,1533,5,2,12,2005,0,57,1
4,2371,5,1,12,2005,8,20,1
4,4544,9,1,12,2005,6,45,1
3,10883,9,30,11,2005,1,50,1
2,3169,3,29,11,2005,19,0,1
2,1368,2,29,11,2005,2,25,1
1,2581,9,28,11,2005,21,57,1
1,5082,4,28,11,2005,19,15,1
1,19845,9,28,11,2005,0,1,1
7,1588,9,20,11,2005,2,30,1
6,3856,4,19,11,2005,8,30,1
5,6735,5,18,11,2005,22,50,1
5,2571,1,18,11,2005,22,15,1
5,5545,5,18,11,2005,22,15,1
2,1712,6,15,11,2005,21,10,1
1,7452,9,14,11,2005,10,12,1
7,138,10,6,11,2005,23,6,1
7,6593,1,6,11,2005,0,50,1
6,501,4,5,11,2005,19,58,1
6,501,4,5,11,2005,18,1,1
6,2581,9,5,11,2005,2,35,1
6,981,2,5,11,2005,1,25,1
5,4377,1,4,11,2005,23,17,1
5,1287,2,4,11,2005,16,34,1
4,1757,3,3,11,2005,14,35,1
4,6931,4,3,11,2005,7,30,1
3,2792,4,2,11,2005,22,50,1
3,2045,6,2,11,2005,17,30,1
3,9970,4,2,11,2005,14,0,1
3,7429,4,2,11,2005,1,35,1
2,21352,9,1,11,2005,23,23,1
2,6752,6,1,11,2005,20,14,1
2,872,2,1,11,2005,18,23,1
2,6380,9,1,11,2005,11,12,1
1,12856,4,31,10,2005,22,4,1
7,1224,1,23,10,2005,1,59,1
7,992,1,23,10,2005,1,8,1
6,19001,3,22,10,2005,21,0,1
6,11256,4,22,10,2005,11,15,1
5,501,4,21,10,2005,19,19,1
5,1012,4,21,10,2005,12,18,1
5,3738,8,21,10,2005,2,47,1
5,1224,1,21,10,2005,0,20,1
4,1943,2,20,10,2005,23,44,1
3,1943,2,19,10,2005,23,17,1
3,4121,9,19,10,2005,15,42,1
3,6817,7,19,10,2005,4,12,1
2,237,4,18,10,2005,17,55,1
2,2112,5,18,10,2005,17,16,1
2,10361,4,18,10,2005,10,0,1
2,182,4,18,10,2005,8,23,1
2,1722,2,18,10,2005,1,0,1
1,376,2,17,10,2005,22,3,1
1,978,1,17,10,2005,1,48,1
7,3892,2,9,10,2005,23,36,1
7,1427,1,9,10,2005,1,37,1
6,3910,3,8,10,2005,20,31,1
6,2911,10,8,10,2005,11,38,1
6,17724,9,8,10,2005,3,18,1
6,20474,9,8,10,2005,2,40,1
6,1427,1,8,10,2005,1,20,1
6,1263,2,8,10,2005,1,4,1
5,5543,9,7,10,2005,0,42,1
4,1776,5,6,10,2005,19,23,1
3,3474,3,5,10,2005,8,0,1
2,22,10,4,10,2005,16,22,1
2,1255,6,4,10,2005,15,50,1
2,693,2,4,10,2005,1,17,1
1,13495,9,3,10,2005,23,12,1
1,2229,5,3,10,2005,22,40,1
1,3693,3,3,10,2005,14,5,1
7,3153,6,25,9,2005,20,0,1
7,1606,2,25,9,2005,19,8,1
7,1428,3,25,9,2005,15,40,1
7,1428,3,25,9,2005,14,20,1
7,12072,9,25,9,2005,13,50,1
6,5245,10,24,9,2005,21,52,1
6,59,2,24,9,2005,4,4,1
6,1224,1,24,9,2005,1,38,1
5,5581,9,23,9,2005,22,5,1
5,369,5,23,9,2005,19,30,1
5,3397,1,23,9,2005,18,4,1
5,5215,3,23,9,2005,13,47,1
4,2114,9,22,9,2005,13,0,1
4,210,1,22,9,2005,5,28,1
1,15239,9,19,9,2005,14,55,1
1,18307,1,19,9,2005,14,0,1
7,190,9,11,9,2005,18,45,1
7,2774,8,11,9,2005,17,38,1
6,1019,5,10,9,2005,19,15,1
6,7126,2,10,9,2005,3,54,1
5,7304,9,9,9,2005,2,20,1
4,779,2,8,9,2005,22,57,1
4,8027,8,8,9,2005,16,40,1
3,9905,9,7,9,2005,23,45,1
3,1012,4,7,9,2005,20,20,1
3,2265,4,7,9,2005,16,35,1
3,77,10,7,9,2005,1,24,1
2,2045,6,6,9,2005,18,50,1
2,764,6,6,9,2005,12,55,1
1,1041,5,5,9,2005,21,35,1
1,208,1,5,9,2005,21,34,1
1,1224,1,5,9,2005,1,55,1
7,4712,7,28,8,2005,0,15,1
6,534,4,27,8,2005,12,44,1
5,1428,3,26,8,2005,20,14,1
5,2581,9,26,8,2005,6,13,1
5,2581,9,26,8,2005,0,39,1
3,925,2,24,8,2005,22,30,1
3,4062,4,24,8,2005,20,24,1
3,4798,3,24,8,2005,18,0,1
3,5699,9,24,8,2005,1,50,1
6,1409,6,13,8,2005,4,48,1
6,11021,4,13,8,2005,3,15,1
5,16608,2,12,8,2005,20,8,1
3,103,1,10,8,2005,1,49,1
2,896,2,9,8,2005,16,15,1
1,1225,1,8,8,2005,21,45,1
1,13894,9,8,8,2005,3,0,1
7,21332,9,31,7,2005,6,41,1
6,501,4,30,7,2005,18,40,1
6,2581,9,30,7,2005,11,43,1
6,6267,6,30,7,2005,1,57,1
6,1427,1,30,7,2005,1,50,1
6,3600,1,30,7,2005,1,42,1
5,1345,1,29,7,2005,20,45,1
5,12620,5,29,7,2005,20,3,1
5,764,6,29,7,2005,20,0,1
5,6471,6,29,7,2005,14,45,1
5,13925,8,29,7,2005,6,38,1
5,2016,6,29,7,2005,4,0,1
4,6796,5,28,7,2005,23,11,1
4,20470,9,28,7,2005,1,25,1
4,243,3,28,7,2005,0,45,1
3,8223,2,27,7,2005,9,3,1
3,4657,4,27,7,2005,0,36,1
2,77,10,26,7,2005,14,28,1
2,16573,7,26,7,2005,0,33,1
1,3494,9,25,7,2005,10,55,1
5,15824,7,15,7,2005,4,15,1
3,5523,7,13,7,2005,15,30,1
3,1091,10,13,7,2005,11,0,1
3,6985,7,13,7,2005,3,24,1
2,771,1,12,7,2005,22,24,1
2,1606,2,12,7,2005,20,14,1
2,435,10,12,7,2005,14,20,1
1,9953,4,11,7,2005,2,40,1
7,6447,7,3,7,2005,23,40,1
6,957,2,2,7,2005,19,26,1
6,3561,3,2,7,2005,19,2,1
6,1347,8,2,7,2005,14,8,1
6,14798,4,2,7,2005,11,17,1
6,4166,1,2,7,2005,1,21,1
5,8359,6,1,7,2005,18,8,1
5,2887,2,1,7,2005,9,15,1
5,1273,10,1,7,2005,1,7,1
4,9135,9,30,6,2005,14,40,1
4,8044,9,30,6,2005,0,44,1
3,1379,1,29,6,2005,23,40,1
3,3474,3,29,6,2005,22,22,1
3,1588,9,29,6,2005,21,30,1
3,11182,5,29,6,2005,15,27,1
3,14414,9,29,6,2005,2,50,1
3,11589,6,29,6,2005,0,20,1
2,5456,4,28,6,2005,0,25,1
6,501,4,18,6,2005,15,2,1
6,9009,3,18,6,2005,9,40,1
6,125,2,18,6,2005,2,30,1
5,3664,4,17,6,2005,20,23,1
5,2887,2,17,6,2005,9,40,1
4,3609,5,16,6,2005,23,32,1
4,1030,2,16,6,2005,21,35,1
4,2725,4,16,6,2005,19,32,1
4,509,5,16,6,2005,11,21,1
4,125,2,16,6,2005,10,0,1
4,277,10,16,6,2005,7,30,1
3,76,5,15,6,2005,13,56,1
2,620,9,14,6,2005,22,55,1
2,3609,5,14,6,2005,22,26,1
2,15239,9,14,6,2005,18,22,1
2,501,4,14,6,2005,16,5,1
7,693,2,5,6,2005,2,20,1
6,12228,9,4,6,2005,21,30,1
6,2965,5,4,6,2005,16,0,1
6,872,2,4,6,2005,9,26,1
6,211,5,4,6,2005,2,27,1
6,338,1,4,6,2005,0,37,1
5,9671,1,3,6,2005,0,20,1
4,501,4,2,6,2005,17,37,1
4,349,2,2,6,2005,14,30,1
3,2842,10,1,6,2005,15,14,1
1,11683,9,30,5,2005,17,45,1
1,7481,3,30,5,2005,14,44,1
1,468,2,30,5,2005,10,47,1
1,872,2,30,5,2005,9,5,1
7,9640,2,22,5,2005,20,55,1
6,357,4,21,5,2005,13,46,1
6,2701,9,21,5,2005,3,38,1
6,13428,9,21,5,2005,0,6,1
5,125,2,20,5,2005,21,45,1
4,1445,1,19,5,2005,18,30,1
2,872,2,17,5,2005,11,20,1
1,2045,6,16,5,2005,23,20,1
1,3398,5,16,5,2005,2,37,1
7,2863,2,8,5,2005,21,56,1
7,779,2,8,5,2005,18,11,1
7,1224,1,8,5,2005,2,4,1
6,1133,7,7,5,2005,22,50,1
