"day","location","date","month","year","hour","min","SECONDARYCODES"
3,8,20,2,2013,11,30,1
2,3,19,2,2013,21,0,1
2,3,19,2,2013,20,35,1
2,3,19,2,2013,19,30,1
2,4,19,2,2013,17,13,1
2,10,19,2,2013,14,0,1
2,3,19,2,2013,7,0,1
2,3,19,2,2013,0,1,1
1,4,18,2,2013,17,10,1
1,1,18,2,2013,16,49,1
1,5,18,2,2013,15,40,1
1,9,18,2,2013,14,0,1
1,2,18,2,2013,13,50,1
1,4,18,2,2013,3,18,1
7,5,10,2,2013,15,37,1
7,2,10,2,2013,11,19,1
7,3,10,2,2013,1,30,1
7,8,10,2,2013,1,0,1
7,4,10,2,2013,0,15,1
6,6,9,2,2013,19,15,1
6,4,9,2,2013,18,0,1
6,10,9,2,2013,14,0,1
6,4,9,2,2013,11,59,1
5,10,8,2,2013,12,0,1
5,4,8,2,2013,1,20,1
4,8,7,2,2013,23,30,1
4,8,7,2,2013,18,35,1
4,4,7,2,2013,14,30,1
4,6,7,2,2013,10,25,1
4,6,7,2,2013,9,25,1
4,6,7,2,2013,9,0,1
3,3,6,2,2013,20,30,1
3,7,6,2,2013,12,30,1
3,2,6,2,2013,0,1,1
3,4,6,2,2013,0,1,1
3,2,6,2,2013,0,1,1
2,3,5,2,2013,19,0,1
2,7,5,2,2013,18,0,1
2,3,5,2,2013,16,13,1
2,9,5,2,2013,15,10,1
2,2,5,2,2013,14,40,1
2,4,5,2,2013,14,30,1
2,9,5,2,2013,13,2,1
2,1,5,2,2013,9,0,1
2,8,5,2,2013,0,32,1
1,8,4,2,2013,23,0,1
1,3,4,2,2013,21,45,1
1,9,4,2,2013,21,0,1
1,4,4,2,2013,18,50,1
1,4,4,2,2013,17,18,1
1,3,4,2,2013,13,45,1
1,9,4,2,2013,10,0,1
1,8,4,2,2013,6,35,1
1,3,4,2,2013,1,30,1
1,2,4,2,2013,1,30,1
7,8,27,1,2013,23,10,1
7,2,27,1,2013,21,15,1
7,3,27,1,2013,12,4,1
7,3,27,1,2013,8,0,1
7,4,27,1,2013,0,5,1
7,9,27,1,2013,0,1,1
6,3,26,1,2013,22,0,1
6,5,26,1,2013,16,25,1
6,8,26,1,2013,15,0,1
6,9,26,1,2013,14,0,1
6,4,26,1,2013,12,20,1
6,2,26,1,2013,5,10,1
5,3,25,1,2013,20,0,1
5,5,25,1,2013,18,20,1
5,3,25,1,2013,17,40,1
5,2,25,1,2013,14,6,1
5,9,25,1,2013,9,54,1
5,9,25,1,2013,9,30,1
4,3,24,1,2013,21,0,1
4,2,24,1,2013,19,2,1
4,8,24,1,2013,17,10,1
4,4,24,1,2013,15,4,1
4,6,24,1,2013,8,0,1
4,5,24,1,2013,7,30,1
4,1,24,1,2013,0,30,1
3,1,23,1,2013,21,25,1
3,9,23,1,2013,10,10,1
3,2,23,1,2013,0,30,1
2,9,22,1,2013,18,29,1
2,10,22,1,2013,16,39,1
2,1,22,1,2013,8,30,1
1,1,21,1,2013,15,14,1
1,1,21,1,2013,12,0,1
1,5,21,1,2013,0,1,1
7,5,13,1,2013,22,55,1
7,5,13,1,2013,19,0,1
7,2,13,1,2013,16,44,1
7,8,13,1,2013,12,0,1
7,8,13,1,2013,11,45,1
7,3,13,1,2013,11,0,1
6,1,12,1,2013,21,10,1
6,1,12,1,2013,21,0,1
6,9,12,1,2013,20,50,1
6,3,12,1,2013,18,28,1
6,2,12,1,2013,18,15,1
6,3,12,1,2013,18,10,1
6,8,12,1,2013,15,0,1
6,3,12,1,2013,12,0,1
5,5,11,1,2013,22,51,1
5,2,11,1,2013,19,8,1
5,8,11,1,2013,18,7,1
5,10,11,1,2013,9,24,1
4,9,10,1,2013,23,30,1
4,2,10,1,2013,21,20,1
4,1,10,1,2013,20,0,1
4,2,10,1,2013,15,10,1
4,4,10,1,2013,13,14,1
4,9,10,1,2013,13,0,1
4,2,10,1,2013,11,25,1
4,10,10,1,2013,8,5,1
3,9,9,1,2013,21,0,1
3,4,9,1,2013,19,0,1
3,2,9,1,2013,18,30,1
3,4,9,1,2013,14,0,1
3,8,9,1,2013,12,45,1
2,4,8,1,2013,22,23,1
2,2,8,1,2013,20,50,1
2,3,8,1,2013,17,50,1
2,4,8,1,2013,10,0,1
2,9,8,1,2013,8,30,1
2,9,8,1,2013,5,30,1
1,2,7,1,2013,22,15,1
1,7,7,1,2013,21,0,1
1,10,7,1,2013,20,30,1
1,9,7,1,2013,16,5,1
1,9,7,1,2013,11,0,1
7,2,30,12,2012,23,10,1
7,3,30,12,2012,17,0,1
7,7,30,12,2012,11,12,1
7,8,30,12,2012,1,45,1
6,2,29,12,2012,21,30,1
6,1,29,12,2012,20,0,1
6,1,29,12,2012,20,0,1
6,7,29,12,2012,12,25,1
6,6,29,12,2012,4,18,1
5,8,28,12,2012,19,40,1
5,3,28,12,2012,17,0,1
5,2,28,12,2012,14,0,1
5,10,28,12,2012,10,18,1
4,9,27,12,2012,22,50,1
4,4,27,12,2012,21,31,1
4,4,27,12,2012,20,25,1
4,1,27,12,2012,17,0,1
4,2,27,12,2012,14,30,1
4,4,27,12,2012,13,45,1
4,3,27,12,2012,1,0,1
3,2,26,12,2012,16,35,1
2,4,25,12,2012,23,41,1
2,4,25,12,2012,22,0,1
2,9,25,12,2012,12,0,1
2,5,25,12,2012,12,0,1
2,2,25,12,2012,5,0,1
2,7,25,12,2012,1,0,1
1,9,24,12,2012,18,45,1
1,9,24,12,2012,13,30,1
1,3,24,12,2012,11,0,1
1,5,24,12,2012,10,0,1
7,5,16,12,2012,22,34,1
7,10,16,12,2012,20,40,1
7,9,16,12,2012,11,30,1
7,2,16,12,2012,8,0,1
7,8,16,12,2012,7,30,1
7,3,16,12,2012,7,1,1
7,4,16,12,2012,1,4,1
6,6,15,12,2012,23,30,1
6,8,15,12,2012,19,55,1
6,5,15,12,2012,13,28,1
6,9,15,12,2012,2,29,1
5,10,14,12,2012,23,21,1
5,7,14,12,2012,17,5,1
5,2,14,12,2012,16,0,1
5,7,14,12,2012,11,56,1
5,9,14,12,2012,10,0,1
5,3,14,12,2012,9,15,1
5,3,14,12,2012,9,0,1
5,4,14,12,2012,9,0,1
5,8,14,12,2012,0,1,1
4,3,13,12,2012,23,10,1
4,8,13,12,2012,20,34,1
4,6,13,12,2012,20,0,1
4,5,13,12,2012,10,15,1
4,8,13,12,2012,9,30,1
3,8,12,12,2012,21,49,1
3,6,12,12,2012,20,53,1
3,4,12,12,2012,17,40,1
3,6,12,12,2012,16,16,1
3,3,12,12,2012,8,17,1
3,3,12,12,2012,7,50,1
3,7,12,12,2012,0,20,1
2,5,11,12,2012,19,0,1
2,4,11,12,2012,3,27,1
1,1,10,12,2012,17,0,1
1,3,10,12,2012,8,51,1
7,2,2,12,2012,23,50,1
7,4,2,12,2012,22,0,1
7,3,2,12,2012,20,37,1
7,1,2,12,2012,11,0,1
7,4,2,12,2012,1,30,1
7,2,2,12,2012,1,0,1
7,2,2,12,2012,0,1,1
6,5,1,12,2012,16,0,1
6,3,1,12,2012,12,57,1
6,10,1,12,2012,11,57,1
6,4,1,12,2012,8,9,1
6,3,1,12,2012,8,0,1
5,8,30,11,2012,20,0,1
5,8,30,11,2012,15,41,1
5,1,30,11,2012,10,15,1
5,8,30,11,2012,8,7,1
5,3,30,11,2012,8,6,1
5,5,30,11,2012,7,45,1
4,4,29,11,2012,22,12,1
4,1,29,11,2012,19,30,1
4,3,29,11,2012,19,24,1
4,3,29,11,2012,15,33,1
4,3,29,11,2012,13,35,1
4,2,29,11,2012,10,30,1
4,3,29,11,2012,8,35,1
3,7,28,11,2012,19,0,1
3,10,28,11,2012,18,24,1
3,2,28,11,2012,17,0,1
3,1,28,11,2012,15,40,1
3,10,28,11,2012,14,59,1
3,10,28,11,2012,11,50,1
3,9,28,11,2012,9,0,1
2,8,27,11,2012,13,5,1
2,8,27,11,2012,11,0,1
1,3,26,11,2012,17,0,1
1,2,26,11,2012,12,30,1
1,4,26,11,2012,0,1,1
7,7,18,11,2012,19,0,1
7,3,18,11,2012,14,30,1
7,3,18,11,2012,11,25,1
7,2,18,11,2012,9,31,1
7,7,18,11,2012,3,0,1
7,2,18,11,2012,2,30,1
7,2,18,11,2012,1,30,1
6,5,17,11,2012,22,21,1
6,9,17,11,2012,14,10,1
6,3,17,11,2012,12,15,1
6,4,17,11,2012,12,0,1
6,3,17,11,2012,6,30,1
5,9,16,11,2012,11,45,1
5,10,16,11,2012,9,25,1
5,8,16,11,2012,5,0,1
5,4,16,11,2012,1,40,1
5,2,16,11,2012,0,44,1
4,7,15,11,2012,20,55,1
4,8,15,11,2012,18,0,1
4,3,15,11,2012,9,45,1
4,10,15,11,2012,4,0,1
4,9,15,11,2012,3,0,1
3,7,14,11,2012,15,0,1
3,8,14,11,2012,10,30,1
3,1,14,11,2012,3,45,1
2,3,13,11,2012,18,50,1
2,4,13,11,2012,17,30,1
2,4,13,11,2012,15,3,1
2,4,13,11,2012,6,30,1
2,5,13,11,2012,4,10,1
1,4,12,11,2012,23,55,1
1,3,12,11,2012,16,30,1
1,9,12,11,2012,4,59,1
7,2,4,11,2012,20,20,1
7,10,4,11,2012,16,50,1
7,10,4,11,2012,16,45,1
7,2,4,11,2012,13,25,1
7,6,4,11,2012,12,0,1
7,5,4,11,2012,10,20,1
7,8,4,11,2012,2,0,1
6,8,3,11,2012,11,15,1
6,6,3,11,2012,10,10,1
6,3,3,11,2012,6,50,1
6,3,3,11,2012,5,45,1
6,5,3,11,2012,1,17,1
5,7,2,11,2012,23,0,1
5,10,2,11,2012,15,0,1
5,4,2,11,2012,12,20,1
5,2,2,11,2012,12,0,1
5,5,2,11,2012,0,30,1
4,9,1,11,2012,22,0,1
4,2,1,11,2012,17,31,1
4,5,1,11,2012,12,30,1
4,4,1,11,2012,12,0,1
4,7,1,11,2012,12,0,1
4,5,1,11,2012,9,32,1
4,7,1,11,2012,0,30,1
4,8,1,11,2012,0,1,1
3,2,31,10,2012,17,36,1
3,4,31,10,2012,17,20,1
3,7,31,10,2012,15,0,1
3,2,31,10,2012,14,39,1
3,4,31,10,2012,13,7,1
2,3,30,10,2012,22,30,1
2,2,30,10,2012,16,27,1
2,4,30,10,2012,10,0,1
2,4,30,10,2012,9,58,1
2,5,30,10,2012,9,0,1
2,9,30,10,2012,2,30,1
2,9,30,10,2012,1,20,1
1,2,29,10,2012,19,30,1
1,2,29,10,2012,12,37,1
1,3,29,10,2012,8,30,1
7,9,21,10,2012,22,30,1
7,5,21,10,2012,21,5,1
7,8,21,10,2012,20,29,1
7,4,21,10,2012,20,19,1
7,3,21,10,2012,18,55,1
7,2,21,10,2012,18,10,1
7,10,21,10,2012,13,30,1
7,8,21,10,2012,9,0,1
7,9,21,10,2012,8,51,1
7,8,21,10,2012,3,0,1
6,10,20,10,2012,19,45,1
6,7,20,10,2012,19,30,1
6,7,20,10,2012,14,0,1
6,7,20,10,2012,13,15,1
6,6,20,10,2012,13,0,1
6,1,20,10,2012,10,50,1
5,4,19,10,2012,16,18,1
5,9,19,10,2012,15,38,1
5,9,19,10,2012,8,23,1
4,3,18,10,2012,20,15,1
4,4,18,10,2012,12,20,1
4,5,18,10,2012,12,20,1
3,9,17,10,2012,22,0,1
3,3,17,10,2012,19,27,1
3,8,17,10,2012,19,10,1
3,5,17,10,2012,12,0,1
3,8,17,10,2012,9,0,1
3,5,17,10,2012,7,0,1
3,8,17,10,2012,6,45,1
2,5,16,10,2012,19,40,1
2,4,16,10,2012,16,45,1
2,2,16,10,2012,16,30,1
2,4,16,10,2012,14,39,1
2,10,16,10,2012,8,0,1
1,4,15,10,2012,19,38,1
1,3,15,10,2012,12,30,1
1,3,15,10,2012,10,25,1
1,5,15,10,2012,8,0,1
7,1,7,10,2012,20,0,1
7,1,7,10,2012,20,0,1
7,3,7,10,2012,16,30,1
7,4,7,10,2012,9,36,1
7,10,7,10,2012,6,55,1
7,2,7,10,2012,2,42,1
7,10,7,10,2012,2,0,1
6,8,6,10,2012,22,0,1
6,8,6,10,2012,20,50,1
6,5,6,10,2012,19,0,1
6,8,6,10,2012,12,35,1
5,9,5,10,2012,20,30,1
5,4,5,10,2012,17,51,1
5,3,5,10,2012,12,25,1
5,4,5,10,2012,8,50,1
5,5,5,10,2012,2,5,1
5,5,5,10,2012,0,1,1
4,2,4,10,2012,22,19,1
4,8,4,10,2012,18,3,1
4,3,4,10,2012,11,43,1
4,7,4,10,2012,7,30,1
4,3,4,10,2012,7,0,1
3,5,3,10,2012,22,0,1
3,3,3,10,2012,21,15,1
3,3,3,10,2012,18,0,1
3,4,3,10,2012,16,25,1
3,10,3,10,2012,11,50,1
3,3,3,10,2012,10,35,1
2,4,2,10,2012,20,56,1
2,8,2,10,2012,19,11,1
2,3,2,10,2012,8,0,1
2,8,2,10,2012,1,0,1
1,8,1,10,2012,23,0,1
1,8,1,10,2012,21,11,1
1,8,1,10,2012,17,40,1
1,8,1,10,2012,16,24,1
1,2,1,10,2012,12,0,1
1,5,1,10,2012,11,50,1
1,1,1,10,2012,9,0,1
1,9,1,10,2012,8,0,1
1,10,1,10,2012,0,55,1
1,5,1,10,2012,0,30,1
1,3,1,10,2012,0,15,1
1,8,1,10,2012,0,1,1
1,4,1,10,2012,0,1,1
1,10,1,10,2012,0,1,1
7,1,23,9,2012,21,10,1
7,7,23,9,2012,19,40,1
7,8,23,9,2012,13,43,1
7,5,23,9,2012,7,14,1
7,4,23,9,2012,0,30,1
6,6,22,9,2012,23,30,1
6,5,22,9,2012,21,49,1
6,10,22,9,2012,19,5,1
6,5,22,9,2012,17,30,1
6,3,22,9,2012,10,0,1
6,1,22,9,2012,0,54,1
5,2,21,9,2012,18,29,1
5,9,21,9,2012,16,30,1
5,3,21,9,2012,15,20,1
5,6,21,9,2012,10,35,1
5,9,21,9,2012,9,0,1
5,9,21,9,2012,8,30,1
4,2,20,9,2012,22,21,1
4,4,20,9,2012,20,5,1
4,1,20,9,2012,16,45,1
4,5,20,9,2012,15,15,1
4,6,20,9,2012,14,0,1
4,8,20,9,2012,12,45,1
3,3,19,9,2012,17,0,1
3,9,19,9,2012,16,30,1
3,2,19,9,2012,14,58,1
3,2,19,9,2012,3,0,1
3,2,19,9,2012,3,0,1
3,3,19,9,2012,2,15,1
2,1,18,9,2012,11,57,1
1,8,17,9,2012,19,0,1
1,8,17,9,2012,18,0,1
1,4,17,9,2012,16,11,1
1,6,17,9,2012,13,0,1
1,4,17,9,2012,10,0,1
1,2,17,9,2012,0,1,1
7,8,9,9,2012,20,30,1
7,5,9,9,2012,20,0,1
7,9,9,9,2012,17,40,1
7,5,9,9,2012,16,50,1
7,2,9,9,2012,16,13,1
7,3,9,9,2012,15,15,1
7,8,9,9,2012,11,0,1
7,4,9,9,2012,10,0,1
7,6,9,9,2012,2,0,1
7,10,9,9,2012,1,0,1
7,3,9,9,2012,0,1,1
6,10,8,9,2012,22,40,1
6,7,8,9,2012,20,40,1
6,1,8,9,2012,3,3,1
6,6,8,9,2012,2,50,1
5,8,7,9,2012,23,29,1
5,4,7,9,2012,18,45,1
5,3,7,9,2012,8,0,1
5,9,7,9,2012,7,30,1
5,1,7,9,2012,5,0,1
4,2,6,9,2012,23,0,1
4,3,6,9,2012,16,30,1
3,10,5,9,2012,23,0,1
3,4,5,9,2012,19,25,1
3,1,5,9,2012,12,4,1
3,5,5,9,2012,12,0,1
2,10,4,9,2012,21,50,1
2,7,4,9,2012,17,0,1
2,4,4,9,2012,0,1,1
1,4,3,9,2012,20,20,1
1,3,3,9,2012,19,0,1
1,10,3,9,2012,19,0,1
1,2,3,9,2012,15,0,1
1,3,3,9,2012,12,51,1
1,5,3,9,2012,12,0,1
1,10,3,9,2012,10,10,1
1,5,3,9,2012,2,50,1
1,5,3,9,2012,2,11,1
1,10,3,9,2012,2,0,1
1,5,3,9,2012,0,1,1
7,3,26,8,2012,17,55,1
7,3,26,8,2012,14,0,1
7,9,26,8,2012,14,0,1
7,2,26,8,2012,9,0,1
7,2,26,8,2012,3,30,1
6,8,25,8,2012,20,1,1
6,4,25,8,2012,12,34,1
5,4,24,8,2012,22,51,1
5,2,24,8,2012,20,30,1
5,8,24,8,2012,9,0,1
4,2,23,8,2012,23,0,1
4,7,23,8,2012,22,0,1
4,7,23,8,2012,20,45,1
4,4,23,8,2012,18,20,1
4,7,23,8,2012,15,30,1
4,2,23,8,2012,15,15,1
4,6,23,8,2012,1,0,1
3,6,22,8,2012,22,13,1
3,3,22,8,2012,20,13,1
3,3,22,8,2012,18,58,1
3,7,22,8,2012,18,11,1
3,8,22,8,2012,17,20,1
3,7,22,8,2012,10,40,1
3,3,22,8,2012,0,4,1
3,10,22,8,2012,0,1,1
3,2,22,8,2012,0,1,1
2,1,21,8,2012,13,0,1
2,10,21,8,2012,12,7,1
1,6,20,8,2012,16,38,1
1,4,20,8,2012,13,0,1
1,10,20,8,2012,12,50,1
7,4,12,8,2012,1,43,1
6,4,11,8,2012,16,40,1
6,3,11,8,2012,15,55,1
6,10,11,8,2012,13,0,1
6,4,11,8,2012,3,45,1
6,5,11,8,2012,3,0,1
5,7,10,8,2012,21,30,1
5,3,10,8,2012,19,41,1
5,10,10,8,2012,16,0,1
5,10,10,8,2012,9,0,1
5,3,10,8,2012,5,45,1
5,1,10,8,2012,0,30,1
5,10,10,8,2012,0,1,1
4,2,9,8,2012,20,30,1
4,9,9,8,2012,18,0,1
4,2,9,8,2012,7,51,1
3,6,8,8,2012,15,4,1
3,2,8,8,2012,1,15,1
2,4,7,8,2012,20,0,1
2,5,7,8,2012,19,33,1
2,5,7,8,2012,18,30,1
2,3,7,8,2012,17,30,1
2,9,7,8,2012,10,0,1
2,5,7,8,2012,4,0,1
2,4,7,8,2012,1,0,1
1,2,6,8,2012,22,42,1
1,3,6,8,2012,20,59,1
1,3,6,8,2012,18,0,1
1,3,6,8,2012,17,45,1
1,5,6,8,2012,1,33,1
1,4,6,8,2012,0,1,1
1,3,6,8,2012,0,1,1
7,9,29,7,2012,23,0,1
7,8,29,7,2012,19,18,1
7,5,29,7,2012,19,0,1
7,3,29,7,2012,13,48,1
7,9,29,7,2012,12,15,1
7,5,29,7,2012,6,0,1
7,3,29,7,2012,4,0,1
7,3,29,7,2012,1,30,1
6,4,28,7,2012,21,25,1
6,2,28,7,2012,19,15,1
6,6,28,7,2012,19,0,1
6,10,28,7,2012,18,50,1
6,8,28,7,2012,8,30,1
6,3,28,7,2012,5,55,1
6,2,28,7,2012,2,0,1
5,10,27,7,2012,15,0,1
5,8,27,7,2012,6,0,1
4,2,26,7,2012,6,45,1
4,6,26,7,2012,2,30,1
3,9,25,7,2012,21,33,1
3,3,25,7,2012,20,19,1
3,2,25,7,2012,19,20,1
3,4,25,7,2012,16,45,1
3,8,25,7,2012,13,30,1
3,5,25,7,2012,12,25,1
3,3,25,7,2012,0,1,1
2,3,24,7,2012,22,30,1
2,4,24,7,2012,14,0,1
1,1,23,7,2012,18,35,1
1,4,23,7,2012,18,27,1
1,2,23,7,2012,17,3,1
1,5,23,7,2012,15,20,1
7,4,15,7,2012,23,55,1
7,5,15,7,2012,22,0,1
7,4,15,7,2012,21,45,1
7,5,15,7,2012,21,40,1
7,9,15,7,2012,16,40,1
7,1,15,7,2012,14,0,1
7,4,15,7,2012,11,40,1
7,6,15,7,2012,10,0,1
7,8,15,7,2012,2,0,1
7,7,15,7,2012,0,4,1
6,1,14,7,2012,21,0,1
6,6,14,7,2012,19,54,1
6,5,14,7,2012,0,5,1
5,9,13,7,2012,22,3,1
5,6,13,7,2012,15,0,1
4,2,12,7,2012,22,51,1
4,8,12,7,2012,13,10,1
4,9,12,7,2012,12,0,1
3,4,11,7,2012,20,50,1
3,10,11,7,2012,9,10,1
2,4,10,7,2012,23,23,1
2,8,10,7,2012,22,30,1
2,3,10,7,2012,18,29,1
2,9,10,7,2012,14,0,1
2,4,10,7,2012,8,5,1
2,2,10,7,2012,0,1,1
1,1,9,7,2012,22,0,1
1,9,9,7,2012,20,30,1
1,2,9,7,2012,19,37,1
1,2,9,7,2012,12,5,1
1,3,9,7,2012,8,0,1
1,8,9,7,2012,7,30,1
1,9,9,7,2012,6,30,1
1,9,9,7,2012,1,39,1
7,3,1,7,2012,8,0,1
7,1,1,7,2012,3,0,1
7,4,1,7,2012,0,35,1
7,9,1,7,2012,0,1,1
7,8,1,7,2012,0,1,1
6,4,30,6,2012,20,0,1
6,10,30,6,2012,12,50,1
6,9,30,6,2012,4,30,1
5,7,29,6,2012,20,0,1
5,5,29,6,2012,16,30,1
5,7,29,6,2012,12,15,1
5,2,29,6,2012,12,0,1
4,4,28,6,2012,19,0,1
4,8,28,6,2012,15,0,1
3,4,27,6,2012,22,31,1
3,8,27,6,2012,0,1,1
2,9,26,6,2012,22,40,1
2,3,26,6,2012,19,51,1
2,4,26,6,2012,15,15,1
2,3,26,6,2012,14,20,1
2,9,26,6,2012,12,8,1
2,2,26,6,2012,9,0,1
1,8,25,6,2012,23,28,1
1,7,25,6,2012,19,0,1
1,10,25,6,2012,17,50,1
1,8,25,6,2012,16,22,1
1,10,25,6,2012,14,15,1
1,7,25,6,2012,7,0,1
1,3,25,6,2012,7,0,1
1,3,25,6,2012,2,0,1
1,1,25,6,2012,0,45,1
1,7,25,6,2012,0,1,1
7,1,17,6,2012,15,15,1
7,2,17,6,2012,15,0,1
7,1,17,6,2012,11,50,1
7,9,17,6,2012,10,40,1
7,5,17,6,2012,10,30,1
7,9,17,6,2012,9,27,1
7,2,17,6,2012,3,30,1
7,8,17,6,2012,3,0,1
7,4,17,6,2012,2,45,1
7,2,17,6,2012,2,41,1
7,1,17,6,2012,1,50,1
7,8,17,6,2012,0,1,1
6,3,16,6,2012,11,0,1
6,9,16,6,2012,10,55,1
6,9,16,6,2012,2,0,1
5,4,15,6,2012,22,45,1
5,4,15,6,2012,16,10,1
5,4,15,6,2012,2,30,1
4,8,14,6,2012,14,50,1
4,9,14,6,2012,0,1,1
3,9,13,6,2012,20,36,1
3,3,13,6,2012,18,54,1
3,4,13,6,2012,17,10,1
3,2,13,6,2012,16,10,1
3,4,13,6,2012,16,0,1
3,2,13,6,2012,3,0,1
2,3,12,6,2012,20,0,1
2,5,12,6,2012,17,40,1
2,8,12,6,2012,13,30,1
2,5,12,6,2012,11,0,1
2,2,12,6,2012,8,0,1
1,3,11,6,2012,21,45,1
1,8,11,6,2012,16,45,1
1,4,11,6,2012,13,24,1
1,1,11,6,2012,12,0,1
1,5,11,6,2012,9,30,1
1,9,11,6,2012,3,0,1
1,9,11,6,2012,2,45,1
7,2,3,6,2012,23,0,1
7,5,3,6,2012,21,0,1
7,1,3,6,2012,18,15,1
7,5,3,6,2012,17,0,1
7,3,3,6,2012,2,10,1
6,3,2,6,2012,22,0,1
6,5,2,6,2012,15,30,1
6,3,2,6,2012,8,0,1
6,10,2,6,2012,4,30,1
5,4,1,6,2012,18,45,1
5,8,1,6,2012,15,53,1
5,2,1,6,2012,15,0,1
5,8,1,6,2012,12,25,1
5,1,1,6,2012,11,15,1
5,1,1,6,2012,9,0,1
5,9,1,6,2012,9,0,1
5,9,1,6,2012,8,0,1
5,4,1,6,2012,1,23,1
4,4,31,5,2012,23,40,1
4,5,31,5,2012,23,30,1
4,8,31,5,2012,17,9,1
4,3,31,5,2012,17,0,1
4,2,31,5,2012,16,45,1
4,5,31,5,2012,4,9,1
3,6,30,5,2012,21,22,1
3,3,30,5,2012,19,10,1
3,10,30,5,2012,18,45,1
3,9,30,5,2012,17,4,1
3,9,30,5,2012,14,20,1
3,9,30,5,2012,9,15,1
3,3,30,5,2012,8,0,1
3,8,30,5,2012,4,0,1
2,8,29,5,2012,22,24,1
2,1,29,5,2012,20,42,1
2,3,29,5,2012,20,40,1
2,8,29,5,2012,11,32,1
2,6,29,5,2012,10,30,1
2,8,29,5,2012,7,15,1
1,9,28,5,2012,22,20,1
1,7,28,5,2012,22,0,1
1,4,28,5,2012,21,0,1
1,2,28,5,2012,20,40,1
1,9,28,5,2012,18,0,1
1,10,28,5,2012,14,0,1
1,3,28,5,2012,10,8,1
1,9,28,5,2012,10,0,1
7,1,20,5,2012,20,17,1
7,6,20,5,2012,16,55,1
7,10,20,5,2012,16,7,1
7,7,20,5,2012,13,30,1
7,2,20,5,2012,2,40,1
7,4,20,5,2012,1,0,1
7,3,20,5,2012,0,30,1
6,3,19,5,2012,18,0,1
6,10,19,5,2012,14,30,1
6,9,19,5,2012,14,0,1
6,8,19,5,2012,12,56,1
6,2,19,5,2012,2,40,1
6,5,19,5,2012,0,30,1
6,2,19,5,2012,0,1,1
5,3,18,5,2012,8,30,1
5,7,18,5,2012,5,15,1
5,9,18,5,2012,3,0,1
4,3,17,5,2012,21,50,1
4,7,17,5,2012,10,0,1
4,3,17,5,2012,9,33,1
3,5,16,5,2012,21,48,1
3,4,16,5,2012,20,48,1
3,8,16,5,2012,20,34,1
3,10,16,5,2012,19,0,1
3,9,16,5,2012,15,0,1
3,2,16,5,2012,15,0,1
3,5,16,5,2012,12,0,1
3,7,16,5,2012,1,5,1
3,5,16,5,2012,0,37,1
2,3,15,5,2012,16,30,1
2,3,15,5,2012,11,40,1
2,4,15,5,2012,1,20,1
2,4,15,5,2012,0,30,1
2,5,15,5,2012,0,30,1
1,8,14,5,2012,22,40,1
1,4,14,5,2012,21,43,1
1,4,14,5,2012,19,29,1
1,4,14,5,2012,18,0,1
1,3,14,5,2012,18,0,1
1,4,14,5,2012,14,0,1
1,8,14,5,2012,7,45,1
7,3,6,5,2012,14,45,1
7,9,6,5,2012,10,20,1
7,5,6,5,2012,2,53,1
7,5,6,5,2012,2,0,1
7,2,6,5,2012,0,30,1
6,8,5,5,2012,22,30,1
6,10,5,5,2012,16,45,1
6,9,5,5,2012,10,30,1
6,4,5,5,2012,0,15,1
5,4,4,5,2012,22,25,1
5,1,4,5,2012,21,30,1
5,8,4,5,2012,18,7,1
5,9,4,5,2012,13,15,1
5,8,4,5,2012,12,0,1
5,10,4,5,2012,11,10,1
5,3,4,5,2012,0,8,1
4,7,3,5,2012,15,0,1
3,8,2,5,2012,17,45,1
3,4,2,5,2012,14,40,1
3,8,2,5,2012,13,0,1
3,6,2,5,2012,9,30,1
2,3,1,5,2012,23,15,1
2,4,1,5,2012,18,0,1
2,2,1,5,2012,15,13,1
2,2,1,5,2012,15,0,1
2,4,1,5,2012,12,0,1
2,3,1,5,2012,11,37,1
2,2,1,5,2012,0,1,1
2,8,1,5,2012,0,1,1
1,5,30,4,2012,21,35,1
1,9,30,4,2012,21,0,1
1,10,30,4,2012,19,15,1
1,2,30,4,2012,15,0,1
1,2,30,4,2012,14,0,1
1,3,30,4,2012,13,0,1
1,3,30,4,2012,12,20,1
1,4,30,4,2012,7,45,1
1,4,30,4,2012,2,30,1
1,3,30,4,2012,1,40,1
1,5,30,4,2012,0,1,1
1,1,30,4,2012,0,1,1
7,2,22,4,2012,23,14,1
7,2,22,4,2012,18,58,1
7,9,22,4,2012,17,44,1
7,3,22,4,2012,13,45,1
7,5,22,4,2012,13,0,1
7,9,22,4,2012,12,5,1
7,8,22,4,2012,12,0,1
7,6,22,4,2012,12,0,1
7,9,22,4,2012,10,55,1
7,7,22,4,2012,8,15,1
7,7,22,4,2012,2,0,1
6,5,21,4,2012,18,25,1
6,3,21,4,2012,17,30,1
6,9,21,4,2012,13,30,1
6,4,21,4,2012,12,37,1
6,3,21,4,2012,10,40,1
6,1,21,4,2012,2,0,1
5,6,20,4,2012,15,50,1
5,4,20,4,2012,15,30,1
5,1,20,4,2012,12,30,1
4,8,19,4,2012,18,4,1
4,9,19,4,2012,17,30,1
4,8,19,4,2012,15,10,1
4,8,19,4,2012,12,15,1
4,2,19,4,2012,11,40,1
4,7,19,4,2012,11,0,1
