"day","location","date","month","year","hour","min","ARSON"
1,4,29,11,2010,11,0,0
6,3,19,6,2010,17,19,0
4,1,6,2,2003,8,40,0
3,10,5,3,2014,17,50,0
4,1,27,5,2004,18,45,0
5,4,10,2,2006,11,35,0
1,5,3,9,2012,23,25,0
4,9,19,3,2015,9,45,0
7,9,11,8,2013,4,19,0
2,1,13,11,2007,17,37,0
2,4,24,6,2014,11,23,0
7,2,5,10,2003,12,0,0
2,10,23,1,2007,19,0,0
3,9,9,7,2003,21,0,0
6,5,24,2,2007,19,2,0
4,3,1,5,2003,0,15,0
2,10,27,12,2005,10,16,0
2,5,17,3,2015,18,20,0
4,5,7,2,2008,17,30,0
3,4,1,6,2011,10,0,0
2,4,7,1,2003,10,30,0
1,8,21,3,2005,19,0,0
6,2,31,12,2005,22,0,0
7,9,28,8,2005,2,50,0
3,2,10,11,2004,15,5,0
7,6,29,11,2009,15,0,0
1,2,17,3,2003,23,20,0
4,8,20,8,2009,9,23,0
3,10,6,4,2005,2,0,0
5,9,6,9,2013,16,0,0
1,2,18,2,2013,15,0,0
7,4,27,1,2008,16,20,0
2,5,13,11,2007,17,44,0
5,8,4,5,2007,17,0,0
4,3,23,2,2012,18,30,0
6,2,13,2,2010,20,32,0
2,4,13,6,2006,0,15,0
4,5,23,2,2006,6,0,0
6,1,6,9,2003,11,3,0
3,7,4,2,2015,18,30,0
7,2,15,1,2006,9,0,0
1,3,17,9,2007,17,0,0
6,3,8,9,2012,22,30,0
2,8,17,10,2006,7,58,0
3,3,22,9,2010,17,0,0
6,3,15,12,2007,10,0,0
6,6,31,12,2011,8,0,0
5,6,20,4,2012,0,1,0
2,2,4,10,2011,12,45,0
3,2,12,5,2004,16,0,0
5,5,25,1,2013,22,50,0
2,10,31,5,2011,20,1,0
2,5,24,8,2010,23,0,0
6,5,18,4,2015,18,47,0
2,1,16,11,2010,22,15,0
1,4,9,6,2014,0,59,0
5,8,14,11,2003,1,30,0
3,4,18,2,2015,16,0,0
2,10,1,11,2011,0,1,0
2,10,16,9,2003,21,30,0
5,1,14,5,2004,9,30,0
4,8,9,12,2004,17,0,0
7,8,20,5,2012,17,30,0
7,7,9,3,2008,9,30,0
1,2,22,12,2003,7,50,0
7,2,29,6,2003,17,56,0
6,5,6,5,2006,8,0,0
3,3,6,2,2008,11,0,0
4,1,10,7,2003,22,0,0
2,10,6,1,2009,5,20,0
5,9,10,8,2007,19,10,0
4,8,10,1,2013,8,0,0
5,6,1,7,2005,11,27,0
7,9,30,11,2003,23,0,0
2,6,25,12,2012,21,20,0
1,9,18,8,2014,17,24,0
2,5,30,3,2004,22,31,0
2,2,17,4,2012,17,5,0
3,7,18,3,2009,17,27,0
3,9,11,8,2010,10,50,0
6,8,31,5,2003,0,40,0
3,3,12,11,2003,17,30,0
3,10,21,1,2004,3,51,0
2,4,10,1,2012,20,0,0
7,6,12,8,2007,23,0,0
3,9,23,6,2004,5,52,0
6,5,12,7,2003,23,0,0
3,6,9,7,2008,19,15,0
6,5,3,5,2003,22,30,0
5,5,23,1,2004,21,39,0
4,2,20,8,2009,21,15,0
2,4,20,9,2005,23,0,0
1,1,15,11,2010,23,25,0
6,2,28,11,2009,15,58,0
6,4,1,11,2003,23,30,0
7,6,10,4,2011,21,0,0
3,1,27,5,2009,3,10,0
5,4,22,3,2013,12,15,0
6,5,8,2,2003,0,30,0
7,4,12,3,2006,23,0,0
7,7,11,4,2010,20,0,0
5,4,14,12,2007,19,30,0
4,5,24,7,2008,4,0,0
1,4,10,6,2013,1,35,0
6,10,30,5,2009,19,45,0
5,3,30,6,2006,10,0,0
5,8,24,1,2003,19,30,0
2,2,10,7,2012,9,58,0
7,2,30,7,2006,4,33,0
3,10,26,11,2003,14,25,0
2,10,4,3,2008,18,0,0
2,3,7,3,2006,10,0,0
5,4,18,5,2012,1,50,0
3,2,23,2,2005,12,37,0
4,3,30,4,2015,12,0,0
3,10,11,12,2013,21,57,0
3,3,12,11,2008,14,47,0
7,6,4,4,2004,16,0,0
3,10,24,1,2007,17,15,0
7,8,18,5,2008,20,44,0
2,2,31,5,2005,9,50,0
3,5,9,7,2008,20,0,0
2,1,2,4,2013,4,38,0
5,8,26,11,2004,14,30,0
2,2,4,8,2009,17,33,0
4,2,11,8,2011,20,25,0
4,4,11,3,2010,1,44,0
2,1,7,1,2003,13,36,0
5,5,25,6,2004,22,33,0
5,2,12,6,2009,19,0,0
6,2,9,10,2010,19,13,0
4,4,17,10,2013,20,0,0
4,8,15,11,2007,20,39,0
2,10,29,11,2011,7,0,0
5,4,17,6,2011,20,45,0
1,2,27,5,2013,18,0,0
7,8,26,3,2006,14,16,0
2,2,7,12,2004,16,16,0
2,8,16,4,2013,12,36,0
3,5,15,10,2003,19,47,0
6,6,6,10,2007,2,30,0
4,3,12,7,2012,23,10,0
5,4,26,2,2010,22,45,0
3,3,12,1,2011,14,15,0
2,3,23,6,2009,1,0,0
1,2,27,6,2005,14,19,0
7,4,23,9,2007,16,35,0
6,1,1,11,2014,0,30,0
4,1,11,2,2010,18,43,0
3,2,5,10,2005,22,0,0
3,5,25,11,2009,23,30,0
7,2,18,12,2011,11,15,0
6,4,13,2,2010,8,0,0
3,9,25,7,2007,3,51,0
4,1,25,12,2003,21,42,0
4,1,13,6,2013,12,48,0
4,1,20,3,2014,15,30,0
5,9,30,4,2004,11,30,0
4,8,10,3,2011,16,53,0
5,7,18,4,2014,12,0,0
6,4,19,6,2010,23,19,0
2,2,5,2,2008,7,30,0
5,8,13,12,2013,3,30,0
2,2,2,10,2012,21,0,0
3,5,4,9,2013,9,22,0
7,4,23,9,2007,22,7,0
4,4,18,10,2007,15,58,0
7,8,12,2,2012,18,0,0
4,7,30,6,2005,18,30,0
3,3,10,3,2010,6,40,0
4,10,23,1,2003,22,50,0
7,7,5,5,2013,19,0,0
2,9,28,6,2005,15,0,0
7,1,4,5,2014,22,35,0
7,8,24,8,2003,14,0,0
6,7,22,2,2003,1,48,0
2,4,28,9,2004,17,20,0
2,4,25,1,2005,15,30,0
4,1,19,4,2007,20,15,0
6,10,24,1,2015,19,3,0
5,1,10,2,2006,10,0,0
4,3,22,8,2013,10,7,0
3,3,13,10,2004,12,0,0
5,3,22,3,2013,7,37,0
4,1,26,12,2013,17,45,0
5,8,17,11,2006,18,27,0
2,5,21,12,2004,14,0,0
4,2,5,2,2004,18,27,0
3,2,19,3,2008,18,5,0
4,2,6,2,2014,20,0,0
5,8,6,3,2009,10,0,0
5,9,11,8,2006,18,0,0
2,4,10,1,2012,3,4,0
7,7,28,12,2008,9,10,0
1,6,23,6,2008,17,0,0
4,6,17,10,2013,7,28,0
7,7,13,2,2005,18,30,0
6,1,24,1,2015,2,43,0
6,3,16,7,2011,14,0,0
3,1,23,12,2009,12,0,0
4,5,19,9,2013,11,40,0
7,2,23,5,2010,11,0,0
7,7,20,10,2013,11,0,0
6,8,28,7,2012,12,30,0
5,6,5,3,2004,18,0,0
5,5,7,10,2011,21,32,0
7,5,6,10,2013,23,0,0
5,3,20,5,2005,0,40,0
4,1,6,3,2003,2,45,0
4,8,9,3,2006,10,0,0
1,3,7,1,2013,23,28,0
4,5,16,10,2003,0,12,0
6,8,27,7,2013,22,30,0
1,1,6,1,2014,13,0,0
7,10,6,4,2008,17,20,0
3,2,20,4,2011,17,14,0
2,5,11,11,2003,20,0,0
4,6,29,11,2007,1,34,0
5,10,16,7,2010,21,0,0
7,1,15,6,2014,13,59,0
4,2,15,5,2014,15,30,0
5,8,6,10,2006,15,40,0
3,2,15,4,2015,17,0,0
7,4,28,7,2013,10,10,0
4,9,16,9,2004,23,30,0
6,10,5,10,2013,14,15,0
2,2,11,6,2013,9,18,0
2,2,24,11,2009,12,30,0
7,2,30,1,2011,16,41,0
5,3,25,12,2009,23,10,0
1,4,20,8,2012,11,57,0
4,10,17,11,2005,0,30,0
2,2,10,7,2012,21,2,0
5,3,11,7,2003,4,0,0
4,4,20,9,2007,23,0,0
2,9,20,4,2010,0,40,0
4,9,30,10,2008,11,30,0
7,2,19,10,2014,22,48,0
1,5,2,9,2013,22,30,0
3,4,18,5,2005,15,30,0
7,2,30,1,2011,13,0,0
7,5,28,6,2009,23,15,0
4,1,23,1,2003,9,25,0
3,2,23,2,2005,20,30,0
3,5,30,11,2005,13,29,0
3,1,14,6,2006,11,10,0
2,2,29,10,2013,12,40,0
1,3,28,11,2011,21,59,0
6,8,10,7,2004,0,1,0
4,5,26,7,2012,14,45,0
4,9,16,9,2004,8,0,0
2,3,27,12,2011,10,0,0
4,2,19,3,2015,17,36,0
3,10,22,1,2003,12,30,0
7,3,17,7,2005,11,35,0
3,4,6,8,2014,14,40,0
4,2,19,4,2007,15,0,0
7,10,4,10,2009,22,15,0
1,4,22,7,2013,17,15,0
3,5,18,10,2006,16,15,0
6,8,9,8,2014,23,15,0
5,2,22,4,2005,9,0,0
1,1,12,5,2003,21,0,0
7,8,13,1,2013,12,0,0
6,2,16,7,2005,21,27,0
2,1,24,1,2012,8,30,0
5,6,28,11,2008,17,14,0
7,6,16,7,2006,15,24,0
2,5,23,7,2013,18,0,0
7,2,29,7,2012,18,34,0
1,5,22,12,2008,19,42,0
6,2,22,3,2008,15,20,0
7,2,9,10,2011,6,0,0
4,4,24,7,2014,22,30,0
3,5,11,7,2012,6,0,0
4,5,18,4,2013,11,30,0
5,5,9,3,2007,9,51,0
3,9,6,10,2010,19,0,0
1,9,20,9,2010,7,27,0
4,4,24,3,2011,22,30,0
3,2,30,11,2011,8,0,0
5,2,26,11,2004,18,40,0
6,2,1,1,2011,2,0,0
3,4,1,6,2005,6,15,0
6,8,13,2,2010,22,30,0
6,7,26,1,2013,1,30,0
7,9,13,7,2008,23,15,0
3,6,1,10,2014,16,0,0
7,6,11,9,2005,21,0,0
3,2,31,3,2004,13,40,0
2,8,1,4,2008,8,10,0
4,5,18,4,2013,7,45,0
3,1,15,10,2014,20,10,0
2,4,14,10,2008,9,0,0
4,3,15,10,2009,20,6,0
2,6,22,7,2003,13,55,0
7,1,7,10,2012,18,0,0
7,1,15,6,2014,17,15,0
6,4,9,9,2006,16,47,0
6,4,31,5,2003,14,0,0
4,3,8,9,2011,23,0,0
3,9,11,7,2012,7,50,0
6,3,23,4,2005,21,45,0
1,7,31,10,2005,23,0,0
3,8,12,11,2003,12,0,0
6,4,14,7,2007,21,15,0
6,4,6,10,2007,20,0,0
6,1,6,9,2003,15,10,0
6,10,26,3,2005,16,15,0
1,10,1,9,2008,23,47,0
5,10,22,2,2013,23,14,0
1,1,3,3,2003,13,30,0
2,3,12,11,2013,20,1,0
7,8,31,7,2011,22,23,0
1,5,24,6,2013,3,4,0
2,6,12,5,2015,20,30,0
3,5,12,11,2003,22,45,0
6,9,27,12,2014,15,50,0
2,10,15,11,2011,14,20,0
3,10,25,1,2012,14,12,0
1,3,5,1,2004,18,51,0
6,10,29,11,2008,18,20,0
1,2,11,6,2007,16,30,0
4,2,16,9,2004,2,0,0
2,8,18,3,2003,19,30,0
4,1,8,1,2009,19,21,0
5,5,8,8,2014,1,0,0
6,10,8,3,2014,20,15,0
7,4,26,7,2009,0,25,0
6,1,20,9,2014,19,0,0
2,7,17,2,2009,20,0,0
5,5,27,6,2014,8,40,0
3,9,19,9,2007,6,45,0
2,5,18,3,2008,9,30,0
4,1,6,2,2003,13,10,0
5,8,26,8,2011,16,49,0
7,5,14,12,2008,3,47,0
2,5,3,5,2011,17,0,0
6,7,4,4,2015,21,0,0
4,2,16,6,2005,14,58,0
2,2,30,4,2013,8,8,0
6,6,25,9,2010,22,0,0
3,6,15,4,2015,12,16,0
7,8,6,4,2003,19,0,0
5,10,20,9,2013,0,23,0
5,2,29,7,2005,11,30,0
5,3,7,5,2010,23,0,0
4,1,25,12,2008,12,0,0
4,2,26,6,2003,20,15,0
7,4,16,6,2013,13,0,0
3,2,9,2,2011,11,4,0
2,2,18,3,2014,9,28,0
3,5,14,4,2004,21,30,0
2,8,2,9,2003,17,18,0
2,2,5,4,2005,0,1,0
4,7,22,7,2004,16,0,0
3,1,20,2,2013,13,36,0
4,4,18,11,2010,20,20,0
4,2,8,3,2012,17,0,0
7,3,25,1,2015,23,0,0
6,1,27,8,2011,12,0,0
3,3,17,3,2004,7,30,0
2,8,24,8,2010,20,30,0
3,2,20,3,2013,14,40,0
3,9,11,6,2008,13,0,0
1,7,19,3,2007,11,13,0
4,5,4,11,2010,20,10,0
7,8,27,12,2009,2,40,0
1,3,16,2,2009,14,42,0
3,8,18,5,2005,19,30,0
4,7,25,7,2013,7,0,0
5,8,13,11,2009,14,0,0
2,3,20,1,2004,14,15,0
7,4,1,8,2010,20,20,0
5,6,19,3,2004,7,0,0
5,3,14,11,2003,23,20,0
7,2,10,9,2006,8,57,0
4,8,24,8,2006,12,45,0
7,2,8,9,2013,15,55,0
5,9,11,7,2008,11,15,0
4,5,15,4,2004,22,22,0
5,3,21,8,2009,20,15,0
5,3,11,7,2014,0,45,0
4,4,28,7,2005,14,30,0
5,2,30,6,2006,8,35,0
3,6,7,8,2013,10,8,0
3,1,4,3,2009,0,1,0
6,4,19,11,2005,8,51,0
4,3,30,12,2010,10,3,0
4,2,20,3,2003,18,45,0
6,6,19,11,2011,17,8,0
6,5,10,7,2004,20,4,0
1,6,3,3,2003,13,58,0
4,7,3,10,2013,19,0,0
3,1,9,7,2014,17,30,0
6,8,31,5,2014,9,30,0
2,6,25,11,2014,20,0,0
5,6,17,4,2015,20,50,0
5,6,21,2,2014,9,49,0
4,10,11,3,2010,17,45,0
3,4,29,12,2010,23,0,0
6,4,28,1,2012,21,0,0
3,2,1,10,2014,12,35,0
5,1,18,9,2009,19,0,0
2,5,4,9,2007,12,31,0
3,9,8,8,2012,16,0,0
1,10,3,8,2009,0,1,0
3,1,28,10,2009,23,37,0
6,9,15,12,2012,22,50,0
7,1,30,7,2006,19,45,0
1,1,29,11,2010,13,0,0
6,3,22,10,2011,19,0,0
2,4,19,8,2003,15,30,0
4,2,12,8,2010,22,30,0
3,2,12,11,2008,15,0,0
1,9,6,1,2014,10,0,0
6,8,22,2,2003,16,0,0
4,10,2,4,2009,10,0,0
7,1,7,9,2008,22,0,0
5,2,15,6,2012,20,30,0
7,5,3,7,2011,11,45,0
4,2,15,5,2003,9,0,0
6,1,6,10,2007,3,0,0
1,2,16,9,2013,20,10,0
2,8,1,10,2013,22,0,0
1,1,23,6,2003,20,0,0
2,2,25,1,2005,18,40,0
2,10,26,6,2012,20,41,0
3,4,12,11,2003,15,1,0
4,5,23,2,2012,9,0,0
7,9,29,7,2012,10,52,0
2,5,16,10,2012,20,0,0
4,8,11,8,2011,17,0,0
4,2,17,10,2013,14,25,0
4,2,30,4,2009,7,5,0
7,2,18,5,2008,13,20,0
6,2,4,4,2009,18,5,0
7,9,28,2,2010,9,33,0
7,6,25,3,2012,16,15,0
2,5,25,5,2004,18,0,0
3,3,13,6,2012,22,52,0
3,2,22,12,2004,7,35,0
2,2,19,4,2011,20,20,0
6,1,10,9,2011,15,0,0
3,6,2,10,2013,11,15,0
3,3,22,1,2003,21,30,0
5,10,30,5,2014,22,30,0
1,2,26,10,2009,13,5,0
7,3,2,1,2011,0,30,0
2,2,6,1,2009,22,0,0
7,5,9,3,2003,11,30,0
2,3,24,6,2014,13,7,0
6,9,20,11,2010,12,0,0
2,4,19,8,2003,17,56,0
4,4,30,4,2015,16,0,0
7,2,25,9,2005,20,30,0
1,7,28,5,2007,11,0,0
1,5,12,11,2012,10,29,0
4,8,27,12,2007,9,0,0
7,9,3,6,2012,1,26,0
7,6,24,8,2008,21,0,0
4,2,13,12,2012,15,38,0
4,7,19,2,2004,5,20,0
4,8,2,11,2006,20,0,0
6,2,24,1,2009,13,57,0
5,2,15,7,2005,0,20,0
5,9,22,4,2011,22,18,0
3,8,12,1,2011,14,45,0
6,2,30,6,2007,8,0,0
6,8,29,6,2013,20,26,0
4,4,8,4,2010,14,13,0
3,5,10,8,2005,0,2,0
4,9,22,3,2007,11,30,0
4,1,9,9,2010,10,45,0
4,5,10,12,2009,9,0,0
1,6,4,8,2003,23,56,0
2,9,11,11,2003,14,0,0
3,4,5,9,2007,20,15,0
2,4,3,10,2006,10,22,0
1,5,23,1,2012,11,44,0
4,2,23,2,2006,20,45,0
4,1,22,9,2011,17,0,0
2,5,16,10,2007,22,57,0
5,4,29,6,2012,19,30,0
3,4,18,5,2005,6,35,0
2,9,30,4,2013,13,0,0
7,4,6,5,2007,0,1,0
3,1,21,2,2007,9,0,0
3,4,13,1,2010,7,20,0
5,4,27,8,2010,23,20,0
4,10,13,5,2004,17,0,0
7,8,30,12,2007,14,25,0
1,3,15,3,2004,18,0,0
1,2,2,2,2009,21,0,0
4,5,22,1,2015,11,0,0
2,4,8,8,2006,19,23,0
1,10,30,5,2005,15,45,0
7,9,25,9,2005,21,25,0
3,5,1,6,2011,8,0,0
6,1,16,1,2010,18,48,0
6,2,8,2,2014,3,45,0
7,5,19,10,2014,20,30,0
4,6,8,2,2007,19,22,0
5,10,12,6,2009,10,58,0
7,9,14,12,2014,6,40,0
4,3,28,7,2005,20,30,0
1,2,2,4,2007,12,0,0
1,9,18,3,2013,0,1,0
2,2,18,5,2010,9,0,0
4,4,15,5,2003,14,33,0
5,6,22,8,2003,23,0,0
4,6,23,2,2012,15,0,0
6,1,4,10,2008,2,40,0
2,8,29,9,2009,11,19,0
7,4,22,3,2015,16,50,0
2,3,12,1,2010,16,55,0
1,5,18,2,2008,13,30,0
3,4,20,8,2003,18,20,0
2,8,22,7,2008,19,45,0
3,10,12,6,2013,20,14,0
1,2,19,1,2004,19,52,0
5,8,8,4,2011,10,25,0
2,5,1,4,2008,19,49,0
1,4,16,3,2009,14,25,0
1,8,26,11,2007,18,30,0
7,2,25,7,2004,10,0,0
2,3,13,4,2004,18,50,0
5,10,27,11,2009,14,55,0
3,2,3,9,2008,18,30,0
5,2,3,12,2010,22,5,0
6,2,28,1,2012,10,30,0
6,3,1,1,2011,0,1,0
7,2,16,12,2012,22,50,0
5,7,24,8,2012,22,30,0
7,5,26,12,2004,4,0,0
3,1,25,6,2003,21,25,0
6,6,13,8,2011,13,19,0
7,2,15,7,2007,0,1,0
1,2,20,1,2014,12,0,0
1,3,2,4,2012,0,12,0
5,9,15,6,2012,17,30,0
1,4,18,10,2010,11,10,0
1,2,19,9,2005,1,40,0
5,5,15,10,2004,21,50,0
2,2,2,11,2010,0,30,0
5,3,14,12,2007,15,0,0
4,9,3,10,2013,19,15,0
1,4,29,10,2007,14,45,0
3,3,3,9,2014,23,11,0
4,8,16,6,2005,7,0,0
6,10,24,3,2007,15,57,0
1,3,7,3,2005,20,20,0
1,2,11,5,2015,15,50,0
1,2,29,9,2008,19,23,0
5,1,7,2,2003,9,49,0
1,2,6,3,2006,22,0,0
1,3,10,11,2003,4,11,0
5,6,8,4,2005,12,0,0
3,5,31,10,2012,6,0,0
4,6,10,6,2004,9,5,0
3,8,19,3,2014,3,44,0
1,3,2,2,2009,11,25,0
2,2,23,12,2014,10,0,0
2,7,24,7,2012,23,0,0
4,8,19,2,2004,21,0,0
1,4,31,3,2014,17,0,0
1,3,18,4,2011,14,0,0
3,4,3,4,2013,17,34,0
6,2,31,5,2003,0,19,0
3,2,13,7,2011,15,55,0
4,1,11,12,2008,3,20,0
5,2,1,6,2007,22,0,0
7,2,26,12,2004,14,9,0
5,8,8,8,2014,2,13,0
5,7,16,11,2012,7,50,0
4,7,29,5,2003,19,0,0
2,4,14,10,2003,0,37,0
7,4,30,7,2006,14,0,0
7,8,14,2,2010,22,44,0
7,9,10,4,2005,23,0,0
2,7,10,7,2007,21,30,0
3,5,5,3,2014,8,49,0
1,4,24,7,2006,20,46,0
5,3,24,12,2004,10,0,0
4,3,9,9,2010,11,30,0
1,1,31,3,2014,10,49,0
3,2,9,2,2011,16,40,0
6,6,4,4,2009,20,26,0
1,10,27,10,2003,12,12,0
1,10,2,3,2015,21,56,0
1,2,8,3,2010,0,18,0
3,2,24,8,2011,10,15,0
7,10,4,11,2012,22,46,0
4,8,5,5,2011,13,0,0
3,1,2,4,2003,23,0,0
3,2,23,1,2013,9,17,0
2,2,28,9,2004,18,10,0
1,5,22,2,2010,16,8,0
3,4,9,7,2003,19,30,0
6,1,2,10,2004,16,0,0
2,1,3,5,2005,21,25,0
5,3,20,10,2006,16,41,0
2,1,3,2,2004,20,0,0
4,8,18,11,2010,18,0,0
6,8,24,9,2005,18,22,0
1,9,1,9,2003,9,0,0
1,1,19,9,2005,17,39,0
7,7,2,12,2007,23,47,0
4,5,4,9,2008,14,28,0
4,4,26,6,2014,15,15,0
7,1,14,12,2014,22,30,0
2,2,30,10,2007,11,30,0
2,7,11,7,2006,23,10,0
7,6,3,6,2007,18,45,0
4,7,3,5,2012,23,0,0
4,3,20,3,2003,10,7,0
6,4,9,2,2008,15,35,0
2,5,14,9,2004,22,20,0
2,5,29,9,2009,21,57,0
3,1,21,1,2004,17,0,0
3,2,9,8,2006,10,50,0
3,10,18,2,2009,13,55,0
4,9,6,10,2011,1,25,0
4,5,1,11,2012,11,2,0
4,6,2,11,2006,21,0,0
5,2,26,2,2010,22,7,0
4,9,8,1,2009,18,42,0
3,1,4,4,2012,18,30,0
4,4,22,1,2009,15,34,0
6,4,31,5,2003,11,30,0
1,3,26,6,2006,8,30,0
7,8,23,3,2014,21,0,0
7,4,22,3,2009,14,30,0
5,7,20,2,2004,21,0,0
3,7,22,12,2004,22,30,0
4,9,19,3,2015,14,30,0
5,2,18,4,2003,15,5,0
4,3,19,4,2007,12,0,0
6,9,25,8,2012,13,20,0
1,1,16,3,2015,10,45,0
4,2,14,11,2013,6,45,0
1,2,9,8,2010,23,26,0
3,7,26,5,2004,19,35,0
4,2,11,3,2010,8,40,0
3,1,28,5,2014,20,45,0
3,2,9,7,2014,22,0,0
2,1,27,6,2006,15,0,0
3,4,22,8,2012,20,12,0
2,3,3,8,2004,15,30,0
7,1,18,10,2009,9,36,0
7,2,21,11,2010,15,5,0
6,10,16,7,2005,1,33,0
5,9,4,10,2013,6,0,0
2,9,3,2,2004,21,0,0
4,6,6,10,2011,13,0,0
2,1,13,7,2010,18,45,0
4,2,11,3,2010,11,18,0
7,1,31,7,2011,16,0,0
5,1,2,5,2003,20,30,0
4,1,11,7,2013,23,30,0
6,2,22,8,2009,21,53,0
3,5,1,10,2003,10,0,0
3,7,8,8,2012,15,0,0
6,5,3,5,2003,8,0,0
6,8,12,7,2014,12,0,0
1,8,30,10,2006,0,1,0
2,4,12,5,2015,19,0,0
6,4,26,2,2005,16,19,0
2,4,25,7,2006,2,0,0
1,10,8,12,2008,13,17,0
5,9,13,12,2013,22,0,0
4,9,18,9,2014,0,15,0
1,6,29,11,2010,17,51,0
1,1,19,7,2004,12,20,0
3,5,6,8,2014,13,11,0
6,2,7,9,2013,18,30,0
5,2,13,11,2009,20,0,0
1,4,16,5,2005,7,0,0
4,4,11,1,2007,6,30,0
7,4,8,9,2013,5,0,0
2,10,17,3,2015,0,1,0
6,1,2,5,2009,12,15,0
6,6,29,7,2006,20,0,0
4,10,30,10,2008,23,55,0
3,1,29,6,2005,23,40,0
2,8,25,1,2005,23,0,0
2,6,21,2,2012,12,42,0
3,10,5,3,2014,13,0,0
6,10,7,9,2013,12,21,0
5,8,17,5,2013,13,40,0
4,6,2,12,2010,8,47,0
3,9,24,6,2009,22,42,0
6,7,22,3,2003,13,0,0
6,3,5,9,2009,0,30,0
2,4,21,8,2007,13,45,0
5,2,2,7,2010,16,15,0
1,5,21,2,2005,14,40,0
1,3,13,4,2009,12,3,0
6,5,18,4,2009,0,1,0
3,6,12,1,2011,15,54,0
5,2,4,10,2013,11,33,0
1,5,21,6,2004,14,30,0
2,1,28,4,2009,16,35,0
2,1,30,10,2012,14,0,0
1,2,6,8,2012,17,15,0
7,1,3,12,2006,21,25,0
7,1,4,6,2006,1,0,0
2,10,30,9,2014,9,48,0
2,2,27,6,2006,9,0,0
2,4,15,10,2013,20,30,0
2,6,16,10,2012,22,5,0
7,9,10,4,2011,4,0,0
7,4,6,9,2009,13,0,0
5,4,25,2,2005,1,31,0
3,1,3,9,2003,8,52,0
7,1,7,4,2013,10,0,0
3,6,20,3,2013,17,0,0
3,4,20,8,2008,2,45,0
2,5,11,6,2013,12,56,0
3,6,1,9,2004,3,45,0
4,5,11,6,2009,21,0,0
5,8,26,12,2008,14,10,0
7,4,7,5,2006,17,36,0
6,10,12,7,2014,19,0,0
1,2,1,10,2007,6,0,0
3,6,14,5,2014,11,0,0
1,2,13,10,2008,17,0,0
6,6,24,8,2013,18,0,0
5,9,28,6,2013,19,15,0
7,3,17,6,2007,22,0,0
3,4,4,4,2007,17,0,0
2,4,11,12,2012,18,30,0
4,8,6,9,2012,15,23,0
3,2,10,2,2010,6,50,0
4,10,22,9,2005,7,0,0
5,2,23,1,2004,2,18,0
5,10,25,7,2014,19,46,0
6,9,14,8,2010,23,0,0
1,4,14,5,2007,12,5,0
1,10,22,8,2005,20,16,0
2,9,1,10,2013,0,10,0
5,3,29,10,2004,8,55,0
3,1,14,5,2008,18,35,0
4,3,30,6,2011,12,17,0
6,4,14,7,2012,20,6,0
5,3,8,8,2008,13,23,0
5,1,11,8,2006,14,5,0
4,4,22,2,2007,16,40,0
4,9,20,9,2012,22,30,0
4,4,16,11,2006,9,30,0
4,5,30,10,2014,0,1,0
2,1,5,8,2003,6,0,0
6,5,24,2,2007,20,45,0
3,9,20,8,2008,20,13,0
5,7,19,9,2014,11,53,0
6,1,23,8,2003,8,45,0
1,2,17,2,2014,13,7,0
2,10,9,7,2013,14,14,0
4,4,6,2,2014,19,6,0
6,10,31,7,2010,9,45,0
1,1,23,6,2003,18,30,0
6,5,15,11,2008,8,0,0
5,9,20,5,2011,10,0,0
3,4,23,3,2005,3,30,0
3,2,29,4,2015,18,10,0
4,4,14,7,2011,16,30,0
6,10,16,11,2013,19,0,0
4,3,26,6,2014,10,15,0
3,2,15,10,2014,9,0,0
2,5,29,4,2014,21,5,0
3,9,29,12,2010,10,50,0
2,1,22,1,2008,3,15,0
7,6,5,12,2010,12,0,0
5,1,13,11,2009,11,35,0
5,1,7,8,2009,16,0,0
6,3,4,5,2013,19,0,0
7,6,19,5,2013,12,28,0
3,4,19,10,2011,20,0,0
4,9,27,1,2011,9,0,0
7,9,15,6,2008,14,0,0
4,9,9,8,2007,21,40,0
7,5,24,8,2008,22,0,0
6,2,24,1,2015,15,28,0
5,2,2,5,2003,0,30,0
3,7,4,5,2011,0,54,0
2,8,16,3,2004,19,0,0
7,4,15,6,2003,19,26,0
4,2,8,4,2010,17,30,0
4,3,25,2,2010,6,50,0
4,8,16,11,2006,0,5,0
6,3,27,6,2009,9,55,0
3,6,11,6,2014,23,0,0
5,4,9,1,2015,0,1,0
3,10,5,2,2014,20,50,0
1,9,11,6,2007,19,52,0
4,1,27,7,2006,20,0,0
2,8,30,3,2004,0,17,0
1,3,5,3,2012,15,23,0
4,5,29,4,2004,19,0,0
5,10,14,7,2006,22,0,0
6,6,9,3,2013,0,5,0
3,1,6,9,2006,13,30,0
4,8,28,6,2007,22,45,0
1,7,22,8,2005,11,30,0
7,1,3,6,2007,20,30,0
6,6,19,9,2009,1,20,0
3,1,17,4,2013,9,30,0
7,8,23,3,2008,14,4,0
4,1,29,11,2012,22,0,0
4,2,11,12,2008,0,1,0
4,4,5,2,2009,12,0,0
4,2,1,12,2011,16,0,0
3,2,21,1,2009,13,20,0
3,3,30,9,2009,0,1,0
7,9,18,6,2006,8,18,0
6,2,4,10,2008,23,0,0
6,5,17,10,2009,12,35,0
7,10,10,10,2010,17,12,0
2,3,3,9,2013,7,30,0
3,7,3,5,2006,20,0,0
2,10,15,9,2009,22,6,0
3,5,23,2,2011,21,15,0
