"day","location","date","month","year","hour","min","DISORDERLYCONDUCT"
2,4,28,4,2009,4,0,0
1,4,6,9,2010,5,0,0
6,1,1,11,2014,17,10,0
1,2,19,2,2007,23,40,0
3,5,15,9,2004,9,0,0
7,6,29,11,2009,9,0,0
6,1,17,11,2012,14,0,0
1,2,17,10,2011,20,0,0
7,8,22,10,2006,16,0,0
1,1,25,6,2012,15,0,0
3,4,1,10,2003,14,30,0
1,8,3,3,2003,20,0,0
2,7,28,9,2004,21,5,0
5,2,9,8,2013,11,38,0
4,1,17,4,2003,15,0,0
5,9,2,5,2003,10,42,0
3,8,28,10,2009,12,30,0
4,3,8,2,2007,7,30,0
2,7,3,9,2013,21,0,0
3,5,10,8,2005,22,0,0
5,10,30,7,2010,20,35,0
7,2,10,3,2013,2,30,0
1,3,29,10,2007,19,45,0
5,2,23,2,2007,13,30,0
6,4,10,1,2004,22,14,0
3,5,6,3,2013,10,55,0
2,10,9,12,2003,17,10,0
2,2,8,3,2005,6,35,0
5,10,19,9,2014,20,34,0
1,2,8,3,2010,14,30,0
2,10,8,1,2008,6,26,0
1,2,8,6,2009,21,10,0
3,9,29,11,2006,6,39,0
1,2,3,4,2006,1,0,0
5,7,9,1,2015,22,20,0
2,9,30,4,2013,13,30,0
7,2,25,7,2004,14,49,0
4,3,29,11,2012,14,5,0
4,5,12,8,2010,9,4,0
5,10,15,5,2009,13,4,0
3,9,12,1,2005,15,1,0
7,8,12,1,2003,16,20,0
2,10,11,5,2004,7,27,0
6,2,30,1,2010,11,0,0
3,1,10,12,2003,20,30,0
6,9,4,11,2006,17,0,0
6,10,31,5,2008,16,55,0
7,3,13,3,2005,19,0,0
5,1,13,1,2006,19,0,0
3,4,24,11,2004,21,0,0
7,5,28,2,2010,16,30,0
4,5,19,8,2004,23,45,0
6,5,26,8,2006,6,0,0
3,5,23,2,2011,12,0,0
3,9,21,8,2013,14,30,0
5,1,5,9,2014,0,17,0
4,5,10,3,2011,19,0,0
3,3,25,1,2012,14,0,0
6,3,12,1,2008,2,40,0
4,1,2,4,2015,12,0,0
2,1,18,3,2003,17,30,0
3,1,14,12,2005,10,41,0
2,1,13,7,2010,15,0,0
1,5,28,10,2013,17,0,0
6,1,25,8,2012,16,0,0
2,4,5,8,2003,7,8,0
1,1,28,9,2009,12,0,0
2,6,31,10,2006,9,0,0
1,2,14,5,2007,0,1,0
1,3,19,4,2010,15,30,0
1,4,8,1,2007,1,50,0
1,2,9,6,2003,20,30,0
7,5,2,12,2012,16,58,0
1,9,29,9,2014,18,0,0
7,6,26,2,2006,14,10,0
5,2,2,10,2009,19,0,0
6,3,21,3,2009,6,9,0
7,3,3,12,2006,13,0,0
6,9,16,11,2013,18,0,0
2,4,23,6,2009,5,0,0
1,8,28,6,2010,21,30,0
6,9,8,2,2003,14,0,0
4,1,21,9,2006,19,10,0
4,2,3,11,2005,12,0,0
7,8,11,1,2009,23,0,0
1,6,24,5,2004,22,20,0
1,9,19,3,2007,21,50,0
5,4,28,6,2013,22,0,0
6,5,26,2,2011,0,48,0
4,10,2,4,2015,12,15,0
7,4,19,10,2003,23,10,0
6,5,22,10,2011,11,55,0
6,3,7,2,2004,18,39,0
1,2,19,8,2013,18,0,0
3,4,3,9,2014,10,55,0
6,6,9,3,2013,12,30,0
7,2,13,1,2013,4,38,0
6,7,31,7,2010,22,39,0
2,10,21,1,2014,22,20,0
2,4,26,5,2009,13,5,0
7,9,30,7,2006,22,0,0
4,3,5,4,2012,20,0,0
2,8,2,10,2007,23,20,0
2,6,24,11,2009,6,55,0
3,2,15,4,2015,17,0,0
7,2,29,1,2006,21,15,0
7,2,20,10,2013,15,0,0
1,2,9,12,2013,12,15,0
2,10,24,6,2014,7,30,0
5,7,5,10,2012,8,30,0
5,1,1,7,2011,17,1,0
1,9,10,6,2013,16,42,0
5,10,20,10,2006,11,34,0
1,10,16,2,2009,6,5,0
6,8,23,2,2008,16,40,0
1,8,7,12,2009,17,30,0
2,10,14,6,2005,7,30,0
5,2,23,3,2007,19,0,0
1,9,18,4,2005,11,54,0
1,3,2,2,2004,20,30,0
7,2,25,7,2004,19,30,0
1,4,1,5,2006,9,0,0
3,4,29,4,2009,21,30,0
3,2,18,8,2004,17,0,0
4,2,24,2,2005,11,15,0
3,10,27,12,2006,19,0,0
5,5,4,5,2012,11,45,0
7,5,16,5,2004,14,0,0
5,3,8,8,2008,12,48,0
6,1,17,10,2009,11,32,0
3,3,7,9,2005,14,58,0
2,8,6,4,2010,3,0,0
3,7,7,7,2004,12,25,0
4,4,6,3,2014,23,58,0
4,7,10,3,2005,2,8,0
2,8,10,11,2009,14,54,0
7,6,12,8,2012,17,0,0
5,3,24,2,2006,10,23,0
5,4,7,3,2003,10,4,0
5,8,8,4,2011,17,30,0
2,7,2,3,2004,9,30,0
4,1,21,9,2006,17,15,0
5,2,2,10,2009,10,45,0
3,2,18,2,2004,14,0,0
1,4,3,4,2006,23,0,0
7,6,20,4,2003,16,0,0
4,7,20,8,2009,6,30,0
1,6,11,6,2007,15,34,0
1,4,18,9,2006,17,30,0
5,4,21,5,2010,18,0,0
1,5,4,4,2005,1,30,0
1,1,20,8,2012,19,26,0
1,4,19,3,2012,15,3,0
6,7,9,8,2014,15,12,0
4,1,20,9,2012,0,1,0
4,5,27,1,2011,20,5,0
6,9,3,11,2007,23,30,0
1,2,25,11,2013,21,35,0
4,2,17,4,2008,1,19,0
2,2,25,11,2003,17,0,0
6,5,7,2,2015,15,5,0
1,4,20,3,2006,12,30,0
3,4,5,3,2008,22,0,0
3,8,24,8,2011,19,8,0
2,4,29,11,2011,10,0,0
7,3,4,7,2010,19,0,0
2,5,21,9,2010,15,0,0
5,5,27,7,2012,1,30,0
4,2,23,2,2006,21,0,0
2,2,29,4,2014,16,0,0
6,5,21,3,2015,1,0,0
5,2,4,5,2007,19,45,0
3,7,25,11,2009,2,35,0
4,5,13,1,2005,21,0,0
3,7,22,2,2006,23,28,0
5,5,3,4,2009,13,0,0
2,2,3,4,2012,10,50,0
4,1,2,6,2005,19,0,0
1,7,29,10,2012,13,0,0
1,1,24,5,2004,11,20,0
1,2,27,9,2004,10,16,0
2,4,11,12,2012,11,40,0
3,5,13,12,2006,12,0,0
2,8,10,6,2014,16,30,0
6,3,27,8,2011,8,53,0
6,2,7,3,2015,13,5,0
5,4,21,2,2014,19,12,0
2,9,11,1,2005,14,45,0
7,6,10,8,2014,19,15,0
4,7,25,12,2003,19,0,0
3,8,1,9,2004,16,0,0
4,4,21,8,2014,13,4,0
3,7,12,11,2008,11,20,0
2,3,6,9,2011,1,37,0
3,2,22,7,2009,22,0,0
4,8,27,7,2006,17,3,0
5,10,27,6,2003,9,32,0
2,3,25,11,2003,11,30,0
3,4,16,11,2005,9,0,0
2,9,25,5,2004,8,0,0
4,7,22,7,2004,16,50,0
1,10,30,5,2005,9,9,0
6,3,12,1,2008,13,15,0
2,9,6,3,2007,11,48,0
6,8,17,10,2009,18,0,0
7,10,11,8,2013,22,30,0
5,1,8,4,2011,1,55,0
5,4,8,8,2008,22,30,0
2,8,13,4,2004,0,30,0
7,5,27,2,2011,12,30,0
5,3,13,1,2006,19,30,0
4,10,12,11,2009,12,41,0
1,8,23,7,2007,16,49,0
7,5,1,6,2003,23,1,0
2,3,30,3,2004,9,43,0
1,2,23,8,2010,13,30,0
6,3,13,8,2011,11,30,0
1,6,5,1,2009,12,25,0
3,4,10,12,2003,7,45,0
5,6,26,8,2005,11,0,0
5,2,4,6,2010,17,30,0
7,4,9,2,2014,12,10,0
4,8,26,8,2010,9,0,0
3,4,22,8,2007,15,0,0
5,10,10,9,2010,7,30,0
5,7,4,11,2011,13,0,0
1,5,11,10,2004,13,30,0
3,1,4,4,2012,12,0,0
1,2,29,9,2003,15,10,0
7,1,20,11,2011,0,1,0
6,2,24,1,2015,1,43,0
1,1,22,12,2014,21,45,0
4,5,22,9,2005,14,30,0
2,3,12,6,2012,9,33,0
3,7,4,2,2009,17,0,0
4,8,4,9,2008,1,11,0
5,10,22,2,2008,14,20,0
5,6,25,2,2011,11,30,0
3,2,5,9,2007,15,24,0
4,2,31,5,2007,13,30,0
1,4,6,1,2014,21,0,0
3,2,29,9,2004,20,2,0
1,9,18,8,2008,15,27,0
1,8,20,2,2006,9,30,0
1,6,13,10,2008,19,35,0
5,2,7,9,2012,10,0,0
5,2,6,8,2004,23,0,0
7,3,19,10,2014,23,0,0
6,3,1,12,2012,23,30,0
7,10,25,1,2009,10,0,0
7,2,18,5,2003,23,33,0
5,4,11,1,2013,4,0,0
4,2,26,1,2012,16,0,0
2,10,26,7,2011,11,0,0
4,4,3,11,2011,6,0,0
6,8,4,6,2005,17,0,0
7,4,24,8,2008,13,0,0
2,3,11,11,2014,16,0,0
2,4,22,3,2005,13,15,0
7,4,6,10,2013,22,10,0
6,9,7,3,2015,4,45,0
7,10,27,2,2005,8,34,0
7,5,7,10,2012,21,0,0
2,1,20,3,2007,8,52,0
3,10,11,7,2007,22,50,0
7,7,22,9,2013,15,0,0
2,1,21,1,2014,22,0,0
5,5,2,6,2006,12,15,0
1,8,2,9,2013,14,35,0
6,6,2,12,2006,18,10,0
5,1,14,5,2004,23,30,0
4,1,7,9,2006,11,0,0
7,4,5,5,2013,3,47,0
4,1,11,6,2009,18,0,0
2,6,23,2,2010,12,46,0
6,3,18,6,2005,23,30,0
2,4,13,5,2008,15,45,0
3,2,21,8,2013,11,15,0
1,4,1,9,2008,1,39,0
6,9,9,2,2008,22,30,0
6,3,5,5,2012,14,0,0
4,2,29,10,2009,12,0,0
5,4,6,2,2009,22,45,0
2,6,16,9,2003,20,10,0
3,1,17,11,2010,12,7,0
6,4,18,6,2005,18,0,0
6,5,11,3,2006,18,26,0
7,4,24,4,2011,1,10,0
4,2,7,8,2003,17,30,0
4,5,19,2,2009,15,30,0
4,2,5,9,2013,10,50,0
4,5,14,11,2013,18,0,0
2,4,24,8,2010,13,10,0
7,5,15,8,2010,7,55,0
7,10,22,5,2005,14,45,0
7,5,12,7,2009,15,0,0
1,5,27,4,2015,20,45,0
1,5,21,3,2011,16,6,0
7,6,18,5,2008,12,55,0
5,4,1,5,2009,10,30,0
3,2,3,10,2007,3,30,0
2,3,3,4,2007,9,0,0
3,2,3,9,2003,12,40,0
1,10,21,8,2006,14,11,0
5,10,11,2,2011,5,30,0
6,4,28,6,2008,16,50,0
4,8,19,3,2015,20,5,0
3,10,23,3,2011,1,27,0
5,2,3,10,2008,20,17,0
7,6,26,9,2010,16,53,0
7,9,9,2,2014,19,0,0
5,7,6,9,2013,18,25,0
6,10,20,5,2006,7,30,0
4,2,13,1,2011,12,52,0
5,2,29,6,2007,10,10,0
2,1,23,2,2010,11,55,0
7,9,24,2,2008,14,20,0
3,7,18,3,2009,10,30,0
2,10,12,6,2012,1,18,0
1,2,3,9,2007,22,31,0
6,10,14,6,2008,17,0,0
7,10,17,10,2004,13,0,0
3,10,21,3,2012,19,5,0
4,4,14,5,2009,13,55,0
6,7,10,1,2015,19,43,0
7,2,30,6,2013,12,0,0
1,2,2,2,2009,0,50,0
1,3,5,1,2015,21,0,0
1,1,12,6,2006,7,40,0
5,1,29,6,2012,14,45,0
2,3,19,8,2008,17,14,0
5,3,5,10,2012,16,55,0
5,10,28,1,2011,1,30,0
6,3,19,5,2007,22,30,0
6,2,18,4,2015,21,30,0
1,6,25,5,2009,15,5,0
6,8,22,3,2003,21,30,0
5,10,3,10,2014,17,2,0
1,3,19,7,2004,11,21,0
6,6,28,12,2013,12,5,0
5,2,17,10,2008,17,30,0
6,1,7,4,2007,13,0,0
4,5,27,1,2011,21,0,0
3,4,26,12,2012,17,37,0
1,4,27,12,2010,22,44,0
5,2,20,2,2015,19,0,0
5,2,30,12,2005,16,58,0
6,7,15,6,2013,23,30,0
7,3,11,3,2007,2,8,0
6,10,25,9,2010,11,45,0
7,10,15,12,2013,7,37,0
5,2,8,8,2014,23,8,0
6,7,2,10,2004,17,0,0
4,8,25,12,2003,11,15,0
4,2,28,6,2007,19,8,0
4,7,6,2,2014,21,49,0
1,8,19,9,2005,12,0,0
1,7,16,5,2011,23,24,0
6,9,4,6,2005,14,30,0
2,10,9,1,2007,16,56,0
2,9,22,7,2014,18,0,0
3,6,16,4,2003,17,0,0
7,3,29,12,2013,12,15,0
7,5,22,10,2006,1,16,0
7,8,20,11,2011,22,10,0
3,5,9,1,2008,8,0,0
7,10,8,5,2011,9,0,0
7,7,26,9,2010,7,10,0
5,5,23,9,2005,14,55,0
5,3,19,10,2012,15,0,0
6,5,30,7,2005,1,0,0
6,5,1,11,2003,14,1,0
4,9,20,3,2014,15,5,0
3,4,17,9,2008,11,2,0
6,2,8,4,2006,8,30,0
1,5,4,9,2006,0,1,0
2,5,25,5,2004,15,50,0
4,9,8,9,2005,9,33,0
7,1,26,2,2012,14,0,0
5,2,28,1,2011,2,30,0
2,4,5,4,2005,14,0,0
2,9,21,1,2014,6,45,0
2,5,12,6,2007,19,0,0
2,8,16,10,2012,13,45,0
4,10,2,12,2010,23,36,0
6,3,7,3,2015,22,0,0
2,4,15,5,2012,20,5,0
4,10,10,1,2008,15,35,0
3,10,3,9,2014,10,30,0
4,8,2,9,2004,14,0,0
5,1,23,7,2004,17,30,0
4,7,15,12,2005,17,30,0
5,2,9,3,2012,23,45,0
4,10,29,10,2009,21,51,0
6,5,4,10,2008,3,30,0
4,10,9,3,2006,21,22,0
3,1,22,2,2012,13,15,0
3,6,3,9,2003,6,30,0
5,6,25,6,2004,12,30,0
7,4,31,10,2004,21,30,0
5,5,11,1,2008,23,35,0
6,4,26,2,2005,7,30,0
4,5,30,6,2005,16,0,0
3,4,25,11,2009,19,55,0
1,4,15,9,2003,6,0,0
5,3,3,5,2013,8,45,0
4,7,16,10,2008,16,0,0
6,2,3,12,2011,12,45,0
3,1,17,4,2013,9,30,0
3,2,4,2,2015,4,0,0
1,5,18,9,2006,18,12,0
3,1,14,11,2007,3,15,0
1,4,20,7,2009,12,55,0
3,7,27,1,2010,9,5,0
4,5,24,1,2008,22,0,0
5,9,4,4,2003,10,12,0
3,2,23,2,2005,14,0,0
7,2,23,9,2007,0,1,0
5,9,31,10,2003,12,30,0
1,1,16,8,2004,1,30,0
7,5,11,7,2004,23,0,0
7,7,20,9,2009,10,30,0
6,9,20,3,2004,2,48,0
3,4,15,10,2008,21,0,0
2,2,19,4,2011,23,50,0
2,9,17,2,2015,8,0,0
4,2,21,4,2005,17,0,0
5,1,29,5,2009,0,1,0
7,9,7,10,2007,18,30,0
4,4,19,10,2006,18,0,0
6,10,8,3,2014,18,48,0
3,1,5,5,2010,12,30,0
7,9,14,12,2008,16,40,0
7,10,24,2,2008,15,30,0
3,8,19,3,2014,21,2,0
5,5,15,11,2013,23,30,0
6,2,1,7,2006,21,14,0
5,3,14,7,2006,0,30,0
4,3,13,12,2007,18,28,0
2,8,24,1,2006,10,9,0
2,9,9,1,2007,18,0,0
5,3,27,11,2009,3,27,0
4,2,15,5,2014,8,0,0
1,5,7,12,2009,18,0,0
7,1,10,2,2013,7,0,0
5,4,2,12,2011,22,33,0
1,1,16,9,2013,2,0,0
1,9,20,1,2003,18,0,0
6,3,26,3,2011,12,0,0
7,2,12,2,2012,2,0,0
7,2,30,11,2003,2,30,0
2,3,18,5,2010,20,0,0
7,4,4,7,2010,18,27,0
7,6,18,10,2009,19,30,0
7,6,19,5,2013,18,40,0
5,6,18,4,2003,19,0,0
7,5,10,8,2003,10,0,0
5,4,25,2,2005,12,45,0
7,3,14,12,2003,22,50,0
5,3,1,12,2006,0,1,0
6,8,23,8,2014,20,0,0
5,7,27,1,2006,3,0,0
7,7,18,5,2008,0,1,0
2,10,26,10,2004,12,36,0
5,9,20,5,2005,12,0,0
5,8,2,6,2006,16,30,0
2,3,23,6,2009,9,0,0
1,5,29,10,2012,10,48,0
4,2,28,11,2013,3,30,0
2,2,14,10,2008,10,30,0
7,4,29,6,2014,17,0,0
1,4,24,1,2005,20,0,0
7,4,10,3,2013,12,30,0
3,8,14,7,2010,12,0,0
4,7,16,10,2014,21,15,0
2,10,16,3,2004,13,0,0
7,3,1,1,2012,10,42,0
3,2,23,2,2011,13,25,0
2,9,4,9,2007,17,0,0
5,10,18,5,2012,9,58,0
5,4,7,3,2008,22,55,0
6,2,1,1,2011,2,0,0
2,10,17,2,2009,21,36,0
6,4,26,2,2005,8,3,0
6,3,22,5,2010,23,38,0
2,8,25,6,2013,13,15,0
4,1,8,4,2010,0,1,0
7,5,27,8,2006,14,0,0
3,2,16,4,2003,3,45,0
2,3,4,9,2012,20,30,0
4,5,8,2,2007,12,0,0
2,8,23,7,2013,19,0,0
2,2,23,8,2005,18,0,0
2,7,30,3,2004,9,0,0
6,1,15,6,2013,8,29,0
1,3,2,8,2004,8,0,0
3,6,16,4,2003,18,0,0
5,2,13,6,2014,9,30,0
5,4,13,12,2013,16,0,0
5,2,20,4,2012,13,0,0
4,5,4,4,2013,14,27,0
1,10,22,3,2010,12,54,0
7,4,11,2,2007,2,0,0
4,1,19,3,2015,18,0,0
2,2,24,6,2003,13,30,0
5,2,2,10,2009,0,55,0
2,2,4,9,2007,10,30,0
5,4,6,8,2004,18,36,0
6,2,22,8,2009,9,30,0
3,8,2,5,2007,7,0,0
4,3,1,11,2007,15,10,0
3,3,23,3,2005,11,30,0
5,2,6,2,2009,6,45,0
1,3,12,5,2008,11,10,0
7,6,8,3,2015,18,0,0
6,2,15,7,2006,10,0,0
6,8,18,6,2011,4,1,0
2,2,15,9,2009,23,30,0
4,10,13,12,2007,15,40,0
5,2,5,3,2004,7,30,0
4,5,23,3,2006,23,0,0
3,3,30,9,2009,7,30,0
5,2,30,12,2005,12,0,0
3,2,4,3,2009,18,28,0
2,2,15,9,2009,22,15,0
6,1,7,4,2007,23,58,0
6,2,11,1,2014,20,30,0
4,8,31,5,2007,18,0,0
2,2,31,5,2011,12,30,0
4,4,28,12,2006,22,0,0
7,8,23,10,2005,4,50,0
5,9,31,10,2008,13,0,0
6,2,16,12,2006,19,49,0
6,5,28,6,2003,4,59,0
5,8,16,10,2009,7,40,0
1,4,2,8,2004,10,0,0
2,4,22,7,2008,22,6,0
6,2,12,1,2008,15,0,0
4,4,10,3,2011,22,0,0
3,10,21,1,2004,15,0,0
3,9,2,11,2011,20,0,0
7,2,18,5,2014,20,10,0
1,9,4,2,2008,16,30,0
4,3,10,6,2004,8,0,0
1,3,7,3,2011,16,30,0
4,8,29,12,2011,15,15,0
2,4,31,3,2009,16,15,0
5,4,11,7,2014,10,5,0
2,4,18,8,2009,20,5,0
3,4,18,3,2009,2,0,0
2,6,26,6,2012,16,35,0
4,4,16,10,2008,12,0,0
1,2,3,3,2008,17,24,0
7,8,17,6,2012,6,15,0
3,8,26,11,2014,16,1,0
7,1,21,4,2013,17,0,0
6,8,1,6,2013,12,0,0
4,5,3,4,2003,22,50,0
2,1,27,12,2011,22,38,0
6,3,23,8,2014,21,30,0
1,9,9,6,2003,17,0,0
4,6,10,3,2005,14,0,0
2,4,13,6,2006,9,22,0
4,1,30,12,2010,13,0,0
5,8,28,11,2014,20,58,0
4,4,21,2,2013,21,0,0
1,8,28,4,2014,0,1,0
4,4,25,11,2004,2,0,0
7,9,31,7,2011,23,0,0
5,8,12,2,2010,10,41,0
3,5,19,10,2005,14,48,0
1,1,30,3,2009,11,0,0
7,4,22,9,2013,22,29,0
3,5,18,10,2006,10,5,0
1,7,6,1,2014,22,0,0
1,5,15,4,2013,19,0,0
5,6,1,6,2012,0,1,0
3,2,6,4,2011,19,0,0
5,2,4,5,2007,12,0,0
2,1,4,10,2005,20,20,0
2,5,4,9,2007,19,0,0
6,2,31,5,2008,14,55,0
4,4,3,11,2011,0,30,0
6,9,28,6,2008,4,0,0
5,6,15,10,2004,17,30,0
7,2,18,11,2012,19,10,0
5,6,24,8,2012,16,0,0
7,10,12,1,2014,23,20,0
1,5,6,1,2003,21,54,0
6,6,1,5,2004,3,38,0
2,3,19,4,2011,8,0,0
7,10,4,4,2004,22,10,0
5,3,2,11,2007,16,58,0
3,6,28,11,2007,19,29,0
5,9,6,2,2015,10,30,0
6,9,6,4,2013,11,39,0
4,1,26,6,2003,17,30,0
7,3,22,5,2005,17,50,0
1,2,2,3,2009,1,0,0
5,2,28,11,2014,19,45,0
3,6,9,2,2011,13,15,0
2,4,28,10,2008,20,50,0
6,2,6,9,2003,15,49,0
2,10,13,10,2009,21,50,0
2,3,19,8,2003,0,1,0
3,10,5,3,2008,6,50,0
6,10,23,8,2003,2,21,0
2,2,3,2,2004,11,42,0
5,9,25,3,2005,22,30,0
1,3,21,1,2013,22,40,0
5,10,12,8,2005,18,10,0
7,1,28,7,2013,11,9,0
7,1,22,8,2004,11,6,0
6,4,3,5,2008,9,0,0
4,6,19,8,2004,1,6,0
6,5,4,10,2003,10,0,0
6,5,22,8,2009,8,45,0
1,8,16,4,2007,1,0,0
1,4,10,11,2014,18,50,0
5,1,30,12,2011,16,20,0
4,3,25,8,2011,17,9,0
1,6,14,5,2012,13,36,0
7,9,23,9,2007,12,0,0
3,10,6,3,2013,13,10,0
5,6,4,4,2014,16,49,0
6,4,9,4,2011,17,20,0
7,3,29,6,2008,14,0,0
6,8,3,12,2011,19,30,0
7,4,21,10,2007,21,10,0
7,3,3,11,2013,20,30,0
3,4,5,2,2003,19,40,0
7,1,28,12,2014,17,30,0
3,1,19,3,2008,13,30,0
5,2,18,4,2014,12,1,0
4,5,16,9,2004,15,30,0
1,3,27,9,2004,23,10,0
7,4,5,10,2008,12,52,0
4,8,29,12,2011,9,20,0
7,8,25,3,2007,11,51,0
5,10,3,4,2015,21,30,0
4,1,6,4,2006,9,15,0
2,10,13,5,2003,22,0,0
3,2,23,3,2005,10,20,0
5,3,26,12,2003,13,0,0
4,2,30,10,2008,11,45,0
2,4,15,6,2010,12,0,0
1,2,1,11,2010,21,0,0
2,3,3,3,2015,11,40,0
2,10,23,3,2010,22,30,0
3,8,18,8,2004,16,30,0
3,2,17,11,2010,18,10,0
5,4,20,2,2009,9,0,0
3,7,23,12,2009,0,1,0
4,2,26,11,2009,15,0,0
3,2,7,2,2007,18,13,0
3,7,10,12,2014,21,56,0
1,8,5,1,2009,17,0,0
2,5,7,8,2007,0,1,0
1,2,13,5,2013,11,15,0
1,5,31,3,2014,21,30,0
5,5,28,12,2012,21,15,0
7,9,30,11,2008,17,15,0
5,5,30,6,2006,16,0,0
2,3,18,10,2005,20,0,0
6,2,17,5,2008,21,5,0
7,5,6,5,2007,22,10,0
5,9,16,11,2007,19,0,0
1,9,8,12,2014,0,14,0
5,8,15,7,2005,5,40,0
6,3,22,10,2005,21,0,0
6,4,31,12,2011,2,20,0
2,7,22,12,2009,8,30,0
1,1,5,9,2011,1,0,0
7,7,24,2,2008,18,30,0
4,6,30,9,2004,23,0,0
7,5,6,6,2010,1,20,0
5,7,1,10,2004,0,1,0
5,3,20,8,2004,20,0,0
7,4,5,12,2010,19,20,0
2,1,22,1,2013,12,0,0
5,5,21,9,2012,13,0,0
2,3,22,2,2011,16,30,0
2,9,6,1,2015,23,0,0
3,5,3,10,2012,13,0,0
3,10,18,9,2013,16,14,0
5,2,12,3,2010,3,43,0
3,5,15,11,2006,13,0,0
2,2,7,9,2010,8,36,0
1,7,16,8,2004,15,42,0
2,2,4,10,2005,1,32,0
2,2,26,6,2007,19,30,0
4,5,30,9,2004,1,0,0
3,10,7,2,2007,21,45,0
2,8,21,9,2010,10,10,0
2,3,24,6,2014,0,1,0
6,2,20,10,2012,19,30,0
3,6,16,10,2013,16,51,0
7,2,19,10,2014,22,30,0
6,1,12,7,2014,19,40,0
6,8,7,5,2005,21,0,0
1,2,24,1,2011,23,42,0
4,8,21,3,2013,14,51,0
5,8,25,7,2003,9,0,0
6,2,17,11,2007,11,30,0
2,4,6,9,2011,16,25,0
3,2,26,5,2004,1,0,0
7,10,1,11,2009,20,45,0
7,2,12,7,2009,13,43,0
2,10,19,10,2010,19,50,0
2,2,28,4,2009,3,35,0
5,4,11,3,2011,15,5,0
7,5,23,8,2009,15,15,0
3,3,1,12,2010,10,30,0
6,8,26,1,2013,22,6,0
3,10,15,6,2005,22,14,0
7,3,7,5,2006,20,0,0
6,5,11,8,2007,20,25,0
6,3,9,3,2013,18,29,0
5,1,20,2,2015,16,45,0
2,2,24,7,2007,18,30,0
3,4,26,12,2012,22,0,0
2,3,29,5,2012,10,40,0
3,8,30,5,2007,20,15,0
4,4,30,4,2009,5,15,0
2,5,21,7,2009,10,0,0
4,4,20,3,2008,16,10,0
2,9,12,6,2007,22,0,0
6,7,16,10,2004,0,1,0
6,1,9,3,2013,14,30,0
1,3,21,8,2006,22,0,0
4,3,2,12,2010,19,45,0
6,4,18,11,2006,17,45,0
5,3,12,12,2003,9,0,0
3,3,4,5,2011,16,10,0
4,2,15,6,2006,16,30,0
7,6,15,8,2010,16,0,0
7,3,5,6,2011,8,5,0
5,3,18,5,2007,16,0,0
4,8,8,2,2007,17,30,0
4,2,18,4,2013,11,34,0
7,4,26,3,2006,15,7,0
5,9,21,10,2005,5,30,0
4,3,10,6,2004,14,12,0
6,5,11,8,2007,23,15,0
1,2,18,8,2008,12,12,0
4,4,23,1,2003,18,53,0
1,2,29,4,2013,22,0,0
1,3,4,8,2008,19,0,0
6,2,8,2,2014,17,0,0
5,2,15,11,2013,20,30,0
2,8,27,11,2012,11,0,0
7,10,19,5,2013,12,0,0
4,1,14,11,2013,13,40,0
3,4,23,1,2008,17,50,0
1,7,16,2,2015,18,15,0
2,3,18,3,2008,14,0,0
5,4,20,5,2005,13,0,0
2,2,12,6,2012,21,45,0
7,3,28,12,2003,11,52,0
6,2,28,1,2012,20,57,0
7,5,22,9,2013,16,55,0
5,10,18,11,2005,17,44,0
3,5,23,3,2005,16,0,0
3,1,6,8,2014,21,20,0
7,2,18,6,2006,22,56,0
4,10,12,11,2009,22,29,0
1,3,9,8,2010,10,22,0
6,8,6,10,2007,10,30,0
5,9,16,4,2004,20,0,0
1,2,27,11,2006,4,40,0
6,6,30,7,2005,18,5,0
1,10,6,8,2012,23,55,0
3,2,13,1,2010,22,32,0
5,9,9,4,2010,18,17,0
7,5,24,8,2003,12,31,0
1,9,13,9,2004,17,30,0
6,10,28,6,2008,20,0,0
6,10,24,4,2010,9,22,0
7,9,24,8,2008,1,10,0
6,2,3,10,2009,1,0,0
6,10,25,8,2007,7,32,0
5,10,21,8,2009,23,12,0
1,4,3,9,2012,20,5,0
2,5,29,4,2014,16,0,0
1,10,11,6,2012,16,55,0
2,10,28,9,2004,12,30,0
2,3,1,4,2003,18,15,0
5,9,20,5,2005,8,58,0
2,10,14,10,2008,18,7,0
3,7,25,6,2008,13,30,0
2,3,17,2,2009,23,30,0
7,3,17,12,2006,8,0,0
5,4,8,2,2008,18,10,0
3,6,7,3,2007,12,58,0
6,1,6,4,2013,14,50,0
4,8,31,5,2012,16,30,0
3,5,3,11,2010,20,0,0
7,5,25,4,2010,17,10,0
6,7,2,6,2007,19,30,0
3,10,22,9,2010,16,42,0
3,5,15,6,2005,5,35,0
2,4,22,7,2003,19,45,0
4,10,3,4,2003,12,35,0
3,8,15,12,2010,15,38,0
7,2,15,11,2009,6,30,0
3,5,1,10,2008,4,23,0
1,3,26,5,2008,19,44,0
4,4,29,7,2010,7,39,0
7,2,12,8,2007,18,40,0
7,3,29,12,2013,17,0,0
3,8,17,11,2010,1,10,0
4,2,21,8,2003,19,0,0
2,5,15,10,2013,5,33,0
7,5,1,8,2010,10,48,0
1,2,11,5,2009,11,50,0
3,5,4,9,2013,23,30,0
3,9,16,11,2005,10,25,0
5,10,14,7,2006,16,47,0
1,3,18,10,2010,21,30,0
2,10,2,11,2010,9,0,0
3,2,23,12,2009,8,33,0
