"day","location","date","month","year","hour","min","RUNAWAY"
2,3,25,1,2011,1,29,0
1,6,14,11,2005,22,0,0
1,8,28,4,2008,20,0,0
2,10,17,3,2015,1,28,0
5,2,17,10,2008,16,0,0
7,6,3,7,2005,3,0,0
4,10,11,6,2009,12,0,0
4,4,21,4,2005,22,49,0
5,7,6,3,2009,23,0,0
1,5,15,9,2003,0,25,0
3,10,28,10,2009,18,15,0
2,6,18,2,2003,19,0,0
3,9,2,4,2014,18,0,0
7,3,17,7,2005,1,30,0
1,1,20,1,2003,17,10,0
3,4,28,6,2006,20,0,0
3,8,16,5,2012,13,55,0
4,5,13,12,2007,22,43,0
5,2,6,2,2015,11,10,0
6,5,10,1,2009,4,28,0
3,7,21,4,2010,14,30,0
2,2,26,7,2011,1,0,0
3,10,10,7,2013,19,15,0
2,2,3,5,2005,20,0,0
1,4,17,10,2005,8,17,0
5,5,12,1,2007,21,30,0
7,9,30,1,2005,11,41,0
7,3,27,7,2008,5,30,0
2,8,27,6,2006,15,30,0
4,5,5,8,2004,23,0,0
1,1,17,10,2005,18,0,0
4,1,10,7,2003,19,0,0
5,4,16,12,2011,1,30,0
3,2,17,5,2006,0,47,0
3,2,31,10,2007,11,50,0
3,5,18,4,2007,20,0,0
4,6,1,4,2004,4,0,0
3,5,14,6,2006,22,0,0
2,3,4,10,2011,2,0,0
7,4,26,8,2007,12,8,0
5,1,5,4,2013,10,45,0
2,2,8,2,2011,7,15,0
3,1,14,5,2008,8,32,0
6,6,22,9,2007,18,33,0
2,8,25,1,2011,13,33,0
5,5,13,6,2008,13,0,0
5,8,24,9,2010,10,0,0
3,3,22,8,2012,18,17,0
7,10,1,8,2010,4,35,0
2,8,17,4,2007,16,15,0
2,10,23,2,2010,10,12,0
4,6,31,5,2012,8,26,0
6,1,28,7,2007,2,20,0
7,10,14,11,2004,6,35,0
3,2,11,11,2009,15,30,0
2,8,20,7,2004,12,30,0
3,8,14,11,2012,18,30,0
7,10,21,9,2003,21,0,0
1,1,11,7,2011,21,0,0
6,2,1,11,2003,0,55,0
5,5,17,10,2003,13,0,0
1,9,17,5,2010,11,0,0
3,8,5,4,2006,19,0,0
2,5,5,2,2013,17,0,0
6,5,20,9,2003,18,0,0
1,6,23,6,2003,17,30,0
6,5,16,12,2006,13,0,0
5,2,20,2,2004,18,0,0
2,4,1,11,2011,17,40,0
6,8,30,5,2009,11,50,0
2,2,6,1,2009,1,51,0
3,4,12,12,2007,7,0,0
2,7,12,7,2005,11,30,0
2,1,4,10,2005,13,45,0
7,4,24,3,2013,15,56,0
5,5,20,5,2011,17,21,0
6,4,28,8,2010,22,0,0
5,10,12,2,2010,14,0,0
4,7,2,10,2008,13,48,0
7,5,11,1,2004,15,0,0
1,1,23,12,2013,19,30,0
4,1,21,10,2010,22,15,0
2,6,9,7,2013,13,0,0
3,2,4,2,2009,18,20,0
3,5,27,7,2005,18,20,0
7,10,7,11,2010,12,7,0
6,4,16,7,2011,7,1,0
3,7,30,11,2005,9,0,0
2,7,3,8,2004,14,0,0
5,2,6,3,2009,2,9,0
2,10,24,6,2008,9,30,0
3,8,29,9,2004,1,30,0
5,10,23,9,2005,14,15,0
1,10,21,2,2005,16,45,0
5,6,26,12,2003,19,30,0
5,5,2,5,2003,17,0,0
7,5,27,1,2008,6,0,0
3,10,19,3,2014,13,0,0
2,1,31,10,2006,3,30,0
2,5,12,7,2005,13,0,0
1,2,29,3,2004,14,0,0
6,3,9,4,2011,15,0,0
1,2,9,8,2010,19,22,0
5,3,4,4,2003,12,0,0
5,6,18,4,2014,18,0,0
5,2,7,2,2014,8,50,0
1,5,11,6,2012,12,0,0
4,4,12,12,2013,3,25,0
2,4,20,1,2015,10,52,0
3,3,5,5,2010,0,10,0
3,7,16,11,2005,15,0,0
1,4,22,11,2004,14,0,0
5,2,24,1,2003,0,1,0
1,10,20,3,2006,18,22,0
3,2,23,6,2004,1,0,0
4,8,6,4,2006,19,12,0
4,3,7,8,2014,2,30,0
6,8,31,5,2014,14,5,0
5,4,13,11,2009,16,45,0
7,8,27,7,2014,12,42,0
4,9,10,7,2008,18,39,0
6,4,9,8,2008,7,4,0
2,5,5,8,2014,17,5,0
4,10,29,11,2012,18,0,0
5,4,12,3,2010,13,15,0
6,4,22,2,2003,12,20,0
4,4,4,9,2014,13,0,0
6,5,20,3,2004,3,24,0
1,5,2,10,2006,15,0,0
7,4,20,4,2008,9,0,0
4,8,25,7,2013,20,15,0
2,9,2,4,2013,8,50,0
2,10,30,9,2008,22,17,0
5,8,5,4,2013,13,7,0
1,8,12,12,2011,20,30,0
3,9,15,4,2009,2,12,0
2,3,1,9,2009,18,20,0
6,4,17,12,2011,23,23,0
1,5,30,5,2011,17,47,0
7,7,19,5,2013,23,0,0
7,7,24,8,2003,23,0,0
2,1,12,10,2004,3,20,0
7,2,26,3,2006,14,15,0
5,4,4,5,2007,20,20,0
3,2,17,5,2006,7,3,0
4,1,6,2,2003,8,0,0
3,10,26,5,2004,8,7,0
4,3,16,5,2013,20,0,0
5,3,19,9,2008,15,20,0
1,9,15,11,2010,9,23,0
1,9,1,9,2008,2,18,0
6,9,29,1,2011,15,0,0
5,8,19,9,2008,13,15,0
2,2,12,12,2006,19,0,0
4,5,23,1,2014,16,30,0
7,2,21,5,2006,7,0,0
6,6,29,6,2013,12,0,0
5,5,29,6,2012,16,51,0
3,7,28,5,2008,12,0,0
7,8,25,3,2012,21,0,0
1,4,10,11,2003,7,0,0
5,8,25,6,2004,18,0,0
5,3,8,8,2014,12,38,0
6,2,7,9,2013,20,0,0
1,8,12,4,2004,16,0,0
4,6,3,9,2009,22,30,0
1,5,21,7,2003,17,14,0
1,4,21,12,2009,22,0,0
2,5,26,7,2005,21,25,0
2,5,20,1,2004,13,17,0
4,6,19,3,2009,13,0,0
1,8,26,11,2012,22,15,0
4,10,29,11,2012,17,47,0
7,9,1,1,2012,0,1,0
2,5,24,1,2012,1,6,0
6,3,23,9,2006,19,39,0
2,7,23,12,2008,18,45,0
6,10,9,3,2013,17,48,0
7,2,12,8,2007,20,40,0
3,7,18,4,2012,3,0,0
3,8,25,6,2008,14,30,0
4,9,14,1,2010,3,30,0
4,8,30,9,2004,20,0,0
1,4,14,11,2005,17,0,0
5,10,16,4,2004,14,53,0
4,3,12,6,2003,10,0,0
4,9,1,5,2008,20,30,0
5,1,2,6,2006,0,1,0
1,4,24,12,2012,15,0,0
1,4,24,5,2004,11,20,0
6,8,29,5,2004,19,30,0
5,2,5,11,2010,15,20,0
1,1,4,8,2003,10,7,0
6,2,26,7,2003,17,45,0
4,1,27,12,2012,13,0,0
5,3,7,3,2008,22,15,0
3,4,16,6,2010,22,0,0
7,2,16,11,2014,11,0,0
5,6,23,3,2012,21,30,0
5,3,9,9,2005,9,2,0
1,2,27,6,2005,1,0,0
7,4,11,3,2007,19,0,0
6,5,25,8,2012,15,0,0
7,3,28,3,2010,7,45,0
6,10,17,5,2008,20,20,0
5,5,17,11,2006,21,45,0
4,3,10,2,2011,20,30,0
4,2,20,3,2003,10,15,0
2,6,28,5,2013,12,0,0
4,8,8,3,2007,1,0,0
6,6,10,8,2013,18,0,0
7,3,12,2,2006,19,46,0
6,8,18,4,2015,22,30,0
2,2,11,6,2013,14,35,0
1,7,16,3,2015,20,11,0
2,5,16,9,2003,19,0,0
3,1,27,7,2011,8,0,0
4,10,10,2,2005,10,0,0
6,3,15,11,2008,13,0,0
3,1,25,7,2012,17,50,0
2,2,14,12,2010,16,0,0
6,5,24,1,2015,10,30,0
5,7,6,3,2015,21,37,0
3,2,2,5,2007,17,30,0
5,4,31,10,2003,23,48,0
7,1,15,8,2010,18,22,0
6,4,4,6,2005,8,46,0
4,8,15,5,2003,16,0,0
4,4,29,12,2005,22,30,0
1,2,12,12,2005,7,15,0
1,4,20,2,2006,6,30,0
1,10,14,4,2003,16,42,0
1,2,21,1,2008,20,0,0
7,2,29,1,2012,23,28,0
2,7,24,7,2007,15,48,0
4,3,5,2,2004,10,14,0
3,2,29,5,2013,12,0,0
2,3,13,12,2011,21,13,0
7,8,20,9,2009,15,0,0
4,2,3,11,2011,17,55,0
7,10,23,9,2007,17,44,0
5,2,13,7,2007,12,0,0
5,2,16,5,2014,11,52,0
1,8,13,10,2003,19,30,0
3,2,5,2,2003,2,1,0
7,6,16,7,2006,12,0,0
7,4,13,6,2004,12,0,0
3,9,7,2,2007,11,5,0
4,8,29,11,2012,7,52,0
7,7,18,11,2007,17,0,0
1,4,21,7,2003,19,0,0
4,3,13,11,2003,17,0,0
2,3,27,12,2005,13,55,0
6,10,29,12,2007,1,55,0
3,2,14,11,2012,16,40,0
4,2,2,5,2013,22,0,0
2,4,17,5,2005,23,40,0
2,4,30,10,2007,10,0,0
1,8,4,8,2008,11,0,0
4,1,16,10,2003,8,20,0
7,2,26,1,2014,11,12,0
5,4,6,3,2015,11,29,0
2,8,10,6,2014,0,1,0
6,2,4,11,2006,19,30,0
5,7,3,9,2004,0,1,0
2,3,4,3,2014,8,0,0
4,10,10,7,2003,0,7,0
1,10,2,10,2006,22,53,0
2,5,27,6,2006,18,0,0
6,5,19,4,2003,17,0,0
2,8,4,8,2009,10,0,0
6,8,21,10,2006,12,0,0
3,5,4,5,2011,16,45,0
4,8,29,5,2003,13,5,0
3,4,18,2,2015,12,54,0
7,5,9,9,2012,2,45,0
1,1,16,3,2015,14,30,0
3,2,5,3,2014,20,0,0
1,6,3,2,2003,13,30,0
5,10,28,12,2012,1,0,0
6,4,23,2,2013,17,18,0
2,5,11,11,2003,10,35,0
6,2,7,5,2005,18,30,0
6,8,17,12,2011,20,0,0
7,8,29,6,2014,12,45,0
6,5,31,5,2008,16,0,0
2,3,7,7,2009,0,1,0
2,9,2,3,2004,2,1,0
5,9,18,4,2014,8,0,0
2,4,8,6,2004,7,45,0
2,4,18,9,2007,23,22,0
1,8,6,7,2009,17,0,0
1,10,1,11,2010,12,53,0
3,1,18,2,2015,20,5,0
1,8,6,7,2009,10,30,0
6,8,31,7,2010,14,0,0
1,8,6,3,2006,15,30,0
2,7,3,2,2009,15,0,0
7,10,30,12,2007,19,30,0
4,2,27,1,2011,12,10,0
3,4,12,12,2007,10,0,0
1,2,13,12,2010,23,0,0
2,4,22,1,2008,6,30,0
1,5,17,2,2014,18,20,0
2,9,20,1,2004,14,30,0
2,4,20,9,2011,2,51,0
5,7,11,1,2008,20,0,0
6,8,17,12,2011,0,30,0
5,9,16,11,2007,18,0,0
2,2,14,9,2004,22,0,0
6,2,24,9,2005,1,20,0
4,1,20,3,2014,21,45,0
5,5,31,10,2003,23,0,0
5,2,9,9,2011,16,0,0
2,5,22,3,2005,9,0,0
4,9,5,10,2006,21,0,0
4,7,6,9,2012,12,0,0
5,2,15,10,2004,17,21,0
4,8,21,2,2013,14,0,0
1,5,12,12,2011,10,0,0
6,6,25,8,2012,19,0,0
6,6,15,6,2013,20,0,0
1,6,26,5,2014,21,0,0
1,4,1,10,2007,0,30,0
3,2,2,6,2010,15,10,0
6,9,2,12,2006,15,10,0
1,10,28,9,2009,0,42,0
4,4,20,9,2007,23,0,0
4,6,6,5,2010,15,38,0
3,9,5,3,2008,10,0,0
7,1,15,8,2010,3,34,0
5,1,6,2,2015,18,50,0
3,2,23,1,2008,16,28,0
5,5,2,5,2003,20,0,0
4,4,12,12,2013,1,11,0
1,10,30,9,2013,11,48,0
7,10,22,5,2005,8,0,0
1,10,4,4,2005,15,20,0
6,1,16,1,2010,0,1,0
4,7,6,3,2008,16,10,0
1,2,3,9,2007,15,30,0
5,9,26,11,2004,19,0,0
1,8,10,12,2012,0,10,0
3,4,28,6,2006,10,5,0
4,2,10,3,2005,16,10,0
5,3,10,7,2009,11,15,0
1,8,22,1,2007,16,30,0
1,5,5,4,2010,10,0,0
4,9,7,10,2010,12,0,0
7,8,24,2,2008,21,35,0
6,4,16,7,2005,19,0,0
7,5,6,5,2012,17,45,0
1,1,25,7,2011,21,30,0
4,2,12,11,2009,14,0,0
5,2,19,10,2012,11,54,0
3,9,16,11,2011,9,0,0
3,1,24,3,2010,16,15,0
2,9,2,10,2007,8,45,0
1,9,7,6,2004,18,34,0
3,4,16,11,2005,21,10,0
4,5,30,10,2003,21,20,0
1,10,31,5,2010,14,50,0
7,6,18,12,2005,23,0,0
3,2,1,6,2005,15,56,0
1,7,16,3,2009,17,0,0
6,1,27,8,2005,22,30,0
7,4,4,4,2004,14,0,0
1,6,12,12,2011,23,0,0
3,3,7,8,2013,8,55,0
4,3,30,4,2015,19,20,0
2,2,24,11,2009,8,49,0
2,5,31,3,2009,16,45,0
4,5,2,12,2010,15,10,0
6,3,13,12,2003,11,0,0
5,10,21,3,2003,23,48,0
7,5,24,8,2003,14,0,0
1,4,14,9,2009,14,40,0
7,2,27,2,2011,17,0,0
6,2,4,10,2014,23,30,0
6,9,10,1,2004,15,31,0
5,2,11,7,2008,22,0,0
4,3,7,4,2011,14,0,0
2,2,19,3,2013,3,21,0
5,1,21,3,2008,1,8,0
7,2,5,10,2014,20,34,0
7,9,25,9,2005,20,20,0
3,3,20,3,2013,13,48,0
3,5,12,11,2003,13,30,0
7,6,5,4,2009,1,27,0
7,3,5,10,2003,18,0,0
2,7,23,11,2004,23,0,0
6,5,24,1,2015,1,0,0
2,6,20,7,2004,21,0,0
3,8,18,2,2015,17,55,0
3,9,26,6,2013,6,0,0
6,10,12,2,2005,0,1,0
6,8,10,1,2004,20,30,0
7,9,27,1,2013,11,30,0
5,8,10,3,2006,19,15,0
1,9,7,12,2009,8,0,0
2,4,10,6,2003,7,31,0
4,3,24,2,2011,8,59,0
4,2,24,1,2008,14,34,0
6,6,12,3,2005,9,20,0
5,10,24,3,2006,20,50,0
3,1,18,5,2005,13,20,0
1,9,25,10,2004,18,30,0
1,4,11,10,2004,11,7,0
2,5,3,4,2007,16,0,0
5,4,29,7,2011,23,10,0
6,10,26,3,2011,23,0,0
2,4,1,4,2014,22,30,0
6,10,6,4,2013,18,30,0
2,9,16,5,2006,8,32,0
2,9,4,3,2003,11,0,0
6,1,18,6,2005,18,0,0
2,2,4,3,2008,15,51,0
7,8,17,12,2006,3,19,0
7,4,8,9,2013,21,5,0
3,10,5,3,2014,17,17,0
2,1,8,2,2005,3,25,0
5,3,30,5,2014,17,30,0
6,2,3,5,2003,15,20,0
5,2,5,9,2008,12,0,0
1,6,12,5,2003,21,50,0
1,9,28,4,2014,21,0,0
5,6,7,3,2008,22,32,0
5,5,5,9,2014,3,53,0
2,2,15,4,2003,23,15,0
1,5,3,10,2005,16,0,0
3,1,28,7,2010,1,0,0
6,4,1,1,2011,0,1,0
6,7,17,10,2009,9,0,0
7,9,21,4,2013,20,30,0
2,2,22,8,2006,2,11,0
3,4,1,10,2014,0,1,0
1,8,14,6,2010,8,30,0
6,1,25,1,2014,11,33,0
2,6,28,5,2013,15,0,0
4,8,1,6,2006,2,29,0
7,1,7,9,2014,17,0,0
6,10,7,2,2009,16,30,0
7,6,13,7,2008,12,0,0
2,8,14,10,2003,16,0,0
4,8,18,9,2014,16,30,0
4,4,21,3,2013,12,15,0
5,3,1,6,2007,10,8,0
1,8,6,1,2003,8,45,0
4,3,2,6,2011,8,30,0
4,2,1,5,2003,12,30,0
3,8,20,9,2006,16,0,0
1,9,16,2,2015,16,27,0
2,4,13,5,2003,4,0,0
3,3,10,12,2003,9,30,0
7,3,13,3,2011,11,24,0
2,3,27,5,2008,14,50,0
5,1,23,1,2015,12,58,0
3,9,14,11,2007,13,30,0
7,10,3,11,2013,15,5,0
1,4,9,1,2012,20,8,0
3,8,25,1,2012,12,45,0
1,8,5,4,2010,17,0,0
1,1,20,8,2012,10,0,0
1,7,19,1,2015,1,0,0
4,8,25,3,2010,9,40,0
1,6,31,3,2003,12,0,0
5,5,7,10,2005,18,0,0
5,1,9,1,2009,17,30,0
2,3,24,11,2009,16,50,0
4,10,7,2,2013,9,43,0
5,9,19,11,2010,23,30,0
2,9,27,7,2010,11,30,0
4,2,22,1,2004,22,0,0
5,1,21,4,2006,23,55,0
2,4,28,9,2004,12,59,0
5,5,19,10,2012,15,0,0
5,7,3,4,2015,13,29,0
3,7,30,4,2014,7,21,0
4,2,24,12,2009,3,30,0
4,2,2,4,2009,19,30,0
5,10,28,7,2006,0,30,0
7,8,24,4,2011,11,0,0
2,8,7,12,2004,19,0,0
5,10,7,8,2009,16,20,0
5,2,10,1,2003,15,30,0
7,5,23,9,2007,17,30,0
5,8,15,1,2010,21,0,0
1,9,11,12,2006,0,40,0
1,5,26,5,2003,21,30,0
6,2,8,9,2007,20,59,0
7,9,23,10,2011,11,0,0
6,7,26,7,2003,18,0,0
7,3,19,6,2005,23,30,0
2,2,10,11,2009,0,1,0
5,5,6,3,2009,10,29,0
6,10,1,6,2013,15,30,0
3,2,7,9,2005,3,14,0
7,3,25,9,2005,8,32,0
6,10,26,2,2005,21,30,0
3,10,2,4,2003,18,21,0
5,1,8,2,2008,23,0,0
6,10,29,7,2006,17,30,0
2,10,18,5,2010,6,17,0
7,4,31,7,2011,0,1,0
6,2,16,5,2009,2,5,0
3,5,20,2,2013,3,48,0
6,4,3,5,2003,12,0,0
4,10,16,10,2003,20,0,0
5,6,1,12,2006,13,0,0
5,8,22,2,2013,22,12,0
6,3,14,6,2014,19,15,0
5,5,5,9,2003,22,0,0
7,9,21,10,2007,1,0,0
7,6,2,7,2006,12,0,0
1,3,17,5,2010,11,20,0
6,2,5,11,2005,16,0,0
7,7,17,6,2012,16,0,0
3,1,5,10,2011,12,52,0
2,5,23,3,2010,22,25,0
7,2,22,4,2007,11,16,0
1,3,12,10,2009,0,9,0
6,2,24,9,2011,21,6,0
4,4,2,11,2006,22,40,0
2,2,16,10,2007,11,15,0
1,9,17,2,2014,21,0,0
3,8,9,7,2014,6,31,0
4,9,25,8,2005,17,55,0
7,3,27,12,2009,20,0,0
5,3,7,3,2003,16,14,0
4,2,12,12,2013,20,5,0
6,2,19,4,2008,17,0,0
3,4,10,11,2004,12,25,0
2,9,16,9,2003,16,0,0
1,6,22,12,2008,15,45,0
1,6,28,11,2005,0,5,0
4,5,14,6,2007,1,58,0
7,8,15,7,2012,11,0,0
7,1,16,7,2006,3,13,0
1,4,18,4,2011,14,1,0
5,9,3,11,2006,9,10,0
6,3,17,7,2010,5,0,0
1,1,17,2,2014,2,0,0
7,4,30,12,2007,21,40,0
5,9,21,10,2005,0,41,0
7,3,2,5,2004,13,37,0
6,2,2,5,2015,11,0,0
4,10,19,4,2007,22,11,0
5,9,31,12,2010,11,45,0
6,6,24,8,2013,18,15,0
3,2,24,8,2011,12,30,0
7,8,5,4,2015,12,0,0
3,8,17,11,2010,22,30,0
5,8,11,7,2003,15,54,0
2,5,20,2,2007,0,5,0
3,2,15,4,2015,20,0,0
7,10,22,5,2005,20,20,0
6,2,25,8,2012,15,18,0
6,2,21,4,2007,18,30,0
1,5,26,4,2004,3,0,0
3,5,31,3,2004,1,30,0
3,8,26,12,2012,12,0,0
6,4,22,10,2005,17,30,0
6,8,13,3,2010,0,40,0
1,9,30,10,2006,6,50,0
7,7,1,6,2003,14,0,0
2,2,23,6,2009,16,50,0
1,2,5,1,2015,19,0,0
4,1,24,7,2003,9,42,0
2,2,21,1,2014,11,21,0
3,3,2,11,2011,21,30,0
2,6,15,11,2005,5,40,0
4,2,14,10,2004,4,0,0
3,4,26,5,2004,18,0,0
6,2,2,7,2011,20,0,0
4,2,20,3,2003,12,0,0
6,1,23,10,2010,1,30,0
3,8,8,2,2006,12,10,0
3,4,2,4,2003,15,50,0
3,2,2,4,2014,19,50,0
3,2,28,5,2008,16,0,0
6,3,27,12,2003,0,1,0
4,6,19,8,2004,19,30,0
1,10,30,10,2006,13,55,0
2,4,25,1,2011,6,30,0
6,2,2,7,2005,19,30,0
7,2,1,11,2009,6,0,0
7,3,15,6,2003,17,0,0
1,2,3,4,2006,1,0,0
2,2,9,1,2007,20,42,0
1,5,31,3,2003,3,55,0
1,8,21,8,2006,5,54,0
6,6,1,11,2003,10,0,0
3,2,28,11,2007,15,30,0
5,2,31,10,2003,15,1,0
2,5,23,8,2005,20,0,0
7,8,1,7,2012,9,25,0
4,6,19,4,2007,0,1,0
1,3,7,1,2008,19,47,0
4,9,15,6,2006,12,0,0
3,1,5,10,2005,14,30,0
5,1,20,2,2009,16,10,0
2,2,8,2,2011,14,30,0
4,4,20,3,2008,19,45,0
1,8,29,5,2006,16,30,0
2,8,27,12,2005,11,0,0
1,5,29,5,2006,2,0,0
2,3,25,12,2012,12,30,0
7,7,20,5,2012,8,40,0
1,2,30,3,2015,19,0,0
3,2,16,9,2009,11,5,0
4,4,30,10,2003,20,41,0
6,1,18,4,2009,11,35,0
4,2,20,4,2006,17,0,0
7,1,6,11,2011,12,40,0
1,9,29,3,2004,22,0,0
2,2,1,10,2013,12,0,0
5,2,14,12,2012,13,15,0
1,2,29,10,2012,1,30,0
5,1,27,7,2012,19,40,0
4,8,25,1,2007,15,30,0
2,10,19,4,2005,14,16,0
5,8,24,1,2003,10,51,0
6,3,18,5,2013,16,39,0
6,3,9,4,2011,13,30,0
2,10,1,11,2011,19,50,0
6,4,15,1,2005,3,37,0
1,1,30,8,2004,16,0,0
5,7,20,10,2006,14,0,0
6,6,24,9,2011,18,0,0
7,5,5,4,2015,14,1,0
5,5,7,9,2007,17,30,0
2,7,3,2,2004,12,0,0
1,9,3,8,2009,13,0,0
6,8,18,9,2004,8,25,0
5,4,21,5,2010,11,0,0
1,5,7,2,2011,15,0,0
4,2,18,9,2003,6,40,0
7,3,22,5,2005,20,45,0
6,3,27,1,2007,16,30,0
2,9,11,1,2011,15,30,0
6,7,10,1,2009,21,0,0
6,4,16,1,2010,20,39,0
2,10,30,4,2013,15,35,0
6,10,10,9,2011,11,50,0
3,4,13,11,2013,18,8,0
5,4,23,9,2011,17,0,0
2,3,31,3,2015,22,18,0
3,3,5,9,2007,16,52,0
4,8,16,4,2015,16,30,0
3,9,16,9,2009,20,30,0
4,1,31,5,2007,19,30,0
1,4,20,8,2012,0,21,0
3,3,21,9,2011,11,52,0
3,7,30,10,2013,16,45,0
2,9,5,2,2008,21,0,0
3,4,10,7,2013,1,15,0
7,5,19,4,2009,18,0,0
4,5,5,2,2009,23,30,0
6,4,11,1,2014,16,0,0
6,8,26,2,2005,14,0,0
6,1,17,5,2008,15,10,0
6,5,4,10,2008,23,0,0
5,8,4,4,2003,21,0,0
3,5,5,3,2008,6,40,0
3,3,29,5,2013,9,0,0
1,5,17,8,2009,6,30,0
3,4,24,12,2008,17,0,0
1,4,26,12,2011,15,45,0
3,2,16,4,2003,16,0,0
7,4,14,12,2014,22,31,0
5,5,30,11,2007,19,30,0
3,2,15,5,2013,9,0,0
5,2,8,3,2013,20,45,0
2,10,25,1,2011,7,43,0
7,7,5,10,2014,14,4,0
6,6,1,12,2007,12,0,0
6,5,5,9,2009,12,40,0
1,2,12,5,2003,20,30,0
2,7,30,11,2010,13,0,0
4,4,20,9,2007,22,38,0
2,2,3,2,2009,19,50,0
5,2,7,10,2011,11,45,0
4,10,8,8,2013,11,0,0
5,10,13,1,2006,15,14,0
5,5,16,12,2011,2,0,0
5,7,19,9,2003,21,0,0
7,4,9,4,2006,13,54,0
6,2,8,5,2010,19,54,0
2,2,27,7,2010,18,0,0
6,2,16,5,2009,3,9,0
1,9,3,3,2003,22,0,0
5,9,13,11,2009,16,30,0
6,2,11,2,2006,18,0,0
1,4,24,11,2008,11,30,0
6,2,22,5,2010,11,30,0
7,6,23,3,2014,10,15,0
4,2,14,6,2012,18,0,0
5,4,8,10,2010,12,0,0
7,2,18,10,2009,5,3,0
2,2,7,1,2014,16,10,0
6,5,21,5,2011,15,30,0
2,1,6,1,2004,21,0,0
6,2,6,10,2012,14,30,0
7,7,2,11,2014,8,10,0
4,1,8,2,2007,21,0,0
5,2,20,4,2007,15,10,0
6,5,20,5,2006,13,0,0
5,2,21,10,2011,14,30,0
6,3,27,8,2005,10,50,0
1,3,15,4,2013,22,1,0
7,7,21,9,2014,9,45,0
6,2,17,11,2012,20,0,0
6,1,21,3,2009,23,0,0
1,4,28,10,2013,5,36,0
7,6,22,2,2009,22,30,0
5,1,19,10,2012,13,45,0
3,1,15,10,2008,15,0,0
1,5,2,2,2009,22,30,0
1,7,30,5,2011,16,30,0
1,4,2,5,2005,9,45,0
1,7,16,9,2013,10,0,0
2,3,30,10,2012,22,30,0
5,10,6,3,2015,21,31,0
3,5,11,1,2006,17,16,0
5,2,21,3,2014,19,30,0
1,8,19,1,2009,13,50,0
2,9,12,5,2015,0,15,0
3,8,7,2,2007,17,26,0
5,2,13,6,2008,14,0,0
6,2,23,2,2008,8,20,0
3,3,13,10,2004,19,2,0
6,3,7,3,2015,19,0,0
1,10,3,10,2005,1,20,0
4,1,11,12,2008,11,0,0
1,2,9,6,2014,3,21,0
4,2,6,4,2006,17,30,0
6,10,21,5,2011,19,17,0
3,10,16,6,2010,6,50,0
7,2,1,6,2014,12,0,0
1,1,1,9,2008,14,0,0
1,2,25,1,2010,21,54,0
7,2,23,3,2014,6,27,0
2,4,19,3,2013,17,0,0
4,3,16,9,2004,8,50,0
3,2,2,4,2014,19,40,0
6,2,26,2,2011,14,5,0
4,5,17,10,2013,12,0,0
7,3,27,1,2013,21,0,0
1,5,1,10,2012,16,57,0
7,6,2,12,2007,18,0,0
3,4,1,6,2005,10,30,0
4,10,21,4,2005,17,52,0
5,4,28,5,2004,16,17,0
6,6,10,9,2011,12,45,0
3,2,23,3,2005,15,40,0
3,3,24,11,2004,8,0,0
2,9,19,4,2011,21,30,0
7,2,4,7,2010,7,7,0
2,6,3,8,2004,1,29,0
3,8,15,10,2008,0,30,0
6,6,16,12,2006,2,0,0
2,4,7,1,2003,14,0,0
4,2,18,3,2004,19,0,0
5,4,6,10,2006,7,45,0
4,8,24,3,2011,17,10,0
7,8,11,1,2004,22,0,0
4,3,16,5,2013,14,11,0
4,10,16,10,2008,17,5,0
3,8,21,9,2005,16,32,0
1,7,24,11,2014,1,17,0
6,5,29,12,2007,3,38,0
3,2,18,5,2005,8,4,0
6,6,21,5,2011,14,10,0
1,6,16,2,2004,12,0,0
3,10,30,9,2009,12,50,0
3,10,21,4,2010,13,45,0
5,10,17,5,2013,20,30,0
5,2,6,4,2012,21,0,0
5,8,20,5,2011,9,30,0
3,5,31,10,2007,22,30,0
5,2,13,1,2012,14,30,0
7,4,17,7,2005,22,30,0
3,5,5,9,2007,21,20,0
1,5,9,12,2013,10,20,0
1,5,23,1,2006,12,0,0
4,6,26,1,2006,18,30,0
4,2,29,5,2003,8,30,0
5,3,22,10,2010,12,8,0
2,7,16,10,2007,0,1,0
5,3,4,5,2012,21,30,0
7,4,15,12,2013,19,0,0
3,10,19,9,2012,17,22,0
3,7,28,4,2004,22,30,0
1,8,1,10,2007,23,34,0
2,8,14,4,2009,15,11,0
1,5,24,11,2003,19,10,0
2,2,8,1,2013,18,30,0
5,1,6,2,2004,17,15,0
1,2,3,9,2012,12,37,0
1,2,22,6,2009,15,47,0
2,8,25,1,2005,9,10,0
4,9,25,8,2005,0,1,0
3,2,10,3,2010,13,45,0
5,6,2,11,2007,18,15,0
5,8,26,8,2011,8,50,0
7,2,10,8,2003,19,0,0
1,4,22,12,2008,15,50,0
5,4,15,11,2013,0,28,0
1,7,26,5,2014,22,0,0
5,3,6,9,2013,12,0,0
3,10,4,2,2009,19,20,0
6,3,18,9,2004,20,20,0
2,2,13,11,2007,9,0,0
4,8,16,4,2015,14,30,0
2,10,3,2,2015,19,30,0
3,10,1,5,2013,16,30,0
2,5,5,9,2006,22,15,0
6,3,15,6,2013,10,0,0
6,6,5,9,2009,14,52,0
1,10,2,8,2004,8,30,0
5,4,4,10,2013,21,30,0
6,2,13,8,2011,20,0,0
