"day","location","date","month","year","hour","min","EMBEZZLEMENT"
6,1,11,3,2006,0,1,1
5,2,10,3,2006,8,0,1
5,2,10,3,2006,0,1,1
3,9,8,3,2006,10,57,1
3,2,8,3,2006,10,0,1
5,4,24,2,2006,7,0,1
2,3,21,2,2006,9,0,1
1,7,20,2,2006,12,0,1
1,1,20,2,2006,8,0,1
5,7,10,2,2006,21,0,1
4,2,9,2,2006,10,0,1
1,2,6,2,2006,14,6,1
5,9,27,1,2006,7,0,1
3,2,25,1,2006,21,0,1
3,3,25,1,2006,9,0,1
2,1,24,1,2006,12,0,1
7,10,15,1,2006,0,1,1
6,1,14,1,2006,8,0,1
1,2,9,1,2006,0,1,1
7,2,1,1,2006,14,0,1
7,3,1,1,2006,12,0,1
7,1,1,1,2006,12,0,1
7,2,1,1,2006,12,0,1
7,1,1,1,2006,9,0,1
7,5,1,1,2006,9,0,1
7,2,1,1,2006,0,1,1
7,2,1,1,2006,0,1,1
6,2,31,12,2005,23,0,1
5,10,30,12,2005,19,57,1
5,4,30,12,2005,11,15,1
5,3,30,12,2005,8,0,1
4,4,29,12,2005,13,0,1
3,4,28,12,2005,21,0,1
6,10,17,12,2005,19,38,1
6,4,17,12,2005,10,58,1
5,2,16,12,2005,12,0,1
7,8,4,12,2005,0,1,1
5,9,2,12,2005,21,14,1
4,2,1,12,2005,10,0,1
4,2,1,12,2005,9,0,1
4,4,1,12,2005,9,0,1
4,5,1,12,2005,9,0,1
4,3,1,12,2005,8,0,1
4,2,1,12,2005,7,33,1
4,2,1,12,2005,0,1,1
3,5,30,11,2005,9,0,1
3,2,30,11,2005,9,0,1
6,5,19,11,2005,8,0,1
1,2,14,11,2005,10,30,1
7,2,6,11,2005,18,0,1
5,2,4,11,2005,0,1,1
2,8,1,11,2005,17,0,1
2,7,1,11,2005,8,0,1
2,6,1,11,2005,0,1,1
7,5,11,9,2005,12,0,1
4,10,8,9,2005,17,25,1
2,9,6,9,2005,13,0,1
2,3,6,9,2005,8,0,1
5,2,26,8,2005,9,0,1
4,9,25,8,2005,0,1,1
3,2,24,8,2005,8,0,1
2,5,23,8,2005,12,0,1
1,1,22,8,2005,0,1,1
6,2,13,8,2005,18,0,1
1,10,8,8,2005,0,1,1
1,2,25,7,2005,13,30,1
6,1,2,7,2005,15,0,1
5,4,1,7,2005,19,30,1
5,5,1,7,2005,12,0,1
5,9,1,7,2005,7,0,1
5,2,1,7,2005,0,1,1
4,5,30,6,2005,16,11,1
5,5,17,6,2005,17,0,1
5,10,17,6,2005,8,0,1
3,10,15,6,2005,0,1,1
2,2,14,6,2005,12,0,1
3,9,1,6,2005,12,0,1
3,5,1,6,2005,8,0,1
3,1,1,6,2005,8,0,1
3,4,1,6,2005,0,1,1
3,4,1,6,2005,0,1,1
3,8,1,6,2005,0,1,1
3,2,1,6,2005,0,1,1
4,9,19,5,2005,16,0,1
3,8,18,5,2005,0,1,1
6,1,7,5,2005,14,0,1
5,2,6,5,2005,14,4,1
4,2,5,5,2005,13,17,1
3,9,4,5,2005,2,0,1
3,5,4,5,2005,0,1,1
6,1,23,4,2005,0,1,1
5,5,22,4,2005,18,30,1
5,2,22,4,2005,9,0,1
3,1,20,4,2005,12,0,1
2,9,19,4,2005,9,0,1
1,4,18,4,2005,12,0,1
3,10,6,4,2005,8,0,1
2,1,5,4,2005,8,0,1
1,4,4,4,2005,0,1,1
6,1,26,3,2005,17,31,1
5,10,25,3,2005,12,0,1
2,3,22,3,2005,0,1,1
6,8,12,3,2005,9,0,1
5,5,11,3,2005,0,1,1
3,10,9,3,2005,12,0,1
2,2,8,3,2005,20,4,1
1,2,7,3,2005,10,0,1
6,8,26,2,2005,0,1,1
5,5,25,2,2005,0,1,1
2,3,22,2,2005,8,0,1
1,1,7,2,2005,9,0,1
5,4,28,1,2005,12,0,1
6,2,15,1,2005,18,0,1
5,9,14,1,2005,18,0,1
5,4,14,1,2005,15,0,1
4,4,13,1,2005,15,0,1
3,1,12,1,2005,10,0,1
2,2,11,1,2005,9,0,1
7,7,26,12,2004,12,19,1
5,1,24,12,2004,0,1,1
3,2,22,12,2004,8,0,1
7,10,12,12,2004,12,0,1
5,2,10,12,2004,12,1,1
5,5,10,12,2004,12,0,1
4,6,9,12,2004,11,0,1
3,2,8,12,2004,13,15,1
3,5,8,12,2004,0,1,1
1,1,6,12,2004,12,0,1
5,1,26,11,2004,15,0,1
4,8,25,11,2004,12,0,1
4,1,11,11,2004,18,0,1
4,1,11,11,2004,10,0,1
1,5,8,11,2004,12,0,1
1,9,8,11,2004,8,0,1
1,5,8,11,2004,0,1,1
7,6,31,10,2004,8,10,1
7,1,31,10,2004,0,1,1
5,10,29,10,2004,17,30,1
5,3,29,10,2004,16,30,1
1,5,25,10,2004,18,0,1
4,5,14,10,2004,12,0,1
3,8,13,10,2004,12,0,1
1,2,11,10,2004,9,0,1
5,1,1,10,2004,8,0,1
5,7,1,10,2004,0,1,1
5,7,1,10,2004,0,1,1
5,3,17,9,2004,10,34,1
3,2,15,9,2004,12,0,1
3,2,15,9,2004,12,0,1
1,2,13,9,2004,0,1,1
3,1,1,9,2004,12,0,1
3,5,1,9,2004,12,0,1
3,1,1,9,2004,9,0,1
1,3,30,8,2004,22,0,1
1,5,30,8,2004,8,0,1
6,2,21,8,2004,23,33,1
6,4,21,8,2004,9,0,1
3,2,4,8,2004,0,1,1
1,2,2,8,2004,0,1,1
6,2,24,7,2004,12,0,1
4,5,22,7,2004,18,30,1
3,4,21,7,2004,13,30,1
2,7,20,7,2004,0,1,1
6,9,10,7,2004,17,30,1
4,1,24,6,2004,19,30,1
3,10,23,6,2004,11,30,1
1,9,21,6,2004,15,3,1
7,2,13,6,2004,15,55,1
7,9,30,5,2004,0,1,1
6,8,29,5,2004,18,0,1
7,1,16,5,2004,18,0,1
2,5,11,5,2004,17,0,1
6,9,1,5,2004,7,0,1
5,10,30,4,2004,10,47,1
5,9,30,4,2004,10,0,1
4,5,29,4,2004,12,0,1
4,3,29,4,2004,12,0,1
3,7,28,4,2004,14,0,1
2,10,27,4,2004,15,21,1
2,3,27,4,2004,11,0,1
2,4,27,4,2004,0,1,1
1,1,26,4,2004,0,1,1
6,1,17,4,2004,8,30,1
5,1,16,4,2004,15,30,1
3,4,14,4,2004,18,0,1
7,3,4,4,2004,12,0,1
6,1,3,4,2004,12,0,1
4,3,1,4,2004,12,0,1
4,2,1,4,2004,9,0,1
4,2,1,4,2004,8,0,1
4,4,1,4,2004,8,0,1
4,1,1,4,2004,8,0,1
3,4,31,3,2004,15,15,1
1,5,29,3,2004,12,0,1
6,10,20,3,2004,18,30,1
6,3,20,3,2004,18,0,1
5,8,19,3,2004,9,0,1
2,9,16,3,2004,17,30,1
2,4,16,3,2004,0,1,1
5,10,5,3,2004,23,0,1
3,7,3,3,2004,12,0,1
3,1,3,3,2004,10,30,1
2,5,2,3,2004,11,0,1
1,4,1,3,2004,12,0,1
1,1,1,3,2004,0,1,1
7,2,22,2,2004,16,0,1
5,2,20,2,2004,0,1,1
1,9,16,2,2004,0,5,1
4,9,5,2,2004,0,1,1
3,9,4,2,2004,9,0,1
3,5,4,2,2004,0,1,1
1,10,2,2,2004,12,51,1
1,7,2,2,2004,0,1,1
3,3,21,1,2004,13,4,1
7,4,11,1,2004,10,0,1
3,2,7,1,2004,12,0,1
5,8,26,12,2003,12,0,1
3,10,24,12,2003,13,30,1
1,2,22,12,2003,18,42,1
4,1,11,12,2003,19,0,1
4,8,11,12,2003,15,30,1
3,3,10,12,2003,12,30,1
1,5,8,12,2003,12,0,1
5,1,28,11,2003,16,0,1
5,8,28,11,2003,4,0,1
3,6,26,11,2003,18,45,1
7,2,16,11,2003,10,0,1
6,6,15,11,2003,0,1,1
4,1,13,11,2003,12,0,1
7,8,2,11,2003,8,45,1
6,3,1,11,2003,12,0,1
6,2,1,11,2003,0,1,1
6,8,1,11,2003,0,1,1
4,1,30,10,2003,0,1,1
4,1,30,10,2003,0,1,1
1,2,27,10,2003,16,0,1
1,2,27,10,2003,15,12,1
1,3,27,10,2003,9,0,1
1,3,27,10,2003,9,0,1
1,3,27,10,2003,8,0,1
5,4,17,10,2003,10,36,1
1,2,13,10,2003,16,0,1
3,4,1,10,2003,14,30,1
3,4,1,10,2003,0,1,1
3,7,1,10,2003,0,1,1
1,8,29,9,2003,17,30,1
1,2,29,9,2003,14,0,1
6,7,20,9,2003,9,0,1
5,10,19,9,2003,14,9,1
2,2,16,9,2003,23,30,1
1,4,15,9,2003,9,17,1
1,9,15,9,2003,0,1,1
7,5,7,9,2003,17,0,1
6,2,6,9,2003,11,29,1
2,2,2,9,2003,12,0,1
1,2,1,9,2003,12,0,1
1,2,1,9,2003,12,0,1
1,6,1,9,2003,12,0,1
1,1,1,9,2003,12,0,1
1,2,1,9,2003,9,0,1
1,1,1,9,2003,8,0,1
5,2,22,8,2003,14,0,1
4,3,21,8,2003,20,45,1
3,2,20,8,2003,9,5,1
1,2,18,8,2003,13,0,1
7,5,10,8,2003,23,0,1
3,8,6,8,2003,12,0,1
2,9,5,8,2003,12,0,1
1,2,4,8,2003,17,20,1
5,3,25,7,2003,20,52,1
5,2,25,7,2003,15,32,1
5,10,11,7,2003,16,15,1
5,9,11,7,2003,12,12,1
5,9,11,7,2003,8,0,1
4,2,10,7,2003,18,0,1
2,8,8,7,2003,10,45,1
1,9,7,7,2003,9,0,1
5,3,27,6,2003,7,30,1
5,6,27,6,2003,0,1,1
1,2,23,6,2003,16,0,1
3,8,11,6,2003,9,30,1
5,4,16,5,2003,16,54,1
4,2,15,5,2003,11,30,1
2,2,13,5,2003,18,23,1
1,1,12,5,2003,16,0,1
6,3,3,5,2003,21,30,1
6,3,3,5,2003,8,0,1
5,2,2,5,2003,8,0,1
4,7,1,5,2003,12,0,1
4,1,1,5,2003,9,0,1
4,3,1,5,2003,8,0,1
4,2,1,5,2003,0,1,1
4,4,1,5,2003,0,1,1
4,5,1,5,2003,0,1,1
2,2,29,4,2003,16,23,1
1,9,28,4,2003,18,0,1
1,10,28,4,2003,13,42,1
1,10,28,4,2003,12,0,1
5,4,18,4,2003,18,36,1
5,5,18,4,2003,12,0,1
4,6,17,4,2003,12,5,1
4,3,17,4,2003,8,0,1
2,5,15,4,2003,10,0,1
1,2,14,4,2003,10,35,1
1,2,14,4,2003,10,0,1
1,1,14,4,2003,0,1,1
6,9,5,4,2003,16,0,1
6,3,5,4,2003,4,40,1
5,8,4,4,2003,5,45,1
4,2,3,4,2003,14,0,1
4,5,3,4,2003,12,0,1
3,10,2,4,2003,11,25,1
3,5,2,4,2003,11,19,1
2,8,1,4,2003,12,0,1
2,2,1,4,2003,9,0,1
2,6,1,4,2003,0,1,1
2,5,1,4,2003,0,1,1
1,2,31,3,2003,17,40,1
1,2,31,3,2003,17,0,1
1,8,31,3,2003,12,0,1
4,2,20,3,2003,14,0,1
4,4,20,3,2003,9,0,1
6,8,8,3,2003,7,24,1
4,4,6,3,2003,0,1,1
3,8,5,3,2003,12,0,1
2,2,4,3,2003,0,1,1
7,9,23,2,2003,12,0,1
6,10,22,2,2003,15,26,1
1,8,17,2,2003,18,0,1
1,10,17,2,2003,14,31,1
1,10,17,2,2003,8,0,1
3,10,5,2,2003,15,52,1
2,10,4,2,2003,7,0,1
1,10,3,2,2003,14,0,1
1,10,3,2,2003,12,0,1
7,10,26,1,2003,12,0,1
5,5,24,1,2003,16,30,1
2,2,21,1,2003,13,0,1
2,5,21,1,2003,11,0,1
2,2,21,1,2003,0,1,1
7,1,12,1,2003,9,0,1
4,1,9,1,2003,17,30,1
4,8,9,1,2003,8,5,1
3,1,8,1,2003,10,30,1
3,10,8,1,2003,10,0,1
1,6,6,1,2003,21,0,1
3,8,8,8,2012,23,3,0
7,6,25,8,2013,0,1,0
7,8,9,2,2003,14,30,0
6,7,22,3,2008,17,50,0
7,3,16,7,2006,11,11,0
3,5,17,3,2004,14,0,0
3,6,13,5,2009,7,30,0
1,9,22,12,2014,17,0,0
7,5,23,3,2014,18,0,0
1,1,11,10,2004,0,1,0
4,4,10,7,2008,10,40,0
5,7,8,2,2008,16,0,0
6,3,11,2,2012,9,47,0
6,7,3,5,2003,2,20,0
5,10,18,5,2012,16,30,0
6,2,5,10,2013,9,0,0
7,9,17,5,2009,14,52,0
2,2,25,6,2013,13,20,0
6,4,25,9,2010,9,51,0
3,10,8,2,2012,11,16,0
2,2,6,1,2009,3,42,0
7,4,8,3,2015,14,52,0
7,2,5,5,2013,12,0,0
6,8,31,5,2014,9,30,0
7,4,18,11,2007,21,35,0
1,4,31,10,2005,21,30,0
3,4,29,6,2011,23,55,0
7,1,27,3,2011,16,14,0
1,1,15,9,2003,11,48,0
3,2,12,1,2005,16,39,0
6,5,31,5,2003,1,10,0
3,1,29,4,2009,12,10,0
3,6,21,8,2013,16,48,0
5,2,12,8,2011,16,0,0
4,2,5,8,2004,21,0,0
7,5,23,2,2014,7,0,0
3,10,1,9,2004,15,25,0
3,10,23,7,2008,16,0,0
7,7,6,4,2008,16,10,0
1,1,23,6,2003,20,13,0
6,10,9,4,2005,20,0,0
7,5,17,5,2009,10,30,0
4,10,28,6,2012,0,11,0
6,6,31,5,2008,20,12,0
6,5,12,3,2005,12,30,0
2,3,11,5,2004,20,40,0
4,10,4,9,2003,20,15,0
4,4,10,6,2004,1,0,0
1,7,8,7,2013,3,13,0
3,9,29,10,2014,9,0,0
4,8,11,8,2005,7,57,0
2,2,27,4,2004,7,15,0
3,9,14,12,2011,7,0,0
3,4,23,7,2014,12,0,0
1,1,10,1,2005,12,0,0
4,5,15,4,2004,0,1,0
5,3,21,3,2008,12,0,0
7,9,27,3,2011,0,3,0
1,5,3,9,2007,12,0,0
4,2,21,4,2011,22,30,0
4,5,18,4,2013,1,25,0
4,9,6,10,2005,7,30,0
5,10,22,3,2013,11,0,0
4,1,25,7,2013,13,0,0
1,8,5,7,2004,3,21,0
6,9,28,11,2009,13,35,0
7,4,13,7,2014,9,0,0
3,9,28,11,2012,21,0,0
7,6,8,9,2013,21,0,0
6,4,14,8,2010,21,55,0
5,10,20,8,2004,6,25,0
7,3,28,8,2011,23,44,0
7,10,27,2,2005,18,25,0
5,5,12,8,2005,13,30,0
3,5,30,5,2012,1,44,0
3,2,1,10,2014,19,2,0
7,5,28,12,2014,0,1,0
4,4,30,6,2011,10,25,0
4,7,21,9,2006,17,0,0
6,6,20,3,2004,1,40,0
4,7,14,12,2006,23,35,0
5,2,21,3,2014,9,57,0
1,1,6,2,2012,19,0,0
2,7,30,4,2013,8,5,0
3,4,8,2,2006,2,14,0
3,9,24,3,2010,13,0,0
1,10,16,4,2012,7,8,0
6,10,18,10,2008,17,41,0
2,5,12,11,2013,13,40,0
2,7,26,11,2013,12,0,0
3,10,11,1,2012,15,10,0
2,7,28,6,2005,14,0,0
5,10,1,5,2015,0,25,0
4,2,15,5,2014,12,35,0
1,10,19,1,2004,19,22,0
5,3,19,5,2006,11,34,0
1,1,5,1,2015,10,16,0
5,7,25,8,2006,0,1,0
5,2,28,7,2006,22,0,0
4,2,29,5,2003,12,0,0
5,2,22,9,2006,16,25,0
2,1,27,12,2005,12,0,0
4,9,28,1,2010,16,0,0
7,1,4,12,2011,10,0,0
5,9,23,4,2010,9,30,0
5,8,4,4,2008,1,54,0
4,5,30,10,2008,0,1,0
2,6,2,10,2012,22,25,0
3,4,20,8,2014,13,0,0
6,5,22,9,2007,16,6,0
7,2,28,11,2004,1,30,0
7,5,31,7,2011,18,50,0
2,2,3,9,2013,13,7,0
5,5,4,4,2008,21,0,0
5,2,4,4,2003,17,30,0
1,5,29,5,2006,14,55,0
4,9,4,5,2006,19,30,0
7,3,16,12,2012,7,1,0
3,8,19,10,2005,13,45,0
5,8,22,4,2005,12,18,0
4,8,26,1,2006,12,30,0
7,9,1,1,2012,13,20,0
5,9,7,10,2011,9,15,0
4,10,19,3,2009,1,15,0
4,10,15,12,2011,10,26,0
4,10,11,12,2008,0,1,0
6,9,8,10,2005,9,0,0
1,4,31,8,2009,21,45,0
5,2,14,11,2008,9,58,0
4,3,4,4,2013,8,0,0
5,1,23,9,2005,13,0,0
2,9,2,9,2003,11,0,0
4,10,19,2,2015,14,55,0
1,4,8,6,2009,2,52,0
4,5,20,10,2005,20,30,0
5,3,28,1,2005,15,57,0
6,8,15,1,2011,21,0,0
5,4,3,6,2005,8,15,0
6,2,8,3,2003,16,42,0
3,6,20,8,2008,12,0,0
4,9,9,3,2006,12,0,0
1,4,20,12,2004,19,0,0
1,2,3,9,2012,19,20,0
4,1,5,9,2013,15,0,0
2,2,3,4,2012,12,30,0
5,3,23,4,2010,17,30,0
5,1,2,7,2010,22,45,0
2,2,5,4,2005,12,30,0
2,2,17,5,2011,16,15,0
5,9,25,3,2005,17,30,0
7,2,1,8,2010,23,0,0
2,1,7,7,2009,10,40,0
2,4,8,8,2006,20,30,0
2,10,6,1,2009,6,27,0
3,10,13,6,2007,13,58,0
4,8,28,7,2011,12,35,0
6,4,6,9,2008,16,0,0
3,4,3,5,2006,17,30,0
2,10,22,1,2008,0,1,0
6,5,26,7,2014,12,40,0
1,2,13,10,2008,7,13,0
1,1,21,1,2008,10,0,0
6,10,14,6,2003,7,40,0
5,9,12,12,2003,7,30,0
7,2,20,4,2003,9,0,0
3,2,23,8,2006,22,30,0
3,4,4,2,2004,0,25,0
4,1,20,2,2014,3,30,0
3,10,25,1,2012,16,46,0
3,10,12,12,2007,22,23,0
7,4,18,11,2007,15,0,0
2,9,28,10,2003,9,50,0
5,2,26,11,2004,11,15,0
2,1,3,3,2015,20,30,0
1,2,16,4,2007,9,8,0
2,10,31,5,2005,21,50,0
4,7,23,8,2007,6,30,0
2,8,14,6,2011,9,30,0
6,5,16,7,2005,22,0,0
6,7,19,4,2014,20,0,0
1,8,1,9,2008,15,10,0
4,9,26,7,2007,11,45,0
3,1,4,2,2004,16,30,0
6,1,29,11,2008,17,54,0
3,3,29,11,2006,23,40,0
3,2,22,1,2003,12,0,0
5,3,13,6,2014,17,20,0
1,1,26,5,2008,3,0,0
5,2,19,10,2012,13,15,0
2,3,21,12,2004,15,20,0
4,3,24,2,2005,17,4,0
5,2,25,8,2006,9,0,0
5,8,18,9,2009,19,30,0
6,6,4,6,2011,8,30,0
3,8,18,2,2015,22,0,0
7,2,31,5,2009,13,0,0
3,1,26,6,2013,0,1,0
5,2,29,6,2007,21,6,0
6,4,8,2,2003,15,0,0
6,8,12,2,2005,20,45,0
7,5,30,11,2008,11,59,0
7,8,1,1,2012,19,8,0
2,3,1,4,2014,9,37,0
6,2,11,2,2012,22,10,0
3,8,2,5,2012,2,0,0
2,10,2,4,2013,17,9,0
3,10,14,5,2003,10,32,0
2,3,8,12,2009,19,50,0
4,9,1,12,2005,13,10,0
2,5,4,10,2011,9,40,0
3,4,12,11,2003,8,0,0
4,9,4,9,2003,20,0,0
6,1,28,1,2012,16,0,0
6,4,4,6,2011,1,0,0
2,6,16,5,2006,8,30,0
2,4,21,1,2014,3,50,0
7,3,26,7,2009,9,30,0
5,7,1,5,2015,15,30,0
3,9,8,2,2006,22,0,0
6,2,26,8,2006,12,0,0
3,4,17,10,2012,22,5,0
6,4,21,3,2009,15,30,0
3,3,19,10,2005,5,20,0
4,4,21,8,2003,12,52,0
7,8,10,9,2006,14,30,0
4,1,27,12,2012,11,30,0
4,5,24,8,2006,22,8,0
1,5,21,7,2003,16,35,0
7,8,21,3,2004,12,0,0
1,6,10,1,2005,1,56,0
6,1,29,11,2008,0,1,0
5,6,23,3,2007,19,30,0
6,1,14,7,2007,16,0,0
5,2,10,3,2006,0,1,0
5,5,5,4,2013,22,30,0
4,10,4,3,2004,22,15,0
4,4,26,6,2014,17,0,0
6,5,5,11,2011,20,45,0
4,5,7,3,2013,16,3,0
6,2,6,10,2007,13,5,0
5,6,31,5,2013,15,17,0
7,4,8,5,2011,15,30,0
2,10,21,3,2006,17,0,0
1,4,21,7,2003,8,0,0
4,9,22,1,2004,11,30,0
5,8,14,5,2004,15,29,0
5,9,19,3,2004,0,1,0
5,5,19,9,2003,17,30,0
4,5,30,4,2015,19,45,0
5,9,1,12,2006,15,0,0
5,2,11,3,2005,20,0,0
2,4,22,3,2011,1,22,0
7,3,18,7,2010,11,3,0
3,1,3,9,2014,19,0,0
4,2,6,3,2008,14,42,0
4,1,20,3,2003,12,15,0
5,7,6,4,2012,18,30,0
4,2,27,12,2012,16,0,0
5,7,30,10,2009,22,0,0
4,8,12,11,2009,18,30,0
7,2,25,1,2004,14,30,0
6,9,17,4,2004,18,0,0
6,1,14,7,2012,21,0,0
6,3,14,7,2007,9,0,0
4,1,1,5,2014,18,0,0
2,4,27,12,2011,15,0,0
3,10,5,2,2014,16,23,0
6,2,26,1,2008,12,0,0
7,2,31,7,2005,10,0,0
7,10,31,5,2009,12,0,0
4,4,20,3,2003,9,0,0
7,3,18,4,2004,22,0,0
5,9,30,5,2014,2,0,0
1,5,8,12,2014,0,1,0
1,1,10,11,2008,8,16,0
6,5,16,1,2010,16,50,0
3,6,28,5,2008,19,0,0
1,9,4,10,2010,15,0,0
3,4,18,5,2011,14,20,0
6,5,4,4,2009,16,43,0
3,4,6,8,2008,9,35,0
6,9,26,7,2003,13,0,0
4,2,25,6,2009,10,23,0
7,1,1,8,2010,20,0,0
3,10,29,4,2009,17,0,0
5,9,12,12,2014,0,1,0
5,4,28,1,2005,21,0,0
1,8,15,9,2014,22,30,0
1,4,7,1,2008,11,0,0
2,3,19,10,2010,11,0,0
7,5,5,6,2011,21,0,0
5,3,24,12,2004,6,0,0
3,6,21,9,2011,10,30,0
6,1,20,10,2007,1,11,0
2,2,7,2,2006,8,30,0
4,2,21,8,2008,0,1,0
3,2,23,1,2008,10,0,0
5,2,31,12,2010,11,0,0
4,6,17,11,2011,16,11,0
3,7,18,8,2004,21,0,0
1,2,26,5,2014,0,1,0
4,1,4,3,2004,15,1,0
1,9,2,5,2005,8,34,0
6,7,18,6,2005,9,47,0
3,1,1,10,2008,0,2,0
2,6,5,8,2014,10,0,0
2,5,14,12,2010,18,0,0
7,1,18,7,2010,18,8,0
6,2,24,7,2004,18,0,0
2,8,29,9,2009,9,0,0
7,9,1,1,2006,12,0,0
3,2,27,7,2005,13,0,0
5,4,25,2,2005,8,30,0
7,5,9,3,2008,11,0,0
1,3,4,9,2006,20,34,0
5,6,17,6,2011,22,46,0
2,7,18,9,2012,22,55,0
6,6,2,6,2012,12,0,0
3,1,19,10,2011,11,10,0
5,2,8,10,2010,20,26,0
6,10,24,8,2013,20,15,0
3,6,18,2,2009,0,40,0
7,4,28,7,2013,15,44,0
2,2,5,4,2011,16,15,0
5,1,18,5,2012,22,16,0
4,3,28,5,2009,17,0,0
2,7,17,3,2015,19,30,0
5,8,1,5,2009,3,28,0
2,5,30,10,2007,18,3,0
4,5,14,12,2006,17,15,0
6,1,18,12,2010,12,0,0
5,10,5,11,2010,15,45,0
4,5,1,10,2009,11,30,0
1,8,6,7,2009,0,1,0
1,2,21,1,2013,13,30,0
4,5,19,5,2011,18,0,0
2,10,9,12,2008,22,18,0
1,2,16,8,2004,15,0,0
2,10,14,11,2006,13,30,0
5,2,12,11,2004,18,7,0
5,8,10,2,2006,10,30,0
7,5,18,12,2005,19,0,0
5,2,31,10,2008,10,0,0
2,7,28,4,2015,11,0,0
6,2,9,8,2003,22,0,0
6,5,13,1,2007,21,29,0
6,2,31,10,2009,17,51,0
2,8,20,2,2007,17,0,0
2,3,22,1,2013,9,35,0
5,1,13,6,2008,13,10,0
3,4,19,2,2003,13,0,0
2,4,16,9,2008,18,23,0
4,4,14,6,2007,8,35,0
7,2,6,11,2011,1,30,0
5,9,25,6,2004,8,0,0
4,9,1,6,2006,10,47,0
6,3,22,9,2012,0,1,0
3,2,12,5,2004,21,30,0
7,1,2,1,2011,17,30,0
6,2,30,6,2007,23,0,0
3,9,14,10,2009,11,10,0
4,5,6,3,2014,2,0,0
5,9,15,6,2012,17,27,0
3,1,11,6,2003,10,0,0
2,10,10,1,2012,19,15,0
7,6,1,7,2012,11,30,0
7,2,28,12,2003,20,30,0
5,1,4,4,2014,17,28,0
4,2,21,4,2011,18,31,0
6,8,10,1,2004,22,30,0
2,9,1,4,2003,16,30,0
5,10,24,1,2003,12,15,0
3,1,9,3,2005,12,15,0
4,1,13,12,2007,14,0,0
1,2,26,12,2011,0,1,0
1,7,22,8,2005,20,0,0
7,9,11,1,2015,23,6,0
7,3,1,6,2003,11,23,0
6,2,29,12,2012,17,30,0
5,10,6,2,2004,14,35,0
3,8,1,11,2006,12,30,0
6,1,9,9,2006,23,0,0
7,8,27,6,2004,16,45,0
2,3,9,3,2010,16,47,0
6,10,15,1,2011,6,43,0
5,3,15,7,2005,22,20,0
2,2,17,2,2004,8,37,0
6,3,4,4,2015,17,24,0
5,8,8,2,2013,10,0,0
1,5,6,2,2012,15,43,0
2,3,4,8,2009,17,0,0
4,5,16,4,2015,23,25,0
6,7,8,8,2009,16,15,0
5,2,31,10,2014,10,30,0
7,4,21,10,2007,15,30,0
7,10,12,1,2003,18,22,0
3,8,3,9,2008,7,20,0
6,3,15,1,2005,21,58,0
5,8,16,6,2006,10,1,0
3,1,9,8,2006,11,30,0
4,2,9,3,2006,11,0,0
3,2,25,7,2012,12,47,0
2,2,28,4,2009,18,0,0
4,2,20,2,2014,18,0,0
3,8,21,3,2007,2,34,0
2,10,4,2,2003,19,53,0
4,2,17,10,2013,14,0,0
3,10,3,11,2010,14,57,0
1,4,3,3,2014,13,50,0
3,4,16,11,2005,7,0,0
4,2,15,5,2003,22,40,0
6,9,28,7,2007,17,0,0
7,9,28,1,2007,10,0,0
4,1,13,5,2004,0,7,0
3,7,25,1,2012,10,15,0
6,4,9,4,2005,11,30,0
4,10,25,11,2004,23,20,0
4,8,10,3,2011,9,35,0
1,6,19,4,2010,17,0,0
3,8,24,12,2008,22,50,0
3,8,30,5,2012,19,0,0
3,4,23,7,2003,22,15,0
3,5,27,7,2005,10,0,0
2,2,22,1,2008,12,0,0
6,10,1,1,2011,3,0,0
5,2,14,5,2004,14,20,0
3,9,24,3,2010,12,10,0
3,6,14,5,2008,16,0,0
7,4,1,6,2008,0,30,0
6,7,1,1,2011,12,0,0
5,2,8,2,2008,20,15,0
2,9,21,12,2004,14,0,0
5,4,4,5,2012,19,30,0
5,3,25,3,2011,16,30,0
7,7,28,12,2008,22,27,0
3,7,18,8,2004,23,28,0
3,6,13,6,2007,8,30,0
4,1,26,7,2007,9,0,0
6,9,14,12,2013,23,0,0
2,1,11,12,2007,11,0,0
1,4,20,1,2014,17,17,0
3,10,19,5,2010,15,0,0
2,5,23,3,2010,0,17,0
7,5,4,11,2012,13,34,0
5,5,18,4,2008,11,0,0
3,9,4,3,2009,21,0,0
5,2,12,12,2014,20,0,0
7,4,3,7,2005,20,0,0
4,4,27,7,2006,18,9,0
5,2,14,1,2011,18,0,0
3,9,5,5,2010,15,52,0
1,6,17,10,2005,10,0,0
5,10,8,4,2005,10,0,0
2,5,13,11,2007,20,15,0
2,5,7,1,2003,20,5,0
3,3,2,5,2012,10,0,0
5,7,8,2,2013,12,10,0
3,9,29,4,2015,10,40,0
5,10,1,7,2011,20,45,0
7,2,23,10,2005,13,30,0
5,2,16,11,2007,16,5,0
7,5,18,5,2014,1,0,0
5,8,8,8,2003,12,30,0
4,1,24,2,2011,3,40,0
3,5,13,11,2013,20,30,0
6,2,22,10,2011,17,25,0
1,4,20,9,2010,8,12,0
2,3,22,8,2006,9,33,0
7,4,30,6,2013,19,30,0
5,5,29,6,2007,10,0,0
4,4,7,10,2010,9,0,0
3,5,11,8,2010,20,0,0
1,3,12,12,2011,13,48,0
6,2,23,8,2003,19,0,0
4,4,10,3,2005,2,0,0
