"day","location","date","month","year","hour","min","BRIBERY"
5,1,18,11,2011,23,30,0
7,2,8,2,2009,21,40,0
1,7,7,7,2003,21,41,0
4,6,14,6,2012,3,30,0
3,4,11,6,2014,21,6,0
4,6,22,1,2004,18,37,0
7,1,14,7,2013,9,35,0
6,5,1,12,2012,10,33,0
7,2,6,11,2005,19,35,0
5,8,29,12,2006,23,35,0
6,1,23,2,2013,22,0,0
1,8,16,9,2013,10,0,0
6,10,17,5,2014,23,30,0
7,10,12,7,2009,18,1,0
5,1,5,3,2004,16,29,0
6,4,30,11,2013,13,37,0
7,10,24,9,2006,23,14,0
6,6,8,10,2011,18,44,0
2,5,1,5,2007,19,59,0
4,1,15,5,2003,14,25,0
6,3,7,9,2013,15,0,0
2,10,7,8,2012,2,0,0
6,7,20,11,2010,1,8,0
5,2,2,10,2009,15,29,0
5,4,16,12,2011,10,27,0
4,1,30,4,2015,13,50,0
5,1,2,4,2004,2,35,0
4,8,23,2,2006,16,0,0
2,5,31,5,2005,13,0,0
3,10,7,9,2011,22,32,0
3,2,23,3,2005,12,0,0
2,3,10,6,2003,23,20,0
6,2,21,4,2012,21,30,0
1,10,26,11,2007,16,30,0
2,8,3,2,2009,22,30,0
2,5,3,3,2009,2,25,0
1,2,5,1,2004,6,30,0
1,9,16,3,2015,9,0,0
7,4,11,1,2004,10,0,0
4,8,21,3,2013,17,12,0
4,4,2,12,2010,12,55,0
2,2,3,5,2005,10,0,0
5,8,30,6,2006,18,0,0
4,2,10,1,2013,18,30,0
1,5,23,1,2006,20,22,0
3,5,18,2,2004,22,10,0
1,4,10,5,2004,2,45,0
4,4,28,7,2011,12,0,0
7,2,19,5,2013,23,59,0
2,9,1,10,2013,14,0,0
3,2,4,4,2012,7,30,0
4,2,27,7,2006,15,0,0
1,9,19,4,2010,17,54,0
7,2,11,4,2010,21,53,0
1,6,21,7,2008,20,30,0
3,9,26,11,2003,17,0,0
5,10,6,9,2013,23,39,0
1,3,7,3,2011,6,20,0
4,2,26,7,2007,23,30,0
5,2,19,10,2007,21,10,0
4,7,2,4,2015,19,0,0
2,4,5,8,2008,4,44,0
4,6,14,10,2004,21,30,0
6,2,17,6,2006,12,4,0
7,2,29,6,2014,19,0,0
5,8,29,6,2007,23,0,0
4,9,25,6,2009,8,32,0
4,1,17,4,2014,17,15,0
6,1,12,3,2005,2,30,0
4,2,26,11,2009,9,30,0
1,6,26,5,2008,12,0,0
2,10,4,10,2005,11,22,0
5,2,5,4,2013,18,10,0
4,8,6,4,2006,1,53,0
7,5,2,7,2006,18,46,0
4,4,15,5,2003,22,57,0
2,5,21,1,2003,15,0,0
6,6,9,4,2011,13,44,0
5,2,4,5,2007,3,50,0
2,1,13,7,2010,22,45,0
7,5,1,11,2009,3,0,0
4,5,3,5,2012,20,0,0
5,1,2,11,2012,21,0,0
3,4,2,5,2012,20,32,0
4,5,27,11,2003,23,42,0
3,8,2,10,2013,20,30,0
4,1,13,11,2008,13,10,0
5,4,20,2,2009,21,30,0
4,5,6,3,2008,2,0,0
2,8,17,5,2011,17,0,0
5,9,23,4,2010,13,0,0
4,3,20,9,2007,8,0,0
5,9,26,6,2009,20,0,0
2,8,26,6,2007,11,50,0
7,2,12,1,2014,14,36,0
7,2,5,5,2013,12,50,0
6,9,1,7,2006,0,1,0
2,1,26,5,2009,13,30,0
7,5,26,7,2009,15,30,0
7,4,3,6,2007,12,35,0
2,5,4,9,2012,22,33,0
7,10,9,10,2005,13,45,0
6,1,3,12,2011,22,30,0
6,9,1,6,2013,12,0,0
7,5,13,7,2003,10,45,0
7,5,25,2,2007,21,49,0
4,2,24,7,2003,6,4,0
2,9,22,1,2013,18,29,0
5,5,11,12,2009,11,0,0
3,9,1,11,2006,13,0,0
3,3,19,9,2012,2,15,0
2,10,9,12,2014,5,0,0
3,9,5,3,2014,10,13,0
2,5,8,8,2006,9,0,0
1,2,5,1,2004,18,15,0
1,4,6,2,2006,15,30,0
7,2,12,1,2003,20,50,0
4,9,8,9,2005,14,56,0
5,5,31,10,2014,9,30,0
7,10,2,11,2008,11,23,0
4,2,28,5,2009,9,50,0
3,10,5,10,2005,12,39,0
5,2,20,8,2004,17,25,0
6,7,11,2,2012,18,30,0
3,6,23,1,2008,16,0,0
3,4,20,8,2014,23,21,0
4,7,2,11,2006,3,0,0
6,8,30,1,2010,0,29,0
4,7,13,11,2014,20,50,0
1,3,8,8,2005,12,0,0
3,1,24,7,2013,14,15,0
1,5,10,1,2011,23,0,0
2,3,23,1,2007,17,18,0
3,2,2,11,2011,19,57,0
5,6,12,12,2014,16,45,0
2,8,18,10,2011,10,8,0
2,2,31,3,2009,11,35,0
6,2,20,4,2013,19,25,0
5,3,26,8,2011,14,45,0
5,8,7,8,2009,19,45,0
1,2,13,10,2003,22,0,0
3,1,19,2,2003,19,40,0
4,4,17,11,2005,16,41,0
2,1,12,6,2012,16,0,0
7,8,12,1,2003,13,0,0
2,8,22,2,2011,12,20,0
1,3,9,6,2003,22,30,0
5,5,5,10,2007,20,11,0
6,1,15,1,2005,1,55,0
1,2,29,9,2003,21,17,0
1,1,31,8,2009,22,55,0
2,2,27,7,2010,7,8,0
4,2,22,7,2004,21,40,0
2,2,22,7,2008,18,0,0
6,2,13,7,2013,11,0,0
5,2,12,12,2014,16,2,0
7,8,6,11,2011,18,14,0
6,10,26,3,2011,17,35,0
4,1,11,12,2014,0,1,0
3,2,21,4,2010,9,0,0
2,6,21,3,2006,15,0,0
6,2,26,3,2011,14,30,0
6,10,11,7,2009,13,55,0
4,8,23,2,2012,15,0,0
3,9,8,12,2004,18,0,0
4,5,12,6,2003,8,30,0
4,4,28,5,2009,15,23,0
4,10,26,8,2010,14,13,0
6,10,16,7,2011,21,0,0
2,2,11,1,2011,18,18,0
6,8,1,7,2006,1,40,0
1,4,16,5,2005,19,30,0
3,2,15,10,2003,14,28,0
2,5,27,5,2014,18,9,0
1,4,29,5,2006,7,5,0
1,5,30,3,2015,22,30,0
1,8,14,9,2009,19,56,0
2,1,20,1,2015,0,30,0
7,2,24,4,2005,2,45,0
6,9,24,9,2011,3,0,0
5,6,22,9,2006,1,0,0
5,4,21,2,2014,16,50,0
4,2,28,7,2005,19,57,0
6,5,26,7,2008,0,1,0
2,5,14,4,2015,16,0,0
6,2,29,11,2014,13,30,0
2,10,28,6,2005,21,10,0
4,1,11,8,2011,23,0,0
2,1,15,4,2008,14,0,0
7,6,29,6,2003,19,0,0
7,3,12,1,2014,23,0,0
5,3,12,8,2011,23,13,0
7,1,8,5,2005,23,0,0
7,4,27,1,2013,9,15,0
7,7,20,5,2012,17,0,0
2,3,22,7,2014,16,9,0
3,5,20,2,2008,21,0,0
1,8,31,3,2003,0,1,0
3,4,14,5,2008,10,30,0
1,7,4,3,2013,15,15,0
6,6,8,3,2008,10,30,0
3,5,25,1,2012,14,10,0
1,4,19,1,2009,10,0,0
6,7,3,5,2003,2,20,0
4,1,16,10,2003,13,0,0
2,5,5,2,2008,6,58,0
7,3,9,3,2008,19,22,0
7,8,21,11,2010,21,0,0
1,9,25,12,2006,23,30,0
4,2,27,11,2014,10,30,0
2,7,19,2,2013,1,30,0
1,10,30,4,2007,18,36,0
7,6,3,12,2006,18,0,0
3,1,12,1,2005,23,30,0
4,4,31,10,2013,15,30,0
3,4,24,2,2010,18,26,0
3,3,1,11,2006,12,0,0
2,4,20,1,2004,22,16,0
4,10,17,4,2003,15,15,0
5,2,11,12,2009,17,30,0
4,1,29,5,2014,20,0,0
4,1,2,10,2014,16,0,0
4,1,29,12,2005,16,30,0
4,1,11,8,2005,2,7,0
5,3,16,4,2004,8,0,0
6,8,24,3,2007,15,3,0
7,4,14,6,2009,8,25,0
4,6,16,6,2011,11,51,0
5,4,15,10,2004,10,11,0
3,5,12,1,2011,15,0,0
7,5,14,8,2005,17,0,0
1,3,9,11,2009,10,30,0
3,5,22,3,2006,6,35,0
1,10,3,3,2003,14,25,0
3,5,29,4,2009,21,5,0
3,3,17,10,2012,20,0,0
6,5,4,11,2006,0,30,0
5,10,2,12,2005,21,43,0
1,2,22,1,2007,11,35,0
7,8,5,11,2006,8,0,0
7,2,13,2,2011,1,15,0
4,3,19,2,2004,16,1,0
4,5,18,9,2003,11,0,0
6,4,27,6,2009,1,41,0
5,6,11,3,2005,7,0,0
3,7,6,2,2008,8,45,0
6,2,5,11,2005,23,0,0
5,7,23,1,2015,1,18,0
5,7,12,3,2010,3,0,0
4,4,23,7,2009,22,11,0
7,3,31,10,2004,23,0,0
3,9,1,6,2005,0,1,0
5,9,13,7,2012,22,3,0
3,8,5,4,2006,14,0,0
5,2,21,4,2006,19,25,0
6,1,8,2,2003,14,17,0
1,8,26,11,2012,22,15,0
3,2,23,2,2011,15,45,0
2,6,29,4,2003,11,45,0
4,7,4,9,2014,14,30,0
7,7,6,6,2010,15,0,0
2,3,29,11,2005,18,49,0
2,3,23,7,2013,12,0,0
6,4,28,1,2012,3,9,0
2,2,26,6,2012,17,41,0
4,10,16,10,2008,10,47,0
2,3,26,5,2009,12,15,0
5,9,4,4,2003,0,15,0
1,9,20,12,2004,6,30,0
5,5,26,12,2014,18,0,0
5,9,30,12,2005,14,30,0
4,5,16,10,2008,5,26,0
7,5,5,11,2006,16,50,0
6,1,5,4,2014,0,1,0
6,8,4,9,2004,7,32,0
5,8,15,6,2012,17,0,0
7,3,1,1,2006,23,17,0
5,6,19,9,2003,21,0,0
2,2,14,5,2013,18,21,0
4,4,30,6,2011,21,0,0
4,9,9,8,2007,13,11,0
5,9,6,2,2015,12,25,0
7,6,10,8,2014,13,49,0
7,10,3,5,2009,10,5,0
6,10,15,11,2014,11,45,0
3,3,2,11,2005,19,30,0
1,8,30,3,2015,12,0,0
7,8,27,1,2013,14,0,0
7,9,2,11,2003,19,42,0
7,7,26,8,2007,17,45,0
7,3,3,7,2011,2,50,0
3,3,19,9,2007,15,16,0
3,5,23,12,2009,13,30,0
7,4,21,10,2007,7,5,0
3,6,20,8,2014,15,30,0
4,4,7,10,2010,23,15,0
1,3,4,2,2013,17,1,0
1,6,18,2,2008,15,38,0
4,10,7,3,2013,19,0,0
2,1,19,4,2011,0,1,0
3,5,3,9,2003,18,0,0
3,8,3,9,2008,11,1,0
3,3,16,9,2009,15,24,0
6,9,5,11,2005,13,14,0
5,6,4,6,2010,12,0,0
4,9,20,3,2008,0,10,0
7,8,30,12,2007,19,50,0
4,5,8,1,2009,22,25,0
4,4,22,3,2012,15,15,0
1,1,17,3,2003,17,0,0
7,1,12,1,2003,21,30,0
5,8,17,10,2003,11,0,0
4,10,2,4,2015,1,15,0
7,9,21,9,2003,17,0,0
1,5,1,10,2012,23,20,0
3,4,20,4,2005,17,20,0
6,6,31,5,2003,9,0,0
5,3,18,5,2012,14,13,0
4,10,12,8,2010,15,0,0
5,2,2,12,2005,9,0,0
3,2,27,6,2012,22,30,0
5,9,27,7,2007,13,9,0
6,10,13,12,2008,8,30,0
7,5,12,1,2003,4,40,0
1,8,3,2,2003,8,30,0
3,4,23,8,2006,15,16,0
3,8,23,1,2008,13,24,0
5,4,9,9,2005,21,0,0
1,9,11,7,2005,16,30,0
5,1,8,4,2005,22,18,0
4,2,24,6,2004,12,30,0
2,2,22,3,2011,15,0,0
5,9,17,9,2004,9,15,0
5,4,31,5,2013,0,1,0
4,4,30,11,2006,16,0,0
6,2,22,2,2014,19,33,0
4,5,18,9,2008,19,15,0
1,4,29,9,2014,23,15,0
4,4,19,2,2009,1,0,0
1,1,7,12,2009,8,0,0
5,9,12,12,2008,17,55,0
5,4,13,1,2006,21,29,0
2,10,27,5,2008,13,20,0
6,4,12,8,2006,0,1,0
5,3,7,3,2003,10,44,0
1,3,14,9,2009,12,40,0
7,3,3,10,2004,20,33,0
6,2,11,7,2009,1,0,0
7,3,22,2,2004,22,35,0
5,4,20,2,2015,1,0,0
5,10,10,2,2006,23,50,0
5,2,9,3,2007,15,0,0
2,8,23,12,2003,12,0,0
4,2,27,11,2008,17,0,0
6,5,5,5,2007,13,0,0
6,8,20,9,2014,12,0,0
4,2,24,6,2004,16,55,0
4,10,1,11,2007,15,15,0
2,7,6,4,2010,23,0,0
5,2,26,8,2011,21,0,0
5,10,14,11,2003,13,0,0
5,4,30,5,2014,19,17,0
6,3,3,5,2014,15,30,0
4,4,30,11,2006,0,39,0
6,10,9,2,2008,17,2,0
2,3,4,2,2014,10,30,0
7,2,23,2,2003,17,30,0
6,10,12,8,2006,21,0,0
5,8,13,11,2009,11,24,0
1,10,3,2,2014,11,20,0
1,9,27,10,2008,21,58,0
2,7,14,10,2014,21,0,0
4,8,16,4,2009,23,50,0
1,8,10,5,2004,9,0,0
4,2,21,8,2003,22,2,0
4,3,21,3,2013,17,0,0
4,9,5,5,2005,18,10,0
7,8,17,6,2012,5,0,0
6,2,17,12,2011,16,0,0
7,8,18,10,2009,18,30,0
4,5,28,1,2010,4,0,0
4,6,21,4,2011,23,0,0
3,5,22,7,2009,10,43,0
7,4,28,6,2009,5,10,0
7,2,22,2,2004,11,41,0
5,4,11,3,2005,7,0,0
3,1,19,9,2012,11,56,0
7,9,31,7,2005,17,0,0
1,6,19,3,2012,18,41,0
5,3,16,12,2011,21,0,0
2,3,6,3,2007,17,22,0
1,7,7,1,2013,10,25,0
4,8,4,10,2012,8,17,0
6,3,21,3,2015,20,0,0
3,9,4,2,2015,20,7,0
7,2,14,3,2010,18,27,0
7,5,19,4,2009,18,0,0
1,4,29,10,2007,0,30,0
1,10,27,6,2011,16,45,0
4,1,21,9,2006,4,0,0
3,8,9,1,2013,22,5,0
2,5,6,8,2013,0,1,0
2,8,16,5,2006,14,10,0
7,2,6,6,2010,12,35,0
6,8,9,4,2005,7,0,0
3,2,6,8,2003,8,41,0
1,1,14,10,2013,12,45,0
2,1,18,9,2012,11,57,0
5,6,23,1,2004,9,0,0
5,2,27,7,2007,15,30,0
6,6,14,11,2009,18,0,0
2,2,3,10,2006,12,0,0
2,4,2,10,2007,14,30,0
2,8,25,11,2014,13,15,0
2,1,27,11,2012,17,0,0
7,4,21,3,2004,5,0,0
1,4,13,4,2015,15,39,0
3,2,9,8,2006,16,20,0
4,3,6,2,2014,8,0,0
6,2,24,4,2010,14,30,0
6,6,6,9,2008,16,15,0
4,2,14,6,2012,17,40,0
3,10,18,2,2004,11,30,0
4,8,8,1,2004,0,1,0
6,1,3,10,2009,20,7,0
1,2,3,10,2005,22,25,0
2,5,14,12,2010,15,15,0
4,4,21,8,2008,21,0,0
5,1,3,5,2013,18,0,0
3,1,28,7,2010,20,0,0
1,5,8,8,2011,9,30,0
1,2,31,3,2008,7,41,0
6,2,11,8,2007,7,19,0
5,3,14,11,2003,15,21,0
5,6,31,10,2003,22,0,0
3,8,11,11,2009,0,1,0
2,6,12,6,2007,17,45,0
3,10,11,6,2014,11,53,0
2,9,20,9,2011,17,20,0
4,3,11,12,2014,21,0,0
6,5,13,7,2013,18,0,0
7,1,27,1,2013,17,25,0
7,10,4,11,2007,1,0,0
1,3,7,6,2004,17,30,0
1,2,26,6,2006,15,17,0
4,10,8,3,2012,15,20,0
6,10,16,5,2009,12,0,0
5,7,8,8,2014,18,0,0
7,2,3,12,2006,21,0,0
5,2,16,11,2012,14,49,0
7,6,22,3,2009,13,0,0
4,3,25,1,2007,14,45,0
3,8,24,11,2004,19,10,0
3,8,17,9,2003,13,50,0
4,9,29,7,2010,10,15,0
6,1,1,7,2006,23,0,0
5,10,23,2,2007,22,37,0
4,4,21,2,2008,23,42,0
1,1,26,7,2010,20,10,0
2,6,7,2,2012,6,18,0
5,4,8,9,2006,20,0,0
1,5,20,12,2004,8,0,0
7,5,15,7,2007,11,46,0
7,3,25,1,2004,20,0,0
7,7,19,4,2015,22,20,0
2,4,25,7,2006,23,50,0
2,4,3,4,2012,12,30,0
7,5,5,11,2006,3,55,0
1,3,28,4,2014,9,0,0
2,8,9,12,2003,18,0,0
2,9,5,2,2013,7,0,0
4,7,12,8,2010,1,42,0
3,10,14,5,2008,8,0,0
4,5,2,12,2010,19,35,0
5,8,20,8,2004,14,20,0
4,1,20,4,2006,12,40,0
4,9,1,10,2009,21,30,0
2,8,29,5,2007,11,15,0
6,1,3,10,2009,15,0,0
7,3,7,3,2004,22,13,0
3,4,11,7,2007,10,0,0
5,5,21,3,2003,20,0,0
7,4,15,12,2013,18,0,0
6,2,29,12,2012,20,19,0
1,5,30,3,2009,11,5,0
6,5,23,3,2013,9,50,0
5,2,6,5,2005,10,0,0
5,3,12,7,2013,12,49,0
2,10,5,8,2014,23,30,0
5,2,7,9,2012,15,40,0
1,5,7,1,2013,20,30,0
5,3,27,7,2012,0,1,0
1,4,24,11,2014,18,1,0
6,2,1,11,2003,16,47,0
3,2,14,5,2003,23,0,0
2,9,2,5,2006,15,45,0
7,4,12,1,2003,19,30,0
4,8,22,7,2004,21,0,0
2,3,29,10,2013,21,0,0
1,8,9,7,2012,23,32,0
3,8,23,2,2005,18,0,0
2,4,1,5,2012,16,0,0
5,1,15,7,2011,12,15,0
7,5,7,10,2007,12,30,0
2,3,27,6,2006,10,2,0
5,5,20,5,2011,23,0,0
5,3,24,1,2014,23,35,0
3,2,4,9,2013,10,54,0
2,2,23,3,2010,14,18,0
2,5,14,10,2008,10,44,0
1,4,19,7,2004,23,10,0
1,1,8,6,2009,18,25,0
2,4,22,7,2008,12,0,0
3,4,17,10,2012,20,0,0
7,3,9,9,2012,23,0,0
1,9,7,1,2013,15,0,0
3,3,21,3,2012,12,9,0
6,5,4,11,2006,0,1,0
4,5,24,7,2003,18,26,0
5,2,1,10,2004,8,0,0
3,8,12,11,2014,6,5,0
5,5,16,12,2011,6,20,0
2,4,31,8,2004,21,0,0
1,3,18,2,2008,13,4,0
3,3,27,7,2011,18,35,0
4,5,5,3,2009,17,39,0
2,5,1,10,2013,13,3,0
1,8,1,9,2008,9,0,0
7,7,26,9,2010,2,1,0
2,9,10,6,2014,5,9,0
5,2,30,5,2008,12,35,0
7,5,31,7,2005,9,40,0
7,6,18,10,2009,20,12,0
2,2,20,1,2015,1,8,0
5,3,2,12,2005,14,0,0
3,2,27,7,2011,14,5,0
1,8,29,11,2010,14,35,0
6,7,20,9,2008,23,47,0
2,9,7,9,2010,14,8,0
5,2,13,7,2012,23,30,0
3,1,13,10,2004,17,30,0
6,8,28,1,2012,11,30,0
5,3,23,7,2004,9,0,0
2,1,4,3,2003,7,9,0
7,2,7,9,2014,0,5,0
6,2,6,9,2014,19,30,0
6,5,25,7,2009,16,40,0
5,9,4,5,2012,11,37,0
4,1,8,8,2013,0,20,0
5,7,18,4,2003,21,52,0
1,10,2,3,2009,23,33,0
6,7,7,4,2012,15,35,0
5,8,20,10,2006,3,18,0
5,8,5,10,2012,20,33,0
7,1,21,10,2007,4,36,0
4,10,8,9,2005,11,29,0
5,2,4,11,2005,17,54,0
3,2,23,8,2006,13,0,0
4,1,11,8,2005,10,45,0
5,9,7,9,2007,13,0,0
2,5,4,3,2014,18,43,0
7,1,5,5,2013,12,0,0
2,4,31,5,2011,19,50,0
4,6,16,12,2010,9,25,0
5,5,7,4,2006,14,0,0
6,10,9,9,2006,19,40,0
5,2,13,7,2007,21,49,0
2,4,25,1,2005,17,30,0
6,6,3,7,2010,13,0,0
5,10,8,8,2008,23,45,0
1,4,7,12,2009,17,45,0
1,1,20,1,2003,18,0,0
5,1,31,10,2014,16,10,0
4,7,27,6,2013,10,15,0
5,4,13,6,2003,12,9,0
2,2,22,3,2005,3,0,0
3,2,31,10,2012,0,50,0
4,4,20,2,2003,21,45,0
5,2,3,5,2013,14,0,0
6,4,17,5,2003,20,50,0
1,3,27,10,2003,23,40,0
7,3,29,8,2010,17,11,0
3,5,6,4,2011,21,35,0
3,8,20,8,2014,10,23,0
5,5,27,6,2008,0,11,0
4,9,11,1,2007,21,15,0
3,2,8,9,2010,15,30,0
2,10,10,1,2006,17,0,0
3,5,5,10,2005,8,0,0
2,1,13,5,2003,1,13,0
1,9,10,11,2014,2,1,0
7,3,25,7,2004,16,54,0
2,10,9,1,2007,19,0,0
6,3,12,1,2013,1,23,0
3,8,6,8,2014,3,35,0
6,8,4,12,2010,22,40,0
7,5,14,12,2008,15,0,0
5,4,9,9,2005,15,0,0
5,6,9,1,2009,18,20,0
7,2,23,4,2006,0,1,0
7,3,4,4,2004,10,50,0
1,5,1,11,2010,23,58,0
5,2,16,12,2011,18,23,0
4,10,8,9,2005,14,10,0
2,5,16,9,2008,22,55,0
2,3,11,11,2008,11,0,0
3,4,23,2,2011,0,34,0
4,9,27,12,2012,13,30,0
4,3,9,1,2003,23,0,0
1,5,15,9,2003,22,0,0
1,2,14,10,2013,14,37,0
5,7,22,2,2008,14,30,0
4,9,9,8,2012,0,50,0
7,6,3,10,2004,13,23,0
7,2,28,8,2005,18,0,0
5,6,17,9,2004,17,0,0
4,10,29,11,2012,19,0,0
5,8,1,12,2006,8,30,0
5,3,30,4,2004,15,15,0
6,5,17,12,2005,9,0,0
6,8,22,9,2012,23,40,0
4,3,4,9,2003,21,50,0
1,5,13,12,2010,12,30,0
2,5,20,9,2005,17,15,0
6,2,28,8,2010,22,0,0
2,10,6,9,2005,6,48,0
6,10,10,2,2007,12,11,0
2,5,14,10,2008,17,0,0
4,5,24,12,2009,20,30,0
4,4,24,7,2008,9,10,0
5,4,23,3,2012,22,30,0
6,8,1,1,2011,2,30,0
4,1,12,6,2014,7,15,0
1,3,5,3,2012,18,23,0
3,5,22,1,2014,8,45,0
5,3,6,4,2007,22,22,0
3,1,10,12,2014,18,30,0
1,2,7,7,2003,0,50,0
5,3,11,12,2009,10,13,0
1,5,23,12,2013,7,44,0
5,10,29,12,2006,19,58,0
7,8,2,11,2008,22,0,0
5,5,2,11,2007,8,0,0
4,1,9,8,2012,2,20,0
5,9,20,2,2009,15,30,0
2,4,19,8,2003,16,0,0
6,9,22,4,2006,21,28,0
4,8,9,7,2009,18,40,0
3,7,24,6,2009,17,30,0
1,7,20,12,2004,16,4,0
2,7,30,3,2004,8,0,0
2,10,8,8,2006,12,40,0
7,8,27,1,2013,0,1,0
5,2,2,5,2008,19,59,0
5,3,5,10,2007,12,0,0
4,4,11,12,2014,18,12,0
6,3,3,4,2004,0,1,0
1,6,1,3,2004,12,0,0
7,10,25,2,2007,7,14,0
7,4,1,6,2014,12,34,0
6,8,10,8,2013,7,0,0
5,4,24,1,2014,0,20,0
3,5,30,4,2003,2,2,0
5,6,22,3,2013,16,15,0
7,6,19,5,2013,13,20,0
3,4,14,5,2003,22,46,0
3,4,8,1,2014,17,40,0
5,7,2,5,2008,10,0,0
1,2,22,7,2013,15,4,0
7,5,29,6,2014,21,5,0
7,6,7,4,2013,12,45,0
5,7,6,2,2015,19,30,0
4,6,8,9,2011,9,30,0
5,5,19,9,2014,10,0,0
4,2,13,1,2011,19,4,0
5,4,24,12,2004,16,8,0
6,7,19,4,2014,14,0,0
2,2,19,8,2003,17,30,0
6,8,26,2,2005,8,0,0
2,10,24,8,2010,19,0,0
3,4,26,1,2005,21,25,0
1,6,24,11,2003,13,0,0
6,1,25,3,2006,12,30,0
2,2,29,11,2011,21,0,0
6,2,5,10,2013,10,37,0
6,1,26,12,2009,21,0,0
7,9,16,11,2014,11,0,0
5,7,6,5,2005,18,0,0
4,2,2,6,2011,13,39,0
1,2,25,11,2013,21,3,0
5,5,17,12,2010,22,30,0
2,3,30,10,2007,20,0,0
6,1,7,2,2015,12,35,0
3,10,2,5,2012,18,52,0
5,2,16,11,2012,13,53,0
7,2,17,12,2006,11,16,0
4,4,21,2,2008,19,30,0
7,9,30,12,2007,19,32,0
3,2,8,1,2014,19,15,0
1,5,23,7,2012,0,12,0
4,10,17,11,2011,14,0,0
6,3,19,6,2010,17,30,0
1,2,28,6,2010,22,0,0
3,5,29,12,2010,23,30,0
2,3,3,5,2005,16,18,0
2,6,13,4,2004,14,13,0
4,1,10,2,2011,12,0,0
5,1,3,4,2015,16,0,0
2,4,24,7,2007,15,0,0
6,4,2,11,2013,10,0,0
5,9,29,11,2013,5,20,0
6,6,12,8,2006,2,10,0
7,2,4,5,2008,14,4,0
1,1,25,11,2013,23,0,0
6,5,17,6,2006,18,50,0
2,2,29,4,2014,23,7,0
6,8,12,7,2008,1,8,0
2,8,7,1,2003,21,0,0
6,2,16,6,2007,2,30,0
5,6,3,10,2008,15,0,0
6,8,2,10,2004,21,0,0
3,9,10,8,2005,20,0,0
1,1,6,1,2014,1,17,0
1,5,29,11,2010,0,42,0
2,8,15,10,2013,20,30,0
3,2,2,4,2003,21,16,0
5,7,7,9,2007,20,45,0
5,2,12,8,2011,12,0,0
6,1,15,1,2011,1,7,0
2,10,22,12,2009,22,15,0
4,5,24,7,2008,17,0,0
2,9,9,12,2014,17,32,0
5,1,17,9,2004,23,0,0
2,2,6,4,2010,17,19,0
1,3,2,2,2009,22,0,0
1,9,31,8,2009,23,29,0
1,2,30,3,2009,8,40,0
1,8,29,9,2003,18,0,0
2,2,22,2,2005,18,16,0
4,4,10,7,2008,23,43,0
6,8,3,5,2003,2,0,0
4,7,20,8,2009,3,14,0
5,3,2,12,2011,9,0,0
1,8,15,11,2010,10,30,0
4,1,27,1,2011,1,15,0
2,6,6,4,2010,2,50,0
4,4,12,6,2008,12,0,0
7,2,4,11,2007,19,30,0
5,4,12,12,2003,13,37,0
7,9,11,9,2011,6,15,0
5,2,4,5,2007,11,5,0
1,3,6,2,2006,17,0,0
7,1,2,7,2006,16,5,0
6,2,26,3,2011,14,50,0
3,4,4,5,2011,8,30,0
3,5,22,1,2014,19,54,0
1,9,27,10,2014,23,0,0
1,5,22,6,2009,11,0,0
4,7,2,11,2006,13,45,0
3,10,17,10,2007,17,16,0
5,3,20,5,2005,18,0,0
7,1,21,9,2014,5,29,0
3,2,24,11,2004,17,0,0
2,10,15,4,2008,21,50,0
3,2,30,10,2013,12,0,0
3,3,19,8,2009,11,0,0
2,4,20,3,2007,9,55,0
4,2,22,1,2015,19,30,0
5,2,1,11,2013,18,45,0
5,1,27,1,2006,21,15,0
7,1,13,3,2011,0,50,0
3,1,29,6,2011,18,0,0
5,1,24,3,2006,20,10,0
1,5,6,1,2014,12,0,0
6,1,19,6,2010,22,0,0
5,8,17,12,2010,14,0,0
4,10,13,11,2008,9,43,0
5,3,18,6,2010,17,47,0
2,2,19,8,2003,17,25,0
5,1,7,2,2014,23,0,0
4,8,8,1,2015,22,24,0
3,1,13,10,2004,21,0,0
3,5,29,5,2013,9,57,0
7,3,26,8,2012,17,55,0
2,2,14,9,2004,11,51,0
3,1,26,12,2012,14,10,0
7,2,10,4,2011,20,0,0
4,2,27,11,2003,2,15,0
3,10,30,4,2008,10,18,0
5,1,2,6,2006,23,59,0
2,5,4,2,2014,23,25,0
3,4,31,3,2004,22,42,0
4,10,25,8,2005,17,24,0
3,2,16,5,2007,13,30,0
2,2,25,11,2008,7,30,0
7,10,22,3,2009,10,3,0
6,1,15,11,2014,21,0,0
1,4,6,2,2006,13,50,0
6,10,15,7,2006,8,15,0
1,2,30,3,2009,13,30,0
1,2,30,5,2005,0,30,0
6,5,21,3,2015,21,30,0
2,8,17,5,2005,16,57,0
7,6,6,4,2008,0,5,0
2,3,18,9,2007,18,0,0
5,1,6,4,2007,18,0,0
7,5,13,1,2008,11,5,0
4,2,20,8,2009,19,0,0
2,2,13,10,2009,10,30,0
2,7,11,6,2013,20,32,0
4,2,10,3,2005,8,0,0
1,3,16,3,2015,23,0,0
5,6,10,3,2006,14,3,0
3,3,15,10,2008,20,15,0
5,9,27,6,2008,21,30,0
1,10,10,11,2008,16,37,0
6,8,18,10,2008,15,15,0
7,10,9,10,2005,9,54,0
7,10,15,8,2010,14,39,0
3,10,29,4,2009,16,55,0
6,3,23,4,2005,0,1,0
3,9,10,8,2005,23,0,0
